"erwst","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Non-working","1990","Employed","Couple + C. LE 16 ","122","0.0711575200032809","0.0584447135543647","0.0838703264521972"
"Non-working","1990","Employed","Couple + C. GT 16 ","122","0.0983899637838569","0.0827939434613545","0.113985984106359"
"Non-working","1990","Employed","Couple + C. LE and GT 16","52","0.0881408393158381","0.065475442410469","0.110806236221207"
"Other","1990","Not Employed","1-pers.-HH","1","","",""
"Other","1990","Not Employed","(Married) couple without C. ","2","","",""
"Other","1990","Not Employed","Single parent ","2","","",""
"Other","1990","Not Employed","Couple + C. LE 16 ","10","","",""
"Other","1990","Not Employed","Couple + C. GT 16 ","8","","",""
"Other","1990","Not Employed","Couple + C. LE and GT 16","7","","",""
"Other","1990","Employed","1-pers.-HH","25","","",""
"Other","1990","Employed","(Married) couple without C. ","43","0.0337301953261211","0.0241353656642728","0.0433250249879695"
"Other","1990","Employed","Single parent ","49","0.156245930927783","0.115762142231015","0.196729719624551"
"Other","1990","Employed","Couple + C. LE 16 ","53","0.0392737453035842","0.0296684441056071","0.0488790465015612"
"Other","1990","Employed","Couple + C. GT 16 ","193","0.131790956768418","0.11407828881227","0.149503624724567"
"Other","1990","Employed","Couple + C. LE and GT 16","99","0.167517489799955","0.137661704953336","0.197373274646575"
"Full-time","1991","Not Employed","1-pers.-HH","2","","",""
"Full-time","1991","Not Employed","(Married) couple without C. ","15","","",""
"Full-time","1991","Not Employed","Single parent ","3","","",""
"Full-time","1991","Not Employed","Couple + C. LE 16 ","15","","",""
"Full-time","1991","Not Employed","Couple + C. GT 16 ","12","","",""
"Full-time","1991","Not Employed","Couple + C. LE and GT 16","5","","",""
"Full-time","1991","Employed","1-pers.-HH","463","0.810392601579952","0.777955500524453","0.84282970263545"
"Full-time","1991","Employed","(Married) couple without C. ","1079","0.773156240159071","0.750898775728119","0.795413704590023"
"Full-time","1991","Employed","Single parent ","203","0.62665846126587","0.573827469234413","0.679489453297328"
"Full-time","1991","Employed","Couple + C. LE 16 ","1135","0.676362857649197","0.653452287916156","0.699273427382237"
"Full-time","1991","Employed","Couple + C. GT 16 ","885","0.645668830491192","0.620059083884845","0.671278577097539"
"Full-time","1991","Employed","Couple + C. LE and GT 16","406","0.625863516618493","0.58801724367829","0.663709789558696"
"Part-time","1991","Not Employed","1-pers.-HH","2","","",""
"Part-time","1991","Not Employed","(Married) couple without C. ","2","","",""
"Part-time","1991","Not Employed","Single parent ","2","","",""
"Part-time","1991","Not Employed","Couple + C. LE 16 ","8","","",""
"Part-time","1991","Not Employed","Couple + C. GT 16 ","6","","",""
"Part-time","1991","Not Employed","Couple + C. LE and GT 16","3","","",""
"Part-time","1991","Employed","1-pers.-HH","25","","",""
"Part-time","1991","Employed","(Married) couple without C. ","124","0.110573972924176","0.0939068740858922","0.127241071762459"
"Part-time","1991","Employed","Single parent ","42","0.134856998323873","0.0975490944502779","0.172164902197467"
"Part-time","1991","Employed","Couple + C. LE 16 ","274","0.198922291687501","0.179374581776216","0.218470001598787"
"Part-time","1991","Employed","Couple + C. GT 16 ","143","0.116078956703511","0.098928362296347","0.133229551110674"
"Part-time","1991","Employed","Couple + C. LE and GT 16","68","0.13461837992358","0.107923726765527","0.161313033081632"
"Non-working","1991","Not Employed","1-pers.-HH","479","0.992023723086329","0.984090755749568","0.999956690423089"
"Non-working","1991","Not Employed","(Married) couple without C. ","944","0.983550097741086","0.97553304468303","0.991567150799142"
"Non-working","1991","Not Employed","Single parent ","151","0.941359648458352","0.905179807329826","0.977539489586879"
"Non-working","1991","Not Employed","Couple + C. LE 16 ","455","0.940472709352337","0.919565469737603","0.96137994896707"
"Non-working","1991","Not Employed","Couple + C. GT 16 ","607","0.954024792317692","0.937824522146871","0.970225062488513"
"Non-working","1991","Not Employed","Couple + C. LE and GT 16","248","0.947834065118371","0.921061819045887","0.974606311190856"
"Non-working","1991","Employed","1-pers.-HH","35","0.0622554620416488","0.0422615552882268","0.0822493687950708"
"Non-working","1991","Employed","(Married) couple without C. ","100","0.0746758522187959","0.06070523226549","0.0886464721721019"
"Non-working","1991","Employed","Single parent ","29","","",""
"Non-working","1991","Employed","Couple + C. LE 16 ","135","0.0793198152156657","0.0660867004144567","0.0925529300168747"
"Non-working","1991","Employed","Couple + C. GT 16 ","109","0.0878442125924153","0.0726881364666096","0.103000288718221"
"Non-working","1991","Employed","Couple + C. LE and GT 16","35","0.0498834215769632","0.0328565510143861","0.0669102921395402"
"Other","1991","Not Employed","1-pers.-HH","","","",""
"Other","1991","Not Employed","(Married) couple without C. ","6","","",""
"Other","1991","Not Employed","Single parent ","6","","",""
"Other","1991","Not Employed","Couple + C. LE 16 ","14","","",""
"Other","1991","Not Employed","Couple + C. GT 16 ","17","","",""
"Other","1991","Not Employed","Couple + C. LE and GT 16","9","","",""
"Other","1991","Employed","1-pers.-HH","38","0.0697466034182526","0.048668631382291","0.0908245754542141"
"Other","1991","Employed","(Married) couple without C. ","57","0.0415939346979573","0.0309826390120408","0.0522052303838738"
"Other","1991","Employed","Single parent ","48","0.146406703748849","0.107794362615553","0.185019044882145"
"Other","1991","Employed","Couple + C. LE 16 ","58","0.0453950354476361","0.0352013117159263","0.0555887591793459"
"Other","1991","Employed","Couple + C. GT 16 ","203","0.150408000212882","0.131268245512555","0.16954775491321"
"Other","1991","Employed","Couple + C. LE and GT 16","119","0.189634681880964","0.1589750048403","0.220294358921628"
"Full-time","1992","Not Employed","1-pers.-HH","3","","",""
"Full-time","1992","Not Employed","(Married) couple without C. ","8","","",""
"Full-time","1992","Not Employed","Single parent ","5","","",""
"Full-time","1992","Not Employed","Couple + C. LE 16 ","13","","",""
"Full-time","1992","Not Employed","Couple + C. GT 16 ","15","","",""
"Full-time","1992","Not Employed","Couple + C. LE and GT 16","3","","",""
"Full-time","1992","Employed","1-pers.-HH","534","0.806033795407721","0.776049108433449","0.836018482381993"
"Full-time","1992","Employed","(Married) couple without C. ","1443","0.748901948217458","0.729464542544692","0.768339353890223"
"Full-time","1992","Employed","Single parent ","286","0.610000353866919","0.565330708771234","0.654669998962604"
"Full-time","1992","Employed","Couple + C. LE 16 ","1978","0.699538916886995","0.682284380178863","0.716793453595127"
"Full-time","1992","Employed","Couple + C. GT 16 ","1278","0.64063670219084","0.619274600771407","0.661998803610273"
"Full-time","1992","Employed","Couple + C. LE and GT 16","561","0.630117646244877","0.597833140914873","0.662402151574881"
"Part-time","1992","Not Employed","1-pers.-HH","","","",""
"Part-time","1992","Not Employed","(Married) couple without C. ","1","","",""
"Part-time","1992","Not Employed","Single parent ","1","","",""
"Part-time","1992","Not Employed","Couple + C. LE 16 ","18","","",""
"Part-time","1992","Not Employed","Couple + C. GT 16 ","5","","",""
"Part-time","1992","Not Employed","Couple + C. LE and GT 16","2","","",""
"Part-time","1992","Employed","1-pers.-HH","30","0.0595926502319664","0.0416405932891751","0.0775447071747576"
"Part-time","1992","Employed","(Married) couple without C. ","146","0.0909595209392486","0.0780705026333968","0.1038485392451"
"Part-time","1992","Employed","Single parent ","55","0.135058811461093","0.103756954455403","0.166360668466782"
"Part-time","1992","Employed","Couple + C. LE 16 ","362","0.163833304875752","0.14990331575825","0.177763293993253"
"Part-time","1992","Employed","Couple + C. GT 16 ","184","0.11278287786117","0.0986994702844426","0.126866285437898"
"Part-time","1992","Employed","Couple + C. LE and GT 16","84","0.123902369320909","0.101869677105412","0.145935061536406"
"Non-working","1992","Not Employed","1-pers.-HH","678","0.99485247768507","0.989485667922361","1.00021928744778"
"Non-working","1992","Not Employed","(Married) couple without C. ","1357","0.98990721819697","0.984620142723115","0.995194293670825"
"Non-working","1992","Not Employed","Single parent ","174","0.959390262211559","0.930870104339022","0.987910420084096"
"Non-working","1992","Not Employed","Couple + C. LE 16 ","544","0.931312675533683","0.910834779209118","0.951790571858248"
"Non-working","1992","Not Employed","Couple + C. GT 16 ","763","0.962568655995276","0.949423510379468","0.975713801611085"
"Non-working","1992","Not Employed","Couple + C. LE and GT 16","290","0.961319565521417","0.939642980585774","0.98299615045706"
"Non-working","1992","Employed","1-pers.-HH","74","0.097921487920774","0.0753831943896987","0.120459781451849"
"Non-working","1992","Employed","(Married) couple without C. ","265","0.131039437948522","0.115914096374791","0.146164779522254"
"Non-working","1992","Employed","Single parent ","69","0.138034781588579","0.10644442784475","0.169625135332408"
"Non-working","1992","Employed","Couple + C. LE 16 ","312","0.108096201554482","0.0964101587742249","0.119782244334739"
"Non-working","1992","Employed","Couple + C. GT 16 ","227","0.112708928018737","0.0986295516025566","0.126788304434917"
"Non-working","1992","Employed","Couple + C. LE and GT 16","74","0.0805608629176369","0.0623607091642436","0.0987610166710302"
"Other","1992","Not Employed","1-pers.-HH","2","","",""
"Other","1992","Not Employed","(Married) couple without C. ","7","","",""
"Other","1992","Not Employed","Single parent ","4","","",""
"Other","1992","Not Employed","Couple + C. LE 16 ","11","","",""
"Other","1992","Not Employed","Couple + C. GT 16 ","18","","",""
"Other","1992","Not Employed","Couple + C. LE and GT 16","9","","",""
"Other","1992","Employed","1-pers.-HH","30","0.0364520664395388","0.0222399879098843","0.0506641449691934"
"Other","1992","Employed","(Married) couple without C. ","58","0.0290990928947711","0.0215649938375164","0.0366331919520257"
"Other","1992","Employed","Single parent ","48","0.11690605308341","0.0874796414953153","0.146332464671504"
"Other","1992","Employed","Couple + C. LE 16 ","60","0.0285315766827711","0.0222657196883144","0.0347974336772278"
"Other","1992","Employed","Couple + C. GT 16 ","249","0.133871491929253","0.11871123983613","0.149031744022376"
"Other","1992","Employed","Couple + C. LE and GT 16","140","0.165419121516577","0.140571857237491","0.190266385795662"
"Full-time","1993","Not Employed","1-pers.-HH","10","","",""
"Full-time","1993","Not Employed","(Married) couple without C. ","10","","",""
"Full-time","1993","Not Employed","Single parent ","5","","",""
"Full-time","1993","Not Employed","Couple + C. LE 16 ","20","","",""
"Full-time","1993","Not Employed","Couple + C. GT 16 ","17","","",""
"Full-time","1993","Not Employed","Couple + C. LE and GT 16","6","","",""
"Full-time","1993","Employed","1-pers.-HH","562","0.800993426318701","0.771480069012559","0.830506783624844"
"Full-time","1993","Employed","(Married) couple without C. ","1432","0.756082516103357","0.736618459845302","0.775546572361412"
"Full-time","1993","Employed","Single parent ","255","0.617478560568727","0.570435562156084","0.664521558981371"
"Full-time","1993","Employed","Couple + C. LE 16 ","1864","0.7154313144124","0.697821569034074","0.733041059790725"
"Full-time","1993","Employed","Couple + C. GT 16 ","1163","0.618024500983341","0.595757494372623","0.640291507594059"
"Full-time","1993","Employed","Couple + C. LE and GT 16","556","0.622410179165091","0.590122440655238","0.654697917674945"
"Part-time","1993","Not Employed","1-pers.-HH","","","",""
"Part-time","1993","Not Employed","(Married) couple without C. ","4","","",""
"Part-time","1993","Not Employed","Single parent ","3","","",""
"Part-time","1993","Not Employed","Couple + C. LE 16 ","20","","",""
"Part-time","1993","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","1993","Not Employed","Couple + C. LE and GT 16","4","","",""
"Part-time","1993","Employed","1-pers.-HH","32","0.0527115455047229","0.0361932806411411","0.0692298103683046"
"Part-time","1993","Employed","(Married) couple without C. ","151","0.0942685251854377","0.0810247934805819","0.107512256890293"
"Part-time","1993","Employed","Single parent ","53","0.142397180926081","0.108571234366588","0.176223127485574"
"Part-time","1993","Employed","Couple + C. LE 16 ","333","0.16145330987714","0.147093038380998","0.175813581373282"
"Part-time","1993","Employed","Couple + C. GT 16 ","170","0.112477527717004","0.0979976865374972","0.126957368896512"
"Part-time","1993","Employed","Couple + C. LE and GT 16","90","0.117768433809579","0.0963002704613235","0.139236597157835"
"Non-working","1993","Not Employed","1-pers.-HH","696","0.977265495363087","0.966339925444893","0.988191065281281"
"Non-working","1993","Not Employed","(Married) couple without C. ","1444","0.992431670161895","0.987995262580525","0.996868077743266"
"Non-working","1993","Not Employed","Single parent ","182","0.929374053361682","0.893688461130628","0.965059645592736"
"Non-working","1993","Not Employed","Couple + C. LE 16 ","542","0.90587483558096","0.88251017709278","0.929239494069141"
"Non-working","1993","Not Employed","Couple + C. GT 16 ","733","0.963423958546703","0.950139083295753","0.976708833797654"
"Non-working","1993","Not Employed","Couple + C. LE and GT 16","297","0.905312987738842","0.873481935706078","0.937144039771606"
"Non-working","1993","Employed","1-pers.-HH","76","0.109670773409188","0.0865718788384428","0.132769667979934"
"Non-working","1993","Employed","(Married) couple without C. ","224","0.114134170922982","0.0997223417112904","0.128546000134673"
"Non-working","1993","Employed","Single parent ","58","0.115701467396225","0.0847397495698684","0.146663185222581"
"Non-working","1993","Employed","Couple + C. LE 16 ","268","0.0964805603389118","0.0849575962351504","0.108003524442673"
"Non-working","1993","Employed","Couple + C. GT 16 ","248","0.124799955687229","0.10965381036772","0.139946101006739"
"Non-working","1993","Employed","Couple + C. LE and GT 16","71","0.081252783130828","0.0630555111540796","0.0994500551075763"
"Other","1993","Not Employed","1-pers.-HH","9","","",""
"Other","1993","Not Employed","(Married) couple without C. ","8","","",""
"Other","1993","Not Employed","Single parent ","8","","",""
"Other","1993","Not Employed","Couple + C. LE 16 ","18","","",""
"Other","1993","Not Employed","Couple + C. GT 16 ","14","","",""
"Other","1993","Not Employed","Couple + C. LE and GT 16","18","","",""
"Other","1993","Employed","1-pers.-HH","33","0.0366242547673874","0.0227390374689498","0.050509472065825"
"Other","1993","Employed","(Married) couple without C. ","63","0.0355147877882238","0.0271263770720735","0.0439031985043741"
"Other","1993","Employed","Single parent ","44","0.124422791108967","0.0924740789506858","0.156371503267248"
"Other","1993","Employed","Couple + C. LE 16 ","57","0.0266348153715484","0.0203507846524382","0.0329188460906587"
"Other","1993","Employed","Couple + C. GT 16 ","248","0.144698015612425","0.128575520062946","0.160820511161905"
"Other","1993","Employed","Couple + C. LE and GT 16","149","0.178568603894502","0.153060548840503","0.2040766589485"
"Full-time","1994","Not Employed","1-pers.-HH","10","","",""
"Full-time","1994","Not Employed","(Married) couple without C. ","11","","",""
"Full-time","1994","Not Employed","Single parent ","2","","",""
"Full-time","1994","Not Employed","Couple + C. LE 16 ","16","","",""
"Full-time","1994","Not Employed","Couple + C. GT 16 ","18","","",""
"Full-time","1994","Not Employed","Couple + C. LE and GT 16","5","","",""
"Full-time","1994","Employed","1-pers.-HH","541","0.788625375311965","0.758005773585418","0.819244977038512"
"Full-time","1994","Employed","(Married) couple without C. ","1468","0.769274032457226","0.750240164343434","0.788307900571018"
"Full-time","1994","Employed","Single parent ","230","0.580552454264842","0.530871715244092","0.630233193285591"
"Full-time","1994","Employed","Couple + C. LE 16 ","1713","0.700514329369451","0.682097222490149","0.718931436248752"
"Full-time","1994","Employed","Couple + C. GT 16 ","1116","0.638016507847546","0.614926091139245","0.661106924555848"
"Full-time","1994","Employed","Couple + C. LE and GT 16","516","0.591666903511006","0.558681674418472","0.62465213260354"
"Part-time","1994","Not Employed","1-pers.-HH","","","",""
"Part-time","1994","Not Employed","(Married) couple without C. ","1","","",""
"Part-time","1994","Not Employed","Single parent ","3","","",""
"Part-time","1994","Not Employed","Couple + C. LE 16 ","17","","",""
"Part-time","1994","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","1994","Not Employed","Couple + C. LE and GT 16","1","","",""
"Part-time","1994","Employed","1-pers.-HH","40","0.0600143257797528","0.0422017870221629","0.0778268645373427"
"Part-time","1994","Employed","(Married) couple without C. ","164","0.0990403859183173","0.0855446334075226","0.112536138429112"
"Part-time","1994","Employed","Single parent ","43","0.130762115302788","0.0968200098911709","0.164704220714406"
"Part-time","1994","Employed","Couple + C. LE 16 ","306","0.152494070192711","0.138038916162151","0.166949224223271"
"Part-time","1994","Employed","Couple + C. GT 16 ","161","0.11799809664539","0.102497668570857","0.133498524719924"
"Part-time","1994","Employed","Couple + C. LE and GT 16","91","0.121745049662571","0.0998013659839439","0.143688733341197"
"Non-working","1994","Not Employed","1-pers.-HH","718","0.982337818969534","0.972795692935081","0.991879945003987"
"Non-working","1994","Not Employed","(Married) couple without C. ","1504","0.99296190850985","0.988763430453113","0.997160386566587"
"Non-working","1994","Not Employed","Single parent ","188","0.927998766844828","0.892263771557313","0.963733762132342"
"Non-working","1994","Not Employed","Couple + C. LE 16 ","605","0.940723335832627","0.922583621929277","0.958863049735977"
"Non-working","1994","Not Employed","Couple + C. GT 16 ","765","0.962202456153662","0.949003915112347","0.975400997194977"
"Non-working","1994","Not Employed","Couple + C. LE and GT 16","308","0.945692238691607","0.921204087119594","0.97018039026362"
"Non-working","1994","Employed","1-pers.-HH","73","0.112445738028113","0.0887534668046216","0.136138009251605"
"Non-working","1994","Employed","(Married) couple without C. ","191","0.100624222373884","0.0870329491403626","0.114215495607406"
"Non-working","1994","Employed","Single parent ","57","0.13888616624206","0.104069413431421","0.173702919052698"
"Non-working","1994","Employed","Couple + C. LE 16 ","265","0.0978284505799644","0.085883014078351","0.109773887081578"
"Non-working","1994","Employed","Couple + C. GT 16 ","196","0.125448859388235","0.109534198326248","0.141363520450222"
"Non-working","1994","Employed","Couple + C. LE and GT 16","85","0.097410502835282","0.0775119448099829","0.117309060860581"
"Other","1994","Not Employed","1-pers.-HH","4","","",""
"Other","1994","Not Employed","(Married) couple without C. ","7","","",""
"Other","1994","Not Employed","Single parent ","8","","",""
"Other","1994","Not Employed","Couple + C. LE 16 ","13","","",""
"Other","1994","Not Employed","Couple + C. GT 16 ","16","","",""
"Other","1994","Not Employed","Couple + C. LE and GT 16","15","","",""
"Other","1994","Employed","1-pers.-HH","29","","",""
"Other","1994","Employed","(Married) couple without C. ","59","0.031061359250573","0.0232235146668595","0.0388992038342864"
"Other","1994","Employed","Single parent ","49","0.14979926419031","0.113870352334586","0.185728176046035"
"Other","1994","Employed","Couple + C. LE 16 ","92","0.049163149857874","0.040469588467708","0.05785671124804"
"Other","1994","Employed","Couple + C. GT 16 ","191","0.118536536118828","0.103005525952511","0.134067546285146"
"Other","1994","Employed","Couple + C. LE and GT 16","161","0.189177543991141","0.162894766947591","0.215460321034692"
"Full-time","1995","Not Employed","1-pers.-HH","10","","",""
"Full-time","1995","Not Employed","(Married) couple without C. ","27","","",""
"Full-time","1995","Not Employed","Single parent ","5","","",""
"Full-time","1995","Not Employed","Couple + C. LE 16 ","20","","",""
"Full-time","1995","Not Employed","Couple + C. GT 16 ","13","","",""
"Full-time","1995","Not Employed","Couple + C. LE and GT 16","7","","",""
"Full-time","1995","Employed","1-pers.-HH","562","0.777853050112523","0.747383641361258","0.808322458863789"
"Full-time","1995","Employed","(Married) couple without C. ","1503","0.745036209649615","0.725799863678492","0.764272555620738"
"Full-time","1995","Employed","Single parent ","240","0.59890424239974","0.550261447952836","0.647547036846644"
"Full-time","1995","Employed","Couple + C. LE 16 ","1762","0.711520381158952","0.693492116170971","0.729548646146934"
"Full-time","1995","Employed","Couple + C. GT 16 ","1100","0.633850648869001","0.610807313156824","0.656893984581178"
"Full-time","1995","Employed","Couple + C. LE and GT 16","550","0.629424158619601","0.596956656029929","0.661891661209274"
"Part-time","1995","Not Employed","1-pers.-HH","3","","",""
"Part-time","1995","Not Employed","(Married) couple without C. ","2","","",""
"Part-time","1995","Not Employed","Single parent ","3","","",""
"Part-time","1995","Not Employed","Couple + C. LE 16 ","16","","",""
"Part-time","1995","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","1995","Not Employed","Couple + C. LE and GT 16","2","","",""
"Part-time","1995","Employed","1-pers.-HH","41","0.0711303828248406","0.0522895532160934","0.0899712124335877"
"Part-time","1995","Employed","(Married) couple without C. ","186","0.103812696948506","0.0903503969002116","0.1172749969968"
"Part-time","1995","Employed","Single parent ","52","0.155749228464075","0.119760668224537","0.191737788703612"
"Part-time","1995","Employed","Couple + C. LE 16 ","343","0.157235834142429","0.14275040093763","0.171721267347227"
"Part-time","1995","Employed","Couple + C. GT 16 ","176","0.118140926625396","0.102701807319545","0.133580045931246"
"Part-time","1995","Employed","Couple + C. LE and GT 16","92","0.132666910853217","0.109862813092958","0.155471008613477"
"Non-working","1995","Not Employed","1-pers.-HH","727","0.977887180417358","0.967327849696149","0.988446511138567"
"Non-working","1995","Not Employed","(Married) couple without C. ","1520","0.98403066979392","0.977800059874757","0.990261279713083"
"Non-working","1995","Not Employed","Single parent ","211","0.932217726089454","0.899445147249726","0.964990304929182"
"Non-working","1995","Not Employed","Couple + C. LE 16 ","684","0.936838777024459","0.919216977952402","0.954460576096517"
"Non-working","1995","Not Employed","Couple + C. GT 16 ","796","0.969986255655787","0.958357366900854","0.98161514441072"
"Non-working","1995","Not Employed","Couple + C. LE and GT 16","373","0.934140106647385","0.909832924454869","0.9584472888399"
"Non-working","1995","Employed","1-pers.-HH","70","0.096899918518473","0.0752166515588295","0.118583185478116"
"Non-working","1995","Employed","(Married) couple without C. ","203","0.107206554747327","0.093551897536263","0.120861211958392"
"Non-working","1995","Employed","Single parent ","46","0.0916235306271683","0.0629914942729067","0.12025556698143"
"Non-working","1995","Employed","Couple + C. LE 16 ","232","0.089700321828386","0.078329499125071","0.101071144531701"
"Non-working","1995","Employed","Couple + C. GT 16 ","170","0.110006531927605","0.0950398548210532","0.124973209034156"
"Non-working","1995","Employed","Couple + C. LE and GT 16","60","0.0651323966673886","0.0485437020298086","0.0817210913049686"
"Other","1995","Not Employed","1-pers.-HH","5","","",""
"Other","1995","Not Employed","(Married) couple without C. ","6","","",""
"Other","1995","Not Employed","Single parent ","7","","",""
"Other","1995","Not Employed","Couple + C. LE 16 ","12","","",""
"Other","1995","Not Employed","Couple + C. GT 16 ","15","","",""
"Other","1995","Not Employed","Couple + C. LE and GT 16","18","","",""
"Other","1995","Employed","1-pers.-HH","42","0.0541166485441629","0.0375330297061155","0.0707002673822103"
"Other","1995","Employed","(Married) couple without C. ","80","0.0439445386545517","0.0348978710466641","0.0529912062624393"
"Other","1995","Employed","Single parent ","52","0.153722998509017","0.117926423107537","0.189519573910497"
"Other","1995","Employed","Couple + C. LE 16 ","89","0.0415434628702329","0.0336031017916358","0.04948382394883"
"Other","1995","Employed","Couple + C. GT 16 ","233","0.138001892577999","0.121504381817162","0.154499403338836"
"Other","1995","Employed","Couple + C. LE and GT 16","148","0.172776533859793","0.147361398351337","0.19819166936825"
"Full-time","1996","Not Employed","1-pers.-HH","5","","",""
"Full-time","1996","Not Employed","(Married) couple without C. ","12","","",""
"Full-time","1996","Not Employed","Single parent ","2","","",""
"Full-time","1996","Not Employed","Couple + C. LE 16 ","12","","",""
"Full-time","1996","Not Employed","Couple + C. GT 16 ","19","","",""
"Full-time","1996","Not Employed","Couple + C. LE and GT 16","6","","",""
"Full-time","1996","Employed","1-pers.-HH","581","0.768293500209416","0.737996289835327","0.798590710583505"
"Full-time","1996","Employed","(Married) couple without C. ","1487","0.726653512788253","0.707140709352359","0.746166316224147"
"Full-time","1996","Employed","Single parent ","250","0.560475088005652","0.51334337807134","0.607606797939964"
"Full-time","1996","Employed","Couple + C. LE 16 ","1647","0.694384704457516","0.675707737483209","0.713061671431823"
"Full-time","1996","Employed","Couple + C. GT 16 ","1026","0.63857176874303","0.614868377495789","0.662275159990271"
"Full-time","1996","Employed","Couple + C. LE and GT 16","544","0.587181316872068","0.555033500283837","0.619329133460299"
"Part-time","1996","Not Employed","1-pers.-HH","4","","",""
"Part-time","1996","Not Employed","(Married) couple without C. ","2","","",""
"Part-time","1996","Not Employed","Single parent ","5","","",""
"Part-time","1996","Not Employed","Couple + C. LE 16 ","14","","",""
"Part-time","1996","Not Employed","Couple + C. GT 16 ","5","","",""
"Part-time","1996","Not Employed","Couple + C. LE and GT 16","5","","",""
"Part-time","1996","Employed","1-pers.-HH","47","0.0812272682487185","0.0616106144687248","0.100843922028712"
"Part-time","1996","Employed","(Married) couple without C. ","191","0.102986038362159","0.0896787977410716","0.116293278983246"
"Part-time","1996","Employed","Single parent ","63","0.169491337304123","0.133863527269765","0.205119147338482"
"Part-time","1996","Employed","Couple + C. LE 16 ","351","0.16779174433052","0.152641485964875","0.182942002696165"
"Part-time","1996","Employed","Couple + C. GT 16 ","187","0.138300013529633","0.121267303773239","0.155332723286027"
"Part-time","1996","Employed","Couple + C. LE and GT 16","120","0.158959263705214","0.135084607164395","0.182833920246034"
"Non-working","1996","Not Employed","1-pers.-HH","734","0.982250361940822","0.972768889125652","0.991731834755992"
"Non-working","1996","Not Employed","(Married) couple without C. ","1544","0.989305009038158","0.984210439117589","0.994399578958727"
"Non-working","1996","Not Employed","Single parent ","217","0.956969313201653","0.930629128728104","0.983309497675202"
"Non-working","1996","Not Employed","Couple + C. LE 16 ","634","0.956915136551874","0.941563222614544","0.972267050489205"
"Non-working","1996","Not Employed","Couple + C. GT 16 ","759","0.952349702201171","0.937578843757085","0.967120560645256"
"Non-working","1996","Not Employed","Couple + C. LE and GT 16","327","0.918458806951464","0.889910581981818","0.947007031921109"
"Non-working","1996","Employed","1-pers.-HH","75","0.096377605620771","0.0751866025861311","0.117568608655411"
"Non-working","1996","Employed","(Married) couple without C. ","243","0.127387621667295","0.112790288117724","0.141984955216865"
"Non-working","1996","Employed","Single parent ","53","0.117505962315463","0.0869265501119436","0.148085374518982"
"Non-working","1996","Employed","Couple + C. LE 16 ","249","0.0929728178891448","0.0811992827851092","0.10474635299318"
"Non-working","1996","Employed","Couple + C. GT 16 ","174","0.101919457690284","0.0869921739783639","0.116846741402204"
"Non-working","1996","Employed","Couple + C. LE and GT 16","81","0.0829457897145307","0.0649371722383761","0.100954407190685"
"Other","1996","Not Employed","1-pers.-HH","2","","",""
"Other","1996","Not Employed","(Married) couple without C. ","8","","",""
"Other","1996","Not Employed","Single parent ","4","","",""
"Other","1996","Not Employed","Couple + C. LE 16 ","12","","",""
"Other","1996","Not Employed","Couple + C. GT 16 ","16","","",""
"Other","1996","Not Employed","Couple + C. LE and GT 16","15","","",""
"Other","1996","Employed","1-pers.-HH","42","0.0541016259210948","0.0378574623972138","0.0703457894449758"
"Other","1996","Employed","(Married) couple without C. ","83","0.0429728271822932","0.0340939442417137","0.0518517101228727"
"Other","1996","Employed","Single parent ","60","0.152527612374762","0.118386292550855","0.186668932198669"
"Other","1996","Employed","Couple + C. LE 16 ","90","0.0448507333228193","0.0364592423395016","0.053242224306137"
"Other","1996","Employed","Couple + C. GT 16 ","191","0.121208760037053","0.105105846710917","0.137311673363189"
"Other","1996","Employed","Couple + C. LE and GT 16","156","0.170913629708187","0.146334079455439","0.195493179960934"
"Full-time","1997","Not Employed","1-pers.-HH","3","","",""
"Full-time","1997","Not Employed","(Married) couple without C. ","9","","",""
"Full-time","1997","Not Employed","Single parent ","3","","",""
"Full-time","1997","Not Employed","Couple + C. LE 16 ","9","","",""
"Full-time","1997","Not Employed","Couple + C. GT 16 ","12","","",""
"Full-time","1997","Not Employed","Couple + C. LE and GT 16","7","","",""
"Full-time","1997","Employed","1-pers.-HH","559","0.752508748853201","0.721051941351429","0.783965556354973"
"Full-time","1997","Employed","(Married) couple without C. ","1476","0.741844946255336","0.722515379507999","0.761174513002674"
"Full-time","1997","Employed","Single parent ","242","0.535117560770524","0.487474109358609","0.582761012182439"
"Full-time","1997","Employed","Couple + C. LE 16 ","1542","0.692735769213825","0.673399908497455","0.712071629930196"
"Full-time","1997","Employed","Couple + C. GT 16 ","1043","0.635819190545904","0.61205444567143","0.659583935420378"
"Full-time","1997","Employed","Couple + C. LE and GT 16","531","0.613637879369378","0.58092365245416","0.646352106284596"
"Part-time","1997","Not Employed","1-pers.-HH","2","","",""
"Part-time","1997","Not Employed","(Married) couple without C. ","4","","",""
"Part-time","1997","Not Employed","Single parent ","3","","",""
"Part-time","1997","Not Employed","Couple + C. LE 16 ","14","","",""
"Part-time","1997","Not Employed","Couple + C. GT 16 ","1","","",""
"Part-time","1997","Not Employed","Couple + C. LE and GT 16","2","","",""
