"erwst","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Other","2003","Employed","(Married) couple without C. ","224","0.065214909067899","0.0573240232450828","0.0731057948907152"
"Other","2003","Employed","Single parent ","112","0.146199170053282","0.120639761441711","0.171758578664853"
"Other","2003","Employed","Couple + C. LE 16 ","224","0.0652724179631476","0.0571845869877418","0.0733602489385534"
"Other","2003","Employed","Couple + C. GT 16 ","428","0.166376317463631","0.152520014417622","0.18023262050964"
"Other","2003","Employed","Couple + C. LE and GT 16","237","0.200337137547167","0.178930705804686","0.221743569289649"
"Full-time","2004","Not Employed","1-pers.-HH","6","","",""
"Full-time","2004","Not Employed","(Married) couple without C. ","6","","",""
"Full-time","2004","Not Employed","Single parent ","2","","",""
"Full-time","2004","Not Employed","Couple + C. LE 16 ","13","","",""
"Full-time","2004","Not Employed","Couple + C. GT 16 ","14","","",""
"Full-time","2004","Not Employed","Couple + C. LE and GT 16","4","","",""
"Full-time","2004","Employed","1-pers.-HH","1058","0.716085210797098","0.693035483920516","0.739134937673681"
"Full-time","2004","Employed","(Married) couple without C. ","2547","0.660557115167892","0.645354897835395","0.67575933250039"
"Full-time","2004","Employed","Single parent ","338","0.469302287001677","0.432463656567365","0.50614091743599"
"Full-time","2004","Employed","Couple + C. LE 16 ","2092","0.649704802067122","0.63344779963049","0.665961804503754"
"Full-time","2004","Employed","Couple + C. GT 16 ","1608","0.561161289725824","0.54251895300763","0.579803626444018"
"Full-time","2004","Employed","Couple + C. LE and GT 16","655","0.501958748147354","0.474274086038207","0.529643410256501"
"Part-time","2004","Not Employed","1-pers.-HH","5","","",""
"Part-time","2004","Not Employed","(Married) couple without C. ","2","","",""
"Part-time","2004","Not Employed","Single parent ","4","","",""
"Part-time","2004","Not Employed","Couple + C. LE 16 ","15","","",""
"Part-time","2004","Not Employed","Couple + C. GT 16 ","5","","",""
"Part-time","2004","Not Employed","Couple + C. LE and GT 16","1","","",""
"Part-time","2004","Employed","1-pers.-HH","122","0.085154345353988","0.0708862256016344","0.0994224651063417"
"Part-time","2004","Employed","(Married) couple without C. ","519","0.147806255367687","0.136412051836709","0.159200458898665"
"Part-time","2004","Employed","Single parent ","157","0.218872036383506","0.188350262927678","0.249393809839333"
"Part-time","2004","Employed","Couple + C. LE 16 ","675","0.181751475962995","0.168609915756736","0.194893036169254"
"Part-time","2004","Employed","Couple + C. GT 16 ","404","0.156818699195014","0.143158298533594","0.170479099856435"
"Part-time","2004","Employed","Couple + C. LE and GT 16","233","0.157939600375512","0.137747118819938","0.178132081931085"
"Non-working","2004","Not Employed","1-pers.-HH","1449","0.988008411384034","0.982442248966079","0.993574573801988"
"Non-working","2004","Not Employed","(Married) couple without C. ","3547","0.993964941988687","0.991423250736288","0.996506633241086"
"Non-working","2004","Not Employed","Single parent ","371","0.950289725504705","0.928801383213329","0.971778067796081"
"Non-working","2004","Not Employed","Couple + C. LE 16 ","709","0.933113410926822","0.915363650201352","0.950863171652292"
"Non-working","2004","Not Employed","Couple + C. GT 16 ","1159","0.959873362381747","0.948787787948923","0.970958936814572"
"Non-working","2004","Not Employed","Couple + C. LE and GT 16","527","0.971335645612487","0.957300920147366","0.985370371077608"
"Non-working","2004","Employed","1-pers.-HH","154","0.107736043697186","0.0918865055995193","0.123585581794853"
"Non-working","2004","Employed","(Married) couple without C. ","415","0.123294403906408","0.112739191756966","0.133849616055851"
"Non-working","2004","Employed","Single parent ","87","0.13342044041212","0.10832071687538","0.15852016394886"
"Non-working","2004","Employed","Couple + C. LE 16 ","292","0.0929263243238893","0.0830326866433065","0.102819962004472"
"Non-working","2004","Employed","Couple + C. GT 16 ","287","0.122684585550373","0.110359869831806","0.135009301268941"
"Non-working","2004","Employed","Couple + C. LE and GT 16","149","0.137184593356423","0.118135067464809","0.156234119248038"
"Other","2004","Not Employed","1-pers.-HH","9","","",""
"Other","2004","Not Employed","(Married) couple without C. ","12","","",""
"Other","2004","Not Employed","Single parent ","16","","",""
"Other","2004","Not Employed","Couple + C. LE 16 ","24","","",""
"Other","2004","Not Employed","Couple + C. GT 16 ","26","","",""
"Other","2004","Not Employed","Couple + C. LE and GT 16","11","","",""
"Other","2004","Employed","1-pers.-HH","136","0.0910244001517279","0.0763200969539203","0.105728703349535"
"Other","2004","Employed","(Married) couple without C. ","246","0.0683422255580126","0.0602411784138159","0.0764432727022093"
"Other","2004","Employed","Single parent ","123","0.178405236202697","0.150144324882181","0.206666147523212"
"Other","2004","Employed","Couple + C. LE 16 ","249","0.0756173976459938","0.0666078686839328","0.0846269266080549"
"Other","2004","Employed","Couple + C. GT 16 ","423","0.159335425528788","0.145586410832013","0.173084440225564"
"Other","2004","Employed","Couple + C. LE and GT 16","216","0.202917058120711","0.180648936136482","0.225185180104941"
"Full-time","2005","Not Employed","1-pers.-HH","5","","",""
"Full-time","2005","Not Employed","(Married) couple without C. ","13","","",""
"Full-time","2005","Not Employed","Single parent ","3","","",""
"Full-time","2005","Not Employed","Couple + C. LE 16 ","10","","",""
"Full-time","2005","Not Employed","Couple + C. GT 16 ","9","","",""
"Full-time","2005","Not Employed","Couple + C. LE and GT 16","7","","",""
"Full-time","2005","Employed","1-pers.-HH","1075","0.709657829008403","0.686964891542553","0.732350766474253"
"Full-time","2005","Employed","(Married) couple without C. ","2409","0.654287484309444","0.638620395052473","0.669954573566415"
"Full-time","2005","Employed","Single parent ","314","0.429826718126361","0.393540207699014","0.466113228553708"
"Full-time","2005","Employed","Couple + C. LE 16 ","1880","0.62696218957868","0.609810351165514","0.644114027991847"
"Full-time","2005","Employed","Couple + C. GT 16 ","1474","0.536340735608549","0.517079713181832","0.555601758035266"
"Full-time","2005","Employed","Couple + C. LE and GT 16","620","0.512388664447563","0.483673701905573","0.541103626989553"
"Part-time","2005","Not Employed","1-pers.-HH","1","","",""
"Part-time","2005","Not Employed","(Married) couple without C. ","4","","",""
"Part-time","2005","Not Employed","Single parent ","8","","",""
"Part-time","2005","Not Employed","Couple + C. LE 16 ","9","","",""
"Part-time","2005","Not Employed","Couple + C. GT 16 ","5","","",""
"Part-time","2005","Not Employed","Couple + C. LE and GT 16","6","","",""
"Part-time","2005","Employed","1-pers.-HH","124","0.0833527294064207","0.0695338701114451","0.0971715887013964"
"Part-time","2005","Employed","(Married) couple without C. ","519","0.153306192982612","0.141437866050806","0.165174519914418"
"Part-time","2005","Employed","Single parent ","153","0.224934615883055","0.194329615566708","0.255539616199402"
"Part-time","2005","Employed","Couple + C. LE 16 ","619","0.183129946840675","0.1694126117829","0.19684728189845"
"Part-time","2005","Employed","Couple + C. GT 16 ","397","0.155757359511211","0.141751253662197","0.169763465360225"
"Part-time","2005","Employed","Couple + C. LE and GT 16","214","0.171414234460828","0.149763941534699","0.193064527386958"
"Non-working","2005","Not Employed","1-pers.-HH","1419","0.989192512739074","0.983852163965317","0.994532861512831"
"Non-working","2005","Not Employed","(Married) couple without C. ","3495","0.993279510353252","0.990581980015032","0.995977040691472"
"Non-working","2005","Not Employed","Single parent ","375","0.930279377720906","0.905195895797197","0.955362859644615"
"Non-working","2005","Not Employed","Couple + C. LE 16 ","635","0.940893574660764","0.923076838136821","0.958710311184706"
"Non-working","2005","Not Employed","Couple + C. GT 16 ","1055","0.973312441562778","0.963731374542937","0.982893508582619"
"Non-working","2005","Not Employed","Couple + C. LE and GT 16","519","0.957954672319809","0.941089919048287","0.974819425591331"
"Non-working","2005","Employed","1-pers.-HH","185","0.111272010458277","0.0955507068892085","0.126993314027346"
"Non-working","2005","Employed","(Married) couple without C. ","377","0.122482380120402","0.11168269256015","0.133282067680655"
"Non-working","2005","Employed","Single parent ","131","0.195511720847733","0.166441968641191","0.224581473054274"
"Non-working","2005","Employed","Couple + C. LE 16 ","297","0.101716156869638","0.0909956494853154","0.11243666425396"
"Non-working","2005","Employed","Couple + C. GT 16 ","311","0.141131027578014","0.127683755779765","0.154578299376263"
"Non-working","2005","Employed","Couple + C. LE and GT 16","117","0.104121159748998","0.0865756601580265","0.12166665933997"
"Other","2005","Not Employed","1-pers.-HH","15","","",""
"Other","2005","Not Employed","(Married) couple without C. ","12","","",""
"Other","2005","Not Employed","Single parent ","10","","",""
"Other","2005","Not Employed","Couple + C. LE 16 ","19","","",""
"Other","2005","Not Employed","Couple + C. GT 16 ","18","","",""
"Other","2005","Not Employed","Couple + C. LE and GT 16","12","","",""
"Other","2005","Employed","1-pers.-HH","153","0.0957174311268991","0.0810092572897528","0.110425604964045"
"Other","2005","Employed","(Married) couple without C. ","235","0.0699239425875415","0.0615231812623113","0.0783247039127717"
"Other","2005","Employed","Single parent ","117","0.149726945142852","0.123573779750439","0.175880110535265"
"Other","2005","Employed","Couple + C. LE 16 ","258","0.0881917067110069","0.0781344573717661","0.0982489560502477"
"Other","2005","Employed","Couple + C. GT 16 ","393","0.166770877302226","0.152372889495433","0.181168865109018"
"Other","2005","Employed","Couple + C. LE and GT 16","213","0.21207594134261","0.18859262203594","0.235559260649281"
"Full-time","2006","Not Employed","1-pers.-HH","11","","",""
"Full-time","2006","Not Employed","(Married) couple without C. ","12","","",""
"Full-time","2006","Not Employed","Single parent ","4","","",""
"Full-time","2006","Not Employed","Couple + C. LE 16 ","13","","",""
"Full-time","2006","Not Employed","Couple + C. GT 16 ","17","","",""
"Full-time","2006","Not Employed","Couple + C. LE and GT 16","3","","",""
"Full-time","2006","Employed","1-pers.-HH","1186","0.718543088164481","0.696896562775836","0.740189613553126"
"Full-time","2006","Employed","(Married) couple without C. ","2559","0.644407142056004","0.629344924520558","0.65946935959145"
"Full-time","2006","Employed","Single parent ","331","0.422421299353843","0.387396157693566","0.45744644101412"
"Full-time","2006","Employed","Couple + C. LE 16 ","1908","0.61447209891674","0.597544832288339","0.631399365545142"
"Full-time","2006","Employed","Couple + C. GT 16 ","1526","0.566134624614003","0.547175390387147","0.585093858840859"
"Full-time","2006","Employed","Couple + C. LE and GT 16","582","0.541429211928194","0.511684296028045","0.571174127828342"
"Part-time","2006","Not Employed","1-pers.-HH","6","","",""
"Part-time","2006","Not Employed","(Married) couple without C. ","4","","",""
"Part-time","2006","Not Employed","Single parent ","8","","",""
"Part-time","2006","Not Employed","Couple + C. LE 16 ","21","","",""
"Part-time","2006","Not Employed","Couple + C. GT 16 ","8","","",""
"Part-time","2006","Not Employed","Couple + C. LE and GT 16","3","","",""
"Part-time","2006","Employed","1-pers.-HH","131","0.0783115971250855","0.0653797390380268","0.0912434552121441"
"Part-time","2006","Employed","(Married) couple without C. ","578","0.153112332226922","0.141781802396792","0.164442862057051"
"Part-time","2006","Employed","Single parent ","187","0.229238660973522","0.199432550656751","0.259044771290293"
"Part-time","2006","Employed","Couple + C. LE 16 ","695","0.193802431878046","0.180055423503995","0.207549440252096"
"Part-time","2006","Employed","Couple + C. GT 16 ","411","0.142452980961344","0.129082464630359","0.155823497292329"
"Part-time","2006","Employed","Couple + C. LE and GT 16","216","0.169378187980476","0.14698741340877","0.191768962552182"
"Non-working","2006","Not Employed","1-pers.-HH","1671","0.98465148784623","0.978805932005549","0.990497043686911"
"Non-working","2006","Not Employed","(Married) couple without C. ","3983","0.991311809355558","0.988440120122799","0.994183498588316"
"Non-working","2006","Not Employed","Single parent ","421","0.947596532692207","0.92700761216462","0.968185453219794"
"Non-working","2006","Not Employed","Couple + C. LE 16 ","699","0.92392074882422","0.905021799169539","0.942819698478902"
"Non-working","2006","Not Employed","Couple + C. GT 16 ","1080","0.910871199041839","0.894565605879764","0.927176792203914"
"Non-working","2006","Not Employed","Couple + C. LE and GT 16","475","0.85886738209773","0.829691017238473","0.888043746956988"
"Non-working","2006","Employed","1-pers.-HH","176","0.106215894114112","0.0913850149575278","0.121046773270696"
"Non-working","2006","Employed","(Married) couple without C. ","450","0.116604547607922","0.106505799215247","0.126703296000596"
"Non-working","2006","Employed","Single parent ","112","0.161623303607612","0.135521350773222","0.187725256442002"
"Non-working","2006","Employed","Couple + C. LE 16 ","311","0.110131775629428","0.0992443045504513","0.121019246708404"
"Non-working","2006","Employed","Couple + C. GT 16 ","272","0.108990953803106","0.0970697607671078","0.120912146839104"
"Non-working","2006","Employed","Couple + C. LE and GT 16","87","0.10442476115053","0.0861693552106863","0.122680167090374"
"Other","2006","Not Employed","1-pers.-HH","11","","",""
"Other","2006","Not Employed","(Married) couple without C. ","13","","",""
"Other","2006","Not Employed","Single parent ","17","","",""
"Other","2006","Not Employed","Couple + C. LE 16 ","23","","",""
"Other","2006","Not Employed","Couple + C. GT 16 ","68","0.0616770503635392","0.0479101220129524","0.0754439787141259"
"Other","2006","Not Employed","Couple + C. LE and GT 16","66","0.124725119190085","0.0970363517168263","0.152413886663345"
"Other","2006","Employed","1-pers.-HH","165","0.0969294205963216","0.082688289536987","0.111170551655656"
"Other","2006","Employed","(Married) couple without C. ","293","0.0858759781091527","0.077059997274102","0.0946919589442034"
"Other","2006","Employed","Single parent ","134","0.186716736065023","0.159084632186398","0.214348839943648"
"Other","2006","Employed","Couple + C. LE 16 ","262","0.0815936935757863","0.0720733292271326","0.09111405792444"
"Other","2006","Employed","Couple + C. GT 16 ","416","0.182421440621547","0.1676478478192","0.197195033423894"
"Other","2006","Employed","Couple + C. LE and GT 16","193","0.1847678389408","0.161599625133575","0.207936052748025"
"Full-time","2007","Not Employed","1-pers.-HH","12","","",""
"Full-time","2007","Not Employed","(Married) couple without C. ","14","","",""
"Full-time","2007","Not Employed","Single parent ","7","","",""
"Full-time","2007","Not Employed","Couple + C. LE 16 ","14","","",""
"Full-time","2007","Not Employed","Couple + C. GT 16 ","11","","",""
"Full-time","2007","Not Employed","Couple + C. LE and GT 16","3","","",""
"Full-time","2007","Employed","1-pers.-HH","1119","0.722081704516337","0.6999156519581","0.744247757074574"
"Full-time","2007","Employed","(Married) couple without C. ","2409","0.664032283513534","0.648609621867676","0.679454945159391"
"Full-time","2007","Employed","Single parent ","319","0.434625115234865","0.398366473229502","0.470883757240229"
"Full-time","2007","Employed","Couple + C. LE 16 ","1791","0.613538850601812","0.595973214993886","0.631104486209738"
"Full-time","2007","Employed","Couple + C. GT 16 ","1508","0.582439371007492","0.563234312711709","0.601644429303275"
"Full-time","2007","Employed","Couple + C. LE and GT 16","531","0.508108841022806","0.476935560840304","0.539282121205308"
"Part-time","2007","Not Employed","1-pers.-HH","3","","",""
"Part-time","2007","Not Employed","(Married) couple without C. ","7","","",""
"Part-time","2007","Not Employed","Single parent ","5","","",""
"Part-time","2007","Not Employed","Couple + C. LE 16 ","34","0.0666458399597114","0.0473382159484174","0.0859534639710053"
"Part-time","2007","Not Employed","Couple + C. GT 16 ","5","","",""
"Part-time","2007","Not Employed","Couple + C. LE and GT 16","1","","",""
"Part-time","2007","Employed","1-pers.-HH","160","0.0988722690341532","0.0841027263910875","0.113641811677219"
"Part-time","2007","Employed","(Married) couple without C. ","548","0.144258904388495","0.132786393749488","0.155731415027502"
"Part-time","2007","Employed","Single parent ","168","0.235033828217574","0.204018800670312","0.266048855764837"
"Part-time","2007","Employed","Couple + C. LE 16 ","712","0.229976407626521","0.214795995119808","0.245156820133233"
"Part-time","2007","Employed","Couple + C. GT 16 ","412","0.141380579248981","0.127812270166125","0.154948888331837"
"Part-time","2007","Employed","Couple + C. LE and GT 16","206","0.197268475889763","0.172455227524681","0.222081724254845"
"Non-working","2007","Not Employed","1-pers.-HH","1583","0.984431126934194","0.978389524199201","0.990472729669186"
"Non-working","2007","Not Employed","(Married) couple without C. ","3745","0.988327077775835","0.984905272495826","0.991748883055844"
"Non-working","2007","Not Employed","Single parent ","392","0.886546349097411","0.856845354242055","0.916247343952768"
"Non-working","2007","Not Employed","Couple + C. LE 16 ","574","0.880164648882148","0.855023014100307","0.905306283663989"
"Non-working","2007","Not Employed","Couple + C. GT 16 ","1083","0.936487026453388","0.922391500794513","0.950582552112264"
"Non-working","2007","Not Employed","Couple + C. LE and GT 16","427","0.860395278045827","0.829771088596387","0.891019467495267"
"Non-working","2007","Employed","1-pers.-HH","149","0.0931199212510426","0.0787407833021235","0.107499059199962"
"Non-working","2007","Employed","(Married) couple without C. ","378","0.113651330311854","0.103287852537181","0.124014808086527"
"Non-working","2007","Employed","Single parent ","104","0.16546456204233","0.138283854500528","0.192645269584133"
"Non-working","2007","Employed","Couple + C. LE 16 ","217","0.073811384142964","0.0643794380815311","0.0832433302043969"
"Non-working","2007","Employed","Couple + C. GT 16 ","229","0.0881615211936124","0.0771199979440639","0.0992030444431608"
"Non-working","2007","Employed","Couple + C. LE and GT 16","71","0.100080013179597","0.0813669344666848","0.118793091892509"
"Other","2007","Not Employed","1-pers.-HH","15","","",""
"Other","2007","Not Employed","(Married) couple without C. ","19","","",""
"Other","2007","Not Employed","Single parent ","34","0.088856431778794","0.0622093977030533","0.115503465854535"
"Other","2007","Not Employed","Couple + C. LE 16 ","19","","",""
"Other","2007","Not Employed","Couple + C. GT 16 ","51","0.0480529101930735","0.0356915738497837","0.0604142465363633"
"Other","2007","Not Employed","Couple + C. LE and GT 16","61","0.130078702260797","0.100354608733149","0.159802795788445"
"Other","2007","Employed","1-pers.-HH","141","0.0859261051984674","0.0720588714660844","0.0997933389308503"
"Other","2007","Employed","(Married) couple without C. ","268","0.0780574817861178","0.0692980658255004","0.0868168977467351"
"Other","2007","Employed","Single parent ","127","0.16487649450523","0.137734572681304","0.192018416329156"
"Other","2007","Employed","Couple + C. LE 16 ","232","0.0826733576287037","0.072739116297633","0.0926075989597745"
"Other","2007","Employed","Couple + C. GT 16 ","384","0.188018528549915","0.172802410095554","0.203234647004277"
"Other","2007","Employed","Couple + C. LE and GT 16","180","0.194542669907834","0.169859648280878","0.21922569153479"
"Full-time","2008","Not Employed","1-pers.-HH","11","","",""
"Full-time","2008","Not Employed","(Married) couple without C. ","12","","",""
"Full-time","2008","Not Employed","Single parent ","6","","",""
"Full-time","2008","Not Employed","Couple + C. LE 16 ","12","","",""
"Full-time","2008","Not Employed","Couple + C. GT 16 ","15","","",""
"Full-time","2008","Not Employed","Couple + C. LE and GT 16","6","","",""
"Full-time","2008","Employed","1-pers.-HH","1092","0.718902602731524","0.696236372330713","0.741568833132335"
"Full-time","2008","Employed","(Married) couple without C. ","2337","0.683129002877174","0.667545186571738","0.69871281918261"
"Full-time","2008","Employed","Single parent ","336","0.459736106174158","0.423077479140398","0.496394733207917"
"Full-time","2008","Employed","Couple + C. LE 16 ","1622","0.605946658774242","0.587572901429978","0.624320416118507"
"Full-time","2008","Employed","Couple + C. GT 16 ","1467","0.579669118555379","0.560083427067949","0.599254810042809"
"Full-time","2008","Employed","Couple + C. LE and GT 16","483","0.516969951211659","0.484538200254639","0.549401702168679"
"Part-time","2008","Not Employed","1-pers.-HH","3","","",""
"Part-time","2008","Not Employed","(Married) couple without C. ","8","","",""
"Part-time","2008","Not Employed","Single parent ","8","","",""
"Part-time","2008","Not Employed","Couple + C. LE 16 ","13","","",""
"Part-time","2008","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","2008","Not Employed","Couple + C. LE and GT 16","1","","",""
"Part-time","2008","Employed","1-pers.-HH","143","0.0866915385721311","0.0725038072717743","0.100879269872488"
"Part-time","2008","Employed","(Married) couple without C. ","512","0.147495070645824","0.13561775179114","0.159372389500507"
"Part-time","2008","Employed","Single parent ","169","0.236173550253618","0.204932049194311","0.267415051312925"
"Part-time","2008","Employed","Couple + C. LE 16 ","645","0.218841343179614","0.20329466593072","0.234388020428509"
"Part-time","2008","Employed","Couple + C. GT 16 ","403","0.155017207178876","0.140656789737733","0.169377624620019"
"Part-time","2008","Employed","Couple + C. LE and GT 16","184","0.191032168691986","0.1655186974329","0.216545639951072"
"Non-working","2008","Not Employed","1-pers.-HH","1517","0.97870966183961","0.971516478134719","0.985902845544501"
"Non-working","2008","Not Employed","(Married) couple without C. ","3623","0.988983127192476","0.985601919600662","0.99236433478429"
"Non-working","2008","Not Employed","Single parent ","370","0.862775092612907","0.829868060236471","0.895682124989343"
"Non-working","2008","Not Employed","Couple + C. LE 16 ","455","0.911046605236998","0.886044016335141","0.936049194138856"
"Non-working","2008","Not Employed","Couple + C. GT 16 ","956","0.932246582354748","0.916853375122838","0.947639789586658"
"Non-working","2008","Not Employed","Couple + C. LE and GT 16","357","0.843217588952653","0.808444606308453","0.877990571596853"
"Non-working","2008","Employed","1-pers.-HH","140","0.0985091099685821","0.0834834094814808","0.113534810455683"
"Non-working","2008","Employed","(Married) couple without C. ","299","0.0870340101495926","0.0775922489979737","0.0964757713012115"
"Non-working","2008","Employed","Single parent ","80","0.113601188578417","0.0902598941518352","0.136942483004999"
"Non-working","2008","Employed","Couple + C. LE 16 ","220","0.081226784055049","0.0709547354822791","0.0914988326278188"
"Non-working","2008","Employed","Couple + C. GT 16 ","212","0.090765961050183","0.0793673344779737","0.102164587622392"
"Non-working","2008","Employed","Couple + C. LE and GT 16","73","0.0714567251172533","0.0547391493360326","0.088174300898474"
"Other","2008","Not Employed","1-pers.-HH","16","","",""
"Other","2008","Not Employed","(Married) couple without C. ","18","","",""
"Other","2008","Not Employed","Single parent ","36","0.0994741985325563","0.0708504340103669","0.128097963054746"
"Other","2008","Not Employed","Couple + C. LE 16 ","18","","",""
"Other","2008","Not Employed","Couple + C. GT 16 ","50","0.0540455640495731","0.0401967288048084","0.0678943992943378"
"Other","2008","Not Employed","Couple + C. LE and GT 16","56","0.129959801392147","0.0978011650399643","0.16211843774433"
"Other","2008","Employed","1-pers.-HH","136","0.0958967487277629","0.0810501552880737","0.110743342167452"
"Other","2008","Employed","(Married) couple without C. ","276","0.0823419163274097","0.0731346194770175","0.0915492131778018"
"Other","2008","Employed","Single parent ","125","0.190489154993808","0.161604620021952","0.219373689965663"
"Other","2008","Employed","Couple + C. LE 16 ","230","0.0939852139910947","0.0830128379849699","0.10495758999722"
"Other","2008","Employed","Couple + C. GT 16 ","358","0.174547713215562","0.159486628648658","0.189608797782465"
"Other","2008","Employed","Couple + C. LE and GT 16","172","0.220541154979102","0.193632493880298","0.247449816077906"
"Full-time","2009","Not Employed","1-pers.-HH","7","","",""
"Full-time","2009","Not Employed","(Married) couple without C. ","4","","",""
"Full-time","2009","Not Employed","Single parent ","4","","",""
"Full-time","2009","Not Employed","Couple + C. LE 16 ","10","","",""
"Full-time","2009","Not Employed","Couple + C. GT 16 ","8","","",""
"Full-time","2009","Not Employed","Couple + C. LE and GT 16","5","","",""
"Full-time","2009","Employed","1-pers.-HH","1035","0.730544500538635","0.707628769898702","0.753460231178569"
"Full-time","2009","Employed","(Married) couple without C. ","2210","0.668270730237331","0.652179684454474","0.684361776020187"
"Full-time","2009","Employed","Single parent ","321","0.427900584293182","0.391326149757922","0.464475018828442"
"Full-time","2009","Employed","Couple + C. LE 16 ","1421","0.585964341159667","0.566384458774417","0.605544223544916"
"Full-time","2009","Employed","Couple + C. GT 16 ","1391","0.573714034839255","0.553612238589408","0.593815831089102"
"Full-time","2009","Employed","Couple + C. LE and GT 16","465","0.505375550014914","0.472323488136112","0.538427611893716"
"Part-time","2009","Not Employed","1-pers.-HH","3","","",""
"Part-time","2009","Not Employed","(Married) couple without C. ","3","","",""
"Part-time","2009","Not Employed","Single parent ","2","","",""
"Part-time","2009","Not Employed","Couple + C. LE 16 ","18","","",""
"Part-time","2009","Not Employed","Couple + C. GT 16 ","4","","",""
"Part-time","2009","Not Employed","Couple + C. LE and GT 16","5","","",""
"Part-time","2009","Employed","1-pers.-HH","141","0.0815071197953457","0.0673751560221437","0.0956390835685478"
"Part-time","2009","Employed","(Married) couple without C. ","498","0.154856582598023","0.142492946998872","0.167220218197175"
"Part-time","2009","Employed","Single parent ","161","0.19757055194814","0.168137522548781","0.227003581347499"
"Part-time","2009","Employed","Couple + C. LE 16 ","587","0.222147431496146","0.205623061724827","0.238671801267464"
"Part-time","2009","Employed","Couple + C. GT 16 ","369","0.137969296778378","0.123951195123636","0.15198739843312"
"Part-time","2009","Employed","Couple + C. LE and GT 16","180","0.19788744501326","0.171549588267314","0.224225301759205"
"Non-working","2009","Not Employed","1-pers.-HH","1454","0.990119560765156","0.98506339423233","0.995175727297982"
"Non-working","2009","Not Employed","(Married) couple without C. ","3376","0.992880917283301","0.990051605745143","0.99571022882146"
"Non-working","2009","Not Employed","Single parent ","303","0.928897589682976","0.901127567821423","0.956667611544528"
"Non-working","2009","Not Employed","Couple + C. LE 16 ","383","0.893888112208321","0.864744522361049","0.923031702055593"
"Non-working","2009","Not Employed","Couple + C. GT 16 ","868","0.916270323572931","0.898420713165899","0.934119933979964"
"Non-working","2009","Not Employed","Couple + C. LE and GT 16","360","0.872001418968532","0.839819710679174","0.90418312725789"
"Non-working","2009","Employed","1-pers.-HH","132","0.0937558291103285","0.0787005574150996","0.108811100805557"
"Non-working","2009","Employed","(Married) couple without C. ","299","0.0864595484054753","0.076854788191613","0.0960643086193376"
"Non-working","2009","Employed","Single parent ","102","0.184685457306437","0.156000819369538","0.213370095243336"
"Non-working","2009","Employed","Couple + C. LE 16 ","227","0.105852882291717","0.0936233050023288","0.118082459581105"
"Non-working","2009","Employed","Couple + C. GT 16 ","214","0.091621408591191","0.0798949050320436","0.103347912150338"
"Non-working","2009","Employed","Couple + C. LE and GT 16","58","0.0814706879287387","0.0633864232268492","0.0995549526306283"
"Other","2009","Not Employed","1-pers.-HH","6","","",""
"Other","2009","Not Employed","(Married) couple without C. ","9","","",""
"Other","2009","Not Employed","Single parent ","20","","",""
"Other","2009","Not Employed","Couple + C. LE 16 ","18","","",""
"Other","2009","Not Employed","Couple + C. GT 16 ","45","0.0576439640736819","0.0426242504433831","0.0726636777039807"
"Other","2009","Not Employed","Couple + C. LE and GT 16","44","0.0998477671720764","0.0709692372970465","0.128726297047106"
"Other","2009","Employed","1-pers.-HH","132","0.0941925505556905","0.0791058917900055","0.109279209321375"
"Other","2009","Employed","(Married) couple without C. ","282","0.0904131387591704","0.0806125082411136","0.100213769277227"
"Other","2009","Employed","Single parent ","119","0.189843406452241","0.160853108895581","0.218833704008901"
"Other","2009","Employed","Couple + C. LE 16 ","196","0.0860353450524709","0.0748883254598158","0.097182364645126"
"Other","2009","Employed","Couple + C. GT 16 ","351","0.196695259791176","0.180537776175995","0.212852743406357"
"Other","2009","Employed","Couple + C. LE and GT 16","176","0.215266317043088","0.188095491069719","0.242437143016456"
"Full-time","2010","Not Employed","1-pers.-HH","6","","",""
"Full-time","2010","Not Employed","(Married) couple without C. ","6","","",""
"Full-time","2010","Not Employed","Single parent ","16","","",""
"Full-time","2010","Not Employed","Couple + C. LE 16 ","38","0.0255842438332655","0.0181888133402112","0.0329796743263197"
"Full-time","2010","Not Employed","Couple + C. GT 16 ","10","","",""
"Full-time","2010","Not Employed","Couple + C. LE and GT 16","4","","",""
"Full-time","2010","Employed","1-pers.-HH","927","0.701236479771455","0.676910257464371","0.725562702078539"
"Full-time","2010","Employed","(Married) couple without C. ","2089","0.668098636116749","0.651656861124049","0.684540411109449"
"Full-time","2010","Employed","Single parent ","588","0.421002901520245","0.39669686221256","0.44530894082793"
"Full-time","2010","Employed","Couple + C. LE 16 ","3437","0.594132562132552","0.581742336345758","0.606522787919345"
"Full-time","2010","Employed","Couple + C. GT 16 ","1231","0.544985569756099","0.523852735356626","0.566118404155572"
"Full-time","2010","Employed","Couple + C. LE and GT 16","555","0.499821982675028","0.470759157095958","0.528884808254098"
"Part-time","2010","Not Employed","1-pers.-HH","2","","",""
"Part-time","2010","Not Employed","(Married) couple without C. ","7","","",""
"Part-time","2010","Not Employed","Single parent ","23","","",""
"Part-time","2010","Not Employed","Couple + C. LE 16 ","84","0.0499063154710247","0.0397071183062528","0.0601055126357966"
"Part-time","2010","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","2010","Not Employed","Couple + C. LE and GT 16","9","","",""
