"erwst","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Full-time","1988","35-65 y.","(3b) higher tertiary education","239","0.771240390616619","0.724178222176372","0.818302559056867"
"Full-time","1988","66 and older","(0) in school","","","",""
"Full-time","1988","66 and older","(1a) inadequately completed","","","",""
"Full-time","1988","66 and older","(1b) general elementary school","2","","",""
"Full-time","1988","66 and older","(1c) basic vocational qualification","2","","",""
"Full-time","1988","66 and older","(2b) intermediate general qualification","","","",""
"Full-time","1988","66 and older","(2a) intermediate vocational","2","","",""
"Full-time","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"Full-time","1988","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Full-time","1988","66 and older","(3a) lower tertiary education","4","","",""
"Full-time","1988","66 and older","(3b) higher tertiary education","4","","",""
"Part-time","1988","16-34 y.","(0) in school","3","","",""
"Part-time","1988","16-34 y.","(1a) inadequately completed","12","","",""
"Part-time","1988","16-34 y.","(1b) general elementary school","30","0.0512649676887387","0.0356777811161696","0.0668521542613079"
"Part-time","1988","16-34 y.","(1c) basic vocational qualification","44","0.0464085581813734","0.0332977291052383","0.0595193872575086"
"Part-time","1988","16-34 y.","(2b) intermediate general qualification","6","","",""
"Part-time","1988","16-34 y.","(2a) intermediate vocational","41","0.0691488738018876","0.0486944608084208","0.0896032867953544"
"Part-time","1988","16-34 y.","(2c_gen) general maturity certificate","16","","",""
"Part-time","1988","16-34 y.","(2c_voc) vocational maturity certificate","11","","",""
"Part-time","1988","16-34 y.","(3a) lower tertiary education","2","","",""
"Part-time","1988","16-34 y.","(3b) higher tertiary education","14","","",""
"Part-time","1988","35-65 y.","(0) in school","","","",""
"Part-time","1988","35-65 y.","(1a) inadequately completed","25","","",""
"Part-time","1988","35-65 y.","(1b) general elementary school","140","0.129593358909094","0.110677394393739","0.148509323424449"
"Part-time","1988","35-65 y.","(1c) basic vocational qualification","181","0.088784037176571","0.0764200796081004","0.101147994745042"
"Part-time","1988","35-65 y.","(2b) intermediate general qualification","14","","",""
"Part-time","1988","35-65 y.","(2a) intermediate vocational","78","0.131297855783582","0.103200473326584","0.15939523824058"
"Part-time","1988","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"Part-time","1988","35-65 y.","(2c_voc) vocational maturity certificate","9","","",""
"Part-time","1988","35-65 y.","(3a) lower tertiary education","5","","",""
"Part-time","1988","35-65 y.","(3b) higher tertiary education","26","","",""
"Part-time","1988","66 and older","(0) in school","","","",""
"Part-time","1988","66 and older","(1a) inadequately completed","","","",""
"Part-time","1988","66 and older","(1b) general elementary school","4","","",""
"Part-time","1988","66 and older","(1c) basic vocational qualification","3","","",""
"Part-time","1988","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","1988","66 and older","(2a) intermediate vocational","2","","",""
"Part-time","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"Part-time","1988","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Part-time","1988","66 and older","(3a) lower tertiary education","","","",""
"Part-time","1988","66 and older","(3b) higher tertiary education","1","","",""
"Non-working","1988","16-34 y.","(0) in school","156","0.961243022968098","0.93161205514418","0.990873990792017"
"Non-working","1988","16-34 y.","(1a) inadequately completed","90","0.515522458035654","0.444084375995279","0.586960540076029"
"Non-working","1988","16-34 y.","(1b) general elementary school","279","0.365750281641992","0.331708882856456","0.399791680427528"
"Non-working","1988","16-34 y.","(1c) basic vocational qualification","212","0.207134660744736","0.181877993046412","0.23239132844306"
"Non-working","1988","16-34 y.","(2b) intermediate general qualification","117","0.315353195984085","0.265144140342206","0.365562251625963"
"Non-working","1988","16-34 y.","(2a) intermediate vocational","135","0.222614926047674","0.189075966214699","0.256153885880649"
"Non-working","1988","16-34 y.","(2c_gen) general maturity certificate","174","0.590027980288902","0.534186956592146","0.645869003985657"
"Non-working","1988","16-34 y.","(2c_voc) vocational maturity certificate","48","0.241062798951482","0.181783765854671","0.300341832048293"
"Non-working","1988","16-34 y.","(3a) lower tertiary education","11","","",""
"Non-working","1988","16-34 y.","(3b) higher tertiary education","28","","",""
"Non-working","1988","35-65 y.","(0) in school","","","",""
"Non-working","1988","35-65 y.","(1a) inadequately completed","231","0.456794929540764","0.41508875498019","0.498501104101339"
"Non-working","1988","35-65 y.","(1b) general elementary school","543","0.524402847917529","0.496275540300089","0.552530155534969"
"Non-working","1988","35-65 y.","(1c) basic vocational qualification","620","0.329067457762737","0.308642493834918","0.349492421690555"
"Non-working","1988","35-65 y.","(2b) intermediate general qualification","31","0.468925704217113","0.350315160903967","0.58753624753026"
"Non-working","1988","35-65 y.","(2a) intermediate vocational","151","0.283866774843487","0.246356020932088","0.321377528754887"
"Non-working","1988","35-65 y.","(2c_gen) general maturity certificate","19","","",""
"Non-working","1988","35-65 y.","(2c_voc) vocational maturity certificate","43","0.293620407632916","0.221924489204019","0.365316326061813"
"Non-working","1988","35-65 y.","(3a) lower tertiary education","28","","",""
"Non-working","1988","35-65 y.","(3b) higher tertiary education","35","0.127749595585953","0.0903482062996183","0.165150984872288"
"Non-working","1988","66 and older","(0) in school","","","",""
"Non-working","1988","66 and older","(1a) inadequately completed","20","","",""
"Non-working","1988","66 and older","(1b) general elementary school","351","0.980407406827157","0.96609060238552","0.994724211268794"
"Non-working","1988","66 and older","(1c) basic vocational qualification","405","0.985092540343018","0.973391086616309","0.996793994069728"
"Non-working","1988","66 and older","(2b) intermediate general qualification","29","","",""
"Non-working","1988","66 and older","(2a) intermediate vocational","127","0.958681696519301","0.924729366478933","0.99263402655967"
"Non-working","1988","66 and older","(2c_gen) general maturity certificate","7","","",""
"Non-working","1988","66 and older","(2c_voc) vocational maturity certificate","34","0.932129906842622","0.851085196804813","1.01317461688043"
"Non-working","1988","66 and older","(3a) lower tertiary education","23","","",""
"Non-working","1988","66 and older","(3b) higher tertiary education","22","","",""
"Other","1988","16-34 y.","(0) in school","4","","",""
"Other","1988","16-34 y.","(1a) inadequately completed","7","","",""
"Other","1988","16-34 y.","(1b) general elementary school","162","0.240841356629984","0.210619807364606","0.271062905895362"
"Other","1988","16-34 y.","(1c) basic vocational qualification","54","0.0435480648876191","0.0308286846348389","0.0562674451403994"
"Other","1988","16-34 y.","(2b) intermediate general qualification","141","0.418911989054034","0.365599066031229","0.47222491207684"
"Other","1988","16-34 y.","(2a) intermediate vocational","38","0.054143827980681","0.0358989324798848","0.0723887234814773"
"Other","1988","16-34 y.","(2c_gen) general maturity certificate","63","0.240881224822651","0.192330434839049","0.289432014806254"
"Other","1988","16-34 y.","(2c_voc) vocational maturity certificate","18","","",""
"Other","1988","16-34 y.","(3a) lower tertiary education","2","","",""
"Other","1988","16-34 y.","(3b) higher tertiary education","5","","",""
"Other","1988","35-65 y.","(0) in school","","","",""
"Other","1988","35-65 y.","(1a) inadequately completed","4","","",""
"Other","1988","35-65 y.","(1b) general elementary school","31","0.0313533879583572","0.0215381475925742","0.0411686283241402"
"Other","1988","35-65 y.","(1c) basic vocational qualification","39","0.0207889438990081","0.0145869152289215","0.0269909725690947"
"Other","1988","35-65 y.","(2b) intermediate general qualification","2","","",""
"Other","1988","35-65 y.","(2a) intermediate vocational","6","","",""
"Other","1988","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Other","1988","35-65 y.","(2c_voc) vocational maturity certificate","4","","",""
"Other","1988","35-65 y.","(3a) lower tertiary education","5","","",""
"Other","1988","35-65 y.","(3b) higher tertiary education","6","","",""
"Other","1988","66 and older","(0) in school","","","",""
"Other","1988","66 and older","(1a) inadequately completed","","","",""
"Other","1988","66 and older","(1b) general elementary school","3","","",""
"Other","1988","66 and older","(1c) basic vocational qualification","2","","",""
"Other","1988","66 and older","(2b) intermediate general qualification","","","",""
"Other","1988","66 and older","(2a) intermediate vocational","1","","",""
"Other","1988","66 and older","(2c_gen) general maturity certificate","","","",""
"Other","1988","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Other","1988","66 and older","(3a) lower tertiary education","1","","",""
"Other","1988","66 and older","(3b) higher tertiary education","1","","",""
"Full-time","1989","16-34 y.","(0) in school","2","","",""
"Full-time","1989","16-34 y.","(1a) inadequately completed","77","0.410435394805221","0.337553916863311","0.483316872747131"
"Full-time","1989","16-34 y.","(1b) general elementary school","301","0.345011867000762","0.310385052503962","0.379638681497562"
"Full-time","1989","16-34 y.","(1c) basic vocational qualification","687","0.724477617029267","0.696215583736549","0.752739650321986"
"Full-time","1989","16-34 y.","(2b) intermediate general qualification","75","0.302144802161451","0.250270165753788","0.354019438569114"
"Full-time","1989","16-34 y.","(2a) intermediate vocational","401","0.700159672121139","0.663405682038046","0.736913662204233"
"Full-time","1989","16-34 y.","(2c_gen) general maturity certificate","58","0.158967938946925","0.117591938167609","0.200343939726241"
"Full-time","1989","16-34 y.","(2c_voc) vocational maturity certificate","128","0.628798729679328","0.563610765520871","0.693986693837785"
"Full-time","1989","16-34 y.","(3a) lower tertiary education","56","0.784130615179485","0.688431339909903","0.879829890449067"
"Full-time","1989","16-34 y.","(3b) higher tertiary education","91","0.684261567630469","0.60585435681104","0.762668778449897"
"Full-time","1989","35-65 y.","(0) in school","","","",""
"Full-time","1989","35-65 y.","(1a) inadequately completed","268","0.462678245069472","0.420269288953647","0.505087201185298"
"Full-time","1989","35-65 y.","(1b) general elementary school","481","0.317488425318889","0.290442869018078","0.344533981619699"
"Full-time","1989","35-65 y.","(1c) basic vocational qualification","1137","0.555465297690082","0.533426988585807","0.577503606794357"
"Full-time","1989","35-65 y.","(2b) intermediate general qualification","21","","",""
"Full-time","1989","35-65 y.","(2a) intermediate vocational","307","0.588117350873442","0.546334003323306","0.629900698423577"
"Full-time","1989","35-65 y.","(2c_gen) general maturity certificate","26","","",""
"Full-time","1989","35-65 y.","(2c_voc) vocational maturity certificate","99","0.60388887304905","0.526136557456184","0.681641188641916"
"Full-time","1989","35-65 y.","(3a) lower tertiary education","93","0.685591009786448","0.607273072314454","0.763908947258442"
"Full-time","1989","35-65 y.","(3b) higher tertiary education","235","0.760087443926313","0.71192562421404","0.808249263638587"
"Full-time","1989","66 and older","(0) in school","","","",""
"Full-time","1989","66 and older","(1a) inadequately completed","","","",""
"Full-time","1989","66 and older","(1b) general elementary school","1","","",""
"Full-time","1989","66 and older","(1c) basic vocational qualification","2","","",""
"Full-time","1989","66 and older","(2b) intermediate general qualification","","","",""
"Full-time","1989","66 and older","(2a) intermediate vocational","1","","",""
"Full-time","1989","66 and older","(2c_gen) general maturity certificate","","","",""
"Full-time","1989","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"Full-time","1989","66 and older","(3a) lower tertiary education","4","","",""
"Full-time","1989","66 and older","(3b) higher tertiary education","2","","",""
"Part-time","1989","16-34 y.","(0) in school","4","","",""
"Part-time","1989","16-34 y.","(1a) inadequately completed","8","","",""
"Part-time","1989","16-34 y.","(1b) general elementary school","33","0.0643834381112091","0.0465056065725354","0.0822612696498828"
"Part-time","1989","16-34 y.","(1c) basic vocational qualification","53","0.0654363549283759","0.0497931236729145","0.0810795861838374"
"Part-time","1989","16-34 y.","(2b) intermediate general qualification","9","","",""
"Part-time","1989","16-34 y.","(2a) intermediate vocational","41","0.067531691809782","0.0474022477518982","0.0876611358676659"
"Part-time","1989","16-34 y.","(2c_gen) general maturity certificate","21","","",""
"Part-time","1989","16-34 y.","(2c_voc) vocational maturity certificate","16","","",""
"Part-time","1989","16-34 y.","(3a) lower tertiary education","3","","",""
"Part-time","1989","16-34 y.","(3b) higher tertiary education","11","","",""
"Part-time","1989","35-65 y.","(0) in school","","","",""
"Part-time","1989","35-65 y.","(1a) inadequately completed","26","","",""
"Part-time","1989","35-65 y.","(1b) general elementary school","123","0.121855842914079","0.102850178916159","0.140861506911999"
"Part-time","1989","35-65 y.","(1c) basic vocational qualification","175","0.0876923544784176","0.0751479949694722","0.100236713987363"
"Part-time","1989","35-65 y.","(2b) intermediate general qualification","13","","",""
"Part-time","1989","35-65 y.","(2a) intermediate vocational","75","0.128649980369901","0.100225949162435","0.157074011577368"
"Part-time","1989","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Part-time","1989","35-65 y.","(2c_voc) vocational maturity certificate","8","","",""
"Part-time","1989","35-65 y.","(3a) lower tertiary education","7","","",""
"Part-time","1989","35-65 y.","(3b) higher tertiary education","27","","",""
"Part-time","1989","66 and older","(0) in school","","","",""
"Part-time","1989","66 and older","(1a) inadequately completed","","","",""
"Part-time","1989","66 and older","(1b) general elementary school","6","","",""
"Part-time","1989","66 and older","(1c) basic vocational qualification","3","","",""
"Part-time","1989","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","1989","66 and older","(2a) intermediate vocational","1","","",""
"Part-time","1989","66 and older","(2c_gen) general maturity certificate","","","",""
"Part-time","1989","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1989","66 and older","(3a) lower tertiary education","","","",""
"Part-time","1989","66 and older","(3b) higher tertiary education","3","","",""
"Non-working","1989","16-34 y.","(0) in school","164","0.950640905528216","0.918638428254555","0.982643382801877"
"Non-working","1989","16-34 y.","(1a) inadequately completed","80","0.442239962192671","0.36865623938588","0.515823684999462"
"Non-working","1989","16-34 y.","(1b) general elementary school","243","0.328927116801073","0.29470447811564","0.363149755486505"
"Non-working","1989","16-34 y.","(1c) basic vocational qualification","177","0.175004730756922","0.150968680800509","0.199040780713335"
"Non-working","1989","16-34 y.","(2b) intermediate general qualification","97","0.287349482229549","0.236227421113821","0.338471543345277"
"Non-working","1989","16-34 y.","(2a) intermediate vocational","122","0.183365711128993","0.152324847590652","0.214406574667334"
"Non-working","1989","16-34 y.","(2c_gen) general maturity certificate","166","0.549272325750603","0.492968431359006","0.605576220142201"
"Non-working","1989","16-34 y.","(2c_voc) vocational maturity certificate","59","0.253808172261907","0.195088326200495","0.31252801832332"
"Non-working","1989","16-34 y.","(3a) lower tertiary education","12","","",""
"Non-working","1989","16-34 y.","(3b) higher tertiary education","26","","",""
"Non-working","1989","35-65 y.","(0) in school","","","",""
"Non-working","1989","35-65 y.","(1a) inadequately completed","232","0.478042968949325","0.435556398681605","0.520529539217045"
"Non-working","1989","35-65 y.","(1b) general elementary school","500","0.527504380510799","0.498498310660125","0.556510450361473"
"Non-working","1989","35-65 y.","(1c) basic vocational qualification","602","0.338022723383304","0.317043400910677","0.359002045855931"
"Non-working","1989","35-65 y.","(2b) intermediate general qualification","29","","",""
"Non-working","1989","35-65 y.","(2a) intermediate vocational","143","0.269287404902821","0.231628663296486","0.306946146509157"
"Non-working","1989","35-65 y.","(2c_gen) general maturity certificate","19","","",""
"Non-working","1989","35-65 y.","(2c_voc) vocational maturity certificate","41","0.315304576988527","0.24143933125886","0.389169822718193"
"Non-working","1989","35-65 y.","(3a) lower tertiary education","27","","",""
"Non-working","1989","35-65 y.","(3b) higher tertiary education","34","0.131270270878039","0.0931838508864877","0.16935669086959"
"Non-working","1989","66 and older","(0) in school","","","",""
"Non-working","1989","66 and older","(1a) inadequately completed","15","","",""
"Non-working","1989","66 and older","(1b) general elementary school","350","0.976722844692544","0.961147148572359","0.99229854081273"
"Non-working","1989","66 and older","(1c) basic vocational qualification","383","0.983961450482056","0.971493720897681","0.99642918006643"
"Non-working","1989","66 and older","(2b) intermediate general qualification","28","","",""
"Non-working","1989","66 and older","(2a) intermediate vocational","129","0.98221689703713","0.959585054375426","1.00484873969883"
"Non-working","1989","66 and older","(2c_gen) general maturity certificate","6","","",""
"Non-working","1989","66 and older","(2c_voc) vocational maturity certificate","35","0.858313785925263","0.75156990104721","0.965057670803317"
"Non-working","1989","66 and older","(3a) lower tertiary education","22","","",""
"Non-working","1989","66 and older","(3b) higher tertiary education","23","","",""
"Other","1989","16-34 y.","(0) in school","6","","",""
"Other","1989","16-34 y.","(1a) inadequately completed","10","","",""
"Other","1989","16-34 y.","(1b) general elementary school","147","0.261677578086956","0.229660249542598","0.293694906631315"
"Other","1989","16-34 y.","(1c) basic vocational qualification","43","0.0350812972854352","0.0234428335121574","0.046719761058713"
"Other","1989","16-34 y.","(2b) intermediate general qualification","120","0.378932947399739","0.324128566951949","0.433737327847528"
"Other","1989","16-34 y.","(2a) intermediate vocational","33","0.0489429249400857","0.0316364277613077","0.0662494221188637"
"Other","1989","16-34 y.","(2c_gen) general maturity certificate","55","0.218658609962665","0.171886046758056","0.265431173167274"
"Other","1989","16-34 y.","(2c_voc) vocational maturity certificate","8","","",""
"Other","1989","16-34 y.","(3a) lower tertiary education","","","",""
"Other","1989","16-34 y.","(3b) higher tertiary education","7","","",""
"Other","1989","35-65 y.","(0) in school","","","",""
"Other","1989","35-65 y.","(1a) inadequately completed","5","","",""
"Other","1989","35-65 y.","(1b) general elementary school","34","0.0331513512562333","0.0227495913582634","0.0435531111542033"
"Other","1989","35-65 y.","(1c) basic vocational qualification","39","0.018819624448197","0.0127929619309976","0.0248462869653964"
"Other","1989","35-65 y.","(2b) intermediate general qualification","1","","",""
"Other","1989","35-65 y.","(2a) intermediate vocational","8","","",""
"Other","1989","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Other","1989","35-65 y.","(2c_voc) vocational maturity certificate","4","","",""
"Other","1989","35-65 y.","(3a) lower tertiary education","8","","",""
"Other","1989","35-65 y.","(3b) higher tertiary education","6","","",""
"Other","1989","66 and older","(0) in school","","","",""
"Other","1989","66 and older","(1a) inadequately completed","","","",""
"Other","1989","66 and older","(1b) general elementary school","3","","",""
"Other","1989","66 and older","(1c) basic vocational qualification","2","","",""
"Other","1989","66 and older","(2b) intermediate general qualification","","","",""
"Other","1989","66 and older","(2a) intermediate vocational","","","",""
"Other","1989","66 and older","(2c_gen) general maturity certificate","","","",""
"Other","1989","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"Other","1989","66 and older","(3a) lower tertiary education","1","","",""
"Other","1989","66 and older","(3b) higher tertiary education","1","","",""
"Full-time","1990","16-34 y.","(0) in school","","","",""
"Full-time","1990","16-34 y.","(1a) inadequately completed","72","0.370064105389379","0.301769856056497","0.438358354722261"
"Full-time","1990","16-34 y.","(1b) general elementary school","310","0.366975450739916","0.331597545957643","0.402353355522189"
"Full-time","1990","16-34 y.","(1c) basic vocational qualification","775","0.705642064223691","0.67851120454809","0.732772923899292"
"Full-time","1990","16-34 y.","(2b) intermediate general qualification","78","0.23075483134286","0.19138808310805","0.270121579577669"
"Full-time","1990","16-34 y.","(2a) intermediate vocational","1123","0.740238657503713","0.718047722452435","0.762429592554992"
"Full-time","1990","16-34 y.","(2c_gen) general maturity certificate","61","0.151085278603658","0.112792087450529","0.189378469756787"
"Full-time","1990","16-34 y.","(2c_voc) vocational maturity certificate","161","0.615810114230066","0.55779213724358","0.673828091216551"
"Full-time","1990","16-34 y.","(3a) lower tertiary education","220","0.77787674058641","0.730442768384301","0.82531071278852"
"Full-time","1990","16-34 y.","(3b) higher tertiary education","159","0.675112226981051","0.614053388027557","0.736171065934545"
"Full-time","1990","35-65 y.","(0) in school","","","",""
"Full-time","1990","35-65 y.","(1a) inadequately completed","261","0.484697195650189","0.441700912071926","0.527693479228451"
"Full-time","1990","35-65 y.","(1b) general elementary school","560","0.337153455315411","0.311306057147463","0.36300085348336"
"Full-time","1990","35-65 y.","(1c) basic vocational qualification","1787","0.58662243223563","0.568609505579133","0.604635358892127"
"Full-time","1990","35-65 y.","(2b) intermediate general qualification","24","","",""
"Full-time","1990","35-65 y.","(2a) intermediate vocational","682","0.63695679593722","0.607167159990405","0.666746431884034"
"Full-time","1990","35-65 y.","(2c_gen) general maturity certificate","24","","",""
"Full-time","1990","35-65 y.","(2c_voc) vocational maturity certificate","120","0.596844107743543","0.526349064701627","0.66733915078546"
"Full-time","1990","35-65 y.","(3a) lower tertiary education","435","0.78094741109362","0.7458999719804","0.815994850206841"
"Full-time","1990","35-65 y.","(3b) higher tertiary education","439","0.782425639123247","0.747398079467926","0.817453198778568"
"Full-time","1990","66 and older","(0) in school","","","",""
"Full-time","1990","66 and older","(1a) inadequately completed","","","",""
"Full-time","1990","66 and older","(1b) general elementary school","","","",""
"Full-time","1990","66 and older","(1c) basic vocational qualification","10","","",""
"Full-time","1990","66 and older","(2b) intermediate general qualification","","","",""
"Full-time","1990","66 and older","(2a) intermediate vocational","2","","",""
"Full-time","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Full-time","1990","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","1990","66 and older","(3a) lower tertiary education","5","","",""
"Full-time","1990","66 and older","(3b) higher tertiary education","2","","",""
"Part-time","1990","16-34 y.","(0) in school","4","","",""
"Part-time","1990","16-34 y.","(1a) inadequately completed","8","","",""
"Part-time","1990","16-34 y.","(1b) general elementary school","35","0.0517993674178912","0.0355320599810185","0.0680666748547638"
"Part-time","1990","16-34 y.","(1c) basic vocational qualification","74","0.0838156012566507","0.0673192715404718","0.10031193097283"
"Part-time","1990","16-34 y.","(2b) intermediate general qualification","17","","",""
"Part-time","1990","16-34 y.","(2a) intermediate vocational","130","0.0775951487275282","0.0640563374142347","0.0911339600408218"
"Part-time","1990","16-34 y.","(2c_gen) general maturity certificate","17","","",""
"Part-time","1990","16-34 y.","(2c_voc) vocational maturity certificate","20","","",""
"Part-time","1990","16-34 y.","(3a) lower tertiary education","29","","",""
"Part-time","1990","16-34 y.","(3b) higher tertiary education","19","","",""
"Part-time","1990","35-65 y.","(0) in school","","","",""
"Part-time","1990","35-65 y.","(1a) inadequately completed","30","0.0564576157584249","0.0366009472471488","0.076314284269701"
"Part-time","1990","35-65 y.","(1b) general elementary school","157","0.129975813232897","0.11158955048864","0.148362075977154"
"Part-time","1990","35-65 y.","(1c) basic vocational qualification","313","0.103987097316341","0.0928215927287834","0.115152601903899"
"Part-time","1990","35-65 y.","(2b) intermediate general qualification","10","","",""
"Part-time","1990","35-65 y.","(2a) intermediate vocational","147","0.136694684444598","0.115413829417874","0.157975539471322"
"Part-time","1990","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Part-time","1990","35-65 y.","(2c_voc) vocational maturity certificate","12","","",""
"Part-time","1990","35-65 y.","(3a) lower tertiary education","34","0.0705806420331203","0.0488776375977839","0.0922836464684566"
"Part-time","1990","35-65 y.","(3b) higher tertiary education","42","0.0997877453613133","0.0743431498159958","0.125232340906631"
"Part-time","1990","66 and older","(0) in school","","","",""
"Part-time","1990","66 and older","(1a) inadequately completed","","","",""
"Part-time","1990","66 and older","(1b) general elementary school","3","","",""
"Part-time","1990","66 and older","(1c) basic vocational qualification","5","","",""
"Part-time","1990","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","1990","66 and older","(2a) intermediate vocational","5","","",""
"Part-time","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Part-time","1990","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"Part-time","1990","66 and older","(3a) lower tertiary education","","","",""
"Part-time","1990","66 and older","(3b) higher tertiary education","4","","",""
"Non-working","1990","16-34 y.","(0) in school","155","0.935048586128393","0.897216030232328","0.972881142024458"
"Non-working","1990","16-34 y.","(1a) inadequately completed","104","0.551798888941228","0.481455327602946","0.62214245027951"
"Non-working","1990","16-34 y.","(1b) general elementary school","232","0.335952302281648","0.301283265590326","0.370621338972969"
"Non-working","1990","16-34 y.","(1c) basic vocational qualification","194","0.176686955413308","0.153982128694112","0.199391782132505"
"Non-working","1990","16-34 y.","(2b) intermediate general qualification","121","0.270205615347871","0.228713154146492","0.311698076549249"
"Non-working","1990","16-34 y.","(2a) intermediate vocational","216","0.159865071563608","0.141318921260773","0.178411221866444"
"Non-working","1990","16-34 y.","(2c_gen) general maturity certificate","195","0.584075036566458","0.53137386518802","0.636776207944895"
"Non-working","1990","16-34 y.","(2c_voc) vocational maturity certificate","78","0.259109371472315","0.206847516541017","0.311371226403613"
"Non-working","1990","16-34 y.","(3a) lower tertiary education","43","0.12926179762193","0.0909779148132438","0.167545680430616"
"Non-working","1990","16-34 y.","(3b) higher tertiary education","44","0.207322040628759","0.154469605696681","0.260174475560838"
"Non-working","1990","35-65 y.","(0) in school","","","",""
"Non-working","1990","35-65 y.","(1a) inadequately completed","222","0.451321076478985","0.408508993479725","0.494133159478245"
"Non-working","1990","35-65 y.","(1b) general elementary school","543","0.506548528717611","0.479212886571665","0.533884170863558"
"Non-working","1990","35-65 y.","(1c) basic vocational qualification","726","0.290977123688206","0.2743624796202","0.307591767756211"
"Non-working","1990","35-65 y.","(2b) intermediate general qualification","33","0.436838645382824","0.320646701008513","0.553030589757136"
"Non-working","1990","35-65 y.","(2a) intermediate vocational","159","0.209632595237158","0.184416666501691","0.234848523972626"
"Non-working","1990","35-65 y.","(2c_gen) general maturity certificate","19","","",""
"Non-working","1990","35-65 y.","(2c_voc) vocational maturity certificate","47","0.29760881441725","0.231902964061778","0.363314664772723"
"Non-working","1990","35-65 y.","(3a) lower tertiary education","61","0.13517061951019","0.10619867999959","0.16414255902079"
"Non-working","1990","35-65 y.","(3b) higher tertiary education","50","0.111139105611191","0.0844560946186834","0.137822116603699"
"Non-working","1990","66 and older","(0) in school","","","",""
"Non-working","1990","66 and older","(1a) inadequately completed","23","","",""
"Non-working","1990","66 and older","(1b) general elementary school","491","0.992777153054963","0.985317380527157","1.00023692558277"
"Non-working","1990","66 and older","(1c) basic vocational qualification","606","0.977947645302094","0.966434516332968","0.98946077427122"
"Non-working","1990","66 and older","(2b) intermediate general qualification","35","1","1","1"
"Non-working","1990","66 and older","(2a) intermediate vocational","154","0.972856603304381","0.947755566212867","0.997957640395896"
"Non-working","1990","66 and older","(2c_gen) general maturity certificate","6","","",""
"Non-working","1990","66 and older","(2c_voc) vocational maturity certificate","34","0.843703375762516","0.732549181455748","0.954857570069283"
"Non-working","1990","66 and older","(3a) lower tertiary education","56","0.887012624418933","0.808839462703073","0.965185786134794"
"Non-working","1990","66 and older","(3b) higher tertiary education","40","0.917608131973314","0.838149702506115","0.997066561440514"
"Other","1990","16-34 y.","(0) in school","4","","",""
"Other","1990","16-34 y.","(1a) inadequately completed","8","","",""
"Other","1990","16-34 y.","(1b) general elementary school","136","0.245272879560545","0.213692083789698","0.276853675331393"
"Other","1990","16-34 y.","(1c) basic vocational qualification","41","0.0338553791063499","0.0230890324124461","0.0446217258002536"
"Other","1990","16-34 y.","(2b) intermediate general qualification","224","0.449362868881879","0.402884263162303","0.495841474601455"
"Other","1990","16-34 y.","(2a) intermediate vocational","31","0.02230112220515","0.0148285799658041","0.029773664444496"
"Other","1990","16-34 y.","(2c_gen) general maturity certificate","63","0.210522580369863","0.166931498165212","0.254113662574513"
"Other","1990","16-34 y.","(2c_voc) vocational maturity certificate","11","","",""
"Other","1990","16-34 y.","(3a) lower tertiary education","3","","",""
"Other","1990","16-34 y.","(3b) higher tertiary education","4","","",""
"Other","1990","35-65 y.","(0) in school","","","",""
"Other","1990","35-65 y.","(1a) inadequately completed","6","","",""
"Other","1990","35-65 y.","(1b) general elementary school","25","","",""
"Other","1990","35-65 y.","(1c) basic vocational qualification","45","0.0184133467598225","0.0134956450437691","0.023331048475876"
"Other","1990","35-65 y.","(2b) intermediate general qualification","3","","",""
"Other","1990","35-65 y.","(2a) intermediate vocational","13","","",""
"Other","1990","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Other","1990","35-65 y.","(2c_voc) vocational maturity certificate","7","","",""
"Other","1990","35-65 y.","(3a) lower tertiary education","5","","",""
"Other","1990","35-65 y.","(3b) higher tertiary education","2","","",""
"Other","1990","66 and older","(0) in school","","","",""
"Other","1990","66 and older","(1a) inadequately completed","","","",""
"Other","1990","66 and older","(1b) general elementary school","1","","",""
"Other","1990","66 and older","(1c) basic vocational qualification","4","","",""
"Other","1990","66 and older","(2b) intermediate general qualification","","","",""
"Other","1990","66 and older","(2a) intermediate vocational","","","",""
"Other","1990","66 and older","(2c_gen) general maturity certificate","","","",""
