"erwst","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Part-time","2017","Not Employed","inadequately","57","0.0143322459757047","0.00958991532560152","0.0190745766258079","2"
"Part-time","2017","Not Employed","general elemantary","39","0.00747425075567881","0.00409936433441641","0.0108491371769412","2"
"Part-time","2017","Not Employed","middle vocational","72","0.00979305654911602","0.00704479113870424","0.0125413219595278","2"
"Part-time","2017","Not Employed","vocational + Abi","13","","","","2"
"Part-time","2017","Employed","middle vocational","1879","0.193595728567009","0.185000159916415","0.202191297217603","2"
"Part-time","2017","Employed","vocational + Abi","546","0.243863114760594","0.224253161960255","0.263473067560932","2"
"Part-time","2017","Employed","higher vocational","220","0.159296500847345","0.137883565382397","0.180709436312294","2"
"Part-time","2017","Employed","higher education","1129","0.182264361383678","0.17158798578856","0.192940736978796","2"
"Part-time","2017","Employed","inadequately","48","0.156542781536584","0.11262723726246","0.200458325810707","2"
"Part-time","2017","Employed","general elemantary","274","0.170097488532374","0.15113436342109","0.189060613643657","2"
"Part-time","2017","Not Employed","higher vocational","2","","","","2"
"Part-time","2017","Not Employed","higher education","58","0.0162505232685929","0.0112551468853924","0.0212458996517935","2"
"Part-time","2017","Employed","in school","1","","","","2"
"Full-time","2018","Not Employed","vocational + Abi","22","","","","1"
"Full-time","2018","Not Employed","higher vocational","4","","","","1"
"Full-time","2018","Not Employed","higher education","110","0.0276879589833181","0.0207556923096009","0.0346202256570352","1"
"Full-time","2018","Employed","in school","3","","","","1"
"Full-time","2018","Employed","higher education","3098","0.679400957132128","0.666333405073614","0.692468509190642","1"
"Full-time","2018","Employed","inadequately","131","0.406966500412176","0.356705167348608","0.457227833475744","1"
"Full-time","2018","Not Employed","middle vocational","88","0.0067524366787131","0.00436126085201301","0.0091436125054132","1"
"Full-time","2018","Employed","general elemantary","594","0.407053156365914","0.382540037445106","0.431566275286721","1"
"Full-time","2018","Employed","middle vocational","4210","0.582294225410835","0.571309228411467","0.593279222410202","1"
"Full-time","2018","Employed","higher vocational","743","0.740681111940145","0.714185165128212","0.767177058752078","1"
"Full-time","2018","Not Employed","in school","1","","","","1"
"Full-time","2018","Not Employed","inadequately","99","0.0393574248810844","0.0303995899273447","0.0483152598348242","1"
"Full-time","2018","Not Employed","general elemantary","82","0.011753283647702","0.00717961221738938","0.0163269550780147","1"
"Full-time","2018","Employed","vocational + Abi","968","0.605530184807371","0.582638392089318","0.628421977525425","1"
"Non-working","2018","Not Employed","higher education","1918","0.951123667462671","0.942014162908112","0.960233172017229","5"
"Non-working","2018","Employed","in school","31","0.419540832397651","0.301377251179768","0.537704413615533","5"
"Non-working","2018","Not Employed","vocational + Abi","396","0.911336212637849","0.885415940529458","0.937256484746239","5"
"Non-working","2018","Not Employed","higher vocational","398","0.987448905213168","0.97659326279135","0.998304547634986","5"
"Non-working","2018","Employed","higher education","383","0.0758946696274295","0.0684795796365832","0.0833097596182757","5"
"Non-working","2018","Not Employed","in school","544","0.870514067793568","0.844400848301823","0.896627287285314","5"
"Non-working","2018","Employed","inadequately","94","0.166167905673304","0.128085187783209","0.204250623563399","5"
"Non-working","2018","Employed","general elemantary","204","0.115396253615279","0.0994545265315834","0.131337980698975","5"
"Non-working","2018","Employed","middle vocational","745","0.0937232082502189","0.0872316723390102","0.100214744161428","5"
"Non-working","2018","Employed","higher vocational","54","0.0523583326256723","0.0388916163268012","0.0658250489245433","5"
"Non-working","2018","Not Employed","middle vocational","4199","0.971576139733667","0.966724009518056","0.976428269949278","5"
"Non-working","2018","Not Employed","inadequately","1571","0.898070749855097","0.884132331547151","0.912009168163043","5"
"Non-working","2018","Employed","vocational + Abi","139","0.0888970480373509","0.0755669785061348","0.102227117568567","5"
"Non-working","2018","Not Employed","general elemantary","1827","0.926628419187015","0.915562960802325","0.937693877571704","5"
"Other","2018","Not Employed","in school","87","0.127379773424553","0.101448484619991","0.153311062229114","6"
"Other","2018","Not Employed","inadequately","81","0.0333491015307198","0.025077574334298","0.0416206287271415","6"
"Other","2018","Not Employed","general elemantary","168","0.0482250968845061","0.0391331614667896","0.0573170323022227","6"
"Other","2018","Not Employed","middle vocational","137","0.0133768568418736","0.0100225314774581","0.0167311822062892","6"
"Other","2018","Not Employed","vocational + Abi","21","","","","6"
"Other","2018","Not Employed","higher vocational","1","","","","6"
"Other","2018","Not Employed","higher education","68","0.0128763605645347","0.00811304560992247","0.017639675519147","6"
"Other","2018","Employed","in school","33","0.534352510553262","0.414911560370455","0.653793460736069","6"
"Other","2018","Employed","inadequately","71","0.207202992930241","0.165736808784648","0.248669177075833","6"
"Other","2018","Employed","general elemantary","459","0.29002922043271","0.267387665822852","0.312670775042569","6"
"Other","2018","Employed","middle vocational","962","0.122030195453829","0.114739534457988","0.12932085644967","6"
"Other","2018","Employed","vocational + Abi","123","0.0701597453094628","0.0581963847560992","0.0821231058628265","6"
"Other","2018","Employed","higher vocational","43","0.0411024510583799","0.0291000897093932","0.0531048124073666","6"
"Other","2018","Employed","higher education","295","0.0572703964954511","0.0507644764994886","0.0637763164914136","6"
"Part-time","2018","Not Employed","in school","3","","","","2"
"Part-time","2018","Not Employed","inadequately","59","0.0292227237330985","0.0214633092571503","0.0369821382090467","2"
"Part-time","2018","Not Employed","general elemantary","56","0.0133932002807771","0.00851491833666917","0.0182714822248851","2"
"Part-time","2018","Not Employed","middle vocational","82","0.00829456674574657","0.00564642823723002","0.0109427052542631","2"
"Part-time","2018","Not Employed","vocational + Abi","23","","","","2"
"Part-time","2018","Employed","middle vocational","1826","0.201952370885117","0.193010418658316","0.210894323111919","2"
"Part-time","2018","Employed","vocational + Abi","521","0.235413021845815","0.215541381989472","0.255284661702158","2"
"Part-time","2018","Employed","higher vocational","211","0.165858104375803","0.143370921642186","0.188345287109419","2"
"Part-time","2018","Employed","higher education","1124","0.187433976744992","0.176506911400961","0.198361042089023","2"
"Part-time","2018","Employed","general elemantary","286","0.187521369586097","0.168045516731153","0.206997222441041","2"
"Part-time","2018","Not Employed","higher vocational","1","","","","2"
"Part-time","2018","Employed","inadequately","71","0.219662600984279","0.177304709773588","0.26202049219497","2"
"Part-time","2018","Not Employed","higher education","56","0.00831201298947658","0.00447611022034474","0.0121479157586084","2"
"Part-time","2018","Employed","in school","","","","","2"
"Full-time","2019","Not Employed","vocational + Abi","26","","","","1"
"Full-time","2019","Not Employed","higher vocational","26","","","","1"
"Full-time","2019","Not Employed","higher education","125","0.0509132665012314","0.0413929464853489","0.0604335865171139","1"
"Full-time","2019","Employed","in school","","","","","1"
"Full-time","2019","Not Employed","middle vocational","139","0.0192143956276211","0.0151088875337577","0.0233199037214844","1"
"Full-time","2019","Employed","higher education","3651","0.682923697724296","0.67073272326023","0.695114672188362","1"
"Full-time","2019","Employed","inadequately","188","0.393740765496499","0.348346346745608","0.439135184247391","1"
"Full-time","2019","Not Employed","in school","2","","","","1"
"Full-time","2019","Not Employed","inadequately","106","0.0420410860997892","0.0319390504818178","0.0521431217177606","1"
"Full-time","2019","Not Employed","general elemantary","65","0.0127162206527489","0.00756428232150026","0.0178681589839976","1"
"Full-time","2019","Employed","general elemantary","622","0.399316434439248","0.374415241483117","0.424217627395379","1"
"Full-time","2019","Employed","middle vocational","4169","0.583460297949054","0.572274076135654","0.594646519762453","1"
"Full-time","2019","Employed","higher vocational","923","0.723093331512763","0.698177446190085","0.74800921683544","1"
"Full-time","2019","Employed","vocational + Abi","1046","0.61305823335245","0.590700466321954","0.635416000382947","1"
"Non-working","2019","Not Employed","vocational + Abi","369","0.904902065191061","0.877460924311007","0.932343206071115","5"
"Non-working","2019","Not Employed","higher vocational","387","0.916289986601795","0.890203876748993","0.942376096454597","5"
"Non-working","2019","Not Employed","higher education","1772","0.90901500161929","0.896559720447412","0.921470282791167","5"
"Non-working","2019","Employed","in school","22","","","","5"
"Non-working","2019","Employed","inadequately","94","0.153044739022048","0.119593860887674","0.186495617156422","5"
"Non-working","2019","Not Employed","middle vocational","3910","0.939035093558868","0.931879471828673","0.946190715289064","5"
"Non-working","2019","Not Employed","in school","461","0.874443451786192","0.846444452985019","0.902442450587366","5"
"Non-working","2019","Not Employed","inadequately","1275","0.885046638509844","0.868990451915295","0.901102825104394","5"
"Non-working","2019","Employed","higher education","418","0.0779055170149597","0.0708838172417","0.0849272167882194","5"
"Non-working","2019","Employed","middle vocational","656","0.0933240374872937","0.0867236051742154","0.0999244698003721","5"
"Non-working","2019","Employed","general elemantary","195","0.14393171806582","0.126084474762738","0.161778961368902","5"
"Non-working","2019","Not Employed","general elemantary","1551","0.919196916565402","0.90666582585889","0.931728007271914","5"
"Non-working","2019","Employed","vocational + Abi","128","0.0800157302663657","0.0675610482445169","0.0924704122882144","5"
"Non-working","2019","Employed","higher vocational","69","0.0810665523700773","0.0658689415360781","0.0962641632040765","5"
"Other","2019","Not Employed","in school","75","0.124627196416947","0.0967171929336173","0.152537199900277","6"
