"erwst","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Non-working","1993","Not Employed","higher vocational","164","0.946123627015458","0.91257717563235","0.979670078398567","5"
"Non-working","1993","Not Employed","higher education","301","0.943551970377653","0.918499728424592","0.968604212330714","5"
"Non-working","1993","Employed","in school","9","","","","5"
"Non-working","1993","Employed","inadequately","30","0.0930551844358265","0.0614224813960907","0.124687887475562","5"
"Non-working","1993","Employed","general elemantary","170","0.114897617652791","0.0985230220974231","0.131272213208159","5"
"Non-working","1993","Employed","middle vocational","571","0.117479130019701","0.10818835060488","0.126769909434521","5"
"Non-working","1993","Employed","vocational + Abi","44","0.121504155224647","0.0841585203541725","0.158849790095122","5"
"Non-working","1993","Employed","higher vocational","64","0.113033199622032","0.0871076798107809","0.138958719433284","5"
"Non-working","1993","Employed","higher education","101","0.0735375783747433","0.0594245902921515","0.0876505664573351","5"
"Other","1993","Not Employed","vocational + Abi","3","","","","6"
"Other","1993","Employed","vocational + Abi","20","","","","6"
"Other","1993","Employed","higher education","20","","","","6"
"Other","1993","Not Employed","general elemantary","19","","","","6"
"Other","1993","Not Employed","middle vocational","39","0.0121957385744059","0.00748111276546749","0.0169103643833444","6"
"Other","1993","Employed","higher vocational","14","","","","6"
"Other","1993","Not Employed","inadequately","1","","","","6"
"Other","1993","Not Employed","higher vocational","5","","","","6"
"Other","1993","Employed","middle vocational","214","0.0479264245266237","0.0417628582980328","0.0540899907552147","6"
"Other","1993","Not Employed","in school","1","","","","6"
"Other","1993","Not Employed","higher education","7","","","","6"
"Other","1993","Employed","in school","9","","","","6"
"Other","1993","Employed","inadequately","15","","","","6"
"Other","1993","Employed","general elemantary","314","0.214297412639486","0.193227833024423","0.23536699225455","6"
"Part-time","1993","Not Employed","general elemantary","7","","","","2"
"Part-time","1993","Not Employed","higher vocational","2","","","","2"
"Part-time","1993","Not Employed","inadequately","2","","","","2"
"Part-time","1993","Not Employed","middle vocational","14","","","","2"
"Part-time","1993","Not Employed","vocational + Abi","2","","","","2"
"Part-time","1993","Employed","vocational + Abi","24","","","","2"
"Part-time","1993","Employed","higher vocational","51","0.089122787218295","0.0657938433113263","0.112451731125264","2"
"Part-time","1993","Employed","higher education","111","0.0992847897733277","0.0831157020585844","0.115453877488071","2"
"Part-time","1993","Not Employed","in school","","","","","2"
"Part-time","1993","Not Employed","higher education","7","","","","2"
"Part-time","1993","Employed","middle vocational","472","0.111289557937892","0.102215184536169","0.120363931339614","2"
"Part-time","1993","Employed","in school","1","","","","2"
"Part-time","1993","Employed","inadequately","39","0.0869127014615943","0.0562384932443236","0.117586909678865","2"
"Part-time","1993","Employed","general elemantary","177","0.161264095020729","0.142379843575738","0.18014834646572","2"
"Full-time","1994","Not Employed","in school","","","","","1"
"Full-time","1994","Not Employed","inadequately","1","","","","1"
"Full-time","1994","Not Employed","general elemantary","9","","","","1"
"Full-time","1994","Not Employed","middle vocational","30","0.0116677937602056","0.00715584154688727","0.0161797459735239","1"
"Full-time","1994","Not Employed","vocational + Abi","3","","","","1"
"Full-time","1994","Not Employed","higher vocational","3","","","","1"
"Full-time","1994","Not Employed","higher education","14","","","","1"
"Full-time","1994","Employed","in school","","","","","1"
"Full-time","1994","Employed","inadequately","211","0.691353112806171","0.639426234940026","0.743279990672315","1"
"Full-time","1994","Employed","general elemantary","683","0.484355848900003","0.457251821682155","0.511459876117852","1"
"Full-time","1994","Employed","middle vocational","3215","0.719784503483605","0.706544616528538","0.733024390438671","1"
"Full-time","1994","Employed","vocational + Abi","206","0.691019752028133","0.637373887271139","0.744665616785128","1"
"Full-time","1994","Employed","higher vocational","450","0.792689200801362","0.759023866829058","0.826354534773666","1"
"Full-time","1994","Employed","higher education","1083","0.80248114578813","0.780921871356884","0.824040420219375","1"
"Non-working","1994","Not Employed","in school","222","0.992368977447027","0.980947464992253","1.0037904899018","5"
"Non-working","1994","Not Employed","inadequately","249","0.97112789136489","0.950575826302445","0.991679956427334","5"
"Non-working","1994","Not Employed","general elemantary","1183","0.988943585676772","0.983051781319185","0.99483539003436","5"
"Non-working","1994","Not Employed","middle vocational","2094","0.972729832391742","0.965886641312226","0.979573023471258","5"
"Non-working","1994","Not Employed","vocational + Abi","103","0.910672854838448","0.856881914525701","0.964463795151196","5"
"Non-working","1994","Not Employed","higher vocational","192","0.972384953064318","0.949731100480648","0.995038805647988","5"
"Non-working","1994","Not Employed","higher education","322","0.954490740930101","0.932530060913762","0.97645142094644","5"
"Non-working","1994","Employed","in school","7","","","","5"
"Non-working","1994","Employed","inadequately","41","0.133889037813814","0.0956091569754141","0.172168918652213","5"
"Non-working","1994","Employed","general elemantary","194","0.157065416193775","0.1373314798269","0.17679935256065","5"
"Non-working","1994","Employed","middle vocational","522","0.115683996553049","0.10625474242617","0.125113250679928","5"
"Non-working","1994","Employed","vocational + Abi","33","0.0945077951339496","0.0605451244069732","0.128470465860926","5"
"Non-working","1994","Employed","higher vocational","40","0.0725088420822064","0.0509725532372995","0.0940451309271132","5"
"Non-working","1994","Employed","higher education","78","0.0665703118568145","0.053071562180363","0.080069061533266","5"
"Other","1994","Not Employed","inadequately","3","","","","6"
"Other","1994","Not Employed","general elemantary","14","","","","6"
"Other","1994","Employed","vocational + Abi","20","","","","6"
"Other","1994","Employed","higher vocational","20","","","","6"
"Other","1994","Not Employed","middle vocational","37","0.0110707377740652","0.00667441529388452","0.0154670602542458","6"
"Other","1994","Not Employed","vocational + Abi","2","","","","6"
"Other","1994","Employed","higher education","29","","","","6"
"Other","1994","Not Employed","in school","1","","","","6"
"Other","1994","Not Employed","higher vocational","3","","","","6"
"Other","1994","Employed","middle vocational","219","0.0473169367554112","0.0410577272381926","0.0535761462726299","6"
"Other","1994","Not Employed","higher education","8","","","","6"
"Other","1994","Employed","in school","9","","","","6"
"Other","1994","Employed","inadequately","17","","","","6"
"Other","1994","Employed","general elemantary","273","0.21026629722889","0.188165818960354","0.232366775497427","6"
"Part-time","1994","Not Employed","inadequately","2","","","","2"
"Part-time","1994","Not Employed","general elemantary","4","","","","2"
"Part-time","1994","Not Employed","in school","","","","","2"
"Part-time","1994","Not Employed","middle vocational","15","","","","2"
"Part-time","1994","Not Employed","vocational + Abi","","","","","2"
"Part-time","1994","Employed","higher education","120","0.0966747913194939","0.0806721699447722","0.112677412694216","2"
"Part-time","1994","Not Employed","higher vocational","3","","","","2"
"Part-time","1994","Employed","vocational + Abi","26","","","","2"
"Part-time","1994","Employed","higher vocational","47","0.0916720207671512","0.0677079694007628","0.11563607213354","2"
"Part-time","1994","Not Employed","higher education","2","","","","2"
"Part-time","1994","Employed","middle vocational","464","0.117214563207935","0.107731354184591","0.126697772231279","2"
"Part-time","1994","Employed","in school","1","","","","2"
"Part-time","1994","Employed","inadequately","35","0.0957706036881905","0.0626905106310661","0.128850696745315","2"
"Part-time","1994","Employed","general elemantary","156","0.148312437677331","0.129036947029698","0.167587928324964","2"
"Full-time","1995","Not Employed","vocational + Abi","3","","","","1"
"Full-time","1995","Not Employed","higher vocational","4","","","","1"
"Full-time","1995","Not Employed","higher education","11","","","","1"
"Full-time","1995","Employed","in school","1","","","","1"
"Full-time","1995","Employed","inadequately","188","0.668472141475833","0.612933504061724","0.724010778889941","1"
"Full-time","1995","Not Employed","in school","","","","","1"
"Full-time","1995","Not Employed","inadequately","1","","","","1"
"Full-time","1995","Not Employed","general elemantary","14","","","","1"
"Full-time","1995","Not Employed","middle vocational","52","0.0169196430666288","0.0116024310300065","0.022236855103251","1"
"Full-time","1995","Employed","general elemantary","683","0.502040291581029","0.474498155056227","0.529582428105832","1"
"Full-time","1995","Employed","middle vocational","3242","0.716599373461809","0.703426711264546","0.729772035659072","1"
"Full-time","1995","Employed","vocational + Abi","250","0.690396924865292","0.641891821487802","0.738902028242781","1"
"Full-time","1995","Employed","higher vocational","464","0.777543956333205","0.743520633626523","0.811567279039888","1"
"Full-time","1995","Employed","higher education","1140","0.790375263045829","0.76900771746106","0.811742808630598","1"
"Non-working","1995","Not Employed","vocational + Abi","124","0.942365319279979","0.902303745313868","0.98242689324609","5"
"Non-working","1995","Not Employed","higher vocational","180","0.975389872852567","0.953417474845754","0.997362270859379","5"
"Non-working","1995","Not Employed","higher education","348","0.948090101179496","0.925454876732636","0.970725325626356","5"
"Non-working","1995","Employed","in school","2","","","","5"
"Non-working","1995","Employed","inadequately","38","0.134526520037327","0.0942710978020911","0.174781942272563","5"
"Non-working","1995","Not Employed","in school","272","0.965125118747576","0.943520013578744","0.986730223916409","5"
"Non-working","1995","Not Employed","inadequately","259","0.998912676798515","0.994906736183402","1.00291861741363","5"
"Non-working","1995","Not Employed","general elemantary","1209","0.982064010934052","0.974706589253024","0.989421432615081","5"
"Non-working","1995","Not Employed","middle vocational","2160","0.966650941101667","0.959248575996952","0.974053306206382","5"
"Non-working","1995","Employed","general elemantary","148","0.130796834331084","0.112223473144418","0.149370195517749","5"
"Non-working","1995","Employed","middle vocational","479","0.10192953101539","0.0930857055998958","0.110773356430883","5"
"Non-working","1995","Employed","vocational + Abi","43","0.127793445534664","0.0927667360451656","0.162820155024163","5"
"Non-working","1995","Employed","higher vocational","39","0.0909435514410939","0.0674215904336782","0.11446551244851","5"
"Non-working","1995","Employed","higher education","67","0.0575610377439514","0.04533438358898","0.0697876918989227","5"
"Other","1995","Not Employed","inadequately","","","","","6"
"Other","1995","Not Employed","general elemantary","24","","","","6"
"Other","1995","Not Employed","middle vocational","27","","","","6"
"Other","1995","Not Employed","vocational + Abi","2","","","","6"
"Other","1995","Employed","vocational + Abi","22","","","","6"
"Other","1995","Employed","higher vocational","17","","","","6"
"Other","1995","Employed","higher education","30","0.0293385393504219","0.0204798424705031","0.0381972362303408","6"
"Other","1995","Not Employed","in school","5","","","","6"
"Other","1995","Not Employed","higher vocational","3","","","","6"
"Other","1995","Employed","middle vocational","251","0.0552594411294905","0.0485807022482019","0.0619381800107791","6"
"Other","1995","Not Employed","higher education","7","","","","6"
"Other","1995","Employed","in school","7","","","","6"
"Other","1995","Employed","inadequately","17","","","","6"
"Other","1995","Employed","general elemantary","302","0.243938563251346","0.220282089299503","0.26759503720319","6"
"Part-time","1995","Not Employed","inadequately","","","","","2"
"Part-time","1995","Not Employed","general elemantary","3","","","","2"
"Part-time","1995","Employed","vocational + Abi","34","0.109754660790109","0.0769601076329522","0.142549213947265","2"
"Part-time","1995","Employed","higher vocational","54","0.100090556086727","0.0755384868230586","0.124642625350395","2"
"Part-time","1995","Employed","higher education","157","0.122725159859798","0.105500472636532","0.139949847083064","2"
"Part-time","1995","Not Employed","in school","","","","","2"
"Part-time","1995","Not Employed","middle vocational","21","","","","2"
"Part-time","1995","Not Employed","vocational + Abi","1","","","","2"
"Part-time","1995","Not Employed","higher vocational","4","","","","2"
"Part-time","1995","Employed","middle vocational","524","0.126211654393311","0.116504592618167","0.135918716168455","2"
"Part-time","1995","Not Employed","higher education","3","","","","2"
"Part-time","1995","Employed","in school","","","","","2"
"Part-time","1995","Employed","inadequately","33","0.096137815479877","0.0613608420767567","0.130914788882997","2"
"Part-time","1995","Employed","general elemantary","133","0.123224310836541","0.105118262024937","0.141330359648144","2"
"Full-time","1996","Not Employed","vocational + Abi","1","","","","1"
"Full-time","1996","Not Employed","higher vocational","4","","","","1"
"Full-time","1996","Not Employed","higher education","7","","","","1"
"Full-time","1996","Employed","in school","","","","","1"
"Full-time","1996","Employed","inadequately","165","0.67884934603805","0.620854483310075","0.736844208766026","1"
"Full-time","1996","Not Employed","in school","","","","","1"
"Full-time","1996","Not Employed","inadequately","2","","","","1"
"Full-time","1996","Not Employed","general elemantary","10","","","","1"
"Full-time","1996","Not Employed","middle vocational","34","0.0098483353610161","0.00571443417253963","0.0139822365494926","1"
"Full-time","1996","Employed","general elemantary","613","0.477525144674159","0.449381118534883","0.505669170813434","1"
"Full-time","1996","Employed","middle vocational","3134","0.704129079223211","0.690724590106426","0.717533568339996","1"
"Full-time","1996","Employed","vocational + Abi","255","0.67491315361324","0.626459725216416","0.723366582010064","1"
"Full-time","1996","Employed","higher vocational","463","0.775957096624402","0.742256011967325","0.809658181281479","1"
"Full-time","1996","Employed","higher education","1136","0.775267215483278","0.753526422022005","0.79700800894455","1"
"Non-working","1996","Not Employed","vocational + Abi","113","0.942570977694759","0.900768949540704","0.984373005848813","5"
"Non-working","1996","Not Employed","higher vocational","174","0.952410191798498","0.921480087010032","0.983340296586963","5"
"Non-working","1996","Not Employed","higher education","340","0.96958246986763","0.951692862421782","0.987472077313479","5"
"Non-working","1996","Employed","in school","9","","","","5"
"Non-working","1996","Not Employed","in school","274","0.983656816948946","0.9687254925173","0.998588141380593","5"
"Non-working","1996","Not Employed","inadequately","244","0.991992603940592","0.980877859372685","1.0031073485085","5"
"Non-working","1996","Not Employed","general elemantary","1162","0.978418900311308","0.97019386631594","0.986643934306677","5"
"Non-working","1996","Not Employed","middle vocational","2112","0.976645536710823","0.970323147227269","0.982967926194377","5"
"Non-working","1996","Employed","inadequately","32","0.0977561896408357","0.0608684107713712","0.1346439685103","5"
"Non-working","1996","Employed","general elemantary","161","0.137937794450333","0.11850808316576","0.157367505734906","5"
"Non-working","1996","Employed","middle vocational","523","0.109500286291237","0.100329691504173","0.118670881078301","5"
"Non-working","1996","Employed","vocational + Abi","45","0.131639344320031","0.0966654663071805","0.166613222332882","5"
"Non-working","1996","Employed","higher vocational","42","0.0713754332062579","0.0505663047593504","0.0921845616531654","5"
"Non-working","1996","Employed","higher education","99","0.0677007500703586","0.0546152334944088","0.0807862666463083","5"
"Other","1996","Not Employed","inadequately","1","","","","6"
"Other","1996","Not Employed","general elemantary","20","","","","6"
"Other","1996","Not Employed","middle vocational","25","","","","6"
"Other","1996","Not Employed","vocational + Abi","5","","","","6"
"Other","1996","Not Employed","in school","2","","","","6"
"Other","1996","Not Employed","higher vocational","2","","","","6"
"Other","1996","Employed","middle vocational","232","0.0499747501488347","0.0435756946838896","0.0563738056137797","6"
"Other","1996","Employed","vocational + Abi","15","","","","6"
"Other","1996","Employed","higher vocational","16","","","","6"
"Other","1996","Employed","higher education","28","","","","6"
"Other","1996","Not Employed","higher education","3","","","","6"
"Other","1996","Employed","in school","7","","","","6"
"Other","1996","Employed","inadequately","17","","","","6"
"Other","1996","Employed","general elemantary","298","0.254861863792384","0.230307638922728","0.279416088662041","6"
"Part-time","1996","Not Employed","inadequately","","","","","2"
"Part-time","1996","Not Employed","vocational + Abi","","","","","2"
"Part-time","1996","Not Employed","in school","1","","","","2"
"Part-time","1996","Employed","higher education","153","0.125186143914279","0.107949511421869","0.14242277640669","2"
"Part-time","1996","Not Employed","general elemantary","7","","","","2"
"Part-time","1996","Not Employed","middle vocational","21","","","","2"
"Part-time","1996","Not Employed","higher vocational","2","","","","2"
"Part-time","1996","Employed","middle vocational","565","0.136395884336718","0.126316570467137","0.146475198206299","2"
"Part-time","1996","Employed","vocational + Abi","44","0.141294821074935","0.105263015143218","0.177326627006651","2"
"Part-time","1996","Employed","higher vocational","67","0.120752479582485","0.0944156779393727","0.147089281225597","2"
"Part-time","1996","Not Employed","higher education","4","","","","2"
"Part-time","1996","Employed","in school","1","","","","2"
"Part-time","1996","Employed","inadequately","35","0.143325164879722","0.099802282723694","0.18684804703575","2"
"Part-time","1996","Employed","general elemantary","138","0.129675197083124","0.110746333366127","0.148604060800122","2"
"Full-time","1997","Not Employed","vocational + Abi","1","","","","1"
"Full-time","1997","Not Employed","higher vocational","","","","","1"
"Full-time","1997","Not Employed","higher education","8","","","","1"
"Full-time","1997","Employed","in school","2","","","","1"
"Full-time","1997","Employed","inadequately","142","0.668828734932745","0.606638737932248","0.731018731933241","1"
"Full-time","1997","Employed","higher education","1161","0.800820137701865","0.779981237692652","0.821659037711079","1"
"Full-time","1997","Not Employed","in school","","","","","1"
"Full-time","1997","Not Employed","inadequately","2","","","","1"
"Full-time","1997","Not Employed","general elemantary","6","","","","1"
"Full-time","1997","Not Employed","middle vocational","27","","","","1"
"Full-time","1997","Employed","general elemantary","585","0.507893499469449","0.478897978435474","0.536889020503425","1"
"Full-time","1997","Employed","middle vocational","3014","0.691807543042211","0.67798057341094","0.705634512673482","1"
"Full-time","1997","Employed","vocational + Abi","249","0.665329720325239","0.615392074341713","0.715267366308766","1"
"Full-time","1997","Employed","higher vocational","460","0.779627446352239","0.745952345060247","0.813302547644232","1"
"Non-working","1997","Not Employed","vocational + Abi","110","0.97888013900422","0.952601101357245","1.0051591766512","5"
"Non-working","1997","Not Employed","higher vocational","178","0.986058074976493","0.968976755244121","1.00313939470886","5"
"Non-working","1997","Not Employed","higher education","348","0.97688471529104","0.961447509989361","0.992321920592719","5"
"Non-working","1997","Employed","in school","4","","","","5"
"Non-working","1997","Not Employed","in school","300","0.990382068957217","0.979374616117903","1.00138952179653","5"
"Non-working","1997","Not Employed","inadequately","243","0.985935509850187","0.971279744549512","1.00059127515086","5"
"Non-working","1997","Not Employed","general elemantary","1183","0.986846180202744","0.980421296068743","0.993271064336746","5"
"Non-working","1997","Not Employed","middle vocational","2161","0.974396518447709","0.967843847346437","0.980949189548982","5"
"Non-working","1997","Employed","inadequately","33","0.158724661927982","0.11043790534386","0.207011418512104","5"
"Non-working","1997","Employed","higher education","76","0.0552809320812419","0.0433568871677724","0.0672049769947114","5"
"Non-working","1997","Employed","vocational + Abi","35","0.116924463197434","0.0829186902814054","0.150930236113462","5"
"Non-working","1997","Employed","higher vocational","44","0.0704124513470946","0.049627142609714","0.0911977600844751","5"
"Non-working","1997","Employed","general elemantary","135","0.11291887627782","0.0945627945851093","0.131274957970531","5"
"Non-working","1997","Employed","middle vocational","523","0.123583821406151","0.113728759356803","0.1334388834555","5"
"Other","1997","Not Employed","middle vocational","28","","","","6"
"Other","1997","Not Employed","vocational + Abi","2","","","","6"
"Other","1997","Not Employed","inadequately","2","","","","6"
"Other","1997","Not Employed","general elemantary","15","","","","6"
"Other","1997","Not Employed","in school","2","","","","6"
"Other","1997","Not Employed","higher vocational","2","","","","6"
"Other","1997","Employed","middle vocational","219","0.0498704839766878","0.043352150782629","0.0563888171707466","6"
"Other","1997","Employed","vocational + Abi","19","","","","6"
"Other","1997","Employed","higher vocational","13","","","","6"
"Other","1997","Employed","higher education","26","","","","6"
"Other","1997","Not Employed","higher education","6","","","","6"
"Other","1997","Employed","in school","8","","","","6"
"Other","1997","Employed","inadequately","14","","","","6"
"Other","1997","Employed","general elemantary","284","0.23594698420566","0.211321544065573","0.260572424345746","6"
"Part-time","1997","Not Employed","inadequately","1","","","","2"
"Part-time","1997","Not Employed","vocational + Abi","2","","","","2"
"Part-time","1997","Not Employed","in school","","","","","2"
"Part-time","1997","Not Employed","general elemantary","4","","","","2"
"Part-time","1997","Not Employed","middle vocational","16","","","","2"
"Part-time","1997","Employed","higher education","148","0.118606844072387","0.101736486170096","0.135477201974677","2"
"Part-time","1997","Not Employed","higher vocational","1","","","","2"
"Part-time","1997","Employed","middle vocational","528","0.13473815157495","0.124513643317639","0.14496265983226","2"
"Part-time","1997","Employed","vocational + Abi","40","0.164401511196713","0.125177432047467","0.203625590345959","2"
"Part-time","1997","Employed","higher vocational","65","0.123148076005901","0.09645100947084","0.149845142540963","2"
"Part-time","1997","Not Employed","higher education","2","","","","2"
"Part-time","1997","Employed","in school","","","","","2"
"Part-time","1997","Employed","inadequately","31","0.112181836173377","0.0704795335333858","0.153884138813368","2"
"Part-time","1997","Employed","general elemantary","138","0.143240640047071","0.122922797315451","0.163558482778691","2"
"Full-time","1998","Not Employed","vocational + Abi","1","","","","1"
"Full-time","1998","Not Employed","higher vocational","4","","","","1"
"Full-time","1998","Not Employed","higher education","19","","","","1"
"Full-time","1998","Employed","in school","3","","","","1"
"Full-time","1998","Employed","inadequately","129","0.635673563077338","0.570739992945538","0.700607133209137","1"
"Full-time","1998","Employed","higher education","1232","0.784169761225454","0.763669276712676","0.804670245738233","1"
"Full-time","1998","Not Employed","in school","","","","","1"
"Full-time","1998","Not Employed","inadequately","3","","","","1"
"Full-time","1998","Not Employed","general elemantary","7","","","","1"
"Full-time","1998","Not Employed","middle vocational","18","","","","1"
"Full-time","1998","Employed","general elemantary","584","0.481984699300613","0.453736954766734","0.510232443834492","1"
"Full-time","1998","Employed","middle vocational","3238","0.69935029401252","0.686015009107601","0.71268557891744","1"
"Full-time","1998","Employed","vocational + Abi","284","0.708492155815728","0.663155750257055","0.753828561374401","1"
"Full-time","1998","Employed","higher vocational","492","0.779892567185631","0.747332323723475","0.812452810647788","1"
"Non-working","1998","Not Employed","vocational + Abi","118","0.893575736182246","0.839730308651897","0.947421163712595","5"
"Non-working","1998","Not Employed","higher vocational","199","0.982386729228516","0.964423859090521","1.00034959936651","5"
"Non-working","1998","Not Employed","higher education","407","0.943542869688186","0.92177848287924","0.965307256497132","5"
"Non-working","1998","Employed","in school","4","","","","5"
"Non-working","1998","Not Employed","middle vocational","2461","0.983602819655195","0.978640471374637","0.988565167935754","5"
"Non-working","1998","Employed","inadequately","28","","","","5"
"Non-working","1998","Employed","higher education","104","0.0642499827039685","0.0520314413338123","0.0764685240741248","5"
"Non-working","1998","Not Employed","in school","316","0.994109840311982","0.985686212286404","1.00253346833756","5"
"Non-working","1998","Not Employed","inadequately","234","0.974503862054729","0.95443591713208","0.994571806977378","5"
"Non-working","1998","Not Employed","general elemantary","1328","0.983013296040008","0.976143044823093","0.989883547256923","5"
"Non-working","1998","Employed","general elemantary","157","0.139752046186845","0.120150660732625","0.159353431641065","5"
"Non-working","1998","Employed","middle vocational","464","0.100907279118671","0.0921476036849587","0.109666954552384","5"
"Non-working","1998","Employed","vocational + Abi","32","0.0868591389306397","0.05876400627569","0.114954271585589","5"
"Non-working","1998","Employed","higher vocational","41","0.0661541725430265","0.0466211653129044","0.0856871797731486","5"
"Other","1998","Not Employed","middle vocational","23","","","","6"
"Other","1998","Not Employed","vocational + Abi","2","","","","6"
"Other","1998","Employed","middle vocational","250","0.0528561957976104","0.0463492013119564","0.0593631902832645","6"
"Other","1998","Employed","vocational + Abi","27","","","","6"
"Other","1998","Employed","higher vocational","15","","","","6"
"Other","1998","Employed","higher education","28","","","","6"
"Other","1998","Not Employed","inadequately","","","","","6"
"Other","1998","Not Employed","general elemantary","15","","","","6"
"Other","1998","Not Employed","in school","1","","","","6"
"Other","1998","Not Employed","higher vocational","2","","","","6"
"Other","1998","Not Employed","higher education","6","","","","6"
"Other","1998","Employed","in school","10","","","","6"
"Other","1998","Employed","inadequately","25","","","","6"
"Other","1998","Employed","general elemantary","332","0.255804481954716","0.231138781274919","0.280470182634513","6"
"Part-time","1998","Not Employed","inadequately","","","","","2"
"Part-time","1998","Not Employed","middle vocational","14","","","","2"
"Part-time","1998","Employed","middle vocational","590","0.146886231071198","0.136591416098705","0.157181046043691","2"
"Part-time","1998","Employed","vocational + Abi","43","0.141664211028618","0.106877519757928","0.176450902299307","2"
"Part-time","1998","Employed","higher vocational","74","0.123167897767753","0.0973417349906258","0.148994060544881","2"
"Part-time","1998","Employed","higher education","183","0.134178978558756","0.117194225467759","0.151163731649754","2"
"Part-time","1998","Not Employed","general elemantary","9","","","","2"
"Part-time","1998","Not Employed","vocational + Abi","5","","","","2"
"Part-time","1998","Not Employed","in school","","","","","2"
"Part-time","1998","Not Employed","higher education","","","","","2"
"Part-time","1998","Employed","in school","","","","","2"
"Part-time","1998","Employed","inadequately","29","","","","2"
"Part-time","1998","Employed","general elemantary","129","0.122458772557826","0.103926675215081","0.140990869900571","2"
"Part-time","1998","Not Employed","higher vocational","1","","","","2"
"Full-time","1999","Not Employed","vocational + Abi","3","","","","1"
"Full-time","1999","Not Employed","higher vocational","3","","","","1"
"Full-time","1999","Not Employed","higher education","9","","","","1"
"Full-time","1999","Employed","in school","4","","","","1"
"Full-time","1999","Employed","inadequately","124","0.625094737253664","0.558170450401387","0.69201902410594","1"
"Full-time","1999","Employed","higher education","1258","0.792711268596595","0.772498341392566","0.812924195800625","1"
"Full-time","1999","Not Employed","in school","","","","","1"
"Full-time","1999","Not Employed","inadequately","1","","","","1"
"Full-time","1999","Employed","general elemantary","558","0.461408976301656","0.433037736040723","0.48978021656259","1"
"Full-time","1999","Employed","middle vocational","3207","0.689319436625481","0.675969398832716","0.702669474418246","1"
"Full-time","1999","Not Employed","general elemantary","10","","","","1"
"Full-time","1999","Not Employed","middle vocational","25","","","","1"
"Full-time","1999","Employed","vocational + Abi","281","0.660064782072741","0.613817423921662","0.70631214022382","1"
"Full-time","1999","Employed","higher vocational","490","0.7659657800622","0.73287803781479","0.799053522309609","1"
"Non-working","1999","Not Employed","vocational + Abi","100","0.954613604932854","0.915173972705136","0.994053237160572","5"
"Non-working","1999","Not Employed","higher vocational","189","0.987266787525635","0.97148945849465","1.00304411655662","5"
"Non-working","1999","Not Employed","higher education","404","0.956582801944846","0.937230373421718","0.975935230467973","5"
"Non-working","1999","Employed","in school","20","","","","5"
"Non-working","1999","Not Employed","middle vocational","2281","0.97609715163973","0.96992408758835","0.98227021569111","5"
"Non-working","1999","Employed","inadequately","23","","","","5"
"Non-working","1999","Employed","higher education","71","0.0516648858481897","0.0406275946182134","0.062702177078166","5"
"Non-working","1999","Not Employed","in school","271","0.970213539143563","0.950157892571703","0.990269185715423","5"
"Non-working","1999","Not Employed","inadequately","222","0.97107115046935","0.94926764768529","0.99287465325341","5"
"Non-working","1999","Not Employed","general elemantary","1251","0.987003959066247","0.98078728667589","0.993220631456603","5"
"Non-working","1999","Employed","general elemantary","135","0.111287173867082","0.0933889874400324","0.129185360294131","5"
"Non-working","1999","Employed","middle vocational","501","0.107911774512268","0.0989611464297262","0.11686240259481","5"
"Non-working","1999","Employed","vocational + Abi","45","0.121948826300477","0.0900007808043095","0.153896871796644","5"
"Non-working","1999","Employed","higher vocational","42","0.0649356992235484","0.0456788483458341","0.0841925501012627","5"
"Other","1999","Not Employed","inadequately","3","","","","6"
"Other","1999","Not Employed","general elemantary","8","","","","6"
"Other","1999","Not Employed","middle vocational","30","0.00964517304055869","0.00569532984064607","0.0135950162404713","6"
"Other","1999","Not Employed","vocational + Abi","2","","","","6"
"Other","1999","Employed","middle vocational","314","0.0652988064553001","0.0581718482628192","0.072425764647781","6"
"Other","1999","Employed","vocational + Abi","29","","","","6"
"Other","1999","Employed","higher vocational","17","","","","6"
"Other","1999","Employed","higher education","41","0.0379953481153274","0.0284621712773424","0.0475285249533125","6"
"Other","1999","Not Employed","in school","5","","","","6"
"Other","1999","Not Employed","higher vocational","2","","","","6"
"Other","1999","Not Employed","higher education","9","","","","6"
"Other","1999","Employed","in school","18","","","","6"
"Other","1999","Employed","inadequately","24","","","","6"
"Other","1999","Employed","general elemantary","350","0.301254056533427","0.275142554902563","0.32736555816429","6"
"Part-time","1999","Not Employed","inadequately","1","","","","2"
"Part-time","1999","Not Employed","general elemantary","6","","","","2"
"Part-time","1999","Not Employed","middle vocational","16","","","","2"
"Part-time","1999","Not Employed","vocational + Abi","2","","","","2"
"Part-time","1999","Employed","middle vocational","594","0.137469982406951","0.127536392230973","0.14740357258293","2"
"Part-time","1999","Employed","vocational + Abi","48","0.125353490374781","0.0930253988353335","0.157681581914228","2"
"Part-time","1999","Employed","higher vocational","80","0.13117577304055","0.104793297405563","0.157558248675537","2"
"Part-time","1999","Employed","higher education","175","0.117628497439888","0.101564047459687","0.133692947420088","2"
"Part-time","1999","Not Employed","in school","","","","","2"
"Part-time","1999","Not Employed","higher vocational","","","","","2"
"Part-time","1999","Not Employed","higher education","4","","","","2"
"Part-time","1999","Employed","in school","3","","","","2"
"Part-time","1999","Employed","inadequately","30","0.11187915181523","0.0683018157852897","0.15545648784517","2"
"Part-time","1999","Employed","general elemantary","143","0.126049793297835","0.107160306445467","0.144939280150203","2"
