"erwst","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Other","2004","Employed","Female","904","0.15121850452477","0.142406071115442","0.160030937934097","6"
"Other","2004","Not Employed","Male","43","0.0117510709450526","0.0080558073445653","0.0154463345455399","6"
"Part-time","2004","Not Employed","Male","6","","","","2"
"Part-time","2004","Employed","Male","208","0.0337490595251711","0.0295668408691435","0.0379312781811986","2"
"Part-time","2004","Not Employed","Female","27","","","","2"
"Part-time","2004","Employed","Female","1950","0.293336548417121","0.282137404352795","0.304535692481446","2"
"Full-time","2005","Not Employed","Male","30","0.00686666290617331","0.00400186959654711","0.00973145621579952","1"
"Full-time","2005","Not Employed","Female","20","","","","1"
"Full-time","2005","Employed","Female","2590","0.415906862131658","0.403566502747654","0.428247221515663","1"
"Full-time","2005","Employed","Male","5361","0.775687230291268","0.76573991842099","0.785634542161545","1"
"Non-working","2005","Not Employed","Male","3113","0.974462370419195","0.968989823698879","0.97993491713951","5"
"Non-working","2005","Employed","Female","768","0.136760714807368","0.128158010571334","0.145363419043403","5"
"Non-working","2005","Not Employed","Female","4642","0.984511990550126","0.980995538449396","0.988028442650857","5"
"Non-working","2005","Employed","Male","684","0.11075154958757","0.103267754656473","0.118235344518667","5"
"Other","2005","Not Employed","Female","50","0.00845003120108827","0.00584338038467994","0.0110566820174966","6"
"Other","2005","Employed","Female","914","0.15513665581791","0.146072253788167","0.164201057847653","6"
"Other","2005","Not Employed","Male","40","0.0156238989584129","0.0113216861279882","0.0199261117888376","6"
"Other","2005","Employed","Male","504","0.0783114838217298","0.0719046976577699","0.0847182699856897","6"
"Part-time","2005","Not Employed","Male","9","","","","2"
"Part-time","2005","Employed","Male","206","0.0352497362994327","0.0308520848642055","0.0396473877346599","2"
"Part-time","2005","Not Employed","Female","25","","","","2"
"Part-time","2005","Employed","Female","1856","0.292195767243063","0.280809476983789","0.303582057502336","2"
"Full-time","2006","Not Employed","Male","40","0.0147150514862455","0.0108017955051106","0.0186283074673804","1"
"Full-time","2006","Not Employed","Female","22","","","","1"
"Full-time","2006","Employed","Female","2692","0.418065846542095","0.406022053239607","0.430109639844583","1"
"Full-time","2006","Employed","Male","5576","0.779166705570199","0.769476341869989","0.788857069270409","1"
"Non-working","2006","Not Employed","Male","3484","0.956253496886388","0.949606359879145","0.962900633893631","5"
"Non-working","2006","Employed","Female","760","0.128052784021805","0.119893658104315","0.136211909939295","5"
"Non-working","2006","Not Employed","Female","5102","0.974434059093915","0.970169039230408","0.978699078957422","5"
"Non-working","2006","Employed","Male","691","0.103912533401654","0.0967839739414283","0.111041092861879","5"
"Other","2006","Employed","Male","540","0.0808211439531645","0.0744538468060043","0.0871884411003246","6"
"Other","2006","Employed","Female","962","0.159644470353655","0.15070086769057","0.168588073016741","6"
"Other","2006","Not Employed","Male","99","0.0255004743475841","0.0203772734533415","0.0306236752418267","6"
"Other","2006","Not Employed","Female","100","0.0160098633805149","0.0126182751020665","0.0194014516589633","6"
"Part-time","2006","Not Employed","Male","14","","","","2"
"Part-time","2006","Not Employed","Female","37","0.00691108348379922","0.00467245988744656","0.00914970708015188","2"
"Part-time","2006","Employed","Male","232","0.036099617074983","0.0317418904458786","0.0404573437040873","2"
"Part-time","2006","Employed","Female","2029","0.294236899082445","0.283109797134579","0.305364001030311","2"
"Full-time","2007","Not Employed","Male","35","0.0120662902605712","0.00842514746780433","0.0157074330533381","1"
"Full-time","2007","Not Employed","Female","27","","","","1"
"Full-time","2007","Employed","Male","5303","0.794889136161729","0.785105343434699","0.804672928888758","1"
"Full-time","2007","Employed","Female","2521","0.418860140461192","0.406447494417141","0.431272786505243","1"
"Non-working","2007","Not Employed","Male","3322","0.960929588238983","0.954467740781544","0.967391435696422","5"
"Non-working","2007","Not Employed","Female","4711","0.962146102391171","0.956801510916225","0.967490693866117","5"
"Non-working","2007","Employed","Male","506","0.0856899377267153","0.078907726769651","0.0924721486837796","5"
"Non-working","2007","Employed","Female","684","0.116214594048819","0.108151656984679","0.12427753111296","5"
"Other","2007","Not Employed","Male","92","0.0249608175643024","0.0197581346056817","0.0301635005229231","6"
"Other","2007","Employed","Male","504","0.0784182425067673","0.0719044320360583","0.0849320529774764","6"
"Other","2007","Employed","Female","855","0.153685993115283","0.144612543528807","0.16275944270176","6"
"Other","2007","Not Employed","Female","110","0.021456864767315","0.0173988668486904","0.0255148626859397","6"
"Part-time","2007","Not Employed","Female","50","0.0127506272129272","0.00960854236691415","0.0158927120589402","2"
"Part-time","2007","Employed","Male","230","0.0410026836047888","0.0361978929760739","0.0458074742335036","2"
"Part-time","2007","Not Employed","Male","5","","","","2"
"Part-time","2007","Employed","Female","2009","0.311239272374706","0.299590748181376","0.322887796568036","2"
"Full-time","2008","Not Employed","Male","30","0.0156316199451846","0.0113377671346447","0.0199254727557245","1"
"Full-time","2008","Not Employed","Female","32","0.00742156290921231","0.00492797445750107","0.00991515136092355","1"
"Full-time","2008","Employed","Female","2482","0.429521834163844","0.41672724618421","0.442316422143478","1"
"Full-time","2008","Employed","Male","4984","0.796132163069542","0.786087024418145","0.806177301720939","1"
"Non-working","2008","Not Employed","Male","3078","0.954503424369418","0.947289951006212","0.961716897732623","5"
"Non-working","2008","Employed","Male","494","0.0824029882591828","0.075546741031576","0.0892592354867896","5"
"Non-working","2008","Not Employed","Female","4382","0.964576626814229","0.95920620995516","0.969947043673298","5"
"Non-working","2008","Employed","Female","550","0.0985905832537895","0.0908852232914075","0.106295943216172","5"
"Other","2008","Not Employed","Male","91","0.0278991074459847","0.0221985522162664","0.0335996626757031","6"
"Other","2008","Employed","Male","490","0.0852968455242463","0.078332255331709","0.0922614357167836","6"
"Other","2008","Employed","Female","836","0.160554021953373","0.15106500681122","0.170043037095526","6"
"Other","2008","Not Employed","Female","106","0.02189544783062","0.017643732006345","0.0261471636548949","6"
"Part-time","2008","Not Employed","Female","31","0.00610636244593861","0.00384299055656696","0.00836973433531026","2"
"Part-time","2008","Employed","Male","211","0.0361680031470288","0.0315126575273045","0.0408233487667532","2"
"Part-time","2008","Not Employed","Male","7","","","","2"
"Part-time","2008","Employed","Female","1882","0.311333560628993","0.299365284583806","0.323301836674181","2"
"Full-time","2009","Not Employed","Male","24","","","","1"
"Full-time","2009","Not Employed","Female","15","","","","1"
"Full-time","2009","Employed","Female","2357","0.428546207662378","0.415443917909391","0.441648497415366","1"
"Full-time","2009","Employed","Male","4592","0.787350674926177","0.776789143919789","0.797912205932566","1"
"Non-working","2009","Not Employed","Male","2924","0.969466256023203","0.963316785055653","0.975615726990753","5"
"Non-working","2009","Employed","Male","502","0.0873505810967821","0.0800627942478876","0.0946383679456766","5"
"Non-working","2009","Not Employed","Female","3971","0.968969006472678","0.963666445673171","0.974271567272185","5"
"Non-working","2009","Employed","Female","551","0.112355380608924","0.103994070870461","0.120716690347386","5"
"Other","2009","Not Employed","Male","53","0.0190576796652575","0.0141707270945429","0.0239446322359721","6"
"Other","2009","Not Employed","Female","92","0.019889188224459","0.0156196688127187","0.0241587076361992","6"
"Other","2009","Employed","Male","458","0.0881099466627794","0.0807935965391438","0.0954262967864149","6"
"Other","2009","Employed","Female","828","0.165075167797084","0.155245872683702","0.174904462910466","6"
"Part-time","2009","Employed","Male","214","0.0371887973142612","0.0323046651641069","0.0420729294644155","2"
"Part-time","2009","Not Employed","Female","30","0.00791611664464581","0.00520615488068305","0.0106260784086086","2"
"Part-time","2009","Not Employed","Male","6","","","","2"
"Part-time","2009","Employed","Female","1744","0.294023243931614","0.281960562865216","0.306085924998012","2"
"Full-time","2010","Not Employed","Male","39","0.00975479604745773","0.0063643112714563","0.0131452808234592","1"
"Full-time","2010","Not Employed","Female","43","0.00738440642185452","0.00513985593422788","0.00962895690948115","1"
"Full-time","2010","Employed","Female","2596","0.424154278916253","0.413122745107502","0.435185812725004","1"
"Full-time","2010","Employed","Male","6345","0.775190053942504","0.765986322099999","0.784393785785008","1"
"Non-working","2010","Not Employed","Male","3064","0.961751868650496","0.955135526459096","0.968368210841896","5"
"Non-working","2010","Employed","Male","652","0.0951057760865772","0.088638007763138","0.101573544410016","5"
"Non-working","2010","Not Employed","Female","5270","0.966024146548294","0.961274511784658","0.97077378131193","5"
"Non-working","2010","Employed","Female","1287","0.109301208898428","0.102336566600012","0.116265851196844","5"
"Other","2010","Not Employed","Male","110","0.0253632668582035","0.0199394463196832","0.0307870873967238","6"
"Other","2010","Not Employed","Female","163","0.0172943529752294","0.0138765665432909","0.0207121394071678","6"
"Other","2010","Employed","Male","567","0.088104350806877","0.0818551662682036","0.0943535353455504","6"
"Other","2010","Employed","Female","1240","0.169018858174003","0.160653509107747","0.177384207240259","6"
"Part-time","2010","Not Employed","Female","113","0.00929709405462208","0.00678100292343027","0.0118131851858139","2"
"Part-time","2010","Employed","Male","339","0.0415998191640421","0.0371976040054208","0.0460020343226634","2"
"Part-time","2010","Not Employed","Male","15","","","","2"
"Part-time","2010","Employed","Female","2587","0.297525654011316","0.287320998566042","0.30773030945659","2"
"Full-time","2011","Not Employed","Female","44","0.00497776310354287","0.00328614069331197","0.00666938551377377","1"
"Full-time","2011","Not Employed","Male","42","0.0140590050814892","0.0104294558402787","0.0176885543226998","1"
"Full-time","2011","Employed","Female","3350","0.446211017817243","0.436045001298364","0.456377034336122","1"
"Full-time","2011","Employed","Male","7392","0.784724767384585","0.776296743472057","0.793152791297113","1"
"Non-working","2011","Not Employed","Male","3883","0.96141534267018","0.955477717411497","0.967352967928863","5"
"Non-working","2011","Employed","Male","751","0.0908780583396159","0.0849840515048817","0.0967720651743501","5"
"Non-working","2011","Not Employed","Female","6219","0.964046554963483","0.959571594699233","0.968521515227733","5"
"Non-working","2011","Employed","Female","1080","0.112938322582412","0.106465315444323","0.119411329720501","5"
"Other","2011","Not Employed","Male","109","0.0201980855810342","0.0158612377684697","0.0245349333935987","6"
"Other","2011","Not Employed","Female","236","0.0224142725840251","0.0188562420129027","0.0259723031551475","6"
"Other","2011","Employed","Male","613","0.0814642042584371","0.0758549968596019","0.0870734116572723","6"
"Other","2011","Employed","Female","1352","0.14535620568345","0.138148154342251","0.152564257024649","6"
"Part-time","2011","Not Employed","Female","150","0.00856140934894917","0.00634691046625066","0.0107759082316477","2"
"Part-time","2011","Employed","Male","380","0.0429329700173622","0.0387763847890745","0.0470895552456499","2"
"Part-time","2011","Not Employed","Male","8","","","","2"
"Part-time","2011","Employed","Female","3403","0.295494453916895","0.286163514151106","0.304825393682683","2"
"Full-time","2012","Not Employed","Female","62","0.00777260002699891","0.0055957556914048","0.00994944436259301","1"
"Full-time","2012","Not Employed","Male","106","0.025700262380789","0.0208601695656643","0.0305403551959138","1"
"Full-time","2012","Employed","Female","3347","0.436289487057483","0.426135311002704","0.446443663112262","1"
"Full-time","2012","Employed","Male","6985","0.782734962884078","0.774096288421186","0.79137363734697","1"
"Non-working","2012","Not Employed","Male","3863","0.954073777974744","0.947671125069452","0.960476430880035","5"
"Non-working","2012","Not Employed","Female","5853","0.962730159655602","0.958034791381716","0.967425527929488","5"
"Non-working","2012","Employed","Male","670","0.0853473604626324","0.0794945027932482","0.0912002181320165","5"
"Non-working","2012","Employed","Female","1034","0.111248115852405","0.1048098953445","0.11768633636031","5"
"Other","2012","Not Employed","Female","213","0.0198124160062849","0.0163581011210238","0.023266730891546","6"
"Other","2012","Employed","Male","692","0.0869835544058023","0.0810801478241235","0.092886960987481","6"
"Other","2012","Employed","Female","1377","0.148720909151628","0.141435545296348","0.156006273006909","6"
"Other","2012","Not Employed","Male","120","0.0167213979157751","0.0127993472150975","0.0206434486164527","6"
"Part-time","2012","Not Employed","Male","17","","","","2"
"Part-time","2012","Employed","Female","3405","0.303741487938484","0.294325485450024","0.313157490426944","2"
"Part-time","2012","Not Employed","Female","124","0.00968482431111408","0.00725725746910186","0.0121123911531263","2"
"Part-time","2012","Employed","Male","407","0.0449341222474875","0.0405945230955999","0.0492737213993751","2"
"Full-time","2013","Not Employed","Female","659","0.0398919511572444","0.0356625115082028","0.0441213908062859","1"
"Full-time","2013","Not Employed","Male","1504","0.140588595417457","0.131920977845871","0.149256212989043","1"
"Full-time","2013","Employed","Female","3104","0.424954987486749","0.414615512466025","0.435294462507474","1"
"Full-time","2013","Employed","Male","6414","0.781697430157186","0.772718494142817","0.790676366171554","1"
"Non-working","2013","Not Employed","Male","4193","0.809651286461821","0.799862065822745","0.819440507100897","5"
"Non-working","2013","Not Employed","Female","6358","0.882775051270654","0.875822964422948","0.889727138118359","5"
"Non-working","2013","Employed","Male","635","0.0837609484990487","0.0777394954713168","0.0897824015267807","5"
"Non-working","2013","Employed","Female","940","0.103862719724721","0.0974816539653038","0.110243785484139","5"
"Other","2013","Not Employed","Female","590","0.0421353252139726","0.0377936694022888","0.0464769810256564","6"
"Other","2013","Employed","Male","694","0.0895688089339864","0.083361861404552","0.0957757564634208","6"
"Other","2013","Employed","Female","1403","0.153778645689881","0.146233526432126","0.161323764947636","6"
"Other","2013","Not Employed","Male","359","0.036458027759026","0.0317843792922021","0.04113167622585","6"
"Part-time","2013","Not Employed","Male","122","0.0133020903616957","0.0104453143532072","0.0161588663701841","2"
"Part-time","2013","Employed","Female","3334","0.317403647098648","0.307668017541413","0.327139276655883","2"
"Part-time","2013","Not Employed","Female","618","0.0351976723581292","0.0312151678037348","0.0391801769125236","2"
"Part-time","2013","Employed","Male","388","0.0449728124097792","0.0404681836861701","0.0494774411333884","2"
"Full-time","2014","Not Employed","Male","161","0.0324550054240725","0.0270315055467925","0.0378785053013525","1"
"Full-time","2014","Not Employed","Female","77","0.00766035093358674","0.00542842546026061","0.00989227640691286","1"
"Full-time","2014","Employed","Male","6741","0.765843169789807","0.756932473197471","0.774753866382144","1"
"Full-time","2014","Employed","Female","3265","0.414527940422661","0.404428874016205","0.424627006829116","1"
"Non-working","2014","Not Employed","Male","3730","0.934382538593144","0.926804177833064","0.941960899353224","5"
"Non-working","2014","Not Employed","Female","5422","0.955094935652059","0.949793467990208","0.960396403313911","5"
"Non-working","2014","Employed","Male","692","0.0808925677699698","0.0751550272051","0.0866301083348396","5"
"Non-working","2014","Employed","Female","992","0.108041957542521","0.101678111395496","0.114405803689546","5"
"Other","2014","Not Employed","Female","235","0.0225726142007928","0.018770209265807","0.0263750191357786","6"
"Other","2014","Employed","Male","802","0.0984962350641653","0.0922260276550088","0.104766442473322","6"
"Other","2014","Employed","Female","1566","0.16537792433021","0.157761783978391","0.17299406468203","6"
"Other","2014","Not Employed","Male","188","0.0292311100230732","0.02407545576875","0.0343867642773965","6"
"Part-time","2014","Not Employed","Male","22","","","","2"
"Part-time","2014","Not Employed","Female","128","0.0146720992135609","0.0115941482131742","0.0177500502139477","2"
"Part-time","2014","Employed","Male","441","0.0547680273760575","0.0499803919659135","0.0595556627862015","2"
"Part-time","2014","Employed","Female","3318","0.312052177704609","0.302553949592201","0.321550405817017","2"
"Full-time","2015","Not Employed","Male","601","0.0574386255141728","0.0507087971210358","0.0641684539073098","1"
"Full-time","2015","Not Employed","Female","275","0.0195202784173242","0.0160923848790908","0.0229481719555575","1"
"Full-time","2015","Employed","Male","6222","0.763789053533403","0.754525307065081","0.773052800001725","1"
"Full-time","2015","Employed","Female","3031","0.414033666016037","0.403615733976883","0.424451598055192","1"
"Non-working","2015","Not Employed","Male","3700","0.899756046515308","0.891069670374668","0.908442422655948","5"
"Non-working","2015","Not Employed","Female","5429","0.93320088819526","0.927014489163145","0.939387287227375","5"
"Non-working","2015","Employed","Male","680","0.0828527914766779","0.0768407352611422","0.0888648476922137","5"
"Non-working","2015","Employed","Female","950","0.10261687958298","0.0961984953863999","0.10903526377956","5"
"Other","2015","Not Employed","Female","357","0.0342660552202104","0.0297586581597212","0.0387734522806997","6"
"Other","2015","Employed","Male","746","0.100442282314362","0.0938865269488492","0.106998037679874","6"
"Other","2015","Employed","Female","1338","0.149294073720642","0.141756381974743","0.156831765466541","6"
"Other","2015","Not Employed","Male","223","0.033402075914211","0.0282050269359963","0.0385991248924257","6"
"Part-time","2015","Not Employed","Male","68","0.00940325205630798","0.00661177129490186","0.0121947328177141","2"
"Part-time","2015","Not Employed","Female","196","0.0130127781672058","0.0102047219913881","0.0158208343430235","2"
"Part-time","2015","Employed","Male","428","0.0529158726755579","0.0480334295124199","0.0577983158386959","2"
"Part-time","2015","Employed","Female","3268","0.334055380680341","0.324079398782724","0.344031362577957","2"
"Full-time","2016","Not Employed","Male","211","0.0165484785008481","0.0134288646622488","0.0196680923394473","1"
"Full-time","2016","Not Employed","Female","47","0.00658616000276217","0.00466489325802214","0.0085074267475022","1"
"Full-time","2016","Employed","Male","5965","0.762880567846067","0.753434588991282","0.772326546700852","1"
"Full-time","2016","Employed","Female","3078","0.426898940241677","0.41630747471208","0.437490405771274","1"
"Non-working","2016","Not Employed","Male","5765","0.943651377258718","0.938012498372918","0.949290256144518","5"
"Non-working","2016","Not Employed","Female","6403","0.956362474556975","0.951510173427192","0.961214775686757","5"
"Non-working","2016","Employed","Male","635","0.079033116334967","0.0730412560243093","0.0850249766456246","5"
"Non-working","2016","Employed","Female","856","0.102581248468024","0.0960842992364835","0.109078197699565","5"
"Other","2016","Not Employed","Female","251","0.0257020644520095","0.0219433760900769","0.0294607528139422","6"
"Other","2016","Employed","Male","729","0.0972045729145616","0.0906253720893082","0.103783773739815","6"
"Other","2016","Employed","Female","1275","0.14239071390636","0.134907925164357","0.149873502648362","6"
"Other","2016","Not Employed","Male","332","0.0306958157825457","0.0264777343622438","0.0349138972028475","6"
"Part-time","2016","Not Employed","Male","116","0.00910432845788789","0.00678168124779122","0.0114269756679846","2"
"Part-time","2016","Not Employed","Female","108","0.0113493009882536","0.00883329065902769","0.0138653113174795","2"
"Part-time","2016","Employed","Male","459","0.0608817429044045","0.0555712014930443","0.0661922843157646","2"
"Part-time","2016","Employed","Female","3169","0.328129097383939","0.318074997361077","0.338183197406801","2"
"Full-time","2017","Not Employed","Male","339","0.0215119981351142","0.0181224516998451","0.0249015445703834","1"
"Full-time","2017","Not Employed","Female","62","0.00983202578763945","0.00760493274957435","0.0120591188257046","1"
"Full-time","2017","Employed","Female","3510","0.419992740524707","0.409999813207246","0.429985667842168","1"
"Full-time","2017","Employed","Male","6846","0.763679718440236","0.754878993683644","0.772480443196828","1"
"Non-working","2017","Not Employed","Male","6180","0.938624037315279","0.933016548005853","0.944231526624705","5"
"Non-working","2017","Not Employed","Female","7073","0.94959032255743","0.944651908305073","0.954528736809788","5"
"Non-working","2017","Employed","Male","724","0.0815624666601995","0.0758924765685314","0.0872324567518676","5"
"Non-working","2017","Employed","Female","924","0.0982546198448321","0.0922280030862954","0.104281236603369","5"
"Other","2017","Not Employed","Male","388","0.0324766279121571","0.0283352996421931","0.0366179561821212","6"
"Other","2017","Not Employed","Female","283","0.0285093885793422","0.0247529553493115","0.032265821809373","6"
"Other","2017","Employed","Male","833","0.0963826845495482","0.0902689849729819","0.102496384126114","6"
"Other","2017","Employed","Female","1352","0.149002267232513","0.141792591002956","0.15621194346207","6"
"Part-time","2017","Not Employed","Male","131","0.00738733663744961","0.00538675024487017","0.00938792303002905","2"
"Part-time","2017","Not Employed","Female","122","0.0120682630755879","0.00960365270784918","0.0145328734433266","2"
"Part-time","2017","Employed","Male","548","0.0583751303500159","0.053518162773399","0.0632320979266327","2"
"Part-time","2017","Employed","Female","3585","0.332750372397948","0.323210148499933","0.342290596295964","2"
"Full-time","2018","Not Employed","Male","368","0.0224138437182273","0.0186456806850845","0.0261820067513701","1"
"Full-time","2018","Not Employed","Female","68","0.00744496377778846","0.00539273045098673","0.00949719710459019","1"
"Full-time","2018","Employed","Male","6536","0.758336627995239","0.749422729955856","0.767250526034622","1"
"Full-time","2018","Employed","Female","3409","0.419377309493499","0.409261498574595","0.429493120412404","1"
"Non-working","2018","Not Employed","Male","5053","0.937511503168241","0.931350061588731","0.943672944747752","5"
"Non-working","2018","Not Employed","Female","6297","0.960836488245437","0.95620539313649","0.965467583354383","5"
"Non-working","2018","Employed","Male","779","0.0775804325774949","0.0720102224051382","0.0831506427498516","5"
"Non-working","2018","Employed","Female","959","0.103193656355903","0.0969573552971656","0.10942995741464","5"
"Other","2018","Not Employed","Male","348","0.0307123227121881","0.0263201776990475","0.0351044677253286","6"
"Other","2018","Not Employed","Female","237","0.0204765613265665","0.017095492027632","0.023857630625501","6"
"Other","2018","Employed","Male","889","0.0950660909189631","0.0889587455595947","0.101173436278331","6"
"Other","2018","Employed","Female","1304","0.142084541897808","0.134927280170898","0.149241803624719","6"
"Part-time","2018","Not Employed","Female","138","0.0112419866502085","0.00872497814257491","0.013758995157842","2"
"Part-time","2018","Employed","Female","3469","0.335344492252789","0.325666280288802","0.345022704216776","2"
"Part-time","2018","Not Employed","Male","159","0.00936233040134329","0.00691076550318645","0.0118138952995001","2"
"Part-time","2018","Employed","Male","656","0.0690168485083027","0.0637387231229537","0.0742949738936518","2"
"Full-time","2019","Not Employed","Male","390","0.0400111316382406","0.0347377647955894","0.0452844984808918","1"
"Full-time","2019","Not Employed","Female","133","0.0169195810855274","0.0137282992532992","0.0201108629177556","1"
"Full-time","2019","Employed","Male","7272","0.760668422514015","0.752139952195476","0.769196892832554","1"
"Full-time","2019","Employed","Female","3506","0.417420752003132","0.407238350472744","0.42760315353352","1"
"Non-working","2019","Not Employed","Male","4470","0.907592027005049","0.899799747426133","0.915384306583965","5"
"Non-working","2019","Not Employed","Female","5667","0.930864140334969","0.924586872378292","0.937141408291646","5"
"Non-working","2019","Employed","Male","767","0.0799901205964813","0.074567766586683","0.0854124746062797","5"
"Non-working","2019","Employed","Female","903","0.110458516452099","0.1039860709617","0.116930961942498","5"
"Other","2019","Not Employed","Male","327","0.0408421299028795","0.0355165892203819","0.0461676705853771","6"
"Other","2019","Not Employed","Female","321","0.0321883089309954","0.0278209353133645","0.0365556825486263","6"
"Other","2019","Employed","Male","844","0.0839947439055247","0.078450421398992","0.0895390664120573","6"
"Other","2019","Employed","Female","1131","0.121361161487587","0.11461850932731","0.128103813647864","6"
"Part-time","2019","Not Employed","Male","119","0.0115547114538312","0.00867916532809356","0.0144302575795689","2"
"Part-time","2019","Not Employed","Female","153","0.0200279696485084","0.0165613903723179","0.0234945489246988","2"
"Part-time","2019","Employed","Female","3470","0.350759570057182","0.340906008401355","0.36061313171301","2"
"Part-time","2019","Employed","Male","732","0.075346712983979","0.0700708311356121","0.0806225948323459","2"
