"erwst","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Non-working","1998","Part Time","Urban Area","389","0.198528237052184","0.180695144832689","0.216361329271678"
"Other","1998","Full Time","Rural Area","124","0.0513353580810719","0.041914782404381","0.0607559337577629"
"Other","1998","Full Time","Urban Area","186","0.0393989034220613","0.033292505808242","0.0455053010358806"
"Other","1998","Not Working","Rural Area","22","","",""
"Other","1998","Not Working","Urban Area","31","0.00767645987427376","0.0048336948228478","0.0105192249256997"
"Other","1998","Part Time","Rural Area","161","0.150833666873929","0.128182826697734","0.173484507050123"
"Other","1998","Part Time","Urban Area","277","0.135505061145477","0.120203688740582","0.150806433550372"
"Part-time","1998","Full Time","Rural Area","46","0.0234706242830351","0.0170078682092436","0.0299333803568266"
"Part-time","1998","Full Time","Urban Area","85","0.0226119966618684","0.0179456775866399","0.0272783157370969"
"Part-time","1998","Not Working","Rural Area","8","","",""
"Part-time","1998","Not Working","Urban Area","21","","",""
"Part-time","1998","Part Time","Rural Area","281","0.350555894813741","0.320357190190316","0.380754599437167"
"Part-time","1998","Part Time","Urban Area","673","0.3834682621457","0.361730550119997","0.405205974171403"
"Full-time","1999","Full Time","Rural Area","1792","0.875406613186918","0.861120765231975","0.889692461141861"
"Full-time","1999","Full Time","Urban Area","3415","0.901849266648489","0.89238723571585","0.911311297581128"
"Full-time","1999","Not Working","Rural Area","12","","",""
"Full-time","1999","Not Working","Urban Area","41","0.00854813568528897","0.00539665146554179","0.0116996199050361"
"Full-time","1999","Part Time","Rural Area","277","0.292006558169068","0.263611622057088","0.320401494281047"
"Full-time","1999","Part Time","Urban Area","524","0.253034459143307","0.233807196116075","0.272261722170539"
"Non-working","1999","Full Time","Rural Area","87","0.0401059761432928","0.031618671210728","0.0485932810758576"
"Non-working","1999","Full Time","Urban Area","119","0.0342178605904807","0.0284364126162765","0.0399993085646849"
"Non-working","1999","Not Working","Rural Area","1637","0.97369007367262","0.966059188367558","0.981320958977682"
"Non-working","1999","Not Working","Urban Area","3186","0.978137893156663","0.973131906766633","0.983143879546692"
"Non-working","1999","Part Time","Rural Area","223","0.217846610657652","0.19206848447145","0.243624736843855"
"Non-working","1999","Part Time","Urban Area","427","0.213131742129526","0.195020325132635","0.231243159126417"
"Other","1999","Full Time","Rural Area","113","0.0459967252568494","0.0369353940343096","0.0550580564793893"
"Other","1999","Full Time","Urban Area","178","0.0406169345499713","0.0343389505212618","0.0468949185786809"
"Other","1999","Not Working","Rural Area","30","0.0146680949151161","0.00893640262123753","0.0203997872089947"
"Other","1999","Not Working","Urban Area","33","0.00844303540684213","0.00531081902721345","0.0115752517864708"
"Other","1999","Part Time","Rural Area","184","0.181600902125817","0.157525610993773","0.20567619325786"
"Other","1999","Part Time","Urban Area","369","0.20159864766746","0.18385545418027","0.219341841154649"
"Part-time","1999","Full Time","Rural Area","61","0.0384906854129395","0.0301690595417876","0.0468123112840913"
"Part-time","1999","Full Time","Urban Area","86","0.023315938211059","0.0185166800837669","0.0281151963383511"
"Part-time","1999","Not Working","Rural Area","11","","",""
"Part-time","1999","Not Working","Urban Area","18","","",""
"Part-time","1999","Part Time","Rural Area","301","0.308545929047463","0.279700861847155","0.33739099624777"
"Part-time","1999","Part Time","Urban Area","644","0.332235151059707","0.311404064853538","0.353066237265876"
"Full-time","2000","Full Time","Rural Area","3069","0.872565529961891","0.861590108402173","0.883540951521609"
"Full-time","2000","Full Time","Urban Area","5855","0.896747343965174","0.889379953755725","0.904114734174623"
"Full-time","2000","Not Working","Rural Area","35","0.010102035419398","0.00656525708200081","0.0136388137567951"
"Full-time","2000","Not Working","Urban Area","53","0.00880111485945155","0.00643740532416659","0.0111648243947365"
"Full-time","2000","Part Time","Rural Area","356","0.220779294976999","0.200992690029529","0.240565899924468"
"Full-time","2000","Part Time","Urban Area","717","0.213118615849487","0.199369852811241","0.226867378887732"
"Non-working","2000","Full Time","Rural Area","147","0.0405020845421511","0.0340136574188423","0.0469905116654599"
"Non-working","2000","Full Time","Urban Area","208","0.0305679493807805","0.0264000248477475","0.0347358739138136"
"Non-working","2000","Not Working","Rural Area","2981","0.9754108768053","0.969933488865027","0.980888264745573"
"Non-working","2000","Not Working","Urban Area","5822","0.970779506198912","0.966517157898245","0.975041854499579"
"Non-working","2000","Part Time","Rural Area","464","0.260712450785469","0.239768941579899","0.28165595999104"
"Non-working","2000","Part Time","Urban Area","799","0.226505045180591","0.212452144379302","0.240557945981879"
"Other","2000","Full Time","Rural Area","208","0.0520215461213157","0.0447123504811885","0.0593307417614428"
"Other","2000","Full Time","Urban Area","287","0.0392850787950494","0.0345813844870409","0.043988773103058"
"Other","2000","Not Working","Rural Area","35","0.00898502381583905","0.00564762653408438","0.0123224210975937"
"Other","2000","Not Working","Urban Area","75","0.0125242236384835","0.00970983873393823","0.0153386085430288"
"Other","2000","Part Time","Rural Area","323","0.190398037186737","0.171668420923284","0.209127653450191"
"Other","2000","Part Time","Urban Area","590","0.182151695636939","0.169193298490732","0.195110092783145"
"Part-time","2000","Full Time","Rural Area","122","0.0349108393746423","0.0288693698407552","0.0409523089085294"
"Part-time","2000","Full Time","Urban Area","203","0.0333996278589958","0.029049296879216","0.0377499588387757"
"Part-time","2000","Not Working","Rural Area","20","","",""
"Part-time","2000","Not Working","Urban Area","48","0.00789515530315279","0.00565538241067694","0.0101349281956286"
"Part-time","2000","Part Time","Rural Area","545","0.328110217050795","0.305711622652205","0.350508811449385"
"Part-time","2000","Part Time","Urban Area","1302","0.378224643332984","0.361943310232954","0.394505976433013"
"Full-time","2001","Full Time","Rural Area","2731","0.871540152847685","0.859847955621246","0.883232350074124"
"Full-time","2001","Full Time","Urban Area","5307","0.891260614353341","0.883343129824409","0.899178098882273"
"Full-time","2001","Not Working","Rural Area","21","","",""
"Full-time","2001","Not Working","Urban Area","47","0.0084530868468711","0.00599550467046533","0.0109106690232769"
"Full-time","2001","Part Time","Rural Area","316","0.208885002278514","0.188834259552345","0.228935745004683"
"Full-time","2001","Part Time","Urban Area","660","0.200317572129358","0.186578494057233","0.214056650201484"
"Non-working","2001","Full Time","Rural Area","126","0.0450975298017197","0.0378460837988338","0.0523489758046055"
"Non-working","2001","Full Time","Urban Area","182","0.0309757212287951","0.0265694678116584","0.0353819746459319"
"Non-working","2001","Not Working","Rural Area","2729","0.976299869373402","0.970673651776253","0.981926086970551"
"Non-working","2001","Not Working","Urban Area","5181","0.974827610679671","0.970622573108332","0.979032648251011"
"Non-working","2001","Part Time","Rural Area","445","0.278847776422719","0.256729356837811","0.300966196007626"
"Non-working","2001","Part Time","Urban Area","768","0.240049353666741","0.225387723655224","0.254710983678258"
"Other","2001","Full Time","Rural Area","191","0.0515924733767042","0.0438628309806343","0.0593221157727742"
"Other","2001","Full Time","Urban Area","269","0.0422658251201444","0.037148905479532","0.0473827447607569"
"Other","2001","Not Working","Rural Area","44","0.0124448879409328","0.00834449284703689","0.0165452830348286"
"Other","2001","Not Working","Urban Area","61","0.00966967920507266","0.00704280170321102","0.0122965567069343"
"Other","2001","Part Time","Rural Area","297","0.179174128436689","0.160258525259283","0.198089731614094"
"Other","2001","Part Time","Urban Area","621","0.200032141792924","0.186300405566002","0.213763878019847"
"Part-time","2001","Full Time","Rural Area","98","0.0317698439738911","0.0256411833158508","0.0378985046319314"
"Part-time","2001","Full Time","Urban Area","181","0.0354978392977195","0.0307919252534328","0.0402037533420061"
"Part-time","2001","Not Working","Rural Area","14","","",""
"Part-time","2001","Not Working","Urban Area","42","0.00704962326838478","0.00480372295013581","0.00929552358663375"
"Part-time","2001","Part Time","Rural Area","521","0.333093092862079","0.30984579676031","0.356340388963847"
"Part-time","2001","Part Time","Urban Area","1211","0.359600932410976","0.343127843555108","0.376074021266845"
"Full-time","2002","Full Time","Rural Area","2773","0.870601153198465","0.858948310571544","0.882253995825387"
"Full-time","2002","Full Time","Urban Area","5730","0.887969423834876","0.880246991172462","0.895691856497289"
"Full-time","2002","Not Working","Rural Area","27","","",""
"Full-time","2002","Not Working","Urban Area","35","0.00720850748341008","0.00496972719038633","0.00944728777643382"
"Full-time","2002","Part Time","Rural Area","309","0.176634174681154","0.158283219128877","0.194985130233432"
"Full-time","2002","Part Time","Urban Area","697","0.190125125895699","0.177296274493968","0.202953977297431"
"Non-working","2002","Full Time","Rural Area","120","0.0383930895488562","0.0317222210739831","0.0450639580237293"
"Non-working","2002","Full Time","Urban Area","211","0.0325490055144288","0.0282042015193508","0.0368938095095068"
"Non-working","2002","Not Working","Rural Area","2747","0.975797974270317","0.970130082351481","0.981465866189154"
"Non-working","2002","Not Working","Urban Area","5351","0.977418274382337","0.973486590741891","0.981349958022784"
"Non-working","2002","Part Time","Rural Area","475","0.298072020927785","0.276061426016626","0.320082615838944"
"Non-working","2002","Part Time","Urban Area","833","0.257770923296587","0.243470628181977","0.272071218411197"
"Other","2002","Full Time","Rural Area","195","0.0614715665186195","0.0531324908075701","0.0698106422296689"
"Other","2002","Full Time","Urban Area","274","0.0495378996661544","0.04422510494014","0.0548506943921689"
"Other","2002","Not Working","Rural Area","39","0.0131804977787805","0.00897419517530859","0.0173868003822523"
"Other","2002","Not Working","Urban Area","65","0.0105641121820686","0.00785847158593742","0.0132697527781997"
"Other","2002","Part Time","Rural Area","308","0.179843041705411","0.161362265644471","0.198323817766352"
"Other","2002","Part Time","Urban Area","674","0.189141427215961","0.17633803818141","0.201944816250511"
"Part-time","2002","Full Time","Rural Area","99","0.0295341907340593","0.0236564595953165","0.035411921872802"
"Part-time","2002","Full Time","Urban Area","193","0.0299436709845412","0.0257707723297868","0.0341165696392957"
"Part-time","2002","Not Working","Rural Area","11","","",""
"Part-time","2002","Not Working","Urban Area","34","0.00480910595218422","0.00297828807473795","0.00663992382963049"
"Part-time","2002","Part Time","Rural Area","567","0.34545076268565","0.322569017943405","0.368332507427894"
"Part-time","2002","Part Time","Urban Area","1390","0.362962523591752","0.347241803371464","0.37868324381204"
"Full-time","2003","Full Time","Rural Area","2583","0.865195336862835","0.852970535263321","0.87742013846235"
"Full-time","2003","Full Time","Urban Area","5284","0.887777195378918","0.87974692291519","0.895807467842646"
"Full-time","2003","Not Working","Rural Area","20","","",""
"Full-time","2003","Not Working","Urban Area","20","","",""
"Full-time","2003","Part Time","Rural Area","282","0.185300999386117","0.166203038416191","0.204398960356044"
"Full-time","2003","Part Time","Urban Area","682","0.201190918011694","0.188012782425362","0.214369053598025"
"Non-working","2003","Full Time","Rural Area","113","0.0385913514387441","0.0316963988723242","0.045486304005164"
"Non-working","2003","Full Time","Urban Area","190","0.0315654366357135","0.0271172933299606","0.0360135799414664"
"Non-working","2003","Not Working","Rural Area","2688","0.977474822701092","0.971941026602135","0.983008618800049"
"Non-working","2003","Not Working","Urban Area","5346","0.9807012943827","0.977051204331058","0.984351384434342"
"Non-working","2003","Part Time","Rural Area","448","0.288837893010237","0.266560676949149","0.311115109071325"
"Non-working","2003","Part Time","Urban Area","851","0.249323914523922","0.23510270459872","0.263545124449125"
"Other","2003","Full Time","Rural Area","183","0.053741501968664","0.0456692990038649","0.061813704933463"
"Other","2003","Full Time","Urban Area","272","0.0489206771992557","0.0434329523319876","0.0544084020665237"
"Other","2003","Not Working","Rural Area","50","0.0159085870430797","0.0112423179572735","0.0205748561288859"
"Other","2003","Not Working","Urban Area","60","0.0108486398145452","0.00810017529079143","0.013597104338299"
"Other","2003","Part Time","Rural Area","298","0.186413870028846","0.167271733552698","0.205556006504994"
"Other","2003","Part Time","Urban Area","645","0.186603930102881","0.173797156963093","0.199410703242668"
"Part-time","2003","Full Time","Rural Area","119","0.0424718097297564","0.0352531188543214","0.0496905006051915"
"Part-time","2003","Full Time","Urban Area","189","0.031736690786113","0.0272768917712069","0.0361964898010192"
"Part-time","2003","Not Working","Rural Area","4","","",""
"Part-time","2003","Not Working","Urban Area","31","0.00461643464637553","0.00281789633658922","0.00641497295616185"
"Part-time","2003","Part Time","Rural Area","562","0.3394472375748","0.316172251769859","0.362722223379741"
"Part-time","2003","Part Time","Urban Area","1377","0.362881237361503","0.347075282301358","0.378687192421649"
"Full-time","2004","Full Time","Rural Area","2445","0.863974296081501","0.851326044705155","0.876622547457847"
"Full-time","2004","Full Time","Urban Area","5054","0.888064120086396","0.879848093756725","0.896280146416067"
"Full-time","2004","Not Working","Rural Area","16","","",""
"Full-time","2004","Not Working","Urban Area","30","0.00489461987388765","0.00304396040962867","0.00674527933814663"
"Full-time","2004","Part Time","Rural Area","301","0.165873710938617","0.147721246599382","0.184026175277853"
"Full-time","2004","Part Time","Urban Area","689","0.214744704436522","0.200980053289525","0.228509355583518"
"Non-working","2004","Full Time","Rural Area","107","0.0415573288750256","0.0341939614934412","0.0489206962566101"
"Non-working","2004","Full Time","Urban Area","160","0.0299422779554844","0.025501120108839","0.0343834358021298"
"Non-working","2004","Not Working","Rural Area","2696","0.982192699082838","0.97725789812433","0.987127500041345"
"Non-working","2004","Not Working","Urban Area","5345","0.979505404704565","0.97574828023958","0.98326252916955"
"Non-working","2004","Part Time","Rural Area","421","0.308043185297859","0.285512406411193","0.330573964184526"
"Non-working","2004","Part Time","Urban Area","737","0.225020370318092","0.211022737347252","0.239018003288932"
"Other","2004","Full Time","Rural Area","163","0.0560021006010268","0.0475189484006096","0.0644852528014441"
"Other","2004","Full Time","Urban Area","244","0.0464374386693349","0.0409538644473236","0.0519210128913462"
"Other","2004","Not Working","Rural Area","34","0.010125667647018","0.00638994946146165","0.0138613858325743"
"Other","2004","Not Working","Urban Area","68","0.0115867994587151","0.0087489882195618","0.0144246106978684"
"Other","2004","Part Time","Rural Area","343","0.196756518259925","0.177355743360686","0.216157293159165"
"Other","2004","Part Time","Urban Area","689","0.212231423112148","0.198525676122392","0.225937170101905"
"Part-time","2004","Full Time","Rural Area","107","0.0384662744424465","0.0313706289407718","0.0455619199441211"
"Part-time","2004","Full Time","Urban Area","199","0.0355561632887848","0.0307305677463337","0.0403817588312359"
"Part-time","2004","Not Working","Rural Area","13","","",""
"Part-time","2004","Not Working","Urban Area","20","","",""
"Part-time","2004","Part Time","Rural Area","548","0.329326585503598","0.306391527193122","0.352261643814074"
"Part-time","2004","Part Time","Urban Area","1304","0.348003502133238","0.332036882501042","0.363970121765434"
"Full-time","2005","Full Time","Rural Area","2308","0.861022273181014","0.847836756254702","0.874207790107326"
"Full-time","2005","Full Time","Urban Area","4783","0.875076075475535","0.866264870281522","0.883887280669548"
"Full-time","2005","Not Working","Rural Area","29","","",""
"Full-time","2005","Not Working","Urban Area","21","","",""
"Full-time","2005","Part Time","Rural Area","268","0.184115819796249","0.164889044590801","0.203342595001698"
"Full-time","2005","Part Time","Urban Area","592","0.18495527421417","0.171645683164396","0.198264865263945"
"Non-working","2005","Full Time","Rural Area","104","0.0442662179652862","0.0364261100015711","0.0521063259290012"
"Non-working","2005","Full Time","Urban Area","173","0.0342950141669043","0.0294451750682495","0.0391448532655592"
"Non-working","2005","Not Working","Rural Area","2595","0.972686856679093","0.966510127450717","0.978863585907468"
"Non-working","2005","Not Working","Urban Area","5160","0.984085029331445","0.980701092163431","0.987468966499459"
"Non-working","2005","Part Time","Rural Area","434","0.317912562591785","0.294812108884337","0.341013016299233"
"Non-working","2005","Part Time","Urban Area","741","0.238237792011074","0.223634335223628","0.25284124879852"
"Other","2005","Full Time","Rural Area","136","0.055983405858705","0.047220728164855","0.0647460835525551"
"Other","2005","Full Time","Urban Area","245","0.0475408619982879","0.0418700362486589","0.0532116877479169"
"Other","2005","Not Working","Rural Area","37","0.0150343859813705","0.0104229139356906","0.0196458580270503"
"Other","2005","Not Working","Urban Area","53","0.00959570234169788","0.00695968842504789","0.0122317162583479"
"Other","2005","Part Time","Rural Area","327","0.192837972217579","0.173266509770181","0.212409434664976"
"Other","2005","Part Time","Urban Area","710","0.228784362926981","0.214385051889388","0.243183673964574"
"Part-time","2005","Full Time","Rural Area","96","0.0387281029949951","0.0313735953995932","0.0460826105903971"
"Part-time","2005","Full Time","Urban Area","208","0.0430880483592726","0.0376767185824401","0.0484993781361052"
"Part-time","2005","Not Working","Rural Area","14","","",""
"Part-time","2005","Not Working","Urban Area","20","","",""
"Part-time","2005","Part Time","Rural Area","532","0.305133645394387","0.282291213954014","0.327976076834761"
"Part-time","2005","Part Time","Urban Area","1226","0.348022570847774","0.331693532208373","0.364351609487176"
"Full-time","2006","Full Time","Rural Area","2417","0.865525161174665","0.852884068917217","0.878166253432113"
"Full-time","2006","Full Time","Urban Area","5007","0.876028072056429","0.867435837452583","0.884620306660274"
"Full-time","2006","Not Working","Rural Area","25","","",""
"Full-time","2006","Not Working","Urban Area","37","0.00627789498022789","0.00425199335943255","0.00830379660102322"
"Full-time","2006","Part Time","Rural Area","299","0.19091367632496","0.172131278035395","0.209696074614525"
"Full-time","2006","Part Time","Urban Area","545","0.175871925857168","0.162981819786199","0.188762031928137"
"Non-working","2006","Full Time","Rural Area","96","0.0347309374679351","0.0279466118734143","0.0415152630624559"
"Non-working","2006","Full Time","Urban Area","180","0.0349734995251341","0.030183619862617","0.0397633791876511"
"Non-working","2006","Not Working","Rural Area","2944","0.965238479700006","0.958747278852541","0.971729680547471"
"Non-working","2006","Not Working","Urban Area","5642","0.968089512701187","0.963581311096551","0.972597714305823"
"Non-working","2006","Part Time","Rural Area","426","0.28879570843157","0.267137244749568","0.310454172113572"
"Non-working","2006","Part Time","Urban Area","749","0.232616547310891","0.21831156270393","0.246921531917852"
"Other","2006","Full Time","Rural Area","152","0.0585028934639924","0.0498068359415202","0.0671989509864645"
"Other","2006","Full Time","Urban Area","247","0.0511120846112819","0.0453701969384394","0.0568539722841243"
"Other","2006","Not Working","Rural Area","75","0.0185906488378502","0.0138040093180449","0.0233772883576554"
"Other","2006","Not Working","Urban Area","124","0.0203535104293551","0.0167316375053319","0.0239753833533783"
"Other","2006","Part Time","Rural Area","383","0.226270449592347","0.206274427537472","0.246266471647222"
"Other","2006","Part Time","Urban Area","720","0.221937556515363","0.207867899723904","0.236007213306821"
"Part-time","2006","Full Time","Rural Area","133","0.0412410078934076","0.0338731100399685","0.0486089057468467"
"Part-time","2006","Full Time","Urban Area","217","0.0378863438071556","0.0329085147910001","0.042864172823311"
"Part-time","2006","Not Working","Rural Area","15","","",""
"Part-time","2006","Not Working","Urban Area","36","0.00527908188922997","0.00342038454566569","0.00713777923279424"
"Part-time","2006","Part Time","Rural Area","574","0.294020165651123","0.272247088961243","0.315793242341003"
"Part-time","2006","Part Time","Urban Area","1337","0.369573970316578","0.353231088763625","0.385916851869532"
"Full-time","2007","Full Time","Rural Area","2354","0.884630737695806","0.872549229373049","0.896712246018564"
"Full-time","2007","Full Time","Urban Area","4678","0.891692341649203","0.883243273090856","0.900141410207549"
"Full-time","2007","Not Working","Rural Area","25","","",""
"Full-time","2007","Not Working","Urban Area","37","0.00600861851407192","0.00396097819762713","0.00805625883051672"
"Full-time","2007","Part Time","Rural Area","284","0.170640618197026","0.151839550547279","0.189441685846774"
"Full-time","2007","Part Time","Urban Area","508","0.174034839713981","0.16088005781136","0.187189621616603"
"Non-working","2007","Full Time","Rural Area","74","0.0240247845125931","0.0182339089605772","0.0298156600646089"
"Non-working","2007","Full Time","Urban Area","119","0.0244861781312683","0.0202842468223926","0.0286881094401439"
"Non-working","2007","Not Working","Rural Area","2763","0.957260311923859","0.949873066154677","0.96464755769304"
"Non-working","2007","Not Working","Urban Area","5270","0.963719216522436","0.958764844270903","0.968673588773969"
"Non-working","2007","Part Time","Rural Area","346","0.239121230169504","0.217803707932387","0.260438752406622"
"Non-working","2007","Part Time","Urban Area","651","0.222288161713827","0.207861953004878","0.236714370422775"
"Other","2007","Full Time","Rural Area","141","0.0524014419715168","0.0439743273421435","0.0608285566008901"
"Other","2007","Full Time","Urban Area","193","0.0424803714292486","0.0369971002086737","0.0479636426498234"
"Other","2007","Not Working","Rural Area","76","0.0229363447375536","0.0174690135767823","0.028403675898325"
"Other","2007","Not Working","Urban Area","126","0.0228266154180602","0.0188694735328967","0.0267837573032237"
"Other","2007","Part Time","Rural Area","328","0.232200328675933","0.211098247017225","0.253302410334641"
"Other","2007","Part Time","Urban Area","697","0.223779355231169","0.209318722615023","0.238239987847315"
"Part-time","2007","Full Time","Rural Area","117","0.0389430358200838","0.031626852921166","0.0462592187190017"
"Part-time","2007","Full Time","Urban Area","207","0.0413411087902804","0.0359286469791431","0.0467535706014178"
"Part-time","2007","Not Working","Rural Area","16","","",""
"Part-time","2007","Not Working","Urban Area","39","0.00744554954543175","0.00516782817706332","0.00972327091380017"
"Part-time","2007","Part Time","Rural Area","580","0.358037822957536","0.334077696947401","0.381997948967671"
"Part-time","2007","Part Time","Urban Area","1335","0.379897643341023","0.363057348938391","0.396737937743655"
"Full-time","2008","Full Time","Rural Area","2247","0.87845822681053","0.865783283522519","0.89113317009854"
"Full-time","2008","Full Time","Urban Area","4451","0.896625925215379","0.888145588594008","0.90510626183675"
"Full-time","2008","Not Working","Rural Area","23","","",""
"Full-time","2008","Not Working","Urban Area","39","0.0128116911927151","0.00972155392008832","0.0159018284653419"
"Full-time","2008","Part Time","Rural Area","254","0.185165491999156","0.165082221388985","0.205248762609327"
"Full-time","2008","Part Time","Urban Area","514","0.169648718555803","0.156191230087717","0.183106207023888"
"Non-working","2008","Full Time","Rural Area","63","0.0243120938884435","0.0183377622528853","0.0302864255240017"
"Non-working","2008","Full Time","Urban Area","111","0.0226239494844914","0.0184818866239233","0.0267660123450594"
"Non-working","2008","Not Working","Rural Area","2556","0.964362705809113","0.957329612672385","0.97139579894584"
"Non-working","2008","Not Working","Urban Area","4904","0.958785535313708","0.953323429513415","0.964247641114002"
"Non-working","2008","Part Time","Rural Area","328","0.234335105825334","0.212434418131566","0.256235793519102"
"Non-working","2008","Part Time","Urban Area","542","0.19226179974896","0.178131882860877","0.206391716637043"
"Other","2008","Full Time","Rural Area","140","0.0571882260797777","0.0481810532720819","0.0661953988874736"
"Other","2008","Full Time","Urban Area","196","0.0447085458516364","0.0389519618485104","0.0504651298547625"
"Other","2008","Not Working","Rural Area","75","0.0234622449000774","0.017719717113302","0.0292047726868528"
"Other","2008","Not Working","Urban Area","122","0.0246810771376041","0.02041793395124","0.0289442203239683"
"Other","2008","Part Time","Rural Area","304","0.220640704155484","0.199200378166284","0.242081030144685"
"Other","2008","Part Time","Urban Area","686","0.252701050209378","0.237119577483312","0.268282522935444"
"Part-time","2008","Full Time","Rural Area","103","0.0400414532212491","0.0324363723107293","0.047646534131769"
"Part-time","2008","Full Time","Urban Area","193","0.036041579448493","0.0308496033325726","0.0412335555644134"
"Part-time","2008","Not Working","Rural Area","15","","",""
"Part-time","2008","Not Working","Urban Area","23","","",""
"Part-time","2008","Part Time","Rural Area","551","0.359858698020026","0.33504316353952","0.384674232500532"
"Part-time","2008","Part Time","Urban Area","1246","0.385388431485859","0.367937946690994","0.402838916280724"
"Full-time","2009","Full Time","Rural Area","2137","0.878522816598081","0.86559242321765","0.891453209978513"
"Full-time","2009","Full Time","Urban Area","4063","0.889122928798795","0.880011799112351","0.89823405848524"
"Full-time","2009","Not Working","Rural Area","14","","",""
"Full-time","2009","Not Working","Urban Area","25","","",""
"Full-time","2009","Part Time","Rural Area","268","0.186448873663055","0.16609845493217","0.206799292393941"
"Full-time","2009","Part Time","Urban Area","481","0.183764793792692","0.169483166923182","0.198046420662201"
"Non-working","2009","Full Time","Rural Area","94","0.0381311388641669","0.0305508513377378","0.045711426390596"
"Non-working","2009","Full Time","Urban Area","123","0.0275432337430745","0.0227941145934797","0.0322923528926693"
"Non-working","2009","Not Working","Rural Area","2387","0.964286051835194","0.956958656668774","0.971613447001614"
"Non-working","2009","Not Working","Urban Area","4508","0.971443024331169","0.966656285925111","0.976229762737228"
"Non-working","2009","Part Time","Rural Area","304","0.220621767161705","0.198954738496061","0.242288795827349"
"Non-working","2009","Part Time","Urban Area","532","0.206121103409832","0.191204249962166","0.221037956857497"
"Other","2009","Full Time","Rural Area","109","0.0403970780888871","0.0326040073959061","0.0481901487818682"
"Other","2009","Full Time","Urban Area","208","0.0495759654389278","0.0432770649709742","0.0558748659068815"
"Other","2009","Not Working","Rural Area","52","0.0199646289707607","0.0144415756474704","0.025487682294051"
"Other","2009","Not Working","Urban Area","93","0.0193499877827235","0.0153911082376953","0.0233088673277516"
"Other","2009","Part Time","Rural Area","309","0.259011708089453","0.236120621234187","0.281902794944719"
"Other","2009","Part Time","Urban Area","660","0.247229869511593","0.23132168850419","0.263138050518995"
"Part-time","2009","Full Time","Rural Area","112","0.042948966448865","0.0349242117641419","0.0509737211335881"
"Part-time","2009","Full Time","Urban Area","168","0.0337578720192027","0.0285170312351759","0.0389987128032296"
"Part-time","2009","Not Working","Rural Area","11","","",""
"Part-time","2009","Not Working","Urban Area","25","","",""
"Part-time","2009","Part Time","Rural Area","526","0.333917651085786","0.309275155172676","0.358560146998897"
"Part-time","2009","Part Time","Urban Area","1152","0.362884233285884","0.345153279783379","0.380615186788389"
"Full-time","2010","Full Time","Rural Area","2750","0.87764231989081","0.866279475604636","0.889005164176984"
"Full-time","2010","Full Time","Urban Area","5206","0.875904818975724","0.867604062072639","0.88420557587881"
"Full-time","2010","Not Working","Rural Area","44","0.0157116383864193","0.0112712553212671","0.0201520214515715"
"Full-time","2010","Not Working","Urban Area","38","0.00515757331658759","0.00331474768823932","0.00700039894493585"
"Full-time","2010","Part Time","Rural Area","352","0.172286897069015","0.156380010635382","0.188193783502649"
"Full-time","2010","Part Time","Urban Area","633","0.163348698873963","0.152159068391254","0.174538329356672"
"Non-working","2010","Full Time","Rural Area","150","0.0241929870204905","0.0188652917859706","0.0295206822550105"
"Non-working","2010","Full Time","Urban Area","306","0.0307168205344902","0.0263724661275739","0.0350611749414065"
"Non-working","2010","Not Working","Rural Area","2815","0.952058203923563","0.944429734230397","0.959686673616729"
"Non-working","2010","Not Working","Urban Area","5519","0.969581245399837","0.965163026725476","0.973999464074198"
"Non-working","2010","Part Time","Rural Area","521","0.234494556917005","0.216647785328273","0.252341328505737"
"Non-working","2010","Part Time","Urban Area","962","0.219818236334126","0.207283493834572","0.232352978833681"
"Other","2010","Full Time","Rural Area","134","0.0514580235477746","0.043797340613222","0.0591187064823271"
"Other","2010","Full Time","Urban Area","246","0.0476423547727219","0.0422793470222186","0.0530053625232251"
"Other","2010","Not Working","Rural Area","103","0.0259085652814595","0.0202361232092907","0.0315810073536283"
"Other","2010","Not Working","Urban Area","170","0.0183520638460528","0.0148989990824868","0.0218051286096187"
"Other","2010","Part Time","Rural Area","505","0.259473404260405","0.241008974667106","0.277937833853705"
"Other","2010","Part Time","Urban Area","922","0.25324999480353","0.240087203380898","0.266412786226161"
"Part-time","2010","Full Time","Rural Area","161","0.0467066695409249","0.0393899671996841","0.0540233718821657"
"Part-time","2010","Full Time","Urban Area","302","0.0457360057170636","0.0404761338522254","0.0509958775819018"
"Part-time","2010","Not Working","Rural Area","51","0.0063215924085585","0.00349160373739915","0.00915158107971786"
"Part-time","2010","Not Working","Urban Area","77","0.00690911743752293","0.00477808444337263","0.00904015043167323"
"Part-time","2010","Part Time","Rural Area","787","0.333745141753574","0.313882051709772","0.353608231797376"
"Part-time","2010","Part Time","Urban Area","1676","0.363583069988381","0.349023171464714","0.378142968512048"
"Full-time","2011","Full Time","Rural Area","3330","0.866356664108681","0.855552090883256","0.877161237334106"
"Full-time","2011","Full Time","Urban Area","6008","0.884883298339646","0.877316315106362","0.89245028157293"
"Full-time","2011","Not Working","Rural Area","33","0.0114466491584608","0.0080442727174694","0.0148490255994522"
"Full-time","2011","Not Working","Urban Area","53","0.00743458318166658","0.00541295431172843","0.00945621205160473"
"Full-time","2011","Part Time","Rural Area","520","0.200677623416482","0.18554824717062","0.215806999662344"
