"erwst","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2005","Not Employed","West Germany","32","0.00374981259749839","0.00217886310816678","0.00532076208683","1"
"Full-time","2005","Not Employed","East Germany","18","","","","1"
"Full-time","2005","Employed","East Germany","1887","0.615309369719184","0.597752800564101","0.632865938874268","1"
"Full-time","2005","Employed","West Germany","6064","0.611266580541189","0.601680321975901","0.620852839106476","1"
"Non-working","2005","Not Employed","West Germany","5697","0.981070072046576","0.977567414119231","0.984572729973921","5"
"Non-working","2005","Employed","East Germany","406","0.162527651483261","0.149214344347678","0.175840958618844","5"
"Non-working","2005","Not Employed","East Germany","2058","0.978512114627185","0.972330875539132","0.984693353715237","5"
"Non-working","2005","Employed","West Germany","1046","0.114498185994767","0.108236346896452","0.120760025093083","5"
"Other","2005","Not Employed","East Germany","29","","","","6"
"Other","2005","Employed","East Germany","274","0.0921263559884791","0.081690171835583","0.102562540141375","6"
"Other","2005","Not Employed","West Germany","61","0.0107865262146729","0.00813155972012245","0.0134414927092234","6"
"Other","2005","Employed","West Germany","1144","0.117559517830039","0.111225497062324","0.123893538597755","6"
"Part-time","2005","Not Employed","West Germany","25","","","","2"
"Part-time","2005","Employed","West Germany","1679","0.156675715634004","0.149527362150956","0.163824069117053","2"
"Part-time","2005","Not Employed","East Germany","9","","","","2"
"Part-time","2005","Employed","East Germany","383","0.130036622809075","0.117899369687038","0.142173875931113","2"
"Full-time","2006","Not Employed","West Germany","42","0.00693823043607716","0.00493170008881249","0.00894476078334183","1"
"Full-time","2006","Not Employed","East Germany","20","","","","1"
"Full-time","2006","Employed","East Germany","1933","0.614623652483346","0.597405093227313","0.63184221173938","1"
"Full-time","2006","Employed","West Germany","6335","0.616494716123114","0.607155498141569","0.625833934104659","1"
"Non-working","2006","Not Employed","West Germany","6346","0.96696778414629","0.962647541917466","0.971288026375114","5"
"Non-working","2006","Employed","East Germany","396","0.145575970485348","0.133098365843327","0.158053575127369","5"
"Non-working","2006","Not Employed","East Germany","2240","0.967995724054179","0.960839717135896","0.975151730972461","5"
"Non-working","2006","Employed","West Germany","1055","0.108407120414424","0.102435772758599","0.11437846807025","5"
"Other","2006","Employed","West Germany","1168","0.116011363967838","0.109860533395933","0.122162194539743","6"
"Other","2006","Employed","East Germany","334","0.11827087783704","0.106845879395671","0.129695876278408","6"
"Other","2006","Not Employed","West Germany","151","0.0204588059010128","0.0170367686361246","0.023880843165901","6"
"Other","2006","Not Employed","East Germany","48","0.0173105308128001","0.0120078758033107","0.0226131858222894","6"
"Part-time","2006","Not Employed","West Germany","35","0.00563517951661975","0.00382567365404348","0.00744468537919602","2"
"Part-time","2006","Not Employed","East Germany","16","","","","2"
"Part-time","2006","Employed","West Germany","1855","0.159086799494624","0.152061694584143","0.166111904405104","2"
"Part-time","2006","Employed","East Germany","406","0.121529499194266","0.109969598797003","0.133089399591528","2"
"Full-time","2007","Not Employed","West Germany","40","0.00584493217577855","0.00394118271936781","0.0077486816321893","1"
"Full-time","2007","Not Employed","East Germany","22","","","","1"
"Full-time","2007","Employed","West Germany","5947","0.621664856382555","0.612009233505232","0.631320479259878","1"
"Full-time","2007","Employed","East Germany","1877","0.634288994848974","0.616822936147293","0.651755053550654","1"
"Non-working","2007","Not Employed","West Germany","5921","0.960939544075009","0.956101055990477","0.965778032159541","5"
"Non-working","2007","Not Employed","East Germany","2112","0.964372562386101","0.956614674623476","0.972130450148725","5"
"Non-working","2007","Employed","West Germany","861","0.0952059627083819","0.0893624938536155","0.101049431563148","5"
"Non-working","2007","Employed","East Germany","329","0.120261363136115","0.108465704202886","0.132057022069344","5"
"Other","2007","Not Employed","West Germany","154","0.0241723704836062","0.020336718770806","0.0280080221964063","6"
"Other","2007","Employed","West Germany","1067","0.114156148775327","0.10782486125905","0.120487436291604","6"
"Other","2007","Employed","East Germany","292","0.105521771621137","0.0943804108693829","0.116663132372891","6"
"Other","2007","Not Employed","East Germany","48","0.0179126247779529","0.012361468503597","0.0234637810523087","6"
"Part-time","2007","Not Employed","East Germany","11","","","","2"
"Part-time","2007","Employed","West Germany","1816","0.168973032133736","0.161512323981397","0.176433740286076","2"
"Part-time","2007","Not Employed","West Germany","44","0.00904315326560649","0.00667897453422937","0.0114073319969836","2"
"Part-time","2007","Employed","East Germany","423","0.139927870393774","0.127347255679194","0.152508485108354","2"
"Full-time","2008","Not Employed","West Germany","45","0.0114912287528815","0.00873139972284569","0.0142510577829173","1"
"Full-time","2008","Not Employed","East Germany","17","","","","1"
"Full-time","2008","Employed","East Germany","1863","0.660084682359476","0.642555290341265","0.677614074377686","1"
"Full-time","2008","Employed","West Germany","5603","0.622416672088691","0.612469435070081","0.632363909107301","1"
"Non-working","2008","Not Employed","West Germany","5502","0.958044650564302","0.952853122257975","0.96323617887063","5"
"Non-working","2008","Employed","West Germany","744","0.0856891348503758","0.0799457849947157","0.0914324847060359","5"
"Non-working","2008","Not Employed","East Germany","1958","0.970537589859587","0.963177986118296","0.977897193600879","5"
"Non-working","2008","Employed","East Germany","300","0.109420793924823","0.0978685097295329","0.120973078120113","5"
"Other","2008","Not Employed","West Germany","151","0.0256888645583001","0.0215922041240442","0.0297855249925559","6"
"Other","2008","Employed","West Germany","1058","0.123313427232096","0.116566860595088","0.130059993869104","6"
"Other","2008","Employed","East Germany","268","0.101931091684731","0.0907343972405035","0.113127786128959","6"
"Other","2008","Not Employed","East Germany","46","0.0187400701140029","0.0128381713772542","0.0246419688507517","6"
"Part-time","2008","Not Employed","East Germany","7","","","","2"
"Part-time","2008","Employed","West Germany","1719","0.168580765828837","0.16089885082572","0.176262680831954","2"
"Part-time","2008","Not Employed","West Germany","31","0.00477525612451615","0.00299013537693013","0.00656037687210216","2"
"Part-time","2008","Employed","East Germany","374","0.12856343203097","0.116176656227331","0.14095020783461","2"
"Full-time","2009","Not Employed","West Germany","31","0.00552088034712069","0.00351060084433587","0.00753115984990551","1"
"Full-time","2009","Not Employed","East Germany","8","","","","1"
"Full-time","2009","Employed","East Germany","1760","0.640518874370626","0.622405800453448","0.658631948287805","1"
"Full-time","2009","Employed","West Germany","5189","0.61588024421753","0.605570533194685","0.626189955240375","1"
"Non-working","2009","Not Employed","West Germany","5044","0.969480969281728","0.964814273881785","0.974147664681671","5"
"Non-working","2009","Employed","West Germany","761","0.0952433298616943","0.0890210689820013","0.101465590741387","5"
"Non-working","2009","Not Employed","East Germany","1851","0.967967682876935","0.96004169267399","0.975893673079879","5"
"Non-working","2009","Employed","East Germany","292","0.11665916764401","0.104541703679469","0.128776631608552","5"
"Other","2009","Not Employed","West Germany","121","0.019820723872161","0.0160391990433012","0.0236022487010207","6"
"Other","2009","Not Employed","East Germany","24","","","","6"
"Other","2009","Employed","West Germany","1029","0.127302648678522","0.120237593103128","0.134367704253915","6"
"Other","2009","Employed","East Germany","257","0.108266879599241","0.0965380843250182","0.119995674873464","6"
"Part-time","2009","Employed","West Germany","1571","0.161573777242254","0.153772191263203","0.169375363221304","2"
"Part-time","2009","Not Employed","East Germany","13","","","","2"
"Part-time","2009","Not Employed","West Germany","23","","","","2"
"Part-time","2009","Employed","East Germany","387","0.134555078386122","0.121673831302302","0.147436325469942","2"
"Full-time","2010","Not Employed","West Germany","50","0.00722418468418547","0.00519650991795562","0.00925185945041531","1"
"Full-time","2010","Not Employed","East Germany","32","0.0132375043338909","0.0083678331823145","0.0181071754854673","1"
"Full-time","2010","Employed","East Germany","2107","0.632996490799878","0.616842836008689","0.649150145591066","1"
"Full-time","2010","Employed","West Germany","6834","0.606650056674641","0.597979410357773","0.615320702991509","1"
"Non-working","2010","Not Employed","West Germany","6328","0.964121132901496","0.959668022687857","0.968574243115135","5"
"Non-working","2010","Employed","West Germany","1481","0.0980030742122664","0.0927257329091404","0.103280415515392","5"
"Non-working","2010","Not Employed","East Germany","2006","0.964775456112961","0.956920819968853","0.972630092257068","5"
"Non-working","2010","Employed","East Germany","458","0.119253648196407","0.10839198576255","0.130115310630264","5"
"Other","2010","Not Employed","West Germany","223","0.0217715227876406","0.0182773623997207","0.0252656831755605","6"
"Other","2010","Not Employed","East Germany","50","0.0159057473202276","0.0105750300814401","0.0212364645590151","6"
"Other","2010","Employed","West Germany","1486","0.131424856739212","0.125427840034339","0.137421873444085","6"
"Other","2010","Employed","East Germany","321","0.0998839482453842","0.0898347331572356","0.109933163333533","6"
"Part-time","2010","Not Employed","East Germany","28","","","","2"
"Part-time","2010","Employed","West Germany","2392","0.163922012373881","0.157350961382492","0.17049306336527","2"
"Part-time","2010","Not Employed","West Germany","100","0.00688315962667777","0.00490358273318136","0.00886273652017417","2"
"Part-time","2010","Employed","East Germany","534","0.147865912758331","0.135969307775614","0.159762517741048","2"
"Full-time","2011","Not Employed","East Germany","25","","","","1"
"Full-time","2011","Not Employed","West Germany","61","0.00841073528954528","0.00643350842512653","0.010387962153964","1"
"Full-time","2011","Employed","East Germany","2489","0.659882883597545","0.645046809927409","0.67471895726768","1"
"Full-time","2011","Employed","West Germany","8253","0.619522354759092","0.611593698345042","0.627451011173142","1"
"Non-working","2011","Not Employed","West Germany","7711","0.961209157044705","0.957028474699338","0.965389839390071","5"
"Non-working","2011","Employed","West Germany","1408","0.100630578758443","0.0957176487325506","0.105543508784335","5"
"Non-working","2011","Not Employed","East Germany","2391","0.97048408080928","0.963844385279551","0.977123776339009","5"
"Non-working","2011","Employed","East Germany","423","0.103776776850265","0.0942262024774322","0.113327351223098","5"
"Other","2011","Not Employed","West Germany","300","0.023458872779008","0.0201819028864685","0.0267358426715474","6"
"Other","2011","Not Employed","East Germany","45","0.0131962455273522","0.00871945894890935","0.0176730321057951","6"
"Other","2011","Employed","West Germany","1612","0.113485840613683","0.108305954487415","0.118665726739951","6"
"Other","2011","Employed","East Germany","353","0.101074963738755","0.0916353365936012","0.110514590883909","6"
"Part-time","2011","Not Employed","East Germany","35","0.00644956536929384","0.00330915802900812","0.00958997270957957","2"
"Part-time","2011","Employed","West Germany","3131","0.166361225868782","0.160279574174924","0.17244287756264","2"
"Part-time","2011","Not Employed","West Germany","123","0.00692123488674211","0.0051262646409316","0.00871620513255263","2"
"Part-time","2011","Employed","East Germany","652","0.135265375813435","0.124554966920541","0.145975784706329","2"
"Full-time","2012","Not Employed","East Germany","42","0.0175246831467028","0.0123604223997794","0.0226889438936261","1"
"Full-time","2012","Not Employed","West Germany","126","0.0146810721837498","0.0120251985800101","0.0173369457874894","1"
"Full-time","2012","Employed","East Germany","2383","0.650117549442263","0.634953565447764","0.665281533436762","1"
"Full-time","2012","Employed","West Germany","7949","0.613439577751128","0.605406694162239","0.621472461340016","1"
"Non-working","2012","Not Employed","West Germany","7371","0.95863092247117","0.954233443835937","0.963028401106403","5"
"Non-working","2012","Not Employed","East Germany","2345","0.96122851274876","0.953630643714601","0.968826381782919","5"
"Non-working","2012","Employed","West Germany","1302","0.0959201774031833","0.0910624263045275","0.100777928501839","5"
"Non-working","2012","Employed","East Germany","402","0.105542758962561","0.0957737545402608","0.115311763384862","5"
"Other","2012","Not Employed","East Germany","50","0.00968400045835664","0.00582978002908321","0.0135382208876301","6"
"Other","2012","Employed","West Germany","1717","0.119049400843235","0.113707248505161","0.12439155318131","6"
"Other","2012","Employed","East Germany","352","0.101257644049522","0.0916661158768708","0.110849172222174","6"
"Other","2012","Not Employed","West Germany","283","0.0206321319009665","0.0174931769625509","0.023771086839382","6"
"Part-time","2012","Not Employed","West Germany","98","0.00605587344411409","0.00434266784938428","0.00776907903884391","2"
"Part-time","2012","Employed","East Germany","663","0.143082047545653","0.131948886621565","0.154215208469742","2"
"Part-time","2012","Not Employed","East Germany","43","0.0115628036461806","0.00735526255460934","0.0157703447377518","2"
"Part-time","2012","Employed","West Germany","3149","0.171590844002454","0.165371474151754","0.177810213853153","2"
"Full-time","2013","Not Employed","East Germany","185","0.0392520624654348","0.0318569789512445","0.046647145979625","1"
"Full-time","2013","Not Employed","West Germany","1978","0.093788318576278","0.0885179079774039","0.099058729175152","1"
"Full-time","2013","Employed","East Germany","2192","0.648800692066468","0.633188177147012","0.664413206985924","1"
"Full-time","2013","Employed","West Germany","7326","0.60234650134011","0.59403546317078","0.61065753950944","1"
"Non-working","2013","Not Employed","West Germany","8255","0.835044441248316","0.828334889294454","0.841753993202178","5"
"Non-working","2013","Not Employed","East Germany","2296","0.924215671185648","0.914137459403985","0.934293882967311","5"
"Non-working","2013","Employed","West Germany","1220","0.0942189250903712","0.0892580262563876","0.0991798239243548","5"
"Non-working","2013","Employed","East Germany","355","0.0896938371527945","0.0803480597713084","0.0990396145342805","5"
"Other","2013","Not Employed","East Germany","101","0.0228051268182348","0.0171203430827048","0.0284899105537648","6"
"Other","2013","Employed","West Germany","1761","0.126275660862082","0.120635042473744","0.131916279250419","6"
"Other","2013","Employed","East Germany","336","0.0939244325160757","0.0843830372344947","0.103465827797657","6"
"Other","2013","Not Employed","West Germany","848","0.0431575353295753","0.0394838345051191","0.0468312361540315","6"
"Part-time","2013","Not Employed","West Germany","673","0.0280097048458306","0.0250267925906769","0.0309926171009843","2"
"Part-time","2013","Employed","East Germany","708","0.167581038264662","0.15536518495182","0.179796891577504","2"
"Part-time","2013","Not Employed","East Germany","67","0.0137271395306826","0.0092962014890282","0.018158077572337","2"
"Part-time","2013","Employed","West Germany","3014","0.177158912707437","0.170675268650654","0.18364255676422","2"
"Full-time","2014","Not Employed","West Germany","193","0.0179021787767543","0.014944563822243","0.0208597937312655","1"
"Full-time","2014","Not Employed","East Germany","45","0.0198136095165693","0.0140450627103898","0.0255821563227488","1"
"Full-time","2014","Employed","West Germany","7900","0.59259562957758","0.584558084343487","0.600633174811673","1"
"Full-time","2014","Employed","East Germany","2106","0.631796131958463","0.615727461433595","0.64786480248333","1"
"Non-working","2014","Not Employed","West Germany","7022","0.942825241057751","0.937646441689901","0.948004040425601","5"
"Non-working","2014","Not Employed","East Germany","2130","0.961135698115221","0.953135549102813","0.969135847127628","5"
"Non-working","2014","Employed","West Germany","1328","0.0919424644923895","0.0872158942116586","0.0966690347731203","5"
"Non-working","2014","Employed","East Germany","356","0.102500727669207","0.0923959254338185","0.112605529904596","5"
"Other","2014","Not Employed","East Germany","55","0.0153876414370695","0.0102925854912226","0.0204826973829164","6"
"Other","2014","Employed","West Germany","2033","0.136492416277569","0.13087652482053","0.142108307734609","6"
"Other","2014","Employed","East Germany","335","0.0998959205075681","0.089905873473035","0.109885967542101","6"
"Other","2014","Not Employed","West Germany","368","0.0277195622871001","0.024057714627588","0.0313814099466122","6"
"Part-time","2014","Not Employed","West Germany","138","0.0115530178783947","0.00916940497701342","0.013936630779776","2"
"Part-time","2014","Not Employed","East Germany","12","","","","2"
"Part-time","2014","Employed","West Germany","3095","0.178969489652461","0.172699013591701","0.18523996571322","2"
"Part-time","2014","Employed","East Germany","664","0.165807219864762","0.153416908407049","0.178197531322476","2"
"Full-time","2015","Not Employed","West Germany","784","0.0380925821775497","0.0340372781281291","0.0421478862269702","1"
"Full-time","2015","Not Employed","East Germany","92","0.0267078621733728","0.0201044026422818","0.0333113217044638","1"
"Full-time","2015","Employed","West Germany","7284","0.588915236091839","0.580588143300345","0.597242328883332","1"
"Full-time","2015","Employed","East Germany","1969","0.637110773590449","0.620582247857427","0.653639299323471","1"
"Non-working","2015","Not Employed","West Germany","7039","0.91409110702806","0.908154334880316","0.920027879175804","5"
"Non-working","2015","Not Employed","East Germany","2090","0.938873535106866","0.929061738462788","0.948685331750943","5"
"Non-working","2015","Employed","West Germany","1300","0.09289674000841","0.0879839305628066","0.0978095494540134","5"
"Non-working","2015","Employed","East Germany","330","0.0892318487262824","0.079432358831916","0.0990313386206488","5"
"Other","2015","Not Employed","East Germany","74","0.0245447555487488","0.0182073225710767","0.0308821885264209","6"
"Other","2015","Employed","West Germany","1765","0.128999860562166","0.123326961563947","0.134672759560384","6"
"Other","2015","Employed","East Germany","319","0.098272586252357","0.0880398110005864","0.108505361504128","6"
"Other","2015","Not Employed","West Germany","506","0.0360138760751816","0.0320665145659293","0.0399612375844339","6"
"Part-time","2015","Not Employed","West Germany","230","0.0118024347192089","0.00951449661597632","0.0140903728224415","2"
"Part-time","2015","Not Employed","East Germany","34","0.0098738471710126","0.00582418480381923","0.013923509538206","2"
"Part-time","2015","Employed","West Germany","3063","0.189188163337586","0.182559768975763","0.195816557699408","2"
"Part-time","2015","Employed","East Germany","633","0.175384791430911","0.162312213432646","0.188457369429177","2"
"Full-time","2016","Not Employed","West Germany","219","0.0120944853994904","0.0099977228847242","0.0141912479142565","1"
"Full-time","2016","Not Employed","East Germany","39","0.0055833170100367","0.00281992200975286","0.00834671201032053","1"
"Full-time","2016","Employed","West Germany","7132","0.600889243906122","0.592471993623159","0.609306494189085","1"
"Full-time","2016","Employed","East Germany","1911","0.611515849481146","0.59452993213619","0.628501766826102","1"
"Non-working","2016","Not Employed","West Germany","9541","0.946549121463497","0.942234458826307","0.950863784100688","5"
"Non-working","2016","Not Employed","East Germany","2627","0.970604359799621","0.964340021496835","0.976868698102406","5"
"Non-working","2016","Employed","West Germany","1176","0.0865462046160117","0.0817134625598442","0.0913789466721791","5"
"Non-working","2016","Employed","East Germany","315","0.107624011201873","0.0968239300112031","0.118424092392543","5"
"Other","2016","Not Employed","East Germany","85","0.0135846727816794","0.00929161118233043","0.0178777343810284","6"
"Other","2016","Employed","West Germany","1698","0.123032157380935","0.117386331714002","0.128677983047869","6"
"Other","2016","Employed","East Germany","306","0.0986388422906973","0.088247494087836","0.109030190493559","6"
"Other","2016","Not Employed","West Germany","498","0.0309588100570585","0.0276363398882691","0.0342812802258478","6"
"Part-time","2016","Not Employed","West Germany","182","0.0103975830799539","0.00845180003412266","0.0123433661257851","2"
"Part-time","2016","Not Employed","East Germany","42","0.0102276504086632","0.00649628123584988","0.0139590195814766","2"
"Part-time","2016","Employed","West Germany","2997","0.189532394096931","0.182795870049096","0.196268918144766","2"
"Part-time","2016","Employed","East Germany","631","0.182221297026283","0.168768395600899","0.195674198451667","2"
"Full-time","2017","Not Employed","West Germany","349","0.0164475925236118","0.0141469694616407","0.018748215585583","1"
"Full-time","2017","Not Employed","East Germany","52","0.00791160627849924","0.00465154366877117","0.0111716688882273","1"
"Full-time","2017","Employed","East Germany","2259","0.647627528312991","0.632110755970934","0.663144300655048","1"
"Full-time","2017","Employed","West Germany","8097","0.591409814987302","0.583458142198292","0.599361487776311","1"
"Non-working","2017","Not Employed","West Germany","10570","0.941156609981162","0.936899887493044","0.945413332469281","5"
"Non-working","2017","Not Employed","East Germany","2683","0.961633741362905","0.954565717699582","0.968701765026229","5"
"Non-working","2017","Employed","West Germany","1306","0.0896000841784921","0.0849800989714022","0.0942200693855819","5"
"Non-working","2017","Employed","East Germany","342","0.0888202703234841","0.0795797628686516","0.0980607777783166","5"
"Other","2017","Not Employed","West Germany","603","0.0337202211521943","0.0304551533837946","0.0369852889205941","6"
"Other","2017","Not Employed","East Germany","68","0.0142005188633393","0.00984675548202864","0.0185542822446499","6"
"Other","2017","Employed","West Germany","1838","0.128186425137382","0.122778843267964","0.133594007006799","6"
"Other","2017","Employed","East Germany","347","0.0874106022627387","0.0782366280022323","0.096584576523245","6"
"Part-time","2017","Not Employed","West Germany","219","0.00867557634303153","0.00699811462404525","0.0103530380620178","2"
"Part-time","2017","Not Employed","East Germany","34","0.0162541334952559","0.0116010398330038","0.020907227157508","2"
"Part-time","2017","Employed","West Germany","3440","0.190803675696825","0.184447577607174","0.197159773786476","2"
"Part-time","2017","Employed","East Germany","693","0.176141599100786","0.163768029480987","0.188515168720586","2"
"Full-time","2018","Not Employed","West Germany","389","0.0147746514970266","0.0124120852848238","0.0171372177092295","1"
"Full-time","2018","Not Employed","East Germany","47","0.0101467737243069","0.0063310709015527","0.0139624765470611","1"
"Full-time","2018","Employed","West Germany","7762","0.590438494765006","0.582407794216274","0.598469195313739","1"
"Full-time","2018","Employed","East Germany","2183","0.629858894972185","0.614079760977792","0.645638028966577","1"
"Non-working","2018","Not Employed","West Germany","8880","0.949630319148472","0.945347601304778","0.953913036992166","5"
"Non-working","2018","Not Employed","East Germany","2470","0.955640561371682","0.947801474772582","0.963479647970781","5"
"Non-working","2018","Employed","West Germany","1390","0.0868162810960115","0.0822180986014223","0.0914144635906007","5"
"Non-working","2018","Employed","East Germany","348","0.104283555553457","0.0942957274130756","0.114271383693839","5"
"Other","2018","Not Employed","West Germany","495","0.0253359885612163","0.0222588009895963","0.0284131761328363","6"
"Other","2018","Not Employed","East Germany","90","0.0230233687047714","0.0173131640174678","0.0287335733920751","6"
"Other","2018","Employed","West Germany","1845","0.122967552100386","0.117604529474247","0.128330574726525","6"
"Other","2018","Employed","East Germany","348","0.0901790964432651","0.0808183869502379","0.0995398059362923","6"
"Part-time","2018","Not Employed","East Germany","43","0.0111892961992399","0.0071844751142559","0.0151941172842239","2"
"Part-time","2018","Employed","East Germany","718","0.175678453031093","0.163242317471984","0.188114588590202","2"
"Part-time","2018","Not Employed","West Germany","254","0.0102590407932849","0.00828583797361189","0.0122322436129579","2"
"Part-time","2018","Employed","West Germany","3407","0.199777672038596","0.193248090625104","0.206307253452088","2"
"Full-time","2019","Not Employed","West Germany","431","0.0260359307651129","0.022766654657084","0.0293052068731418","1"
"Full-time","2019","Not Employed","East Germany","92","0.0315422992324521","0.0246201541007758","0.0384644443641285","1"
"Full-time","2019","Employed","West Germany","8374","0.588078483926012","0.580161611978603","0.595995355873422","1"
"Full-time","2019","Employed","East Germany","2375","0.640172999275596","0.624760236170558","0.655585762380634","1"
"Non-working","2019","Not Employed","West Germany","7907","0.92147462598422","0.915952068105819","0.926997183862622","5"
"Non-working","2019","Not Employed","East Germany","2213","0.916853270751202","0.905918084039139","0.927788457463265","5"
"Non-working","2019","Employed","West Germany","1324","0.0946199011773531","0.0899119120215773","0.0993278903331289","5"
"Non-working","2019","Employed","East Germany","343","0.0946316015988121","0.0852318643605405","0.104031338837084","5"
"Other","2019","Not Employed","West Germany","544","0.0367356503762094","0.0328736688755655","0.0405976318768533","6"
"Other","2019","Not Employed","East Germany","104","0.032756126988671","0.0257064703420887","0.0398057836352534","6"
"Other","2019","Employed","West Germany","1658","0.105323287410873","0.100385595295604","0.110260979526142","6"
"Other","2019","Employed","East Germany","310","0.0830276532423439","0.0741668222455669","0.0918884842391208","6"
"Part-time","2019","Not Employed","West Germany","232","0.0157537928744572","0.0131973386574699","0.0183102470914444","2"
"Part-time","2019","Not Employed","East Germany","40","0.0188483030276749","0.0134624077375526","0.0242341983177971","2"
"Part-time","2019","Employed","East Germany","697","0.182167745883248","0.169772566622899","0.194562925143597","2"
"Part-time","2019","Employed","West Germany","3491","0.211978327485762","0.205404117854489","0.218552537117035","2"
