"erwst","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Part-time","1994","(1b) general elementary school","West Germany","132","0.0682103532459945","0.0566280085214129","0.0797926979705762"
"Part-time","1994","(1b) general elementary school","East Germany","","","",""
"Part-time","1994","(1c) basic vocational qualification","West Germany","237","0.0750449216531755","0.0656747689203449","0.0844150743860061"
"Part-time","1994","(1c) basic vocational qualification","East Germany","","","",""
"Part-time","1994","(2b) intermediate general qualification","West Germany","","","",""
"Part-time","1994","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","1994","(2a) intermediate vocational","West Germany","143","0.104487343036873","0.088307268068148","0.120667418005598"
"Part-time","1994","(2a) intermediate vocational","East Germany","78","0.0569591110861439","0.0439325983980478","0.06998562377424"
"Part-time","1994","(2c_gen) general maturity certificate","West Germany","","","",""
"Part-time","1994","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","1994","(2c_voc) vocational maturity certificate","West Germany","36","0.0928434310656628","0.0658490532734404","0.119837808857885"
"Part-time","1994","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","1994","(3a) lower tertiary education","West Germany","","","",""
"Part-time","1994","(3a) lower tertiary education","East Germany","48","0.0820108709996624","0.0592653091841108","0.104756432815214"
"Part-time","1994","(3b) higher tertiary education","West Germany","46","0.0943011510274162","0.0687615267887852","0.119840775266047"
"Part-time","1994","(3b) higher tertiary education","East Germany","","","",""
"Non-working","1994","(0) in school","West Germany","154","0.983603268281705","0.963738345015995","1.00346819154742"
"Non-working","1994","(0) in school","East Germany","46","1","1","1"
"Non-working","1994","(1a) inadequately completed","West Germany","303","0.537830857143261","0.497770673214971","0.577891041071551"
"Non-working","1994","(1a) inadequately completed","East Germany","36","0.615812054225135","0.486080036964942","0.745544071485328"
"Non-working","1994","(1b) general elementary school","West Germany","988","0.657466096625486","0.635663869473543","0.679268323777429"
"Non-working","1994","(1b) general elementary school","East Germany","207","0.899230416019445","0.861841003237404","0.936619828801486"
"Non-working","1994","(1c) basic vocational qualification","West Germany","1194","0.454343588243973","0.436635261438328","0.472051915049617"
"Non-working","1994","(1c) basic vocational qualification","East Germany","617","0.669536188238668","0.640934656051278","0.698137720426057"
"Non-working","1994","(2b) intermediate general qualification","West Germany","142","0.49573882066594","0.44017115809869","0.55130648323319"
"Non-working","1994","(2b) intermediate general qualification","East Germany","52","0.374970763703711","0.299722168141916","0.450219359265506"
"Non-working","1994","(2a) intermediate vocational","West Germany","416","0.355384722037938","0.330067707183122","0.380701736892754"
"Non-working","1994","(2a) intermediate vocational","East Germany","317","0.293419868225274","0.267827718192587","0.319012018257961"
"Non-working","1994","(2c_gen) general maturity certificate","West Germany","182","0.514193706611573","0.461682328538092","0.566705084685055"
"Non-working","1994","(2c_gen) general maturity certificate","East Germany","","","",""
"Non-working","1994","(2c_voc) vocational maturity certificate","West Germany","145","0.324515699589063","0.280966308017987","0.368065091160139"
"Non-working","1994","(2c_voc) vocational maturity certificate","East Germany","31","0.389363433850419","0.282514035078262","0.496212832622577"
"Non-working","1994","(3a) lower tertiary education","West Germany","70","0.274814369371806","0.223698165398965","0.325930573344646"
"Non-working","1994","(3a) lower tertiary education","East Germany","162","0.34653868113949","0.307090408719635","0.385986953559345"
"Non-working","1994","(3b) higher tertiary education","West Germany","106","0.243321798334307","0.205823615801755","0.280819980866859"
"Non-working","1994","(3b) higher tertiary education","East Germany","62","0.25651370354237","0.207178535378432","0.305848871706309"
"Other","1994","(0) in school","West Germany","","","",""
"Other","1994","(0) in school","East Germany","","","",""
"Other","1994","(1a) inadequately completed","West Germany","","","",""
"Other","1994","(1a) inadequately completed","East Germany","","","",""
"Other","1994","(1b) general elementary school","West Germany","115","0.0575158527938788","0.0468193155961655","0.0682123899915921"
"Other","1994","(1b) general elementary school","East Germany","","","",""
"Other","1994","(1c) basic vocational qualification","West Germany","80","0.0211886420619498","0.0160667932180394","0.0263104909058601"
"Other","1994","(1c) basic vocational qualification","East Germany","","","",""
"Other","1994","(2b) intermediate general qualification","West Germany","67","0.183473384973728","0.140456435840949","0.226490334106507"
"Other","1994","(2b) intermediate general qualification","East Germany","91","0.535851733989392","0.458334152366078","0.613369315612705"
"Other","1994","(2a) intermediate vocational","West Germany","56","0.0377852838125637","0.0276994881742574","0.0478710794508701"
"Other","1994","(2a) intermediate vocational","East Germany","","","",""
"Other","1994","(2c_gen) general maturity certificate","West Germany","71","0.19049980083686","0.149241226987681","0.23175837468604"
"Other","1994","(2c_gen) general maturity certificate","East Germany","","","",""
"Other","1994","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Other","1994","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","1994","(3a) lower tertiary education","West Germany","","","",""
"Other","1994","(3a) lower tertiary education","East Germany","","","",""
"Other","1994","(3b) higher tertiary education","West Germany","","","",""
"Other","1994","(3b) higher tertiary education","East Germany","","","",""
"Full-time","1995","(0) in school","West Germany","","","",""
"Full-time","1995","(0) in school","East Germany","","","",""
"Full-time","1995","(1a) inadequately completed","West Germany","219","0.358744406022881","0.31971047894414","0.397778333101622"
"Full-time","1995","(1a) inadequately completed","East Germany","","","",""
"Full-time","1995","(1b) general elementary school","West Germany","587","0.208923373231057","0.19027673712483","0.227570009337284"
"Full-time","1995","(1b) general elementary school","East Germany","","","",""
"Full-time","1995","(1c) basic vocational qualification","West Germany","1543","0.435436393559523","0.418019233929672","0.452853553189374"
"Full-time","1995","(1c) basic vocational qualification","East Germany","354","0.292257497756041","0.263984271525941","0.320530723986141"
"Full-time","1995","(2b) intermediate general qualification","West Germany","81","0.258901110861955","0.211496977938391","0.306305243785519"
"Full-time","1995","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","1995","(2a) intermediate vocational","West Germany","812","0.504886551445103","0.479214085999692","0.530559016890514"
"Full-time","1995","(2a) intermediate vocational","East Germany","789","0.635246504614804","0.607920204323009","0.662572804906599"
"Full-time","1995","(2c_gen) general maturity certificate","West Germany","90","0.240321958888294","0.198238443363924","0.282405474412664"
"Full-time","1995","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","1995","(2c_voc) vocational maturity certificate","West Germany","275","0.50043606048405","0.457787834679782","0.543084286288317"
"Full-time","1995","(2c_voc) vocational maturity certificate","East Germany","51","0.608713414467119","0.500406868565373","0.717019960368865"
"Full-time","1995","(3a) lower tertiary education","West Germany","223","0.647615705953586","0.595679123506904","0.699552288400269"
"Full-time","1995","(3a) lower tertiary education","East Germany","338","0.579987249412352","0.538397153792519","0.621577345032184"
"Full-time","1995","(3b) higher tertiary education","West Germany","381","0.588740412334369","0.549433422437447","0.628047402231292"
"Full-time","1995","(3b) higher tertiary education","East Germany","209","0.638779967245159","0.583965065401506","0.693594869088811"
"Part-time","1995","(0) in school","West Germany","","","",""
"Part-time","1995","(0) in school","East Germany","","","",""
"Part-time","1995","(1a) inadequately completed","West Germany","36","0.0527422839676758","0.0345516583225581","0.0709329096127934"
"Part-time","1995","(1a) inadequately completed","East Germany","","","",""
"Part-time","1995","(1b) general elementary school","West Germany","112","0.0554604749079464","0.044962644208945","0.0659583056069477"
"Part-time","1995","(1b) general elementary school","East Germany","","","",""
"Part-time","1995","(1c) basic vocational qualification","West Germany","259","0.0784230315765458","0.0689792452924025","0.087866817860689"
"Part-time","1995","(1c) basic vocational qualification","East Germany","36","0.0289610345307648","0.0185359337206258","0.0393861353409038"
"Part-time","1995","(2b) intermediate general qualification","West Germany","","","",""
"Part-time","1995","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","1995","(2a) intermediate vocational","West Germany","162","0.107664977423013","0.0917495058482871","0.123580448997739"
"Part-time","1995","(2a) intermediate vocational","East Germany","93","0.0659315316485247","0.0518436432808058","0.0800194200162435"
"Part-time","1995","(2c_gen) general maturity certificate","West Germany","","","",""
"Part-time","1995","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","1995","(2c_voc) vocational maturity certificate","West Germany","49","0.0949888167581359","0.0699799310622995","0.119997702453972"
"Part-time","1995","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","1995","(3a) lower tertiary education","West Germany","","","",""
"Part-time","1995","(3a) lower tertiary education","East Germany","56","0.101686566403627","0.0762185455324143","0.12715458727484"
"Part-time","1995","(3b) higher tertiary education","West Germany","65","0.112565311085124","0.0873176975545369","0.137812924615712"
"Part-time","1995","(3b) higher tertiary education","East Germany","","","",""
"Non-working","1995","(0) in school","West Germany","184","0.954516101760386","0.924888823281777","0.984143380238995"
"Non-working","1995","(0) in school","East Germany","75","1","1","1"
"Non-working","1995","(1a) inadequately completed","West Germany","315","0.556462542569371","0.516031288386874","0.596893796751868"
"Non-working","1995","(1a) inadequately completed","East Germany","","","",""
"Non-working","1995","(1b) general elementary school","West Germany","988","0.671609676156757","0.650069395743082","0.693149956570432"
"Non-working","1995","(1b) general elementary school","East Germany","198","0.904535216527348","0.867123446679542","0.941946986375154"
"Non-working","1995","(1c) basic vocational qualification","West Germany","1224","0.460714478136311","0.44320457105906","0.478224385213563"
"Non-working","1995","(1c) basic vocational qualification","East Germany","591","0.667464718005829","0.638176839037215","0.696752596974443"
"Non-working","1995","(2b) intermediate general qualification","West Germany","139","0.460078262260999","0.40614056110314","0.514015963418857"
"Non-working","1995","(2b) intermediate general qualification","East Germany","42","0.303112047904835","0.229315162229418","0.376908933580252"
"Non-working","1995","(2a) intermediate vocational","West Germany","427","0.358055452479369","0.333438050454566","0.382672854504173"
"Non-working","1995","(2a) intermediate vocational","East Germany","280","0.271336546223107","0.246094322962342","0.296578769483873"
"Non-working","1995","(2c_gen) general maturity certificate","West Germany","207","0.500280084111647","0.45103414381283","0.549526024410464"
"Non-working","1995","(2c_gen) general maturity certificate","East Germany","37","0.511745385553687","0.39861803782856","0.624872733278814"
"Non-working","1995","(2c_voc) vocational maturity certificate","West Germany","180","0.356260731185014","0.315412795995131","0.397108666374897"
"Non-working","1995","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Non-working","1995","(3a) lower tertiary education","West Germany","70","0.257185875181789","0.209666574162846","0.304705176200731"
"Non-working","1995","(3a) lower tertiary education","East Germany","146","0.317398481083125","0.278175959949483","0.356621002216768"
"Non-working","1995","(3b) higher tertiary education","West Germany","136","0.253201085322846","0.218464712618298","0.287937458027394"
"Non-working","1995","(3b) higher tertiary education","East Germany","63","0.287666734311284","0.236010407897453","0.339323060725116"
"Other","1995","(0) in school","West Germany","","","",""
"Other","1995","(0) in school","East Germany","","","",""
"Other","1995","(1a) inadequately completed","West Germany","","","",""
"Other","1995","(1a) inadequately completed","East Germany","","","",""
"Other","1995","(1b) general elementary school","West Germany","139","0.0640064757042393","0.0527799316759042","0.0752330197325745"
"Other","1995","(1b) general elementary school","East Germany","","","",""
"Other","1995","(1c) basic vocational qualification","West Germany","87","0.0254260967276202","0.0198963432933225","0.0309558501619178"
"Other","1995","(1c) basic vocational qualification","East Germany","","","",""
"Other","1995","(2b) intermediate general qualification","West Germany","92","0.240493172745883","0.194241399674044","0.286744945817722"
"Other","1995","(2b) intermediate general qualification","East Germany","85","0.550762173285779","0.47089373948889","0.630630607082667"
"Other","1995","(2a) intermediate vocational","West Germany","56","0.0293930186525141","0.0207201630516143","0.0380658742534139"
"Other","1995","(2a) intermediate vocational","East Germany","30","0.027485417513564","0.0182041093289195","0.0367667256982085"
"Other","1995","(2c_gen) general maturity certificate","West Germany","75","0.201955817573542","0.16241531818219","0.241496316964894"
"Other","1995","(2c_gen) general maturity certificate","East Germany","","","",""
"Other","1995","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Other","1995","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","1995","(3a) lower tertiary education","West Germany","","","",""
"Other","1995","(3a) lower tertiary education","East Germany","","","",""
"Other","1995","(3b) higher tertiary education","West Germany","","","",""
"Other","1995","(3b) higher tertiary education","East Germany","","","",""
"Full-time","1996","(0) in school","West Germany","","","",""
"Full-time","1996","(0) in school","East Germany","","","",""
"Full-time","1996","(1a) inadequately completed","West Germany","195","0.35230338244642","0.311711752016705","0.392895012876134"
"Full-time","1996","(1a) inadequately completed","East Germany","","","",""
"Full-time","1996","(1b) general elementary school","West Germany","518","0.192613912890906","0.174052629476743","0.21117519630507"
"Full-time","1996","(1b) general elementary school","East Germany","","","",""
"Full-time","1996","(1c) basic vocational qualification","West Germany","1508","0.433502571647137","0.415921285727069","0.451083857567205"
"Full-time","1996","(1c) basic vocational qualification","East Germany","319","0.274166234717473","0.246093301571047","0.302239167863898"
"Full-time","1996","(2b) intermediate general qualification","West Germany","72","0.218323790750717","0.17347990166352","0.263167679837914"
"Full-time","1996","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","1996","(2a) intermediate vocational","West Germany","786","0.492581604641211","0.466972184150705","0.518191025131717"
"Full-time","1996","(2a) intermediate vocational","East Germany","759","0.608687559582292","0.580958595151345","0.636416524013239"
"Full-time","1996","(2c_gen) general maturity certificate","West Germany","85","0.255414407018461","0.210552803975021","0.300276010061902"
"Full-time","1996","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","1996","(2c_voc) vocational maturity certificate","West Germany","272","0.501296871839374","0.458239079924071","0.544354663754677"
"Full-time","1996","(2c_voc) vocational maturity certificate","East Germany","59","0.646783321455346","0.545765296612898","0.747801346297794"
"Full-time","1996","(3a) lower tertiary education","West Germany","233","0.65843232037145","0.607420243633485","0.709444397109415"
"Full-time","1996","(3a) lower tertiary education","East Germany","324","0.537010815140409","0.495109700079066","0.578911930201752"
"Full-time","1996","(3b) higher tertiary education","West Germany","375","0.577329619390994","0.537704210882505","0.616955027899483"
"Full-time","1996","(3b) higher tertiary education","East Germany","211","0.634395573508035","0.579623944100585","0.689167202915484"
"Part-time","1996","(0) in school","West Germany","","","",""
"Part-time","1996","(0) in school","East Germany","","","",""
"Part-time","1996","(1a) inadequately completed","West Germany","39","0.0758416851141703","0.0533449523452715","0.098338417883069"
"Part-time","1996","(1a) inadequately completed","East Germany","","","",""
"Part-time","1996","(1b) general elementary school","West Germany","120","0.0600364395717194","0.0488552884422238","0.071217590701215"
"Part-time","1996","(1b) general elementary school","East Germany","","","",""
"Part-time","1996","(1c) basic vocational qualification","West Germany","268","0.0826168141715552","0.0728497186230766","0.0923839097200339"
"Part-time","1996","(1c) basic vocational qualification","East Germany","38","0.0289187728661758","0.0183729630921196","0.039464582640232"
"Part-time","1996","(2b) intermediate general qualification","West Germany","","","",""
"Part-time","1996","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","1996","(2a) intermediate vocational","West Germany","182","0.116465097561132","0.10003321565031","0.132896979471954"
"Part-time","1996","(2a) intermediate vocational","East Germany","97","0.0761431955984546","0.0610739159992349","0.0912124751976742"
"Part-time","1996","(2c_gen) general maturity certificate","West Germany","32","0.092980396706314","0.0631060227758616","0.122854770636766"
"Part-time","1996","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","1996","(2c_voc) vocational maturity certificate","West Germany","63","0.128515467618232","0.0996956815127291","0.157335253723735"
"Part-time","1996","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","1996","(3a) lower tertiary education","West Germany","","","",""
"Part-time","1996","(3a) lower tertiary education","East Germany","54","0.0979401347897811","0.0729627669283178","0.122917502651244"
"Part-time","1996","(3b) higher tertiary education","West Germany","67","0.120017840595691","0.0939490572070256","0.146086623984357"
"Part-time","1996","(3b) higher tertiary education","East Germany","","","",""
"Non-working","1996","(0) in school","West Germany","191","0.963346897858244","0.937107026708928","0.98958676900756"
"Non-working","1996","(0) in school","East Germany","90","1","1","1"
"Non-working","1996","(1a) inadequately completed","West Germany","288","0.548288075706548","0.505999072072571","0.590577079340526"
"Non-working","1996","(1a) inadequately completed","East Germany","","","",""
"Non-working","1996","(1b) general elementary school","West Germany","972","0.688135580355456","0.666331214221086","0.709939946489827"
"Non-working","1996","(1b) general elementary school","East Germany","185","0.882900862985885","0.841346465383077","0.924455260588693"
"Non-working","1996","(1c) basic vocational qualification","West Germany","1189","0.460950350245057","0.4432656670135","0.478635033476613"
"Non-working","1996","(1c) basic vocational qualification","East Germany","600","0.685891041470413","0.656681149514793","0.715100933426034"
"Non-working","1996","(2b) intermediate general qualification","West Germany","137","0.447894145288171","0.393913489036825","0.501874801539517"
"Non-working","1996","(2b) intermediate general qualification","East Germany","44","0.329321129471865","0.253088873293422","0.405553385650308"
"Non-working","1996","(2a) intermediate vocational","West Germany","441","0.361755552240093","0.337141751634205","0.386369352845981"
"Non-working","1996","(2a) intermediate vocational","East Germany","306","0.293421794697492","0.267551527545219","0.319292061849765"
"Non-working","1996","(2c_gen) general maturity certificate","West Germany","182","0.475590117367296","0.424215733904747","0.526964500829845"
"Non-working","1996","(2c_gen) general maturity certificate","East Germany","44","0.580785858128424","0.470573902848057","0.690997813408791"
"Non-working","1996","(2c_voc) vocational maturity certificate","West Germany","164","0.321615097199322","0.281390703023567","0.361839491375077"
"Non-working","1996","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Non-working","1996","(3a) lower tertiary education","West Germany","63","0.221292190607935","0.176639322621178","0.265945058594692"
"Non-working","1996","(3a) lower tertiary education","East Germany","163","0.361253680460834","0.320887376445278","0.401619984476391"
"Non-working","1996","(3b) higher tertiary education","West Germany","142","0.269171505974356","0.233593368950318","0.304749642998393"
"Non-working","1996","(3b) higher tertiary education","East Germany","71","0.311392720267159","0.25872919843112","0.364056242103197"
"Other","1996","(0) in school","West Germany","","","",""
"Other","1996","(0) in school","East Germany","","","",""
"Other","1996","(1a) inadequately completed","West Germany","","","",""
"Other","1996","(1a) inadequately completed","East Germany","","","",""
"Other","1996","(1b) general elementary school","West Germany","124","0.059214067181918","0.0481049026742526","0.0703232316895834"
"Other","1996","(1b) general elementary school","East Germany","","","",""
"Other","1996","(1c) basic vocational qualification","West Germany","87","0.0229302639362513","0.0176199140824438","0.0282406137900588"
"Other","1996","(1c) basic vocational qualification","East Germany","","","",""
"Other","1996","(2b) intermediate general qualification","West Germany","99","0.286855401827932","0.237757876173312","0.335952927482552"
"Other","1996","(2b) intermediate general qualification","East Germany","79","0.512807221597883","0.43172994532858","0.593884497867187"
"Other","1996","(2a) intermediate vocational","West Germany","55","0.0291977455575637","0.0205735697629221","0.0378219213522053"
"Other","1996","(2a) intermediate vocational","East Germany","","","",""
"Other","1996","(2c_gen) general maturity certificate","West Germany","64","0.176015078907929","0.136838243868644","0.215191913947214"
"Other","1996","(2c_gen) general maturity certificate","East Germany","","","",""
"Other","1996","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Other","1996","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","1996","(3a) lower tertiary education","West Germany","","","",""
"Other","1996","(3a) lower tertiary education","East Germany","","","",""
"Other","1996","(3b) higher tertiary education","West Germany","","","",""
"Other","1996","(3b) higher tertiary education","East Germany","","","",""
"Full-time","1997","(0) in school","West Germany","","","",""
"Full-time","1997","(0) in school","East Germany","","","",""
"Full-time","1997","(1a) inadequately completed","West Germany","174","0.357029919638651","0.314991584672952","0.399068254604349"
"Full-time","1997","(1a) inadequately completed","East Germany","","","",""
"Full-time","1997","(1b) general elementary school","West Germany","478","0.192308408779706","0.173468180864835","0.211148636694576"
"Full-time","1997","(1b) general elementary school","East Germany","","","",""
"Full-time","1997","(1c) basic vocational qualification","West Germany","1433","0.416032885137222","0.398324063918455","0.433741706355988"
"Full-time","1997","(1c) basic vocational qualification","East Germany","283","0.240559003113255","0.213249669305262","0.267868336921248"
"Full-time","1997","(2b) intermediate general qualification","West Germany","81","0.237348784916513","0.192257612492676","0.28243995734035"
"Full-time","1997","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","1997","(2a) intermediate vocational","West Germany","763","0.476314364795711","0.450589921771284","0.502038807820138"
"Full-time","1997","(2a) intermediate vocational","East Germany","741","0.590407793198605","0.562181704695482","0.618633881701728"
"Full-time","1997","(2c_gen) general maturity certificate","West Germany","81","0.274151792575791","0.22768262323987","0.320620961911712"
"Full-time","1997","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","1997","(2c_voc) vocational maturity certificate","West Germany","272","0.509339537509152","0.465867453372281","0.552811621646023"
"Full-time","1997","(2c_voc) vocational maturity certificate","East Germany","64","0.676081354145362","0.578858013166218","0.773304695124506"
"Full-time","1997","(3a) lower tertiary education","West Germany","243","0.661532599580119","0.611382813340087","0.71168238582015"
"Full-time","1997","(3a) lower tertiary education","East Germany","321","0.539059708351067","0.496860289675968","0.581259127026165"
"Full-time","1997","(3b) higher tertiary education","West Germany","393","0.62307588433961","0.584071073334857","0.662080695344364"
"Full-time","1997","(3b) higher tertiary education","East Germany","212","0.638101283515204","0.58408189923596","0.692120667794447"
"Part-time","1997","(0) in school","West Germany","","","",""
"Part-time","1997","(0) in school","East Germany","","","",""
"Part-time","1997","(1a) inadequately completed","West Germany","34","0.061386173340504","0.040325290478178","0.0824470562028299"
"Part-time","1997","(1a) inadequately completed","East Germany","","","",""
"Part-time","1997","(1b) general elementary school","West Germany","115","0.0616915576300089","0.050190178648364","0.0731929366116537"
"Part-time","1997","(1b) general elementary school","East Germany","","","",""
"Part-time","1997","(1c) basic vocational qualification","West Germany","258","0.08499943798504","0.0749798391154936","0.0950190368545865"
"Part-time","1997","(1c) basic vocational qualification","East Germany","","","",""
"Part-time","1997","(2b) intermediate general qualification","West Germany","","","",""
"Part-time","1997","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","1997","(2a) intermediate vocational","West Germany","173","0.111176272738919","0.0949851231631044","0.127367422314733"
"Part-time","1997","(2a) intermediate vocational","East Germany","94","0.0814179907748526","0.0657209432256964","0.0971150383240088"
"Part-time","1997","(2c_gen) general maturity certificate","West Germany","","","",""
"Part-time","1997","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","1997","(2c_voc) vocational maturity certificate","West Germany","60","0.140901527759106","0.110646639082553","0.171156416435659"
"Part-time","1997","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","1997","(3a) lower tertiary education","West Germany","31","0.0946440575913085","0.0636205147695938","0.125667600413023"
"Part-time","1997","(3a) lower tertiary education","East Germany","50","0.0907555334288948","0.0664367084910791","0.11507435836671"
"Part-time","1997","(3b) higher tertiary education","West Germany","57","0.102912006905675","0.0784568028980425","0.127367210913307"
"Part-time","1997","(3b) higher tertiary education","East Germany","","","",""
"Non-working","1997","(0) in school","West Germany","200","0.955277081000142","0.927187440987501","0.983366721012783"
"Non-working","1997","(0) in school","East Germany","105","1","1","1"
"Non-working","1997","(1a) inadequately completed","West Germany","283","0.563867828727329","0.520357182016024","0.607378475438633"
"Non-working","1997","(1a) inadequately completed","East Germany","","","",""
"Non-working","1997","(1b) general elementary school","West Germany","973","0.695102552420923","0.673095312896805","0.717109791945041"
"Non-working","1997","(1b) general elementary school","East Germany","177","0.884458473404007","0.842216468291915","0.926700478516098"
"Non-working","1997","(1c) basic vocational qualification","West Germany","1215","0.479555155346925","0.461606237692893","0.497504073000956"
"Non-working","1997","(1c) basic vocational qualification","East Germany","615","0.725972734395114","0.697475000757843","0.754470468032385"
"Non-working","1997","(2b) intermediate general qualification","West Germany","141","0.482785710440158","0.429825768640884","0.535745652239433"
"Non-working","1997","(2b) intermediate general qualification","East Germany","43","0.330800283555166","0.25172523859004","0.409875328520292"
"Non-working","1997","(2a) intermediate vocational","West Germany","451","0.379921792871734","0.354922130283006","0.404921455460462"
"Non-working","1997","(2a) intermediate vocational","East Germany","304","0.308959508079427","0.282437808813053","0.335481207345801"
"Non-working","1997","(2c_gen) general maturity certificate","West Germany","177","0.470406441090568","0.418412296557949","0.522400585623187"
"Non-working","1997","(2c_gen) general maturity certificate","East Germany","48","0.622848085111803","0.517298918906394","0.728397251317211"
"Non-working","1997","(2c_voc) vocational maturity certificate","West Germany","153","0.308773021722149","0.268598913153359","0.348947130290939"
"Non-working","1997","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Non-working","1997","(3a) lower tertiary education","West Germany","64","0.229752374781593","0.185168251953021","0.274336497610166"
"Non-working","1997","(3a) lower tertiary education","East Germany","159","0.362255621776481","0.321564788585697","0.402946454967265"
"Non-working","1997","(3b) higher tertiary education","West Germany","130","0.245904313410259","0.211245232169871","0.280563394650647"
"Non-working","1997","(3b) higher tertiary education","East Germany","71","0.280173933986916","0.22969165555176","0.330656212422071"
"Other","1997","(0) in school","West Germany","","","",""
"Other","1997","(0) in school","East Germany","","","",""
"Other","1997","(1a) inadequately completed","West Germany","","","",""
"Other","1997","(1a) inadequately completed","East Germany","","","",""
"Other","1997","(1b) general elementary school","West Germany","115","0.0508974811693623","0.04039071801355","0.0614042443251746"
"Other","1997","(1b) general elementary school","East Germany","","","",""
"Other","1997","(1c) basic vocational qualification","West Germany","70","0.0194125215308139","0.0144555574215337","0.0243694856400942"
"Other","1997","(1c) basic vocational qualification","East Germany","","","",""
"Other","1997","(2b) intermediate general qualification","West Germany","99","0.234545286404371","0.189638896422552","0.279451676386191"
"Other","1997","(2b) intermediate general qualification","East Germany","70","0.474383407306102","0.390461003450644","0.55830581116156"
"Other","1997","(2a) intermediate vocational","West Germany","61","0.0325875695936363","0.0234423186354051","0.0417328205518675"
"Other","1997","(2a) intermediate vocational","East Germany","","","",""
"Other","1997","(2c_gen) general maturity certificate","West Germany","68","0.190399601437231","0.149500399463318","0.231298803411145"
"Other","1997","(2c_gen) general maturity certificate","East Germany","","","",""
"Other","1997","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Other","1997","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","1997","(3a) lower tertiary education","West Germany","","","",""
"Other","1997","(3a) lower tertiary education","East Germany","","","",""
"Other","1997","(3b) higher tertiary education","West Germany","","","",""
"Other","1997","(3b) higher tertiary education","East Germany","","","",""
"Full-time","1998","(0) in school","West Germany","","","",""
"Full-time","1998","(0) in school","East Germany","","","",""
"Full-time","1998","(1a) inadequately completed","West Germany","158","0.36573339606328","0.322236740119597","0.409230052006963"
"Full-time","1998","(1a) inadequately completed","East Germany","","","",""
"Full-time","1998","(1b) general elementary school","West Germany","468","0.185092243404911","0.167269111981945","0.202915374827877"
"Full-time","1998","(1b) general elementary school","East Germany","","","",""
"Full-time","1998","(1c) basic vocational qualification","West Germany","1496","0.404230602566033","0.387298834981591","0.421162370150476"
"Full-time","1998","(1c) basic vocational qualification","East Germany","277","0.226277239156043","0.199877626405197","0.252676851906888"
"Full-time","1998","(2b) intermediate general qualification","West Germany","87","0.231542465425627","0.189352638670293","0.273732292180961"
"Full-time","1998","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","1998","(2a) intermediate vocational","West Germany","872","0.487664505105864","0.463278867157585","0.512050143054143"
"Full-time","1998","(2a) intermediate vocational","East Germany","793","0.603187059941758","0.576054811012521","0.630319308870995"
"Full-time","1998","(2c_gen) general maturity certificate","West Germany","101","0.242722949823097","0.200968439210879","0.284477460435315"
"Full-time","1998","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","1998","(2c_voc) vocational maturity certificate","West Germany","321","0.517307647931696","0.476849225793988","0.557766070069404"
"Full-time","1998","(2c_voc) vocational maturity certificate","East Germany","61","0.642809497449249","0.542694797812166","0.742924197086332"
"Full-time","1998","(3a) lower tertiary education","West Germany","285","0.660367680385996","0.614526734189937","0.706208626582054"
"Full-time","1998","(3a) lower tertiary education","East Germany","309","0.488590090790197","0.447077734019652","0.530102447560742"
"Full-time","1998","(3b) higher tertiary education","West Germany","456","0.621331440814397","0.585347256007213","0.657315625621581"
"Full-time","1998","(3b) higher tertiary education","East Germany","201","0.547455415792255","0.492401485181401","0.602509346403109"
"Part-time","1998","(0) in school","West Germany","","","",""
"Part-time","1998","(0) in school","East Germany","","","",""
