"erwst","year","education","n","percent","lower_confidence","upper_confidence"
"Non-working","2000","Other degree","692","0.431171754684009","0.40646929658715","0.455874212780867"
"Non-working","2000","secondary school degree","2085","0.325847864519235","0.314868291081732","0.336827437956738"
"Other","2000","college entrance qualification","329","0.0708177584454077","0.0635235677280192","0.0781119491627962"
"Other","2000","lower secondary degree","489","0.0441164029646652","0.0400893287197307","0.0481434772095997"
"Other","2000","no degree/no degree yet","65","0.0749679207425915","0.0580066366854746","0.0919292047997084"
"Other","2000","Other degree","84","0.0591888582649342","0.0474183382451566","0.0709593782847119"
"Other","2000","secondary school degree","549","0.0723320415828329","0.0662638300595632","0.0784002531061026"
"Part-time","2000","college entrance qualification","489","0.10489787871801","0.0961847280907092","0.113611029345311"
"Part-time","2000","lower secondary degree","782","0.0749907442892273","0.0698258200486788","0.0801556685297759"
"Part-time","2000","no degree/no degree yet","","","",""
"Part-time","2000","Other degree","137","0.0928604907545887","0.0783835441858908","0.107337437323287"
"Part-time","2000","secondary school degree","804","0.108506284654289","0.101220343479022","0.115792225829555"
"Full-time","2001","college entrance qualification","2327","0.504599312255338","0.489925860402263","0.519272764108414"
"Full-time","2001","lower secondary degree","2819","0.308315043538001","0.298659992144459","0.317970094931543"
"Full-time","2001","no degree/no degree yet","84","0.110763803767479","0.0899810288151222","0.131546578719836"
"Full-time","2001","Other degree","571","0.408542252298132","0.382569425102056","0.434515079494209"
"Full-time","2001","secondary school degree","3259","0.489412414255278","0.477212001634602","0.501612826875954"
"Non-working","2001","college entrance qualification","1337","0.31418761598287","0.300564456066071","0.327810775899668"
"Non-working","2001","lower secondary degree","4834","0.570179056871346","0.559828767689617","0.580529346053076"
"Non-working","2001","no degree/no degree yet","677","0.757277003859968","0.728886121868129","0.785667885851807"
"Non-working","2001","Other degree","616","0.45367095451513","0.427366063497421","0.479975845532838"
"Non-working","2001","secondary school degree","1911","0.325117920317726","0.313685549443193","0.336550291192259"
"Other","2001","college entrance qualification","334","0.073879944323105","0.0662031909938502","0.0815566976523598"
"Other","2001","lower secondary degree","464","0.0484273945343498","0.0439392215808678","0.0529155674878317"
"Other","2001","no degree/no degree yet","88","0.10872136956159","0.0881074658952527","0.129335273227927"
"Other","2001","Other degree","66","0.0495675430139048","0.0380992653424452","0.0610358206853644"
"Other","2001","secondary school degree","500","0.0722946967187463","0.0659740700059444","0.0786153234315483"
"Part-time","2001","college entrance qualification","462","0.107333127438687","0.0982488108148335","0.11641744406254"
"Part-time","2001","lower secondary degree","671","0.0730785050563035","0.0676369958175562","0.0785200142950508"
"Part-time","2001","no degree/no degree yet","","","",""
"Part-time","2001","Other degree","123","0.0882192501728332","0.0732339390356401","0.103204561310026"
"Part-time","2001","secondary school degree","779","0.113174968708249","0.105442893573385","0.120907043843113"
"Full-time","2002","college entrance qualification","3026","0.500459269134699","0.4873823823859","0.513536155883498"
"Full-time","2002","lower secondary degree","2589","0.296221807950717","0.286446003661196","0.305997612240239"
"Full-time","2002","no degree/no degree yet","69","0.0861974530941473","0.0680224809817519","0.104372425206543"
"Full-time","2002","Other degree","540","0.402890566932617","0.376520810632516","0.429260323232718"
"Full-time","2002","secondary school degree","3311","0.46852930659559","0.456593123723391","0.48046548946779"
"Non-working","2002","college entrance qualification","1577","0.325690473532828","0.313433966551687","0.33794698051397"
"Non-working","2002","lower secondary degree","4688","0.58152933776055","0.570967380528739","0.592091294992361"
"Non-working","2002","no degree/no degree yet","738","0.801573406568184","0.775746526689276","0.827400286447092"
"Non-working","2002","Other degree","607","0.447979391017097","0.421243647639817","0.474715134394377"
"Non-working","2002","secondary school degree","2037","0.338048569151545","0.32673342643009","0.349363711873"
"Other","2002","college entrance qualification","395","0.0755588592096174","0.0686466500683818","0.082471068350853"
"Other","2002","lower secondary degree","450","0.047828257895634","0.0432592068799034","0.0523973089113647"
"Other","2002","no degree/no degree yet","77","0.075659124535471","0.0585334735396815","0.0927847755312605"
"Other","2002","Other degree","66","0.0522165738508862","0.0402562113744989","0.0641769363272735"
"Other","2002","secondary school degree","499","0.0790613463620088","0.0726069612279654","0.0855157314960523"
"Part-time","2002","college entrance qualification","618","0.0982913981228552","0.0905052008284788","0.106077595417232"
"Part-time","2002","lower secondary degree","653","0.0744205963930987","0.068801331624063","0.0800398611621343"
"Part-time","2002","no degree/no degree yet","32","0.0365700158021978","0.0244145107711488","0.0487255208332468"
"Part-time","2002","Other degree","116","0.0969134681994005","0.0810081503956031","0.112818786003198"
"Part-time","2002","secondary school degree","867","0.114360777890856","0.106748328929546","0.121973226852165"
"Full-time","2003","college entrance qualification","2838","0.48748871915568","0.474214670566132","0.500762767745228"
"Full-time","2003","lower secondary degree","2366","0.287606441304766","0.27765767564001","0.297555206969521"
"Full-time","2003","no degree/no degree yet","63","0.0887897029776688","0.0702169489749466","0.107362456980391"
"Full-time","2003","Other degree","467","0.364711324087272","0.338037847960993","0.391384800213552"
"Full-time","2003","secondary school degree","3082","0.459503540070638","0.447361176044464","0.471645904096812"
"Non-working","2003","college entrance qualification","1590","0.331326112343076","0.31882627338842","0.343825951297733"
"Non-working","2003","lower secondary degree","4564","0.596200041401987","0.585415813894735","0.60698426890924"
"Non-working","2003","no degree/no degree yet","750","0.802729739935154","0.776746028726066","0.828713451144243"
"Non-working","2003","Other degree","594","0.461718043391598","0.434092376510316","0.489343710272879"
"Non-working","2003","secondary school degree","2018","0.346678142803876","0.335082649865291","0.35827363574246"
"Other","2003","college entrance qualification","384","0.0763968085036804","0.0693425767427314","0.0834510402646295"
"Other","2003","lower secondary degree","429","0.0488333137108978","0.0440963907827742","0.0535702366390215"
"Other","2003","no degree/no degree yet","69","0.0781344978616342","0.0606101893649131","0.0956588063583552"
"Other","2003","Other degree","67","0.0597567009902913","0.0466216166342152","0.0728917853463674"
"Other","2003","secondary school degree","470","0.0697920558863339","0.0635840029858537","0.0760001087868142"
"Part-time","2003","college entrance qualification","635","0.104788359997564","0.0966546480990919","0.112922071896036"
"Part-time","2003","lower secondary degree","593","0.0673602035823493","0.0618512568579665","0.0728691503067322"
"Part-time","2003","no degree/no degree yet","","","",""
"Part-time","2003","Other degree","123","0.113813931530839","0.0962152712391731","0.131412591822504"
"Part-time","2003","secondary school degree","901","0.124026261239153","0.115995351212029","0.132057171266276"
"Full-time","2004","college entrance qualification","2789","0.48603402374506","0.472693475723439","0.499374571766681"
"Full-time","2004","lower secondary degree","2209","0.277017877419929","0.266953815714903","0.287081939124956"
"Full-time","2004","no degree/no degree yet","61","0.0847294330545735","0.0666460033997062","0.102812862709441"
"Full-time","2004","Other degree","438","0.370681992192328","0.343354908190219","0.398009076194436"
"Full-time","2004","secondary school degree","2968","0.458739394121649","0.446439771868382","0.471039016374916"
"Non-working","2004","college entrance qualification","1580","0.330301434795483","0.317747841236786","0.342855028354179"
"Non-working","2004","lower secondary degree","4384","0.599346664285667","0.588326729086788","0.610366599484546"
"Non-working","2004","no degree/no degree yet","777","0.833528075943484","0.809338986605947","0.85771716528102"
"Non-working","2004","Other degree","585","0.486371492641027","0.458092360064154","0.514650625217899"
"Non-working","2004","secondary school degree","1995","0.349173378715158","0.337406568125296","0.36094018930502"
"Other","2004","college entrance qualification","403","0.0791603584434198","0.0719539474196916","0.0863667694671479"
"Other","2004","lower secondary degree","420","0.0518550323881455","0.0468686171613056","0.0568414476149853"
"Other","2004","no degree/no degree yet","53","0.0604816305151808","0.0450022603506976","0.075961000679664"
"Other","2004","Other degree","63","0.048455462485809","0.0363063822640507","0.0606045427075672"
"Other","2004","secondary school degree","500","0.0758074762374394","0.0692740229509531","0.0823409295239257"
"Part-time","2004","college entrance qualification","620","0.104504183016037","0.0963388901320519","0.112669475900023"
"Part-time","2004","lower secondary degree","583","0.0717804259062582","0.0659756696314508","0.0775851821810657"
"Part-time","2004","no degree/no degree yet","","","",""
"Part-time","2004","Other degree","114","0.0944910526808368","0.0779410074661521","0.111041097895521"
"Part-time","2004","secondary school degree","842","0.116279750925754","0.108367227749075","0.124192274102432"
"Full-time","2005","college entrance qualification","2647","0.483320355399443","0.469748450043827","0.49689226075506"
"Full-time","2005","lower secondary degree","1980","0.276339593611236","0.265958258540792","0.28672092868168"
"Full-time","2005","no degree/no degree yet","48","0.0782737104286748","0.0608028572211823","0.0957445636361674"
"Full-time","2005","Other degree","399","0.345021801275575","0.317365961426129","0.372677641125021"
"Full-time","2005","secondary school degree","2842","0.46158190334506","0.449010670103153","0.474153136586967"
"Non-working","2005","college entrance qualification","1568","0.328172679689266","0.315420258587737","0.340925100790796"
"Non-working","2005","lower secondary degree","4210","0.594077463860845","0.582677397849883","0.605477529871808"
"Non-working","2005","no degree/no degree yet","781","0.819904813581918","0.794910688586317","0.844898938577519"
"Non-working","2005","Other degree","555","0.483148408199456","0.454076511563523","0.51222030483539"
"Non-working","2005","secondary school degree","1916","0.345442143350356","0.333451144730078","0.357433141970634"
"Other","2005","college entrance qualification","390","0.0792008611197691","0.0718665385406289","0.0865351836989093"
"Other","2005","lower secondary degree","393","0.0551783687164106","0.049877786345521","0.0604789510873002"
"Other","2005","no degree/no degree yet","57","0.0694494931609037","0.0529142844106707","0.0859847019111366"
"Other","2005","Other degree","81","0.0744346498806263","0.0591645710486127","0.0897047287126398"
"Other","2005","secondary school degree","468","0.0766585234835226","0.0699495655241135","0.0833674814429317"
"Part-time","2005","college entrance qualification","603","0.109306103791521","0.10083189718016","0.117780310402882"
"Part-time","2005","lower secondary degree","545","0.0744045738115078","0.0683123666593235","0.080496780963692"
"Part-time","2005","no degree/no degree yet","","","",""
"Part-time","2005","Other degree","100","0.0973951406443425","0.0801459930440561","0.114644288244629"
"Part-time","2005","secondary school degree","815","0.116317429821061","0.108232724102006","0.124402135540117"
"Full-time","2006","college entrance qualification","2785","0.485063377790354","0.472009742920809","0.498117012659898"
"Full-time","2006","lower secondary degree","2053","0.272722311078541","0.262756042969195","0.282688579187887"
"Full-time","2006","no degree/no degree yet","46","0.0746230928252481","0.0574549709584662","0.09179121469203"
"Full-time","2006","Other degree","401","0.322189975123802","0.295793565869462","0.348586384378143"
"Full-time","2006","secondary school degree","2941","0.452959849341487","0.4408771561327","0.465042542550274"
"Non-working","2006","college entrance qualification","1763","0.325914159036404","0.313671816012582","0.338156502060226"
"Non-working","2006","lower secondary degree","4600","0.599161849887895","0.588195080762319","0.610128619013471"
"Non-working","2006","no degree/no degree yet","709","0.779849895012027","0.752779674484458","0.806920115539596"
"Non-working","2006","Other degree","603","0.513920603614118","0.485688940130256","0.542152267097979"
"Non-working","2006","secondary school degree","2150","0.347099816577281","0.335544685387672","0.358654947766889"
"Other","2006","college entrance qualification","407","0.0764833594168738","0.0695417341106909","0.0834249847230568"
"Other","2006","lower secondary degree","432","0.0575081528602426","0.0522982981759289","0.0627180075445563"
"Other","2006","no degree/no degree yet","126","0.124816821760103","0.103223827117627","0.14640981640258"
"Other","2006","Other degree","83","0.0683374448808453","0.054084863274991","0.0825900264866995"
"Other","2006","secondary school degree","531","0.0820059512651304","0.0753460634837625","0.0886658390464983"
"Part-time","2006","college entrance qualification","676","0.112539103756369","0.104284776818175","0.120793430694563"
"Part-time","2006","lower secondary degree","586","0.0706076861733216","0.0648751391245484","0.0763402332220949"
"Part-time","2006","no degree/no degree yet","","","",""
"Part-time","2006","Other degree","117","0.0955519763812348","0.0789466853440396","0.11215726741843"
"Part-time","2006","secondary school degree","898","0.117934382816102","0.1101055871268","0.125763178505405"
"Full-time","2007","college entrance qualification","2687","0.485242352696907","0.471976018885593","0.498508686508221"
"Full-time","2007","lower secondary degree","1915","0.282350793333885","0.271797422926333","0.292904163741437"
"Full-time","2007","no degree/no degree yet","39","0.0690551878971748","0.0519900308804626","0.0861203449138869"
"Full-time","2007","Other degree","360","0.317447962723072","0.289660885606143","0.345235039840002"
"Full-time","2007","secondary school degree","2770","0.45719811289904","0.444703954141359","0.469692271656721"
"Non-working","2007","college entrance qualification","1675","0.311923705100697","0.299626323328336","0.324221086873058"
"Non-working","2007","lower secondary degree","4126","0.584807963494466","0.57325557681092","0.596360350178013"
"Non-working","2007","no degree/no degree yet","681","0.781045238343105","0.753211889896446","0.808878586789764"
"Non-working","2007","Other degree","549","0.524567930936064","0.494756431849608","0.554379430022521"
"Non-working","2007","secondary school degree","1973","0.338403411798269","0.326536215506244","0.350270608090293"
"Other","2007","college entrance qualification","395","0.0809803845918805","0.0737389856297208","0.0882217835540402"
"Other","2007","lower secondary degree","403","0.0587110332111674","0.0531996334063764","0.0642224330159585"
"Other","2007","no degree/no degree yet","111","0.123930647480634","0.101753342541572","0.146107952419696"
"Other","2007","Other degree","66","0.0665986927762336","0.0517151690073412","0.081482216545126"
"Other","2007","secondary school degree","448","0.0715135367422389","0.0650508062169814","0.0779762672674964"
"Part-time","2007","college entrance qualification","695","0.121853557610516","0.113170498706614","0.130536616514418"
"Part-time","2007","lower secondary degree","545","0.0741302099604809","0.0679881628560525","0.0802722570649094"
"Part-time","2007","no degree/no degree yet","","","",""
"Part-time","2007","Other degree","103","0.0913854135646297","0.0741838864788612","0.108586940650398"
"Part-time","2007","secondary school degree","916","0.132884938560452","0.124371394737056","0.141398482383847"
"Full-time","2008","college entrance qualification","2567","0.496284115046684","0.482634075971328","0.50993415412204"
"Full-time","2008","lower secondary degree","1808","0.292095457814198","0.281062103007732","0.303128812620664"
"Full-time","2008","no degree/no degree yet","39","0.0791289623287637","0.0598356714042528","0.0984222532532746"
"Full-time","2008","Other degree","317","0.334158434702135","0.304179272092072","0.364137597312198"
"Full-time","2008","secondary school degree","2671","0.461562944247429","0.448732122412063","0.474393766082795"
"Non-working","2008","college entrance qualification","1566","0.304193462534437","0.291633305347683","0.316753619721191"
"Non-working","2008","lower secondary degree","3848","0.570744093250876","0.558734268067951","0.582753918433801"
"Non-working","2008","no degree/no degree yet","587","0.750761777908848","0.719844761953761","0.781678793863935"
"Non-working","2008","Other degree","453","0.477455219299584","0.445709445875689","0.509200992723479"
"Non-working","2008","secondary school degree","1839","0.334619323679268","0.322474753824314","0.346763893534223"
"Other","2008","college entrance qualification","369","0.0801881671532915","0.0727736901327681","0.0876026441738149"
"Other","2008","lower secondary degree","371","0.0625884628791203","0.0567112675735292","0.0684656581847114"
"Other","2008","no degree/no degree yet","109","0.144240585388179","0.119129889308632","0.169351281467725"
"Other","2008","Other degree","70","0.0843674651050465","0.0667027783410089","0.102032151869084"
"Other","2008","secondary school degree","458","0.0775702151792167","0.0706855045120191","0.0844549258464142"
"Part-time","2008","college entrance qualification","652","0.119334255265587","0.110483832847775","0.128184677683399"
"Part-time","2008","lower secondary degree","498","0.0745719860558058","0.0681979134096095","0.0809460587020022"
"Part-time","2008","no degree/no degree yet","","","",""
"Part-time","2008","Other degree","111","0.104018880893235","0.0846161281189067","0.123421633667562"
"Part-time","2008","secondary school degree","831","0.126247516894086","0.117699267767017","0.134795766021155"
"Full-time","2009","college entrance qualification","2433","0.499711693058512","0.485727640225651","0.513695745891374"
"Full-time","2009","lower secondary degree","1626","0.291356030797486","0.27985098789705","0.302861073697922"
"Full-time","2009","no degree/no degree yet","32","0.069722969962943","0.0506230376939839","0.0888229022319022"
"Full-time","2009","Other degree","270","0.312053402190593","0.280184881750544","0.343921922630642"
"Full-time","2009","secondary school degree","2502","0.462233870611121","0.449000881729976","0.475466859492266"
"Non-working","2009","college entrance qualification","1504","0.297774054204546","0.28498480685882","0.310563301550273"
"Non-working","2009","lower secondary degree","3577","0.580870427285684","0.568377161645995","0.593363692925373"
"Non-working","2009","no degree/no degree yet","538","0.760413649812834","0.728403056263848","0.79242424336182"
"Non-working","2009","Other degree","386","0.463704190928737","0.429404296092688","0.498004085764786"
"Non-working","2009","secondary school degree","1725","0.329407861007572","0.316933263250135","0.341882458765009"
"Other","2009","college entrance qualification","364","0.0919633655569827","0.083881302445631","0.100045428668334"
"Other","2009","lower secondary degree","337","0.0571875771961565","0.0513082763246705","0.0630668780676424"
"Other","2009","no degree/no degree yet","97","0.138522807301212","0.11261561949306","0.164429995109364"
"Other","2009","Other degree","73","0.119860651661673","0.0975206031232014","0.142200700200144"
"Other","2009","secondary school degree","421","0.0750311144914679","0.0680389022422552","0.0820233267406807"
"Part-time","2009","college entrance qualification","610","0.110550887179959","0.101780782176071","0.119320992183847"
"Part-time","2009","lower secondary degree","452","0.0705859647206737","0.064100725816437","0.0770712036249104"
"Part-time","2009","no degree/no degree yet","","","",""
"Part-time","2009","Other degree","83","0.104381755218997","0.0833515340462169","0.125411976391778"
"Part-time","2009","secondary school degree","805","0.133327153889838","0.124304854355539","0.142349453424138"
"Full-time","2010","college entrance qualification","3169","0.489871401086276","0.478006376988768","0.501736425183783"
"Full-time","2010","lower secondary degree","1993","0.276844368863129","0.266301467120964","0.287387270605294"
"Full-time","2010","no degree/no degree yet","65","0.0736269661438588","0.0580005410310532","0.0892533912566645"
"Full-time","2010","Other degree","515","0.305938339466495","0.283288480147104","0.328588198785887"
"Full-time","2010","secondary school degree","3134","0.463381071403187","0.452100114253304","0.474662028553071"
"Non-working","2010","college entrance qualification","2101","0.300727342502757","0.289843118340059","0.311611566665454"
"Non-working","2010","lower secondary degree","3881","0.586468262297296","0.574864385578153","0.598072139016438"
"Non-working","2010","no degree/no degree yet","817","0.776176184456158","0.751237040963318","0.801115327948997"
"Non-working","2010","Other degree","781","0.479096316648746","0.454541332448256","0.503651300849237"
"Non-working","2010","secondary school degree","2480","0.32256099153011","0.311985882978239","0.333136100081981"
"Other","2010","college entrance qualification","477","0.0871779823191762","0.0804824639492603","0.0938735006890921"
"Other","2010","lower secondary degree","480","0.0589867728289641","0.0534353845002104","0.0645381611577177"
"Other","2010","no degree/no degree yet","169","0.132375896158945","0.112098205613999","0.152653586703892"
"Other","2010","Other degree","137","0.10448173557174","0.0894466140766094","0.11951685706687"
"Other","2010","secondary school degree","684","0.0890533712404743","0.0826099657931306","0.095496776687818"
"Part-time","2010","college entrance qualification","1072","0.122223274091791","0.114449055760982","0.129997492422601"
"Part-time","2010","lower secondary degree","565","0.0777005960106113","0.0713928446670535","0.084008347354169"
"Part-time","2010","no degree/no degree yet","","","",""
"Part-time","2010","Other degree","157","0.110483608313019","0.0950745736760562","0.125892642949981"
"Part-time","2010","secondary school degree","1208","0.125004565826228","0.117522704707197","0.13248642694526"
"Full-time","2011","college entrance qualification","3760","0.49809620037279","0.487121900288004","0.509070500457577"
"Full-time","2011","lower secondary degree","2314","0.277893355358597","0.268221765172826","0.287564945544368"
"Full-time","2011","no degree/no degree yet","96","0.102627418206476","0.0863056519790798","0.118949184433872"
"Full-time","2011","Other degree","615","0.328339986293183","0.307140318833002","0.349539653753363"
"Full-time","2011","secondary school degree","3745","0.477556391395876","0.467083918077771","0.488028864713982"
"Non-working","2011","college entrance qualification","2341","0.304431986698106","0.294331904288125","0.314532069108087"
"Non-working","2011","lower secondary degree","4694","0.596616855940385","0.586025177998442","0.607208533882328"
"Non-working","2011","no degree/no degree yet","995","0.735271469894025","0.711542805988508","0.759000133799542"
"Non-working","2011","Other degree","889","0.468714794796164","0.446187418897196","0.491242170695131"
"Non-working","2011","secondary school degree","2702","0.314126141503677","0.304394381584021","0.323857901423334"
"Other","2011","college entrance qualification","514","0.0746728184722511","0.0689033087817637","0.0804423281627386"
"Other","2011","lower secondary degree","536","0.0552866866480522","0.0503524675098831","0.0602209057862213"
"Other","2011","no degree/no degree yet","197","0.135382798451833","0.116981743054747","0.153783853848918"
"Other","2011","Other degree","152","0.0901647716318062","0.077234958999129","0.103094584264483"
"Other","2011","secondary school degree","740","0.0797418049877017","0.0740622396625596","0.0854213703128439"
"Part-time","2011","college entrance qualification","1359","0.122798994456853","0.115595272514433","0.130002716399272"
"Part-time","2011","lower secondary degree","697","0.0702031020529655","0.0646870249031977","0.0757191792027332"
"Part-time","2011","no degree/no degree yet","40","0.0267183134476664","0.0180452434872164","0.0353913834081163"
"Part-time","2011","Other degree","229","0.112780447278847","0.0985005569433759","0.127060337614319"
"Part-time","2011","secondary school degree","1552","0.128575662112744","0.121557693062299","0.13559363116319"
"Full-time","2012","college entrance qualification","3738","0.502845513275573","0.4917849757396","0.513906050811546"
"Full-time","2012","lower secondary degree","2229","0.277160895887096","0.267344703839055","0.286977087935137"
"Full-time","2012","no degree/no degree yet","97","0.0945835986635887","0.078926765325833","0.110240432001344"
"Full-time","2012","Other degree","648","0.354691077876833","0.332966535819768","0.376415619933898"
"Full-time","2012","secondary school degree","3576","0.464251164108975","0.453670111091087","0.474832217126864"
"Non-working","2012","college entrance qualification","2210","0.296328930597394","0.286227447593524","0.306430413601265"
"Non-working","2012","lower secondary degree","4512","0.591032893075553","0.580250720859534","0.601815065291573"
"Non-working","2012","no degree/no degree yet","959","0.718425703495692","0.694362177295943","0.742489229695442"
"Non-working","2012","Other degree","814","0.447307445158539","0.424729389768008","0.46988550054907"
"Non-working","2012","secondary school degree","2642","0.322432374694293","0.312515669191989","0.332349080196596"
"Other","2012","college entrance qualification","555","0.0762009652030829","0.0703317200373718","0.0820702103687941"
"Other","2012","lower secondary degree","532","0.0580672913544605","0.0529382999424044","0.0631962827665165"
"Other","2012","no degree/no degree yet","242","0.150603996311732","0.131468259558498","0.169739733064966"
"Other","2012","Other degree","156","0.0751797090172916","0.0632062216950555","0.0871531963395277"
"Other","2012","secondary school degree","755","0.0795796722343771","0.0738376357767494","0.0853217086920048"
"Part-time","2012","college entrance qualification","1347","0.12462459092395","0.117318041830871","0.131931140017029"
"Part-time","2012","lower secondary degree","714","0.0737389196828905","0.0680073794904523","0.0794704598753286"
"Part-time","2012","no degree/no degree yet","44","0.0363867015289875","0.02636838913773","0.046405013920245"
"Part-time","2012","Other degree","245","0.122821767947336","0.107917067272434","0.137726468622237"
"Part-time","2012","secondary school degree","1561","0.133736788962355","0.126515376468997","0.140958201455713"
"Full-time","2013","college entrance qualification","3792","0.497071972314757","0.486191526824782","0.507952417804733"
"Full-time","2013","lower secondary degree","2215","0.261167334051923","0.251442595511577","0.270892072592269"
"Full-time","2013","no degree/no degree yet","149","0.0858200766957665","0.0727969679825094","0.0988431854090236"
"Full-time","2013","Other degree","1730","0.379578516888484","0.364814033051598","0.394343000725369"
"Full-time","2013","secondary school degree","3546","0.451241520769137","0.440704847551116","0.461778193987157"
"Non-working","2013","college entrance qualification","2216","0.28995713177605","0.280083127694343","0.299831135857757"
"Non-working","2013","lower secondary degree","4275","0.603261502513711","0.592430954318092","0.614092050709329"
"Non-working","2013","no degree/no degree yet","1247","0.708665236266833","0.687539050385424","0.729791422148242"
"Non-working","2013","Other degree","1454","0.419989767897062","0.404973527056081","0.435006008738044"
"Non-working","2013","secondary school degree","2577","0.322607931550849","0.312709510215136","0.332506352886562"
"Other","2013","college entrance qualification","657","0.082338895001052","0.0763571513197029","0.0883206386824012"
"Other","2013","lower secondary degree","655","0.0661823689162469","0.0606787589270922","0.0716859789054017"
"Other","2013","no degree/no degree yet","301","0.16035905376881","0.143298311421063","0.177419796116557"
"Other","2013","Other degree","365","0.078729016681543","0.0705352205792456","0.0869228127838405"
"Other","2013","secondary school degree","872","0.083724837045437","0.0778601009424665","0.0895895731484075"
"Part-time","2013","college entrance qualification","1447","0.13063200090814","0.123298510393911","0.13796549142237"
"Part-time","2013","lower secondary degree","693","0.0693887945181192","0.063763124277966","0.0750144647582724"
"Part-time","2013","no degree/no degree yet","80","0.0451556332685905","0.0355012032051352","0.0548100633320457"
"Part-time","2013","Other degree","601","0.121702698532911","0.111755634334885","0.131649762730937"
"Part-time","2013","secondary school degree","1573","0.142425710634577","0.135025596199591","0.149825825069563"
"Full-time","2014","college entrance qualification","3461","0.49635536798521","0.485013315536371","0.507697420434048"
"Full-time","2014","lower secondary degree","1933","0.259809518705435","0.249529147884859","0.270089889526012"
"Full-time","2014","no degree/no degree yet","112","0.0787926762133657","0.06489198032092","0.0926933721058115"
"Full-time","2014","Other degree","1322","0.369911046014049","0.35346664406157","0.386355447966528"
"Full-time","2014","secondary school degree","3136","0.436086694343545","0.424962601570346","0.447210787116743"
"Non-working","2014","college entrance qualification","2025","0.281093938538767","0.270896408389126","0.291291468688407"
"Non-working","2014","lower secondary degree","3862","0.596827246976238","0.585327734966499","0.608326758985977"
"Non-working","2014","no degree/no degree yet","1042","0.734248634619949","0.711457064153049","0.75704020508685"
"Non-working","2014","Other degree","1196","0.422378212046384","0.405553755777898","0.439202668314871"
"Non-working","2014","secondary school degree","2338","0.32972574669878","0.319180063704705","0.340271429692855"
"Other","2014","college entrance qualification","667","0.0905745050827582","0.0840639242941068","0.0970850858714096"
"Other","2014","lower secondary degree","577","0.0696990640110518","0.0637296087027816","0.0756685193193219"
"Other","2014","no degree/no degree yet","245","0.154963219441812","0.136292242318701","0.173634196564922"
"Other","2014","Other degree","305","0.09072047738513","0.0809375265843901","0.10050342818587"
"Other","2014","secondary school degree","779","0.0838813550280936","0.0776629272748845","0.0900997827813027"
"Part-time","2014","college entrance qualification","1312","0.131976188393265","0.124298211600323","0.139654165186207"
"Part-time","2014","lower secondary degree","618","0.073664170307275","0.0675403578033531","0.079787982811197"
"Part-time","2014","no degree/no degree yet","44","0.0319954697248731","0.0229152184748035","0.0410757209749428"
"Part-time","2014","Other degree","488","0.116990264554437","0.10604248338013","0.127938045728743"
"Part-time","2014","secondary school degree","1381","0.150306203929582","0.142289576688167","0.158322831170997"
"Full-time","2015","college entrance qualification","3284","0.486857000874257","0.47534770353959","0.498366298208925"
"Full-time","2015","lower secondary degree","1741","0.258032496197203","0.247374934661512","0.268690057732894"
"Full-time","2015","no degree/no degree yet","136","0.101521644856739","0.0855870259911036","0.117456263722375"
"Full-time","2015","Other degree","1727","0.376439787889143","0.361660101978489","0.391219473799797"
"Full-time","2015","secondary school degree","2980","0.441347178766164","0.429957326465376","0.452737031066952"
"Non-working","2015","college entrance qualification","2038","0.287886740827901","0.277460823815205","0.298312657840597"
"Non-working","2015","lower secondary degree","3640","0.597076237489489","0.585129356464256","0.609023118514723"
"Non-working","2015","no degree/no degree yet","947","0.681210038784418","0.656623274027915","0.70579680354092"
"Non-working","2015","Other degree","1462","0.406595657733112","0.391611408956572","0.421579906509652"
"Non-working","2015","secondary school degree","2283","0.329038528700943","0.318260754387088","0.339816303014799"
"Other","2015","college entrance qualification","596","0.0835503735743343","0.0771786431491181","0.0899221039995505"
"Other","2015","lower secondary degree","515","0.0710975997573649","0.0648380842914359","0.0773571152232939"
"Other","2015","no degree/no degree yet","230","0.167832771979377","0.14811525443511","0.187550289523643"
"Other","2015","Other degree","360","0.084809869713093","0.0763110795083706","0.0933086599178155"
"Other","2015","secondary school degree","705","0.0820371919200932","0.0757424945865112","0.0883318892536753"
"Part-time","2015","college entrance qualification","1327","0.141705884723507","0.133675415786968","0.149736353660047"
"Part-time","2015","lower secondary degree","579","0.0737936665559425","0.0674258341816463","0.0801614989302388"
"Part-time","2015","no degree/no degree yet","67","0.0494355443794668","0.0379983633920709","0.0608727253668626"
"Part-time","2015","Other degree","579","0.132154684664652","0.121823724431465","0.142485644897839"
"Part-time","2015","secondary school degree","1333","0.1475771006128","0.139441418749296","0.155712782476303"
"Full-time","2016","college entrance qualification","3102","0.492632604726243","0.480791585979688","0.504473623472799"
"Full-time","2016","lower secondary degree","1612","0.267311168934883","0.256060534101754","0.278561803768011"
"Full-time","2016","no degree/no degree yet","155","0.100545994765501","0.0895838404142061","0.111508149116796"
"Full-time","2016","Other degree","1465","0.357571921878578","0.345114200177102","0.370029643580055"
"Full-time","2016","secondary school degree","2712","0.43792792999304","0.426091364600922","0.449764495385158"
"Non-working","2016","college entrance qualification","1904","0.282349521291361","0.271688072322355","0.293010970260367"
"Non-working","2016","lower secondary degree","3292","0.578022425946597","0.565467165667658","0.590577686225536"
