"erwst","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Non-working","2004","Urban Area","Female","3731","0.53978789787851","0.528572785280074","0.551003010476946"
"Non-working","2004","Urban Area","Male","2511","0.392479239918013","0.381000819810586","0.40395766002544"
"Other","2004","Rural Area","Female","328","0.0766384117094715","0.0680865442711857","0.0851902791477573"
"Other","2004","Rural Area","Male","212","0.0569111158065899","0.0492105859517075","0.0646116456614723"
"Other","2004","Urban Area","Female","635","0.0854404594783549","0.0791504568214588","0.0917304621352509"
"Other","2004","Urban Area","Male","366","0.0504307818706654","0.0452867414333657","0.0555748223079651"
"Part-time","2004","Rural Area","Female","599","0.147596127729447","0.136193314805776","0.158998940653118"
"Part-time","2004","Rural Area","Male","69","0.0216849266232275","0.0168436031988936","0.0265262500475614"
"Part-time","2004","Urban Area","Female","1378","0.154783333607139","0.146644556159374","0.162922111054904"
"Part-time","2004","Urban Area","Male","145","0.0238123064201167","0.0202283674570127","0.0273962453832206"
"Full-time","2005","Rural Area","Female","875","0.223563087575183","0.209896278751893","0.237229896398473"
"Full-time","2005","Rural Area","Male","1730","0.509650622325756","0.492620287450101","0.52668095720141"
"Full-time","2005","Urban Area","Female","1735","0.218251766532653","0.208773088295806","0.227730444769499"
"Full-time","2005","Urban Area","Male","3661","0.526932724274981","0.514921114327629","0.538944334222332"
"Non-working","2005","Rural Area","Female","1794","0.54666892006246","0.530339005137699","0.562998834987221"
"Non-working","2005","Rural Area","Male","1339","0.413540536711312","0.396763620445523","0.430317452977101"
"Non-working","2005","Urban Area","Female","3616","0.535140104026221","0.523694723597166","0.546585484455275"
"Non-working","2005","Urban Area","Male","2458","0.388434907721768","0.376709103134595","0.400160712308941"
"Other","2005","Rural Area","Female","313","0.0795094994134811","0.070635218991673","0.0883837798352892"
"Other","2005","Rural Area","Male","187","0.0607412145984461","0.0526041368977715","0.0688782922991208"
"Other","2005","Urban Area","Female","651","0.0883302151114817","0.081818297943836","0.0948421322791274"
"Other","2005","Urban Area","Male","357","0.0561629922822623","0.0506239356899289","0.0617020488745957"
"Part-time","2005","Rural Area","Female","588","0.150258492948876","0.138537162396941","0.161979823500811"
"Part-time","2005","Rural Area","Male","54","0.0160676263644865","0.0117841874167616","0.0203510653122115"
"Part-time","2005","Urban Area","Female","1293","0.158277914329645","0.149902043645057","0.166653785014232"
"Part-time","2005","Urban Area","Male","161","0.0284693757209886","0.0244682757603187","0.0324704756816585"
"Full-time","2006","Rural Area","Female","921","0.220039589940506","0.207071030096454","0.233008149784559"
"Full-time","2006","Rural Area","Male","1820","0.50996703049585","0.493680165384088","0.526253895607612"
"Full-time","2006","Urban Area","Female","1793","0.214127179435328","0.205014235256162","0.223240123614493"
"Full-time","2006","Urban Area","Male","3796","0.522720547735603","0.511066972422403","0.534374123048802"
"Non-working","2006","Rural Area","Female","1981","0.547232858263108","0.531650664819188","0.562815051707027"
"Non-working","2006","Rural Area","Male","1485","0.407193969917389","0.391186939331224","0.423201000503555"
"Non-working","2006","Urban Area","Female","3881","0.536279815908503","0.525201585257493","0.547358046559512"
"Non-working","2006","Urban Area","Male","2690","0.388409696314928","0.377038311421793","0.399781081208063"
"Other","2006","Rural Area","Female","365","0.0878347004017311","0.0789738604321106","0.0966955403713515"
"Other","2006","Rural Area","Male","245","0.0683798983210062","0.0601567627524676","0.0766030338895447"
"Other","2006","Urban Area","Female","697","0.090678217430227","0.084299153395286","0.0970572814651681"
"Other","2006","Urban Area","Male","394","0.0590425018017451","0.0535432271318147","0.0645417764716754"
"Part-time","2006","Rural Area","Female","653","0.144892851394655","0.133873937087254","0.155911765702056"
"Part-time","2006","Rural Area","Male","69","0.0144591012657545","0.0105698878516852","0.0183483146798237"
"Part-time","2006","Urban Area","Female","1413","0.158914787225943","0.150793051915815","0.16703652253607"
"Part-time","2006","Urban Area","Male","177","0.0298272541477245","0.025858362846255","0.0337961454491939"
"Full-time","2007","Rural Area","Female","877","0.222825655297769","0.209371351080867","0.23627995951467"
"Full-time","2007","Rural Area","Male","1786","0.533982045999414","0.517285409188324","0.550678682810505"
"Full-time","2007","Urban Area","Female","1671","0.217200884532425","0.207736754058109","0.22666501500674"
"Full-time","2007","Urban Area","Male","3552","0.524738320614496","0.512661035789119","0.536815605439874"
"Non-working","2007","Rural Area","Female","1820","0.52360001364173","0.507452520301623","0.539747506981836"
"Non-working","2007","Rural Area","Male","1363","0.384658769824686","0.368374804258627","0.400942735390745"
"Non-working","2007","Urban Area","Female","3575","0.523368818498173","0.511905247933499","0.534832389062848"
"Non-working","2007","Urban Area","Male","2465","0.384331829275783","0.372567747187258","0.396095911364307"
"Other","2007","Rural Area","Female","326","0.0885463966447501","0.0793615449417516","0.0977312483477486"
"Other","2007","Rural Area","Male","219","0.0648722823565687","0.0566284452412307","0.0731161194719066"
"Other","2007","Urban Area","Female","639","0.0907176415584476","0.0841255987476607","0.0973096843692345"
"Other","2007","Urban Area","Male","377","0.0579690222320344","0.0523175434850119","0.063620500979057"
"Part-time","2007","Rural Area","Female","652","0.165027934415752","0.153026473246301","0.177029395585202"
"Part-time","2007","Rural Area","Male","61","0.0164869018193315","0.0122247987457601","0.0207490048929028"
"Part-time","2007","Urban Area","Female","1407","0.168712655410954","0.160117095415632","0.177308215406277"
"Part-time","2007","Urban Area","Male","174","0.0329608278776866","0.0286431264434972","0.037278529311876"
"Full-time","2008","Rural Area","Female","845","0.225939774553747","0.211968810359488","0.239910738748006"
"Full-time","2008","Rural Area","Male","1679","0.539274043941599","0.522049463214587","0.556498624668611"
"Full-time","2008","Urban Area","Female","1669","0.233451443603995","0.223440251235824","0.243462635972165"
"Full-time","2008","Urban Area","Male","3335","0.536670222807883","0.524225799827238","0.549114645788527"
"Non-working","2008","Rural Area","Female","1657","0.506195965211852","0.4894935485038","0.522898381919904"
"Non-working","2008","Rural Area","Male","1290","0.386885778681189","0.370055758432756","0.403715798929622"
"Non-working","2008","Urban Area","Female","3275","0.5055320150812","0.493699934718282","0.517364095444117"
"Non-working","2008","Urban Area","Male","2282","0.364295236889705","0.352285585870592","0.376304887908818"
"Other","2008","Rural Area","Female","330","0.101009394873745","0.0909423705189452","0.111076419228545"
"Other","2008","Rural Area","Male","189","0.0550975466097163","0.0472129009738503","0.0629821922455824"
"Other","2008","Urban Area","Female","612","0.0927361841710311","0.0858716812249199","0.0996006871171423"
"Other","2008","Urban Area","Male","392","0.0714055277726808","0.0649793183846561","0.0778317371607055"
"Part-time","2008","Rural Area","Female","610","0.166854865360656","0.154399042403046","0.179310688318266"
"Part-time","2008","Rural Area","Male","59","0.0187426307674952","0.0140563392498423","0.0234289222851481"
"Part-time","2008","Urban Area","Female","1303","0.168280357143775","0.159426696303422","0.177134017984127"
"Part-time","2008","Urban Area","Male","159","0.0276290125297311","0.0235385295835625","0.0317194954758996"
"Full-time","2009","Rural Area","Female","822","0.24147992460229","0.226797523928079","0.256162325276502"
"Full-time","2009","Rural Area","Male","1597","0.535195140217222","0.517520533326514","0.552869747107931"
"Full-time","2009","Urban Area","Female","1550","0.237848304592501","0.227354743375084","0.248341865809917"
"Full-time","2009","Urban Area","Male","3019","0.526289302739001","0.513342967747747","0.539235637730254"
"Non-working","2009","Rural Area","Female","1557","0.493109040331896","0.475957553620802","0.510260527042991"
"Non-working","2009","Rural Area","Male","1228","0.381971299084705","0.364753483957312","0.399189114212097"
"Non-working","2009","Urban Area","Female","2965","0.494546524443032","0.482224095258147","0.506868953627916"
"Non-working","2009","Urban Area","Male","2198","0.378663389108305","0.366086648497372","0.391240129719238"
"Other","2009","Rural Area","Female","297","0.0991747174398818","0.0889207062940974","0.109428728585666"
"Other","2009","Rural Area","Male","173","0.0631413672110476","0.054522456635146","0.0717602777869493"
"Other","2009","Urban Area","Female","623","0.100942615368286","0.093517843005141","0.108367387731431"
"Other","2009","Urban Area","Male","338","0.0661830693271236","0.0597371881280584","0.0726289505261887"
"Part-time","2009","Rural Area","Female","588","0.166236317625931","0.153464360324047","0.179008274927816"
"Part-time","2009","Rural Area","Male","61","0.0196921934870253","0.0147685496442377","0.0246158373298129"
"Part-time","2009","Urban Area","Female","1186","0.166662555596182","0.157477503432114","0.17584760776025"
"Part-time","2009","Urban Area","Male","159","0.0288642388255703","0.0245231567090978","0.0332053209420429"
"Full-time","2010","Rural Area","Female","918","0.245237269826835","0.232683851389531","0.257790688264138"
"Full-time","2010","Rural Area","Male","2228","0.537805686710587","0.522079508814929","0.553531864606245"
"Full-time","2010","Urban Area","Female","1721","0.237351187883345","0.228455372082919","0.246247003683772"
"Full-time","2010","Urban Area","Male","4156","0.514281988281258","0.502793215321951","0.525770761240566"
"Non-working","2010","Rural Area","Female","2181","0.467532841244113","0.452974361710227","0.482091320777999"
"Non-working","2010","Rural Area","Male","1305","0.380340780654673","0.365027752015519","0.395653809293826"
"Non-working","2010","Urban Area","Female","4376","0.497604702701725","0.487150454696529","0.508058950706921"
"Non-working","2010","Urban Area","Male","2411","0.383057223034786","0.3718825414887","0.394231904580872"
"Other","2010","Rural Area","Female","523","0.119727448881788","0.110254853438195","0.12920004432538"
"Other","2010","Rural Area","Male","219","0.0579773095569532","0.0506057750801078","0.0653488440337986"
"Other","2010","Urban Area","Female","880","0.0938731759314757","0.0877750972033965","0.0999712546595549"
"Other","2010","Urban Area","Male","458","0.0715502616739102","0.0656255707685702","0.0774749525792501"
"Part-time","2010","Rural Area","Female","890","0.167502440047264","0.156606477566739","0.17839840252779"
"Part-time","2010","Rural Area","Male","109","0.0238762230777872","0.0190608110855213","0.028691635070053"
"Part-time","2010","Urban Area","Female","1810","0.171170933483454","0.16329548538127","0.179046381585637"
"Part-time","2010","Urban Area","Male","245","0.0311105270100456","0.0271196192680881","0.0351014347520031"
"Full-time","2011","Rural Area","Female","1221","0.251743493289997","0.240310645318129","0.263176341261865"
"Full-time","2011","Rural Area","Male","2662","0.540129972528877","0.525913305822114","0.55434663923564"
"Full-time","2011","Urban Area","Female","2173","0.250591230961373","0.242221452414209","0.258961009508538"
"Full-time","2011","Urban Area","Male","4772","0.53192041929142","0.521285771651547","0.542555066931292"
"Non-working","2011","Rural Area","Female","2524","0.474788401779951","0.461634116538365","0.487942687021538"
"Non-working","2011","Rural Area","Male","1663","0.36842355805434","0.354663579780821","0.382183536327859"
"Non-working","2011","Urban Area","Female","4775","0.496403454386655","0.486746717111198","0.506060191662112"
"Non-working","2011","Urban Area","Male","2971","0.375853712754758","0.365531030871818","0.386176394637698"
"Other","2011","Rural Area","Female","609","0.104518720258546","0.0964598280358382","0.112577612481253"
"Other","2011","Rural Area","Male","266","0.0642207411540462","0.0572278711483684","0.071213611159724"
"Other","2011","Urban Area","Female","979","0.0846835275258729","0.0793063205101325","0.0900607345416132"
"Other","2011","Urban Area","Male","456","0.0603307938040266","0.0552562507335793","0.0654053368744738"
"Part-time","2011","Rural Area","Female","1182","0.168949384671506","0.159078817798878","0.178819951544133"
"Part-time","2011","Rural Area","Male","130","0.0272257282627365","0.0225834958299093","0.0318679606955637"
"Part-time","2011","Urban Area","Female","2371","0.168321787126099","0.161095429071884","0.175548145180313"
"Part-time","2011","Urban Area","Male","258","0.0318950741497959","0.0281499782010422","0.0356401700985496"
"Full-time","2012","Rural Area","Female","1224","0.244631333641657","0.233243759466679","0.256018907816635"
"Full-time","2012","Rural Area","Male","2569","0.53058904354004","0.51629849026353","0.54487959681655"
"Full-time","2012","Urban Area","Female","2185","0.251885680268708","0.243352345626162","0.260419014911254"
"Full-time","2012","Urban Area","Male","4522","0.535758971381947","0.524948100104779","0.546569842659115"
"Non-working","2012","Rural Area","Female","2432","0.476523439838334","0.463292629360501","0.489754250316166"
"Non-working","2012","Rural Area","Male","1694","0.381699447116588","0.367788590434709","0.395610303798468"
"Non-working","2012","Urban Area","Female","4455","0.484926457471833","0.475102067001769","0.494750847941897"
"Non-working","2012","Urban Area","Male","2839","0.365432234439512","0.354993529050369","0.375870939828654"
"Other","2012","Rural Area","Female","592","0.0970036216312564","0.0891633217678393","0.104843921494674"
"Other","2012","Rural Area","Male","290","0.0595097542976805","0.0527354528263052","0.0662840557690558"
"Other","2012","Urban Area","Female","998","0.0904767143198208","0.0848376327639585","0.0961157958756831"
"Other","2012","Urban Area","Male","522","0.0659964110395481","0.0606144736360051","0.0713783484430911"
"Part-time","2012","Rural Area","Female","1226","0.181841604888753","0.171623719715401","0.192059490062106"
"Part-time","2012","Rural Area","Male","132","0.028201755045691","0.0234613067217897","0.0329422033695923"
"Part-time","2012","Urban Area","Female","2303","0.172711147939639","0.165280583145338","0.180141712733939"
"Part-time","2012","Urban Area","Male","292","0.0328123831389931","0.0289506837706567","0.0366740825073294"
"Full-time","2013","Rural Area","Female","1249","0.232019691796957","0.221041991038529","0.242997392555384"
"Full-time","2013","Rural Area","Male","2680","0.518676005034075","0.504657393059999","0.532694617008151"
"Full-time","2013","Urban Area","Female","2514","0.244659220043991","0.236742194029018","0.252576246058964"
"Full-time","2013","Urban Area","Male","5238","0.528671338307058","0.518595757714034","0.538746918900081"
"Non-working","2013","Rural Area","Female","2449","0.47237418728571","0.459391038948788","0.485357335622631"
"Non-working","2013","Rural Area","Male","1720","0.39475483438503","0.38104072613153","0.408468942638531"
"Non-working","2013","Urban Area","Female","4849","0.478603455848409","0.469403583495008","0.48780332820181"
"Non-working","2013","Urban Area","Male","3108","0.363885242105557","0.354174213574693","0.373596270636421"
"Other","2013","Rural Area","Female","646","0.0968853405539667","0.0891927183491688","0.104577962758765"
"Other","2013","Rural Area","Male","338","0.063899597106905","0.0570376327787873","0.0707615614350227"
"Other","2013","Urban Area","Female","1347","0.101944760957682","0.0963723415810916","0.107517180334272"
"Other","2013","Urban Area","Male","715","0.0704791920155238","0.0653129435468382","0.0756454404842095"
"Part-time","2013","Rural Area","Female","1336","0.198720780363367","0.188343405500244","0.20909815522649"
"Part-time","2013","Rural Area","Male","142","0.0226695634739897","0.0184933713429219","0.0268457556050575"
"Part-time","2013","Urban Area","Female","2616","0.174792563149918","0.167798124673695","0.181787001626141"
"Part-time","2013","Urban Area","Male","368","0.036964227571861","0.0331559613511551","0.040772493792567"
"Full-time","2014","Rural Area","Female","1110","0.221064994573507","0.209655035325632","0.232474953821383"
"Full-time","2014","Rural Area","Male","2399","0.523748568260421","0.509033203727247","0.538463932793596"
"Full-time","2014","Urban Area","Female","2232","0.248357282509861","0.23985583933449","0.256858725685231"
"Full-time","2014","Urban Area","Male","4503","0.517393546778778","0.506676875377071","0.528110218180486"
"Non-working","2014","Rural Area","Female","2186","0.470889364138352","0.457164559227194","0.484614169049511"
"Non-working","2014","Rural Area","Male","1547","0.371778509743982","0.357539165515901","0.386017853972064"
"Non-working","2014","Urban Area","Female","4228","0.472040438254543","0.462217567903608","0.481863308605478"
"Non-working","2014","Urban Area","Male","2875","0.365653478258289","0.35532465171638","0.375982304800199"
"Other","2014","Rural Area","Female","603","0.107631600776102","0.0991101118379829","0.116153089714221"
"Other","2014","Rural Area","Male","358","0.0789094668634388","0.0709660534221346","0.086852880304743"
"Other","2014","Urban Area","Female","1198","0.10246194192866","0.0964949395982184","0.108428944259102"
"Other","2014","Urban Area","Male","632","0.0734629714935962","0.0678677345318406","0.0790582084553518"
"Part-time","2014","Rural Area","Female","1182","0.200414040512039","0.189407010637648","0.211421070386429"
"Part-time","2014","Rural Area","Male","121","0.0255634551321578","0.0209131868241288","0.0302137234401868"
"Part-time","2014","Urban Area","Female","2264","0.177140337306936","0.169628086137147","0.184652588476725"
"Part-time","2014","Urban Area","Male","342","0.043490003469336","0.0391158670259408","0.0478641399127312"
"Full-time","2015","Rural Area","Female","1102","0.22776206702661","0.216155986213232","0.239368147839989"
"Full-time","2015","Rural Area","Male","2359","0.529274838671363","0.514467387892028","0.544082289450698"
"Full-time","2015","Urban Area","Female","2204","0.250175133045689","0.241612299409161","0.258737966682218"
"Full-time","2015","Urban Area","Male","4464","0.513040527251202","0.502289429317776","0.523791625184628"
"Non-working","2015","Rural Area","Female","2149","0.458026855262021","0.444238778833874","0.471814931690168"
"Non-working","2015","Rural Area","Male","1529","0.363623807659266","0.349353311139801","0.377894304178732"
"Non-working","2015","Urban Area","Female","4230","0.464264077154081","0.454404156007423","0.474123998300739"
"Non-working","2015","Urban Area","Male","2851","0.368436830028913","0.358061056388645","0.37881260366918"
"Other","2015","Rural Area","Female","583","0.10669833723293","0.0981546129620458","0.115242061503815"
"Other","2015","Rural Area","Male","346","0.0784186604686002","0.0704436270249257","0.0863936939122747"
"Other","2015","Urban Area","Female","1112","0.0962045989925015","0.0903748682364588","0.102034329748544"
"Other","2015","Urban Area","Male","623","0.0765354099006835","0.0708170445155975","0.0822537752857695"
"Part-time","2015","Rural Area","Female","1182","0.207512740478439","0.196290285946261","0.218735195010616"
"Part-time","2015","Rural Area","Male","131","0.0286826932007709","0.023731082483037","0.0336343039185048"
"Part-time","2015","Urban Area","Female","2282","0.189356190807728","0.181610318976485","0.197102062638971"
"Part-time","2015","Urban Area","Male","365","0.0419872328192018","0.0376732854025471","0.0463011802358566"
"Full-time","2016","Rural Area","Female","1027","0.227497259340533","0.215995258213111","0.238999260467955"
"Full-time","2016","Rural Area","Male","2170","0.521443169734598","0.507477666779149","0.535408672690047"
"Full-time","2016","Urban Area","Female","2098","0.263009908770734","0.25442151775164","0.271598299789827"
"Full-time","2016","Urban Area","Male","4006","0.508677677715524","0.498521635635672","0.518833719795375"
"Non-working","2016","Rural Area","Female","2403","0.455413940666367","0.441750133412682","0.469077747920052"
"Non-working","2016","Rural Area","Male","2214","0.367733816237576","0.354253406537445","0.381214225937707"
"Non-working","2016","Urban Area","Female","4865","0.458903925512522","0.44918332696827","0.468624524056774"
"Non-working","2016","Urban Area","Male","4196","0.36938646442893","0.359581589988601","0.379191338869259"
"Other","2016","Rural Area","Female","520","0.0962419771848198","0.0881502047996382","0.104333749570001"
"Other","2016","Rural Area","Male","381","0.0731818970091191","0.0659009911547784","0.0804628028634597"
"Other","2016","Urban Area","Female","1008","0.0927670586722918","0.0871079083743779","0.0984262089702057"
"Other","2016","Urban Area","Male","681","0.0757127201968081","0.0703385945412833","0.0810868458523328"
"Part-time","2016","Rural Area","Female","1153","0.22084682280828","0.209465511366336","0.232228134250224"
"Part-time","2016","Rural Area","Male","150","0.0376411170187066","0.0323202045940709","0.0429620294433423"
"Part-time","2016","Urban Area","Female","2124","0.185319107044453","0.17773946328892","0.192898750799985"
"Part-time","2016","Urban Area","Male","425","0.0462231376587385","0.0419576076048974","0.0504886677125796"
"Full-time","2017","Rural Area","Female","1279","0.250427558923545","0.239233868479477","0.261621249367613"
"Full-time","2017","Rural Area","Male","2565","0.526451319660252","0.513241330405606","0.539661308914897"
"Full-time","2017","Urban Area","Female","2293","0.25037718170593","0.242337985829177","0.258416377582683"
"Full-time","2017","Urban Area","Male","4620","0.516175518729516","0.506617334808781","0.525733702650252"
"Non-working","2017","Rural Area","Female","2630","0.443702872815204","0.430867013278845","0.456538732351562"
"Non-working","2017","Rural Area","Male","2306","0.361844931536087","0.349131423614288","0.374558439457886"
"Non-working","2017","Urban Area","Female","5367","0.453238668841506","0.444001131393446","0.462476206289567"
"Non-working","2017","Urban Area","Male","4598","0.364465972034582","0.35526082648909","0.373671117580074"
"Other","2017","Rural Area","Female","582","0.100655896391352","0.0928825506740863","0.108429242108619"
"Other","2017","Rural Area","Male","433","0.075402023034129","0.0684163378777064","0.0823877081905516"
"Other","2017","Urban Area","Female","1053","0.0985140956399947","0.0929841291973031","0.104044062082686"
"Other","2017","Urban Area","Male","788","0.075325848942777","0.0702780838278969","0.0803736140576571"
"Part-time","2017","Rural Area","Female","1264","0.205213671869899","0.194779601375853","0.215647742363945"
"Part-time","2017","Rural Area","Male","184","0.0363017257695327","0.0313532070650456","0.0412502444740198"
"Part-time","2017","Urban Area","Female","2443","0.197870053812569","0.190477300078351","0.205262807546787"
"Part-time","2017","Urban Area","Male","495","0.0440326602931248","0.0401085450641515","0.0479567755220982"
"Full-time","2018","Rural Area","Female","1219","0.244647082455553","0.233179374433826","0.25611479047728"
"Full-time","2018","Rural Area","Male","2436","0.531456950720858","0.517672156704183","0.545241744737534"
"Full-time","2018","Urban Area","Female","2258","0.258882894014766","0.250497945615727","0.267267842413805"
"Full-time","2018","Urban Area","Male","4468","0.521650916325688","0.511737595172319","0.531564237479057"
"Non-working","2018","Rural Area","Female","2413","0.451096421319195","0.437822037435736","0.464370805202654"
"Non-working","2018","Rural Area","Male","1956","0.352602938564631","0.339404583398798","0.365801293730464"
"Non-working","2018","Urban Area","Female","4843","0.444510637341432","0.434998365551603","0.454022909131261"
"Non-working","2018","Urban Area","Male","3876","0.349581729625614","0.340118760026419","0.359044699224809"
"Other","2018","Rural Area","Female","489","0.084986910299764","0.0775477944040904","0.0924260261954377"
"Other","2018","Rural Area","Male","424","0.0707374663169306","0.0636549848097443","0.077819947824117"
"Other","2018","Urban Area","Female","1052","0.097192832977531","0.0915223517406182","0.102863314214444"
"Other","2018","Urban Area","Male","813","0.0764373385522464","0.0711645218146122","0.0817101552898805"
"Part-time","2018","Rural Area","Female","1277","0.219269585925488","0.208232068603309","0.230307103247667"
"Part-time","2018","Rural Area","Male","218","0.0452026443975798","0.0394637397327507","0.0509415490624089"
"Part-time","2018","Urban Area","Female","2330","0.199413635666271","0.191764949912013","0.207062321420529"
"Part-time","2018","Urban Area","Male","597","0.0523300154964515","0.0479106419698613","0.0567493890230417"
"Full-time","2019","Rural Area","Female","1230","0.249907813318211","0.238048478004023","0.261767148632399"
"Full-time","2019","Rural Area","Male","2617","0.525580503733187","0.511710457289181","0.539450550177193"
"Full-time","2019","Urban Area","Female","2158","0.25403925177229","0.245227795464291","0.26285070808029"
"Full-time","2019","Urban Area","Male","4653","0.540003495291817","0.529743109422487","0.550263881161147"
"Non-working","2019","Rural Area","Female","2183","0.436074112790593","0.422490844486081","0.449657381095106"
"Non-working","2019","Rural Area","Male","1748","0.355236925949208","0.341943523341799","0.368530328556617"
"Non-working","2019","Urban Area","Female","4091","0.442387645509037","0.432334383984296","0.452440907033777"
"Non-working","2019","Urban Area","Male","3178","0.339678530344541","0.329928636199807","0.349428424489274"
"Other","2019","Rural Area","Female","481","0.0829764837460279","0.0754206766695765","0.0905322908224792"
"Other","2019","Rural Area","Male","385","0.0695383922269338","0.0624729625261991","0.0766038219276685"
"Other","2019","Urban Area","Female","910","0.0885197618985018","0.0827702227055457","0.0942693010914579"
"Other","2019","Urban Area","Male","702","0.0671070729980404","0.0619561128351066","0.0722580331609742"
"Part-time","2019","Rural Area","Female","1226","0.231041590145168","0.21949617327716","0.242587007013175"
"Part-time","2019","Rural Area","Male","229","0.0496441780906705","0.0436108865733469","0.0556774696079941"
"Part-time","2019","Urban Area","Female","2217","0.215053340820171","0.206736996516305","0.223369685124038"
"Part-time","2019","Urban Area","Male","531","0.0532109013656016","0.0485901236740108","0.0578316790571923"
