"erwst","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Non-working","1998","indirect migration background","Rural Area","38","0.445120760598353","0.343011399656074","0.547230121540632"
"Other","1998","no migration background","Urban Area","335","0.0403604782785112","0.0357219072235227","0.0449990493334998"
"Other","1998","no migration background","Rural Area","275","0.0520138880477321","0.0454429870990543","0.0585847889964099"
"Other","1998","direct migration background","Urban Area","71","0.0388566841083866","0.0304166286311859","0.0472967395855874"
"Other","1998","direct migration background","Rural Area","14","","",""
"Other","1998","indirect migration background","Urban Area","88","0.162576260730015","0.130646871744577","0.194505649715454"
"Other","1998","indirect migration background","Rural Area","18","","",""
"Full-time","1999","no migration background","Urban Area","2968","0.408783749669735","0.396966332185983","0.420601167153486"
"Full-time","1999","no migration background","Rural Area","1911","0.39598996349831","0.381346734814939","0.41063319218168"
"Full-time","1999","direct migration background","Urban Area","800","0.418172281507169","0.39579791453489","0.440546648479448"
"Full-time","1999","direct migration background","Rural Area","141","0.345784306313807","0.296377565004244","0.395191047623369"
"Full-time","1999","indirect migration background","Urban Area","212","0.349803601448997","0.309008984706803","0.390598218191191"
"Full-time","1999","indirect migration background","Rural Area","29","","",""
"Part-time","1999","no migration background","Urban Area","593","0.0813985107924436","0.0748253480049922","0.0879716735798951"
"Part-time","1999","no migration background","Rural Area","343","0.0785458180493338","0.0704907153069952","0.0866009207916723"
"Part-time","1999","direct migration background","Urban Area","133","0.0736679496366275","0.0618184893821834","0.0855174098910716"
"Part-time","1999","direct migration background","Rural Area","21","","",""
"Part-time","1999","indirect migration background","Urban Area","22","","",""
"Part-time","1999","indirect migration background","Rural Area","9","","",""
"Non-working","1999","no migration background","Urban Area","2678","0.452628189844451","0.440663137620162","0.46459324206874"
"Non-working","1999","no migration background","Rural Area","1739","0.467067534277711","0.452129322670628","0.482005745884794"
"Non-working","1999","direct migration background","Urban Area","859","0.460849434075577","0.438238917013084","0.483459951138069"
"Non-working","1999","direct migration background","Rural Area","172","0.525086973217338","0.473213448894186","0.57696049754049"
"Non-working","1999","indirect migration background","Urban Area","195","0.411678198510234","0.3695808401197","0.453775556900767"
"Non-working","1999","indirect migration background","Rural Area","36","0.448123820527435","0.34362574215438","0.55262189890049"
"Other","1999","no migration background","Urban Area","409","0.0571895496933707","0.0516077645173315","0.0627713348694099"
"Other","1999","no migration background","Rural Area","292","0.0583966841746455","0.051375655260752","0.0654177130885389"
"Other","1999","direct migration background","Urban Area","75","0.0473103347806271","0.0376802597760166","0.0569404097852375"
"Other","1999","direct migration background","Rural Area","22","","",""
"Other","1999","indirect migration background","Urban Area","96","0.191504749609198","0.157846079650804","0.225163419567591"
"Other","1999","indirect migration background","Rural Area","13","","",""
"Full-time","2000","no migration background","Urban Area","5202","0.403358788359797","0.394747472938804","0.411970103780791"
"Full-time","2000","no migration background","Rural Area","3212","0.400931280257631","0.38993033662569","0.411932223889573"
"Full-time","2000","direct migration background","Urban Area","1145","0.412475512269994","0.394146380236142","0.430804644303846"
"Full-time","2000","direct migration background","Rural Area","215","0.346474119405501","0.307512448353515","0.385435790457488"
"Full-time","2000","indirect migration background","Urban Area","278","0.359646437893812","0.324617396293178","0.394675479494445"
"Full-time","2000","indirect migration background","Rural Area","35","0.347609328507815","0.258617253949975","0.436601403065654"
"Part-time","2000","no migration background","Urban Area","1265","0.0943160954800994","0.0891857295499811","0.0994464614102178"
"Part-time","2000","no migration background","Rural Area","634","0.0798043815971506","0.0737214897337195","0.0858872734605816"
"Part-time","2000","direct migration background","Urban Area","246","0.0950623598255597","0.0841418365206662","0.105982883130453"
"Part-time","2000","direct migration background","Rural Area","44","0.0787178851521542","0.0566681280856948","0.100767642218614"
"Part-time","2000","indirect migration background","Urban Area","42","0.0652776373881338","0.047247294374911","0.0833079804013566"
"Part-time","2000","indirect migration background","Rural Area","9","","",""
"Non-working","2000","no migration background","Urban Area","5291","0.447527271316361","0.438798918628458","0.456255624004264"
"Non-working","2000","no migration background","Rural Area","3262","0.458253533255385","0.44706926430581","0.46943780220496"
"Non-working","2000","direct migration background","Urban Area","1253","0.442716530932232","0.424222534147373","0.461210527717091"
"Non-working","2000","direct migration background","Rural Area","282","0.516926076632065","0.476010205901593","0.557841947362538"
"Non-working","2000","indirect migration background","Urban Area","285","0.413837290239746","0.377886837615063","0.449787742864428"
"Non-working","2000","indirect migration background","Rural Area","48","0.413455734449039","0.321428439845609","0.505483029052469"
"Other","2000","no migration background","Urban Area","709","0.0547978448437424","0.0508028961875034","0.0587927934999815"
"Other","2000","no migration background","Rural Area","516","0.0610108048898332","0.055638132963211","0.0663834768164555"
"Other","2000","direct migration background","Urban Area","127","0.0497455969722143","0.0416504060308582","0.0578407879135705"
"Other","2000","direct migration background","Rural Area","32","0.0578819188102788","0.0387616096874977","0.0770022279330599"
"Other","2000","indirect migration background","Urban Area","116","0.161238634478309","0.134395438418853","0.188081830537765"
"Other","2000","indirect migration background","Rural Area","18","","",""
"Full-time","2001","no migration background","Urban Area","4725","0.400564492703205","0.391577332237433","0.409551653168978"
"Full-time","2001","no migration background","Rural Area","2851","0.392848052709422","0.381342044888258","0.404354060530586"
"Full-time","2001","direct migration background","Urban Area","1018","0.396897473135743","0.377456778548281","0.416338167723204"
"Full-time","2001","direct migration background","Rural Area","187","0.336454251988812","0.295527096977012","0.377381407000611"
"Full-time","2001","indirect migration background","Urban Area","271","0.39982770554385","0.362927552219086","0.436727858868614"
"Full-time","2001","indirect migration background","Rural Area","30","0.314477421473925","0.223474840942436","0.405480002005414"
"Part-time","2001","no migration background","Urban Area","1179","0.0952896572963751","0.0899045706043539","0.100674743988396"
"Part-time","2001","no migration background","Rural Area","588","0.0834348313526952","0.0769197620889921","0.0899499006163984"
"Part-time","2001","direct migration background","Urban Area","224","0.098023579008302","0.0862084108655593","0.109838747151045"
"Part-time","2001","direct migration background","Rural Area","37","0.0618511639816073","0.0409859462452976","0.082716381717917"
"Part-time","2001","indirect migration background","Urban Area","31","0.0489806102146069","0.0327228565768503","0.0652383638523636"
"Part-time","2001","indirect migration background","Rural Area","8","","",""
"Non-working","2001","no migration background","Urban Area","4793","0.444259438275125","0.435146269394125","0.453372607156126"
"Non-working","2001","no migration background","Rural Area","3010","0.463899240530898","0.452150299923294","0.475648181138502"
"Non-working","2001","direct migration background","Urban Area","1071","0.446043001762733","0.426291349632747","0.465794653892718"
"Non-working","2001","direct migration background","Rural Area","247","0.533482678798694","0.490270401062266","0.576694956535122"
"Non-working","2001","indirect migration background","Urban Area","267","0.385993849351162","0.349322211283022","0.422665487419301"
"Non-working","2001","indirect migration background","Rural Area","43","0.443246811130659","0.345881948035884","0.540611674225434"
"Other","2001","no migration background","Urban Area","723","0.0598864117252944","0.055534607495667","0.0642382159549217"
"Other","2001","no migration background","Rural Area","472","0.0598178754069847","0.0542307920201521","0.0654049587938173"
"Other","2001","direct migration background","Urban Area","120","0.0590359460932228","0.0496706434383465","0.068401248748099"
"Other","2001","direct migration background","Rural Area","41","0.0682119052308864","0.0463744624937354","0.0900493479680373"
"Other","2001","indirect migration background","Urban Area","108","0.165197834890381","0.137224276430912","0.193171393349851"
"Other","2001","indirect migration background","Rural Area","19","","",""
"Full-time","2002","no migration background","Urban Area","5239","0.385169905701251","0.376626655943508","0.393713155458994"
"Full-time","2002","no migration background","Rural Area","2903","0.379022177905493","0.367728745439154","0.390315610371832"
"Full-time","2002","direct migration background","Urban Area","953","0.384571111454218","0.364842844330405","0.404299378578032"
"Full-time","2002","direct migration background","Rural Area","175","0.342155411607827","0.299888669883588","0.384422153332067"
"Full-time","2002","indirect migration background","Urban Area","270","0.375300144029062","0.339092956536031","0.411507331522093"
"Full-time","2002","indirect migration background","Rural Area","31","0.30186540577653","0.210509111275412","0.393221700277648"
"Part-time","2002","no migration background","Urban Area","1357","0.0939318775444767","0.0888102699818287","0.0990534851071247"
"Part-time","2002","no migration background","Rural Area","638","0.085450817477781","0.0789432714778341","0.091958363477728"
"Part-time","2002","direct migration background","Urban Area","210","0.0883306961639975","0.0768230588826704","0.0998383334453246"
"Part-time","2002","direct migration background","Rural Area","33","0.0795794015634528","0.0554681969086188","0.103690606218287"
"Part-time","2002","indirect migration background","Urban Area","50","0.0788497279133017","0.0586969432507731","0.0990025125758302"
"Part-time","2002","indirect migration background","Rural Area","6","","",""
"Non-working","2002","no migration background","Urban Area","5083","0.462059046764074","0.453306480369866","0.470811613158282"
"Non-working","2002","no migration background","Rural Area","3062","0.470248328711432","0.458629685888178","0.481866971534685"
"Non-working","2002","direct migration background","Urban Area","1044","0.457491982306969","0.437289418088253","0.477694546525686"
"Non-working","2002","direct migration background","Rural Area","241","0.507372361437269","0.462832567842762","0.551912155031776"
"Non-working","2002","indirect migration background","Urban Area","268","0.377156285653061","0.340913636032119","0.413398935274002"
"Non-working","2002","indirect migration background","Rural Area","39","0.510734558480804","0.411255396750083","0.610213720211524"
"Other","2002","no migration background","Urban Area","785","0.0588391699901982","0.0547078906444588","0.0629704493359376"
"Other","2002","no migration background","Rural Area","486","0.0652786759052942","0.0595284839006542","0.0710288679099343"
"Other","2002","direct migration background","Urban Area","129","0.0696062100748145","0.0592864626704984","0.0799259574791307"
"Other","2002","direct migration background","Rural Area","35","0.0708928253914509","0.0480284437952319","0.09375720698767"
"Other","2002","indirect migration background","Urban Area","99","0.168693842404575","0.140691147002978","0.196696537806173"
"Other","2002","indirect migration background","Rural Area","21","","",""
"Full-time","2003","no migration background","Urban Area","4878","0.376535179591432","0.367893199190301","0.385177159992564"
"Full-time","2003","no migration background","Rural Area","2699","0.372293934390183","0.360793074587999","0.383794794192368"
"Full-time","2003","direct migration background","Urban Area","844","0.360980444010865","0.340832991762333","0.381127896259397"
"Full-time","2003","direct migration background","Rural Area","156","0.320413840303517","0.277863307787059","0.362964372819975"
"Full-time","2003","indirect migration background","Urban Area","264","0.386345537776406","0.349988509443327","0.422702566109486"
"Full-time","2003","indirect migration background","Rural Area","30","0.220601378236294","0.139734378309429","0.301468378163159"
"Part-time","2003","no migration background","Urban Area","1327","0.0945016563124499","0.0892840889884386","0.0997192236364612"
"Part-time","2003","no migration background","Rural Area","633","0.0855429787456617","0.0788889756231","0.0921969818682234"
"Part-time","2003","direct migration background","Urban Area","215","0.0922322193943142","0.0800941410881141","0.104370297700514"
"Part-time","2003","direct migration background","Rural Area","43","0.124227342570426","0.0941505589281262","0.154304126212725"
"Part-time","2003","indirect migration background","Urban Area","55","0.0703099672178802","0.0512195238316738","0.0894004106040866"
"Part-time","2003","indirect migration background","Rural Area","9","","",""
"Non-working","2003","no migration background","Urban Area","5108","0.470533578722586","0.46163093398195","0.479436223463221"
"Non-working","2003","no migration background","Rural Area","2971","0.475610928213339","0.463729684754147","0.487492171672531"
"Non-working","2003","direct migration background","Urban Area","1012","0.484029156272178","0.463065377631313","0.504992934913043"
"Non-working","2003","direct migration background","Rural Area","236","0.50745827095092","0.461870455001301","0.553046086900539"
"Non-working","2003","indirect migration background","Urban Area","267","0.373606881247153","0.337485079685883","0.409728682808424"
"Non-working","2003","indirect migration background","Rural Area","42","0.5547926697257","0.457868092705204","0.651717246746195"
"Other","2003","no migration background","Urban Area","762","0.0584295853735324","0.0542460126235074","0.0626131581235574"
"Other","2003","no migration background","Rural Area","484","0.066552158650816","0.0606224238910394","0.0724818934105926"
"Other","2003","direct migration background","Urban Area","112","0.0627581803226431","0.052584403094572","0.0729319575507142"
"Other","2003","direct migration background","Rural Area","27","","",""
"Other","2003","indirect migration background","Urban Area","103","0.16973761375856","0.141706832139902","0.197768395377218"
"Other","2003","indirect migration background","Rural Area","20","","",""
"Full-time","2004","no migration background","Urban Area","4710","0.374460996691726","0.365705485050757","0.383216508332695"
"Full-time","2004","no migration background","Rural Area","2592","0.361114795275296","0.349554740581735","0.372674849968856"
"Full-time","2004","direct migration background","Urban Area","814","0.368636510782104","0.348032213239441","0.389240808324766"
"Full-time","2004","direct migration background","Rural Area","140","0.31684052687509","0.27366257156153","0.36001848218865"
"Full-time","2004","indirect migration background","Urban Area","249","0.333812059067927","0.298752610335611","0.368871507800243"
"Full-time","2004","indirect migration background","Rural Area","30","0.196207804423918","0.123939289890341","0.268476318957495"
"Part-time","2004","no migration background","Urban Area","1266","0.0912559164990135","0.0860463408102592","0.0964654921877678"
"Part-time","2004","no migration background","Rural Area","624","0.0869329611146087","0.0801523411921805","0.0937135810370368"
"Part-time","2004","direct migration background","Urban Area","203","0.0931741640851217","0.080759682099684","0.105588646070559"
"Part-time","2004","direct migration background","Rural Area","30","0.0723996409573216","0.0483488523060721","0.0964504296085712"
"Part-time","2004","indirect migration background","Urban Area","54","0.0847648323593159","0.0640572264066629","0.105472438311969"
"Part-time","2004","indirect migration background","Rural Area","14","","",""
"Non-working","2004","no migration background","Urban Area","4961","0.467533823337216","0.458507652090672","0.476559994583759"
"Non-working","2004","no migration background","Rural Area","2933","0.487626570639496","0.475596648586909","0.499656492692083"
"Non-working","2004","direct migration background","Urban Area","997","0.491034061155108","0.469683019073192","0.512385103237024"
"Non-working","2004","direct migration background","Rural Area","239","0.536655628475473","0.490377002955912","0.582934253995033"
"Non-working","2004","indirect migration background","Urban Area","284","0.398722698050221","0.362320419106281","0.435124976994162"
"Non-working","2004","indirect migration background","Rural Area","52","0.523175081285483","0.432283827694847","0.614066334876119"
"Other","2004","no migration background","Urban Area","801","0.066749263472045","0.0622341003175033","0.0712644266265867"
"Other","2004","no migration background","Rural Area","483","0.0643256729705995","0.0584212106127901","0.070230135328409"
"Other","2004","direct migration background","Urban Area","92","0.0471552639776667","0.0381022108854446","0.0562083170698887"
"Other","2004","direct migration background","Rural Area","37","0.0741042036921158","0.0497943054898837","0.098414101894348"
"Other","2004","indirect migration background","Urban Area","108","0.182700410522536","0.153971702816002","0.21142911822907"
"Other","2004","indirect migration background","Rural Area","20","","",""
"Full-time","2005","no migration background","Urban Area","4413","0.37448420368081","0.365533137466693","0.383435269894928"
"Full-time","2005","no migration background","Rural Area","2450","0.367798068712695","0.355949008948657","0.379647128476734"
"Full-time","2005","direct migration background","Urban Area","714","0.338504632846481","0.317624644097994","0.359384621594968"
"Full-time","2005","direct migration background","Rural Area","126","0.322837118019604","0.277634302814893","0.368039933224315"
"Full-time","2005","indirect migration background","Urban Area","269","0.354057603296965","0.319318687558076","0.388796519035854"
"Full-time","2005","indirect migration background","Rural Area","29","","",""
"Part-time","2005","no migration background","Urban Area","1210","0.0948714866701202","0.0894519538133522","0.100291019526888"
"Part-time","2005","no migration background","Rural Area","604","0.0867615320475784","0.0798447042562407","0.093678359838916"
"Part-time","2005","direct migration background","Urban Area","193","0.103270122949446","0.0898423893854446","0.116697856513447"
"Part-time","2005","direct migration background","Rural Area","28","","",""
"Part-time","2005","indirect migration background","Urban Area","51","0.0776180380004641","0.0581814901279908","0.0970545858729374"
"Part-time","2005","indirect migration background","Rural Area","10","","",""
"Non-working","2005","no migration background","Urban Area","4818","0.460821760752146","0.451603021210528","0.470040500293763"
"Non-working","2005","no migration background","Rural Area","2865","0.478791704467033","0.466516457827834","0.491066951106231"
"Non-working","2005","direct migration background","Urban Area","945","0.488762904534609","0.466705985638268","0.510819823430951"
"Non-working","2005","direct migration background","Rural Area","221","0.531307224386412","0.483063128674787","0.579551320098037"
"Non-working","2005","indirect migration background","Urban Area","311","0.435924347769834","0.39990327508452","0.471945420455147"
"Non-working","2005","indirect migration background","Rural Area","47","0.448221313660856","0.353992241526888","0.542450385794824"
"Other","2005","no migration background","Urban Area","790","0.0698225488969238","0.0651093080750564","0.0745357897187912"
"Other","2005","no migration background","Rural Area","443","0.0666486947726938","0.0605199765764105","0.0727774129689771"
"Other","2005","direct migration background","Urban Area","121","0.0694623396694637","0.0582440608627493","0.080680618476178"
"Other","2005","direct migration background","Rural Area","36","0.0802091499723752","0.0539498176440842","0.106468482300666"
"Other","2005","indirect migration background","Urban Area","97","0.132400010932737","0.107780116818247","0.157019905047227"
"Other","2005","indirect migration background","Rural Area","21","","",""
"Full-time","2006","no migration background","Urban Area","4617","0.369839841938313","0.361251902890262","0.378427780986364"
"Full-time","2006","no migration background","Rural Area","2578","0.366296264210766","0.354992818045564","0.377599710375968"
"Full-time","2006","direct migration background","Urban Area","705","0.343670997067866","0.322671975814495","0.364670018321237"
"Full-time","2006","direct migration background","Rural Area","128","0.310841638165581","0.267297235656481","0.354386040674682"
"Full-time","2006","indirect migration background","Urban Area","267","0.346355210682202","0.312003678580158","0.380706742784246"
"Full-time","2006","indirect migration background","Rural Area","35","0.279064705829239","0.200746375733075","0.357383035925403"
"Part-time","2006","no migration background","Urban Area","1316","0.095731563122097","0.0904975730258706","0.100965553218324"
"Part-time","2006","no migration background","Rural Area","674","0.0814336538744182","0.0750169984576718","0.0878503092911645"
"Part-time","2006","direct migration background","Urban Area","215","0.100226530660166","0.086948772501195","0.113504288819137"
"Part-time","2006","direct migration background","Rural Area","35","0.0714976711733808","0.0472572214409406","0.095738120905821"
"Part-time","2006","indirect migration background","Urban Area","59","0.0875690156944319","0.0671615256429126","0.107976505745951"
"Part-time","2006","indirect migration background","Rural Area","13","","",""
"Non-working","2006","no migration background","Urban Area","5333","0.460922992515741","0.452055594013497","0.469790391017985"
"Non-working","2006","no migration background","Rural Area","3187","0.479360084905217","0.467639449503864","0.491080720306571"
"Non-working","2006","direct migration background","Urban Area","921","0.48773132577712","0.465630625324434","0.509832026229807"
"Non-working","2006","direct migration background","Rural Area","229","0.526672756025653","0.479699095561155","0.573646416490151"
"Non-working","2006","indirect migration background","Urban Area","317","0.443439316028888","0.407572922690293","0.479305709367482"
"Non-working","2006","indirect migration background","Rural Area","50","0.316971083921628","0.235726917720171","0.398215250123084"
"Other","2006","no migration background","Urban Area","873","0.0735056024238486","0.0688632484191328","0.0781479564285645"
"Other","2006","no migration background","Rural Area","540","0.0729099970095985","0.0668103320472803","0.0790096619719167"
"Other","2006","direct migration background","Urban Area","124","0.0683711464948475","0.0572121610726897","0.0795301319170053"
"Other","2006","direct migration background","Rural Area","42","0.0909879346353847","0.0639309152017681","0.118044954069001"
"Other","2006","indirect migration background","Urban Area","94","0.122636457594479","0.0989546996558491","0.146318215533108"
"Other","2006","indirect migration background","Rural Area","28","","",""
"Full-time","2007","no migration background","Urban Area","4332","0.373923692924488","0.365036828448887","0.38281055740009"
"Full-time","2007","no migration background","Rural Area","2499","0.380712473305388","0.368983826741786","0.392441119868991"
"Full-time","2007","direct migration background","Urban Area","606","0.326465050418979","0.304495180669882","0.348434920168076"
"Full-time","2007","direct migration background","Rural Area","124","0.320842845590738","0.275039946982639","0.366645744198836"
"Full-time","2007","indirect migration background","Urban Area","285","0.363828365263094","0.328760092935001","0.398896637591188"
"Full-time","2007","indirect migration background","Rural Area","40","0.312351070473732","0.229773844243665","0.394928296703799"
"Part-time","2007","no migration background","Urban Area","1319","0.101163493050467","0.095624948025047","0.106702038075887"
"Part-time","2007","no migration background","Rural Area","661","0.0922320585412033","0.0852427928289267","0.0992213242534799"
"Part-time","2007","direct migration background","Urban Area","196","0.106314437962025","0.0918727631589733","0.120756112765077"
"Part-time","2007","direct migration background","Rural Area","39","0.0859905652366142","0.0584823518637096","0.113498778609519"
"Part-time","2007","indirect migration background","Urban Area","66","0.119268007751421","0.095643497674398","0.142892517828444"
"Part-time","2007","indirect migration background","Rural Area","13","","",""
"Non-working","2007","no migration background","Urban Area","4910","0.451936177945293","0.442795097047448","0.461077258843139"
"Non-working","2007","no migration background","Rural Area","2937","0.452298148161104","0.440275844606616","0.464320451715592"
"Non-working","2007","direct migration background","Urban Area","848","0.505646996935057","0.482222440753523","0.52907155311659"
"Non-working","2007","direct migration background","Rural Area","202","0.511255968617844","0.462207938234231","0.560303999001456"
"Non-working","2007","indirect migration background","Urban Area","282","0.37925766198547","0.343890369998139","0.414624953972802"
"Non-working","2007","indirect migration background","Rural Area","44","0.404224035733907","0.31678447608002","0.491663595387794"
"Other","2007","no migration background","Urban Area","826","0.0729766360797512","0.0681993561409839","0.0777539160185185"
"Other","2007","no migration background","Rural Area","487","0.0747573199923043","0.0684046269541772","0.0811100130304314"
"Other","2007","direct migration background","Urban Area","100","0.0615735146839392","0.0503112386624657","0.0728357907054128"
"Other","2007","direct migration background","Rural Area","34","0.0819106205548046","0.0550030657826229","0.108818175326986"
"Other","2007","indirect migration background","Urban Area","90","0.137645965000014","0.112532682347704","0.162759247652325"
"Other","2007","indirect migration background","Rural Area","24","","",""
"Full-time","2008","no migration background","Urban Area","4155","0.384907533362705","0.375709985221404","0.394105081504005"
"Full-time","2008","no migration background","Rural Area","2386","0.38437990085517","0.372256765070088","0.396503036640252"
"Full-time","2008","direct migration background","Urban Area","575","0.353680728765447","0.33003092639458","0.377330531136313"
"Full-time","2008","direct migration background","Rural Area","102","0.302029587884953","0.253928231806114","0.350130943963792"
"Full-time","2008","indirect migration background","Urban Area","274","0.399075662787861","0.362952708722277","0.435198616853446"
"Full-time","2008","indirect migration background","Rural Area","36","0.363174772836072","0.278529011644479","0.447820534027665"
"Part-time","2008","no migration background","Urban Area","1225","0.100084646574851","0.0944117061769437","0.105757586972759"
"Part-time","2008","no migration background","Rural Area","617","0.0954216935485629","0.0880997751696234","0.102743611927502"
"Part-time","2008","direct migration background","Urban Area","178","0.108485453065983","0.0931021982014489","0.123868707930517"
"Part-time","2008","direct migration background","Rural Area","41","0.101847427981948","0.0701616656175385","0.133533190346358"
"Part-time","2008","indirect migration background","Urban Area","59","0.0738752101416676","0.0545808731420034","0.0931695471413319"
"Part-time","2008","indirect migration background","Rural Area","11","","",""
"Non-working","2008","no migration background","Urban Area","4592","0.439859208376555","0.430476480849921","0.449241935903189"
"Non-working","2008","no migration background","Rural Area","2716","0.444201201503697","0.431818172067639","0.456584230939755"
"Non-working","2008","direct migration background","Urban Area","709","0.45632048836457","0.43168252910974","0.480958447619399"
"Non-working","2008","direct migration background","Rural Area","180","0.526390101032747","0.47408087296254","0.578699329102954"
"Non-working","2008","indirect migration background","Urban Area","256","0.345419094309177","0.310343860282169","0.380494328336186"
"Non-working","2008","indirect migration background","Rural Area","51","0.374426835661833","0.289242490860083","0.459611180463584"
"Other","2008","no migration background","Urban Area","779","0.0751486116858889","0.0701652762936915","0.0801319470780863"
"Other","2008","no migration background","Rural Area","466","0.0759972040925705","0.0693931033557055","0.0826013048294354"
"Other","2008","direct migration background","Urban Area","108","0.0815133298040008","0.0679786180563408","0.0950480415516607"
"Other","2008","direct migration background","Rural Area","27","","",""
"Other","2008","indirect migration background","Urban Area","117","0.181630032761294","0.153191026771815","0.210069038750772"
"Other","2008","indirect migration background","Rural Area","26","","",""
"Full-time","2009","no migration background","Urban Area","3838","0.383956108492665","0.374447615766347","0.393464601218984"
"Full-time","2009","no migration background","Rural Area","2292","0.392146823754829","0.379665604965661","0.404628042543997"
"Full-time","2009","direct migration background","Urban Area","487","0.339685445451815","0.314496376771072","0.364874514132558"
"Full-time","2009","direct migration background","Rural Area","87","0.274862926176257","0.225794438977317","0.323931413375198"
"Full-time","2009","indirect migration background","Urban Area","244","0.405449905139043","0.367110917207414","0.443788893070672"
"Full-time","2009","indirect migration background","Rural Area","40","0.399396840329098","0.314215915843034","0.484577764815161"
"Part-time","2009","no migration background","Urban Area","1117","0.0933480424620738","0.0876603255915311","0.0990357593326165"
"Part-time","2009","no migration background","Rural Area","598","0.0954627274895838","0.0879505912958949","0.102974863683273"
"Part-time","2009","direct migration background","Urban Area","170","0.13156730032614","0.113589346045166","0.149545254607114"
"Part-time","2009","direct migration background","Rural Area","36","0.0932073643270584","0.0612542173593887","0.125160511294728"
"Part-time","2009","indirect migration background","Urban Area","58","0.100562624509488","0.0770781102950169","0.12404713872396"
"Part-time","2009","indirect migration background","Rural Area","15","","",""
"Non-working","2009","no migration background","Urban Area","4318","0.444993014429249","0.435276938914633","0.454709089943864"
"Non-working","2009","no migration background","Rural Area","2566","0.436564672866947","0.423885829646834","0.449243516087059"
"Non-working","2009","direct migration background","Urban Area","615","0.446145077400274","0.419706732198234","0.472583422602315"
"Non-working","2009","direct migration background","Rural Area","168","0.517434625914928","0.46251338351557","0.572355868314286"
"Non-working","2009","indirect migration background","Urban Area","230","0.326619978110423","0.289999053714874","0.363240902505972"
"Non-working","2009","indirect migration background","Rural Area","51","0.329105777957382","0.24738339724573","0.410828158669033"
"Other","2009","no migration background","Urban Area","777","0.0777028346160122","0.07246901285935","0.0829366563726744"
"Other","2009","no migration background","Rural Area","422","0.0758257758886407","0.0690584255910814","0.0825931261862"
"Other","2009","direct migration background","Urban Area","86","0.082602176821771","0.0679611072297517","0.0972432464137904"
"Other","2009","direct migration background","Rural Area","27","","",""
"Other","2009","indirect migration background","Urban Area","98","0.167367492241046","0.138217392031097","0.196517592450994"
"Other","2009","indirect migration background","Rural Area","21","","",""
"Full-time","2010","no migration background","Urban Area","4759","0.381653275609025","0.373218377904687","0.390088173313363"
"Full-time","2010","no migration background","Rural Area","2893","0.400536624689839","0.389475643250678","0.411597606129"
"Full-time","2010","direct migration background","Urban Area","779","0.322272227726313","0.303176823176584","0.341367632276041"
"Full-time","2010","direct migration background","Rural Area","183","0.28560343377553","0.250048191868824","0.321158675682236"
"Full-time","2010","indirect migration background","Urban Area","339","0.378813429964851","0.348955972232394","0.408670887697307"
"Full-time","2010","indirect migration background","Rural Area","70","0.306510864017772","0.244739957983013","0.36828177005253"
"Part-time","2010","no migration background","Urban Area","1717","0.101293567621009","0.0960547998210715","0.106532335420947"
"Part-time","2010","no migration background","Rural Area","926","0.0954242351589868","0.0887922577642508","0.102056212553723"
"Part-time","2010","direct migration background","Urban Area","250","0.114394387700105","0.101389328880453","0.127399446519758"
"Part-time","2010","direct migration background","Rural Area","55","0.121765723174055","0.0960250462265665","0.147506400121543"
"Part-time","2010","indirect migration background","Urban Area","88","0.0936483373167437","0.0757163874111797","0.111580287222308"
"Part-time","2010","indirect migration background","Rural Area","18","","",""
"Non-working","2010","no migration background","Urban Area","5243","0.439533079367177","0.430915206835147","0.448150951899208"
"Non-working","2010","no migration background","Rural Area","3071","0.423166514473708","0.412014017905895","0.434319011041521"
"Non-working","2010","direct migration background","Urban Area","1103","0.477972518914434","0.457562757472451","0.498382280356417"
"Non-working","2010","direct migration background","Rural Area","321","0.453812828102737","0.41462408106498","0.493001575140495"
"Non-working","2010","indirect migration background","Urban Area","441","0.369867255391445","0.340152779130634","0.399581731652255"
"Non-working","2010","indirect migration background","Rural Area","94","0.378830584284304","0.313837259613504","0.443823908955105"
"Other","2010","no migration background","Urban Area","1023","0.0775200774027884","0.0728769045579731","0.0821632502476037"
"Other","2010","no migration background","Rural Area","649","0.0808726256774657","0.0747183089725301","0.0870269423824014"
"Other","2010","direct migration background","Urban Area","169","0.0853608656591484","0.0739440739760798","0.096777657342217"
"Other","2010","direct migration background","Rural Area","61","0.138818014947678","0.111602119409045","0.166033910486311"
"Other","2010","indirect migration background","Urban Area","146","0.157670977326961","0.13524011986285","0.180101834791072"
"Other","2010","indirect migration background","Rural Area","32","0.23964252348053","0.182450948480703","0.296834098480357"
"Full-time","2011","no migration background","Urban Area","5662","0.390287589964657","0.382511855059706","0.398063324869608"
"Full-time","2011","no migration background","Rural Area","3541","0.401639239266015","0.39162458835486","0.411653890177169"
"Full-time","2011","direct migration background","Urban Area","873","0.358613726761822","0.339783855225231","0.377443598298412"
"Full-time","2011","direct migration background","Rural Area","259","0.324519592566572","0.291788262217347","0.357250922915797"
"Full-time","2011","indirect migration background","Urban Area","410","0.408841794756465","0.380353622753036","0.437329966759895"
"Full-time","2011","indirect migration background","Rural Area","83","0.321855066808577","0.26571166695054","0.377998466666614"
"Part-time","2011","no migration background","Urban Area","2176","0.100338380327987","0.0955492164586551","0.105127544197319"
