"erwst","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Non-working","2019","(Married) couple without C. ","3999","0.46146748116052","0.450984381900873","0.471950580420167","5"
"Non-working","2019","1-pers.-HH","2242","0.502540491269539","0.488616032443074","0.516464950096004","5"
"Non-working","2019","Couple + C. LE 16 ","2023","0.185536279625637","0.176321910735746","0.194750648515527","5"
"Non-working","2019","Couple + C. GT 16 ","919","0.291770936118198","0.276038118868069","0.307503753368328","5"
"Non-working","2019","Couple + C. LE and GT 16","1206","0.299679824880339","0.283537539966846","0.315822109793833","5"
"Non-working","2019","Single parent ","945","0.347714671848222","0.328891225532426","0.366538118164018","5"
"Other","2019","(Married) couple without C. ","500","0.0564657614216713","0.0516119309160514","0.0613195919272912","6"
"Other","2019","1-pers.-HH","417","0.0644014286872094","0.0575653594459983","0.0712374979284205","6"
"Other","2019","Couple + C. GT 16 ","434","0.138766340951133","0.126801658496844","0.150731023405421","6"
"Other","2019","Couple + C. LE 16 ","342","0.0381452677686939","0.0336049068375128","0.0426856286998751","6"
"Other","2019","Single parent ","345","0.131156245622931","0.117813839474184","0.144498651771678","6"
"Other","2019","Couple + C. LE and GT 16","459","0.152049923649171","0.139397719776557","0.164702127521785","6"
"Part-time","2019","(Married) couple without C. ","986","0.110487318427815","0.103894889310287","0.117079747545344","2"
"Part-time","2019","1-pers.-HH","455","0.0809009086917183","0.0733068876660178","0.0884949297174187","2"
"Part-time","2019","Couple + C. GT 16 ","533","0.153119985372763","0.140656902220256","0.16558306852527","2"
"Part-time","2019","Couple + C. LE 16 ","1444","0.260793890236604","0.250386381567012","0.271201398906196","2"
"Part-time","2019","Couple + C. LE and GT 16","501","0.191793574450461","0.177920710974035","0.205666437926888","2"
"Part-time","2019","Single parent ","460","0.187299847119943","0.171879196102459","0.202720498137427","2"
