"erwst","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Full-time","1994","(2a) intermediate vocational","vocational + Abi","","","",""
"Full-time","1994","(2a) intermediate vocational","higher vocational","212","0.564462131288933","0.510473048133825","0.618451214444042"
"Full-time","1994","(2a) intermediate vocational","higher education","","","",""
"Full-time","1994","(2c_gen) general maturity certificate","in school","","","",""
"Full-time","1994","(2c_gen) general maturity certificate","inadequately","","","",""
"Full-time","1994","(2c_gen) general maturity certificate","general elemantary","","","",""
"Full-time","1994","(2c_gen) general maturity certificate","middle vocational","83","0.238464392066202","0.197063684539568","0.279865099592836"
"Full-time","1994","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Full-time","1994","(2c_gen) general maturity certificate","higher vocational","","","",""
"Full-time","1994","(2c_gen) general maturity certificate","higher education","","","",""
"Full-time","1994","(2c_voc) vocational maturity certificate","in school","","","",""
"Full-time","1994","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Full-time","1994","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Full-time","1994","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Full-time","1994","(2c_voc) vocational maturity certificate","vocational + Abi","209","0.509328103435106","0.459903154641852","0.558753052228361"
"Full-time","1994","(2c_voc) vocational maturity certificate","higher vocational","72","0.538524906865906","0.4531580142186","0.623891799513212"
"Full-time","1994","(2c_voc) vocational maturity certificate","higher education","","","",""
"Full-time","1994","(3a) lower tertiary education","in school","","","",""
"Full-time","1994","(3a) lower tertiary education","inadequately","","","",""
"Full-time","1994","(3a) lower tertiary education","general elemantary","","","",""
"Full-time","1994","(3a) lower tertiary education","middle vocational","","","",""
"Full-time","1994","(3a) lower tertiary education","vocational + Abi","","","",""
"Full-time","1994","(3a) lower tertiary education","higher vocational","","","",""
"Full-time","1994","(3a) lower tertiary education","higher education","537","0.594968645408312","0.562006182397014","0.627931108419609"
"Full-time","1994","(3b) higher tertiary education","in school","","","",""
"Full-time","1994","(3b) higher tertiary education","inadequately","","","",""
"Full-time","1994","(3b) higher tertiary education","general elemantary","","","",""
"Full-time","1994","(3b) higher tertiary education","middle vocational","","","",""
"Full-time","1994","(3b) higher tertiary education","vocational + Abi","","","",""
"Full-time","1994","(3b) higher tertiary education","higher vocational","","","",""
"Full-time","1994","(3b) higher tertiary education","higher education","560","0.641436302736447","0.608286572915651","0.674586032557244"
"Part-time","1994","(0) in school","in school","","","",""
"Part-time","1994","(0) in school","inadequately","","","",""
"Part-time","1994","(0) in school","general elemantary","","","",""
"Part-time","1994","(0) in school","middle vocational","","","",""
"Part-time","1994","(0) in school","vocational + Abi","","","",""
"Part-time","1994","(0) in school","higher vocational","","","",""
"Part-time","1994","(0) in school","higher education","","","",""
"Part-time","1994","(1a) inadequately completed","in school","","","",""
"Part-time","1994","(1a) inadequately completed","inadequately","37","0.05666068558149","0.0370884436277507","0.0762329275352293"
"Part-time","1994","(1a) inadequately completed","general elemantary","","","",""
"Part-time","1994","(1a) inadequately completed","middle vocational","","","",""
"Part-time","1994","(1a) inadequately completed","vocational + Abi","","","",""
"Part-time","1994","(1a) inadequately completed","higher vocational","","","",""
"Part-time","1994","(1a) inadequately completed","higher education","","","",""
"Part-time","1994","(1b) general elementary school","in school","","","",""
"Part-time","1994","(1b) general elementary school","inadequately","","","",""
"Part-time","1994","(1b) general elementary school","general elemantary","138","0.0633674249182796","0.0528110954866522","0.0739237543499069"
"Part-time","1994","(1b) general elementary school","middle vocational","","","",""
"Part-time","1994","(1b) general elementary school","vocational + Abi","","","",""
"Part-time","1994","(1b) general elementary school","higher vocational","","","",""
"Part-time","1994","(1b) general elementary school","higher education","","","",""
"Part-time","1994","(1c) basic vocational qualification","in school","","","",""
"Part-time","1994","(1c) basic vocational qualification","inadequately","","","",""
"Part-time","1994","(1c) basic vocational qualification","general elemantary","","","",""
"Part-time","1994","(1c) basic vocational qualification","middle vocational","253","0.067704012985001","0.0596959244607938","0.0757121015092082"
"Part-time","1994","(1c) basic vocational qualification","vocational + Abi","","","",""
"Part-time","1994","(1c) basic vocational qualification","higher vocational","","","",""
"Part-time","1994","(1c) basic vocational qualification","higher education","","","",""
"Part-time","1994","(2b) intermediate general qualification","in school","","","",""
"Part-time","1994","(2b) intermediate general qualification","inadequately","","","",""
"Part-time","1994","(2b) intermediate general qualification","general elemantary","","","",""
"Part-time","1994","(2b) intermediate general qualification","middle vocational","","","",""
"Part-time","1994","(2b) intermediate general qualification","vocational + Abi","","","",""
"Part-time","1994","(2b) intermediate general qualification","higher vocational","","","",""
"Part-time","1994","(2b) intermediate general qualification","higher education","","","",""
"Part-time","1994","(2a) intermediate vocational","in school","","","",""
"Part-time","1994","(2a) intermediate vocational","inadequately","","","",""
"Part-time","1994","(2a) intermediate vocational","general elemantary","","","",""
"Part-time","1994","(2a) intermediate vocational","middle vocational","198","0.0906351513941168","0.0788120503452458","0.102458252442988"
"Part-time","1994","(2a) intermediate vocational","vocational + Abi","","","",""
"Part-time","1994","(2a) intermediate vocational","higher vocational","","","",""
"Part-time","1994","(2a) intermediate vocational","higher education","","","",""
"Part-time","1994","(2c_gen) general maturity certificate","in school","","","",""
"Part-time","1994","(2c_gen) general maturity certificate","inadequately","","","",""
"Part-time","1994","(2c_gen) general maturity certificate","general elemantary","","","",""
"Part-time","1994","(2c_gen) general maturity certificate","middle vocational","","","",""
"Part-time","1994","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Part-time","1994","(2c_gen) general maturity certificate","higher vocational","","","",""
"Part-time","1994","(2c_gen) general maturity certificate","higher education","","","",""
"Part-time","1994","(2c_voc) vocational maturity certificate","in school","","","",""
"Part-time","1994","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Part-time","1994","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Part-time","1994","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Part-time","1994","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Part-time","1994","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Part-time","1994","(2c_voc) vocational maturity certificate","higher education","","","",""
"Part-time","1994","(3a) lower tertiary education","in school","","","",""
"Part-time","1994","(3a) lower tertiary education","inadequately","","","",""
"Part-time","1994","(3a) lower tertiary education","general elemantary","","","",""
"Part-time","1994","(3a) lower tertiary education","middle vocational","","","",""
"Part-time","1994","(3a) lower tertiary education","vocational + Abi","","","",""
"Part-time","1994","(3a) lower tertiary education","higher vocational","","","",""
"Part-time","1994","(3a) lower tertiary education","higher education","66","0.0661865363301028","0.049493198349805","0.0828798743104006"
"Part-time","1994","(3b) higher tertiary education","in school","","","",""
"Part-time","1994","(3b) higher tertiary education","inadequately","","","",""
"Part-time","1994","(3b) higher tertiary education","general elemantary","","","",""
"Part-time","1994","(3b) higher tertiary education","middle vocational","","","",""
"Part-time","1994","(3b) higher tertiary education","vocational + Abi","","","",""
"Part-time","1994","(3b) higher tertiary education","higher vocational","","","",""
"Part-time","1994","(3b) higher tertiary education","higher education","56","0.0824447001030113","0.0634331485310922","0.10145625167493"
"Non-working","1994","(0) in school","in school","199","0.985417735609551","0.968886889702737","1.00194858151636"
"Non-working","1994","(0) in school","inadequately","","","",""
"Non-working","1994","(0) in school","general elemantary","","","",""
"Non-working","1994","(0) in school","middle vocational","","","",""
"Non-working","1994","(0) in school","vocational + Abi","","","",""
"Non-working","1994","(0) in school","higher vocational","","","",""
"Non-working","1994","(0) in school","higher education","","","",""
"Non-working","1994","(1a) inadequately completed","in school","30","0.73436222433571","0.593933362961138","0.874791085710282"
"Non-working","1994","(1a) inadequately completed","inadequately","278","0.553441532558941","0.511355233764732","0.595527831353151"
"Non-working","1994","(1a) inadequately completed","general elemantary","","","",""
"Non-working","1994","(1a) inadequately completed","middle vocational","30","0.40323336841728","0.288317615045974","0.518149121788587"
"Non-working","1994","(1a) inadequately completed","vocational + Abi","","","",""
"Non-working","1994","(1a) inadequately completed","higher vocational","","","",""
"Non-working","1994","(1a) inadequately completed","higher education","","","",""
"Non-working","1994","(1b) general elementary school","in school","","","",""
"Non-working","1994","(1b) general elementary school","inadequately","","","",""
"Non-working","1994","(1b) general elementary school","general elemantary","1183","0.684381451910043","0.664243020018676","0.70451988380141"
"Non-working","1994","(1b) general elementary school","middle vocational","","","",""
"Non-working","1994","(1b) general elementary school","vocational + Abi","","","",""
"Non-working","1994","(1b) general elementary school","higher vocational","","","",""
"Non-working","1994","(1b) general elementary school","higher education","","","",""
"Non-working","1994","(1c) basic vocational qualification","in school","","","",""
"Non-working","1994","(1c) basic vocational qualification","inadequately","","","",""
"Non-working","1994","(1c) basic vocational qualification","general elemantary","","","",""
"Non-working","1994","(1c) basic vocational qualification","middle vocational","1698","0.49940989194315","0.483472602716127","0.515347181170174"
"Non-working","1994","(1c) basic vocational qualification","vocational + Abi","","","",""
"Non-working","1994","(1c) basic vocational qualification","higher vocational","113","0.412408483853959","0.356234058715553","0.468582908992365"
"Non-working","1994","(1c) basic vocational qualification","higher education","","","",""
"Non-working","1994","(2b) intermediate general qualification","in school","","","",""
"Non-working","1994","(2b) intermediate general qualification","inadequately","","","",""
"Non-working","1994","(2b) intermediate general qualification","general elemantary","194","0.471414562836133","0.426285298268036","0.516543827404229"
"Non-working","1994","(2b) intermediate general qualification","middle vocational","","","",""
"Non-working","1994","(2b) intermediate general qualification","vocational + Abi","","","",""
"Non-working","1994","(2b) intermediate general qualification","higher vocational","","","",""
"Non-working","1994","(2b) intermediate general qualification","higher education","","","",""
"Non-working","1994","(2a) intermediate vocational","in school","","","",""
"Non-working","1994","(2a) intermediate vocational","inadequately","","","",""
"Non-working","1994","(2a) intermediate vocational","general elemantary","","","",""
"Non-working","1994","(2a) intermediate vocational","middle vocational","656","0.341230052017957","0.321704446377833","0.360755657658081"
"Non-working","1994","(2a) intermediate vocational","vocational + Abi","","","",""
"Non-working","1994","(2a) intermediate vocational","higher vocational","77","0.306167807787662","0.255981809052019","0.356353806523306"
"Non-working","1994","(2a) intermediate vocational","higher education","","","",""
"Non-working","1994","(2c_gen) general maturity certificate","in school","","","",""
"Non-working","1994","(2c_gen) general maturity certificate","inadequately","","","",""
"Non-working","1994","(2c_gen) general maturity certificate","general elemantary","","","",""
"Non-working","1994","(2c_gen) general maturity certificate","middle vocational","210","0.516009487283519","0.467458490129575","0.564560484437462"
"Non-working","1994","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Non-working","1994","(2c_gen) general maturity certificate","higher vocational","","","",""
"Non-working","1994","(2c_gen) general maturity certificate","higher education","","","",""
"Non-working","1994","(2c_voc) vocational maturity certificate","in school","","","",""
"Non-working","1994","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Non-working","1994","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Non-working","1994","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Non-working","1994","(2c_voc) vocational maturity certificate","vocational + Abi","136","0.327137089501472","0.280751828622791","0.373522350380153"
"Non-working","1994","(2c_voc) vocational maturity certificate","higher vocational","40","0.336614897018819","0.255693761837183","0.417536032200456"
"Non-working","1994","(2c_voc) vocational maturity certificate","higher education","","","",""
"Non-working","1994","(3a) lower tertiary education","in school","","","",""
"Non-working","1994","(3a) lower tertiary education","inadequately","","","",""
"Non-working","1994","(3a) lower tertiary education","general elemantary","","","",""
"Non-working","1994","(3a) lower tertiary education","middle vocational","","","",""
"Non-working","1994","(3a) lower tertiary education","vocational + Abi","","","",""
"Non-working","1994","(3a) lower tertiary education","higher vocational","","","",""
"Non-working","1994","(3a) lower tertiary education","higher education","232","0.309022499486545","0.277994391288833","0.340050607684257"
"Non-working","1994","(3b) higher tertiary education","in school","","","",""
"Non-working","1994","(3b) higher tertiary education","inadequately","","","",""
"Non-working","1994","(3b) higher tertiary education","general elemantary","","","",""
"Non-working","1994","(3b) higher tertiary education","middle vocational","","","",""
"Non-working","1994","(3b) higher tertiary education","vocational + Abi","","","",""
"Non-working","1994","(3b) higher tertiary education","higher vocational","","","",""
"Non-working","1994","(3b) higher tertiary education","higher education","168","0.246228953471837","0.216450005426857","0.276007901516818"
"Other","1994","(0) in school","in school","","","",""
"Other","1994","(0) in school","inadequately","","","",""
"Other","1994","(0) in school","general elemantary","","","",""
"Other","1994","(0) in school","middle vocational","","","",""
"Other","1994","(0) in school","vocational + Abi","","","",""
"Other","1994","(0) in school","higher vocational","","","",""
"Other","1994","(0) in school","higher education","","","",""
"Other","1994","(1a) inadequately completed","in school","","","",""
"Other","1994","(1a) inadequately completed","inadequately","","","",""
"Other","1994","(1a) inadequately completed","general elemantary","","","",""
"Other","1994","(1a) inadequately completed","middle vocational","","","",""
"Other","1994","(1a) inadequately completed","vocational + Abi","","","",""
"Other","1994","(1a) inadequately completed","higher vocational","","","",""
"Other","1994","(1a) inadequately completed","higher education","","","",""
"Other","1994","(1b) general elementary school","in school","","","",""
"Other","1994","(1b) general elementary school","inadequately","","","",""
"Other","1994","(1b) general elementary school","general elemantary","129","0.0545613776369036","0.0447200291660896","0.0644027261077177"
"Other","1994","(1b) general elementary school","middle vocational","","","",""
"Other","1994","(1b) general elementary school","vocational + Abi","","","",""
"Other","1994","(1b) general elementary school","higher vocational","","","",""
"Other","1994","(1b) general elementary school","higher education","","","",""
"Other","1994","(1c) basic vocational qualification","in school","","","",""
"Other","1994","(1c) basic vocational qualification","inadequately","","","",""
"Other","1994","(1c) basic vocational qualification","general elemantary","","","",""
"Other","1994","(1c) basic vocational qualification","middle vocational","87","0.0193030824253961","0.0149175180532533","0.0236886467975389"
"Other","1994","(1c) basic vocational qualification","vocational + Abi","","","",""
"Other","1994","(1c) basic vocational qualification","higher vocational","","","",""
"Other","1994","(1c) basic vocational qualification","higher education","","","",""
"Other","1994","(2b) intermediate general qualification","in school","","","",""
"Other","1994","(2b) intermediate general qualification","inadequately","","","",""
"Other","1994","(2b) intermediate general qualification","general elemantary","158","0.254446968806244","0.215070472258851","0.293823465353637"
"Other","1994","(2b) intermediate general qualification","middle vocational","","","",""
"Other","1994","(2b) intermediate general qualification","vocational + Abi","","","",""
"Other","1994","(2b) intermediate general qualification","higher vocational","","","",""
"Other","1994","(2b) intermediate general qualification","higher education","","","",""
"Other","1994","(2a) intermediate vocational","in school","","","",""
"Other","1994","(2a) intermediate vocational","inadequately","","","",""
"Other","1994","(2a) intermediate vocational","general elemantary","","","",""
"Other","1994","(2a) intermediate vocational","middle vocational","70","0.0306124649001086","0.023518127268357","0.0377068025318603"
"Other","1994","(2a) intermediate vocational","vocational + Abi","","","",""
"Other","1994","(2a) intermediate vocational","higher vocational","","","",""
"Other","1994","(2a) intermediate vocational","higher education","","","",""
"Other","1994","(2c_gen) general maturity certificate","in school","","","",""
"Other","1994","(2c_gen) general maturity certificate","inadequately","","","",""
"Other","1994","(2c_gen) general maturity certificate","general elemantary","","","",""
"Other","1994","(2c_gen) general maturity certificate","middle vocational","94","0.199095610281378","0.160300939943223","0.237890280619532"
"Other","1994","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Other","1994","(2c_gen) general maturity certificate","higher vocational","","","",""
"Other","1994","(2c_gen) general maturity certificate","higher education","","","",""
"Other","1994","(2c_voc) vocational maturity certificate","in school","","","",""
"Other","1994","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Other","1994","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Other","1994","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Other","1994","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Other","1994","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Other","1994","(2c_voc) vocational maturity certificate","higher education","","","",""
"Other","1994","(3a) lower tertiary education","in school","","","",""
"Other","1994","(3a) lower tertiary education","inadequately","","","",""
"Other","1994","(3a) lower tertiary education","general elemantary","","","",""
"Other","1994","(3a) lower tertiary education","middle vocational","","","",""
"Other","1994","(3a) lower tertiary education","vocational + Abi","","","",""
"Other","1994","(3a) lower tertiary education","higher vocational","","","",""
"Other","1994","(3a) lower tertiary education","higher education","","","",""
"Other","1994","(3b) higher tertiary education","in school","","","",""
"Other","1994","(3b) higher tertiary education","inadequately","","","",""
"Other","1994","(3b) higher tertiary education","general elemantary","","","",""
"Other","1994","(3b) higher tertiary education","middle vocational","","","",""
"Other","1994","(3b) higher tertiary education","vocational + Abi","","","",""
"Other","1994","(3b) higher tertiary education","higher vocational","","","",""
"Other","1994","(3b) higher tertiary education","higher education","","","",""
"Full-time","1995","(0) in school","in school","","","",""
"Full-time","1995","(0) in school","inadequately","","","",""
"Full-time","1995","(0) in school","general elemantary","","","",""
"Full-time","1995","(0) in school","middle vocational","","","",""
"Full-time","1995","(0) in school","vocational + Abi","","","",""
"Full-time","1995","(0) in school","higher vocational","","","",""
"Full-time","1995","(0) in school","higher education","","","",""
"Full-time","1995","(1a) inadequately completed","in school","","","",""
"Full-time","1995","(1a) inadequately completed","inadequately","181","0.328733499973362","0.288043978785752","0.369423021160972"
"Full-time","1995","(1a) inadequately completed","general elemantary","","","",""
"Full-time","1995","(1a) inadequately completed","middle vocational","40","0.449839820863638","0.34150224673556","0.558177394991715"
"Full-time","1995","(1a) inadequately completed","vocational + Abi","","","",""
"Full-time","1995","(1a) inadequately completed","higher vocational","","","",""
"Full-time","1995","(1a) inadequately completed","higher education","","","",""
"Full-time","1995","(1b) general elementary school","in school","","","",""
"Full-time","1995","(1b) general elementary school","inadequately","","","",""
"Full-time","1995","(1b) general elementary school","general elemantary","596","0.19029056962435","0.173252801245846","0.207328338002854"
"Full-time","1995","(1b) general elementary school","middle vocational","","","",""
"Full-time","1995","(1b) general elementary school","vocational + Abi","","","",""
"Full-time","1995","(1b) general elementary school","higher vocational","","","",""
"Full-time","1995","(1b) general elementary school","higher education","","","",""
"Full-time","1995","(1c) basic vocational qualification","in school","","","",""
"Full-time","1995","(1c) basic vocational qualification","inadequately","","","",""
"Full-time","1995","(1c) basic vocational qualification","general elemantary","","","",""
"Full-time","1995","(1c) basic vocational qualification","middle vocational","1747","0.401562856428421","0.386027600603198","0.417098112253643"
"Full-time","1995","(1c) basic vocational qualification","vocational + Abi","","","",""
"Full-time","1995","(1c) basic vocational qualification","higher vocational","150","0.513532115571231","0.455196413562566","0.571867817579896"
"Full-time","1995","(1c) basic vocational qualification","higher education","","","",""
"Full-time","1995","(2b) intermediate general qualification","in school","","","",""
"Full-time","1995","(2b) intermediate general qualification","inadequately","","","",""
"Full-time","1995","(2b) intermediate general qualification","general elemantary","101","0.237293679208096","0.199115900236064","0.275471458180128"
"Full-time","1995","(2b) intermediate general qualification","middle vocational","","","",""
"Full-time","1995","(2b) intermediate general qualification","vocational + Abi","","","",""
"Full-time","1995","(2b) intermediate general qualification","higher vocational","","","",""
"Full-time","1995","(2b) intermediate general qualification","higher education","","","",""
"Full-time","1995","(2a) intermediate vocational","in school","","","",""
"Full-time","1995","(2a) intermediate vocational","inadequately","","","",""
"Full-time","1995","(2a) intermediate vocational","general elemantary","","","",""
"Full-time","1995","(2a) intermediate vocational","middle vocational","1365","0.540754388175293","0.520401612034116","0.56110716431647"
"Full-time","1995","(2a) intermediate vocational","vocational + Abi","","","",""
"Full-time","1995","(2a) intermediate vocational","higher vocational","236","0.560804853147385","0.508511716855015","0.613097989439755"
"Full-time","1995","(2a) intermediate vocational","higher education","","","",""
"Full-time","1995","(2c_gen) general maturity certificate","in school","","","",""
"Full-time","1995","(2c_gen) general maturity certificate","inadequately","","","",""
"Full-time","1995","(2c_gen) general maturity certificate","general elemantary","","","",""
"Full-time","1995","(2c_gen) general maturity certificate","middle vocational","98","0.227683610901231","0.189813101392912","0.265554120409551"
"Full-time","1995","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Full-time","1995","(2c_gen) general maturity certificate","higher vocational","","","",""
"Full-time","1995","(2c_gen) general maturity certificate","higher education","","","",""
"Full-time","1995","(2c_voc) vocational maturity certificate","in school","","","",""
"Full-time","1995","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Full-time","1995","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Full-time","1995","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Full-time","1995","(2c_voc) vocational maturity certificate","vocational + Abi","253","0.505862764905974","0.461089323010445","0.550636206801503"
"Full-time","1995","(2c_voc) vocational maturity certificate","higher vocational","73","0.51832447091747","0.431423550043907","0.605225391791033"
"Full-time","1995","(2c_voc) vocational maturity certificate","higher education","","","",""
"Full-time","1995","(3a) lower tertiary education","in school","","","",""
"Full-time","1995","(3a) lower tertiary education","inadequately","","","",""
"Full-time","1995","(3a) lower tertiary education","general elemantary","","","",""
"Full-time","1995","(3a) lower tertiary education","middle vocational","","","",""
"Full-time","1995","(3a) lower tertiary education","vocational + Abi","","","",""
"Full-time","1995","(3a) lower tertiary education","higher vocational","","","",""
"Full-time","1995","(3a) lower tertiary education","higher education","561","0.61664965122619","0.584267453410208","0.649031849042172"
"Full-time","1995","(3b) higher tertiary education","in school","","","",""
"Full-time","1995","(3b) higher tertiary education","inadequately","","","",""
"Full-time","1995","(3b) higher tertiary education","general elemantary","","","",""
"Full-time","1995","(3b) higher tertiary education","middle vocational","","","",""
"Full-time","1995","(3b) higher tertiary education","vocational + Abi","","","",""
"Full-time","1995","(3b) higher tertiary education","higher vocational","","","",""
"Full-time","1995","(3b) higher tertiary education","higher education","590","0.598685568504126","0.566608575237122","0.630762561771131"
"Part-time","1995","(0) in school","in school","","","",""
"Part-time","1995","(0) in school","inadequately","","","",""
"Part-time","1995","(0) in school","general elemantary","","","",""
"Part-time","1995","(0) in school","middle vocational","","","",""
"Part-time","1995","(0) in school","vocational + Abi","","","",""
"Part-time","1995","(0) in school","higher vocational","","","",""
"Part-time","1995","(0) in school","higher education","","","",""
"Part-time","1995","(1a) inadequately completed","in school","","","",""
"Part-time","1995","(1a) inadequately completed","inadequately","32","0.0511229272945363","0.0320452304269168","0.0702006241621557"
"Part-time","1995","(1a) inadequately completed","general elemantary","","","",""
"Part-time","1995","(1a) inadequately completed","middle vocational","","","",""
"Part-time","1995","(1a) inadequately completed","vocational + Abi","","","",""
"Part-time","1995","(1a) inadequately completed","higher vocational","","","",""
"Part-time","1995","(1a) inadequately completed","higher education","","","",""
"Part-time","1995","(1b) general elementary school","in school","","","",""
"Part-time","1995","(1b) general elementary school","inadequately","","","",""
"Part-time","1995","(1b) general elementary school","general elemantary","118","0.0517783551622005","0.042160714749319","0.0613959955750819"
"Part-time","1995","(1b) general elementary school","middle vocational","","","",""
"Part-time","1995","(1b) general elementary school","vocational + Abi","","","",""
"Part-time","1995","(1b) general elementary school","higher vocational","","","",""
"Part-time","1995","(1b) general elementary school","higher education","","","",""
"Part-time","1995","(1c) basic vocational qualification","in school","","","",""
"Part-time","1995","(1c) basic vocational qualification","inadequately","","","",""
"Part-time","1995","(1c) basic vocational qualification","general elemantary","","","",""
"Part-time","1995","(1c) basic vocational qualification","middle vocational","278","0.0706611186020728","0.0625401154489911","0.0787821217551545"
"Part-time","1995","(1c) basic vocational qualification","vocational + Abi","","","",""
"Part-time","1995","(1c) basic vocational qualification","higher vocational","","","",""
"Part-time","1995","(1c) basic vocational qualification","higher education","","","",""
"Part-time","1995","(2b) intermediate general qualification","in school","","","",""
"Part-time","1995","(2b) intermediate general qualification","inadequately","","","",""
"Part-time","1995","(2b) intermediate general qualification","general elemantary","","","",""
"Part-time","1995","(2b) intermediate general qualification","middle vocational","","","",""
"Part-time","1995","(2b) intermediate general qualification","vocational + Abi","","","",""
"Part-time","1995","(2b) intermediate general qualification","higher vocational","","","",""
"Part-time","1995","(2b) intermediate general qualification","higher education","","","",""
"Part-time","1995","(2a) intermediate vocational","in school","","","",""
"Part-time","1995","(2a) intermediate vocational","inadequately","","","",""
"Part-time","1995","(2a) intermediate vocational","general elemantary","","","",""
"Part-time","1995","(2a) intermediate vocational","middle vocational","231","0.0993047482230628","0.0870902658815485","0.111519230564577"
"Part-time","1995","(2a) intermediate vocational","vocational + Abi","","","",""
"Part-time","1995","(2a) intermediate vocational","higher vocational","","","",""
"Part-time","1995","(2a) intermediate vocational","higher education","","","",""
"Part-time","1995","(2c_gen) general maturity certificate","in school","","","",""
"Part-time","1995","(2c_gen) general maturity certificate","inadequately","","","",""
"Part-time","1995","(2c_gen) general maturity certificate","general elemantary","","","",""
"Part-time","1995","(2c_gen) general maturity certificate","middle vocational","","","",""
"Part-time","1995","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Part-time","1995","(2c_gen) general maturity certificate","higher vocational","","","",""
"Part-time","1995","(2c_gen) general maturity certificate","higher education","","","",""
"Part-time","1995","(2c_voc) vocational maturity certificate","in school","","","",""
"Part-time","1995","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Part-time","1995","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Part-time","1995","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Part-time","1995","(2c_voc) vocational maturity certificate","vocational + Abi","35","0.0811234623877611","0.0566732770962937","0.105573647679229"
"Part-time","1995","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Part-time","1995","(2c_voc) vocational maturity certificate","higher education","","","",""
"Part-time","1995","(3a) lower tertiary education","in school","","","",""
"Part-time","1995","(3a) lower tertiary education","inadequately","","","",""
"Part-time","1995","(3a) lower tertiary education","general elemantary","","","",""
"Part-time","1995","(3a) lower tertiary education","middle vocational","","","",""
"Part-time","1995","(3a) lower tertiary education","vocational + Abi","","","",""
"Part-time","1995","(3a) lower tertiary education","higher vocational","","","",""
"Part-time","1995","(3a) lower tertiary education","higher education","79","0.0875488289702509","0.0687245161110924","0.106373141829409"
"Part-time","1995","(3b) higher tertiary education","in school","","","",""
"Part-time","1995","(3b) higher tertiary education","inadequately","","","",""
"Part-time","1995","(3b) higher tertiary education","general elemantary","","","",""
"Part-time","1995","(3b) higher tertiary education","middle vocational","","","",""
"Part-time","1995","(3b) higher tertiary education","vocational + Abi","","","",""
"Part-time","1995","(3b) higher tertiary education","higher vocational","","","",""
"Part-time","1995","(3b) higher tertiary education","higher education","81","0.100479075644831","0.0808049554555264","0.120153195834135"
"Non-working","1995","(0) in school","in school","259","0.961177612794487","0.937919841480947","0.984435384108027"
"Non-working","1995","(0) in school","inadequately","","","",""
"Non-working","1995","(0) in school","general elemantary","","","",""
"Non-working","1995","(0) in school","middle vocational","","","",""
"Non-working","1995","(0) in school","vocational + Abi","","","",""
"Non-working","1995","(0) in school","higher vocational","","","",""
"Non-working","1995","(0) in school","higher education","","","",""
"Non-working","1995","(1a) inadequately completed","in school","","","",""
"Non-working","1995","(1a) inadequately completed","inadequately","287","0.578224356891992","0.535448171871014","0.621000541912971"
"Non-working","1995","(1a) inadequately completed","general elemantary","","","",""
"Non-working","1995","(1a) inadequately completed","middle vocational","37","0.500512981480222","0.391626150757403","0.609399812203041"
"Non-working","1995","(1a) inadequately completed","vocational + Abi","","","",""
"Non-working","1995","(1a) inadequately completed","higher vocational","","","",""
"Non-working","1995","(1a) inadequately completed","higher education","","","",""
"Non-working","1995","(1b) general elementary school","in school","","","",""
"Non-working","1995","(1b) general elementary school","inadequately","","","",""
"Non-working","1995","(1b) general elementary school","general elemantary","1176","0.697897591562418","0.677967356463034","0.717827826661801"
"Non-working","1995","(1b) general elementary school","middle vocational","","","",""
"Non-working","1995","(1b) general elementary school","vocational + Abi","","","",""
"Non-working","1995","(1b) general elementary school","higher vocational","","","",""
"Non-working","1995","(1b) general elementary school","higher education","","","",""
"Non-working","1995","(1c) basic vocational qualification","in school","","","",""
"Non-working","1995","(1c) basic vocational qualification","inadequately","","","",""
"Non-working","1995","(1c) basic vocational qualification","general elemantary","","","",""
"Non-working","1995","(1c) basic vocational qualification","middle vocational","1708","0.504801710953919","0.488957071978048","0.52064634992979"
