"erwst","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Part-time","1999","66 and older","Employed","12","","",""
"Non-working","1999","16-34 y.","Not Employed","1118","0.925574457880799","0.910755377571904","0.940393538189694"
"Non-working","1999","16-34 y.","Employed","384","0.11492289720467","0.104221575611205","0.125624218798134"
"Non-working","1999","35-65 y.","Not Employed","1945","0.971364935156357","0.964059327399763","0.978670542912951"
"Non-working","1999","35-65 y.","Employed","442","0.0835585231680868","0.076118315423776","0.0909987309123977"
"Non-working","1999","66 and older","Not Employed","1760","0.99960967962949","0.998687120420845","1.00053223883813"
"Non-working","1999","66 and older","Employed","30","0.314994661157107","0.209159297641467","0.420830024672747"
"Other","1999","16-34 y.","Not Employed","39","0.0354786221243827","0.0250339726633018","0.0459232715854637"
"Other","1999","16-34 y.","Employed","600","0.176652135210462","0.16385553190194","0.189448738518983"
"Other","1999","35-65 y.","Not Employed","24","","",""
"Other","1999","35-65 y.","Employed","226","0.0481584736348515","0.0424020069332372","0.0539149403364659"
"Other","1999","66 and older","Not Employed","","","",""
"Other","1999","66 and older","Employed","18","","",""
"Full-time","2000","16-34 y.","Not Employed","50","0.0338514687636182","0.0255702155576044","0.042132721969632"
"Full-time","2000","16-34 y.","Employed","3111","0.601933426070298","0.588771172022123","0.615095680118473"
"Full-time","2000","35-65 y.","Not Employed","38","0.0103850339801617","0.00713603647291258","0.0136340314874108"
"Full-time","2000","35-65 y.","Employed","6853","0.703936925499447","0.694870211761767","0.713003639237127"
"Full-time","2000","66 and older","Not Employed","","","",""
"Full-time","2000","66 and older","Employed","33","0.247793299919422","0.177032383192404","0.31855421664644"
"Part-time","2000","16-34 y.","Not Employed","24","","",""
"Part-time","2000","16-34 y.","Employed","500","0.0938697777192494","0.0860276053157478","0.101711950122751"
"Part-time","2000","35-65 y.","Not Employed","43","0.0135355391431656","0.00983222297444394","0.0172388553118873"
"Part-time","2000","35-65 y.","Employed","1646","0.169011697105776","0.161568718943694","0.176454675267858"
"Part-time","2000","66 and older","Not Employed","1","","",""
"Part-time","2000","66 and older","Employed","26","","",""
"Non-working","2000","16-34 y.","Not Employed","1684","0.90668121923446","0.893361434861445","0.920001003607475"
"Non-working","2000","16-34 y.","Employed","761","0.135889057121738","0.126674909239366","0.14510320500411"
"Non-working","2000","35-65 y.","Not Employed","3624","0.965950808755464","0.960138573351698","0.97176304415923"
"Non-working","2000","35-65 y.","Employed","804","0.0800946318713304","0.0747036957036463","0.0854855680390146"
"Non-working","2000","66 and older","Not Employed","3495","0.999134278497499","0.998159510400808","1.00010904659419"
"Non-working","2000","66 and older","Employed","53","0.290900185823686","0.216460289875327","0.365340081772045"
"Other","2000","16-34 y.","Not Employed","74","0.0460646657936558","0.0364656040219142","0.0556637275653975"
"Other","2000","16-34 y.","Employed","941","0.168307739088714","0.15824742462027","0.178368053557158"
"Other","2000","35-65 y.","Not Employed","35","0.0101286181212086","0.00691956598597054","0.0133376702564466"
"Other","2000","35-65 y.","Employed","436","0.0469567455234472","0.0427553244579209","0.0511581665889735"
"Other","2000","66 and older","Not Employed","1","","",""
"Other","2000","66 and older","Employed","31","0.257811632105155","0.186116709848885","0.329506554361425"
"Full-time","2001","16-34 y.","Not Employed","40","0.0319962024803053","0.0233836147694464","0.0406087901911642"
"Full-time","2001","16-34 y.","Employed","2651","0.574275174886408","0.560133249024777","0.588417100748039"
"Full-time","2001","35-65 y.","Not Employed","27","","",""
"Full-time","2001","35-65 y.","Employed","6335","0.696557728826598","0.687098812755239","0.706016644897956"
"Full-time","2001","66 and older","Not Employed","1","","",""
"Full-time","2001","66 and older","Employed","28","","",""
"Part-time","2001","16-34 y.","Not Employed","28","","",""
"Part-time","2001","16-34 y.","Employed","428","0.0935350133390983","0.0852068991753785","0.101863127502818"
"Part-time","2001","35-65 y.","Not Employed","28","","",""
"Part-time","2001","35-65 y.","Employed","1563","0.170231673584899","0.162499112043575","0.177964235126223"
"Part-time","2001","66 and older","Not Employed","","","",""
"Part-time","2001","66 and older","Employed","20","","",""
"Non-working","2001","16-34 y.","Not Employed","1470","0.908084542875627","0.893946043193293","0.922223042557961"
"Non-working","2001","16-34 y.","Employed","692","0.140729464742696","0.13078362345152","0.150675306033873"
"Non-working","2001","35-65 y.","Not Employed","3153","0.972499393153336","0.966870922255951","0.97812786405072"
"Non-working","2001","35-65 y.","Employed","762","0.0871436647837565","0.0813407806227144","0.0929465489447986"
"Non-working","2001","66 and older","Not Employed","3287","0.998084397295347","0.996590727730839","0.999578066859855"
"Non-working","2001","66 and older","Employed","67","0.44774892878977","0.368955874266934","0.526541983312606"
"Other","2001","16-34 y.","Not Employed","66","0.0393376978914967","0.0298242979736524","0.0488510978093411"
"Other","2001","16-34 y.","Employed","925","0.191460347031797","0.180207196467752","0.202713497595842"
"Other","2001","35-65 y.","Not Employed","35","0.0104644418633185","0.0069621821062803","0.0139667016203567"
"Other","2001","35-65 y.","Employed","415","0.0460669328047467","0.0417539435658536","0.0503799220436398"
"Other","2001","66 and older","Not Employed","4","","",""
"Other","2001","66 and older","Employed","38","0.264058680978766","0.194207429125614","0.333909932831917"
"Full-time","2002","16-34 y.","Not Employed","36","0.0249203815796544","0.0174170660252573","0.0324236971340515"
"Full-time","2002","16-34 y.","Employed","2484","0.565622819601969","0.551185324692933","0.580060314511005"
"Full-time","2002","35-65 y.","Not Employed","26","","",""
"Full-time","2002","35-65 y.","Employed","6987","0.676812148101695","0.667698226943603","0.685926069259786"
"Full-time","2002","66 and older","Not Employed","","","",""
"Full-time","2002","66 and older","Employed","38","0.141569966567461","0.093732185832875","0.189407747302047"
"Part-time","2002","16-34 y.","Not Employed","19","","",""
"Part-time","2002","16-34 y.","Employed","409","0.0893138775049499","0.0810069826490798","0.09762077236082"
"Part-time","2002","35-65 y.","Not Employed","26","","",""
"Part-time","2002","35-65 y.","Employed","1802","0.174055723077876","0.166667105161731","0.18144434099402"
"Part-time","2002","66 and older","Not Employed","","","",""
"Part-time","2002","66 and older","Employed","38","0.183504721055373","0.130387729771615","0.236621712339132"
"Non-working","2002","16-34 y.","Not Employed","1531","0.911591442435592","0.897926648084615","0.925256236786569"
"Non-working","2002","16-34 y.","Employed","708","0.151606235605861","0.141160184457339","0.162052286754383"
"Non-working","2002","35-65 y.","Not Employed","3133","0.974443929963592","0.968988228257878","0.979899631669307"
"Non-working","2002","35-65 y.","Employed","843","0.0944959635613709","0.088795692539416","0.100196234583326"
"Non-working","2002","66 and older","Not Employed","3434","0.998872789201009","0.997750987778021","0.999994590623997"
"Non-working","2002","66 and older","Employed","88","0.469224714202449","0.400742342435066","0.537707085969831"
"Other","2002","16-34 y.","Not Employed","72","0.0520328963775753","0.0413425577560546","0.0627232349990961"
"Other","2002","16-34 y.","Employed","927","0.19345706728722","0.181951688353992","0.204962446220448"
"Other","2002","35-65 y.","Not Employed","29","","",""
"Other","2002","35-65 y.","Employed","484","0.0546361652590585","0.0502073937174299","0.0590649368006871"
"Other","2002","66 and older","Not Employed","3","","",""
"Other","2002","66 and older","Employed","40","0.205700598174717","0.150232547663995","0.26116864868544"
"Full-time","2003","16-34 y.","Not Employed","19","","",""
"Full-time","2003","16-34 y.","Employed","2275","0.56390087139885","0.548961994481961","0.578839748315739"
"Full-time","2003","35-65 y.","Not Employed","20","","",""
"Full-time","2003","35-65 y.","Employed","6517","0.671890763024674","0.662516044021956","0.681265482027391"
"Full-time","2003","66 and older","Not Employed","1","","",""
"Full-time","2003","66 and older","Employed","39","0.159860935169388","0.110176344970591","0.209545525368185"
"Part-time","2003","16-34 y.","Not Employed","20","","",""
"Part-time","2003","16-34 y.","Employed","416","0.0996399476268963","0.0906169922210801","0.108662903032712"
"Part-time","2003","35-65 y.","Not Employed","14","","",""
"Part-time","2003","35-65 y.","Employed","1796","0.177903100797626","0.170267328671214","0.185538872924037"
"Part-time","2003","66 and older","Not Employed","1","","",""
"Part-time","2003","66 and older","Employed","35","0.138989154377212","0.0920894921094055","0.185888816645018"
"Non-working","2003","16-34 y.","Not Employed","1542","0.92590516694781","0.913278495502351","0.938531838393269"
"Non-working","2003","16-34 y.","Employed","672","0.147182440671268","0.136509600055529","0.157855281287006"
"Non-working","2003","35-65 y.","Not Employed","3001","0.977108124883576","0.97181855719404","0.982397692573112"
"Non-working","2003","35-65 y.","Employed","847","0.0953734317466151","0.0895087011170704","0.10123816237616"
"Non-working","2003","66 and older","Not Employed","3491","0.998799757907844","0.997651873539402","0.999947642276287"
"Non-working","2003","66 and older","Employed","83","0.416328981542021","0.349498077695187","0.483159885388855"
"Other","2003","16-34 y.","Not Employed","72","0.0456551484898326","0.0355925716091999","0.0557177253704653"
"Other","2003","16-34 y.","Employed","870","0.189276740302987","0.177476009664502","0.201077470941471"
"Other","2003","35-65 y.","Not Employed","36","0.0135340614952228","0.00944745046740128","0.0176206725230443"
"Other","2003","35-65 y.","Employed","476","0.0548327044310857","0.0502872859696093","0.0593781228925622"
"Other","2003","66 and older","Not Employed","2","","",""
"Other","2003","66 and older","Employed","52","0.284820928911379","0.223632641829249","0.346009215993509"
"Full-time","2004","16-34 y.","Not Employed","28","","",""
"Full-time","2004","16-34 y.","Employed","2120","0.556921259324068","0.541433914154868","0.572408604493267"
"Full-time","2004","35-65 y.","Not Employed","18","","",""
"Full-time","2004","35-65 y.","Employed","6326","0.670348225021215","0.660810634626747","0.679885815415683"
"Full-time","2004","66 and older","Not Employed","","","",""
"Full-time","2004","66 and older","Employed","43","0.15303055555673","0.106196894203379","0.19986421691008"
"Part-time","2004","16-34 y.","Not Employed","18","","",""
"Part-time","2004","16-34 y.","Employed","369","0.0920280268748327","0.08301572148095","0.101040332268715"
"Part-time","2004","35-65 y.","Not Employed","15","","",""
"Part-time","2004","35-65 y.","Employed","1749","0.177064762171066","0.169319972539296","0.184809551802836"
"Part-time","2004","66 and older","Not Employed","","","",""
"Part-time","2004","66 and older","Employed","40","0.15755490269256","0.110161059539776","0.204948745845344"
"Non-working","2004","16-34 y.","Not Employed","1582","0.929600948956229","0.917418823443597","0.941783074468861"
"Non-working","2004","16-34 y.","Employed","612","0.145142720785536","0.134160654515459","0.156124787055614"
"Non-working","2004","35-65 y.","Not Employed","2871","0.976670952855498","0.971212810839233","0.982129094871762"
"Non-working","2004","35-65 y.","Employed","736","0.0928920444069895","0.0870025301905877","0.0987815586233912"
"Non-working","2004","66 and older","Not Employed","3588","0.999028521958209","0.998009446589333","1.00004759732709"
"Non-working","2004","66 and older","Employed","77","0.388182571619921","0.324786244020702","0.451578899219139"
"Other","2004","16-34 y.","Not Employed","66","0.0415902444724719","0.0320828232085064","0.0510976657364375"
"Other","2004","16-34 y.","Employed","851","0.205907993015563","0.193300996344875","0.218514989686251"
"Other","2004","35-65 y.","Not Employed","34","0.0117004637307981","0.00781208974934656","0.0155888377122496"
"Other","2004","35-65 y.","Employed","521","0.0596949684007294","0.0548880807762821","0.0645018560251768"
"Other","2004","66 and older","Not Employed","2","","",""
"Other","2004","66 and older","Employed","67","0.30123197013079","0.241548755488432","0.360915184773148"
"Full-time","2005","16-34 y.","Not Employed","30","0.0143417914980746","0.00856101362237714","0.0201225693737722"
"Full-time","2005","16-34 y.","Employed","1949","0.532099555055197","0.516063107112141","0.548136002998254"
"Full-time","2005","35-65 y.","Not Employed","20","","",""
"Full-time","2005","35-65 y.","Employed","5970","0.66343488145535","0.653638043721182","0.673231719189519"
"Full-time","2005","66 and older","Not Employed","","","",""
"Full-time","2005","66 and older","Employed","32","0.142595265934779","0.097108961396436","0.188081570473123"
"Part-time","2005","16-34 y.","Not Employed","15","","",""
"Part-time","2005","16-34 y.","Employed","337","0.0921615888406767","0.082865200539375","0.101457977141978"
"Part-time","2005","35-65 y.","Not Employed","18","","",""
"Part-time","2005","35-65 y.","Employed","1679","0.178959339773169","0.171012183939773","0.186906495606566"
"Part-time","2005","66 and older","Not Employed","1","","",""
"Part-time","2005","66 and older","Employed","46","0.187233202829853","0.136486296398103","0.237980109261602"
"Non-working","2005","16-34 y.","Not Employed","1521","0.937239812342735","0.925447773819494","0.949031850865976"
"Non-working","2005","16-34 y.","Employed","624","0.170923111075008","0.15882457563732","0.183021646512696"
"Non-working","2005","35-65 y.","Not Employed","2645","0.973343350796627","0.967281027961197","0.979405673632057"
"Non-working","2005","35-65 y.","Employed","736","0.091296150582237","0.0853245654360066","0.0972677357284673"
"Non-working","2005","66 and older","Not Employed","3589","0.999326223952365","0.998477646763401","1.00017480114133"
"Non-working","2005","66 and older","Employed","92","0.41078216868309","0.346782327722738","0.474782009643442"
"Other","2005","16-34 y.","Not Employed","59","0.0389590501635444","0.029551066923657","0.0483670334034317"
"Other","2005","16-34 y.","Employed","809","0.204815745029118","0.191845429008684","0.217786061049551"
"Other","2005","35-65 y.","Not Employed","29","","",""
"Other","2005","35-65 y.","Employed","552","0.0663096281892433","0.0611509082803937","0.071468348098093"
"Other","2005","66 and older","Not Employed","2","","",""
"Other","2005","66 and older","Employed","57","0.259389362552278","0.202372119230591","0.316406605873965"
"Full-time","2006","16-34 y.","Not Employed","35","0.0234837605945159","0.0164802065876666","0.0304873146013652"
"Full-time","2006","16-34 y.","Employed","1911","0.53357413429897","0.51739661404352","0.54975165455442"
"Full-time","2006","35-65 y.","Not Employed","26","","",""
"Full-time","2006","35-65 y.","Employed","6303","0.665621202996922","0.65615333114028","0.675089074853565"
"Full-time","2006","66 and older","Not Employed","1","","",""
"Full-time","2006","66 and older","Employed","54","0.20610976524879","0.15963351185948","0.252586018638101"
"Part-time","2006","16-34 y.","Not Employed","19","","",""
"Part-time","2006","16-34 y.","Employed","347","0.0933064492915889","0.0838743285903817","0.102738569992796"
"Part-time","2006","35-65 y.","Not Employed","31","0.00986019165133147","0.0062646430329607","0.0134557402697022"
"Part-time","2006","35-65 y.","Employed","1863","0.176461794527092","0.168811350297664","0.184112238756519"
"Part-time","2006","66 and older","Not Employed","1","","",""
"Part-time","2006","66 and older","Employed","51","0.218133409454907","0.17068419594048","0.265582622969333"
"Non-working","2006","16-34 y.","Not Employed","1577","0.871787314432399","0.85632531346844","0.887249315396358"
"Non-working","2006","16-34 y.","Employed","589","0.164611698205774","0.15258634621702","0.176637050194528"
"Non-working","2006","35-65 y.","Not Employed","2812","0.968021405294542","0.961618952362878","0.974423858226207"
"Non-working","2006","35-65 y.","Employed","755","0.0863250633512818","0.080688897805702","0.0919612288968616"
"Non-working","2006","66 and older","Not Employed","4197","0.999504401068156","0.998831379028433","1.00017742310788"
"Non-working","2006","66 and older","Employed","107","0.320972871644422","0.26733403831828","0.374611704970564"
"Other","2006","16-34 y.","Not Employed","165","0.0908536012948651","0.077561828481198","0.104145374108532"
"Other","2006","16-34 y.","Employed","806","0.208507718203667","0.195334021369005","0.221681415038329"
"Other","2006","35-65 y.","Not Employed","32","0.0117469501591979","0.00782618462957574","0.0156677156888201"
"Other","2006","35-65 y.","Employed","617","0.0715919391247046","0.0664180043897195","0.0767658738596897"
"Other","2006","66 and older","Not Employed","2","","",""
"Other","2006","66 and older","Employed","79","0.254783953651881","0.20471958639212","0.304848320911643"
"Full-time","2007","16-34 y.","Not Employed","33","0.0239982774337315","0.016669086895413","0.0313274679720501"
"Full-time","2007","16-34 y.","Employed","1815","0.552113497070586","0.535386176833742","0.568840817307431"
"Full-time","2007","35-65 y.","Not Employed","26","","",""
"Full-time","2007","35-65 y.","Employed","5960","0.670911466496605","0.661173434927128","0.680649498066083"
"Full-time","2007","66 and older","Not Employed","3","","",""
"Full-time","2007","66 and older","Employed","49","0.149013697853485","0.106772021154556","0.191255374552414"
"Part-time","2007","16-34 y.","Not Employed","24","","",""
"Part-time","2007","16-34 y.","Employed","371","0.100805534645008","0.0906781523822742","0.110932916907741"
"Part-time","2007","35-65 y.","Not Employed","30","0.0140420518954892","0.00947065761367371","0.0186134461773047"
"Part-time","2007","35-65 y.","Employed","1818","0.189652783779125","0.181528270012492","0.197777297545759"
"Part-time","2007","66 and older","Not Employed","1","","",""
"Part-time","2007","66 and older","Employed","50","0.206967305030595","0.158909582438887","0.255025027622303"
"Non-working","2007","16-34 y.","Not Employed","1457","0.847415358403267","0.830194917698766","0.864635799107769"
"Non-working","2007","16-34 y.","Employed","484","0.145956356630132","0.134080095421508","0.157832617838755"
"Non-working","2007","35-65 y.","Not Employed","2452","0.966779478532741","0.959816883563367","0.973742073502115"
"Non-working","2007","35-65 y.","Employed","607","0.0708953561195512","0.0655764367682024","0.0762142754709"
"Non-working","2007","66 and older","Not Employed","4124","0.997502900646617","0.995981151982","0.999024649311234"
"Non-working","2007","66 and older","Employed","99","0.35541367636883","0.298636423110625","0.412190929627036"
"Other","2007","16-34 y.","Not Employed","161","0.105060524942593","0.0903760879210516","0.119744961964135"
"Other","2007","16-34 y.","Employed","725","0.201124611654274","0.187641183299905","0.214608040008644"
"Other","2007","35-65 y.","Not Employed","37","0.0119501515270956","0.00772851992986655","0.0161717831243246"
"Other","2007","35-65 y.","Employed","559","0.0685403936047182","0.0633039370360389","0.0737768501733975"
"Other","2007","66 and older","Not Employed","4","","",""
"Other","2007","66 and older","Employed","75","0.28860532074709","0.234855844020182","0.342354797473997"
"Full-time","2008","16-34 y.","Not Employed","32","0.0290989673461751","0.0204653325575272","0.0377326021348229"
"Full-time","2008","16-34 y.","Employed","1744","0.565953440922496","0.548716255423293","0.583190626421698"
"Full-time","2008","35-65 y.","Not Employed","30","0.0198920864060933","0.0140955285736784","0.0256886442385081"
"Full-time","2008","35-65 y.","Employed","5670","0.673336029953568","0.663345209489166","0.683326850417971"
"Full-time","2008","66 and older","Not Employed","","","",""
"Full-time","2008","66 and older","Employed","52","0.156511150993047","0.114548379647683","0.198473922338411"
"Part-time","2008","16-34 y.","Not Employed","14","","",""
"Part-time","2008","16-34 y.","Employed","322","0.0990728611572032","0.0886825146388817","0.109463207675525"
"Part-time","2008","35-65 y.","Not Employed","22","","",""
"Part-time","2008","35-65 y.","Employed","1721","0.188247352941643","0.179919924574377","0.196574781308909"
"Part-time","2008","66 and older","Not Employed","2","","",""
"Part-time","2008","66 and older","Employed","50","0.161342722204862","0.1188593681149","0.203826076294825"
"Non-working","2008","16-34 y.","Not Employed","1255","0.854493890669265","0.836382053766456","0.872605727572075"
"Non-working","2008","16-34 y.","Employed","417","0.124765019694961","0.113272464525772","0.136257574864149"
"Non-working","2008","35-65 y.","Not Employed","2139","0.953707992720813","0.944985235714389","0.962430749727238"
"Non-working","2008","35-65 y.","Employed","532","0.0656219809288591","0.0603470037562849","0.0708969581014332"
"Non-working","2008","66 and older","Not Employed","4066","0.99881382778045","0.997756619992504","0.999871035568396"
"Non-working","2008","66 and older","Employed","95","0.338610416837419","0.283955318555195","0.393265515119642"
"Other","2008","16-34 y.","Not Employed","155","0.108351849312444","0.0923863566629604","0.124317341961927"
"Other","2008","16-34 y.","Employed","693","0.210208678225341","0.196038042190798","0.224379314259883"
"Other","2008","35-65 y.","Not Employed","38","0.0157109584368694","0.0105485100627867","0.0208734068109522"
"Other","2008","35-65 y.","Employed","542","0.0727946361759294","0.0672602142229302","0.0783290581289285"
"Other","2008","66 and older","Not Employed","4","","",""
"Other","2008","66 and older","Employed","91","0.343535709964671","0.288689913910718","0.398381506018625"
"Full-time","2009","16-34 y.","Not Employed","21","","",""
"Full-time","2009","16-34 y.","Employed","1576","0.549047939647981","0.53114354513594","0.566952334160022"
"Full-time","2009","35-65 y.","Not Employed","18","","",""
"Full-time","2009","35-65 y.","Employed","5313","0.671935429066167","0.661623832778016","0.682247025354318"
"Full-time","2009","66 and older","Not Employed","","","",""
"Full-time","2009","66 and older","Employed","60","0.148528808331469","0.109256797230314","0.187800819432623"
"Part-time","2009","16-34 y.","Not Employed","16","","",""
"Part-time","2009","16-34 y.","Employed","299","0.0979629381546599","0.0872666668548109","0.108659209454509"
"Part-time","2009","35-65 y.","Not Employed","19","","",""
"Part-time","2009","35-65 y.","Employed","1600","0.181788825325403","0.173318525951362","0.190259124699444"
"Part-time","2009","66 and older","Not Employed","1","","",""
"Part-time","2009","66 and older","Employed","59","0.180661279273794","0.1381741787311","0.223148379816489"
"Non-working","2009","16-34 y.","Not Employed","1117","0.870834908100247","0.852418544934602","0.889251271265892"
"Non-working","2009","16-34 y.","Employed","422","0.131104515813679","0.118959952218857","0.143249079408501"
"Non-working","2009","35-65 y.","Not Employed","1878","0.970149768738064","0.962571386211071","0.977728151265058"
"Non-working","2009","35-65 y.","Employed","541","0.0759353604574577","0.0701176022082264","0.081753118706689"
"Non-working","2009","66 and older","Not Employed","3900","0.99942118034743","0.998666715351407","1.00017564534345"
"Non-working","2009","66 and older","Employed","90","0.30534087694667","0.254481485392901","0.356200268500439"
"Other","2009","16-34 y.","Not Employed","120","0.0922021440104054","0.0763156353676552","0.108088652653156"
"Other","2009","16-34 y.","Employed","670","0.22188460638368","0.206933445729713","0.236835767037647"
"Other","2009","35-65 y.","Not Employed","22","","",""
"Other","2009","35-65 y.","Employed","510","0.0703403851509722","0.0647241301415739","0.0759566401603706"
"Other","2009","66 and older","Not Employed","3","","",""
"Other","2009","66 and older","Employed","106","0.365469035448067","0.312289502633614","0.41864856826252"
"Full-time","2010","16-34 y.","Not Employed","53","0.036345632275243","0.0289000277629925","0.0437912367874936"
"Full-time","2010","16-34 y.","Employed","2191","0.532311065044068","0.517768396477631","0.546853733610505"
"Full-time","2010","35-65 y.","Not Employed","29","","",""
"Full-time","2010","35-65 y.","Employed","6693","0.663736868283368","0.654820340871683","0.672653395695052"
"Full-time","2010","66 and older","Not Employed","","","",""
"Full-time","2010","66 and older","Employed","57","0.162932087544566","0.12162138684733","0.204242788241803"
"Part-time","2010","16-34 y.","Not Employed","56","0.0149052896245178","0.0100844530858816","0.019726126163154"
"Part-time","2010","16-34 y.","Employed","513","0.0921102211695547","0.0836816630093894","0.10053877932972"
"Part-time","2010","35-65 y.","Not Employed","72","0.016253163208739","0.0114122733316744","0.0210940530858036"
"Part-time","2010","35-65 y.","Employed","2359","0.190297931887723","0.18288930352452","0.197706560250927"
"Part-time","2010","66 and older","Not Employed","","","",""
"Part-time","2010","66 and older","Employed","54","0.170373940875164","0.12831854936396","0.212429332386368"
"Non-working","2010","16-34 y.","Not Employed","2092","0.850707559941009","0.836529322109351","0.864885797772668"
"Non-working","2010","16-34 y.","Employed","951","0.153509877428598","0.143003284118294","0.164016470738903"
"Non-working","2010","35-65 y.","Not Employed","2474","0.962661495913011","0.95540328074573","0.969919711080292"
"Non-working","2010","35-65 y.","Employed","891","0.0694423265316201","0.0646445288518132","0.0742401242114269"
"Non-working","2010","66 and older","Not Employed","3768","0.999964885800473","0.999775708604705","1.00015406299624"
"Non-working","2010","66 and older","Employed","97","0.344965065355475","0.291791143533308","0.398138987177642"
"Other","2010","16-34 y.","Not Employed","226","0.0980415181592297","0.0862107896003662","0.109872246718093"
"Other","2010","16-34 y.","Employed","867","0.222068836357779","0.209954567576207","0.234183105139351"
"Other","2010","35-65 y.","Not Employed","46","0.0132962860082179","0.00891125028052984","0.0176813217359059"
"Other","2010","35-65 y.","Employed","841","0.0765228732972887","0.0715056104089013","0.081540136185676"
"Other","2010","66 and older","Not Employed","1","","",""
"Other","2010","66 and older","Employed","99","0.321728906224795","0.269474177318941","0.373983635130649"
"Full-time","2011","16-34 y.","Not Employed","49","0.0308800245528217","0.0242985194417021","0.0374615296639412"
"Full-time","2011","16-34 y.","Employed","2356","0.565354810775003","0.551172375883367","0.579537245666639"
"Full-time","2011","35-65 y.","Not Employed","37","0.0132728039258386","0.00931512816276424","0.017230479688913"
"Full-time","2011","35-65 y.","Employed","8330","0.674262875911765","0.666280430608246","0.682245321215284"
"Full-time","2011","66 and older","Not Employed","","","",""
"Full-time","2011","66 and older","Employed","56","0.125699721879134","0.0926711287429694","0.158728315015299"
"Part-time","2011","16-34 y.","Not Employed","72","0.0221492063248781","0.0165501735153167","0.0277482391344396"
"Part-time","2011","16-34 y.","Employed","675","0.0959685407456524","0.08754142359544","0.104395657895865"
"Part-time","2011","35-65 y.","Not Employed","86","0.0119615651638616","0.00820196856961735","0.0157211617581059"
"Part-time","2011","35-65 y.","Employed","3039","0.188630755767199","0.181967243197463","0.195294268336935"
"Part-time","2011","66 and older","Not Employed","","","",""
"Part-time","2011","66 and older","Employed","69","0.15566518614134","0.119545355571678","0.191785016711001"
"Non-working","2011","16-34 y.","Not Employed","2276","0.853129664807481","0.839662623368669","0.866596706246292"
"Non-working","2011","16-34 y.","Employed","720","0.140667977070802","0.130720775172213","0.150615178969391"
"Non-working","2011","35-65 y.","Not Employed","3005","0.955900960706636","0.948800584893339","0.963001336519933"
"Non-working","2011","35-65 y.","Employed","945","0.0696636851604937","0.0653274691630408","0.0739999011579466"
"Non-working","2011","66 and older","Not Employed","4821","0.999338053267204","0.998612336485187","1.00006377004922"
"Non-working","2011","66 and older","Employed","166","0.442401600903988","0.392917952488813","0.491885249319164"
"Other","2011","16-34 y.","Not Employed","257","0.0938411043148194","0.0827468947356823","0.104935313893957"
"Other","2011","16-34 y.","Employed","942","0.198008671408542","0.186607492648089","0.209409850168996"
"Other","2011","35-65 y.","Not Employed","84","0.0188646702036637","0.0141597811302632","0.0235695592770641"
"Other","2011","35-65 y.","Employed","927","0.0674426831605423","0.0631710604656631","0.0717143058554215"
"Other","2011","66 and older","Not Employed","4","","",""
"Other","2011","66 and older","Employed","96","0.276233491075538","0.231685305917952","0.320781676233123"
"Full-time","2012","16-34 y.","Not Employed","58","0.0363211018922776","0.0288671584977272","0.0437750452868279"
"Full-time","2012","16-34 y.","Employed","2184","0.554208691122815","0.539640700331384","0.568776681914246"
"Full-time","2012","35-65 y.","Not Employed","110","0.0359056984815643","0.0293498428079083","0.0424615541552203"
"Full-time","2012","35-65 y.","Employed","8092","0.669460059900488","0.661382127909152","0.677537991891824"
"Full-time","2012","66 and older","Not Employed","","","",""
"Full-time","2012","66 and older","Employed","56","0.135280549622895","0.102492525679327","0.168068573566463"
"Part-time","2012","16-34 y.","Not Employed","52","0.0182527367759552","0.0129193355907254","0.023586137961185"
"Part-time","2012","16-34 y.","Employed","618","0.100572860875542","0.0917578959310285","0.109387825820055"
"Part-time","2012","35-65 y.","Not Employed","89","0.0159382478565844","0.0115253954657686","0.0203511002474002"
"Part-time","2012","35-65 y.","Employed","3112","0.195371434642049","0.18856289233376","0.202179976950338"
"Part-time","2012","66 and older","Not Employed","","","",""
"Part-time","2012","66 and older","Employed","82","0.166043453516967","0.130370214798789","0.201716692235146"
"Non-working","2012","16-34 y.","Not Employed","2047","0.855716121002253","0.8417165679803","0.869715674024205"
"Non-working","2012","16-34 y.","Employed","666","0.131044047724001","0.121153855685153","0.140934239762849"
"Non-working","2012","35-65 y.","Not Employed","2830","0.935818854721802","0.927183353237727","0.944454356205878"
"Non-working","2012","35-65 y.","Employed","900","0.0721250635274484","0.0676827039293681","0.0765674231255286"
"Non-working","2012","66 and older","Not Employed","4839","0.999281696708416","0.998527223333236","1.0000361700836"
"Non-working","2012","66 and older","Employed","138","0.343168726901201","0.297655176713764","0.388682277088639"
"Other","2012","16-34 y.","Not Employed","263","0.0897100403295143","0.0783245743411583","0.10109550631787"
"Other","2012","16-34 y.","Employed","1004","0.214174400277642","0.202150536159249","0.226198264396035"
"Other","2012","35-65 y.","Not Employed","65","0.0123371989400489","0.00844763810259116","0.0162267597775067"
"Other","2012","35-65 y.","Employed","923","0.0630434419300147","0.0588698924175208","0.0672169914425086"
"Other","2012","66 and older","Not Employed","5","","",""
"Other","2012","66 and older","Employed","142","0.355507269958936","0.309619895993061","0.401394643924811"
"Full-time","2013","16-34 y.","Not Employed","760","0.178720998142875","0.16732410836073","0.190117887925019"
"Full-time","2013","16-34 y.","Employed","1916","0.536660335930169","0.521393058312592","0.551927613547747"
