"erwst","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1993","higher education","Rural Area","404","0.618331293965992","0.579748530153223","0.656914057778761","1"
"Non-working","1993","in school","Urban Area","124","0.962166667117113","0.929114072229822","0.995219262004405","5"
"Non-working","1993","in school","Rural Area","51","0.903499009798606","0.827507719352648","0.979490300244565","5"
"Non-working","1993","inadequately","Urban Area","258","0.516642390011793","0.473314559922021","0.559970220101565","5"
"Non-working","1993","inadequately","Rural Area","52","0.552861583269023","0.456842251867031","0.648880914671014","5"
"Non-working","1993","general elemantary","Urban Area","911","0.58766344574307","0.565511867047934","0.609815024438207","5"
"Non-working","1993","general elemantary","Rural Area","471","0.65282926324541","0.620044130692206","0.685614395798614","5"
"Non-working","1993","middle vocational","Urban Area","1645","0.433265754866061","0.418430708173907","0.448100801558215","5"
"Non-working","1993","middle vocational","Rural Area","915","0.431273452841062","0.411500675171056","0.451046230511068","5"
"Non-working","1993","vocational + Abi","Urban Area","91","0.281833541939892","0.23049471026543","0.333172373614353","5"
"Non-working","1993","vocational + Abi","Rural Area","39","0.449991008437373","0.34833314214176","0.551648874732986","5"
"Non-working","1993","higher vocational","Urban Area","142","0.343863798465696","0.301147706348848","0.386579890582544","5"
"Non-working","1993","higher vocational","Rural Area","86","0.370167561101685","0.312785607473114","0.427549514730256","5"
"Non-working","1993","higher education","Urban Area","240","0.258288617753468","0.231571545540672","0.285005689966263","5"
"Non-working","1993","higher education","Rural Area","162","0.312683950581193","0.275865078296641","0.349502822865745","5"
"Other","1993","general elemantary","Urban Area","212","0.0918964323065698","0.0788967888176635","0.104896075795476","6"
"Other","1993","higher vocational","Rural Area","6","","","","6"
"Other","1993","higher education","Rural Area","8","","","","6"
"Other","1993","inadequately","Urban Area","10","","","","6"
"Other","1993","inadequately","Rural Area","6","","","","6"
"Other","1993","higher education","Urban Area","19","","","","6"
"Other","1993","in school","Rural Area","7","","","","6"
"Other","1993","general elemantary","Rural Area","121","0.111090889821693","0.0894500812761253","0.13273169836726","6"
"Other","1993","higher vocational","Urban Area","13","","","","6"
"Other","1993","in school","Urban Area","3","","","","6"
"Other","1993","middle vocational","Urban Area","157","0.0338847904926744","0.0284680395238548","0.039301541461494","6"
"Other","1993","middle vocational","Rural Area","96","0.0365572878259907","0.0290645678562181","0.0440500077957634","6"
"Other","1993","vocational + Abi","Urban Area","19","","","","6"
"Other","1993","vocational + Abi","Rural Area","4","","","","6"
"Part-time","1993","higher education","Rural Area","35","0.0571754323701221","0.0387354874808047","0.0756153772594395","2"
"Part-time","1993","higher education","Urban Area","83","0.0876356626452385","0.0703755611019343","0.104895764188543","2"
"Part-time","1993","inadequately","Urban Area","38","0.0523882323130215","0.0330698953992694","0.0717065692267735","2"
"Part-time","1993","inadequately","Rural Area","3","","","","2"
"Part-time","1993","general elemantary","Urban Area","133","0.0708937557049075","0.0593445768459042","0.0824429345639109","2"
"Part-time","1993","general elemantary","Rural Area","51","0.0719410805307301","0.0541467425839897","0.0897354184774705","2"
"Part-time","1993","higher vocational","Rural Area","14","","","","2"
"Part-time","1993","in school","Rural Area","","","","","2"
"Part-time","1993","in school","Urban Area","1","","","","2"
"Part-time","1993","middle vocational","Urban Area","322","0.072675285921411","0.0649033126321624","0.0804472592106595","2"
"Part-time","1993","higher vocational","Urban Area","39","0.0712167161275289","0.0480881103646925","0.0943453218903653","2"
"Part-time","1993","middle vocational","Rural Area","164","0.0720375170077973","0.0617150347178115","0.0823599992977831","2"
"Part-time","1993","vocational + Abi","Urban Area","23","","","","2"
"Part-time","1993","vocational + Abi","Rural Area","3","","","","2"
"Full-time","1994","in school","Urban Area","","","","","1"
"Full-time","1994","in school","Rural Area","","","","","1"
"Full-time","1994","inadequately","Urban Area","175","0.350301502531485","0.30712588072367","0.3934771243393","1"
"Full-time","1994","inadequately","Rural Area","37","0.364996425177357","0.265533958200941","0.464458892153772","1"
"Full-time","1994","general elemantary","Urban Area","541","0.220057262126904","0.200707856674428","0.23940666757938","1"
"Full-time","1994","general elemantary","Rural Area","151","0.158009071545926","0.131991345765442","0.184026797326411","1"
"Full-time","1994","middle vocational","Urban Area","2080","0.450965518439811","0.435963322852373","0.46596771402725","1"
"Full-time","1994","middle vocational","Rural Area","1165","0.43296431087688","0.413016044236206","0.452912577517553","1"
"Full-time","1994","vocational + Abi","Urban Area","155","0.516617966686958","0.459202142744882","0.574033790629034","1"
"Full-time","1994","vocational + Abi","Rural Area","54","0.487076589698627","0.390076330667266","0.584076848729988","1"
"Full-time","1994","higher vocational","Urban Area","286","0.558463119830063","0.513900610008611","0.603025629651514","1"
"Full-time","1994","higher vocational","Rural Area","167","0.51245295305263","0.454010263208019","0.570895642897241","1"
"Full-time","1994","higher education","Urban Area","697","0.623736790703813","0.594476376888647","0.652997204518978","1"
"Full-time","1994","higher education","Rural Area","400","0.612507962326558","0.5736234464933","0.651392478159817","1"
"Non-working","1994","in school","Urban Area","168","0.985553360486259","0.967668995460564","1.00343772551195","5"
"Non-working","1994","in school","Rural Area","61","0.891659918814864","0.818323829627404","0.964996008002325","5"
"Non-working","1994","inadequately","Urban Area","249","0.559251458709652","0.514318949266929","0.604183968152374","5"
"Non-working","1994","inadequately","Rural Area","41","0.526672382160471","0.423520292182186","0.629824472138757","5"
"Non-working","1994","general elemantary","Urban Area","940","0.643810317138319","0.62144433122815","0.666176303048487","5"
"Non-working","1994","general elemantary","Rural Area","437","0.656511583488698","0.622638724065779","0.690384442911618","5"
"Non-working","1994","middle vocational","Urban Area","1671","0.444497608391772","0.429515910835299","0.459479305948245","5"
"Non-working","1994","middle vocational","Rural Area","945","0.455152104052339","0.435103237071317","0.475200971033361","5"
"Non-working","1994","vocational + Abi","Urban Area","101","0.317428076538739","0.263947205075288","0.370908948002189","5"
"Non-working","1994","vocational + Abi","Rural Area","35","0.356772794293745","0.263806381728613","0.449739206858876","5"
"Non-working","1994","higher vocational","Urban Area","138","0.342465939602515","0.299880932798694","0.385050946406335","5"
"Non-working","1994","higher vocational","Rural Area","94","0.392660201416552","0.335562418627959","0.449757984205144","5"
"Non-working","1994","higher education","Urban Area","242","0.256663963751343","0.230281888932359","0.283046038570328","5"
"Non-working","1994","higher education","Rural Area","158","0.319832903605437","0.28260583713314","0.357059970077735","5"
"Other","1994","in school","Rural Area","8","","","","6"
"Other","1994","higher vocational","Rural Area","6","","","","6"
"Other","1994","inadequately","Urban Area","13","","","","6"
"Other","1994","general elemantary","Urban Area","161","0.0719716586810041","0.0599010328256817","0.0840422845363265","6"
"Other","1994","higher education","Rural Area","9","","","","6"
"Other","1994","inadequately","Rural Area","7","","","","6"
"Other","1994","higher education","Urban Area","28","","","","6"
"Other","1994","in school","Urban Area","2","","","","6"
"Other","1994","general elemantary","Rural Area","126","0.128219178749925","0.104371024837469","0.152067332662381","6"
"Other","1994","higher vocational","Urban Area","17","","","","6"
"Other","1994","middle vocational","Urban Area","166","0.0327836377126692","0.0274148808915917","0.0381523945337468","6"
"Other","1994","middle vocational","Rural Area","90","0.0343523136330727","0.027019658392627","0.0416849688735183","6"
"Other","1994","vocational + Abi","Urban Area","15","","","","6"
"Other","1994","vocational + Abi","Rural Area","7","","","","6"
"Part-time","1994","inadequately","Urban Area","32","0.0560906072845967","0.035266236181764","0.0769149783874295","2"
"Part-time","1994","in school","Rural Area","","","","","2"
"Part-time","1994","general elemantary","Rural Area","41","0.0572601662154504","0.0406873296978708","0.07383300273303","2"
"Part-time","1994","in school","Urban Area","1","","","","2"
"Part-time","1994","inadequately","Rural Area","5","","","","2"
"Part-time","1994","general elemantary","Urban Area","119","0.064160762053773","0.0527160783396903","0.0756054457678556","2"
"Part-time","1994","higher vocational","Rural Area","14","","","","2"
"Part-time","1994","higher education","Urban Area","86","0.0843435093219358","0.0675583283491192","0.101128690294752","2"
"Part-time","1994","higher education","Rural Area","36","0.0516116308786021","0.0339530281642683","0.0692702335929359","2"
"Part-time","1994","middle vocational","Urban Area","309","0.071753235455747","0.0639722283640515","0.0795342425474425","2"
"Part-time","1994","higher vocational","Urban Area","36","0.070805393456118","0.0477869786596758","0.0938238082525601","2"
"Part-time","1994","middle vocational","Rural Area","170","0.0775312714377086","0.0667644329735808","0.0882981099018364","2"
"Part-time","1994","vocational + Abi","Urban Area","20","","","","2"
"Part-time","1994","vocational + Abi","Rural Area","6","","","","2"
"Full-time","1995","in school","Urban Area","1","","","","1"
"Full-time","1995","in school","Rural Area","","","","","1"
"Full-time","1995","inadequately","Urban Area","159","0.33649153879322","0.292834714489349","0.380148363097092","1"
"Full-time","1995","inadequately","Rural Area","30","0.32799921060824","0.228774427960477","0.427223993256003","1"
"Full-time","1995","general elemantary","Urban Area","548","0.222975189735029","0.203490080400947","0.242460299069112","1"
"Full-time","1995","general elemantary","Rural Area","149","0.143061886411986","0.118217828936655","0.167905943887318","1"
"Full-time","1995","middle vocational","Urban Area","2070","0.432781783142201","0.417998623661356","0.447564942623046","1"
"Full-time","1995","middle vocational","Rural Area","1224","0.444951497963671","0.425236987141006","0.464666008786336","1"
"Full-time","1995","vocational + Abi","Urban Area","189","0.500076024939238","0.448781423686007","0.551370626192469","1"
"Full-time","1995","vocational + Abi","Rural Area","64","0.525631839605154","0.433968798184308","0.617294881025999","1"
"Full-time","1995","higher vocational","Urban Area","290","0.545298570382587","0.50047161327731","0.590125527487864","1"
"Full-time","1995","higher vocational","Rural Area","178","0.525475686301804","0.468102741131761","0.582848631471847","1"
"Full-time","1995","higher education","Urban Area","733","0.609192917188244","0.580706044890339","0.637679789486149","1"
"Full-time","1995","higher education","Rural Area","418","0.599085927516719","0.560997789461656","0.637174065571782","1"
"Non-working","1995","in school","Urban Area","192","0.94552524922226","0.913992942370887","0.977057556073633","5"
"Non-working","1995","in school","Rural Area","82","0.944591445809243","0.896792626613643","0.992390265004844","5"
"Non-working","1995","inadequately","Urban Area","252","0.577042939560563","0.531397852533772","0.622688026587353","5"
"Non-working","1995","inadequately","Rural Area","45","0.520808966332665","0.415226346679744","0.626391585985587","5"
"Non-working","1995","general elemantary","Urban Area","918","0.642715551902434","0.620283262787906","0.665147841016961","5"
"Non-working","1995","general elemantary","Rural Area","439","0.675839246882155","0.642627804121108","0.709050689643202","5"
"Non-working","1995","middle vocational","Urban Area","1714","0.454513148166638","0.439656424007106","0.46936987232617","5"
"Non-working","1995","middle vocational","Rural Area","925","0.433718748149014","0.414058708432664","0.453378787865364","5"
"Non-working","1995","vocational + Abi","Urban Area","131","0.353130578127379","0.304098801193154","0.402162355061604","5"
"Non-working","1995","higher vocational","Rural Area","86","0.373382007117025","0.3178069752908","0.428957038943249","5"
"Non-working","1995","higher education","Urban Area","254","0.253355171282057","0.227962519894037","0.278747822670077","5"
"Non-working","1995","higher education","Rural Area","161","0.314974608307564","0.278874322494996","0.351074894120131","5"
"Non-working","1995","vocational + Abi","Rural Area","36","0.343095445078956","0.255948076481912","0.430242813676001","5"
"Non-working","1995","higher vocational","Urban Area","133","0.360751767775753","0.3175205049372","0.403983030614305","5"
"Other","1995","in school","Rural Area","6","","","","6"
"Other","1995","inadequately","Urban Area","11","","","","6"
"Other","1995","inadequately","Rural Area","6","","","","6"
"Other","1995","general elemantary","Urban Area","187","0.0831767710551762","0.0702496753073048","0.0961038668030475","6"
"Other","1995","higher vocational","Rural Area","10","","","","6"
"Other","1995","higher education","Urban Area","27","","","","6"
"Other","1995","higher education","Rural Area","10","","","","6"
"Other","1995","in school","Urban Area","6","","","","6"
"Other","1995","general elemantary","Rural Area","139","0.137074157650621","0.112670756868415","0.161477558432826","6"
"Other","1995","higher vocational","Urban Area","10","","","","6"
"Other","1995","middle vocational","Urban Area","179","0.0376816726194698","0.0319999221625848","0.0433634230763547","6"
"Other","1995","middle vocational","Rural Area","99","0.0363148741396129","0.0288936755922043","0.0437360726870214","6"
"Other","1995","vocational + Abi","Urban Area","18","","","","6"
"Other","1995","vocational + Abi","Rural Area","6","","","","6"
"Part-time","1995","in school","Rural Area","","","","","2"
"Part-time","1995","inadequately","Urban Area","28","","","","2"
"Part-time","1995","in school","Urban Area","","","","","2"
"Part-time","1995","inadequately","Rural Area","5","","","","2"
"Part-time","1995","general elemantary","Urban Area","100","0.0511324873073609","0.0408213069977905","0.0614436676169313","2"
"Part-time","1995","general elemantary","Rural Area","36","0.044024709055238","0.0294681943674252","0.0585812237430508","2"
"Part-time","1995","higher education","Rural Area","47","0.0733637916863714","0.0531002641530365","0.0936273192197063","2"
"Part-time","1995","higher vocational","Rural Area","17","","","","2"
"Part-time","1995","higher education","Urban Area","113","0.103349380922342","0.085576750944242","0.121122010900443","2"
"Part-time","1995","middle vocational","Urban Area","352","0.0750233960716906","0.0671634163664458","0.0828833757769354","2"
"Part-time","1995","higher vocational","Urban Area","41","0.0784874616844649","0.054276631221392","0.102698292147538","2"
"Part-time","1995","middle vocational","Rural Area","193","0.0850148797477015","0.0739507135833792","0.0960790459120239","2"
"Part-time","1995","vocational + Abi","Urban Area","27","","","","2"
"Part-time","1995","vocational + Abi","Rural Area","8","","","","2"
"Full-time","1996","general elemantary","Urban Area","472","0.196436617794682","0.177392921471646","0.215480314117718","1"
"Full-time","1996","general elemantary","Rural Area","151","0.15348817393446","0.127464517208883","0.179511830660036","1"
"Full-time","1996","middle vocational","Urban Area","1999","0.430470101776464","0.41553109838104","0.445409105171887","1"
"Full-time","1996","middle vocational","Rural Area","1169","0.426895420619938","0.407208857350029","0.446581983889847","1"
"Full-time","1996","vocational + Abi","Urban Area","185","0.489435069831773","0.438010838205947","0.5408593014576","1"
"Full-time","1996","in school","Urban Area","","","","","1"
"Full-time","1996","in school","Rural Area","","","","","1"
"Full-time","1996","inadequately","Urban Area","138","0.32453684116025","0.279161565890585","0.369912116429916","1"
"Full-time","1996","inadequately","Rural Area","29","","","","1"
"Full-time","1996","vocational + Abi","Rural Area","71","0.601653456768388","0.512178209887247","0.691128703649529","1"
"Full-time","1996","higher vocational","Urban Area","298","0.560281551944694","0.516061839415196","0.604501264474192","1"
"Full-time","1996","higher vocational","Rural Area","169","0.480818776506177","0.422913882266376","0.538723670745979","1"
"Full-time","1996","higher education","Urban Area","736","0.601818574154083","0.573352195775757","0.630284952532408","1"
"Full-time","1996","higher education","Rural Area","407","0.577267916288939","0.538815398866894","0.615720433710984","1"
"Non-working","1996","general elemantary","Urban Area","897","0.646095547828314","0.623175192730326","0.669015902926302","5"
"Non-working","1996","general elemantary","Rural Area","426","0.68595244720683","0.652443633057308","0.719461261356352","5"
"Non-working","1996","middle vocational","Urban Area","1673","0.453421252752952","0.438401279051902","0.468441226454002","5"
"Non-working","1996","middle vocational","Rural Area","961","0.451023752871002","0.431219033008126","0.470828472733878","5"
"Non-working","1996","in school","Urban Area","196","0.959111335666496","0.93186952024009","0.986353151092902","5"
"Non-working","1996","in school","Rural Area","87","0.971741567712854","0.937694727111148","1.00578840831456","5"
"Non-working","1996","inadequately","Urban Area","227","0.559385308771296","0.511271310094992","0.607499307447599","5"
"Non-working","1996","inadequately","Rural Area","49","0.514648278985653","0.409628278954201","0.619668279017105","5"
"Non-working","1996","vocational + Abi","Urban Area","128","0.346798874843103","0.297837108110821","0.395760641575385","5"
"Non-working","1996","vocational + Abi","Rural Area","30","0.250956471923415","0.171715115883011","0.330197827963819","5"
"Non-working","1996","higher vocational","Urban Area","128","0.338718417435562","0.296554783938122","0.380882050933003","5"
"Non-working","1996","higher vocational","Rural Area","88","0.377972693084312","0.321777390726886","0.434167995441739","5"
"Non-working","1996","higher education","Urban Area","268","0.26193123334689","0.236362984589443","0.287499482104336","5"
"Non-working","1996","higher education","Rural Area","171","0.33021935872112","0.29361177853094","0.3668269389113","5"
"Other","1996","in school","Rural Area","4","","","","6"
"Other","1996","inadequately","Urban Area","13","","","","6"
"Other","1996","inadequately","Rural Area","5","","","","6"
"Other","1996","general elemantary","Urban Area","194","0.0990124692119942","0.0846960538395767","0.113328884584412","6"
"Other","1996","in school","Urban Area","5","","","","6"
"Other","1996","general elemantary","Rural Area","124","0.117761686059908","0.0944909933223675","0.141032378797449","6"
"Other","1996","higher vocational","Urban Area","10","","","","6"
"Other","1996","higher vocational","Rural Area","8","","","","6"
"Other","1996","higher education","Urban Area","22","","","","6"
"Other","1996","higher education","Rural Area","9","","","","6"
"Other","1996","middle vocational","Urban Area","170","0.0338992727446659","0.0284392021146638","0.0393593433746681","6"
"Other","1996","middle vocational","Rural Area","87","0.0297429363831154","0.0229816777773082","0.0365041949889226","6"
"Other","1996","vocational + Abi","Urban Area","12","","","","6"
"Other","1996","vocational + Abi","Rural Area","8","","","","6"
"Part-time","1996","in school","Rural Area","","","","","2"
"Part-time","1996","inadequately","Urban Area","31","0.074406028953767","0.0489728434440483","0.0998392144634857","2"
"Part-time","1996","inadequately","Rural Area","4","","","","2"
"Part-time","1996","higher vocational","Urban Area","48","0.0814752048120628","0.0571036305590602","0.105846779065065","2"
"Part-time","1996","in school","Urban Area","2","","","","2"
"Part-time","1996","general elemantary","Rural Area","36","0.042797692798802","0.028185129885622","0.0574102557119819","2"
"Part-time","1996","general elemantary","Urban Area","109","0.0584553651650102","0.0472102838589735","0.0697004464710468","2"
"Part-time","1996","higher vocational","Rural Area","21","","","","2"
"Part-time","1996","higher education","Urban Area","110","0.106143498715708","0.0882316865483642","0.124055310883052","2"
"Part-time","1996","higher education","Rural Area","47","0.0804543149048795","0.0592821733972127","0.101626456412546","2"
"Part-time","1996","middle vocational","Urban Area","378","0.0822093727259183","0.0739218574505579","0.0904968880012788","2"
"Part-time","1996","middle vocational","Rural Area","208","0.0923378901259449","0.0808154543488208","0.103860325903069","2"
"Part-time","1996","vocational + Abi","Urban Area","38","0.120903807281245","0.0873661311392011","0.154441483423289","2"
"Part-time","1996","vocational + Abi","Rural Area","6","","","","2"
"Full-time","1997","general elemantary","Urban Area","451","0.197263633055856","0.178039659580982","0.21648760653073","1"
"Full-time","1997","general elemantary","Rural Area","140","0.162928963438689","0.135649107891475","0.190208818985903","1"
"Full-time","1997","middle vocational","Urban Area","1898","0.413373775223525","0.398373469242684","0.428374081204365","1"
"Full-time","1997","middle vocational","Rural Area","1143","0.411885303864592","0.392091218072206","0.431679389656977","1"
"Full-time","1997","vocational + Abi","Urban Area","179","0.501374551399704","0.448537663102023","0.554211439697386","1"
"Full-time","1997","in school","Urban Area","","","","","1"
"Full-time","1997","in school","Rural Area","2","","","","1"
"Full-time","1997","inadequately","Urban Area","120","0.319480369042209","0.273204114085672","0.365756623998746","1"
"Full-time","1997","inadequately","Rural Area","24","","","","1"
"Full-time","1997","vocational + Abi","Rural Area","71","0.559366926882125","0.468232471328581","0.650501382435669","1"
"Full-time","1997","higher vocational","Urban Area","289","0.538870703712435","0.494506686445165","0.583234720979706","1"
"Full-time","1997","higher vocational","Rural Area","171","0.530019231590299","0.471349844582736","0.588688618597861","1"
"Full-time","1997","higher education","Urban Area","746","0.628996053134109","0.600780269211857","0.657211837056362","1"
"Full-time","1997","higher education","Rural Area","423","0.589461769701858","0.551614864936604","0.627308674467112","1"
"Non-working","1997","general elemantary","Urban Area","906","0.662096170622954","0.639245956694339","0.684946384551568","5"
"Non-working","1997","general elemantary","Rural Area","412","0.680212056478988","0.645760014540289","0.714664098417687","5"
"Non-working","1997","middle vocational","Urban Area","1712","0.46649739003173","0.451300986978441","0.481693793085018","5"
"Non-working","1997","middle vocational","Rural Area","971","0.483129226787233","0.463031870714119","0.503226582860347","5"
"Non-working","1997","in school","Urban Area","203","0.957266244142668","0.92991101555018","0.984621472735156","5"
"Non-working","1997","in school","Rural Area","101","0.957978909902002","0.919783885685739","0.996173934118264","5"
"Non-working","1997","inadequately","Urban Area","231","0.592134248511556","0.54336068385005","0.640907813173062","5"
"Non-working","1997","inadequately","Rural Area","45","0.532801915680049","0.422079843473417","0.643523987886681","5"
"Non-working","1997","vocational + Abi","Urban Area","113","0.317616215577334","0.268419676446651","0.366812754708016","5"
"Non-working","1997","higher vocational","Rural Area","84","0.370962680158936","0.314178284312765","0.427747076005107","5"
"Non-working","1997","higher education","Urban Area","254","0.250096955487623","0.22480189882284","0.275392012152407","5"
"Non-working","1997","higher education","Rural Area","170","0.315793672347761","0.280031738326066","0.351555606369456","5"
"Non-working","1997","vocational + Abi","Rural Area","32","0.298021332603945","0.214059618019111","0.38198304718878","5"
"Non-working","1997","higher vocational","Urban Area","138","0.349811314760918","0.307367554592197","0.392255074929638","5"
"Other","1997","inadequately","Rural Area","5","","","","6"
"Other","1997","general elemantary","Urban Area","184","0.0840822692882082","0.0706758245943453","0.0974887139820711","6"
"Other","1997","in school","Rural Area","3","","","","6"
"Other","1997","inadequately","Urban Area","11","","","","6"
"Other","1997","in school","Urban Area","7","","","","6"
"Other","1997","general elemantary","Rural Area","115","0.105548035661641","0.0828511980672947","0.128244873255988","6"
"Other","1997","higher vocational","Urban Area","11","","","","6"
"Other","1997","higher vocational","Rural Area","4","","","","6"
"Other","1997","higher education","Urban Area","24","","","","6"
"Other","1997","higher education","Rural Area","8","","","","6"
"Other","1997","middle vocational","Urban Area","164","0.0337424446719965","0.0282421919572317","0.0392426973867614","6"
"Other","1997","middle vocational","Rural Area","83","0.0289106093826957","0.0221719343762013","0.0356492843891901","6"
"Other","1997","vocational + Abi","Urban Area","17","","","","6"
"Other","1997","vocational + Abi","Rural Area","4","","","","6"
"Part-time","1997","in school","Rural Area","","","","","2"
"Part-time","1997","general elemantary","Urban Area","105","0.0565579270329818","0.0453986120255203","0.0677172420404434","2"
"Part-time","1997","in school","Urban Area","","","","","2"
"Part-time","1997","inadequately","Urban Area","28","","","","2"
"Part-time","1997","higher education","Rural Area","48","0.0765249300203443","0.0560727408484184","0.0969771191922702","2"
"Part-time","1997","inadequately","Rural Area","4","","","","2"
"Part-time","1997","general elemantary","Rural Area","37","0.0513109444206817","0.035013154673441","0.0676087341679224","2"
"Part-time","1997","higher vocational","Urban Area","47","0.0849317472374582","0.0601210485126826","0.109742445962234","2"
"Part-time","1997","higher vocational","Rural Area","19","","","","2"
"Part-time","1997","higher education","Urban Area","102","0.0989374012547887","0.0814977969485483","0.116377005561029","2"
"Part-time","1997","middle vocational","Urban Area","366","0.0863863900727487","0.0778287924185734","0.0949439877269241","2"
"Part-time","1997","middle vocational","Rural Area","178","0.0760748599654791","0.0654124529437112","0.0867372669872471","2"
"Part-time","1997","vocational + Abi","Urban Area","35","0.147200998668823","0.109759985750435","0.184642011587212","2"
"Part-time","1997","vocational + Abi","Rural Area","7","","","","2"
"Full-time","1998","general elemantary","Urban Area","456","0.197316706788218","0.178890619273951","0.215742794302484","1"
"Full-time","1998","general elemantary","Rural Area","135","0.146536576498131","0.121541734350207","0.171531418646055","1"
"Full-time","1998","middle vocational","Urban Area","2033","0.409372084332163","0.394926490791069","0.423817677873258","1"
"Full-time","1998","middle vocational","Rural Area","1223","0.404941144343585","0.386097995020465","0.423784293666704","1"
"Full-time","1998","vocational + Abi","Urban Area","214","0.533300798616911","0.483977006155778","0.582624591078044","1"
"Full-time","1998","higher education","Rural Area","429","0.540936355264432","0.504333275379987","0.577539435148877","1"
"Full-time","1998","in school","Urban Area","1","","","","1"
"Full-time","1998","in school","Rural Area","2","","","","1"
"Full-time","1998","inadequately","Urban Area","108","0.312674468596708","0.265502002102463","0.359846935090952","1"
"Full-time","1998","inadequately","Rural Area","24","","","","1"
"Full-time","1998","vocational + Abi","Rural Area","71","0.526176860262622","0.436465257442879","0.615888463082366","1"
"Full-time","1998","higher vocational","Urban Area","316","0.545063368286616","0.502628856811262","0.58749787976197","1"
"Full-time","1998","higher vocational","Rural Area","180","0.51739163650559","0.460752109113773","0.574031163897407","1"
"Full-time","1998","higher education","Urban Area","822","0.62084638737653","0.59413112388696","0.647561650866099","1"
"Non-working","1998","general elemantary","Urban Area","1026","0.655967796734914","0.633973002859297","0.677962590610531","5"
"Non-working","1998","general elemantary","Rural Area","459","0.692724354294673","0.660115974596828","0.725332733992519","5"
"Non-working","1998","middle vocational","Urban Area","1835","0.465935776886158","0.451281004880607","0.480590548891709","5"
"Non-working","1998","middle vocational","Rural Area","1090","0.483325255260371","0.464142723023574","0.502507787497168","5"
"Non-working","1998","inadequately","Rural Area","45","0.505160146794464","0.393486781589472","0.616833511999456","5"
"Non-working","1998","vocational + Abi","Urban Area","119","0.285881824888638","0.241210366415587","0.330553283361689","5"
"Non-working","1998","higher education","Rural Area","210","0.349325186205061","0.31430608123501","0.384344291175113","5"
"Non-working","1998","in school","Urban Area","212","0.953688837453708","0.925855055230717","0.9815226196767","5"
"Non-working","1998","in school","Rural Area","108","0.938542101140468","0.894647116183109","0.982437086097827","5"
"Non-working","1998","inadequately","Urban Area","217","0.562024139428927","0.511538982777368","0.612509296080487","5"
"Non-working","1998","vocational + Abi","Rural Area","31","0.311868970261808","0.228635833033428","0.395102107490189","5"
"Non-working","1998","higher vocational","Urban Area","152","0.35257131973581","0.311857700308028","0.393284939163592","5"
"Non-working","1998","higher vocational","Rural Area","88","0.366752627334807","0.312128336466836","0.421376918202779","5"
"Non-working","1998","higher education","Urban Area","301","0.259353769689986","0.235220760717852","0.283486778662121","5"
"Other","1998","inadequately","Rural Area","6","","","","6"
"Other","1998","general elemantary","Urban Area","204","0.091461702745177","0.0781151118383407","0.104808293652013","6"
"Other","1998","higher vocational","Urban Area","10","","","","6"
"Other","1998","higher vocational","Rural Area","7","","","","6"
"Other","1998","higher education","Urban Area","27","","","","6"
"Other","1998","higher education","Rural Area","7","","","","6"
"Other","1998","in school","Rural Area","5","","","","6"
"Other","1998","inadequately","Urban Area","19","","","","6"
"Other","1998","in school","Urban Area","6","","","","6"
"Other","1998","general elemantary","Rural Area","143","0.124976281624343","0.101603595157752","0.148348968090935","6"
"Other","1998","middle vocational","Urban Area","170","0.0334494751120312","0.0281671366119643","0.0387318136120981","6"
"Other","1998","middle vocational","Rural Area","103","0.0346920759919115","0.0276674103835262","0.0417167416002968","6"
"Other","1998","vocational + Abi","Urban Area","21","","","","6"
"Other","1998","vocational + Abi","Rural Area","8","","","","6"
"Part-time","1998","higher vocational","Urban Area","51","0.079345788536598","0.0563138513564174","0.102377725716779","2"
"Part-time","1998","in school","Rural Area","","","","","2"
"Part-time","1998","general elemantary","Urban Area","106","0.0552537937316913","0.0446754489554608","0.0658321385079218","2"
"Part-time","1998","higher vocational","Rural Area","24","","","","2"
"Part-time","1998","in school","Urban Area","","","","","2"
"Part-time","1998","inadequately","Urban Area","27","","","","2"
"Part-time","1998","inadequately","Rural Area","2","","","","2"
"Part-time","1998","middle vocational","Urban Area","413","0.0912426636696471","0.0827832115539863","0.0997021157853079","2"
"Part-time","1998","middle vocational","Rural Area","191","0.0770415244041329","0.0668055052392969","0.0872775435689688","2"
"Part-time","1998","vocational + Abi","Urban Area","39","0.136117508042817","0.102214662826685","0.170020353258949","2"
"Part-time","1998","vocational + Abi","Rural Area","9","","","","2"
"Part-time","1998","higher education","Urban Area","117","0.100663866032886","0.0840963420508535","0.117231390014918","2"
"Part-time","1998","higher education","Rural Area","66","0.0996184860335611","0.0776200732149941","0.121616898852128","2"
"Part-time","1998","general elemantary","Rural Area","32","0.0357627875828523","0.0226379920402993","0.0488875831254052","2"
"Full-time","1999","general elemantary","Urban Area","426","0.192161334491226","0.17351966644141","0.210803002541042","1"
"Full-time","1999","general elemantary","Rural Area","142","0.160011323737521","0.13368549635012","0.186337151124921","1"
"Full-time","1999","middle vocational","Urban Area","2023","0.420735050521254","0.406088050160511","0.435382050881998","1"
"Full-time","1999","middle vocational","Rural Area","1209","0.419241516791484","0.400289408729113","0.438193624853856","1"
"Full-time","1999","vocational + Abi","Urban Area","210","0.508461076543586","0.458971598795674","0.557950554291497","1"
