"erwst","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Full-time","1986","Saxony","indirect migration background","","","",""
"Full-time","1986","Saxony-Anhalt","no migration background","","","",""
"Full-time","1986","Saxony-Anhalt","direct migration background","","","",""
"Full-time","1986","Saxony-Anhalt","indirect migration background","","","",""
"Full-time","1986","Thuringia","no migration background","","","",""
"Full-time","1986","Thuringia","direct migration background","","","",""
"Full-time","1986","Thuringia","indirect migration background","","","",""
"Part-time","1986","Schleswig-Holstein","no migration background","25","","",""
"Part-time","1986","Schleswig-Holstein","direct migration background","2","","",""
"Part-time","1986","Schleswig-Holstein","indirect migration background","","","",""
"Part-time","1986","Hamburg","no migration background","12","","",""
"Part-time","1986","Hamburg","direct migration background","5","","",""
"Part-time","1986","Hamburg","indirect migration background","","","",""
"Part-time","1986","Lower Saxony","no migration background","68","0.0632782694374944","0.0476225572620301","0.0789339816129588"
"Part-time","1986","Lower Saxony","direct migration background","7","","",""
"Part-time","1986","Lower Saxony","indirect migration background","","","",""
"Part-time","1986","Bremen","no migration background","5","","",""
"Part-time","1986","Bremen","direct migration background","","","",""
"Part-time","1986","Bremen","indirect migration background","","","",""
"Part-time","1986","North Rhine-Westphalia","no migration background","118","0.0516264053854315","0.0420362177310187","0.0612165930398443"
"Part-time","1986","North Rhine-Westphalia","direct migration background","28","","",""
"Part-time","1986","North Rhine-Westphalia","indirect migration background","3","","",""
"Part-time","1986","Hesse","no migration background","50","0.0693201617097319","0.0499715845941151","0.0886687388253487"
"Part-time","1986","Hesse","direct migration background","11","","",""
"Part-time","1986","Hesse","indirect migration background","","","",""
"Part-time","1986","Rhineland-Palatinate,Saarland","no migration background","33","0.0484090405635802","0.0317154552982114","0.065102625828949"
"Part-time","1986","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Part-time","1986","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Part-time","1986","Baden-Württemberg","no migration background","94","0.0723467902268683","0.0576092436305613","0.0870843368231752"
"Part-time","1986","Baden-Württemberg","direct migration background","31","0.0472923739496197","0.0323674213713175","0.0622173265279218"
"Part-time","1986","Baden-Württemberg","indirect migration background","1","","",""
"Part-time","1986","Bavaria","no migration background","89","0.0579953259530786","0.0456319849487666","0.0703586669573906"
"Part-time","1986","Bavaria","direct migration background","23","","",""
"Part-time","1986","Bavaria","indirect migration background","7","","",""
"Part-time","1986","Berlin","no migration background","18","","",""
"Part-time","1986","Berlin","direct migration background","11","","",""
"Part-time","1986","Berlin","indirect migration background","1","","",""
"Part-time","1986","Brandenburg","no migration background","","","",""
"Part-time","1986","Brandenburg","direct migration background","","","",""
"Part-time","1986","Brandenburg","indirect migration background","","","",""
"Part-time","1986","Mecklenburg-Western Pomerania","no migration background","","","",""
"Part-time","1986","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Part-time","1986","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Part-time","1986","Saxony","no migration background","","","",""
"Part-time","1986","Saxony","direct migration background","","","",""
"Part-time","1986","Saxony","indirect migration background","","","",""
"Part-time","1986","Saxony-Anhalt","no migration background","","","",""
"Part-time","1986","Saxony-Anhalt","direct migration background","","","",""
"Part-time","1986","Saxony-Anhalt","indirect migration background","","","",""
"Part-time","1986","Thuringia","no migration background","","","",""
"Part-time","1986","Thuringia","direct migration background","","","",""
"Part-time","1986","Thuringia","indirect migration background","","","",""
"Non-working","1986","Schleswig-Holstein","no migration background","116","0.422975444336761","0.365619242244564","0.480331646428958"
"Non-working","1986","Schleswig-Holstein","direct migration background","11","","",""
"Non-working","1986","Schleswig-Holstein","indirect migration background","1","","",""
"Non-working","1986","Hamburg","no migration background","84","0.49900092086215","0.426755834118334","0.571246007605966"
"Non-working","1986","Hamburg","direct migration background","27","","",""
"Non-working","1986","Hamburg","indirect migration background","2","","",""
"Non-working","1986","Lower Saxony","no migration background","422","0.497528785034459","0.465377011520345","0.529680558548573"
"Non-working","1986","Lower Saxony","direct migration background","71","0.460973277605482","0.386478317707613","0.53546823750335"
"Non-working","1986","Lower Saxony","indirect migration background","5","","",""
"Non-working","1986","Bremen","no migration background","48","0.646328722685514","0.544688583344436","0.747968862026592"
"Non-working","1986","Bremen","direct migration background","12","","",""
"Non-working","1986","Bremen","indirect migration background","","","",""
"Non-working","1986","North Rhine-Westphalia","no migration background","942","0.49658914742398","0.474919026546164","0.518259268301796"
"Non-working","1986","North Rhine-Westphalia","direct migration background","301","0.447003334111809","0.41208962414435","0.481917044079268"
"Non-working","1986","North Rhine-Westphalia","indirect migration background","21","","",""
"Non-working","1986","Hesse","no migration background","275","0.462789281078486","0.424806822159125","0.500771739997847"
"Non-working","1986","Hesse","direct migration background","138","0.451347445605105","0.401379694871068","0.501315196339141"
"Non-working","1986","Hesse","indirect migration background","6","","",""
"Non-working","1986","Rhineland-Palatinate,Saarland","no migration background","299","0.507440458440809","0.468555365444758","0.546325551436861"
"Non-working","1986","Rhineland-Palatinate,Saarland","direct migration background","43","0.392601687242798","0.308004489453964","0.477198885031633"
"Non-working","1986","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"Non-working","1986","Baden-Württemberg","no migration background","463","0.425667638843287","0.397539584493326","0.453795693193249"
"Non-working","1986","Baden-Württemberg","direct migration background","220","0.333283678128119","0.300138897573253","0.366428458682984"
"Non-working","1986","Baden-Württemberg","indirect migration background","17","","",""
"Non-working","1986","Bavaria","no migration background","561","0.453575672213421","0.427242528326228","0.479908816100615"
"Non-working","1986","Bavaria","direct migration background","113","0.370342961227296","0.321854357110202","0.41883156534439"
"Non-working","1986","Bavaria","indirect migration background","7","","",""
"Non-working","1986","Berlin","no migration background","91","0.437807366708474","0.375811227443506","0.499803505973442"
"Non-working","1986","Berlin","direct migration background","36","0.297335452077643","0.21032077221396","0.384350131941325"
"Non-working","1986","Berlin","indirect migration background","1","","",""
"Non-working","1986","Brandenburg","no migration background","","","",""
"Non-working","1986","Brandenburg","direct migration background","","","",""
"Non-working","1986","Brandenburg","indirect migration background","","","",""
"Non-working","1986","Mecklenburg-Western Pomerania","no migration background","","","",""
"Non-working","1986","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Non-working","1986","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Non-working","1986","Saxony","no migration background","","","",""
"Non-working","1986","Saxony","direct migration background","","","",""
"Non-working","1986","Saxony","indirect migration background","","","",""
