"erwst","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Part-time","1995","Bavaria","direct migration background","18","","",""
"Part-time","1995","Bavaria","indirect migration background","7","","",""
"Part-time","1995","Berlin","no migration background","30","0.0621588420919134","0.040046667540964","0.0842710166428628"
"Part-time","1995","Berlin","direct migration background","10","","",""
"Part-time","1995","Berlin","indirect migration background","","","",""
"Part-time","1995","Brandenburg","no migration background","28","","",""
"Part-time","1995","Brandenburg","direct migration background","1","","",""
"Part-time","1995","Brandenburg","indirect migration background","","","",""
"Part-time","1995","Mecklenburg-Western Pomerania","no migration background","23","","",""
"Part-time","1995","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Part-time","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Part-time","1995","Saxony","no migration background","61","0.0448989824809093","0.0324090803513754","0.0573888846104433"
"Part-time","1995","Saxony","direct migration background","2","","",""
"Part-time","1995","Saxony","indirect migration background","","","",""
"Part-time","1995","Saxony-Anhalt","no migration background","35","0.0410645035913804","0.0258907372431264","0.0562382699396343"
"Part-time","1995","Saxony-Anhalt","direct migration background","1","","",""
"Part-time","1995","Saxony-Anhalt","indirect migration background","","","",""
"Part-time","1995","Thuringia","no migration background","39","0.0527728239209576","0.0352304631601167","0.0703151846817986"
"Part-time","1995","Thuringia","direct migration background","4","","",""
"Part-time","1995","Thuringia","indirect migration background","1","","",""
"Non-working","1995","Schleswig-Holstein","no migration background","103","0.478890943405251","0.416209960172032","0.541571926638471"
"Non-working","1995","Schleswig-Holstein","direct migration background","14","","",""
"Non-working","1995","Schleswig-Holstein","indirect migration background","4","","",""
"Non-working","1995","Hamburg","no migration background","38","0.441542541478234","0.342209485022281","0.540875597934187"
"Non-working","1995","Hamburg","direct migration background","14","","",""
"Non-working","1995","Hamburg","indirect migration background","4","","",""
"Non-working","1995","Lower Saxony","no migration background","326","0.459843566854528","0.425329457804525","0.49435767590453"
"Non-working","1995","Lower Saxony","direct migration background","103","0.535951743283378","0.468820517501967","0.603082969064789"
"Non-working","1995","Lower Saxony","indirect migration background","18","","",""
"Non-working","1995","Bremen","no migration background","44","0.684465359098761","0.577858310489532","0.791072407707991"
"Non-working","1995","Bremen","direct migration background","11","","",""
"Non-working","1995","Bremen","indirect migration background","","","",""
"Non-working","1995","North Rhine-Westphalia","no migration background","700","0.438116708430981","0.414864128105558","0.461369288756404"
"Non-working","1995","North Rhine-Westphalia","direct migration background","312","0.463028910495601","0.425931135579908","0.500126685411295"
"Non-working","1995","North Rhine-Westphalia","indirect migration background","65","0.530488813486364","0.451921242036409","0.609056384936319"
"Non-working","1995","Hesse","no migration background","231","0.487562567994036","0.44695357691615","0.528171559071922"
"Non-working","1995","Hesse","direct migration background","144","0.549004191845961","0.494822860941976","0.603185522749946"
"Non-working","1995","Hesse","indirect migration background","15","","",""
"Non-working","1995","Rhineland-Palatinate,Saarland","no migration background","246","0.519215729368866","0.476231073134073","0.562200385603659"
"Non-working","1995","Rhineland-Palatinate,Saarland","direct migration background","73","0.424424423718015","0.352220100640688","0.496628746795341"
"Non-working","1995","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Non-working","1995","Baden-Württemberg","no migration background","382","0.446440400431503","0.415473735747338","0.477407065115668"
"Non-working","1995","Baden-Württemberg","direct migration background","285","0.468512399436133","0.43133301826567","0.505691780606596"
"Non-working","1995","Baden-Württemberg","indirect migration background","51","0.368676577969469","0.285423181433961","0.451929974504977"
"Non-working","1995","Bavaria","no migration background","468","0.439152864173134","0.411304589832881","0.467001138513387"
"Non-working","1995","Bavaria","direct migration background","163","0.444382904474216","0.395626899273459","0.493138909674973"
"Non-working","1995","Bavaria","indirect migration background","24","","",""
"Non-working","1995","Berlin","no migration background","179","0.444451686189151","0.398943602508464","0.489959769869839"
"Non-working","1995","Berlin","direct migration background","48","0.570488921863032","0.472484460572257","0.668493383153807"
"Non-working","1995","Berlin","indirect migration background","8","","",""
"Non-working","1995","Brandenburg","no migration background","222","0.438513437864277","0.397849333312247","0.479177542416308"
"Non-working","1995","Brandenburg","direct migration background","11","","",""
"Non-working","1995","Brandenburg","indirect migration background","","","",""
"Non-working","1995","Mecklenburg-Western Pomerania","no migration background","158","0.46599256500123","0.417167924937971","0.514817205064489"
"Non-working","1995","Mecklenburg-Western Pomerania","direct migration background","7","","",""
"Non-working","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Non-working","1995","Saxony","no migration background","431","0.491639791441503","0.461487146108072","0.521792436774933"
"Non-working","1995","Saxony","direct migration background","26","","",""
"Non-working","1995","Saxony","indirect migration background","3","","",""
"Non-working","1995","Saxony-Anhalt","no migration background","258","0.469291749766884","0.431131185710848","0.507452313822921"
"Non-working","1995","Saxony-Anhalt","direct migration background","25","","",""
"Non-working","1995","Saxony-Anhalt","indirect migration background","","","",""
"Non-working","1995","Thuringia","no migration background","245","0.476575603720292","0.437388002501237","0.515763204939347"
"Non-working","1995","Thuringia","direct migration background","16","","",""
"Non-working","1995","Thuringia","indirect migration background","2","","",""
"Other","1995","Schleswig-Holstein","no migration background","14","","",""
"Other","1995","Schleswig-Holstein","direct migration background","","","",""
"Other","1995","Schleswig-Holstein","indirect migration background","1","","",""
"Other","1995","Hamburg","no migration background","5","","",""
"Other","1995","Hamburg","direct migration background","","","",""
"Other","1995","Hamburg","indirect migration background","1","","",""
"Other","1995","Lower Saxony","no migration background","42","0.0440706276324465","0.0298565280465768","0.0582847272183162"
"Other","1995","Lower Saxony","direct migration background","10","","",""
"Other","1995","Lower Saxony","indirect migration background","3","","",""
"Other","1995","Bremen","no migration background","1","","",""
"Other","1995","Bremen","direct migration background","1","","",""
"Other","1995","Bremen","indirect migration background","","","",""
"Other","1995","North Rhine-Westphalia","no migration background","95","0.0534432738967032","0.0429024869184248","0.0639840608749816"
"Other","1995","North Rhine-Westphalia","direct migration background","24","","",""
"Other","1995","North Rhine-Westphalia","indirect migration background","33","0.17664147429676","0.11660390847544","0.23667904011808"
"Other","1995","Hesse","no migration background","31","0.0471343337938273","0.0299167928447288","0.0643518747429258"
"Other","1995","Hesse","direct migration background","8","","",""
"Other","1995","Hesse","indirect migration background","11","","",""
"Other","1995","Rhineland-Palatinate,Saarland","no migration background","21","","",""
"Other","1995","Rhineland-Palatinate,Saarland","direct migration background","14","","",""
"Other","1995","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Other","1995","Baden-Württemberg","no migration background","65","0.0605383367396904","0.0456829053684034","0.0753937681109774"
"Other","1995","Baden-Württemberg","direct migration background","25","","",""
"Other","1995","Baden-Württemberg","indirect migration background","28","","",""
"Other","1995","Bavaria","no migration background","70","0.0491473968565131","0.037016999270565","0.0612777944424613"
"Other","1995","Bavaria","direct migration background","18","","",""
"Other","1995","Bavaria","indirect migration background","17","","",""
"Other","1995","Berlin","no migration background","20","","",""
"Other","1995","Berlin","direct migration background","2","","",""
"Other","1995","Berlin","indirect migration background","1","","",""
"Other","1995","Brandenburg","no migration background","35","0.0496814621490633","0.0318748269449795","0.0674880973531471"
"Other","1995","Brandenburg","direct migration background","","","",""
"Other","1995","Brandenburg","indirect migration background","2","","",""
"Other","1995","Mecklenburg-Western Pomerania","no migration background","14","","",""
"Other","1995","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Other","1995","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Other","1995","Saxony","no migration background","54","0.0366230612956507","0.0252940612947277","0.0479520612965737"
"Other","1995","Saxony","direct migration background","","","",""
"Other","1995","Saxony","indirect migration background","2","","",""
"Other","1995","Saxony-Anhalt","no migration background","39","0.048030182824023","0.0316795669547449","0.064380798693301"
"Other","1995","Saxony-Anhalt","direct migration background","1","","",""
"Other","1995","Saxony-Anhalt","indirect migration background","","","",""
"Other","1995","Thuringia","no migration background","35","0.0599624222102519","0.0413343467906735","0.0785904976298302"
"Other","1995","Thuringia","direct migration background","","","",""
"Other","1995","Thuringia","indirect migration background","1","","",""
"Full-time","1996","Schleswig-Holstein","no migration background","103","0.38685015315359","0.326235594234103","0.447464712073076"
"Full-time","1996","Schleswig-Holstein","direct migration background","15","","",""
"Full-time","1996","Schleswig-Holstein","indirect migration background","3","","",""
"Full-time","1996","Hamburg","no migration background","40","0.374019087278041","0.276202705838187","0.471835468717896"
"Full-time","1996","Hamburg","direct migration background","13","","",""
"Full-time","1996","Hamburg","indirect migration background","2","","",""
"Full-time","1996","Lower Saxony","no migration background","368","0.40999936822717","0.376315343907689","0.443683392546652"
"Full-time","1996","Lower Saxony","direct migration background","76","0.35141512832467","0.284578629832978","0.418251626816362"
"Full-time","1996","Lower Saxony","indirect migration background","12","","",""
"Full-time","1996","Bremen","no migration background","26","","",""
"Full-time","1996","Bremen","direct migration background","4","","",""
"Full-time","1996","Bremen","indirect migration background","3","","",""
"Full-time","1996","North Rhine-Westphalia","no migration background","785","0.418523024569235","0.395363729478279","0.44168231966019"
"Full-time","1996","North Rhine-Westphalia","direct migration background","280","0.386133031406361","0.348961453789991","0.42330460902273"
"Full-time","1996","North Rhine-Westphalia","indirect migration background","56","0.273025090642057","0.204840355483248","0.341209825800866"
"Full-time","1996","Hesse","no migration background","258","0.405062265216168","0.364655581064489","0.445468949367847"
"Full-time","1996","Hesse","direct migration background","126","0.319113203354525","0.265648580400578","0.372577826308472"
"Full-time","1996","Hesse","indirect migration background","18","","",""
"Full-time","1996","Rhineland-Palatinate,Saarland","no migration background","208","0.371968270074056","0.330061770936525","0.413874769211587"
"Full-time","1996","Rhineland-Palatinate,Saarland","direct migration background","85","0.547298341645109","0.472030136664539","0.622566546625679"
"Full-time","1996","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"Full-time","1996","Baden-Württemberg","no migration background","425","0.403735621212302","0.372601123016253","0.434870119408351"
"Full-time","1996","Baden-Württemberg","direct migration background","308","0.464393139271192","0.425541244909409","0.503245033632975"
"Full-time","1996","Baden-Württemberg","indirect migration background","56","0.302265380254087","0.224217410420041","0.380313350088132"
"Full-time","1996","Bavaria","no migration background","556","0.410330103894913","0.382452613835293","0.438207593954534"
"Full-time","1996","Bavaria","direct migration background","181","0.380422749733654","0.331864452355801","0.428981047111508"
"Full-time","1996","Bavaria","indirect migration background","34","0.324235640569921","0.225876102170596","0.422595178969246"
"Full-time","1996","Berlin","no migration background","224","0.46412499088014","0.41789289754185","0.51035708421843"
"Full-time","1996","Berlin","direct migration background","30","0.326056668007002","0.224595607295238","0.427517728718765"
"Full-time","1996","Berlin","indirect migration background","5","","",""
"Full-time","1996","Brandenburg","no migration background","272","0.438658846108331","0.398239833812726","0.479077858403936"
"Full-time","1996","Brandenburg","direct migration background","5","","",""
"Full-time","1996","Brandenburg","indirect migration background","4","","",""
"Full-time","1996","Mecklenburg-Western Pomerania","no migration background","176","0.414740992362702","0.365655274923583","0.46382670980182"
"Full-time","1996","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Full-time","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Full-time","1996","Saxony","no migration background","520","0.420706010456642","0.391028987794477","0.450383033118807"
"Full-time","1996","Saxony","direct migration background","10","","",""
"Full-time","1996","Saxony","indirect migration background","","","",""
"Full-time","1996","Saxony-Anhalt","no migration background","303","0.408982084140042","0.37098108027237","0.446983088007714"
"Full-time","1996","Saxony-Anhalt","direct migration background","10","","",""
"Full-time","1996","Saxony-Anhalt","indirect migration background","1","","",""
"Full-time","1996","Thuringia","no migration background","299","0.412449086122313","0.374039348784772","0.450858823459855"
"Full-time","1996","Thuringia","direct migration background","5","","",""
"Full-time","1996","Thuringia","indirect migration background","1","","",""
"Part-time","1996","Schleswig-Holstein","no migration background","27","","",""
"Part-time","1996","Schleswig-Holstein","direct migration background","4","","",""
"Part-time","1996","Schleswig-Holstein","indirect migration background","1","","",""
"Part-time","1996","Hamburg","no migration background","9","","",""
"Part-time","1996","Hamburg","direct migration background","3","","",""
"Part-time","1996","Hamburg","indirect migration background","1","","",""
"Part-time","1996","Lower Saxony","no migration background","79","0.0894660092630566","0.0699188678725071","0.109013150653606"
"Part-time","1996","Lower Saxony","direct migration background","19","","",""
"Part-time","1996","Lower Saxony","indirect migration background","1","","",""
"Part-time","1996","Bremen","no migration background","2","","",""
"Part-time","1996","Bremen","direct migration background","4","","",""
"Part-time","1996","Bremen","indirect migration background","","","",""
"Part-time","1996","North Rhine-Westphalia","no migration background","178","0.093296981302627","0.0796427981417009","0.106951164463553"
"Part-time","1996","North Rhine-Westphalia","direct migration background","45","0.0587406932976592","0.0407880021531812","0.0766933844421372"
"Part-time","1996","North Rhine-Westphalia","indirect migration background","6","","",""
"Part-time","1996","Hesse","no migration background","65","0.0965395008258311","0.0722306924222803","0.120848309229382"
"Part-time","1996","Hesse","direct migration background","26","","",""
"Part-time","1996","Hesse","indirect migration background","3","","",""
"Part-time","1996","Rhineland-Palatinate,Saarland","no migration background","46","0.0842261226182489","0.0601461953632956","0.108306049873202"
"Part-time","1996","Rhineland-Palatinate,Saarland","direct migration background","10","","",""
"Part-time","1996","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Part-time","1996","Baden-Württemberg","no migration background","94","0.0842658147295914","0.0666385742542257","0.101893055204957"
"Part-time","1996","Baden-Württemberg","direct migration background","38","0.0443758168464787","0.0283336517334716","0.0604179819594858"
"Part-time","1996","Baden-Württemberg","indirect migration background","3","","",""
"Part-time","1996","Bavaria","no migration background","119","0.093847746488956","0.0773207089733449","0.110374784004567"
"Part-time","1996","Bavaria","direct migration background","28","","",""
"Part-time","1996","Bavaria","indirect migration background","7","","",""
"Part-time","1996","Berlin","no migration background","27","","",""
"Part-time","1996","Berlin","direct migration background","10","","",""
"Part-time","1996","Berlin","indirect migration background","","","",""
"Part-time","1996","Brandenburg","no migration background","28","","",""
"Part-time","1996","Brandenburg","direct migration background","","","",""
"Part-time","1996","Brandenburg","indirect migration background","","","",""
"Part-time","1996","Mecklenburg-Western Pomerania","no migration background","26","","",""
"Part-time","1996","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Part-time","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Part-time","1996","Saxony","no migration background","60","0.0488344035251648","0.0358783578834948","0.0617904491668348"
"Part-time","1996","Saxony","direct migration background","3","","",""
"Part-time","1996","Saxony","indirect migration background","","","",""
"Part-time","1996","Saxony-Anhalt","no migration background","37","0.0469425107789028","0.0305937322322611","0.0632912893255445"
"Part-time","1996","Saxony-Anhalt","direct migration background","1","","",""
"Part-time","1996","Saxony-Anhalt","indirect migration background","","","",""
"Part-time","1996","Thuringia","no migration background","41","0.0635568747907876","0.0445217652125439","0.0825919843690313"
"Part-time","1996","Thuringia","direct migration background","2","","",""
"Part-time","1996","Thuringia","indirect migration background","","","",""
"Non-working","1996","Schleswig-Holstein","no migration background","99","0.428054587527826","0.36647324977995","0.489635925275703"
"Non-working","1996","Schleswig-Holstein","direct migration background","11","","",""
"Non-working","1996","Schleswig-Holstein","indirect migration background","5","","",""
"Non-working","1996","Hamburg","no migration background","40","0.491544120490533","0.390481151201858","0.592607089779207"
"Non-working","1996","Hamburg","direct migration background","10","","",""
"Non-working","1996","Hamburg","indirect migration background","2","","",""
"Non-working","1996","Lower Saxony","no migration background","334","0.462017462941355","0.427873067702395","0.496161858180316"
"Non-working","1996","Lower Saxony","direct migration background","91","0.494792500580807","0.424797583407458","0.564787417754156"
"Non-working","1996","Lower Saxony","indirect migration background","17","","",""
"Non-working","1996","Bremen","no migration background","41","0.634872222362113","0.522880862934937","0.746863581789288"
"Non-working","1996","Bremen","direct migration background","12","","",""
"Non-working","1996","Bremen","indirect migration background","1","","",""
"Non-working","1996","North Rhine-Westphalia","no migration background","687","0.438074363078571","0.414782043517294","0.461366682639848"
"Non-working","1996","North Rhine-Westphalia","direct migration background","313","0.51378266470168","0.475622492434762","0.551942836968599"
"Non-working","1996","North Rhine-Westphalia","indirect migration background","72","0.532385564586715","0.45602251612585","0.608748613047581"
"Non-working","1996","Hesse","no migration background","223","0.465667433117788","0.424609194249921","0.506725671985656"
"Non-working","1996","Hesse","direct migration background","128","0.557344003175571","0.500373309470715","0.614314696880427"
"Non-working","1996","Hesse","indirect migration background","25","","",""
"Non-working","1996","Rhineland-Palatinate,Saarland","no migration background","238","0.511802092056456","0.468462319648835","0.555141864464077"
"Non-working","1996","Rhineland-Palatinate,Saarland","direct migration background","59","0.320068499180266","0.249526543132174","0.390610455228357"
"Non-working","1996","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Non-working","1996","Baden-Württemberg","no migration background","375","0.452892754493599","0.421305795019525","0.484479713967673"
"Non-working","1996","Baden-Württemberg","direct migration background","267","0.455246127169175","0.416451683416748","0.494040570921603"
"Non-working","1996","Baden-Württemberg","indirect migration background","53","0.464271918530138","0.379513921630967","0.549029915429308"
"Non-working","1996","Bavaria","no migration background","453","0.447827169665657","0.419644947304419","0.476009392026896"
"Non-working","1996","Bavaria","direct migration background","163","0.469762496252129","0.419844531417162","0.519680461087096"
"Non-working","1996","Bavaria","indirect migration background","31","0.364151129247872","0.26303830353643","0.465263954959313"
"Non-working","1996","Berlin","no migration background","179","0.445277711076357","0.399204591831004","0.49135083032171"
"Non-working","1996","Berlin","direct migration background","40","0.579202002203642","0.472347451038481","0.686056553368803"
"Non-working","1996","Berlin","indirect migration background","10","","",""
"Non-working","1996","Brandenburg","no migration background","246","0.468441204837916","0.427795748112495","0.509086661563337"
"Non-working","1996","Brandenburg","direct migration background","12","","",""
"Non-working","1996","Brandenburg","indirect migration background","","","",""
"Non-working","1996","Mecklenburg-Western Pomerania","no migration background","166","0.489469410520494","0.439665175852327","0.539273645188662"
"Non-working","1996","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"Non-working","1996","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Non-working","1996","Saxony","no migration background","428","0.490440593181448","0.460388683497947","0.520492502864949"
"Non-working","1996","Saxony","direct migration background","27","","",""
"Non-working","1996","Saxony","indirect migration background","5","","",""
"Non-working","1996","Saxony-Anhalt","no migration background","270","0.507160361964235","0.468517607888389","0.545803116040082"
"Non-working","1996","Saxony-Anhalt","direct migration background","22","","",""
"Non-working","1996","Saxony-Anhalt","indirect migration background","1","","",""
"Non-working","1996","Thuringia","no migration background","256","0.480438658042267","0.441456058284176","0.519421257800358"
"Non-working","1996","Thuringia","direct migration background","19","","",""
"Non-working","1996","Thuringia","indirect migration background","","","",""
"Other","1996","Schleswig-Holstein","no migration background","19","","",""
"Other","1996","Schleswig-Holstein","direct migration background","1","","",""
"Other","1996","Schleswig-Holstein","indirect migration background","","","",""
"Other","1996","Hamburg","no migration background","5","","",""
"Other","1996","Hamburg","direct migration background","","","",""
"Other","1996","Hamburg","indirect migration background","3","","",""
"Other","1996","Lower Saxony","no migration background","38","0.0385171595684177","0.0253375047681699","0.0516968143686655"
"Other","1996","Lower Saxony","direct migration background","10","","",""
"Other","1996","Lower Saxony","indirect migration background","5","","",""
"Other","1996","Bremen","no migration background","2","","",""
"Other","1996","Bremen","direct migration background","","","",""
"Other","1996","Bremen","indirect migration background","","","",""
"Other","1996","North Rhine-Westphalia","no migration background","93","0.0501056310495673","0.0398637359789093","0.0603475261202252"
"Other","1996","North Rhine-Westphalia","direct migration background","21","","",""
"Other","1996","North Rhine-Westphalia","indirect migration background","30","0.171238931557599","0.113583252371408","0.22889461074379"
"Other","1996","Hesse","no migration background","21","","",""
"Other","1996","Hesse","direct migration background","12","","",""
"Other","1996","Hesse","indirect migration background","9","","",""
"Other","1996","Rhineland-Palatinate,Saarland","no migration background","19","","",""
"Other","1996","Rhineland-Palatinate,Saarland","direct migration background","14","","",""
"Other","1996","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"Other","1996","Baden-Württemberg","no migration background","60","0.0591058095645074","0.0441414070204589","0.0740702121085558"
"Other","1996","Baden-Württemberg","direct migration background","20","","",""
"Other","1996","Baden-Württemberg","indirect migration background","21","","",""
"Other","1996","Bavaria","no migration background","68","0.0479949799504733","0.0358806324368527","0.0601093274640939"
"Other","1996","Bavaria","direct migration background","12","","",""
"Other","1996","Bavaria","indirect migration background","15","","",""
"Other","1996","Berlin","no migration background","17","","",""
"Other","1996","Berlin","direct migration background","2","","",""
"Other","1996","Berlin","indirect migration background","3","","",""
"Other","1996","Brandenburg","no migration background","33","0.051429313522787","0.0334385737122977","0.0694200533332764"
"Other","1996","Brandenburg","direct migration background","","","",""
"Other","1996","Brandenburg","indirect migration background","","","",""
"Other","1996","Mecklenburg-Western Pomerania","no migration background","19","","",""
"Other","1996","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Other","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Other","1996","Saxony","no migration background","55","0.0400189928367452","0.0282362647247101","0.0518017209487804"
"Other","1996","Saxony","direct migration background","1","","",""
"Other","1996","Saxony","indirect migration background","3","","",""
"Other","1996","Saxony-Anhalt","no migration background","33","0.0369150431168198","0.0223411159689552","0.0514889702646844"
"Other","1996","Saxony-Anhalt","direct migration background","1","","",""
"Other","1996","Saxony-Anhalt","indirect migration background","","","",""
"Other","1996","Thuringia","no migration background","35","0.0435553810446319","0.0276302052829295","0.0594805568063343"
"Other","1996","Thuringia","direct migration background","","","",""
"Other","1996","Thuringia","indirect migration background","3","","",""
"Full-time","1997","Schleswig-Holstein","no migration background","108","0.400095721008384","0.338497540037715","0.461693901979054"
"Full-time","1997","Schleswig-Holstein","direct migration background","10","","",""
"Full-time","1997","Schleswig-Holstein","indirect migration background","1","","",""
"Full-time","1997","Hamburg","no migration background","39","0.386073851615495","0.287127479232644","0.485020223998346"
"Full-time","1997","Hamburg","direct migration background","11","","",""
"Full-time","1997","Hamburg","indirect migration background","1","","",""
"Full-time","1997","Lower Saxony","no migration background","357","0.394527280951396","0.360785626017824","0.428268935884968"
"Full-time","1997","Lower Saxony","direct migration background","74","0.287744519626715","0.22354188686383","0.351947152389599"
"Full-time","1997","Lower Saxony","indirect migration background","18","","",""
"Full-time","1997","Bremen","no migration background","26","","",""
"Full-time","1997","Bremen","direct migration background","6","","",""
"Full-time","1997","Bremen","indirect migration background","2","","",""
"Full-time","1997","North Rhine-Westphalia","no migration background","771","0.417287648746253","0.39412471407074","0.440450583421765"
"Full-time","1997","North Rhine-Westphalia","direct migration background","264","0.418352823227504","0.379207098501668","0.45749854795334"
"Full-time","1997","North Rhine-Westphalia","indirect migration background","57","0.253093043011627","0.187926693721345","0.31825939230191"
"Full-time","1997","Hesse","no migration background","228","0.376360405441382","0.335114678685671","0.417606132197093"
"Full-time","1997","Hesse","direct migration background","119","0.333856248332267","0.277915212826977","0.389797283837557"
"Full-time","1997","Hesse","indirect migration background","20","","",""
"Full-time","1997","Rhineland-Palatinate,Saarland","no migration background","209","0.353709605351125","0.312850157225561","0.394569053476689"
"Full-time","1997","Rhineland-Palatinate,Saarland","direct migration background","81","0.494999921170797","0.420280731141901","0.569719111199694"
"Full-time","1997","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Full-time","1997","Baden-Württemberg","no migration background","415","0.401846764767713","0.37063772630224","0.433055803233187"
"Full-time","1997","Baden-Württemberg","direct migration background","290","0.43469091183248","0.395981989534851","0.47339983413011"
"Full-time","1997","Baden-Württemberg","indirect migration background","61","0.339876159197908","0.263305482804136","0.41644683559168"
"Full-time","1997","Bavaria","no migration background","556","0.413855389617429","0.385907143127641","0.441803636107217"
"Full-time","1997","Bavaria","direct migration background","165","0.393986308747979","0.343013035655223","0.444959581840734"
"Full-time","1997","Bavaria","indirect migration background","34","0.380847379620465","0.278217644280733","0.483477114960198"
"Full-time","1997","Berlin","no migration background","210","0.455480153437184","0.408243867879522","0.502716438994845"
"Full-time","1997","Berlin","direct migration background","30","0.371460994739824","0.259067379138588","0.483854610341059"
"Full-time","1997","Berlin","indirect migration background","3","","",""
"Full-time","1997","Brandenburg","no migration background","270","0.429607974719165","0.389321711685936","0.469894237752393"
"Full-time","1997","Brandenburg","direct migration background","5","","",""
"Full-time","1997","Brandenburg","indirect migration background","3","","",""
"Full-time","1997","Mecklenburg-Western Pomerania","no migration background","172","0.398344210198958","0.348861044799139","0.447827375598776"
"Full-time","1997","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Full-time","1997","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Full-time","1997","Saxony","no migration background","506","0.419571216458553","0.389693681468247","0.44944875144886"
"Full-time","1997","Saxony","direct migration background","9","","",""
"Full-time","1997","Saxony","indirect migration background","","","",""
"Full-time","1997","Saxony-Anhalt","no migration background","295","0.395954970738251","0.357886886717013","0.434023054759489"
"Full-time","1997","Saxony-Anhalt","direct migration background","10","","",""
"Full-time","1997","Saxony-Anhalt","indirect migration background","","","",""
"Full-time","1997","Thuringia","no migration background","292","0.399142890084966","0.360932346813332","0.437353433356599"
"Full-time","1997","Thuringia","direct migration background","6","","",""
"Full-time","1997","Thuringia","indirect migration background","2","","",""
"Part-time","1997","Schleswig-Holstein","no migration background","23","","",""
"Part-time","1997","Schleswig-Holstein","direct migration background","3","","",""
"Part-time","1997","Schleswig-Holstein","indirect migration background","2","","",""
"Part-time","1997","Hamburg","no migration background","9","","",""
"Part-time","1997","Hamburg","direct migration background","2","","",""
"Part-time","1997","Hamburg","indirect migration background","1","","",""
"Part-time","1997","Lower Saxony","no migration background","82","0.0869175722299386","0.0674689269160413","0.106366217543836"
"Part-time","1997","Lower Saxony","direct migration background","18","","",""
"Part-time","1997","Lower Saxony","indirect migration background","2","","",""
"Part-time","1997","Bremen","no migration background","3","","",""
"Part-time","1997","Bremen","direct migration background","2","","",""
"Part-time","1997","Bremen","indirect migration background","","","",""
"Part-time","1997","North Rhine-Westphalia","no migration background","185","0.0995610014663409","0.0854966250317035","0.113625377900978"
"Part-time","1997","North Rhine-Westphalia","direct migration background","38","0.0650722287879037","0.045498658727604","0.0846457988482034"
"Part-time","1997","North Rhine-Westphalia","indirect migration background","9","","",""
"Part-time","1997","Hesse","no migration background","56","0.0907751185461723","0.0663166520206565","0.115233585071688"
"Part-time","1997","Hesse","direct migration background","22","","",""
"Part-time","1997","Hesse","indirect migration background","6","","",""
"Part-time","1997","Rhineland-Palatinate,Saarland","no migration background","39","0.0663419276904718","0.0450731177461163","0.0876107376348273"
"Part-time","1997","Rhineland-Palatinate,Saarland","direct migration background","12","","",""
"Part-time","1997","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Part-time","1997","Baden-Württemberg","no migration background","96","0.0868109704917329","0.0688879347523396","0.104734006231126"
"Part-time","1997","Baden-Württemberg","direct migration background","29","","",""
"Part-time","1997","Baden-Württemberg","indirect migration background","7","","",""
"Part-time","1997","Bavaria","no migration background","97","0.0753509459856662","0.0603727093169454","0.0903291826543871"
"Part-time","1997","Bavaria","direct migration background","24","","",""
"Part-time","1997","Bavaria","indirect migration background","10","","",""
"Part-time","1997","Berlin","no migration background","25","","",""
"Part-time","1997","Berlin","direct migration background","7","","",""
"Part-time","1997","Berlin","indirect migration background","1","","",""
"Part-time","1997","Brandenburg","no migration background","32","0.0526820980741071","0.0345012767919346","0.0708629193562796"
"Part-time","1997","Brandenburg","direct migration background","","","",""
"Part-time","1997","Brandenburg","indirect migration background","1","","",""
"Part-time","1997","Mecklenburg-Western Pomerania","no migration background","27","","",""
"Part-time","1997","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Part-time","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Part-time","1997","Saxony","no migration background","55","0.0508104609479348","0.0375144767979296","0.0641064450979399"
"Part-time","1997","Saxony","direct migration background","1","","",""
"Part-time","1997","Saxony","indirect migration background","","","",""
"Part-time","1997","Saxony-Anhalt","no migration background","30","0.0357706775465089","0.0213143755416991","0.0502269795513187"
