"erwst","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Other","1993","16-34 y.","no migration background","418","0.114975486242972","0.104642436879973","0.12530853560597","6"
"Other","1993","16-34 y.","direct migration background","59","0.085033150891741","0.0658832688911194","0.104183032892363","6"
"Other","1993","16-34 y.","indirect migration background","119","0.303004250055037","0.260258195963452","0.345750304146622","6"
"Other","1993","35-65 y.","no migration background","105","0.0231038022784771","0.0190224539359223","0.0271851506210319","6"
"Other","1993","35-65 y.","direct migration background","7","","","","6"
"Other","1993","35-65 y.","indirect migration background","","","","","6"
"Other","1993","66 and older","no migration background","11","","","","6"
"Other","1993","66 and older","direct migration background","1","","","","6"
"Other","1993","66 and older","indirect migration background","","","","","6"
"Part-time","1993","16-34 y.","no migration background","236","0.0681170337957195","0.0599557819977308","0.0762782855937083","2"
"Part-time","1993","16-34 y.","direct migration background","46","0.0489194195059951","0.0341106630363575","0.0637281759756326","2"
"Part-time","1993","35-65 y.","direct migration background","111","0.0796371438058914","0.0660492999177304","0.0932249876940525","2"
"Part-time","1993","35-65 y.","no migration background","504","0.104043397878776","0.0957489310500952","0.112337864707457","2"
"Part-time","1993","16-34 y.","indirect migration background","9","","","","2"
"Part-time","1993","35-65 y.","indirect migration background","7","","","","2"
"Part-time","1993","66 and older","direct migration background","","","","","2"
"Part-time","1993","66 and older","indirect migration background","","","","","2"
"Part-time","1993","66 and older","no migration background","7","","","","2"
"Full-time","1994","16-34 y.","no migration background","1824","0.511828197682593","0.495486111220409","0.528170284144777","1"
"Full-time","1994","16-34 y.","direct migration background","388","0.523267591393198","0.487758418873816","0.558776763912579","1"
"Full-time","1994","16-34 y.","indirect migration background","158","0.300743956755105","0.259018060917972","0.342469852592238","1"
"Full-time","1994","35-65 y.","no migration background","2840","0.527557347368073","0.513905145675832","0.541209549060315","1"
"Full-time","1994","35-65 y.","direct migration background","766","0.503561596088725","0.477737458257625","0.529385733919826","1"
"Full-time","1994","35-65 y.","indirect migration background","12","","","","1"
"Full-time","1994","66 and older","no migration background","10","","","","1"
"Full-time","1994","66 and older","direct migration background","2","","","","1"
"Full-time","1994","66 and older","indirect migration background","","","","","1"
"Non-working","1994","16-34 y.","no migration background","1141","0.311997347574029","0.296850245158387","0.327144449989671","5"
"Non-working","1994","16-34 y.","direct migration background","290","0.366088245703754","0.331839190960861","0.400337300446647","5"
"Non-working","1994","16-34 y.","indirect migration background","189","0.438965235180296","0.39381094175952","0.484119528601073","5"
"Non-working","1994","35-65 y.","no migration background","1693","0.348045797374059","0.335019528151108","0.36107206659701","5"
"Non-working","1994","35-65 y.","direct migration background","544","0.388564386151039","0.363389141077207","0.413739631224872","5"
"Non-working","1994","35-65 y.","indirect migration background","9","","","","5"
"Non-working","1994","66 and older","direct migration background","171","0.981043806893477","0.960781297497765","1.00130631628919","5"
"Non-working","1994","66 and older","indirect migration background","4","","","","5"
"Non-working","1994","66 and older","no migration background","1321","0.985565871650764","0.979186936395392","0.991944806906136","5"
"Other","1994","16-34 y.","no migration background","393","0.108072443250059","0.0979220859367371","0.118222800563381","6"
"Other","1994","16-34 y.","direct migration background","52","0.0772018966008566","0.0582257238056158","0.0961780693960975","6"
"Other","1994","16-34 y.","indirect migration background","102","0.216924847594934","0.179423620985949","0.254426074203919","6"
"Other","1994","35-65 y.","no migration background","120","0.024739559520057","0.0204919010167643","0.0289872180233498","6"
"Other","1994","35-65 y.","direct migration background","20","","","","6"
"Other","1994","35-65 y.","indirect migration background","3","","","","6"
"Other","1994","66 and older","no migration background","6","","","","6"
"Other","1994","66 and older","direct migration background","","","","","6"
"Other","1994","66 and older","indirect migration background","","","","","6"
"Part-time","1994","16-34 y.","no migration background","236","0.0681020114933187","0.0598658811395816","0.0763381418470557","2"
"Part-time","1994","16-34 y.","direct migration background","30","0.0334422663021919","0.0206601417426917","0.0462243908616922","2"
"Part-time","1994","35-65 y.","no migration background","484","0.0996572957378105","0.0914660155389479","0.107848575936673","2"
"Part-time","1994","35-65 y.","direct migration background","110","0.0854753074805756","0.0710347187671438","0.0999158961940075","2"
"Part-time","1994","16-34 y.","indirect migration background","15","","","","2"
"Part-time","1994","35-65 y.","indirect migration background","4","","","","2"
"Part-time","1994","66 and older","direct migration background","1","","","","2"
"Part-time","1994","66 and older","indirect migration background","","","","","2"
"Part-time","1994","66 and older","no migration background","6","","","","2"
"Full-time","1995","16-34 y.","no migration background","1816","0.51680174908363","0.500335531838521","0.533267966328739","1"
"Full-time","1995","16-34 y.","direct migration background","455","0.477768511888794","0.445921222399867","0.509615801377721","1"
"Full-time","1995","16-34 y.","indirect migration background","170","0.302735231003761","0.261590836270101","0.343879625737421","1"
"Full-time","1995","35-65 y.","no migration background","2862","0.524251817839442","0.510638582240157","0.537865053438727","1"
"Full-time","1995","35-65 y.","direct migration background","829","0.461711712263542","0.437693426763128","0.485729997763956","1"
"Full-time","1995","35-65 y.","indirect migration background","13","","","","1"
"Full-time","1995","66 and older","no migration background","10","","","","1"
"Full-time","1995","66 and older","direct migration background","2","","","","1"
"Full-time","1995","66 and older","indirect migration background","","","","","1"
"Non-working","1995","16-34 y.","no migration background","1093","0.306855122299977","0.291658471834603","0.322051772765352","5"
"Non-working","1995","16-34 y.","direct migration background","377","0.393171382497537","0.362028689585921","0.424314075409152","5"
"Non-working","1995","16-34 y.","indirect migration background","187","0.424214565637734","0.379955375836307","0.468473755439161","5"
"Non-working","1995","35-65 y.","no migration background","1634","0.341974142627047","0.32904347543521","0.354904809818885","5"
"Non-working","1995","35-65 y.","direct migration background","663","0.427406035064817","0.403572261980338","0.451239808149296","5"
"Non-working","1995","35-65 y.","indirect migration background","8","","","","5"
"Non-working","1995","66 and older","direct migration background","212","0.996991211352502","0.989653126823072","1.00432929588193","5"
"Non-working","1995","66 and older","indirect migration background","6","","","","5"
"Non-working","1995","66 and older","no migration background","1304","0.976545393817988","0.968424001940406","0.984666785695571","5"
"Other","1995","16-34 y.","no migration background","391","0.108398297472524","0.0981543851698955","0.118642209775153","6"
"Other","1995","16-34 y.","direct migration background","72","0.0894799685821668","0.0712812901735058","0.107678646990828","6"
"Other","1995","16-34 y.","indirect migration background","105","0.241059235476168","0.202755056147779","0.279363414804557","6"
"Other","1995","35-65 y.","no migration background","139","0.0298811643995711","0.0252401379196196","0.0345221908795227","6"
"Other","1995","35-65 y.","direct migration background","32","0.0239518787604185","0.0165854923024494","0.0313182652183876","6"
"Other","1995","35-65 y.","indirect migration background","","","","","6"
"Other","1995","66 and older","no migration background","11","","","","6"
"Other","1995","66 and older","direct migration background","","","","","6"
"Other","1995","66 and older","indirect migration background","","","","","6"
"Part-time","1995","16-34 y.","no migration background","238","0.0679448311438687","0.0596526611230518","0.0762370011646856","2"
"Part-time","1995","16-34 y.","direct migration background","41","0.0395801370315021","0.0271492705957801","0.0520110034672242","2"
"Part-time","1995","16-34 y.","indirect migration background","17","","","","2"
"Part-time","1995","35-65 y.","no migration background","535","0.10389287513394","0.0955757034330149","0.112210046834864","2"
"Part-time","1995","35-65 y.","direct migration background","131","0.0869303739112226","0.0733570312288819","0.100503716593563","2"
"Part-time","1995","35-65 y.","indirect migration background","7","","","","2"
"Part-time","1995","66 and older","direct migration background","","","","","2"
"Part-time","1995","66 and older","indirect migration background","","","","","2"
"Part-time","1995","66 and older","no migration background","9","","","","2"
"Full-time","1996","16-34 y.","no migration background","1737","0.507469827360084","0.490724148968098","0.524215505752069","1"
"Full-time","1996","16-34 y.","direct migration background","387","0.42563688638467","0.392299416536063","0.458974356233277","1"
"Full-time","1996","16-34 y.","indirect migration background","189","0.323244703348847","0.282731680315614","0.363757726382079","1"
"Full-time","1996","35-65 y.","no migration background","2815","0.516861344555347","0.503264780427923","0.530457908682771","1"
"Full-time","1996","35-65 y.","direct migration background","763","0.472931910332336","0.448036658716022","0.497827161948649","1"
"Full-time","1996","66 and older","direct migration background","2","","","","1"
"Full-time","1996","66 and older","no migration background","11","","","","1"
"Full-time","1996","66 and older","indirect migration background","","","","","1"
"Full-time","1996","35-65 y.","indirect migration background","12","","","","1"
"Non-working","1996","16-34 y.","no migration background","1080","0.315132974864762","0.299572198334324","0.330693751395199","5"
"Non-working","1996","16-34 y.","direct migration background","341","0.415097626189932","0.381874801584596","0.448320450795268","5"
"Non-working","1996","16-34 y.","indirect migration background","213","0.449755354466102","0.40666508655406","0.492845622378144","5"
"Non-working","1996","35-65 y.","no migration background","1648","0.339424668785538","0.326541012421023","0.352308325150054","5"
"Non-working","1996","35-65 y.","direct migration background","612","0.40962280854236","0.385101666110706","0.434143950974015","5"
"Non-working","1996","66 and older","direct migration background","227","0.989548079314468","0.97643337196544","1.0026627866635","5"
"Non-working","1996","66 and older","indirect migration background","5","","","","5"
"Non-working","1996","35-65 y.","indirect migration background","9","","","","5"
"Non-working","1996","66 and older","no migration background","1308","0.976683797274595","0.968606992140479","0.98476060240871","5"
"Other","1996","16-34 y.","no migration background","377","0.104796922958479","0.0945376576324986","0.11505618828446","6"
"Other","1996","16-34 y.","direct migration background","63","0.0925573532542539","0.0730168928120585","0.112097813696449","6"
"Other","1996","16-34 y.","indirect migration background","95","0.197427892691896","0.16294851676149","0.231907268622302","6"
"Other","1996","35-65 y.","no migration background","129","0.0266440853329401","0.022262386743828","0.0310257839220522","6"
"Other","1996","35-65 y.","direct migration background","30","0.027500095424561","0.0193456255385171","0.0356545653106048","6"
"Other","1996","35-65 y.","indirect migration background","2","","","","6"
"Other","1996","66 and older","no migration background","11","","","","6"
"Other","1996","66 and older","direct migration background","2","","","","6"
"Other","1996","66 and older","indirect migration background","1","","","","6"
"Part-time","1996","16-34 y.","no migration background","230","0.0726002748166753","0.0639089931093801","0.0812915565239704","2"
"Part-time","1996","16-34 y.","direct migration background","54","0.0667081341711447","0.0498845752432291","0.0835316930990603","2"
"Part-time","1996","16-34 y.","indirect migration background","15","","","","2"
"Part-time","1996","35-65 y.","no migration background","597","0.117069901326174","0.108322238343682","0.125817564308667","2"
"Part-time","1996","35-65 y.","direct migration background","140","0.089945185700743","0.0756790422636616","0.104211329137824","2"
"Part-time","1996","35-65 y.","indirect migration background","8","","","","2"
"Part-time","1996","66 and older","direct migration background","","","","","2"
"Part-time","1996","66 and older","indirect migration background","","","","","2"
"Part-time","1996","66 and older","no migration background","11","","","","2"
"Full-time","1997","16-34 y.","no migration background","1659","0.508033522569462","0.491022757734271","0.525044287404653","1"
"Full-time","1997","16-34 y.","direct migration background","366","0.408536898656423","0.374106132883919","0.442967664428927","1"
"Full-time","1997","16-34 y.","indirect migration background","194","0.330928455233915","0.291055857061798","0.370801053406033","1"
"Full-time","1997","35-65 y.","no migration background","2783","0.508134092741162","0.494496063452428","0.521772122029895","1"
"Full-time","1997","35-65 y.","direct migration background","716","0.482064496139546","0.456529713262986","0.507599279016107","1"
"Full-time","1997","66 and older","direct migration background","2","","","","1"
"Full-time","1997","66 and older","indirect migration background","","","","","1"
"Full-time","1997","66 and older","no migration background","12","","","","1"
"Full-time","1997","35-65 y.","indirect migration background","13","","","","1"
"Non-working","1997","16-34 y.","no migration background","1078","0.318061500181585","0.302214828627517","0.333908171735653","5"
"Non-working","1997","16-34 y.","direct migration background","324","0.42772595420354","0.393072060664117","0.462379847742963","5"
"Non-working","1997","16-34 y.","indirect migration background","207","0.395149099860096","0.353722826737542","0.43657537298265","5"
"Non-working","1997","35-65 y.","no migration background","1684","0.35730809090092","0.344235492112018","0.370380689689821","5"
"Non-working","1997","35-65 y.","direct migration background","607","0.409155455877221","0.384029502893513","0.43428140886093","5"
"Non-working","1997","66 and older","direct migration background","234","0.987474688779339","0.973345511912193","1.00160386564648","5"
"Non-working","1997","66 and older","indirect migration background","5","","","","5"
"Non-working","1997","35-65 y.","indirect migration background","9","","","","5"
"Non-working","1997","66 and older","no migration background","1337","0.978848732309663","0.971223887048232","0.986473577571093","5"
"Other","1997","16-34 y.","no migration background","368","0.101381950628476","0.0911117768935017","0.111652124363451","6"
"Other","1997","16-34 y.","direct migration background","56","0.0918119351861274","0.0715861832785686","0.112037687093686","6"
"Other","1997","16-34 y.","indirect migration background","107","0.216480731214066","0.18158231935064","0.251379143077492","6"
"Other","1997","35-65 y.","no migration background","123","0.0226750847552819","0.0186140843232077","0.026736085187356","6"
"Other","1997","35-65 y.","direct migration background","24","","","","6"
"Other","1997","35-65 y.","indirect migration background","","","","","6"
"Other","1997","66 and older","no migration background","11","","","","6"
"Other","1997","66 and older","direct migration background","2","","","","6"
"Other","1997","66 and older","indirect migration background","","","","","6"
"Part-time","1997","16-34 y.","no migration background","213","0.0725230266204768","0.0636983372245239","0.0813477160164297","2"
"Part-time","1997","16-34 y.","direct migration background","37","0.0719252119539094","0.0538285167161879","0.0900219071916309","2"
"Part-time","1997","16-34 y.","indirect migration background","27","","","","2"
"Part-time","1997","35-65 y.","no migration background","572","0.111882731602637","0.103283576572769","0.120481886632505","2"
"Part-time","1997","35-65 y.","direct migration background","124","0.089952216718653","0.0753311254582551","0.104573307979051","2"
"Part-time","1997","35-65 y.","indirect migration background","11","","","","2"
"Part-time","1997","66 and older","direct migration background","","","","","2"
"Part-time","1997","66 and older","indirect migration background","2","","","","2"
"Part-time","1997","66 and older","no migration background","8","","","","2"
"Full-time","1998","16-34 y.","no migration background","1777","0.487798730307968","0.471490932879254","0.504106527736681","1"
"Full-time","1998","16-34 y.","direct migration background","324","0.421443243552087","0.385425041919728","0.457461445184445","1"
"Full-time","1998","16-34 y.","indirect migration background","202","0.338406672157464","0.299005583137934","0.377807761176994","1"
"Full-time","1998","35-65 y.","no migration background","3200","0.506309622044056","0.493723975034288","0.518895269053824","1"
"Full-time","1998","35-65 y.","direct migration background","711","0.501048683427007","0.475268665406829","0.526828701447185","1"
"Full-time","1998","35-65 y.","indirect migration background","18","","","","1"
"Full-time","1998","66 and older","no migration background","9","","","","1"
"Full-time","1998","66 and older","direct migration background","2","","","","1"
"Full-time","1998","66 and older","indirect migration background","","","","","1"
"Non-working","1998","16-34 y.","no migration background","1199","0.335019125835843","0.319620072336759","0.350418179334927","5"
"Non-working","1998","16-34 y.","direct migration background","299","0.409706197561647","0.373834670033942","0.445577725089351","5"
"Non-working","1998","16-34 y.","indirect migration background","230","0.448872580313517","0.407455378283159","0.490289782343875","5"
"Non-working","1998","35-65 y.","no migration background","1992","0.348729354716042","0.336732562694183","0.3607261467379","5"
"Non-working","1998","35-65 y.","direct migration background","588","0.39167204769118","0.36650430049126","0.4168397948911","5"
"Non-working","1998","66 and older","direct migration background","250","0.990272472622158","0.978202401837894","1.00234254340642","5"
"Non-working","1998","66 and older","indirect migration background","5","","","","5"
"Non-working","1998","35-65 y.","indirect migration background","11","","","","5"
"Non-working","1998","66 and older","no migration background","1595","0.980170817250583","0.973404935515926","0.98693669898524","5"
"Other","1998","16-34 y.","no migration background","430","0.110502746998906","0.100274210652073","0.120731283345739","6"
"Other","1998","16-34 y.","direct migration background","56","0.0908571523803876","0.0698931057990304","0.111821198961745","6"
"Other","1998","16-34 y.","indirect migration background","103","0.182001925923446","0.149872176313759","0.214131675533133","6"
"Other","1998","35-65 y.","no migration background","167","0.025860494617425","0.0218650131864179","0.0298559760484321","6"
"Other","1998","35-65 y.","direct migration background","27","","","","6"
"Other","1998","35-65 y.","indirect migration background","2","","","","6"
"Other","1998","66 and older","no migration background","13","","","","6"
"Other","1998","66 and older","direct migration background","2","","","","6"
"Other","1998","66 and older","indirect migration background","1","","","","6"
"Part-time","1998","16-34 y.","no migration background","203","0.0666793968572829","0.0585404931949325","0.0748183005196334","2"
"Part-time","1998","16-34 y.","indirect migration background","19","","","","2"
"Part-time","1998","35-65 y.","no migration background","703","0.119100528622477","0.110946726941184","0.127254330303771","2"
"Part-time","1998","35-65 y.","direct migration background","119","0.0886193479459396","0.0739662873740986","0.103272408517781","2"
"Part-time","1998","66 and older","no migration background","14","","","","2"
"Part-time","1998","66 and older","direct migration background","","","","","2"
"Part-time","1998","66 and older","indirect migration background","","","","","2"
"Part-time","1998","16-34 y.","direct migration background","43","0.0779934065058791","0.0584331092548138","0.0975537037569444","2"
"Part-time","1998","35-65 y.","indirect migration background","13","","","","2"
"Full-time","1999","16-34 y.","no migration background","1682","0.485162445091421","0.468424717295157","0.501900172887685","1"
"Full-time","1999","16-34 y.","direct migration background","288","0.442034463520543","0.403528374121399","0.480540552919687","1"
"Full-time","1999","16-34 y.","indirect migration background","215","0.346396847643397","0.306738961645831","0.386054733640964","1"
"Full-time","1999","35-65 y.","no migration background","3185","0.522627260809683","0.509916476278687","0.535338045340679","1"
"Full-time","1999","66 and older","direct migration background","2","","","","1"
"Full-time","1999","35-65 y.","direct migration background","651","0.505375557417566","0.478525768103839","0.532225346731294","1"
"Full-time","1999","66 and older","no migration background","12","","","","1"
"Full-time","1999","35-65 y.","indirect migration background","25","","","","1"
"Full-time","1999","66 and older","indirect migration background","1","","","","1"
"Non-working","1999","16-34 y.","no migration background","1038","0.305259877723434","0.289837055362399","0.32068270008447","5"
"Non-working","1999","16-34 y.","direct migration background","253","0.378205612048577","0.34060585442573","0.415805369671424","5"
"Non-working","1999","16-34 y.","indirect migration background","211","0.408263527922624","0.367297865064715","0.449229190780533","5"
"Non-working","1999","35-65 y.","no migration background","1840","0.327164268724704","0.315224800713537","0.339103736735871","5"
"Non-working","1999","35-65 y.","direct migration background","533","0.36781751966897","0.341921476380903","0.393713562957037","5"
"Non-working","1999","66 and older","direct migration background","245","0.976749046261869","0.958142759735125","0.995355332788614","5"
"Non-working","1999","66 and older","indirect migration background","6","","","","5"
"Non-working","1999","35-65 y.","indirect migration background","14","","","","5"
"Non-working","1999","66 and older","no migration background","1539","0.975400205265631","0.967752570348527","0.983047840182734","5"
"Other","1999","16-34 y.","no migration background","474","0.137056588048916","0.125539069511846","0.148574106585986","6"
"Other","1999","16-34 y.","direct migration background","58","0.110136078133139","0.0858630328912015","0.134409123375076","6"
"Other","1999","16-34 y.","indirect migration background","107","0.212853851567117","0.178738176504005","0.246969526630228","6"
"Other","1999","35-65 y.","no migration background","213","0.0383840883135568","0.0334950442076073","0.0432731324195063","6"
"Other","1999","35-65 y.","direct migration background","35","0.0365945219877212","0.0265110853500931","0.0466779586253492","6"
"Other","1999","66 and older","no migration background","14","","","","6"
"Other","1999","66 and older","direct migration background","4","","","","6"
"Other","1999","66 and older","indirect migration background","","","","","6"
"Other","1999","35-65 y.","indirect migration background","2","","","","6"
"Part-time","1999","16-34 y.","no migration background","231","0.0725210891362288","0.0638354459603514","0.0812067323121061","2"
"Part-time","1999","16-34 y.","direct migration background","40","0.0696238462977408","0.0498902630060565","0.0893574295894252","2"
"Part-time","1999","16-34 y.","indirect migration background","20","","","","2"
"Part-time","1999","35-65 y.","no migration background","694","0.111824382152056","0.103804551516147","0.119844212787965","2"
"Part-time","1999","35-65 y.","direct migration background","113","0.0902124009257431","0.074827344063819","0.105597457787667","2"
"Part-time","1999","66 and older","no migration background","11","","","","2"
"Part-time","1999","66 and older","direct migration background","1","","","","2"
"Part-time","1999","66 and older","indirect migration background","","","","","2"
"Part-time","1999","35-65 y.","indirect migration background","11","","","","2"
"Full-time","2000","16-34 y.","no migration background","2507","0.486468777942677","0.473183234091783","0.499754321793571","1"
"Full-time","2000","16-34 y.","direct migration background","388","0.409460215920029","0.37886012682578","0.440060305014279","1"
"Full-time","2000","16-34 y.","indirect migration background","266","0.349768539346749","0.314837143455607","0.384699935237891","1"
"Full-time","2000","35-65 y.","no migration background","5876","0.518777371531604","0.50960185128737","0.527952891775838","1"
"Full-time","2000","66 and older","direct migration background","3","","","","1"
"Full-time","2000","66 and older","no migration background","29","","","","1"
"Full-time","2000","35-65 y.","direct migration background","969","0.494502561003638","0.472541353603873","0.516463768403403","1"
"Full-time","2000","66 and older","indirect migration background","1","","","","1"
"Full-time","2000","35-65 y.","indirect migration background","46","0.474185676193352","0.374816281182833","0.573555071203872","1"
"Non-working","2000","16-34 y.","no migration background","1726","0.296418826575232","0.284279952076222","0.308557701074241","5"
"Non-working","2000","16-34 y.","direct migration background","429","0.415411660663015","0.384745693193156","0.446077628132875","5"
"Non-working","2000","16-34 y.","indirect migration background","290","0.409352268045487","0.373335523906354","0.445369012184619","5"
"Non-working","2000","35-65 y.","no migration background","3650","0.317647341755013","0.309097772756131","0.326196910753894","5"
"Non-working","2000","35-65 y.","direct migration background","752","0.345471601167216","0.324584273260757","0.366358929073674","5"
"Non-working","2000","66 and older","direct migration background","354","0.982011675618859","0.968301337320058","0.99572201391766","5"
"Non-working","2000","66 and older","indirect migration background","17","","","","5"
"Non-working","2000","35-65 y.","indirect migration background","26","","","","5"
"Non-working","2000","66 and older","no migration background","3177","0.969790474067521","0.963915802339401","0.975665145795641","5"
"Other","2000","16-34 y.","no migration background","788","0.139904907893181","0.130684330144158","0.149125485642204","6"
"Other","2000","16-34 y.","direct migration background","97","0.10022503770246","0.0815377048523846","0.118912370552536","6"
"Other","2000","16-34 y.","indirect migration background","130","0.194254000912275","0.165275518034727","0.223232483789822","6"
"Other","2000","35-65 y.","no migration background","407","0.0369949708914278","0.0335287775181307","0.040461164264725","6"
"Other","2000","35-65 y.","direct migration background","60","0.0379618775096909","0.0295676169862263","0.0463561380331556","6"
"Other","2000","66 and older","no migration background","30","0.0122532469467724","0.00847734167760455","0.0160291522159403","6"
"Other","2000","66 and older","direct migration background","2","","","","6"
"Other","2000","66 and older","indirect migration background","","","","","6"
"Other","2000","35-65 y.","indirect migration background","4","","","","6"
"Part-time","2000","16-34 y.","no migration background","416","0.0772074875889102","0.0701125240876001","0.0843024510902203","2"
"Part-time","2000","16-34 y.","direct migration background","78","0.0749030857144952","0.0585222624085286","0.0912839090204619","2"
"Part-time","2000","16-34 y.","indirect migration background","30","0.0466251916954896","0.0311821184566072","0.062068264934372","2"
"Part-time","2000","35-65 y.","no migration background","1458","0.126580315821956","0.120474246363529","0.132686385280382","2"
"Part-time","2000","35-65 y.","direct migration background","210","0.122063960319455","0.107684664185015","0.136443256453896","2"
"Part-time","2000","66 and older","no migration background","25","","","","2"
"Part-time","2000","66 and older","direct migration background","2","","","","2"
"Part-time","2000","66 and older","indirect migration background","","","","","2"
"Part-time","2000","35-65 y.","indirect migration background","21","","","","2"
"Full-time","2001","35-65 y.","no migration background","5433","0.522482843443439","0.512903750747451","0.532061936139426","1"
"Full-time","2001","16-34 y.","no migration background","2117","0.469506747144856","0.455402938595786","0.483610555693927","1"
"Full-time","2001","16-34 y.","direct migration background","329","0.366150991736055","0.333475068415373","0.398826915056738","1"
"Full-time","2001","16-34 y.","indirect migration background","245","0.384658996502485","0.347400672428886","0.421917320576084","1"
"Full-time","2001","35-65 y.","direct migration background","873","0.490009562691282","0.466714307693978","0.513304817688586","1"
"Full-time","2001","35-65 y.","indirect migration background","56","0.545693595089994","0.450000570993949","0.641386619186039","1"
"Full-time","2001","66 and older","no migration background","26","","","","1"
"Full-time","2001","66 and older","direct migration background","3","","","","1"
"Full-time","2001","66 and older","indirect migration background","","","","","1"
"Non-working","2001","16-34 y.","no migration background","1564","0.29861000512899","0.28567675986433","0.311543250393649","5"
"Non-working","2001","35-65 y.","no migration background","3234","0.308910601382103","0.300049710452403","0.317771492311803","5"
"Non-working","2001","66 and older","direct migration background","332","0.975821514740788","0.959518397906668","0.992124631574908","5"
"Non-working","2001","66 and older","indirect migration background","17","","","","5"
"Non-working","2001","16-34 y.","direct migration background","332","0.401486521617952","0.368237619774259","0.434735423461645","5"
"Non-working","2001","16-34 y.","indirect migration background","266","0.377073285787589","0.33995748785013","0.414189083725048","5"
"Non-working","2001","35-65 y.","direct migration background","654","0.365528003228493","0.343086562707709","0.387969443749277","5"
"Non-working","2001","35-65 y.","indirect migration background","27","","","","5"
"Non-working","2001","66 and older","no migration background","3005","0.970931836045229","0.965004585279375","0.976859086811083","5"
"Other","2001","16-34 y.","no migration background","757","0.150882162087789","0.140766868683905","0.160997455491673","6"
"Other","2001","35-65 y.","no migration background","401","0.0387442567573914","0.0350432744434137","0.0424452390713691","6"
"Other","2001","35-65 y.","direct migration background","45","0.0252343866406366","0.0179258462538824","0.0325429270273908","6"
"Other","2001","16-34 y.","indirect migration background","122","0.204287859432985","0.173411455622933","0.235164263243036","6"
"Other","2001","16-34 y.","direct migration background","112","0.155346477633924","0.130777060302512","0.179915894965335","6"
"Other","2001","66 and older","no migration background","37","0.0146763166361006","0.0104335599409616","0.0189190733312396","6"
"Other","2001","66 and older","direct migration background","4","","","","6"
"Other","2001","66 and older","indirect migration background","1","","","","6"
"Other","2001","35-65 y.","indirect migration background","4","","","","6"
"Part-time","2001","16-34 y.","indirect migration background","22","","","","2"
"Part-time","2001","35-65 y.","no migration background","1377","0.129862298417067","0.123415718000117","0.136308878834017","2"
"Part-time","2001","35-65 y.","direct migration background","197","0.119228047439588","0.104127067569545","0.134329027309631","2"
"Part-time","2001","66 and older","no migration background","18","","","","2"
"Part-time","2001","66 and older","direct migration background","2","","","","2"
"Part-time","2001","16-34 y.","no migration background","372","0.0810010856383647","0.073290657891188","0.0887115133855413","2"
"Part-time","2001","16-34 y.","direct migration background","62","0.0770160090120695","0.0589320946281765","0.0950999233959626","2"
"Part-time","2001","35-65 y.","indirect migration background","17","","","","2"
"Part-time","2001","66 and older","indirect migration background","","","","","2"
"Full-time","2002","35-65 y.","no migration background","6101","0.509323816062486","0.500178273768434","0.518469358356538","1"
"Full-time","2002","16-34 y.","no migration background","2004","0.451609261004441","0.437535237456408","0.465683284552474","1"
"Full-time","2002","16-34 y.","direct migration background","287","0.380830777685598","0.3459616843844","0.415699870986796","1"
"Full-time","2002","16-34 y.","indirect migration background","229","0.343802876775622","0.306946752311049","0.380659001240194","1"
"Full-time","2002","66 and older","direct migration background","1","","","","1"
"Full-time","2002","66 and older","no migration background","37","0.00753566661328332","0.00457247499930732","0.0104988582272593","1"
"Full-time","2002","35-65 y.","direct migration background","840","0.474671110527512","0.451085693480504","0.498256527574519","1"
"Full-time","2002","35-65 y.","indirect migration background","72","0.520593510579085","0.434716336634372","0.606470684523797","1"
"Full-time","2002","66 and older","indirect migration background","","","","","1"
"Non-working","2002","16-34 y.","no migration background","1671","0.32064105073963","0.307441747403125","0.333840354076136","5"
"Non-working","2002","35-65 y.","no migration background","3309","0.315174826076077","0.306675576153359","0.323674075998795","5"
"Non-working","2002","66 and older","direct migration background","343","0.966622055396917","0.947884243141602","0.985359867652232","5"
"Non-working","2002","66 and older","indirect migration background","14","","","","5"
"Non-working","2002","16-34 y.","direct migration background","307","0.399192969113364","0.364026489118509","0.434359449108219","5"
"Non-working","2002","16-34 y.","indirect migration background","261","0.40492366950974","0.36683369590219","0.443013643117291","5"
"Non-working","2002","35-65 y.","direct migration background","635","0.367662217995146","0.344888675870318","0.390435760119974","5"
"Non-working","2002","35-65 y.","indirect migration background","32","0.25357868892349","0.178791913851983","0.328365463994997","5"
"Non-working","2002","66 and older","no migration background","3165","0.974063622906845","0.968617470861986","0.979509774951704","5"
"Other","2002","16-34 y.","no migration background","785","0.154072161780659","0.143862283974897","0.164282039586422","6"
"Other","2002","16-34 y.","direct migration background","97","0.150971010336166","0.125262435916345","0.176679584755987","6"
"Other","2002","16-34 y.","indirect migration background","117","0.211737211435431","0.180036291964765","0.243438130906097","6"
"Other","2002","35-65 y.","no migration background","453","0.043443195305205","0.0397138616203269","0.047172528990083","6"
"Other","2002","35-65 y.","direct migration background","59","0.0404700261064738","0.0311626442403937","0.0497774079725539","6"
"Other","2002","66 and older","no migration background","33","0.00906166748776284","0.00581476819334483","0.0123085667821809","6"
"Other","2002","66 and older","direct migration background","8","","","","6"
"Other","2002","66 and older","indirect migration background","2","","","","6"
"Other","2002","35-65 y.","indirect migration background","1","","","","6"
