"erwst","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Other","1993","Couple + C. LE 16 ","Urban Area","46","0.0238581190683324","0.0171598885740525","0.0305563495626123","6"
"Other","1993","Couple + C. LE 16 ","Rural Area","29","","","","6"
"Other","1993","Couple + C. GT 16 ","Urban Area","168","0.106846824419722","0.0920704963185579","0.121623152520887","6"
"Other","1993","Couple + C. GT 16 ","Rural Area","94","0.104409380152523","0.0846174590946213","0.124201301210424","6"
"Other","1993","Couple + C. LE and GT 16","Urban Area","103","0.131419908995013","0.108022522489485","0.15481729550054","6"
"Other","1993","Couple + C. LE and GT 16","Rural Area","64","0.181576505398846","0.143317413432471","0.219835597365221","6"
"Part-time","1993","(Married) couple without C. ","Rural Area","36","0.0366568735568701","0.0251189087150148","0.0481948383987255","2"
"Part-time","1993","Couple + C. LE 16 ","Rural Area","113","0.128317178927911","0.108800083470303","0.147834274385519","2"
"Part-time","1993","1-pers.-HH","Rural Area","7","","","","2"
"Part-time","1993","Single parent ","Urban Area","41","0.100828649610465","0.0718244339094686","0.129832865311461","2"
"Part-time","1993","1-pers.-HH","Urban Area","25","","","","2"
"Part-time","1993","(Married) couple without C. ","Urban Area","119","0.0537068083487078","0.0445274440915631","0.0628861726058524","2"
"Part-time","1993","Single parent ","Rural Area","15","","","","2"
"Part-time","1993","Couple + C. LE 16 ","Urban Area","240","0.142226881761332","0.126896160970892","0.157557602551772","2"
"Part-time","1993","Couple + C. GT 16 ","Rural Area","54","0.0758495310404079","0.0587134614454823","0.0929856006353335","2"
"Part-time","1993","Couple + C. LE and GT 16","Urban Area","66","0.085100601961449","0.065777145189241","0.104424058733657","2"
"Part-time","1993","Couple + C. LE and GT 16","Rural Area","28","","","","2"
"Part-time","1993","Couple + C. GT 16 ","Urban Area","119","0.0819650040126018","0.068844014338358","0.0950859936868456","2"
"Full-time","1994","1-pers.-HH","Urban Area","427","0.361152425654356","0.331703697958325","0.390601153350388","1"
"Full-time","1994","1-pers.-HH","Rural Area","124","0.287644399807375","0.242890776836758","0.332398022777992","1"
"Full-time","1994","(Married) couple without C. ","Urban Area","1065","0.41129028199295","0.39139127479466","0.431189289191241","1"
"Full-time","1994","(Married) couple without C. ","Rural Area","414","0.339222488931051","0.31066723168426","0.367777746177841","1"
"Full-time","1994","Single parent ","Urban Area","159","0.37883678831345","0.331238582820979","0.426434993805921","1"
"Full-time","1994","Single parent ","Rural Area","73","0.372233704536367","0.301810521895977","0.442656887176756","1"
"Full-time","1994","Couple + C. LE 16 ","Urban Area","1086","0.546853983099526","0.524866272798642","0.56884169340041","1"
"Full-time","1994","Couple + C. LE 16 ","Rural Area","643","0.56639263447176","0.536531082097761","0.596254186845759","1"
"Full-time","1994","Couple + C. GT 16 ","Urban Area","703","0.418203977918188","0.39395097070628","0.442456985130097","1"
"Full-time","1994","Couple + C. GT 16 ","Rural Area","431","0.458565126272932","0.425587308128376","0.491542944417489","1"
"Full-time","1994","Couple + C. LE and GT 16","Urban Area","337","0.429422190576298","0.394482377102347","0.464362004050248","1"
"Full-time","1994","Couple + C. LE and GT 16","Rural Area","184","0.417969073341381","0.370285116615916","0.465653030066846","1"
"Non-working","1994","(Married) couple without C. ","Rural Area","591","0.61253862472897","0.583155560848704","0.641921688609237","5"
"Non-working","1994","1-pers.-HH","Urban Area","539","0.591324535931891","0.561185810976731","0.621463260887052","5"
"Non-working","1994","1-pers.-HH","Rural Area","252","0.677295223406648","0.631073778343053","0.723516668470244","5"
"Non-working","1994","(Married) couple without C. ","Urban Area","1104","0.514057732910062","0.493845938657148","0.534269527162976","5"
"Non-working","1994","Couple + C. GT 16 ","Rural Area","306","0.364487100522517","0.332634011095361","0.396340189949674","5"
"Non-working","1994","Couple + C. LE and GT 16","Urban Area","280","0.369708438603275","0.335634578965898","0.403782298240651","5"
"Non-working","1994","Couple + C. LE and GT 16","Rural Area","113","0.279249233736014","0.235876606321531","0.322621861150498","5"
"Non-working","1994","Single parent ","Urban Area","170","0.434714886262192","0.386074426229212","0.483355346295171","5"
"Non-working","1994","Couple + C. LE 16 ","Rural Area","278","0.274064965455375","0.247187958952465","0.300941971958285","5"
"Non-working","1994","Single parent ","Rural Area","75","0.38426958589985","0.313406165167227","0.455133006632473","5"
"Non-working","1994","Couple + C. LE 16 ","Urban Area","592","0.281333217863527","0.261472290386546","0.301194145340508","5"
"Non-working","1994","Couple + C. GT 16 ","Urban Area","655","0.428634221048029","0.404301724207359","0.452966717888698","5"
"Other","1994","1-pers.-HH","Urban Area","24","","","","6"
"Other","1994","1-pers.-HH","Rural Area","9","","","","6"
"Other","1994","(Married) couple without C. ","Urban Area","51","0.0181333689947315","0.0127373672366289","0.0235293707528342","6"
"Other","1994","(Married) couple without C. ","Rural Area","15","","","","6"
"Other","1994","Single parent ","Urban Area","38","0.100836006335991","0.0712906715528203","0.130381341119162","6"
"Other","1994","Single parent ","Rural Area","19","","","","6"
"Other","1994","Couple + C. LE 16 ","Urban Area","68","0.0403608646528341","0.0316680696282126","0.0490536596774557","6"
"Other","1994","Couple + C. LE 16 ","Rural Area","37","0.0496626183995149","0.0365720359554412","0.0627532008435885","6"
"Other","1994","Couple + C. GT 16 ","Urban Area","122","0.0727325090646924","0.059963624983697","0.0855013931456878","6"
"Other","1994","Couple + C. GT 16 ","Rural Area","85","0.100349446079407","0.0804636624375537","0.12023522972126","6"
"Other","1994","Couple + C. LE and GT 16","Urban Area","99","0.128396522331976","0.104783204667114","0.152009839996838","6"
"Other","1994","Couple + C. LE and GT 16","Rural Area","77","0.176978556152504","0.140081384268834","0.213875728036174","6"
"Part-time","1994","(Married) couple without C. ","Rural Area","36","0.0344871047462978","0.0234812560191562","0.0454929534734394","2"
"Part-time","1994","Single parent ","Rural Area","14","","","","2"
"Part-time","1994","Couple + C. LE 16 ","Urban Area","223","0.131451934384113","0.116527232935653","0.146376635832572","2"
"Part-time","1994","1-pers.-HH","Rural Area","8","","","","2"
"Part-time","1994","(Married) couple without C. ","Urban Area","129","0.0565186161022562","0.0471802905549646","0.0658569416495477","2"
"Part-time","1994","Single parent ","Urban Area","32","0.0856123190883672","0.0581589937267566","0.113065644449978","2"
"Part-time","1994","Couple + C. LE 16 ","Rural Area","100","0.10987978167335","0.0910351139599062","0.128724449386793","2"
"Part-time","1994","1-pers.-HH","Urban Area","32","0.0279819344202967","0.0178708280639472","0.0380930407766462","2"
"Part-time","1994","Couple + C. GT 16 ","Rural Area","55","0.0765983271251436","0.0589966818147948","0.0941999724354923","2"
"Part-time","1994","Couple + C. LE and GT 16","Urban Area","55","0.0724728484884515","0.0541719722776683","0.0907737246992347","2"
"Part-time","1994","Couple + C. LE and GT 16","Rural Area","37","0.125803136770101","0.0937421018627556","0.157864171677446","2"
"Part-time","1994","Couple + C. GT 16 ","Urban Area","109","0.0804292919690904","0.067057616441624","0.0938009674965568","2"
"Full-time","1995","1-pers.-HH","Urban Area","453","0.357849734017313","0.328978270861676","0.38672119717295","1"
"Full-time","1995","1-pers.-HH","Rural Area","119","0.265760626079333","0.222525168582046","0.30899608357662","1"
"Full-time","1995","(Married) couple without C. ","Urban Area","1090","0.398915855821643","0.379446425707529","0.418385285935757","1"
"Full-time","1995","(Married) couple without C. ","Rural Area","440","0.340162115372766","0.312126740182901","0.368197490562631","1"
"Full-time","1995","Single parent ","Urban Area","158","0.352921263674597","0.307272972950718","0.398569554398476","1"
"Full-time","1995","Single parent ","Rural Area","87","0.453670463469187","0.38379440842903","0.523546518509343","1"
"Full-time","1995","Couple + C. LE 16 ","Urban Area","1116","0.544340422619919","0.522792026158438","0.5658888190814","1"
"Full-time","1995","Couple + C. LE 16 ","Rural Area","666","0.566106519998373","0.536897891297388","0.595315148699357","1"
"Full-time","1995","Couple + C. GT 16 ","Urban Area","680","0.401500376994483","0.377420654444538","0.425580099544427","1"
"Full-time","1995","Couple + C. GT 16 ","Rural Area","433","0.435167708234024","0.403026434582302","0.467308981885746","1"
"Full-time","1995","Couple + C. LE and GT 16","Urban Area","341","0.417259297730272","0.383025142292876","0.451493453167668","1"
"Full-time","1995","Couple + C. LE and GT 16","Rural Area","216","0.446818971503012","0.401036584623374","0.49260135838265","1"
"Non-working","1995","(Married) couple without C. ","Rural Area","580","0.595389269295147","0.566344764444354","0.624433774145941","5"
"Non-working","1995","1-pers.-HH","Urban Area","537","0.580631596515223","0.550911631300274","0.610351561730172","5"
"Non-working","1995","1-pers.-HH","Rural Area","260","0.680538506731094","0.634902092307869","0.726174921154318","5"
"Non-working","1995","(Married) couple without C. ","Urban Area","1143","0.520486594928546","0.500623354247998","0.540349835609093","5"
"Non-working","1995","Couple + C. GT 16 ","Rural Area","306","0.369813406344522","0.338516536871464","0.401110275817579","5"
"Non-working","1995","Couple + C. LE and GT 16","Urban Area","293","0.367605472510036","0.334131753523952","0.40107919149612","5"
"Non-working","1995","Couple + C. LE and GT 16","Rural Area","140","0.315795495070535","0.272990453824857","0.358600536316213","5"
"Non-working","1995","Single parent ","Rural Area","74","0.339973871078745","0.273487271799503","0.406460470357988","5"
"Non-working","1995","Couple + C. LE 16 ","Urban Area","618","0.287398504328493","0.26781794788899","0.306979060767997","5"
"Non-working","1995","Single parent ","Urban Area","183","0.433969771827796","0.386626682347609","0.481312861307982","5"
"Non-working","1995","Couple + C. LE 16 ","Rural Area","298","0.279668419082183","0.253216421821442","0.306120416342925","5"
"Non-working","1995","Couple + C. GT 16 ","Urban Area","660","0.439551905993588","0.415171027989035","0.463932783998142","5"
"Other","1995","1-pers.-HH","Urban Area","34","0.029087132812214","0.018965730303244","0.039208535321184","6"
"Other","1995","1-pers.-HH","Rural Area","13","","","","6"
"Other","1995","(Married) couple without C. ","Urban Area","59","0.0245182578583534","0.018369330946164","0.0306671847705428","6"
"Other","1995","(Married) couple without C. ","Rural Area","27","","","","6"
"Other","1995","Single parent ","Urban Area","43","0.11482171248613","0.0843684076843693","0.145275017287892","6"
"Other","1995","Single parent ","Rural Area","16","","","","6"
"Other","1995","Couple + C. LE 16 ","Urban Area","70","0.0343177252001155","0.0264411796491199","0.042194270751111","6"
"Other","1995","Couple + C. LE 16 ","Rural Area","31","0.0405568614439661","0.0289313433147703","0.0521823795731619","6"
"Other","1995","Couple + C. GT 16 ","Urban Area","132","0.0781718900269563","0.0649854720061575","0.0913583080477552","6"
"Other","1995","Couple + C. GT 16 ","Rural Area","116","0.123996565528111","0.102630098071213","0.14536303298501","6"
"Other","1995","Couple + C. LE and GT 16","Urban Area","105","0.136339911123047","0.112516614459021","0.160163207787074","6"
"Other","1995","Couple + C. LE and GT 16","Rural Area","61","0.125306502035873","0.0948195686047495","0.155793435466996","6"
"Part-time","1995","1-pers.-HH","Urban Area","35","0.0324315366552502","0.0217625118062712","0.0431005615042292","2"
"Part-time","1995","(Married) couple without C. ","Rural Area","50","0.0440966339378153","0.0319472434039149","0.0562460244717157","2"
"Part-time","1995","Single parent ","Rural Area","18","","","","2"
"Part-time","1995","Couple + C. LE 16 ","Urban Area","248","0.133943347851472","0.119206888904153","0.148679806798791","2"
"Part-time","1995","1-pers.-HH","Rural Area","9","","","","2"
"Part-time","1995","(Married) couple without C. ","Urban Area","138","0.0560792913914578","0.0469315480738969","0.0652270347090187","2"
"Part-time","1995","Single parent ","Urban Area","37","0.0982872520114765","0.0698498613402672","0.126724642682686","2"
"Part-time","1995","Couple + C. LE 16 ","Rural Area","111","0.113668199475478","0.0949618870414371","0.132374511909519","2"
"Part-time","1995","Couple + C. GT 16 ","Rural Area","59","0.0710223198933432","0.0543699879266018","0.0876746518600846","2"
"Part-time","1995","Couple + C. LE and GT 16","Urban Area","58","0.0787953186366448","0.0600907711241473","0.0974998661491423","2"
"Part-time","1995","Couple + C. LE and GT 16","Rural Area","36","0.11207903139058","0.0830288846414804","0.14112917813968","2"
"Part-time","1995","Couple + C. GT 16 ","Urban Area","120","0.0807758269849724","0.0673905308439913","0.0941611231259534","2"
"Full-time","1996","1-pers.-HH","Urban Area","448","0.35854523648133","0.329756375372811","0.387334097589848","1"
"Full-time","1996","1-pers.-HH","Rural Area","138","0.293155249927101","0.249775328231707","0.336535171622495","1"
"Full-time","1996","(Married) couple without C. ","Urban Area","1039","0.37887922669693","0.359583454015664","0.398174999378196","1"
"Full-time","1996","(Married) couple without C. ","Rural Area","460","0.326708488002555","0.299506739706341","0.353910236298768","1"
"Full-time","1996","Single parent ","Urban Area","171","0.345574558056678","0.301489106088764","0.389660010024593","1"
"Full-time","1996","Single parent ","Rural Area","81","0.420197576149939","0.352957266765434","0.487437885534444","1"
"Full-time","1996","Couple + C. LE 16 ","Urban Area","1072","0.542816447084962","0.520940078993127","0.564692815176798","1"
"Full-time","1996","Couple + C. LE 16 ","Rural Area","587","0.538298388073867","0.507659016773208","0.568937759374527","1"
"Full-time","1996","Couple + C. GT 16 ","Urban Area","642","0.40359077722691","0.378910217929336","0.428271336524484","1"
"Full-time","1996","Couple + C. GT 16 ","Rural Area","403","0.434565503269585","0.401416514567056","0.467714491972114","1"
"Full-time","1996","Couple + C. LE and GT 16","Urban Area","319","0.401926737144205","0.367274158038607","0.436579316249803","1"
"Full-time","1996","Couple + C. LE and GT 16","Rural Area","231","0.441848687233867","0.39765197318462","0.486045401283115","1"
"Non-working","1996","(Married) couple without C. ","Rural Area","610","0.606173525874891","0.577835736030592","0.634511315719191","5"
"Non-working","1996","1-pers.-HH","Urban Area","544","0.570603336929924","0.540889004700884","0.600317669158965","5"
"Non-working","1996","1-pers.-HH","Rural Area","264","0.663455770195773","0.618425456799838","0.708486083591709","5"
"Non-working","1996","(Married) couple without C. ","Urban Area","1177","0.540880210056151","0.521058674213048","0.560701745899254","5"
"Non-working","1996","Couple + C. GT 16 ","Rural Area","304","0.383308907844901","0.350795701313651","0.41582211437615","5"
"Non-working","1996","Couple + C. LE and GT 16","Urban Area","263","0.340571290508087","0.307076839478348","0.374065741537826","5"
"Non-working","1996","Couple + C. LE and GT 16","Rural Area","145","0.317800692919896","0.276361596352332","0.35923978948746","5"
"Non-working","1996","Single parent ","Rural Area","87","0.373760914792353","0.307854157370676","0.439667672214029","5"
"Non-working","1996","Couple + C. LE 16 ","Urban Area","598","0.285747519455726","0.265908484750639","0.305586554160813","5"
"Non-working","1996","Couple + C. GT 16 ","Urban Area","629","0.422132358610136","0.397286688447189","0.446978028773082","5"
"Non-working","1996","Single parent ","Urban Area","183","0.424005915608952","0.378192855792774","0.46981897542513","5"
"Non-working","1996","Couple + C. LE 16 ","Rural Area","285","0.28944661012255","0.261574477087676","0.317318743157425","5"
"Other","1996","(Married) couple without C. ","Rural Area","23","","","","6"
"Other","1996","1-pers.-HH","Urban Area","35","0.0292273120366862","0.0191156463748384","0.039338977698534","6"
"Other","1996","1-pers.-HH","Rural Area","9","","","","6"
"Other","1996","(Married) couple without C. ","Urban Area","68","0.0250198750455138","0.0188074065501919","0.0312323435408357","6"
"Other","1996","Single parent ","Urban Area","44","0.108418548693214","0.0795963812733322","0.137240716113095","6"
"Other","1996","Single parent ","Rural Area","20","","","","6"
"Other","1996","Couple + C. LE 16 ","Urban Area","70","0.0398645277247882","0.0312731464447344","0.048455909004842","6"
"Other","1996","Couple + C. LE 16 ","Rural Area","32","0.0344646612429103","0.0232532906500834","0.0456760318357373","6"
"Other","1996","Couple + C. GT 16 ","Urban Area","116","0.0737824105302106","0.060631823574442","0.0869329974859792","6"
"Other","1996","Couple + C. GT 16 ","Rural Area","91","0.102030638792324","0.0817889114152702","0.122272366169377","6"
"Other","1996","Couple + C. LE and GT 16","Urban Area","106","0.1395702403196","0.115077405944942","0.164063074694258","6"
"Other","1996","Couple + C. LE and GT 16","Rural Area","65","0.127635034738967","0.0979381235601493","0.157331945917785","6"
"Part-time","1996","1-pers.-HH","Urban Area","39","0.0416241145520595","0.0296343699680578","0.0536138591360613","2"
"Part-time","1996","(Married) couple without C. ","Rural Area","49","0.0482813619984198","0.0358488443984824","0.0607138795983572","2"
"Part-time","1996","Single parent ","Urban Area","49","0.122000977641156","0.0916604589512918","0.15234149633102","2"
"Part-time","1996","Single parent ","Rural Area","19","","","","2"
"Part-time","1996","Couple + C. LE 16 ","Urban Area","252","0.131571505734524","0.11672749093023","0.146415520538817","2"
"Part-time","1996","Couple + C. LE 16 ","Rural Area","113","0.137790340560672","0.116606561252189","0.158974119869154","2"
"Part-time","1996","1-pers.-HH","Rural Area","12","","","","2"
"Part-time","1996","(Married) couple without C. ","Urban Area","144","0.0552206882014052","0.046135376231411","0.0643060001713993","2"
"Part-time","1996","Couple + C. GT 16 ","Rural Area","61","0.0800949500931908","0.0619429043147831","0.0982469958715985","2"
"Part-time","1996","Couple + C. LE and GT 16","Urban Area","81","0.117931732028108","0.0951361146389134","0.140727349417302","2"
"Part-time","1996","Couple + C. LE and GT 16","Rural Area","44","0.112715585107269","0.0845706252718662","0.140860544942672","2"
"Part-time","1996","Couple + C. GT 16 ","Urban Area","131","0.100494453632744","0.085369809160156","0.115619098105332","2"
"Full-time","1997","1-pers.-HH","Urban Area","422","0.344678612381118","0.315931926691278","0.373425298070959","1"
"Full-time","1997","1-pers.-HH","Rural Area","140","0.283949544851787","0.240409198039438","0.327489891664135","1"
"Full-time","1997","(Married) couple without C. ","Urban Area","1047","0.379916850431186","0.360693771842007","0.399139929020364","1"
"Full-time","1997","(Married) couple without C. ","Rural Area","438","0.303469363382138","0.277102758678516","0.329835968085759","1"
"Full-time","1997","Single parent ","Urban Area","161","0.334649142380573","0.289840322087233","0.379457962673913","1"
"Full-time","1997","Single parent ","Rural Area","84","0.410850168735738","0.344623215747594","0.477077121723882","1"
"Full-time","1997","Couple + C. LE 16 ","Urban Area","1006","0.536555309470723","0.514062003031485","0.559048615909962","1"
"Full-time","1997","Couple + C. LE 16 ","Rural Area","545","0.543162182027406","0.51165146679578","0.574672897259032","1"
"Full-time","1997","Couple + C. GT 16 ","Urban Area","619","0.389534997196416","0.36489005523328","0.414179939159552","1"
"Full-time","1997","Couple + C. GT 16 ","Rural Area","436","0.453285428553288","0.420319733136318","0.486251123970258","1"
"Full-time","1997","Couple + C. LE and GT 16","Urban Area","305","0.397600258659812","0.362574852767799","0.432625664551826","1"
"Full-time","1997","Couple + C. LE and GT 16","Rural Area","233","0.47875036137984","0.43324788463753","0.52425283812215","1"
"Non-working","1997","1-pers.-HH","Urban Area","557","0.593223362960248","0.56351076917674","0.622935956743755","5"
"Non-working","1997","1-pers.-HH","Rural Area","258","0.684605283019318","0.639736239333961","0.729474326704676","5"
"Non-working","1997","(Married) couple without C. ","Urban Area","1206","0.545630430509108","0.525910398795786","0.565350462222429","5"
"Non-working","1997","(Married) couple without C. ","Rural Area","653","0.628345411242689","0.600631639020572","0.656059183464806","5"
"Non-working","1997","Single parent ","Urban Area","177","0.416342655897756","0.369531677016979","0.463153634778532","5"
"Non-working","1997","Single parent ","Rural Area","86","0.394402610218062","0.328615312431058","0.460189908005065","5"
"Non-working","1997","Couple + C. LE 16 ","Urban Area","557","0.279332359990819","0.259094003942682","0.299570716038956","5"
"Non-working","1997","Couple + C. LE 16 ","Rural Area","288","0.307508152406395","0.278317209469018","0.336699095343771","5"
"Non-working","1997","Couple + C. GT 16 ","Urban Area","635","0.43042664254477","0.405403112290005","0.455450172799535","5"
"Non-working","1997","Couple + C. GT 16 ","Rural Area","293","0.373632004976962","0.341596405700153","0.405667604253771","5"
"Non-working","1997","Couple + C. LE and GT 16","Urban Area","278","0.379651022467902","0.344919183272035","0.41438286166377","5"
"Non-working","1997","Couple + C. LE and GT 16","Rural Area","137","0.286640763477373","0.245451813957253","0.327829712997493","5"
"Other","1997","(Married) couple without C. ","Urban Area","50","0.0154193167904984","0.0105394055870323","0.0202992279939644","6"
"Other","1997","1-pers.-HH","Rural Area","7","","","","6"
"Other","1997","1-pers.-HH","Urban Area","29","","","","6"
"Other","1997","(Married) couple without C. ","Rural Area","27","","","","6"
"Other","1997","Single parent ","Urban Area","37","0.0921537487387647","0.0646870826970419","0.119620414780488","6"
"Other","1997","Single parent ","Rural Area","19","","","","6"
"Other","1997","Couple + C. LE 16 ","Urban Area","83","0.0418349295725601","0.0328039099789397","0.0508659491661804","6"
"Other","1997","Couple + C. LE 16 ","Rural Area","25","","","","6"
"Other","1997","Couple + C. GT 16 ","Urban Area","143","0.094873604773704","0.0800637265006279","0.10968348304678","6"
"Other","1997","Couple + C. GT 16 ","Rural Area","89","0.0995279934608468","0.0797034237264004","0.119352563195293","6"
"Other","1997","Couple + C. LE and GT 16","Urban Area","87","0.122441819669793","0.0989822356834243","0.145901403656162","6"
"Other","1997","Couple + C. LE and GT 16","Rural Area","55","0.120115767337558","0.0905035878438794","0.149727946831237","6"
"Part-time","1997","Couple + C. LE 16 ","Rural Area","102","0.120370440674081","0.099786794528811","0.140954086819351","2"
"Part-time","1997","1-pers.-HH","Rural Area","7","","","","2"
"Part-time","1997","1-pers.-HH","Urban Area","42","0.0412176603766621","0.0291934899641355","0.0532418307891888","2"
"Part-time","1997","Single parent ","Rural Area","23","","","","2"
"Part-time","1997","Single parent ","Urban Area","51","0.156854452982907","0.12232076243255","0.191388143533264","2"
"Part-time","1997","(Married) couple without C. ","Urban Area","146","0.0590334022692084","0.0496989313107117","0.0683678732277051","2"
"Part-time","1997","Couple + C. LE 16 ","Urban Area","242","0.142277400965898","0.126519858577373","0.158034943354422","2"
"Part-time","1997","(Married) couple without C. ","Rural Area","50","0.0507607265372308","0.0381720975693453","0.0633493555051163","2"
"Part-time","1997","Couple + C. GT 16 ","Urban Area","107","0.08516475548511","0.0710580509979727","0.0992714599722473","2"
"Part-time","1997","Couple + C. GT 16 ","Rural Area","58","0.0735545730089034","0.0562679246302787","0.0908412213875282","2"
"Part-time","1997","Couple + C. LE and GT 16","Urban Area","80","0.100306899202492","0.0788073151889873","0.121806483215997","2"
"Part-time","1997","Couple + C. LE and GT 16","Rural Area","38","0.11449310780523","0.0854900865794424","0.143496129031017","2"
"Full-time","1998","1-pers.-HH","Urban Area","524","0.352853091992144","0.326613215835106","0.379092968149182","1"
"Full-time","1998","1-pers.-HH","Rural Area","145","0.251482110310875","0.213105908858925","0.289858311762824","1"
"Full-time","1998","(Married) couple without C. ","Urban Area","1170","0.373875536546843","0.355995965889764","0.391755107203922","1"
"Full-time","1998","(Married) couple without C. ","Rural Area","506","0.298833969176628","0.274639162436569","0.323028775916687","1"
"Full-time","1998","Single parent ","Urban Area","178","0.343172550498254","0.30096288848105","0.385382212515459","1"
"Full-time","1998","Single parent ","Rural Area","84","0.361243617795794","0.298891905394443","0.423595330197145","1"
"Full-time","1998","Couple + C. LE 16 ","Urban Area","1082","0.532822948752346","0.511167275524766","0.554478621979927","1"
"Full-time","1998","Couple + C. LE 16 ","Rural Area","602","0.548636913081983","0.518875641569746","0.57839818459422","1"
"Full-time","1998","Couple + C. GT 16 ","Urban Area","684","0.403534773069424","0.379688480523975","0.427381065614872","1"
"Full-time","1998","Couple + C. GT 16 ","Rural Area","464","0.45988411152161","0.428091238676032","0.491676984367188","1"
"Full-time","1998","Couple + C. LE and GT 16","Urban Area","292","0.383408576529571","0.348305595561169","0.418511557497973","1"
"Full-time","1998","Couple + C. LE and GT 16","Rural Area","222","0.405448266494482","0.363248604928072","0.447647928060891","1"
"Non-working","1998","1-pers.-HH","Urban Area","667","0.585942355793768","0.558895223400357","0.612989488187179","5"
"Non-working","1998","(Married) couple without C. ","Rural Area","770","0.63232399228912","0.606838136700532","0.657809847877707","5"
"Non-working","1998","1-pers.-HH","Rural Area","319","0.695324666480063","0.654612912762608","0.736036420197518","5"
"Non-working","1998","(Married) couple without C. ","Urban Area","1396","0.536735191169985","0.518308051999916","0.555162330340054","5"
"Non-working","1998","Single parent ","Urban Area","205","0.413501734845002","0.369719090284941","0.457284379405063","5"
"Non-working","1998","Single parent ","Rural Area","99","0.41292175074491","0.349012674125391","0.47683082736443","5"
"Non-working","1998","Couple + C. LE 16 ","Urban Area","624","0.290942789766077","0.271228373772244","0.31065720575991","5"
"Non-working","1998","Couple + C. LE 16 ","Rural Area","321","0.302263524150021","0.274798212281249","0.329728836018794","5"
"Non-working","1998","Couple + C. GT 16 ","Urban Area","665","0.419288544830703","0.395304384670111","0.443272704991295","5"
"Non-working","1998","Couple + C. GT 16 ","Rural Area","313","0.365039246368736","0.334327443264073","0.3957510494734","5"
"Non-working","1998","Couple + C. LE and GT 16","Urban Area","276","0.390931509160812","0.35570271716173","0.426160301159894","5"
"Non-working","1998","Couple + C. LE and GT 16","Rural Area","177","0.343844258763659","0.30301882813352","0.384669689393798","5"
"Other","1998","1-pers.-HH","Rural Area","15","","","","6"
"Other","1998","1-pers.-HH","Urban Area","35","0.0205900012614384","0.0127921700512587","0.0283878324716182","6"
"Other","1998","(Married) couple without C. ","Rural Area","29","","","","6"
"Other","1998","(Married) couple without C. ","Urban Area","68","0.0240734312322648","0.0184092023597347","0.0297376601047949","6"
"Other","1998","Single parent ","Urban Area","44","0.0934881736204386","0.0676063405815866","0.119370006659291","6"
"Other","1998","Single parent ","Rural Area","23","","","","6"
"Other","1998","Couple + C. LE 16 ","Urban Area","79","0.0356588189610594","0.0276098859623899","0.0437077519597288","6"
"Other","1998","Couple + C. LE 16 ","Rural Area","41","0.0355796733470981","0.0245011951778373","0.0466581515163589","6"
"Other","1998","Couple + C. GT 16 ","Urban Area","153","0.0950780177733288","0.0808208438082613","0.109335191738396","6"
"Other","1998","Couple + C. GT 16 ","Rural Area","111","0.113624396245376","0.0933799088195131","0.133868883671239","6"
"Other","1998","Couple + C. LE and GT 16","Urban Area","90","0.104905799692279","0.0827825730741335","0.127029026310425","6"
"Other","1998","Couple + C. LE and GT 16","Rural Area","74","0.139143997906889","0.109396947195515","0.168891048618264","6"
"Part-time","1998","1-pers.-HH","Urban Area","48","0.0406145509526493","0.0297752626294801","0.0514538392758186","2"
"Part-time","1998","Couple + C. LE 16 ","Rural Area","110","0.113519889420897","0.0945477447331982","0.132492034108597","2"
"Part-time","1998","(Married) couple without C. ","Rural Area","70","0.0526745710924319","0.0408673731644666","0.0644817690203971","2"
"Part-time","1998","Single parent ","Rural Area","22","","","","2"
"Part-time","1998","(Married) couple without C. ","Urban Area","179","0.0653158410509075","0.0561851230943596","0.0744465590074553","2"
"Part-time","1998","Couple + C. LE 16 ","Urban Area","254","0.140575442520517","0.12548860936997","0.155662275671064","2"
"Part-time","1998","1-pers.-HH","Rural Area","12","","","","2"
"Part-time","1998","Single parent ","Urban Area","59","0.149837541036306","0.118105994678219","0.181569087394392","2"
"Part-time","1998","Couple + C. GT 16 ","Urban Area","124","0.0820986643265445","0.0687556526188611","0.095441676034228","2"
"Part-time","1998","Couple + C. GT 16 ","Rural Area","56","0.0614522458642779","0.04613223190557","0.0767722598229859","2"
"Part-time","1998","Couple + C. LE and GT 16","Urban Area","79","0.120754114617338","0.0972296099115092","0.144278619323166","2"
"Part-time","1998","Couple + C. LE and GT 16","Rural Area","47","0.11156347683497","0.0845039223898493","0.13862303128009","2"
"Full-time","1999","Single parent ","Urban Area","176","0.345962326541354","0.302539967369733","0.389384685712974","1"
"Full-time","1999","Single parent ","Rural Area","86","0.344573019033242","0.286584631883158","0.402561406183325","1"
"Full-time","1999","Couple + C. LE 16 ","Urban Area","1063","0.543629615279925","0.521800136107715","0.565459094452136","1"
"Full-time","1999","Couple + C. LE 16 ","Rural Area","595","0.571149572572618","0.540983715199346","0.601315429945889","1"
"Full-time","1999","Couple + C. GT 16 ","Urban Area","660","0.396538811258747","0.372531956253552","0.420545666263942","1"
"Full-time","1999","Couple + C. GT 16 ","Rural Area","448","0.453880705614891","0.421603969317243","0.486157441912539","1"
