"erwst","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Non-working","1992","Employed","Other degree","54","0.0898762347625364","0.0693801950204968","0.110372274504576"
"Non-working","1992","Employed","no degree/no degree yet","64","0.182110498351096","0.144753586217634","0.219467410484557"
"Other","1992","Not Employed","lower secondary degree","14","","",""
"Other","1992","Not Employed","secondary school degree","25","","",""
"Other","1992","Not Employed","college entrance qualification","10","","",""
"Other","1992","Not Employed","Other degree","1","","",""
"Other","1992","Not Employed","no degree/no degree yet","1","","",""
"Other","1992","Employed","lower secondary degree","217","0.0548850329477395","0.04738236466973","0.0623877012257489"
"Other","1992","Employed","secondary school degree","232","0.0779257506192092","0.0681325164264039","0.0877189848120146"
"Other","1992","Employed","college entrance qualification","100","0.0743741526539269","0.0603363030499697","0.088412002257884"
"Other","1992","Employed","Other degree","15","","",""
"Other","1992","Employed","no degree/no degree yet","19","","",""
"Full-time","1993","Not Employed","lower secondary degree","23","","",""
"Full-time","1993","Not Employed","secondary school degree","23","","",""
"Full-time","1993","Not Employed","college entrance qualification","13","","",""
"Full-time","1993","Not Employed","Other degree","8","","",""
"Full-time","1993","Not Employed","no degree/no degree yet","7","","",""
"Full-time","1993","Employed","lower secondary degree","2274","0.685767162795255","0.669960088330329","0.70157423726018"
"Full-time","1993","Employed","secondary school degree","1997","0.723807101588882","0.70713859291403","0.740475610263734"
"Full-time","1993","Employed","college entrance qualification","954","0.703905674336637","0.679695661664477","0.728115687008796"
"Full-time","1993","Employed","Other degree","588","0.813352796128119","0.784793644894535","0.841911947361703"
"Full-time","1993","Employed","no degree/no degree yet","266","0.68989251270336","0.642570642419946","0.737214382986775"
"Part-time","1993","Not Employed","lower secondary degree","12","","",""
"Part-time","1993","Not Employed","secondary school degree","12","","",""
"Part-time","1993","Not Employed","college entrance qualification","6","","",""
"Part-time","1993","Not Employed","Other degree","2","","",""
"Part-time","1993","Not Employed","no degree/no degree yet","2","","",""
"Part-time","1993","Employed","lower secondary degree","382","0.129405665496066","0.117976304854056","0.140835026138076"
"Part-time","1993","Employed","secondary school degree","268","0.106952510896768","0.0954309361690056","0.118474085624531"
"Part-time","1993","Employed","college entrance qualification","126","0.105644289587966","0.0893437906809493","0.121944788494984"
"Part-time","1993","Employed","Other degree","51","0.0663054311542694","0.0480676484010751","0.0845432139074637"
"Part-time","1993","Employed","no degree/no degree yet","41","0.0869550796657269","0.0581274715318824","0.115782687799571"
"Non-working","1993","Not Employed","lower secondary degree","2341","0.983905136826224","0.978864257784448","0.988946015868"
"Non-working","1993","Not Employed","secondary school degree","747","0.94166316075432","0.925630863734422","0.957695457774217"
"Non-working","1993","Not Employed","college entrance qualification","377","0.934414435925051","0.910452049836551","0.958376822013551"
"Non-working","1993","Not Employed","Other degree","255","0.956488358022105","0.932018297658177","0.980958418386033"
"Non-working","1993","Not Employed","no degree/no degree yet","462","0.970881266898805","0.95572867874617","0.986033855051441"
"Non-working","1993","Employed","lower secondary degree","418","0.117442778142048","0.106479966113357","0.12840559017074"
"Non-working","1993","Employed","secondary school degree","277","0.095991245880362","0.085009251833996","0.106973239926728"
"Non-working","1993","Employed","college entrance qualification","174","0.110366033272763","0.0937492813480057","0.12698278519752"
"Non-working","1993","Employed","Other degree","68","0.107628348662329","0.084912378412629","0.13034431891203"
"Non-working","1993","Employed","no degree/no degree yet","44","0.161823106946511","0.124143777226559","0.199502436666463"
"Other","1993","Not Employed","lower secondary degree","18","","",""
"Other","1993","Not Employed","secondary school degree","39","0.0279041733336364","0.0166382800701518","0.0391700665971209"
"Other","1993","Not Employed","college entrance qualification","14","","",""
"Other","1993","Not Employed","Other degree","2","","",""
"Other","1993","Not Employed","no degree/no degree yet","2","","",""
"Other","1993","Employed","lower secondary degree","239","0.067384393566631","0.0588481190205965","0.0759206681126655"
"Other","1993","Employed","secondary school degree","222","0.0732491416339876","0.0635359526185648","0.0829623306494103"
"Other","1993","Employed","college entrance qualification","112","0.0800840028026342","0.0656903934025503","0.0944776122027182"
"Other","1993","Employed","Other degree","8","","",""
"Other","1993","Employed","no degree/no degree yet","16","","",""
"Full-time","1994","Not Employed","lower secondary degree","24","","",""
"Full-time","1994","Not Employed","secondary school degree","13","","",""
"Full-time","1994","Not Employed","college entrance qualification","15","","",""
"Full-time","1994","Not Employed","Other degree","4","","",""
"Full-time","1994","Not Employed","no degree/no degree yet","1","","",""
"Full-time","1994","Employed","lower secondary degree","2106","0.682154704366406","0.665651104569495","0.698658304163317"
"Full-time","1994","Employed","secondary school degree","1952","0.708994805855955","0.691956019218441","0.726033592493469"
"Full-time","1994","Employed","college entrance qualification","992","0.729230864305211","0.705500937790508","0.752960790819915"
"Full-time","1994","Employed","Other degree","505","0.787899077109587","0.756227865425303","0.819570288793871"
"Full-time","1994","Employed","no degree/no degree yet","237","0.689354476201276","0.640020787291131","0.738688165111422"
"Part-time","1994","Not Employed","lower secondary degree","13","","",""
"Part-time","1994","Not Employed","secondary school degree","6","","",""
"Part-time","1994","Not Employed","college entrance qualification","3","","",""
"Part-time","1994","Not Employed","Other degree","1","","",""
"Part-time","1994","Not Employed","no degree/no degree yet","2","","",""
"Part-time","1994","Employed","lower secondary degree","351","0.128860365642747","0.116985384823422","0.140735346462071"
"Part-time","1994","Employed","secondary school degree","281","0.116382407485089","0.104353044971894","0.128411769998283"
"Part-time","1994","Employed","college entrance qualification","122","0.102415303514903","0.086223902056204","0.118606704973602"
"Part-time","1994","Employed","Other degree","50","0.0641094508884876","0.0451322714797725","0.0830866302972028"
"Part-time","1994","Employed","no degree/no degree yet","38","0.101075082539195","0.0689404378245087","0.133209727253882"
"Non-working","1994","Not Employed","lower secondary degree","2413","0.98637498521516","0.98180131307464","0.990948657355679"
"Non-working","1994","Not Employed","secondary school degree","750","0.964339344700111","0.951416162953574","0.977262526446648"
"Non-working","1994","Not Employed","college entrance qualification","437","0.933907246226084","0.911611721513084","0.956202770939084"
"Non-working","1994","Not Employed","Other degree","258","0.965579243381659","0.943629506378412","0.987528980384906"
"Non-working","1994","Not Employed","no degree/no degree yet","489","0.983275932953337","0.971990560222799","0.994561305683876"
"Non-working","1994","Employed","lower secondary degree","397","0.129533714638146","0.117632350646449","0.141435078629844"
"Non-working","1994","Employed","secondary school degree","281","0.100386199675378","0.0891133989789534","0.111659000371803"
"Non-working","1994","Employed","college entrance qualification","109","0.0775737260503257","0.063288488997234","0.0918589631034173"
"Non-working","1994","Employed","Other degree","71","0.119414687931628","0.0942916186108731","0.144537757252382"
"Non-working","1994","Employed","no degree/no degree yet","47","0.147266238342625","0.109487446364096","0.185045030321153"
"Other","1994","Not Employed","lower secondary degree","18","","",""
"Other","1994","Not Employed","secondary school degree","22","","",""
"Other","1994","Not Employed","college entrance qualification","22","","",""
"Other","1994","Not Employed","Other degree","2","","",""
"Other","1994","Not Employed","no degree/no degree yet","4","","",""
"Other","1994","Employed","lower secondary degree","204","0.059451215352701","0.0510701277057392","0.0678323029996627"
"Other","1994","Employed","secondary school degree","216","0.0742365869835779","0.0644026873257741","0.0840704866413817"
"Other","1994","Employed","college entrance qualification","124","0.0907801061295599","0.0754376778771436","0.106122534381976"
"Other","1994","Employed","Other degree","14","","",""
"Other","1994","Employed","no degree/no degree yet","16","","",""
"Full-time","1995","Not Employed","lower secondary degree","34","0.00999295599375548","0.00606645457244165","0.0139194574150693"
"Full-time","1995","Not Employed","secondary school degree","26","","",""
"Full-time","1995","Not Employed","college entrance qualification","13","","",""
"Full-time","1995","Not Employed","Other degree","8","","",""
"Full-time","1995","Not Employed","no degree/no degree yet","4","","",""
"Full-time","1995","Employed","lower secondary degree","2039","0.68764159518687","0.670959775989804","0.704323414383936"
"Full-time","1995","Employed","secondary school degree","1992","0.714840286514941","0.69802987197767","0.731650701052212"
"Full-time","1995","Employed","college entrance qualification","1039","0.714778107233017","0.691367696873324","0.738188517592709"
"Full-time","1995","Employed","Other degree","618","0.742759591031327","0.712393751892698","0.773125430169956"
"Full-time","1995","Employed","no degree/no degree yet","214","0.65645417103769","0.603418596387316","0.709489745688064"
"Part-time","1995","Not Employed","lower secondary degree","12","","",""
"Part-time","1995","Not Employed","secondary school degree","11","","",""
"Part-time","1995","Not Employed","college entrance qualification","7","","",""
"Part-time","1995","Not Employed","Other degree","2","","",""
"Part-time","1995","Not Employed","no degree/no degree yet","","","",""
"Part-time","1995","Employed","lower secondary degree","368","0.133625691971371","0.121378585082166","0.145872798860576"
"Part-time","1995","Employed","secondary school degree","312","0.119864976733116","0.107771515062983","0.13195843840325"
"Part-time","1995","Employed","college entrance qualification","146","0.115571210270253","0.0989948856592566","0.132147534881249"
"Part-time","1995","Employed","Other degree","63","0.0886761297140717","0.0689277579112185","0.108424501516925"
"Part-time","1995","Employed","no degree/no degree yet","35","0.0960881993703895","0.0631749478684015","0.129001450872378"
"Non-working","1995","Not Employed","lower secondary degree","2402","0.983118136387909","0.97803241368382","0.988203859091998"
"Non-working","1995","Not Employed","secondary school degree","756","0.943217671150423","0.92739700570115","0.959038336599697"
"Non-working","1995","Not Employed","college entrance qualification","455","0.93567067790772","0.913925665554113","0.957415690261327"
"Non-working","1995","Not Employed","Other degree","372","0.966821999026473","0.948931761942982","0.984712236109964"
"Non-working","1995","Not Employed","no degree/no degree yet","550","0.977911901226518","0.965717512779294","0.990106289673743"
"Non-working","1995","Employed","lower secondary degree","341","0.110345851459394","0.0990680524251211","0.121623650493667"
"Non-working","1995","Employed","secondary school degree","233","0.0885167011868803","0.0779408143284157","0.0990925880453449"
"Non-working","1995","Employed","college entrance qualification","112","0.0856528446891294","0.071143144750797","0.100162544627462"
"Non-working","1995","Employed","Other degree","77","0.0996154398338486","0.0788103830664124","0.120420496601285"
"Non-working","1995","Employed","no degree/no degree yet","46","0.175604374311728","0.133112270177183","0.218096478446274"
"Other","1995","Not Employed","lower secondary degree","17","","",""
"Other","1995","Not Employed","secondary school degree","29","","",""
"Other","1995","Not Employed","college entrance qualification","14","","",""
"Other","1995","Not Employed","Other degree","3","","",""
"Other","1995","Not Employed","no degree/no degree yet","4","","",""
"Other","1995","Employed","lower secondary degree","217","0.0683868613823649","0.059301548658258","0.0774721741064718"
"Other","1995","Employed","secondary school degree","234","0.0767780355650625","0.0668651203812243","0.0866909507489007"
"Other","1995","Employed","college entrance qualification","132","0.0839978378076011","0.0696160035472798","0.0983796720679224"
"Other","1995","Employed","Other degree","38","0.0689488394207527","0.0513476583708714","0.086550020470634"
"Other","1995","Employed","no degree/no degree yet","13","","",""
"Full-time","1996","Not Employed","lower secondary degree","22","","",""
"Full-time","1996","Not Employed","secondary school degree","16","","",""
"Full-time","1996","Not Employed","college entrance qualification","10","","",""
"Full-time","1996","Not Employed","Other degree","8","","",""
"Full-time","1996","Not Employed","no degree/no degree yet","2","","",""
"Full-time","1996","Employed","lower secondary degree","1975","0.687177191132364","0.670288057165854","0.704066325098874"
"Full-time","1996","Employed","secondary school degree","1935","0.69228945164822","0.675206058499713","0.709372844796726"
"Full-time","1996","Employed","college entrance qualification","1062","0.69697381470166","0.673496820303251","0.72045080910007"
"Full-time","1996","Employed","Other degree","530","0.713289773487524","0.680394434107364","0.746185112867685"
"Full-time","1996","Employed","no degree/no degree yet","190","0.623080521703905","0.567111434351519","0.679049609056292"
"Part-time","1996","Not Employed","lower secondary degree","15","","",""
"Part-time","1996","Not Employed","secondary school degree","9","","",""
"Part-time","1996","Not Employed","college entrance qualification","5","","",""
"Part-time","1996","Not Employed","Other degree","4","","",""
"Part-time","1996","Not Employed","no degree/no degree yet","1","","",""
"Part-time","1996","Employed","lower secondary degree","372","0.138293168864077","0.125718286268335","0.150868051459818"
"Part-time","1996","Employed","secondary school degree","337","0.128468788300416","0.116083692428028","0.140853884172804"
"Part-time","1996","Employed","college entrance qualification","167","0.136349586866326","0.118819256857843","0.153879916874809"
"Part-time","1996","Employed","Other degree","78","0.111684536011795","0.0887726988493055","0.134596373174284"
"Part-time","1996","Employed","no degree/no degree yet","39","0.142722895836765","0.102324949862262","0.183120841811268"
"Non-working","1996","Not Employed","lower secondary degree","2347","0.985020575255179","0.980162862749864","0.989878287760494"
"Non-working","1996","Not Employed","secondary school degree","744","0.958576929026211","0.944681589022423","0.972472269029999"
"Non-working","1996","Not Employed","college entrance qualification","419","0.953491872121039","0.933926369359144","0.973057374882933"
"Non-working","1996","Not Employed","Other degree","359","0.94095654336657","0.917100241147994","0.964812845585146"
"Non-working","1996","Not Employed","no degree/no degree yet","535","0.987165958060901","0.97768119970516","0.996650716416641"
"Non-working","1996","Employed","lower secondary degree","339","0.111910288825145","0.100426446138578","0.123394131511711"
"Non-working","1996","Employed","secondary school degree","287","0.0969598755790391","0.0860074922651655","0.107912258892913"
"Non-working","1996","Employed","college entrance qualification","134","0.0887107989911849","0.0741859862061945","0.103235611776175"
"Non-working","1996","Employed","Other degree","94","0.133423931199032","0.108689610201823","0.15815825219624"
"Non-working","1996","Employed","no degree/no degree yet","44","0.157468687446199","0.115401645352403","0.199535729539996"
"Other","1996","Not Employed","lower secondary degree","18","","",""
"Other","1996","Not Employed","secondary school degree","21","","",""
"Other","1996","Not Employed","college entrance qualification","11","","",""
"Other","1996","Not Employed","Other degree","4","","",""
"Other","1996","Not Employed","no degree/no degree yet","3","","",""
"Other","1996","Employed","lower secondary degree","209","0.0626193511784149","0.0537939169934365","0.0714447853633932"
"Other","1996","Employed","secondary school degree","245","0.0822818844723255","0.0721108329678058","0.0924529359768452"
"Other","1996","Employed","college entrance qualification","109","0.0779657994408286","0.0642689787781667","0.0916626201034905"
"Other","1996","Employed","Other degree","24","","",""
"Other","1996","Employed","no degree/no degree yet","15","","",""
"Full-time","1997","Not Employed","lower secondary degree","11","","",""
"Full-time","1997","Not Employed","secondary school degree","18","","",""
"Full-time","1997","Not Employed","college entrance qualification","7","","",""
"Full-time","1997","Not Employed","Other degree","6","","",""
"Full-time","1997","Not Employed","no degree/no degree yet","1","","",""
"Full-time","1997","Employed","lower secondary degree","1877","0.680413180566689","0.663094441058357","0.697731920075021"
"Full-time","1997","Employed","secondary school degree","1901","0.692428441608864","0.675094999830303","0.709761883387425"
"Full-time","1997","Employed","college entrance qualification","1102","0.716260299140047","0.693300607292242","0.739219990987851"
"Full-time","1997","Employed","Other degree","482","0.727483868893067","0.693068661124431","0.761899076661704"
"Full-time","1997","Employed","no degree/no degree yet","172","0.64584986451602","0.587378797134386","0.704320931897653"
"Part-time","1997","Not Employed","lower secondary degree","8","","",""
"Part-time","1997","Not Employed","secondary school degree","9","","",""
"Part-time","1997","Not Employed","college entrance qualification","6","","",""
"Part-time","1997","Not Employed","Other degree","2","","",""
"Part-time","1997","Not Employed","no degree/no degree yet","1","","",""
"Part-time","1997","Employed","lower secondary degree","363","0.143734926768066","0.130705636420179","0.156764217115952"
"Part-time","1997","Employed","secondary school degree","329","0.129548734706746","0.116935888837717","0.142161580575774"
"Part-time","1997","Employed","college entrance qualification","161","0.133488744422902","0.116167464109223","0.150810024736581"
"Part-time","1997","Employed","Other degree","59","0.104763234831026","0.0810922673305002","0.128434202331552"
"Part-time","1997","Employed","no degree/no degree yet","32","0.106816648850022","0.0690532293204314","0.144580068379613"
"Non-working","1997","Not Employed","lower secondary degree","2359","0.990540242582802","0.986661030129407","0.994419455036198"
"Non-working","1997","Not Employed","secondary school degree","772","0.957189222951907","0.943400997432815","0.970977448470999"
"Non-working","1997","Not Employed","college entrance qualification","441","0.965423952765491","0.948763998321016","0.982083907209966"
"Non-working","1997","Not Employed","Other degree","374","0.939488279334946","0.915640501716982","0.963336056952909"
"Non-working","1997","Not Employed","no degree/no degree yet","558","0.989722509717388","0.98139895573853","0.998046063696245"
"Non-working","1997","Employed","lower secondary degree","349","0.116936027870177","0.105001486253355","0.128870569486999"
"Non-working","1997","Employed","secondary school degree","261","0.102238281939968","0.090859085808267","0.113617478071668"
"Non-working","1997","Employed","college entrance qualification","105","0.0765138993931744","0.0629758557078174","0.0900519430785314"
"Non-working","1997","Employed","Other degree","78","0.120342651892119","0.0951943213055677","0.145490982478671"
"Non-working","1997","Employed","no degree/no degree yet","39","0.171015812265732","0.124982440495551","0.217049184035912"
"Other","1997","Not Employed","lower secondary degree","14","","",""
"Other","1997","Not Employed","secondary school degree","29","","",""
"Other","1997","Not Employed","college entrance qualification","8","","",""
"Other","1997","Not Employed","Other degree","2","","",""
"Other","1997","Not Employed","no degree/no degree yet","4","","",""
"Other","1997","Employed","lower secondary degree","196","0.0589158647950681","0.0501707433343428","0.0676609862557934"
"Other","1997","Employed","secondary school degree","232","0.0757845417444226","0.0658442026696459","0.0857248808191994"
"Other","1997","Employed","college entrance qualification","113","0.073737057043877","0.0604269788559234","0.0870471352318305"
"Other","1997","Employed","Other degree","24","","",""
"Other","1997","Employed","no degree/no degree yet","14","","",""
"Full-time","1998","Not Employed","lower secondary degree","13","","",""
"Full-time","1998","Not Employed","secondary school degree","10","","",""
"Full-time","1998","Not Employed","college entrance qualification","19","","",""
"Full-time","1998","Not Employed","Other degree","5","","",""
"Full-time","1998","Not Employed","no degree/no degree yet","3","","",""
"Full-time","1998","Employed","lower secondary degree","1943","0.661742061928504","0.644552295908428","0.67893182794858"
"Full-time","1998","Employed","secondary school degree","2078","0.700341764445494","0.683866287780925","0.716817241110064"
"Full-time","1998","Employed","college entrance qualification","1235","0.728668861173848","0.707227221483206","0.75011050086449"
"Full-time","1998","Employed","Other degree","464","0.72988070037569","0.695153320582174","0.764608080169206"
"Full-time","1998","Employed","no degree/no degree yet","155","0.63704254236283","0.576953868753824","0.697131215971837"
"Part-time","1998","Not Employed","lower secondary degree","12","","",""
"Part-time","1998","Not Employed","secondary school degree","9","","",""
"Part-time","1998","Not Employed","college entrance qualification","2","","",""
"Part-time","1998","Not Employed","Other degree","5","","",""
"Part-time","1998","Not Employed","no degree/no degree yet","","","",""
"Part-time","1998","Employed","lower secondary degree","394","0.150946653600731","0.13793954308589","0.163953764115572"
"Part-time","1998","Employed","secondary school degree","362","0.131279594509812","0.119134287676582","0.143424901343042"
"Part-time","1998","Employed","college entrance qualification","179","0.136430398277716","0.11987851876676","0.152982277788671"
"Part-time","1998","Employed","Other degree","67","0.118070752427665","0.092832672738689","0.143308832116641"
"Part-time","1998","Employed","no degree/no degree yet","32","0.111783497475792","0.0724077507188198","0.151159244232765"
"Non-working","1998","Not Employed","lower secondary degree","2706","0.991227829621359","0.98773950262411","0.994716156618609"
"Non-working","1998","Not Employed","secondary school degree","878","0.967112938414472","0.955582615561259","0.978643261267685"
"Non-working","1998","Not Employed","college entrance qualification","534","0.937424268876201","0.917453493370109","0.957395044382293"
"Non-working","1998","Not Employed","Other degree","362","0.94861029206542","0.926233682677345","0.970986901453495"
"Non-working","1998","Not Employed","no degree/no degree yet","562","0.987456226109908","0.9782874174409","0.996625034778916"
"Non-working","1998","Employed","lower secondary degree","338","0.1164579985322","0.10480333185223","0.12811266521217"
"Non-working","1998","Employed","secondary school degree","264","0.0874676669615565","0.0773071040692091","0.097628229853904"
"Non-working","1998","Employed","college entrance qualification","118","0.0665170370530563","0.0545009597011414","0.0785331144049713"
"Non-working","1998","Employed","Other degree","60","0.105970364610504","0.0818970195467986","0.130043709674209"
"Non-working","1998","Employed","no degree/no degree yet","34","0.123257338839431","0.0821780420492278","0.164336635629635"
"Other","1998","Not Employed","lower secondary degree","14","","",""
"Other","1998","Not Employed","secondary school degree","22","","",""
"Other","1998","Not Employed","college entrance qualification","10","","",""
"Other","1998","Not Employed","Other degree","2","","",""
"Other","1998","Not Employed","no degree/no degree yet","1","","",""
"Other","1998","Employed","lower secondary degree","235","0.0708532859385651","0.0615309716108324","0.0801756002662977"
"Other","1998","Employed","secondary school degree","266","0.0809109740831371","0.071103608343064","0.0907183398232102"
"Other","1998","Employed","college entrance qualification","120","0.0683837034953796","0.0562123768825335","0.0805550301082258"
"Other","1998","Employed","Other degree","37","0.0460781825861408","0.0296808830301144","0.0624754821421672"
"Other","1998","Employed","no degree/no degree yet","25","","",""
"Full-time","1999","Not Employed","lower secondary degree","20","","",""
"Full-time","1999","Not Employed","secondary school degree","15","","",""
"Full-time","1999","Not Employed","college entrance qualification","12","","",""
"Full-time","1999","Not Employed","Other degree","3","","",""
"Full-time","1999","Not Employed","no degree/no degree yet","1","","",""
"Full-time","1999","Employed","lower secondary degree","1924","0.670528252878181","0.653397889442891","0.687658616313471"
"Full-time","1999","Employed","secondary school degree","2061","0.674145694611842","0.657435193431505","0.690856195792178"
"Full-time","1999","Employed","college entrance qualification","1270","0.703142680150985","0.681607614232406","0.724677746069563"
"Full-time","1999","Employed","Other degree","430","0.732811141211231","0.697286461962311","0.768335820460151"
"Full-time","1999","Employed","no degree/no degree yet","154","0.556317358470425","0.496387444794986","0.616247272145864"
"Part-time","1999","Not Employed","lower secondary degree","11","","",""
"Part-time","1999","Not Employed","secondary school degree","11","","",""
"Part-time","1999","Not Employed","college entrance qualification","4","","",""
"Part-time","1999","Not Employed","Other degree","1","","",""
"Part-time","1999","Not Employed","no degree/no degree yet","1","","",""
"Part-time","1999","Employed","lower secondary degree","373","0.132475442302946","0.120120021974609","0.144830862631282"
"Part-time","1999","Employed","secondary school degree","396","0.14001588534937","0.127644032922364","0.152387737776376"
"Part-time","1999","Employed","college entrance qualification","191","0.123450366079374","0.10794489226844","0.138955839890309"
"Part-time","1999","Employed","Other degree","59","0.105021980993006","0.0804086014505203","0.129635360535491"
"Part-time","1999","Employed","no degree/no degree yet","37","0.103848730413294","0.0670496144560476","0.140647846370541"
"Non-working","1999","Not Employed","lower secondary degree","2590","0.986396359362777","0.981975096545351","0.990817622180203"
"Non-working","1999","Not Employed","secondary school degree","801","0.965866223326887","0.95360920135782","0.978123245295953"
"Non-working","1999","Not Employed","college entrance qualification","474","0.952978837261172","0.934516328592464","0.971441345929881"
"Non-working","1999","Not Employed","Other degree","332","0.967362912382679","0.948448247240767","0.98627757752459"
"Non-working","1999","Not Employed","no degree/no degree yet","507","0.975949799946917","0.962743659678861","0.989155940214973"
"Non-working","1999","Employed","lower secondary degree","325","0.113196391345408","0.101649130841112","0.124743651849704"
"Non-working","1999","Employed","secondary school degree","274","0.0899852357160285","0.0797826392540468","0.10018783217801"
"Non-working","1999","Employed","college entrance qualification","113","0.0715237431311585","0.0593769646061678","0.0836705216561492"
"Non-working","1999","Employed","Other degree","67","0.0990730958441682","0.075087660451144","0.123058531237192"
"Non-working","1999","Employed","no degree/no degree yet","42","0.160299122001881","0.116042934029717","0.204555309974046"
"Other","1999","Not Employed","lower secondary degree","16","","",""
"Other","1999","Not Employed","secondary school degree","16","","",""
"Other","1999","Not Employed","college entrance qualification","15","","",""
"Other","1999","Not Employed","Other degree","3","","",""
"Other","1999","Not Employed","no degree/no degree yet","8","","",""
"Other","1999","Employed","lower secondary degree","270","0.0837999134734649","0.0737012035875378","0.093898623359392"
"Other","1999","Employed","secondary school degree","291","0.0958531843227598","0.0853571893962741","0.106349179249245"
"Other","1999","Employed","college entrance qualification","155","0.101883210638483","0.087624892090134","0.116141529186831"
"Other","1999","Employed","Other degree","40","0.0630937819515954","0.0435743892255715","0.0826131746776192"
"Other","1999","Employed","no degree/no degree yet","31","0.179534789114399","0.133238037397929","0.225831540830869"
"Full-time","2000","Not Employed","lower secondary degree","32","0.00551216115804592","0.00345292846319791","0.00757139385289393"
"Full-time","2000","Not Employed","secondary school degree","30","0.0173334917288889","0.0110665349647907","0.0236004484929872"
"Full-time","2000","Not Employed","college entrance qualification","17","","",""
"Full-time","2000","Not Employed","Other degree","5","","",""
"Full-time","2000","Not Employed","no degree/no degree yet","4","","",""
"Full-time","2000","Employed","lower secondary degree","3223","0.651401893364225","0.638223771413633","0.664580015314818"
"Full-time","2000","Employed","secondary school degree","3532","0.670762002660056","0.658150675640407","0.683373329679705"
"Full-time","2000","Employed","college entrance qualification","2494","0.682252940233827","0.667091955785135","0.697413924682518"
"Full-time","2000","Employed","Other degree","626","0.668067890693725","0.637883861110722","0.698251920276727"
"Full-time","2000","Employed","no degree/no degree yet","107","0.465647514550731","0.405015223537166","0.526279805564296"
"Part-time","2000","Not Employed","lower secondary degree","19","","",""
"Part-time","2000","Not Employed","secondary school degree","27","","",""
"Part-time","2000","Not Employed","college entrance qualification","13","","",""
"Part-time","2000","Not Employed","Other degree","6","","",""
"Part-time","2000","Not Employed","no degree/no degree yet","3","","",""
"Part-time","2000","Employed","lower secondary degree","763","0.153781781913181","0.143805697119446","0.163757866706916"
"Part-time","2000","Employed","secondary school degree","777","0.143741886381687","0.134326988686733","0.153156784076641"
"Part-time","2000","Employed","college entrance qualification","476","0.136997962342753","0.125801601456289","0.148194323229216"
"Part-time","2000","Employed","Other degree","131","0.139691741408768","0.117471196888649","0.161912285928888"
"Part-time","2000","Employed","no degree/no degree yet","24","","",""
"Non-working","2000","Not Employed","lower secondary degree","4885","0.98529084952879","0.981942577355779","0.988639121701801"
"Non-working","2000","Not Employed","secondary school degree","1572","0.94907490868086","0.938518243522042","0.959631573839678"
"Non-working","2000","Not Employed","college entrance qualification","1074","0.954897657151121","0.942776143340248","0.967019170961995"
"Non-working","2000","Not Employed","Other degree","589","0.952638577155598","0.935768545504159","0.969508608807036"
"Non-working","2000","Not Employed","no degree/no degree yet","648","0.970398821644863","0.957526982422085","0.983270660867642"
"Non-working","2000","Employed","lower secondary degree","578","0.10759703598667","0.0990277002584203","0.116166371714919"
"Non-working","2000","Employed","secondary school degree","513","0.0935052465467952","0.0856921674205934","0.101318325672997"
"Non-working","2000","Employed","college entrance qualification","346","0.0931394049118696","0.0836759238126574","0.102602886011082"
"Non-working","2000","Employed","Other degree","103","0.108941993983363","0.0889713102555204","0.128912677711205"
"Non-working","2000","Employed","no degree/no degree yet","75","0.241074947630639","0.189082902347391","0.293066992913886"
"Other","2000","Not Employed","lower secondary degree","30","0.00525109408901148","0.0032409537984677","0.00726123437955526"
"Other","2000","Not Employed","secondary school degree","37","0.0195999593238787","0.012943552796336","0.0262563658514215"
"Other","2000","Not Employed","college entrance qualification","22","","",""
"Other","2000","Not Employed","Other degree","9","","",""
"Other","2000","Not Employed","no degree/no degree yet","11","","",""
"Other","2000","Employed","lower secondary degree","459","0.0872192887359238","0.0794163894870501","0.0950221879847976"
"Other","2000","Employed","secondary school degree","512","0.0919908644114618","0.0842348421975104","0.0997468866254133"
"Other","2000","Employed","college entrance qualification","307","0.0876096925115511","0.0784034940364175","0.0968158909866846"
"Other","2000","Employed","Other degree","75","0.0832983739141443","0.0655860906844794","0.101010657143809"
"Other","2000","Employed","no degree/no degree yet","54","0.210096843488652","0.160579412444152","0.259614274533152"
"Full-time","2001","Not Employed","lower secondary degree","25","","",""
"Full-time","2001","Not Employed","secondary school degree","25","","",""
"Full-time","2001","Not Employed","college entrance qualification","13","","",""
"Full-time","2001","Not Employed","Other degree","3","","",""
"Full-time","2001","Not Employed","no degree/no degree yet","","","",""
"Full-time","2001","Employed","lower secondary degree","2794","0.634203796659332","0.620039571250305","0.648368022068359"
"Full-time","2001","Employed","secondary school degree","3234","0.665922231636334","0.652733280662953","0.679111182609716"
"Full-time","2001","Employed","college entrance qualification","2314","0.665947258819953","0.650114301971309","0.681780215668597"
"Full-time","2001","Employed","Other degree","568","0.66478285763367","0.632821214545891","0.69674450072145"
"Full-time","2001","Employed","no degree/no degree yet","84","0.348022165743071","0.290232829604306","0.405811501881837"
"Part-time","2001","Not Employed","lower secondary degree","12","","",""
"Part-time","2001","Not Employed","secondary school degree","25","","",""
"Part-time","2001","Not Employed","college entrance qualification","10","","",""
"Part-time","2001","Not Employed","Other degree","5","","",""
"Part-time","2001","Not Employed","no degree/no degree yet","3","","",""
"Part-time","2001","Employed","lower secondary degree","659","0.148375675138752","0.137922115608194","0.158829234669311"
