"erwst","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Full-time","1999","35-65 y.","Male","2673","0.733800333683802","0.719396883248864","0.74820378411874"
"Full-time","1999","66 and older","Female","","","",""
"Full-time","1999","66 and older","Male","","","",""
"Non-working","1999","16-34 y.","Female","963","0.411047903595507","0.391137947977453","0.43095785921356"
"Non-working","1999","16-34 y.","Male","539","0.239260817895739","0.221714208512827","0.256807427278651"
"Non-working","1999","35-65 y.","Female","1536","0.43089777183173","0.414939414236323","0.446856129427136"
"Non-working","1999","35-65 y.","Male","851","0.237049293377658","0.223189989761723","0.250908596993594"
"Non-working","1999","66 and older","Female","1064","0.982632388593553","0.97483401037113","0.990430766815977"
"Non-working","1999","66 and older","Male","726","0.959667350335286","0.94565248632444","0.973682214346132"
"Other","1999","16-34 y.","Female","318","0.133566980016452","0.119801190082843","0.147332769950061"
"Other","1999","16-34 y.","Male","321","0.146890645929784","0.132331397851424","0.161449894008144"
"Other","1999","35-65 y.","Female","210","0.0653286504834642","0.0573654576225626","0.0732918433443658"
"Other","1999","35-65 y.","Male","40","0.011069122004766","0.00765944380823283","0.0144788002012992"
"Other","1999","66 and older","Female","","","",""
"Other","1999","66 and older","Male","","","",""
"Part-time","1999","16-34 y.","Female","236","0.106307978480672","0.0938352646713249","0.118780692290019"
"Part-time","1999","16-34 y.","Male","55","0.0326949015192369","0.0253807950301555","0.0400090080083183"
"Part-time","1999","35-65 y.","Female","765","0.202223159959691","0.189279351319986","0.215166968599396"
"Part-time","1999","35-65 y.","Male","53","0.0180812509337732","0.013738890691591","0.0224236111759554"
"Part-time","1999","66 and older","Female","","","",""
"Part-time","1999","66 and older","Male","","","",""
"Full-time","2000","16-34 y.","Female","1194","0.34236625936313","0.327048051868035","0.357684466858225"
"Full-time","2000","16-34 y.","Male","1967","0.581445285110775","0.56500522671412","0.597885343507431"
"Full-time","2000","35-65 y.","Female","2005","0.29260638740404","0.281815086490192","0.303397688317888"
"Full-time","2000","35-65 y.","Male","4886","0.73510820782015","0.724503114270591","0.745713301369709"
"Full-time","2000","66 and older","Female","","","",""
"Full-time","2000","66 and older","Male","","","",""
"Non-working","2000","16-34 y.","Female","1552","0.403395413600414","0.387558184562969","0.419232642637859"
"Non-working","2000","16-34 y.","Male","893","0.244977800861135","0.230645496036215","0.259310105686055"
"Non-working","2000","35-65 y.","Female","2852","0.412886224324537","0.401207977052647","0.424564471596428"
"Non-working","2000","35-65 y.","Male","1576","0.230710887858087","0.220586157747633","0.240835617968541"
"Non-working","2000","66 and older","Female","2066","0.983573083273822","0.978130094698437","0.989016071849207"
"Non-working","2000","66 and older","Male","1482","0.948967700937647","0.937994530324093","0.959940871551201"
"Other","2000","16-34 y.","Female","505","0.135885424606629","0.124823198556451","0.146947650656807"
"Other","2000","16-34 y.","Male","510","0.141405087250793","0.129793288974568","0.153016885527019"
"Other","2000","35-65 y.","Female","385","0.059400567437837","0.0537939749878156","0.0650071598878584"
"Other","2000","35-65 y.","Male","86","0.0147106943717351","0.0118173302758982","0.0176040584675721"
"Other","2000","66 and older","Female","","","",""
"Other","2000","66 and older","Male","","","",""
"Part-time","2000","16-34 y.","Female","435","0.118352902429827","0.107924752344319","0.128781052515335"
"Part-time","2000","16-34 y.","Male","89","0.0321718267772963","0.0262913870773981","0.0380522664771945"
"Part-time","2000","35-65 y.","Female","1586","0.235106820833585","0.225048294822302","0.245165346844869"
"Part-time","2000","35-65 y.","Male","103","0.019470209950028","0.0161495811458933","0.0227908387541627"
"Part-time","2000","66 and older","Female","","","",""
"Part-time","2000","66 and older","Male","","","",""
"Full-time","2001","16-34 y.","Female","1009","0.318782132786985","0.302795278481968","0.334768987092002"
"Full-time","2001","16-34 y.","Male","1682","0.571603043186921","0.554000814375117","0.589205271998724"
"Full-time","2001","35-65 y.","Female","1919","0.307730648667413","0.296296112731662","0.319165184603164"
"Full-time","2001","35-65 y.","Male","4443","0.725327475854216","0.71408861514865","0.736566336559782"
"Full-time","2001","66 and older","Female","","","",""
"Full-time","2001","66 and older","Male","","","",""
"Non-working","2001","16-34 y.","Female","1354","0.38777675048374","0.371061272166229","0.40449222880125"
"Non-working","2001","16-34 y.","Male","808","0.254445827730121","0.23895286497465","0.269938790485593"
"Non-working","2001","35-65 y.","Female","2492","0.397965156251743","0.385838838234649","0.410091474268838"
"Non-working","2001","35-65 y.","Male","1423","0.235923849374257","0.225233254805231","0.246614443943283"
"Non-working","2001","66 and older","Female","1933","0.986618267937596","0.981528798761119","0.991707737114073"
"Non-working","2001","66 and older","Male","1421","0.948430036146426","0.937189328052145","0.959670744240707"
"Other","2001","16-34 y.","Female","520","0.168343233614605","0.155506843388951","0.18117962384026"
"Other","2001","16-34 y.","Male","471","0.144087317137711","0.131595523078639","0.156579111196783"
"Other","2001","35-65 y.","Female","364","0.0574913169986889","0.0517244567914341","0.0632581772059437"
"Other","2001","35-65 y.","Male","86","0.0165651820926475","0.0133513845676275","0.0197789796176676"
"Other","2001","66 and older","Female","","","",""
"Other","2001","66 and older","Male","","","",""
"Part-time","2001","16-34 y.","Female","381","0.12509788311467","0.113748356960431","0.13644740926891"
"Part-time","2001","16-34 y.","Male","75","0.0298638119452469","0.023809201846219","0.0359184220442747"
"Part-time","2001","35-65 y.","Female","1484","0.236812878082155","0.226280806796054","0.247344949368256"
"Part-time","2001","35-65 y.","Male","107","0.0221834926788795","0.0184750526564896","0.0258919327012693"
"Part-time","2001","66 and older","Female","","","",""
"Part-time","2001","66 and older","Male","","","",""
"Full-time","2002","16-34 y.","Female","996","0.31589147553552","0.299797418786679","0.331985532284362"
"Full-time","2002","16-34 y.","Male","1524","0.544623179493554","0.526745933182319","0.562500425804789"
"Full-time","2002","35-65 y.","Female","2095","0.291348067269726","0.280516350343491","0.302179784195961"
"Full-time","2002","35-65 y.","Male","4918","0.715023540937033","0.704108381861685","0.725938700012381"
"Full-time","2002","66 and older","Female","","","",""
"Full-time","2002","66 and older","Male","34","0.0138118050083647","0.00814080779908603","0.0194828022176434"
"Non-working","2002","16-34 y.","Female","1339","0.405467394160593","0.38846931369218","0.422465474629005"
"Non-working","2002","16-34 y.","Male","900","0.275192975395934","0.259160633277885","0.291225317513982"
"Non-working","2002","35-65 y.","Female","2523","0.39686936984436","0.385206532299645","0.408532207389076"
"Non-working","2002","35-65 y.","Male","1453","0.247576099145566","0.237139690992036","0.258012507299095"
"Non-working","2002","66 and older","Female","1982","0.984093493890308","0.978629327237578","0.989557660543039"
"Non-working","2002","66 and older","Male","1540","0.956979277831488","0.947120015333399","0.966838540329578"
"Other","2002","16-34 y.","Female","507","0.162245345972991","0.149481586174157","0.175009105771825"
"Other","2002","16-34 y.","Male","492","0.154938166968779","0.141948723220845","0.167927610716712"
"Other","2002","35-65 y.","Female","426","0.0682890360344644","0.0622760411102709","0.0743020309586579"
"Other","2002","35-65 y.","Male","87","0.0172890481560927","0.0141372104536904","0.0204408858584951"
"Other","2002","66 and older","Female","","","",""
"Other","2002","66 and older","Male","30","0.0165421906792936","0.0103445171927534","0.0227398641658337"
"Part-time","2002","16-34 y.","Female","363","0.116395784330896","0.105293008041426","0.127498560620366"
"Part-time","2002","16-34 y.","Male","65","0.0252456781417339","0.0196143840565227","0.0308769722269451"
"Part-time","2002","35-65 y.","Female","1716","0.243493526851449","0.233262369184679","0.253724684518219"
"Part-time","2002","35-65 y.","Male","112","0.0201113117613089","0.0167168261074112","0.0235057974152067"
"Part-time","2002","66 and older","Female","","","",""
"Part-time","2002","66 and older","Male","","","",""
"Full-time","2003","16-34 y.","Female","915","0.308350548047574","0.291998615331749","0.3247024807634"
"Full-time","2003","16-34 y.","Male","1379","0.521343087552769","0.50291231398207","0.539773861123468"
"Full-time","2003","35-65 y.","Female","1957","0.288124967436781","0.277089562392745","0.299160372480816"
"Full-time","2003","35-65 y.","Male","4580","0.704366572412639","0.693041620753075","0.715691524072202"
"Full-time","2003","66 and older","Female","","","",""
"Full-time","2003","66 and older","Male","33","0.0161484168864387","0.0101067089772469","0.0221901247956305"
"Non-working","2003","16-34 y.","Female","1296","0.410311097214846","0.392894158667052","0.42772803576264"
"Non-working","2003","16-34 y.","Male","918","0.30192339622393","0.284985108268297","0.318861684179563"
"Non-working","2003","35-65 y.","Female","2420","0.400396574992142","0.388457431274001","0.412335718710283"
"Non-working","2003","35-65 y.","Male","1428","0.253146669923639","0.242355612856713","0.263937726990565"
"Non-working","2003","66 and older","Female","1994","0.979700914496751","0.97356935096713","0.985832478026371"
"Non-working","2003","66 and older","Male","1580","0.951152292837353","0.94082046702267","0.961484118652036"
"Other","2003","16-34 y.","Female","485","0.158492120707504","0.14556098581304","0.171423255601967"
"Other","2003","16-34 y.","Male","457","0.143616317736535","0.130677169993791","0.15655546547928"
"Other","2003","35-65 y.","Female","410","0.0694381879651929","0.0632442371365736","0.0756321387938123"
"Other","2003","35-65 y.","Male","102","0.0189043625884611","0.0155245166032583","0.0222842085736639"
"Other","2003","66 and older","Female","","","",""
"Other","2003","66 and older","Male","36","0.0225318925547131","0.0154184457459067","0.0296453393635195"
"Part-time","2003","16-34 y.","Female","368","0.122846234030076","0.111223119951237","0.134469348108915"
"Part-time","2003","16-34 y.","Male","68","0.0331171984867655","0.0265150802251465","0.0397193167483845"
"Part-time","2003","35-65 y.","Female","1683","0.242040269605885","0.231603578472575","0.252476960739194"
"Part-time","2003","35-65 y.","Male","127","0.0235823950752611","0.0198164674010664","0.0273483227494558"
"Part-time","2003","66 and older","Female","","","",""
"Part-time","2003","66 and older","Male","","","",""
"Full-time","2004","16-34 y.","Female","867","0.315271071609322","0.298467658004993","0.332074485213652"
"Full-time","2004","16-34 y.","Male","1281","0.492420888005374","0.473594643585538","0.511247132425211"
"Full-time","2004","35-65 y.","Female","1897","0.285870759940175","0.274696803597116","0.297044716283234"
"Full-time","2004","35-65 y.","Male","4447","0.710506624744217","0.699020479195954","0.721992770292479"
"Full-time","2004","66 and older","Female","","","",""
"Full-time","2004","66 and older","Male","39","0.0189324863047796","0.0125122231364283","0.0253527494731308"
"Non-working","2004","16-34 y.","Female","1274","0.401587334031142","0.383858241373934","0.41931642668835"
"Non-working","2004","16-34 y.","Male","920","0.329837980284322","0.312133473794158","0.347542486774486"
"Non-working","2004","35-65 y.","Female","2279","0.393399688155671","0.381318712349341","0.405480663962001"
"Non-working","2004","35-65 y.","Male","1328","0.247587286881716","0.236656204500294","0.258518369263138"
"Non-working","2004","66 and older","Female","2043","0.980165685908278","0.974182268793104","0.986149103023453"
"Non-working","2004","66 and older","Male","1622","0.9445742788946","0.933795407485918","0.955353150303281"
"Other","2004","16-34 y.","Female","480","0.170148328425346","0.156558618155607","0.183738038695085"
"Other","2004","16-34 y.","Male","437","0.150007310251548","0.136560867853595","0.163453752649501"
"Other","2004","35-65 y.","Female","457","0.0772019277906309","0.070601058907826","0.0838027966734358"
"Other","2004","35-65 y.","Male","98","0.0178759498080629","0.0145202069787449","0.0212316926373808"
"Other","2004","66 and older","Female","","","",""
"Other","2004","66 and older","Male","43","0.0219620766316206","0.0150578648304818","0.0288662884327593"
"Part-time","2004","16-34 y.","Female","316","0.11299326593419","0.101543783450184","0.124442748418196"
"Part-time","2004","16-34 y.","Male","71","0.0277338214587556","0.0215502264854008","0.0339174164321104"
"Part-time","2004","35-65 y.","Female","1648","0.243527624113523","0.232913006660974","0.254142241566071"
"Part-time","2004","35-65 y.","Male","116","0.0240301385660045","0.0201516074915685","0.0279086696404405"
"Part-time","2004","66 and older","Female","","","",""
"Part-time","2004","66 and older","Male","","","",""
"Full-time","2005","16-34 y.","Female","804","0.300571545010034","0.283545917983741","0.317597172036327"
"Full-time","2005","16-34 y.","Male","1175","0.479641484263164","0.460281387518715","0.499001581007612"
"Full-time","2005","35-65 y.","Female","1802","0.286758328315536","0.275320810022429","0.298195846608644"
"Full-time","2005","35-65 y.","Male","4188","0.719373160802854","0.707650268274432","0.731096053331275"
"Full-time","2005","66 and older","Female","","","",""
"Full-time","2005","66 and older","Male","","","",""
"Non-working","2005","16-34 y.","Female","1233","0.423405716306027","0.405058462882182","0.441752969729872"
"Non-working","2005","16-34 y.","Male","912","0.335875244852904","0.317572692686281","0.354177797019526"
"Non-working","2005","35-65 y.","Female","2149","0.380670796637989","0.36839100530555","0.392950587970427"
"Non-working","2005","35-65 y.","Male","1232","0.231382671597021","0.220379609418254","0.242385733775788"
"Non-working","2005","66 and older","Female","2028","0.976519114714874","0.970000639061779","0.983037590367969"
"Non-working","2005","66 and older","Male","1653","0.952640110948379","0.942676982228789","0.962603239667969"
"Other","2005","16-34 y.","Female","465","0.162691217787946","0.148986111337147","0.176396324238745"
"Other","2005","16-34 y.","Male","403","0.15699372760338","0.142895829261191","0.171091625945568"
"Other","2005","35-65 y.","Female","479","0.0847416816747747","0.0776983878126291","0.0917849755369202"
"Other","2005","35-65 y.","Male","102","0.022545120797912","0.0186719405481858","0.0264183010476382"
"Other","2005","66 and older","Female","","","",""
"Other","2005","66 and older","Male","39","0.0187919315204239","0.012422623714526","0.0251612393263217"
"Part-time","2005","16-34 y.","Female","284","0.113331520895993","0.101560516326459","0.125102525465527"
"Part-time","2005","16-34 y.","Male","68","0.027489543280553","0.0211533455297091","0.0338257410313969"
"Part-time","2005","35-65 y.","Female","1576","0.247829193371701","0.236910016634378","0.258748370109023"
"Part-time","2005","35-65 y.","Male","121","0.0266990468022136","0.0224930928021359","0.0309050008022913"
"Part-time","2005","66 and older","Female","","","",""
"Part-time","2005","66 and older","Male","","","",""
"Full-time","2006","16-34 y.","Female","793","0.288278881910562","0.271646164571581","0.304911599249542"
"Full-time","2006","16-34 y.","Male","1153","0.4718263804391","0.452637886928584","0.491014873949615"
"Full-time","2006","35-65 y.","Female","1912","0.288740733069552","0.277688066543539","0.299793399595566"
"Full-time","2006","35-65 y.","Male","4417","0.722032668067896","0.710678992166681","0.733386343969112"
"Full-time","2006","66 and older","Female","","","",""
"Full-time","2006","66 and older","Male","46","0.0228518622418274","0.0164530836905568","0.0292506407930979"
"Non-working","2006","16-34 y.","Female","1259","0.428478135246513","0.410306976437104","0.446649294055922"
"Non-working","2006","16-34 y.","Male","907","0.323591007610565","0.305607917291387","0.341574097929742"
"Non-working","2006","35-65 y.","Female","2269","0.374068175900731","0.362266655321421","0.385869696480041"
"Non-working","2006","35-65 y.","Male","1298","0.227574795156728","0.216949243464966","0.23820034684849"
"Non-working","2006","66 and older","Female","2334","0.973472442337077","0.967039279588339","0.979905605085814"
"Non-working","2006","66 and older","Male","1970","0.944113595365516","0.934277532663329","0.953949658067702"
"Other","2006","16-34 y.","Female","506","0.174944975958615","0.160994338248023","0.188895613669207"
"Other","2006","16-34 y.","Male","465","0.172104783594711","0.15759551319513","0.186614053994291"
"Other","2006","35-65 y.","Female","527","0.0896644461770354","0.0826964170365578","0.0966324753175131"
"Other","2006","35-65 y.","Male","122","0.0247832413742329","0.0208432903706821","0.0287231923777837"
"Other","2006","66 and older","Female","","","",""
"Other","2006","66 and older","Male","52","0.0194940982125754","0.0135739475635188","0.025414248861632"
"Part-time","2006","16-34 y.","Female","291","0.10829800688431","0.0968870525579816","0.119708961210639"
"Part-time","2006","16-34 y.","Male","75","0.0324778283556248","0.0256640912811897","0.0392915654300598"
"Part-time","2006","35-65 y.","Female","1750","0.247526644852681","0.237000832791496","0.258052456913867"
"Part-time","2006","35-65 y.","Male","144","0.025609295401143","0.0216059176540473","0.0296126731482388"
"Part-time","2006","66 and older","Female","","","",""
"Part-time","2006","66 and older","Male","","","",""
"Full-time","2007","16-34 y.","Female","729","0.294571948583802","0.277186498158773","0.311957399008832"
"Full-time","2007","16-34 y.","Male","1119","0.489501946062784","0.469622302634022","0.509381589491546"
"Full-time","2007","35-65 y.","Female","1807","0.293591274947704","0.282043054074125","0.305139495821282"
"Full-time","2007","35-65 y.","Male","4179","0.736968567172488","0.725348633730408","0.748588500614568"
"Full-time","2007","66 and older","Female","","","",""
"Full-time","2007","66 and older","Male","40","0.0169554550733507","0.011370818189006","0.0225400919576954"
"Non-working","2007","16-34 y.","Female","1127","0.400409723137714","0.381722555194422","0.419096891081006"
"Non-working","2007","16-34 y.","Male","814","0.313220990078619","0.294776431360784","0.331665548796453"
"Non-working","2007","35-65 y.","Female","1975","0.351601796706127","0.339494089054253","0.363709504358001"
"Non-working","2007","35-65 y.","Male","1084","0.209172631174093","0.198438457744959","0.219906804603226"
"Non-working","2007","66 and older","Female","2293","0.970889754218019","0.964095569854997","0.977683938581041"
"Non-working","2007","66 and older","Male","1930","0.944612415718653","0.934718079749784","0.954506751687521"
"Other","2007","16-34 y.","Female","464","0.184737455100573","0.169936487299282","0.199538422901863"
"Other","2007","16-34 y.","Male","422","0.160499359231147","0.145901757819414","0.175096960642879"
"Other","2007","35-65 y.","Female","480","0.0867717524616647","0.0796334600487444","0.093910044874585"
"Other","2007","35-65 y.","Male","116","0.0240287564660497","0.0199870991169347","0.0280704138151646"
"Other","2007","66 and older","Female","","","",""
"Other","2007","66 and older","Male","58","0.0280583686165517","0.020914969480179","0.0352017677529243"
"Part-time","2007","16-34 y.","Female","321","0.120280873177911","0.107874804135996","0.132686942219826"
"Part-time","2007","16-34 y.","Male","74","0.0367777046274508","0.0292927373313449","0.0442626719235566"
"Part-time","2007","35-65 y.","Female","1712","0.268035175884505","0.256803191688745","0.279267160080266"
"Part-time","2007","35-65 y.","Male","136","0.0298300451873697","0.025340253426195","0.0343198369485445"
"Part-time","2007","66 and older","Female","","","",""
"Part-time","2007","66 and older","Male","","","",""
"Full-time","2008","16-34 y.","Female","735","0.315482151782015","0.296951981449675","0.334012322114354"
"Full-time","2008","16-34 y.","Male","1041","0.498784328883924","0.477966667808343","0.519601989959504"
"Full-time","2008","35-65 y.","Female","1771","0.30965110019127","0.29751669756433","0.321785502818209"
"Full-time","2008","35-65 y.","Male","3929","0.7554349515816","0.74365791253156","0.767211990631641"
"Full-time","2008","66 and older","Female","","","",""
"Full-time","2008","66 and older","Male","44","0.0194918908923413","0.0135103649100951","0.0254734168745875"
"Non-working","2008","16-34 y.","Female","977","0.38726210216408","0.367838065172294","0.406686139155865"
"Non-working","2008","16-34 y.","Male","695","0.291703708103157","0.27277845606277","0.310628960143543"
"Non-working","2008","35-65 y.","Female","1717","0.322678226489914","0.310408634589927","0.334947818389902"
"Non-working","2008","35-65 y.","Male","954","0.189714553353014","0.178971945421929","0.200457161284098"
"Non-working","2008","66 and older","Female","2238","0.966046459254974","0.958657696358794","0.973435222151154"
"Non-working","2008","66 and older","Male","1923","0.941984930266019","0.931870258367023","0.952099602165015"
"Other","2008","16-34 y.","Female","436","0.184653203111288","0.169181104185543","0.200125302037033"
"Other","2008","16-34 y.","Male","412","0.176152972920884","0.160291939107171","0.192014006734597"
"Other","2008","35-65 y.","Female","471","0.0933208271893884","0.0856866211226795","0.100955033256097"
"Other","2008","35-65 y.","Male","109","0.0280114332809045","0.0234903903983473","0.0325324761634617"
"Other","2008","66 and older","Female","35","0.0189101843066493","0.0133532859454385","0.0244670826678601"
"Other","2008","66 and older","Male","60","0.0294616434920095","0.0221452972567027","0.0367779897273163"
"Part-time","2008","16-34 y.","Female","268","0.112602542942618","0.0999978341904828","0.125207251694753"
"Part-time","2008","16-34 y.","Male","68","0.0333589900920353","0.0258824224248484","0.0408355577592221"
"Part-time","2008","35-65 y.","Female","1618","0.274349846129427","0.262639660620009","0.286060031638846"
"Part-time","2008","35-65 y.","Male","125","0.0268390617844813","0.0224109723702169","0.0312671511987458"
"Part-time","2008","66 and older","Female","","","",""
"Part-time","2008","66 and older","Male","","","",""
"Full-time","2009","16-34 y.","Female","689","0.334382439800741","0.314605589381482","0.354159290220001"
"Full-time","2009","16-34 y.","Male","908","0.470546217074601","0.448965923478312","0.492126510670891"
"Full-time","2009","35-65 y.","Female","1676","0.318543112837421","0.305852857211648","0.331233368463194"
"Full-time","2009","35-65 y.","Male","3655","0.757493226761452","0.745269871575259","0.769716581947644"
"Full-time","2009","66 and older","Female","","","",""
"Full-time","2009","66 and older","Male","53","0.023832352689484","0.0171393298868822","0.0305253754920858"
"Non-working","2009","16-34 y.","Female","827","0.342896588487462","0.322998037358097","0.362795139616828"
"Non-working","2009","16-34 y.","Male","712","0.324615474156842","0.304371193937048","0.344859754376635"
"Non-working","2009","35-65 y.","Female","1550","0.318037402967752","0.305352520571102","0.330722285364401"
"Non-working","2009","35-65 y.","Male","869","0.192097826535376","0.180862654364823","0.203332998705929"
"Non-working","2009","66 and older","Female","2145","0.965410977283229","0.957816358803581","0.973005595762877"
"Non-working","2009","66 and older","Male","1845","0.923710751034118","0.912062081897499","0.935359420170738"
"Other","2009","16-34 y.","Female","422","0.203906148839328","0.187016512131367","0.220795785547289"
"Other","2009","16-34 y.","Male","368","0.169568705954675","0.153344371731197","0.185793040178153"
"Other","2009","35-65 y.","Female","453","0.0939560839099952","0.0860090668418919","0.101903100978099"
"Other","2009","35-65 y.","Male","79","0.0236460699641919","0.0193127351827458","0.0279794047456379"
"Other","2009","66 and older","Female","45","0.0185445772492861","0.0129376559822883","0.024151498516284"
"Other","2009","66 and older","Male","64","0.0401041912775135","0.0314945794723414","0.0487138030826857"
"Part-time","2009","16-34 y.","Female","248","0.118814822872468","0.105250693723821","0.132378952021116"
"Part-time","2009","16-34 y.","Male","67","0.0352696028138817","0.0272943319167183","0.043244873711045"
"Part-time","2009","35-65 y.","Female","1499","0.269463400284832","0.257378642499619","0.281548158070046"
"Part-time","2009","35-65 y.","Male","120","0.0267628767389804","0.0221601536407003","0.0313655998372606"
"Part-time","2009","66 and older","Female","","","",""
"Part-time","2009","66 and older","Male","33","0.0123527049988842","0.00750586575881235","0.0171995442389561"
"Full-time","2010","16-34 y.","Female","762","0.335094328480127","0.320444448267793","0.349744208692461"
"Full-time","2010","16-34 y.","Male","1482","0.452143356552519","0.434216653257427","0.470070059847611"
"Full-time","2010","35-65 y.","Female","1866","0.319800928134206","0.30900458501993","0.330597271248482"
"Full-time","2010","35-65 y.","Male","4856","0.755610011540083","0.744944404099354","0.766275618980812"
"Full-time","2010","66 and older","Female","","","",""
"Full-time","2010","66 and older","Male","46","0.0220144198812773","0.0154749927530178","0.0285538470095369"
"Non-working","2010","16-34 y.","Female","2128","0.359969093410126","0.345071929492604","0.374866257327648"
"Non-working","2010","16-34 y.","Male","915","0.334028653631955","0.317040408430219","0.351016898833691"
"Non-working","2010","35-65 y.","Female","2358","0.294500072704165","0.283948675052117","0.305051470356213"
"Non-working","2010","35-65 y.","Male","1007","0.185425633438404","0.175779677071165","0.195071589805643"
"Non-working","2010","66 and older","Female","2071","0.968180148254954","0.960747124504853","0.975613172005055"
"Non-working","2010","66 and older","Male","1794","0.932273285078461","0.921074485270052","0.943472084886869"
"Other","2010","16-34 y.","Female","626","0.198720618770125","0.186335962275494","0.211105275264757"
"Other","2010","16-34 y.","Male","467","0.177134023364506","0.163382701928629","0.190885344800382"
"Other","2010","35-65 y.","Female","737","0.101588807183489","0.0945955530885733","0.108582061278406"
"Other","2010","35-65 y.","Male","150","0.027686816418847","0.023614564510545","0.031759068327149"
"Other","2010","66 and older","Female","40","0.0162744842506623","0.0109161605880026","0.0216328079133221"
"Other","2010","66 and older","Male","60","0.0324564859130004","0.0245586908995375","0.0403542809264633"
"Part-time","2010","16-34 y.","Female","472","0.106215959339622","0.0966532335624536","0.11577868511679"
"Part-time","2010","16-34 y.","Male","97","0.0366939664510202","0.0299221004274159","0.0434658324746246"
"Part-time","2010","35-65 y.","Female","2208","0.28411019197814","0.273670557395475","0.294549826560804"
"Part-time","2010","35-65 y.","Male","223","0.0312775386026658","0.0269572674326913","0.0355978097726403"
"Part-time","2010","66 and older","Female","","","",""
"Part-time","2010","66 and older","Male","34","0.0132558091272616","0.00815868433742768","0.0183529339170954"
"Full-time","2011","16-34 y.","Female","900","0.344543132665472","0.330098726013553","0.358987539317391"
"Full-time","2011","16-34 y.","Male","1505","0.487980898180976","0.470632262613898","0.505329533748054"
"Full-time","2011","35-65 y.","Female","2485","0.338720828522476","0.328922342112319","0.348519314932634"
"Full-time","2011","35-65 y.","Male","5882","0.767963228881057","0.758403913013899","0.777522544748215"
"Full-time","2011","66 and older","Female","","","",""
"Full-time","2011","66 and older","Male","47","0.0171607227472807","0.0120678724156362","0.0222535730789252"
"Non-working","2011","16-34 y.","Female","1911","0.365873416281983","0.351232803438838","0.380514029125127"
"Non-working","2011","16-34 y.","Male","1085","0.310174946052924","0.294120561152918","0.32622933095293"
"Non-working","2011","35-65 y.","Female","2755","0.293188697747725","0.283763923068225","0.302613472427224"
"Non-working","2011","35-65 y.","Male","1195","0.172340083286807","0.163787500175439","0.180892666398176"
"Non-working","2011","66 and older","Female","2633","0.9678514318417","0.961215096316978","0.974487767366423"
"Non-working","2011","66 and older","Male","2354","0.943554022307374","0.934503956043915","0.952604088570833"
"Other","2011","16-34 y.","Female","709","0.179196227786623","0.167539143088952","0.190853312484294"
"Other","2011","16-34 y.","Male","490","0.159677066450552","0.146963563969732","0.172390568931373"
"Other","2011","35-65 y.","Female","835","0.0890162708935119","0.0831205674571134","0.0949119743299104"
"Other","2011","35-65 y.","Male","176","0.0276978571304147","0.0239816329971175","0.031414081263712"
"Other","2011","66 and older","Female","44","0.0172446462826208","0.0123469367619507","0.0221423558032909"
"Other","2011","66 and older","Male","56","0.0269442278789066","0.0205945219564526","0.0332939338013605"
"Part-time","2011","16-34 y.","Female","638","0.110387223265922","0.100862206278917","0.119912240252928"
"Part-time","2011","16-34 y.","Male","109","0.0421670893155474","0.0351919558685002","0.0491422227625945"
"Part-time","2011","35-65 y.","Female","2887","0.279074202836287","0.269787730895768","0.288360674776806"
"Part-time","2011","35-65 y.","Male","238","0.0319988307017213","0.0280133272667214","0.0359843341367212"
"Part-time","2011","66 and older","Female","","","",""
"Part-time","2011","66 and older","Male","41","0.0123410270664383","0.00801159396550697","0.0166704601673696"
"Full-time","2012","16-34 y.","Female","855","0.339480351130277","0.324530308609075","0.354430393651479"
"Full-time","2012","16-34 y.","Male","1387","0.495777762594379","0.477998705465025","0.513556819723734"
"Full-time","2012","35-65 y.","Female","2543","0.335972526180336","0.326130262768174","0.345814789592499"
"Full-time","2012","35-65 y.","Male","5659","0.762223409412952","0.752440069751515","0.772006749074388"
"Full-time","2012","66 and older","Female","","","",""
"Full-time","2012","66 and older","Male","45","0.017032249067543","0.012008198363899","0.0220562997711869"
"Non-working","2012","16-34 y.","Female","1744","0.354936995156755","0.339830318361326","0.370043671952184"
"Non-working","2012","16-34 y.","Male","969","0.287765838857954","0.271667345797367","0.30386433191854"
"Non-working","2012","35-65 y.","Female","2535","0.290551466358757","0.281090792723794","0.30001213999372"
"Non-working","2012","35-65 y.","Male","1195","0.181922700841433","0.173057224790688","0.190788176892177"
"Non-working","2012","66 and older","Female","2608","0.95970906646111","0.95231102717524","0.967107105746981"
"Non-working","2012","66 and older","Male","2369","0.933622797944424","0.923956869534437","0.94328872635441"
"Other","2012","16-34 y.","Female","698","0.18657748489464","0.174278197556416","0.198876772232864"
"Other","2012","16-34 y.","Male","569","0.176628397380658","0.16306768787511","0.190189106886206"
"Other","2012","35-65 y.","Female","830","0.0852670754912136","0.0794475454176937","0.0910866055647335"
"Other","2012","35-65 y.","Male","158","0.0215418566501176","0.0182054872107186","0.0248782260895166"
"Other","2012","66 and older","Female","62","0.0227518034797318","0.0171419241172478","0.0283616828422158"
"Other","2012","66 and older","Male","85","0.0353991716799274","0.0282242239028259","0.0425741194570289"
"Part-time","2012","16-34 y.","Female","557","0.119005168818328","0.1087825579714","0.129227779665255"
"Part-time","2012","16-34 y.","Male","113","0.0398280011670087","0.0328741886059276","0.0467818137280899"
