"erwst","year","migback","n","percent","lower_confidence","upper_confidence"
"Part-time","2011","indirect migration background","171","0.105039347159356","0.0890357904709737","0.121042903847739"
"Part-time","2011","no migration background","3372","0.0995386995141476","0.0957763503200579","0.103301048708237"
"Full-time","2012","direct migration background","1125","0.373937496085022","0.356824874865513","0.39105011730453"
"Full-time","2012","indirect migration background","491","0.399886858840903","0.373984467568418","0.425789250113389"
"Full-time","2012","no migration background","8884","0.389379741808788","0.383188776783986","0.39557070683359"
"Non-working","2012","direct migration background","1281","0.426152630697729","0.408662664618507","0.443642596776952"
"Non-working","2012","indirect migration background","489","0.332172655461451","0.307268675250217","0.357076635672685"
"Non-working","2012","no migration background","9650","0.433657115283798","0.427364965789614","0.439949264777983"
"Other","2012","direct migration background","249","0.0778240742375387","0.0683492305343009","0.0872989179407765"
"Other","2012","indirect migration background","213","0.156824929671244","0.137597503424648","0.176052355917839"
"Other","2012","no migration background","1940","0.0744643310094858","0.0711311661372608","0.0777974958817107"
"Part-time","2012","direct migration background","416","0.12208579897971","0.110506912535661","0.13366468542376"
"Part-time","2012","indirect migration background","181","0.111115556026402","0.0944980896195145","0.12773302243329"
"Part-time","2012","no migration background","3356","0.102498811897928","0.0986479051538794","0.106349718641977"
"Full-time","2013","direct migration background","2503","0.382374526236063","0.370495428539038","0.394253623933089"
"Full-time","2013","indirect migration background","793","0.39632144432618","0.376052003902061","0.416590884750299"
"Full-time","2013","no migration background","8385","0.377489884028616","0.371176685586131","0.383803082471101"
"Non-working","2013","direct migration background","2385","0.40113146916379","0.389150678182358","0.413112260145223"
"Non-working","2013","indirect migration background","798","0.346849692330663","0.327125813600904","0.366573571060423"
"Non-working","2013","no migration background","8943","0.435881107205333","0.429423183346139","0.442339031064527"
"Other","2013","direct migration background","678","0.0964834013632807","0.0892661679918353","0.103700634734726"
"Other","2013","indirect migration background","385","0.15765026253551","0.142549159508148","0.172751365562873"
"Other","2013","no migration background","1983","0.0784345460063016","0.0749331570157696","0.0819359349968336"
"Part-time","2013","direct migration background","863","0.120010603236866","0.112066865322964","0.127954341150767"
"Part-time","2013","indirect migration background","261","0.0991786008076464","0.086792248325689","0.111564953289604"
"Part-time","2013","no migration background","3338","0.108194462759749","0.104149065510735","0.112239860008762"
"Full-time","2014","direct migration background","1974","0.378985694707219","0.365776948444567","0.392194440969871"
"Full-time","2014","indirect migration background","689","0.389055388804509","0.367315807936491","0.410794969672528"
"Full-time","2014","no migration background","7581","0.375086388412045","0.368485604390749","0.381687172433342"
"Non-working","2014","direct migration background","1937","0.407534591951868","0.394155916300785","0.420913267602951"
"Non-working","2014","indirect migration background","687","0.344230949409644","0.323045145642373","0.365416753176915"
"Non-working","2014","no migration background","8212","0.428148234408326","0.421402042515458","0.434894426301195"
"Other","2014","direct migration background","568","0.0986019368848176","0.0904848457881158","0.106719027981519"
"Other","2014","indirect migration background","337","0.169922836646857","0.153176121329255","0.186669551964459"
"Other","2014","no migration background","1886","0.0833472525529814","0.0795787575397275","0.0871157475662353"
"Part-time","2014","direct migration background","703","0.114877776456096","0.106195791685509","0.123559761226682"
"Part-time","2014","indirect migration background","219","0.0967908251389897","0.0836065640029224","0.109975086275057"
"Part-time","2014","no migration background","2987","0.113418124626647","0.109094773250879","0.117741476002415"
"Full-time","2015","direct migration background","2375","0.388088482695362","0.375754857188947","0.400422108201777"
"Full-time","2015","indirect migration background","637","0.419207721871786","0.396463350828265","0.441952092915307"
"Full-time","2015","no migration background","7117","0.372978568766375","0.36622674707834","0.37973039045441"
"Non-working","2015","direct migration background","2221","0.389966651303272","0.37762220571359","0.402311096892954"
"Non-working","2015","indirect migration background","648","0.326874230497154","0.305252655400186","0.348495805594121"
"Non-working","2015","no migration background","7890","0.426098287829278","0.419194117652827","0.433002458005729"
"Other","2015","direct migration background","573","0.0905828011934531","0.0833186391822653","0.0978469632046409"
"Other","2015","indirect migration background","308","0.165509444102676","0.148378906955133","0.182639981250219"
"Other","2015","no migration background","1783","0.0833091253339895","0.0794508290542156","0.0871674216137635"
"Part-time","2015","direct migration background","828","0.131362064807913","0.12281266857056","0.139911461045266"
"Part-time","2015","indirect migration background","215","0.0884086035283844","0.0753229248432238","0.101494282213545"
"Part-time","2015","no migration background","2917","0.117614018070357","0.113116253943349","0.122111782197365"
"Full-time","2016","direct migration background","2098","0.368796631604132","0.359038418514676","0.378554844693588"
"Full-time","2016","indirect migration background","584","0.398928470971838","0.375561568574065","0.422295373369611"
"Full-time","2016","no migration background","6619","0.380933472533571","0.373905887048797","0.387961058018345"
"Non-working","2016","direct migration background","5745","0.407685989095471","0.397747255106765","0.417624723084177"
"Non-working","2016","indirect migration background","586","0.34844753996802","0.325710498935517","0.371184581000522"
"Non-working","2016","no migration background","7347","0.420018685056054","0.412876119837438","0.42716125027467"
"Other","2016","direct migration background","731","0.0925005896779443","0.0866407248623479","0.0983604544935407"
"Other","2016","indirect migration background","285","0.146005364798607","0.129155263044793","0.162855466552421"
"Other","2016","no migration background","1574","0.0786728192928179","0.0747767003506228","0.082568938235013"
"Part-time","2016","direct migration background","817","0.131016789622453","0.124192438870093","0.137841140374813"
"Part-time","2016","indirect migration background","232","0.106618624261535","0.0918912428570124","0.121346005666058"
"Part-time","2016","no migration background","2803","0.120375023117557","0.115666010261945","0.12508403597317"
"Full-time","2017","direct migration background","2214","0.364313766038609","0.355048358292081","0.373579173785138"
"Full-time","2017","indirect migration background","652","0.402366164862574","0.379953910550382","0.424778419174766"
"Full-time","2017","no migration background","7891","0.385376362730385","0.378746094999196","0.392006630461573"
"Non-working","2017","direct migration background","6461","0.415285067194738","0.40579759333995","0.424772541049527"
"Non-working","2017","indirect migration background","635","0.330086158206259","0.308593983680023","0.351578332732494"
"Non-working","2017","no migration background","7805","0.411641277770216","0.404936807696577","0.418345747843855"
"Other","2017","direct migration background","804","0.0977586462557316","0.092040644349136","0.103476648162327"
"Other","2017","indirect migration background","289","0.154408798758111","0.137893992764546","0.170923604751676"
"Other","2017","no migration background","1763","0.0804496672710165","0.076744278519579","0.084155056022454"
"Part-time","2017","direct migration background","884","0.122642520510921","0.116326927040495","0.128958113981347"
"Part-time","2017","indirect migration background","263","0.113138878173057","0.0986614650037014","0.127616291342412"
"Part-time","2017","no migration background","3239","0.122532692228383","0.118065595465484","0.126999788991281"
"Full-time","2018","direct migration background","2300","0.388286951247046","0.378157203413079","0.398416699081013"
"Full-time","2018","indirect migration background","646","0.416648163731934","0.393979775184022","0.439316552279846"
"Full-time","2018","no migration background","7435","0.385001210789758","0.378250709872992","0.391751711706523"
"Non-working","2018","direct migration background","4849","0.397837704115516","0.387664491680948","0.408010916550085"
"Non-working","2018","indirect migration background","596","0.293541188041362","0.272602543008458","0.314479833074267"
"Non-working","2018","no migration background","7643","0.407724952861942","0.400907640613621","0.414542265110262"
"Other","2018","direct migration background","779","0.0786039042249372","0.0730102758876644","0.08419753256221"
"Other","2018","indirect migration background","315","0.172678786151602","0.155299689393339","0.190057882909865"
"Other","2018","no migration background","1684","0.0785552747228592","0.0748228578625556","0.0822876915831628"
"Part-time","2018","direct migration background","964","0.1352714404125","0.128162721817019","0.142380159007981"
"Part-time","2018","indirect migration background","260","0.117131862075102","0.102345679209932","0.131918044940271"
"Part-time","2018","no migration background","3198","0.128718561625442","0.124072685321375","0.133364437929508"
"Full-time","2019","direct migration background","2245","0.382127605505592","0.371353213278777","0.392901997732407"
"Full-time","2019","indirect migration background","720","0.416623066577366","0.393733344298638","0.439512788856094"
"Full-time","2019","no migration background","8339","0.390562610621837","0.383903378219885","0.397221843023788"
"Non-working","2019","direct migration background","3951","0.394878355026898","0.384039280880196","0.405717429173601"
"Non-working","2019","indirect migration background","522","0.302055102412383","0.280737031737492","0.323373173087273"
"Non-working","2019","no migration background","7338","0.399822136137095","0.393135807848071","0.406508464426119"
"Other","2019","direct migration background","728","0.0757421366197496","0.0698752927343615","0.0816089805051376"
"Other","2019","indirect migration background","258","0.126788939816344","0.111340147305645","0.142237732327044"
"Other","2019","no migration background","1638","0.0746360891872399","0.0710489765975707","0.0782232017769092"
"Part-time","2019","direct migration background","889","0.14725190284776","0.139394481975582","0.155109323719938"
"Part-time","2019","indirect migration background","282","0.154532891193907","0.137750529969814","0.171315252418001"
"Part-time","2019","no migration background","3304","0.134979164053828","0.130315138265528","0.139643189842129"
