"erwst","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Part-time","1993","Saxony-Anhalt","31","0.0311035784666019","0.0186295859853491","0.0435775709478546"
"Part-time","1993","Thuringia","29","","",""
"Non-working","1993","Schleswig-Holstein","116","0.458067442284518","0.400424720855365","0.515710163713672"
"Non-working","1993","Hamburg","63","0.460676037936467","0.379545050907596","0.541807024965338"
"Non-working","1993","Lower Saxony","405","0.44041746923331","0.409399391190347","0.471435547276274"
"Non-working","1993","Bremen","52","0.635758200328355","0.537956254908578","0.733560145748132"
"Non-working","1993","North Rhine-Westphalia","1038","0.442290053466904","0.422891113031973","0.461688993901835"
"Non-working","1993","Hesse","358","0.453432018745668","0.421624377479305","0.485239660012031"
"Non-working","1993","Rhineland-Palatinate,Saarland","292","0.496860978767406","0.458184936823343","0.535537020711468"
"Non-working","1993","Baden-Württemberg","649","0.404118571377991","0.381404641750941","0.426832501005041"
"Non-working","1993","Bavaria","592","0.420764997952224","0.396791315405961","0.444738680498487"
"Non-working","1993","Berlin","219","0.411102645507824","0.371059421958413","0.451145869057235"
"Non-working","1993","Brandenburg","251","0.449230024287087","0.410449911494519","0.488010137079656"
"Non-working","1993","Mecklenburg-Western Pomerania","179","0.5170765058786","0.468469189519189","0.565683822238011"
"Non-working","1993","Saxony","464","0.495218756075659","0.465950595305337","0.524486916845981"
"Non-working","1993","Saxony-Anhalt","309","0.497192240620189","0.461264924115681","0.533119557124696"
"Non-working","1993","Thuringia","273","0.482178069384871","0.444142907111157","0.520213231658584"
"Other","1993","Schleswig-Holstein","13","","",""
"Other","1993","Hamburg","5","","",""
"Other","1993","Lower Saxony","65","0.0614122057745158","0.0464113739866411","0.0764130375623905"
"Other","1993","Bremen","3","","",""
"Other","1993","North Rhine-Westphalia","127","0.0450520553620863","0.0369505190695876","0.053153591654585"
"Other","1993","Hesse","57","0.0543754277910004","0.0398872423152942","0.0688636132667065"
"Other","1993","Rhineland-Palatinate,Saarland","39","0.0482484302262628","0.0316722686299038","0.0648245918226219"
"Other","1993","Baden-Württemberg","118","0.0673301463471161","0.0557309821805051","0.078929310513727"
"Other","1993","Bavaria","87","0.047688784596704","0.0373401006063639","0.0580374685870441"
"Other","1993","Berlin","23","","",""
"Other","1993","Brandenburg","35","0.0522321103632487","0.0348857112796458","0.0695785094468515"
"Other","1993","Mecklenburg-Western Pomerania","19","","",""
"Other","1993","Saxony","58","0.0402513469944537","0.0287456151091812","0.0517570788797261"
"Other","1993","Saxony-Anhalt","30","0.0303916559446011","0.0180567177609399","0.0427265941282624"
"Other","1993","Thuringia","41","0.065088759356846","0.0463116163296761","0.083865902384016"
"Full-time","1994","Schleswig-Holstein","121","0.378301217751915","0.322291842924442","0.434310592579388"
"Full-time","1994","Hamburg","62","0.439691566051906","0.35833966244108","0.521043469662731"
"Full-time","1994","Lower Saxony","425","0.403670558447893","0.372842346624733","0.434498770271052"
"Full-time","1994","Bremen","31","0.286236064992515","0.192330233133858","0.380141896851173"
"Full-time","1994","North Rhine-Westphalia","1102","0.424412684296067","0.404905196683854","0.44392017190828"
"Full-time","1994","Hesse","436","0.398153396039481","0.366624358253004","0.429682433825958"
"Full-time","1994","Rhineland-Palatinate,Saarland","269","0.414151891357455","0.375870133331939","0.452433649382971"
"Full-time","1994","Baden-Württemberg","821","0.426722939545243","0.403510000674983","0.449935878415502"
"Full-time","1994","Bavaria","760","0.42330194737217","0.399062036246742","0.447541858497597"
"Full-time","1994","Berlin","279","0.47555688569391","0.434046083494773","0.517067687893046"
"Full-time","1994","Brandenburg","298","0.4616022892651","0.422008686279132","0.501195892251069"
"Full-time","1994","Mecklenburg-Western Pomerania","197","0.413865350863358","0.366364510059255","0.461366191667462"
"Full-time","1994","Saxony","539","0.416944086917965","0.388234486520831","0.445653687315098"
"Full-time","1994","Saxony-Anhalt","360","0.435080202171612","0.398536171859431","0.471624232483792"
"Full-time","1994","Thuringia","300","0.386613072358762","0.34960105188656","0.423625092830964"
"Part-time","1994","Schleswig-Holstein","34","0.115627814908657","0.0786960090540509","0.152559620763262"
"Part-time","1994","Hamburg","11","","",""
"Part-time","1994","Lower Saxony","94","0.0930325177810666","0.074780750762584","0.111284284799549"
"Part-time","1994","Bremen","5","","",""
"Part-time","1994","North Rhine-Westphalia","179","0.0762746557922491","0.0657982306808404","0.0867510809036578"
"Part-time","1994","Hesse","67","0.0640651771133219","0.0482935530586596","0.0798368011679843"
"Part-time","1994","Rhineland-Palatinate,Saarland","45","0.0662159872173901","0.0468907791080616","0.0855411953267187"
"Part-time","1994","Baden-Württemberg","131","0.0778637541751287","0.065287825464922","0.0904396828853354"
"Part-time","1994","Bavaria","125","0.0777916836940144","0.0646511576809861","0.0909322097070427"
"Part-time","1994","Berlin","33","0.0516426424600448","0.0332475941690985","0.0700376907509911"
"Part-time","1994","Brandenburg","24","","",""
"Part-time","1994","Mecklenburg-Western Pomerania","22","","",""
"Part-time","1994","Saxony","50","0.0344981078303475","0.0238711896124833","0.0451250260482117"
"Part-time","1994","Saxony-Anhalt","25","","",""
"Part-time","1994","Thuringia","41","0.0570106572173315","0.0393881099365759","0.0746332044980871"
"Non-working","1994","Schleswig-Holstein","117","0.438898167085379","0.381584978029229","0.496211356141528"
"Non-working","1994","Hamburg","62","0.451106462330714","0.369549009153588","0.532663915507841"
"Non-working","1994","Lower Saxony","405","0.459032609655956","0.427721462189875","0.490343757122037"
"Non-working","1994","Bremen","52","0.64704098073306","0.547756556035998","0.746325405430122"
"Non-working","1994","North Rhine-Westphalia","1047","0.450177446239531","0.430541370579703","0.469813521899358"
"Non-working","1994","Hesse","376","0.490280063728684","0.458081942983287","0.522478184474082"
"Non-working","1994","Rhineland-Palatinate,Saarland","287","0.478618076089091","0.439794810164458","0.517441342013724"
"Non-working","1994","Baden-Württemberg","699","0.447989494040804","0.424650483665452","0.471328504416156"
"Non-working","1994","Bavaria","618","0.446628081429372","0.422238001777525","0.47101816108122"
"Non-working","1994","Berlin","216","0.427665058184897","0.386541781682084","0.46878833468771"
"Non-working","1994","Brandenburg","247","0.445132568143284","0.405661511989817","0.48460362429675"
"Non-working","1994","Mecklenburg-Western Pomerania","176","0.502591702675353","0.454370589117959","0.550812816232748"
"Non-working","1994","Saxony","493","0.515171552205418","0.486070873366584","0.544272231044252"
"Non-working","1994","Saxony-Anhalt","289","0.508782703893634","0.471932374117917","0.54563303366935"
"Non-working","1994","Thuringia","278","0.502237416774689","0.464235725583578","0.540239107965801"
"Other","1994","Schleswig-Holstein","16","","",""
"Other","1994","Hamburg","8","","",""
"Other","1994","Lower Saxony","49","0.0442643141150844","0.0313405970496048","0.0571880311805639"
"Other","1994","Bremen","1","","",""
"Other","1994","North Rhine-Westphalia","138","0.0491352136721532","0.0406040679251723","0.0576663594191341"
"Other","1994","Hesse","47","0.047501363118513","0.0338011344695747","0.0612015917674512"
"Other","1994","Rhineland-Palatinate,Saarland","35","0.0410140453360634","0.0256008756365853","0.0564272150355416"
"Other","1994","Baden-Württemberg","93","0.0474238122388244","0.0374485816786274","0.0573990427990214"
"Other","1994","Bavaria","93","0.0522782875044434","0.041358033524309","0.0631985414845779"
"Other","1994","Berlin","28","","",""
"Other","1994","Brandenburg","40","0.0546929099661617","0.0366340047842261","0.0727518151480973"
"Other","1994","Mecklenburg-Western Pomerania","18","","",""
"Other","1994","Saxony","51","0.0333862530462698","0.0229259694275231","0.0438465366650166"
"Other","1994","Saxony-Anhalt","33","0.0345506759366492","0.0210879997610893","0.0480133521122092"
"Other","1994","Thuringia","46","0.0541388536492171","0.0369397628512013","0.0713379444472329"
"Full-time","1995","Schleswig-Holstein","117","0.359273987646087","0.303571482664738","0.414976492627437"
"Full-time","1995","Hamburg","57","0.379102291379233","0.29664852398126","0.461556058777206"
"Full-time","1995","Lower Saxony","455","0.407065756637379","0.377321508122098","0.43681000515266"
"Full-time","1995","Bremen","33","0.261497384032672","0.173590645412248","0.349404122653096"
"Full-time","1995","North Rhine-Westphalia","1170","0.422713477536276","0.403718128665037","0.441708826407516"
"Full-time","1995","Hesse","431","0.381590474898","0.350797191938935","0.412383757857066"
"Full-time","1995","Rhineland-Palatinate,Saarland","293","0.380407227150851","0.344796853024467","0.416017601277234"
"Full-time","1995","Baden-Württemberg","843","0.415825042189674","0.393125575494829","0.438524508884518"
"Full-time","1995","Bavaria","812","0.429677698458028","0.406138970738944","0.453216426177112"
"Full-time","1995","Berlin","274","0.444629270107119","0.403906192242688","0.48535234797155"
"Full-time","1995","Brandenburg","292","0.459251500855305","0.419074519445866","0.499428482264743"
"Full-time","1995","Mecklenburg-Western Pomerania","212","0.446602164791377","0.398886695074274","0.494317634508479"
"Full-time","1995","Saxony","524","0.420261441843805","0.391131729169114","0.449391154518497"
"Full-time","1995","Saxony-Anhalt","334","0.425648139576412","0.388835593174788","0.462460685978035"
"Full-time","1995","Thuringia","310","0.400736999240535","0.363150666543675","0.438323331937396"
"Part-time","1995","Schleswig-Holstein","32","0.107388412708362","0.0714436490228356","0.143333176393889"
"Part-time","1995","Hamburg","14","","",""
"Part-time","1995","Lower Saxony","91","0.0778244500904354","0.061605143558586","0.0940437566222848"
"Part-time","1995","Bremen","6","","",""
"Part-time","1995","North Rhine-Westphalia","199","0.0773712720683925","0.0670974539535639","0.0876450901832212"
"Part-time","1995","Hesse","85","0.075284646982083","0.0585592517910638","0.0920100421731022"
"Part-time","1995","Rhineland-Palatinate,Saarland","56","0.0719483964288016","0.0529946263814617","0.0909021664761414"
"Part-time","1995","Baden-Württemberg","132","0.0732985076504914","0.0612950500339887","0.0853019652669941"
"Part-time","1995","Bavaria","127","0.079596439104162","0.0667261777454131","0.0924667004629109"
"Part-time","1995","Berlin","40","0.063216198913281","0.0432734990953769","0.083158898731185"
"Part-time","1995","Brandenburg","29","","",""
"Part-time","1995","Mecklenburg-Western Pomerania","24","","",""
"Part-time","1995","Saxony","63","0.0441503384929517","0.0320270022953886","0.0562736746905148"
"Part-time","1995","Saxony-Anhalt","36","0.0390123256964604","0.0245964408983314","0.0534282104945895"
"Part-time","1995","Thuringia","44","0.0543671390323316","0.0369762806703047","0.0717579973943586"
"Non-working","1995","Schleswig-Holstein","121","0.487700821877445","0.429669263356867","0.545732380398023"
"Non-working","1995","Hamburg","56","0.440231948337123","0.35586601745068","0.524597879223566"
"Non-working","1995","Lower Saxony","447","0.470565588499525","0.440346343132718","0.500784833866331"
"Non-working","1995","Bremen","55","0.666192118030393","0.571859798562087","0.760524437498698"
"Non-working","1995","North Rhine-Westphalia","1077","0.444574228289828","0.425466296915617","0.463682159664039"
"Non-working","1995","Hesse","390","0.495663864697543","0.463970173850026","0.527357555545061"
"Non-working","1995","Rhineland-Palatinate,Saarland","326","0.5050954252438","0.468422425383285","0.541768425104316"
"Non-working","1995","Baden-Württemberg","718","0.449001661421905","0.426093618691552","0.471909704152257"
"Non-working","1995","Bavaria","655","0.437212737794571","0.4136258883817","0.460799587207442"
"Non-working","1995","Berlin","235","0.460267247295942","0.419421720748814","0.50111277384307"
"Non-working","1995","Brandenburg","233","0.446515566126449","0.406435783446777","0.486595348806121"
"Non-working","1995","Mecklenburg-Western Pomerania","165","0.466343588538377","0.418462508902894","0.514224668173861"
"Non-working","1995","Saxony","460","0.499763591926195","0.470256236319739","0.529270947532651"
"Non-working","1995","Saxony-Anhalt","283","0.489980377579166","0.452761415278419","0.527199339879914"
"Non-working","1995","Thuringia","263","0.48763214351053","0.449294218697843","0.525970068323218"
"Other","1995","Schleswig-Holstein","15","","",""
"Other","1995","Hamburg","6","","",""
"Other","1995","Lower Saxony","55","0.0445442047726611","0.0320540346363288","0.0570343749089933"
"Other","1995","Bremen","2","","",""
"Other","1995","North Rhine-Westphalia","152","0.0553410221055037","0.0465489825396322","0.0641330616713751"
"Other","1995","Hesse","50","0.0474610134223736","0.0339829024272108","0.0609391244175364"
"Other","1995","Rhineland-Palatinate,Saarland","39","0.0425489511765472","0.0277441798265276","0.0573537225265667"
"Other","1995","Baden-Württemberg","118","0.0618747887379304","0.050778541261639","0.0729710362142217"
"Other","1995","Bavaria","105","0.0535131246432388","0.0428117675865465","0.0642144816999312"
"Other","1995","Berlin","23","","",""
"Other","1995","Brandenburg","37","0.0508637571446349","0.0331495039565348","0.068578010332735"
"Other","1995","Mecklenburg-Western Pomerania","16","","",""
"Other","1995","Saxony","56","0.0358246277370475","0.0248565834596142","0.0467926720144809"
"Other","1995","Saxony-Anhalt","40","0.0453591571479615","0.029866212571949","0.0608521017239739"
"Other","1995","Thuringia","36","0.0572637182166025","0.0394429515809891","0.075084484852216"
"Full-time","1996","Schleswig-Holstein","121","0.392907603299096","0.336501712723687","0.449313493874506"
"Full-time","1996","Hamburg","55","0.379161023816072","0.295109723445284","0.46321232418686"
"Full-time","1996","Lower Saxony","456","0.401417503124405","0.371768260714723","0.431066745534086"
"Full-time","1996","Bremen","33","0.291145288784621","0.199792925529546","0.382497652039695"
"Full-time","1996","North Rhine-Westphalia","1121","0.409271050677073","0.390246281099267","0.42829582025488"
"Full-time","1996","Hesse","402","0.385067161286584","0.353520233054487","0.41661408951868"
"Full-time","1996","Rhineland-Palatinate,Saarland","299","0.397395670942076","0.361040083978919","0.433751257905232"
"Full-time","1996","Baden-Württemberg","789","0.413631848688977","0.39035758020787","0.436906117170083"
"Full-time","1996","Bavaria","771","0.403589568639865","0.380037835441622","0.427141301838108"
"Full-time","1996","Berlin","259","0.444863149247656","0.403217688383769","0.486508610111542"
"Full-time","1996","Brandenburg","281","0.434708423432019","0.395043396755531","0.474373450108508"
"Full-time","1996","Mecklenburg-Western Pomerania","180","0.41050306334263","0.362295289953939","0.45871083673132"
"Full-time","1996","Saxony","530","0.409983758108562","0.381076226649667","0.438891289567457"
"Full-time","1996","Saxony-Anhalt","314","0.398237666094492","0.361416556548655","0.435058775640329"
"Full-time","1996","Thuringia","305","0.401133568242777","0.363769268294449","0.438497868191105"
"Part-time","1996","Schleswig-Holstein","32","0.123297544547779","0.08532627021613","0.161268818879428"
"Part-time","1996","Hamburg","13","","",""
"Part-time","1996","Lower Saxony","99","0.0910763055564011","0.0736734763997635","0.108479134713039"
"Part-time","1996","Bremen","6","","",""
"Part-time","1996","North Rhine-Westphalia","229","0.0859182642975427","0.0750751252214802","0.0967614033736052"
"Part-time","1996","Hesse","94","0.092286658938761","0.0735229445319474","0.111050373345575"
"Part-time","1996","Rhineland-Palatinate,Saarland","57","0.0786847718019191","0.0586818728603612","0.098687670743477"
"Part-time","1996","Baden-Württemberg","135","0.0749979801800142","0.0625505416073932","0.0874454187526352"
"Part-time","1996","Bavaria","154","0.093166870115201","0.0792136407563848","0.107120099474017"
"Part-time","1996","Berlin","37","0.0598696613065844","0.0399880370202842","0.0797512855928845"
"Part-time","1996","Brandenburg","28","","",""
"Part-time","1996","Mecklenburg-Western Pomerania","27","","",""
"Part-time","1996","Saxony","63","0.0495851758586779","0.0368258353642143","0.0623445163531416"
"Part-time","1996","Saxony-Anhalt","38","0.0444442399503733","0.0289436237524883","0.0599448561482583"
"Part-time","1996","Thuringia","43","0.0622166331024231","0.0438024746169399","0.0806307915879064"
"Non-working","1996","Schleswig-Holstein","115","0.430215367487193","0.373034574640688","0.487396160333698"
"Non-working","1996","Hamburg","52","0.468895713713743","0.382444490853449","0.555346936574038"
"Non-working","1996","Lower Saxony","442","0.466760072522944","0.436584075990491","0.496936069055397"
"Non-working","1996","Bremen","54","0.633102300970577","0.53618624581862","0.730018356122533"
"Non-working","1996","North Rhine-Westphalia","1072","0.452518094510286","0.433259587104552","0.471776601916021"
"Non-working","1996","Hesse","376","0.484574732175355","0.452175238150624","0.516974226200085"
"Non-working","1996","Rhineland-Palatinate,Saarland","301","0.480233911748268","0.443116827392346","0.51735099610419"
"Non-working","1996","Baden-Württemberg","695","0.453724701850078","0.430196655833579","0.477252747866578"
"Non-working","1996","Bavaria","647","0.448955707840295","0.425078953347702","0.472832462332888"
"Non-working","1996","Berlin","229","0.463843834015815","0.422052525041115","0.505635142990515"
"Non-working","1996","Brandenburg","258","0.476310539275814","0.436347870971769","0.516273207579858"
"Non-working","1996","Mecklenburg-Western Pomerania","173","0.492993591240138","0.443999302571261","0.541987879909016"
"Non-working","1996","Saxony","460","0.499605738802849","0.470218040903649","0.528993436702049"
"Non-working","1996","Saxony-Anhalt","293","0.522426601850866","0.484856194035663","0.559997009666069"
"Non-working","1996","Thuringia","275","0.493425768199778","0.455312181387271","0.531539355012285"
"Other","1996","Schleswig-Holstein","20","","",""
"Other","1996","Hamburg","8","","",""
"Other","1996","Lower Saxony","53","0.0407461187962504","0.0287879866733938","0.0527042509191069"
"Other","1996","Bremen","2","","",""
"Other","1996","North Rhine-Westphalia","144","0.0522925905150974","0.0436791436007583","0.0609060374294365"
"Other","1996","Hesse","42","0.0380714475993006","0.0256650385449014","0.0504778566536997"
"Other","1996","Rhineland-Palatinate,Saarland","39","0.0436856455077372","0.0285007017673236","0.0588705892481508"
"Other","1996","Baden-Württemberg","101","0.0576454692809305","0.0466307453010513","0.0686601932608097"
"Other","1996","Bavaria","95","0.0542878534046394","0.0434108037924644","0.0651649030168144"
"Other","1996","Berlin","22","","",""
"Other","1996","Brandenburg","33","0.0492598081171587","0.0319437214568956","0.0665758947774217"
"Other","1996","Mecklenburg-Western Pomerania","20","","",""
"Other","1996","Saxony","59","0.0408253272299113","0.0291945326359933","0.0524561218238292"
"Other","1996","Saxony-Anhalt","34","0.0348914921042688","0.0210888875054765","0.0486940967030611"
"Other","1996","Thuringia","38","0.0432240304550216","0.0277210528008436","0.0587270081091996"
"Full-time","1997","Schleswig-Holstein","119","0.396632682922468","0.338496196791008","0.454769169053928"
"Full-time","1997","Hamburg","51","0.3938255730417","0.308172322990321","0.479478823093078"
"Full-time","1997","Lower Saxony","449","0.38081206595306","0.351370796068054","0.410253335838067"
"Full-time","1997","Bremen","34","0.315116696448312","0.221203167296728","0.409030225599897"
"Full-time","1997","North Rhine-Westphalia","1092","0.411970819854153","0.392761666808202","0.431179972900104"
"Full-time","1997","Hesse","367","0.367180412529194","0.334888711864397","0.399472113193992"
"Full-time","1997","Rhineland-Palatinate,Saarland","294","0.373235435837386","0.337783600593203","0.40868727108157"
"Full-time","1997","Baden-Württemberg","766","0.406893981486327","0.383711477673555","0.430076485299098"
"Full-time","1997","Bavaria","755","0.409841643501732","0.385981099746726","0.433702187256738"
"Full-time","1997","Berlin","243","0.441475656647225","0.398505806178087","0.484445507116363"
"Full-time","1997","Brandenburg","278","0.424784887434258","0.385232551438344","0.464337223430173"
"Full-time","1997","Mecklenburg-Western Pomerania","177","0.392117817787649","0.3437253568945","0.440510278680799"
"Full-time","1997","Saxony","515","0.409454053969281","0.38030211513996","0.438605992798603"
"Full-time","1997","Saxony-Anhalt","305","0.383406200250308","0.346562420735448","0.420249979765169"
"Full-time","1997","Thuringia","300","0.389240989013422","0.352099156987161","0.426382821039683"
"Part-time","1997","Schleswig-Holstein","28","","",""
"Part-time","1997","Hamburg","12","","",""
"Part-time","1997","Lower Saxony","102","0.0872993002722755","0.0701849853626111","0.10441361518194"
"Part-time","1997","Bremen","5","","",""
"Part-time","1997","North Rhine-Westphalia","232","0.0925910582631142","0.0812784798871391","0.103903636639089"
"Part-time","1997","Hesse","84","0.0891127296531066","0.0700267964926827","0.10819866281353"
"Part-time","1997","Rhineland-Palatinate,Saarland","52","0.0654201110314475","0.0472959077660504","0.0835443142968446"
"Part-time","1997","Baden-Württemberg","132","0.0757747762290731","0.0632864343014644","0.0882631181566818"
"Part-time","1997","Bavaria","131","0.084587895645243","0.0710873771049026","0.0980884141855833"
"Part-time","1997","Berlin","33","0.0633297784602595","0.0422538483582143","0.0844057085623046"
"Part-time","1997","Brandenburg","33","0.0524659025908266","0.0346253433576844","0.0703064618239688"
"Part-time","1997","Mecklenburg-Western Pomerania","27","","",""
"Part-time","1997","Saxony","56","0.0504041133218676","0.0374341003014687","0.0633741263422664"
"Part-time","1997","Saxony-Anhalt","31","0.0340271743115163","0.0202889554849157","0.0477653931381169"
"Part-time","1997","Thuringia","36","0.0579379945397361","0.0401412498638437","0.0757347392156286"
"Non-working","1997","Schleswig-Holstein","112","0.448009496402592","0.388911459891338","0.507107532913846"
"Non-working","1997","Hamburg","55","0.480074390748993","0.392491765479062","0.567657016018923"
"Non-working","1997","Lower Saxony","442","0.492509249549401","0.462197485828552","0.52282101327025"
"Non-working","1997","Bremen","53","0.610353583384519","0.511768715935371","0.708938450833667"
"Non-working","1997","North Rhine-Westphalia","1050","0.446232691066834","0.426831879447281","0.465633502686387"
"Non-working","1997","Hesse","362","0.498940210640855","0.465445190948536","0.532435230333175"
"Non-working","1997","Rhineland-Palatinate,Saarland","331","0.517899082013907","0.481273324147434","0.55452483988038"
"Non-working","1997","Baden-Württemberg","729","0.46273345866072","0.439203894082088","0.486263023239351"
"Non-working","1997","Bavaria","655","0.46306508881461","0.438873195695839","0.487256981933382"
"Non-working","1997","Berlin","215","0.464794222830891","0.421634349095513","0.50795409656627"
"Non-working","1997","Brandenburg","255","0.474019472621398","0.434065921103743","0.513973024139053"
"Non-working","1997","Mecklenburg-Western Pomerania","170","0.517875335678545","0.468347197690357","0.567403473666734"
"Non-working","1997","Saxony","461","0.500724287044704","0.471082283237082","0.530366290852325"
"Non-working","1997","Saxony-Anhalt","300","0.541099724847941","0.503339649891819","0.578859799804063"
"Non-working","1997","Thuringia","294","0.521621160093891","0.483568705423059","0.559673614764724"
"Other","1997","Schleswig-Holstein","13","","",""
"Other","1997","Hamburg","7","","",""
"Other","1997","Lower Saxony","52","0.0393793842252632","0.027587034309639","0.0511717341408874"
"Other","1997","Bremen","2","","",""
"Other","1997","North Rhine-Westphalia","148","0.0492054308158985","0.0407638182614307","0.0576470433703664"
"Other","1997","Hesse","43","0.0447666471768436","0.0309136663852656","0.0586196279684216"
"Other","1997","Rhineland-Palatinate,Saarland","38","0.043445371117259","0.0285029244424713","0.0583878177920467"
"Other","1997","Baden-Württemberg","98","0.0545977836238807","0.0438764365357639","0.0653191307119975"
"Other","1997","Bavaria","91","0.042505372038415","0.0327177295464438","0.0522930145303863"
"Other","1997","Berlin","22","","",""
"Other","1997","Brandenburg","34","0.048729737353517","0.0315022689746017","0.0659572057324322"
"Other","1997","Mecklenburg-Western Pomerania","17","","",""
"Other","1997","Saxony","61","0.0394175456641471","0.0278816817375871","0.0509534095907072"
"Other","1997","Saxony-Anhalt","33","0.0414669005902346","0.0263595128060202","0.056574288374449"
"Other","1997","Thuringia","32","0.0311998563529504","0.0179560600996244","0.0444436526062764"
"Full-time","1998","Schleswig-Holstein","157","0.396872378497842","0.34605021626608","0.447694540729603"
"Full-time","1998","Hamburg","63","0.378195650676465","0.301605508914061","0.45478579243887"
"Full-time","1998","Lower Saxony","515","0.389391859261342","0.361860395853141","0.416923322669544"
"Full-time","1998","Bremen","40","0.308761837277125","0.218664269745494","0.398859404808756"
"Full-time","1998","North Rhine-Westphalia","1226","0.41218650050394","0.394140388907549","0.430232612100332"
"Full-time","1998","Hesse","408","0.376131110809738","0.345375954864747","0.406886266754729"
"Full-time","1998","Rhineland-Palatinate,Saarland","330","0.360477380460725","0.327350671834119","0.393604089087331"
"Full-time","1998","Baden-Württemberg","798","0.40579701958103","0.383305139555015","0.428288899607045"
"Full-time","1998","Bavaria","829","0.399483506629423","0.377337440232966","0.421629573025881"
"Full-time","1998","Berlin","252","0.437854593334765","0.395696441555108","0.480012745114422"
"Full-time","1998","Brandenburg","271","0.399810505263746","0.361375487014048","0.438245523513444"
"Full-time","1998","Mecklenburg-Western Pomerania","178","0.384996089476842","0.337953168733848","0.432039010219835"
"Full-time","1998","Saxony","554","0.412635226663679","0.384640452429829","0.440630000897529"
"Full-time","1998","Saxony-Anhalt","301","0.359985043212598","0.324247987941442","0.395722098483753"
"Full-time","1998","Thuringia","321","0.369501670604701","0.334607362235706","0.404395978973696"
"Part-time","1998","Schleswig-Holstein","36","0.103644506150609","0.0719826495480737","0.135306362753144"
"Part-time","1998","Hamburg","12","","",""
"Part-time","1998","Lower Saxony","114","0.0882736275118798","0.0722558479287382","0.104291407095021"
"Part-time","1998","Bremen","4","","",""
"Part-time","1998","North Rhine-Westphalia","255","0.0898688918935518","0.079383765947259","0.100354017839845"
"Part-time","1998","Hesse","90","0.100973031069739","0.0818441002153231","0.120101961924154"
"Part-time","1998","Rhineland-Palatinate,Saarland","56","0.0776407985573787","0.0591776245490774","0.0961039725656801"
"Part-time","1998","Baden-Württemberg","163","0.0919924787884175","0.0787544048483093","0.105230552728526"
"Part-time","1998","Bavaria","155","0.0794716664457189","0.0672421456144259","0.0917011872770118"
"Part-time","1998","Berlin","34","0.0635234840942164","0.042797847669446","0.0842491205189868"
"Part-time","1998","Brandenburg","34","0.0647256629015103","0.0454209406000944","0.0840303852029262"
"Part-time","1998","Mecklenburg-Western Pomerania","29","","",""
"Part-time","1998","Saxony","65","0.0493307343083224","0.0370163305853324","0.0616451380313123"
"Part-time","1998","Saxony-Anhalt","30","0.0290431494413813","0.0165404643221403","0.0415458345606222"
"Part-time","1998","Thuringia","37","0.0494107963166959","0.0337428603921124","0.0650787322412794"
"Non-working","1998","Schleswig-Holstein","147","0.461546819432949","0.409761704243519","0.513331934622379"
"Non-working","1998","Hamburg","69","0.483693489838481","0.404766297820371","0.56262068185659"
"Non-working","1998","Lower Saxony","494","0.464191038018779","0.436032640870487","0.492349435167072"
"Non-working","1998","Bremen","52","0.626189365990405","0.531834115023561","0.720544616957249"
"Non-working","1998","North Rhine-Westphalia","1243","0.460897559322939","0.442622666780217","0.479172451865662"
"Non-working","1998","Hesse","400","0.473915263087473","0.442213761063598","0.505616765111349"
"Non-working","1998","Rhineland-Palatinate,Saarland","372","0.507377113123443","0.472883868160823","0.541870358086063"
"Non-working","1998","Baden-Württemberg","762","0.447907452766577","0.425130060270704","0.47068484526245"
"Non-working","1998","Bavaria","785","0.473595639868238","0.451019572748409","0.496171706988067"
"Non-working","1998","Berlin","222","0.468010019974817","0.425609461512755","0.510410578436878"
"Non-working","1998","Brandenburg","282","0.486569182512584","0.447352661667564","0.525785703357605"
"Non-working","1998","Mecklenburg-Western Pomerania","182","0.501823286083","0.453484660613814","0.550161911552186"
"Non-working","1998","Saxony","503","0.49331609871309","0.464886477864986","0.521745719561195"
"Non-working","1998","Saxony-Anhalt","321","0.565594119343414","0.528689412122111","0.602498826564717"
"Non-working","1998","Thuringia","335","0.538832551477246","0.502794553544381","0.574870549410111"
"Other","1998","Schleswig-Holstein","16","","",""
"Other","1998","Hamburg","10","","",""
"Other","1998","Lower Saxony","82","0.0581434752079985","0.04493059687822","0.0713563535377771"
"Other","1998","Bremen","5","","",""
"Other","1998","North Rhine-Westphalia","134","0.0370470482795685","0.0301224223313154","0.0439716742278216"
"Other","1998","Hesse","55","0.04898059503305","0.035277825343085","0.062683364723015"
"Other","1998","Rhineland-Palatinate,Saarland","49","0.0545047078584532","0.0388423184628339","0.0701670972540724"
"Other","1998","Baden-Württemberg","108","0.0543030488639757","0.0439231763322264","0.064682921395725"
"Other","1998","Bavaria","110","0.0474491870566201","0.0378365362767503","0.0570618378364899"
"Other","1998","Berlin","24","","",""
"Other","1998","Brandenburg","37","0.0488946493221594","0.0319746330461065","0.0658146655982123"
"Other","1998","Mecklenburg-Western Pomerania","22","","",""
"Other","1998","Saxony","66","0.0447179403149079","0.032964998731815","0.0564708818980008"
"Other","1998","Saxony-Anhalt","41","0.0453776880026066","0.029881729436745","0.0608736465684682"
"Other","1998","Thuringia","42","0.0422549816013575","0.0277115018427111","0.0567984613600038"
"Full-time","1999","Schleswig-Holstein","144","0.434300420081695","0.380821925433915","0.487778914729476"
"Full-time","1999","Hamburg","61","0.43388771836391","0.351791332190464","0.515984104537356"
