"erwst","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Non-working","1990","Hamburg","72","0.440014603239299","0.365175834359861","0.514853372118738"
"Non-working","1990","Lower Saxony","424","0.477480015247778","0.446239268993705","0.508720761501852"
"Non-working","1990","Bremen","58","0.623221228044153","0.529638907374608","0.716803548713698"
"Non-working","1990","North Rhine-Westphalia","1077","0.445751611536529","0.42655351572229","0.464949707350768"
"Non-working","1990","Hesse","384","0.468530890917896","0.437415321927988","0.499646459907803"
"Non-working","1990","Rhineland-Palatinate,Saarland","305","0.48406529133753","0.446308950020621","0.521821632654438"
"Non-working","1990","Baden-Württemberg","608","0.378946549343344","0.356560199193996","0.401332899492693"
"Non-working","1990","Bavaria","577","0.419110559513134","0.394993957787672","0.443227161238597"
"Non-working","1990","Berlin","191","0.355116527554299","0.317688724533081","0.392544330575517"
"Non-working","1990","Brandenburg","168","0.278094819078405","0.245702581445457","0.310487056711353"
"Non-working","1990","Mecklenburg-Western Pomerania","106","0.254096607009737","0.21620135184994","0.291991862169535"
"Non-working","1990","Saxony","308","0.294820665776948","0.270480031307619","0.319161300246278"
"Non-working","1990","Saxony-Anhalt","191","0.306284501084243","0.274754083565031","0.337814918603455"
"Non-working","1990","Thuringia","178","0.298463930546803","0.265583874220988","0.331343986872617"
"Other","1990","Schleswig-Holstein","15","","",""
"Other","1990","Hamburg","7","","",""
"Other","1990","Lower Saxony","48","0.0363835321766502","0.024672453916241","0.0480946104370594"
"Other","1990","Bremen","8","","",""
"Other","1990","North Rhine-Westphalia","148","0.0495687448769299","0.0411852753440411","0.0579522144098187"
"Other","1990","Hesse","57","0.0531941735170425","0.0392004879113511","0.067187859122734"
"Other","1990","Rhineland-Palatinate,Saarland","38","0.0588145441348587","0.0410390971574672","0.0765899911122502"
"Other","1990","Baden-Württemberg","104","0.0590962908510835","0.0482149471957301","0.069977634506437"
"Other","1990","Bavaria","82","0.0475324483149408","0.0371326418892181","0.0579322547406634"
"Other","1990","Berlin","25","","",""
"Other","1990","Brandenburg","20","","",""
"Other","1990","Mecklenburg-Western Pomerania","24","","",""
"Other","1990","Saxony","39","0.0241993185939825","0.0159960813460778","0.0324025558418873"
"Other","1990","Saxony-Anhalt","31","0.0327251840095201","0.0205551301182439","0.0448952379007963"
"Other","1990","Thuringia","20","","",""
"Full-time","1991","Schleswig-Holstein","126","0.402587272121979","0.346999438036612","0.458175106207345"
"Full-time","1991","Hamburg","74","0.467217270315518","0.390388285097328","0.544046255533708"
"Full-time","1991","Lower Saxony","434","0.407885681940538","0.377085684857654","0.438685679023422"
"Full-time","1991","Bremen","34","0.303369295506109","0.21188441153714","0.394854179475077"
"Full-time","1991","North Rhine-Westphalia","1166","0.425761858365282","0.406615423330781","0.444908293399784"
"Full-time","1991","Hesse","477","0.398977708064087","0.36819303368206","0.429762382446114"
"Full-time","1991","Rhineland-Palatinate,Saarland","305","0.422016530391728","0.384591904102417","0.45944115668104"
"Full-time","1991","Baden-Württemberg","932","0.460907646931107","0.437962664393935","0.483852629468279"
"Full-time","1991","Bavaria","817","0.451199888043845","0.42691576109303","0.475484014994661"
"Full-time","1991","Berlin","335","0.521661004979383","0.48201994545749","0.561302064501276"
"Full-time","1991","Brandenburg","399","0.525995015574462","0.488547758872145","0.56344227227678"
"Full-time","1991","Mecklenburg-Western Pomerania","280","0.557042795868224","0.512277373519717","0.601808218216732"
"Full-time","1991","Saxony","723","0.526332458989591","0.498530248490681","0.554134669488502"
"Full-time","1991","Saxony-Anhalt","478","0.534852521903113","0.50033232484888","0.569372718957347"
"Full-time","1991","Thuringia","407","0.531320446059669","0.494247274624871","0.568393617494467"
"Part-time","1991","Schleswig-Holstein","31","0.0998423540945114","0.0658618990497189","0.133822809139304"
"Part-time","1991","Hamburg","12","","",""
"Part-time","1991","Lower Saxony","76","0.0737154240692239","0.0573385856548171","0.0900922624836307"
"Part-time","1991","Bremen","4","","",""
"Part-time","1991","North Rhine-Westphalia","188","0.0766512353636437","0.0663497228631416","0.0869527478641459"
"Part-time","1991","Hesse","84","0.0790711001935969","0.0621067628397361","0.0960354375474577"
"Part-time","1991","Rhineland-Palatinate,Saarland","45","0.0752427603281641","0.055254211662098","0.0952313089942301"
"Part-time","1991","Baden-Württemberg","158","0.0946105877324138","0.0811384422223753","0.108082733242452"
"Part-time","1991","Bavaria","130","0.0793559173879354","0.0661652597416631","0.0925465750342078"
"Part-time","1991","Berlin","33","0.0570703057937953","0.0386614019369544","0.0754792096506361"
"Part-time","1991","Brandenburg","31","0.0419612935042097","0.026924553147704","0.0569980338607153"
"Part-time","1991","Mecklenburg-Western Pomerania","24","","",""
"Part-time","1991","Saxony","71","0.0505342153481172","0.0383374446049577","0.0627309860912766"
"Part-time","1991","Saxony-Anhalt","47","0.048573315906362","0.0336952168203336","0.0634514149923904"
"Part-time","1991","Thuringia","48","0.0593864179098714","0.0418277057687214","0.0769451300510214"
"Non-working","1991","Schleswig-Holstein","115","0.414810541171898","0.358965368749075","0.470655713594721"
"Non-working","1991","Hamburg","65","0.444376573513105","0.367859837514854","0.520893309511356"
"Non-working","1991","Lower Saxony","405","0.462045002080406","0.430799049062237","0.493290955098575"
"Non-working","1991","Bremen","53","0.621540192462228","0.525022547856994","0.718057837067462"
"Non-working","1991","North Rhine-Westphalia","1038","0.43931789058262","0.420099973182322","0.458535807982918"
"Non-working","1991","Hesse","356","0.464526241533078","0.433172513909983","0.495879969156172"
"Non-working","1991","Rhineland-Palatinate,Saarland","281","0.458040351385619","0.42028570752022","0.495794995251018"
"Non-working","1991","Baden-Württemberg","596","0.374589755210718","0.352310040148937","0.3968694702725"
"Non-working","1991","Bavaria","572","0.416349821455091","0.392293101640235","0.440406541269946"
"Non-working","1991","Berlin","208","0.379515865667052","0.341006755608708","0.418024975725397"
"Non-working","1991","Brandenburg","228","0.402153139668749","0.365380191685694","0.438926087651805"
"Non-working","1991","Mecklenburg-Western Pomerania","151","0.369579578353625","0.326079840470175","0.413079316237074"
"Non-working","1991","Saxony","403","0.393746550783555","0.366541600894788","0.420951500672323"
"Non-working","1991","Saxony-Anhalt","245","0.385989205344734","0.352296453003827","0.419681957685641"
"Non-working","1991","Thuringia","225","0.388821673680047","0.352605490652428","0.425037856707666"
"Other","1991","Schleswig-Holstein","27","","",""
"Other","1991","Hamburg","11","","",""
"Other","1991","Lower Saxony","63","0.0563538919098326","0.0419013180510216","0.0708064657686436"
"Other","1991","Bremen","6","","",""
"Other","1991","North Rhine-Westphalia","170","0.0582690156884541","0.0491983157829242","0.067339715593984"
"Other","1991","Hesse","55","0.0574249502092379","0.0427990285779539","0.0720508718405218"
"Other","1991","Rhineland-Palatinate,Saarland","38","0.0447003578944883","0.0290414907352227","0.0603592250537539"
"Other","1991","Baden-Württemberg","127","0.0698920101257608","0.0581557522880189","0.0816282679635026"
"Other","1991","Bavaria","94","0.0530943731131283","0.042152075954101","0.0640366702721555"
"Other","1991","Berlin","34","0.0417528235597695","0.0258796095094028","0.0576260376101362"
"Other","1991","Brandenburg","25","","",""
"Other","1991","Mecklenburg-Western Pomerania","18","","",""
"Other","1991","Saxony","42","0.0293867748787362","0.0199827990734523","0.0387907506840201"
"Other","1991","Saxony-Anhalt","32","0.030584956845791","0.0186678805372795","0.0425020331543024"
"Other","1991","Thuringia","16","","",""
"Full-time","1992","Schleswig-Holstein","117","0.406213610808603","0.34784813991962","0.464579081697586"
"Full-time","1992","Hamburg","70","0.454808891965658","0.375906307088941","0.533711476842375"
"Full-time","1992","Lower Saxony","435","0.410852117416215","0.379970452343187","0.441733782489243"
"Full-time","1992","Bremen","35","0.324696008042229","0.229527173722869","0.419864842361589"
"Full-time","1992","North Rhine-Westphalia","1152","0.429061632027509","0.409813628591363","0.448309635463655"
"Full-time","1992","Hesse","448","0.396458718669888","0.365515538127335","0.427401899212442"
"Full-time","1992","Rhineland-Palatinate,Saarland","290","0.413579552438845","0.376007907868918","0.451151197008771"
"Full-time","1992","Baden-Württemberg","899","0.454174152793473","0.430998499812959","0.477349805773987"
"Full-time","1992","Bavaria","823","0.440817095492988","0.416853944717128","0.464780246268847"
"Full-time","1992","Berlin","317","0.505093755715099","0.465187874875052","0.544999636555146"
"Full-time","1992","Brandenburg","361","0.489726983314492","0.451818345560924","0.527635621068061"
"Full-time","1992","Mecklenburg-Western Pomerania","217","0.464910661506447","0.417096356021932","0.512724966990962"
"Full-time","1992","Saxony","596","0.449300244210429","0.420736778713143","0.477863709707716"
"Full-time","1992","Saxony-Anhalt","413","0.476598140014594","0.441525119878921","0.511671160150268"
"Full-time","1992","Thuringia","352","0.453558342961844","0.416222477838948","0.49089420808474"
"Part-time","1992","Schleswig-Holstein","35","0.117708739990354","0.0794109262205884","0.15600655376012"
"Part-time","1992","Hamburg","10","","",""
"Part-time","1992","Lower Saxony","70","0.0711310418256344","0.0549966502561848","0.0872654333950841"
"Part-time","1992","Bremen","4","","",""
"Part-time","1992","North Rhine-Westphalia","212","0.0812956113818412","0.0706675836497555","0.0919236391139269"
"Part-time","1992","Hesse","84","0.0797943923009039","0.0626531972014686","0.0969355874003393"
"Part-time","1992","Rhineland-Palatinate,Saarland","44","0.0682043544403614","0.0489715545544162","0.0874371543263065"
"Part-time","1992","Baden-Württemberg","157","0.0917715551735486","0.0783332246491243","0.105209885697973"
"Part-time","1992","Bavaria","146","0.0927674320763739","0.0787652781762773","0.106769585976471"
"Part-time","1992","Berlin","31","0.0482123869453438","0.0311146442963387","0.065310129594349"
"Part-time","1992","Brandenburg","18","","",""
"Part-time","1992","Mecklenburg-Western Pomerania","18","","",""
"Part-time","1992","Saxony","41","0.0289766593373487","0.019344489746246","0.0386088289284514"
"Part-time","1992","Saxony-Anhalt","38","0.0374259470920802","0.0240973991891713","0.0507544949949891"
"Part-time","1992","Thuringia","35","0.0423254176990543","0.0272264468716406","0.057424388526468"
"Non-working","1992","Schleswig-Holstein","106","0.422869448331402","0.364160564158389","0.481578332504415"
"Non-working","1992","Hamburg","65","0.462475073468983","0.383471662036397","0.541478484901568"
"Non-working","1992","Lower Saxony","422","0.470048432733833","0.438720251820337","0.50137661364733"
"Non-working","1992","Bremen","50","0.609716700906735","0.510574022839711","0.708859378973759"
"Non-working","1992","North Rhine-Westphalia","1036","0.44320816205985","0.423889300171381","0.462527023948319"
"Non-working","1992","Hesse","376","0.469931678252701","0.438360138672712","0.50150321783269"
"Non-working","1992","Rhineland-Palatinate,Saarland","297","0.480976645163248","0.442858516826508","0.519094773499988"
"Non-working","1992","Baden-Württemberg","617","0.401864337206577","0.37904340896316","0.424685265449995"
"Non-working","1992","Bavaria","589","0.419042919064173","0.395228552123668","0.442857286004678"
"Non-working","1992","Berlin","223","0.406384260332984","0.367182047852151","0.445586472813816"
"Non-working","1992","Brandenburg","260","0.441425856799567","0.403770292684486","0.479081420914648"
"Non-working","1992","Mecklenburg-Western Pomerania","161","0.465314476506396","0.417497463317865","0.513131489694926"
"Non-working","1992","Saxony","477","0.484121351518714","0.455424382850983","0.512818320186444"
"Non-working","1992","Saxony-Anhalt","297","0.455503318066259","0.420531134167952","0.490475501964567"
"Non-working","1992","Thuringia","270","0.471890819566065","0.434452153890919","0.50932948524121"
"Other","1992","Schleswig-Holstein","14","","",""
"Other","1992","Hamburg","8","","",""
"Other","1992","Lower Saxony","48","0.0479684080243175","0.0345546917510556","0.0613821242975794"
"Other","1992","Bremen","4","","",""
"Other","1992","North Rhine-Westphalia","140","0.0464345945308002","0.0382513165347479","0.0546178725268526"
"Other","1992","Hesse","52","0.0538152107765067","0.0395409713071987","0.0680894502458147"
"Other","1992","Rhineland-Palatinate,Saarland","29","","",""
"Other","1992","Baden-Württemberg","100","0.0521899548264015","0.0418373928938811","0.0625425167589219"
"Other","1992","Bavaria","91","0.0473725533664655","0.03711927601844","0.0576258307144911"
"Other","1992","Berlin","32","0.0403095970065739","0.0246110579057757","0.0560081361073721"
"Other","1992","Brandenburg","29","","",""
"Other","1992","Mecklenburg-Western Pomerania","22","","",""
"Other","1992","Saxony","51","0.0376017449335081","0.0266781260044142","0.0485253638626021"
"Other","1992","Saxony-Anhalt","31","0.0304725948270661","0.0184024042968057","0.0425427853573266"
"Other","1992","Thuringia","26","","",""
"Full-time","1993","Schleswig-Holstein","123","0.376754692263841","0.320693027982301","0.432816356545381"
"Full-time","1993","Hamburg","68","0.453327259601464","0.372299521323021","0.534354997879907"
"Full-time","1993","Lower Saxony","431","0.411535966640134","0.380788141522903","0.442283791757366"
"Full-time","1993","Bremen","34","0.302160527720404","0.208834399800509","0.395486655640298"
"Full-time","1993","North Rhine-Westphalia","1150","0.434415882408476","0.415055154646661","0.453776610170291"
"Full-time","1993","Hesse","442","0.410377129279268","0.378948024247485","0.441806234311052"
"Full-time","1993","Rhineland-Palatinate,Saarland","266","0.383147734808592","0.345541981732535","0.420753487884649"
