"erwst","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Non-working","2005","Employed","Urban Area","914","0.110906874290067","0.104300074791632","0.117513673788503"
"Non-working","2005","Not Employed","Rural Area","2595","0.972686856679093","0.966510127450717","0.978863585907468"
"Non-working","2005","Not Employed","Urban Area","5160","0.984085029331445","0.980701092163431","0.987468966499459"
"Other","2005","Employed","Rural Area","463","0.108076577623598","0.0986924335403435","0.117460721706853"
"Other","2005","Employed","Urban Area","955","0.115625654645327","0.108897694063929","0.122353615226724"
"Other","2005","Not Employed","Rural Area","37","0.0150343859813705","0.0104229139356906","0.0196458580270503"
"Other","2005","Not Employed","Urban Area","53","0.00959570234169788","0.00695968842504789","0.0122317162583479"
"Part-time","2005","Employed","Rural Area","628","0.140134362563558","0.1296424971975","0.150626227929616"
"Part-time","2005","Employed","Urban Area","1434","0.157637831541411","0.14997096468841","0.165304698394411"
"Part-time","2005","Not Employed","Rural Area","14","","",""
"Part-time","2005","Not Employed","Urban Area","20","","",""
"Full-time","2006","Employed","Rural Area","2716","0.612467338888484","0.598201257206331","0.626733420570637"
"Full-time","2006","Employed","Urban Area","5552","0.617866240690233","0.607828556596399","0.627903924784066"
"Full-time","2006","Not Employed","Rural Area","25","","",""
"Full-time","2006","Not Employed","Urban Area","37","0.00627789498022789","0.00425199335943255","0.00830379660102322"
"Non-working","2006","Employed","Rural Area","522","0.130034796212674","0.120185848860804","0.139883743564543"
"Non-working","2006","Employed","Urban Area","929","0.107848516691157","0.101440775299717","0.114256258082597"
"Non-working","2006","Not Employed","Rural Area","2944","0.965238479700006","0.958747278852541","0.971729680547471"
"Non-working","2006","Not Employed","Urban Area","5642","0.968089512701187","0.963581311096551","0.972597714305823"
"Other","2006","Employed","Rural Area","535","0.121435252840552","0.111870618725174","0.13099988695593"
"Other","2006","Employed","Urban Area","967","0.11409891534918","0.107531235695661","0.1206665950027"
"Other","2006","Not Employed","Rural Area","75","0.0185906488378502","0.0138040093180449","0.0233772883576554"
"Other","2006","Not Employed","Urban Area","124","0.0203535104293551","0.0167316375053319","0.0239753833533783"
"Part-time","2006","Employed","Rural Area","707","0.13606261205829","0.126022937836779","0.146102286279801"
"Part-time","2006","Employed","Urban Area","1554","0.16018632726943","0.152609580382118","0.167763074156742"
"Part-time","2006","Not Employed","Rural Area","15","","",""
"Part-time","2006","Not Employed","Urban Area","36","0.00527908188922997","0.00342038454566569","0.00713777923279424"
"Full-time","2007","Employed","Rural Area","2638","0.634402306774805","0.619878841976852","0.648925771572757"
"Full-time","2007","Employed","Urban Area","5186","0.618988902520867","0.608596184973641","0.629381620068093"
"Full-time","2007","Not Employed","Rural Area","25","","",""
"Full-time","2007","Not Employed","Urban Area","37","0.00600861851407192","0.00396097819762713","0.00805625883051672"
"Non-working","2007","Employed","Rural Area","420","0.0994085253004869","0.0903852986243616","0.108431751976612"
"Non-working","2007","Employed","Urban Area","770","0.0996491647145803","0.093239112054381","0.10605921737478"
"Non-working","2007","Not Employed","Rural Area","2763","0.957260311923859","0.949873066154677","0.96464755769304"
"Non-working","2007","Not Employed","Urban Area","5270","0.963719216522436","0.958764844270903","0.968673588773969"
"Other","2007","Employed","Rural Area","469","0.115414629511104","0.105778859103797","0.125050399918412"
"Other","2007","Employed","Urban Area","890","0.111372365534981","0.104640002766669","0.118104728303294"
"Other","2007","Not Employed","Rural Area","76","0.0229363447375536","0.0174690135767823","0.028403675898325"
"Other","2007","Not Employed","Urban Area","126","0.0228266154180602","0.0188694735328967","0.0267837573032237"
"Part-time","2007","Employed","Rural Area","697","0.150774538413604","0.139983539633839","0.161565537193369"
"Part-time","2007","Employed","Urban Area","1542","0.169989567229571","0.161951126944721","0.178028007514422"
"Part-time","2007","Not Employed","Rural Area","16","","",""
"Part-time","2007","Not Employed","Urban Area","39","0.00744554954543175","0.00516782817706332","0.00972327091380017"
"Full-time","2008","Employed","Rural Area","2501","0.62821665133466","0.613221138173575","0.643212164495745"
"Full-time","2008","Employed","Urban Area","4965","0.629244293830795","0.618619542974137","0.639869044687454"
"Full-time","2008","Not Employed","Rural Area","23","","",""
"Full-time","2008","Not Employed","Urban Area","39","0.0128116911927151","0.00972155392008832","0.0159018284653419"
"Non-working","2008","Employed","Rural Area","391","0.100119161746401","0.0908056654183893","0.109432658074413"
"Non-working","2008","Employed","Urban Area","653","0.0850166142513902","0.0788814852792759","0.0911517432235044"
"Non-working","2008","Not Employed","Rural Area","2556","0.964362705809113","0.957329612672385","0.97139579894584"
"Non-working","2008","Not Employed","Urban Area","4904","0.958785535313708","0.953323429513415","0.964247641114002"
"Other","2008","Employed","Rural Area","444","0.11618582345144","0.106242794703643","0.126128852199236"
"Other","2008","Employed","Urban Area","882","0.121208021518114","0.114028856876585","0.128387186159643"
"Other","2008","Not Employed","Rural Area","75","0.0234622449000774","0.017719717113302","0.0292047726868528"
"Other","2008","Not Employed","Urban Area","122","0.0246810771376041","0.02041793395124","0.0289442203239683"
"Part-time","2008","Employed","Rural Area","654","0.155478363467499","0.144234850792142","0.166721876142855"
"Part-time","2008","Employed","Urban Area","1439","0.164531070399701","0.156375500706001","0.1726866400934"
"Part-time","2008","Not Employed","Rural Area","15","","",""
"Part-time","2008","Not Employed","Urban Area","23","","",""
"Full-time","2009","Employed","Rural Area","2405","0.623139380670339","0.607849866715635","0.638428894625042"
"Full-time","2009","Employed","Urban Area","4544","0.618828394276623","0.607752994060916","0.629903794492329"
"Full-time","2009","Not Employed","Rural Area","14","","",""
"Full-time","2009","Not Employed","Urban Area","25","","",""
"Non-working","2009","Employed","Rural Area","398","0.105472330011445","0.0957811455205788","0.115163514502311"
"Non-working","2009","Employed","Urban Area","655","0.0959746018127426","0.0892574909378989","0.102691712687586"
"Non-working","2009","Not Employed","Rural Area","2387","0.964286051835194","0.956958656668774","0.971613447001614"
"Non-working","2009","Not Employed","Urban Area","4508","0.971443024331169","0.966656285925111","0.976229762737228"
"Other","2009","Employed","Rural Area","418","0.121068451319389","0.110776357842414","0.131360544796364"
"Other","2009","Employed","Urban Area","868","0.125317304974693","0.117767341823647","0.132867268125739"
"Other","2009","Not Employed","Rural Area","52","0.0199646289707607","0.0144415756474704","0.025487682294051"
"Other","2009","Not Employed","Urban Area","93","0.0193499877827235","0.0153911082376953","0.0233088673277516"
"Part-time","2009","Employed","Rural Area","638","0.150319837998827","0.139044058083299","0.161595617914356"
"Part-time","2009","Employed","Urban Area","1320","0.159879698935942","0.15152210162299","0.168237296248895"
"Part-time","2009","Not Employed","Rural Area","11","","",""
"Part-time","2009","Not Employed","Urban Area","25","","",""
"Full-time","2010","Employed","Rural Area","3102","0.616266064777711","0.603247445494464","0.629284684060958"
"Full-time","2010","Employed","Urban Area","5839","0.60897659260827","0.599531107009756","0.618422078206785"
"Full-time","2010","Not Employed","Rural Area","44","0.0157116383864193","0.0112712553212671","0.0201520214515715"
"Full-time","2010","Not Employed","Urban Area","38","0.00515757331658759","0.00331474768823932","0.00700039894493585"
"Non-working","2010","Employed","Rural Area","671","0.102122262114253","0.094015741130792","0.110228783097714"
"Non-working","2010","Employed","Urban Area","1268","0.101555459203066","0.0957086370132457","0.107402281392887"
"Non-working","2010","Not Employed","Rural Area","2815","0.952058203923563","0.944429734230397","0.959686673616729"
"Non-working","2010","Not Employed","Urban Area","5519","0.969581245399837","0.965163026725476","0.973999464074198"
"Other","2010","Employed","Rural Area","639","0.128540129189046","0.119580113731167","0.137500144646925"
"Other","2010","Employed","Urban Area","1168","0.124664334000384","0.118270210281179","0.13105845771959"
"Other","2010","Not Employed","Rural Area","103","0.0259085652814595","0.0202361232092907","0.0315810073536283"
"Other","2010","Not Employed","Urban Area","170","0.0183520638460528","0.0148989990824868","0.0218051286096187"
"Part-time","2010","Employed","Rural Area","948","0.153071543918991","0.143432448265568","0.162710639572414"
"Part-time","2010","Employed","Urban Area","1978","0.164803614188279","0.157622360297645","0.171984868078913"
"Part-time","2010","Not Employed","Rural Area","51","0.0063215924085585","0.00349160373739915","0.00915158107971786"
"Part-time","2010","Not Employed","Urban Area","77","0.00690911743752293","0.00477808444337263","0.00904015043167323"
"Full-time","2011","Employed","Rural Area","3850","0.624722694285585","0.612953563179662","0.636491825391508"
"Full-time","2011","Employed","Urban Area","6892","0.627493766214433","0.618777525711346","0.636210006717521"
"Full-time","2011","Not Employed","Rural Area","33","0.0114466491584608","0.0080442727174694","0.0148490255994522"
"Full-time","2011","Not Employed","Urban Area","53","0.00743458318166658","0.00541295431172843","0.00945621205160473"
"Non-working","2011","Employed","Rural Area","654","0.0968437185553016","0.0896551604039094","0.104032276706694"
"Non-working","2011","Employed","Urban Area","1177","0.103237838880452","0.097752343994511","0.108723333766394"
"Non-working","2011","Not Employed","Rural Area","3533","0.957906626547841","0.951484016189908","0.964329236905775"
"Non-working","2011","Not Employed","Urban Area","6569","0.96527292308522","0.96096415890955","0.96958168726089"
"Other","2011","Employed","Rural Area","739","0.12226043602862","0.114297918234517","0.130222953822722"
"Other","2011","Employed","Urban Area","1226","0.106120590715187","0.100567982634828","0.111673198795545"
"Other","2011","Not Employed","Rural Area","136","0.0234481626070321","0.0186081646350014","0.0282881605790627"
"Other","2011","Not Employed","Urban Area","209","0.0206276182645877","0.0172826498745448","0.0239725866546307"
"Part-time","2011","Employed","Rural Area","1259","0.156173151130493","0.147349375328037","0.16499692693295"
"Part-time","2011","Employed","Urban Area","2524","0.163147804189927","0.156486293622144","0.169809314757711"
"Part-time","2011","Not Employed","Rural Area","53","0.00719856168666564","0.00449462085213806","0.00990250252119321"
"Part-time","2011","Not Employed","Urban Area","105","0.00666487546852533","0.0047500135397725","0.00857973739727815"
"Full-time","2012","Employed","Rural Area","3728","0.614552199101776","0.60264776019109","0.626456638012463"
"Full-time","2012","Employed","Urban Area","6604","0.622006338594229","0.613142652294619","0.630870024893839"
"Full-time","2012","Not Employed","Rural Area","65","0.0150979641020431","0.0111887977287711","0.0190071304753152"
"Full-time","2012","Not Employed","Urban Area","103","0.0152890668598534","0.0123333422598769","0.01824479145983"
"Non-working","2012","Employed","Rural Area","629","0.0994013209801231","0.0920830499936236","0.106719591966623"
"Non-working","2012","Employed","Urban Area","1075","0.0966671316438732","0.0912653374235834","0.102068925864163"
"Non-working","2012","Not Employed","Rural Area","3497","0.960989247687682","0.95478227449726","0.967196220878105"
"Non-working","2012","Not Employed","Urban Area","6219","0.958254187551464","0.953436197288045","0.963072177814884"
"Other","2012","Employed","Rural Area","757","0.117203875531517","0.109336172639567","0.125071578423467"
"Other","2012","Employed","Urban Area","1312","0.115508230388758","0.109665335458393","0.121351125319123"
"Other","2012","Not Employed","Rural Area","125","0.0168441610838404","0.0127187776819314","0.0209695444857493"
"Other","2012","Not Employed","Urban Area","208","0.0193202506019245","0.0160044448722674","0.0226360563315815"
"Part-time","2012","Employed","Rural Area","1307","0.168842604386584","0.1596797789223","0.178005429850868"
"Part-time","2012","Employed","Urban Area","2505","0.165818299373139","0.159019671490266","0.172616927256013"
"Part-time","2012","Not Employed","Rural Area","51","0.00706862712643412","0.00438293889881364","0.00975431535405459"
"Part-time","2012","Not Employed","Urban Area","90","0.00713649498675786","0.00510878260742848","0.00916420736608723"
"Full-time","2013","Employed","Rural Area","3390","0.598893402600995","0.586538065317232","0.611248739884758"
"Full-time","2013","Employed","Urban Area","6128","0.616939609425372","0.607799567072641","0.626079651778104"
"Full-time","2013","Not Employed","Rural Area","539","0.058292682100469","0.051458536842538","0.0651268273584"
"Full-time","2013","Not Employed","Urban Area","1624","0.0956734949975424","0.089875840753601","0.101471149241484"
"Non-working","2013","Employed","Rural Area","583","0.101058188103485","0.0934601497300918","0.108656226476878"
"Non-working","2013","Employed","Urban Area","992","0.0895394936365129","0.0841712634427","0.0949077238303257"
"Non-working","2013","Not Employed","Rural Area","3586","0.899913191671329","0.891159163439757","0.9086672199029"
"Non-working","2013","Not Employed","Urban Area","6965","0.828988089604804","0.821566769116938","0.83640941009267"
"Other","2013","Employed","Rural Area","740","0.11775737352431","0.109632099576453","0.125882647472167"
"Other","2013","Employed","Urban Area","1357","0.121585258366867","0.115440801127028","0.127729715606706"
"Other","2013","Not Employed","Rural Area","244","0.028614571611362","0.0237515227838484","0.0334776204388755"
"Other","2013","Not Employed","Urban Area","705","0.0444254767303241","0.0403643906802253","0.0484865627804229"
"Part-time","2013","Employed","Rural Area","1332","0.18229103577121","0.172558366312346","0.192023705230075"
"Part-time","2013","Employed","Urban Area","2390","0.171935638571248","0.164841359683236","0.17902991745926"
"Part-time","2013","Not Employed","Rural Area","146","0.0131795546168404","0.00985304601966563","0.0165060632140151"
"Part-time","2013","Not Employed","Urban Area","594","0.0309129386673296","0.0275014384298464","0.0343244389048128"
"Full-time","2014","Employed","Rural Area","3430","0.59583475986853","0.583448738282359","0.6082207814547"
"Full-time","2014","Employed","Urban Area","6576","0.600957456485579","0.592116934402484","0.609797978568674"
"Full-time","2014","Not Employed","Rural Area","79","0.0179407301964193","0.013528104249812","0.0223533561430265"
"Full-time","2014","Not Employed","Urban Area","159","0.0184089276123888","0.0151377382372379","0.0216801169875397"
"Non-working","2014","Employed","Rural Area","537","0.0883177600435936","0.0811557453921061","0.0954797746950811"
"Non-working","2014","Employed","Urban Area","1147","0.096265358077255","0.0909405748835613","0.101590141270949"
"Non-working","2014","Not Employed","Rural Area","3196","0.94772987109097","0.940330798684424","0.955128943497515"
"Non-working","2014","Not Employed","Urban Area","5956","0.945538893435363","0.940016732345501","0.951061054525225"
"Other","2014","Employed","Rural Area","808","0.135782848704404","0.127136687402444","0.144429010006364"
"Other","2014","Employed","Urban Area","1560","0.127620377471795","0.121596734567605","0.133644020375986"
"Other","2014","Not Employed","Rural Area","153","0.0262985694182842","0.0209788690249228","0.0316182698116456"
"Other","2014","Not Employed","Urban Area","270","0.0250035106422275","0.0212039956432145","0.0288030256412404"
"Part-time","2014","Employed","Rural Area","1255","0.180064631383473","0.170366379636293","0.189762883130653"
"Part-time","2014","Employed","Urban Area","2504","0.17515680796537","0.168294887856366","0.182018728074374"
"Part-time","2014","Not Employed","Rural Area","48","0.00803082929432692","0.00506369302772159","0.0109979655609322"
"Part-time","2014","Not Employed","Urban Area","102","0.0110486683100209","0.00850495261402066","0.0135923840060211"
"Full-time","2015","Employed","Rural Area","3195","0.591170475592046","0.57845466673813","0.603886284445962"
"Full-time","2015","Employed","Urban Area","6058","0.600030639071706","0.590842724191915","0.609218553951498"
"Full-time","2015","Not Employed","Rural Area","266","0.0305857239729964","0.0249910967896392","0.0361803511563537"
"Full-time","2015","Not Employed","Urban Area","610","0.0383862730172068","0.0339515269250465","0.042821019109367"
"Non-working","2015","Employed","Rural Area","548","0.0895371379478284","0.0821521597291281","0.0969221161665287"
"Non-working","2015","Employed","Urban Area","1082","0.0935366740948043","0.0880755383943442","0.0989978097952644"
"Non-working","2015","Not Employed","Rural Area","3130","0.928736346064211","0.920377673220209","0.937095018908214"
"Non-working","2015","Not Employed","Urban Area","5999","0.91420588437659","0.907741439808937","0.920670328944242"
"Other","2015","Employed","Rural Area","751","0.130396085996274","0.12168625922049","0.139105912772059"
"Other","2015","Employed","Urban Area","1333","0.120592945451342","0.114485314159902","0.126700576742783"
"Other","2015","Not Employed","Rural Area","178","0.0324123684911143","0.0266585308744194","0.0381662061078092"
"Other","2015","Not Employed","Urban Area","402","0.0345483682523406","0.0303327673464402","0.038763969158241"
"Part-time","2015","Employed","Rural Area","1248","0.188896300463851","0.178771967624188","0.199020633303514"
"Part-time","2015","Employed","Urban Area","2448","0.185839741382147","0.178544475354508","0.193135007409785"
"Part-time","2015","Not Employed","Rural Area","65","0.00826556147167779","0.00532391186554625","0.0112072110778093"
"Part-time","2015","Not Employed","Urban Area","199","0.0128594743538629","0.0102588264511009","0.0154601222566248"
"Full-time","2016","Employed","Rural Area","3096","0.584751898746028","0.571786664233746","0.59771713325831"
"Full-time","2016","Employed","Urban Area","5947","0.611035534704797","0.601762211862594","0.620308857547"
"Full-time","2016","Not Employed","Rural Area","101","0.0133789307254304","0.0100067157697654","0.0167511456810955"
"Full-time","2016","Not Employed","Urban Area","157","0.00986231154550567","0.00779461676891254","0.0119300063220988"
"Non-working","2016","Employed","Rural Area","492","0.092394518947626","0.0847752660670712","0.100013771828181"
"Non-working","2016","Employed","Urban Area","999","0.0892725916928658","0.0838488317749005","0.0946963516108312"
"Non-working","2016","Not Employed","Rural Area","4116","0.954714046447662","0.948610984623764","0.960817108271559"
"Non-working","2016","Not Employed","Urban Area","8052","0.949069078190193","0.944468748510856","0.95366940786953"
"Other","2016","Employed","Rural Area","702","0.12059984921619","0.112031298356271","0.129168400076108"
"Other","2016","Employed","Urban Area","1302","0.117884138775994","0.111750224737504","0.124018052814483"
"Other","2016","Not Employed","Rural Area","198","0.0240700566800853","0.0195714581925683","0.0285686551676023"
"Other","2016","Not Employed","Urban Area","385","0.0295785785826858","0.0260335632877389","0.0331235938776327"
"Part-time","2016","Employed","Rural Area","1259","0.202253733090157","0.19168503742811","0.212822428752203"
"Part-time","2016","Employed","Urban Area","2369","0.181807734826343","0.174471367887401","0.189144101765286"
"Part-time","2016","Not Employed","Rural Area","44","0.00783696614682269","0.00524878385643763","0.0104251484372077"
"Part-time","2016","Not Employed","Urban Area","180","0.0114900316816156","0.00926005451777708","0.0137200088454541"
"Full-time","2017","Employed","Rural Area","3697","0.605558383026371","0.593608025443805","0.617508740608936"
"Full-time","2017","Employed","Urban Area","6659","0.598763831818077","0.589956240050583","0.607571423585571"
"Full-time","2017","Not Employed","Rural Area","147","0.016064877210436","0.0125148095511855","0.0196149448696865"
"Full-time","2017","Not Employed","Urban Area","254","0.0144108538903836","0.0120464808661045","0.0167752269146626"
"Non-working","2017","Employed","Rural Area","553","0.0843557377789441","0.0775600686081335","0.0911514069497546"
"Non-working","2017","Employed","Urban Area","1095","0.0918080394573478","0.0866193396723805","0.0969967392423151"
"Non-working","2017","Not Employed","Rural Area","4383","0.946101086950449","0.939724717572437","0.952477456328461"
"Non-working","2017","Not Employed","Urban Area","8870","0.944224227134003","0.939671374950838","0.948777079317168"
"Other","2017","Employed","Rural Area","785","0.121829928242621","0.113831993886303","0.129827862598939"
"Other","2017","Employed","Urban Area","1400","0.121065174625572","0.115203559315247","0.126926789935897"
"Other","2017","Not Employed","Rural Area","230","0.0306457628664217","0.025778988991774","0.0355125367410694"
"Other","2017","Not Employed","Urban Area","441","0.0300559190416565","0.0266685576216453","0.0334432804616678"
"Part-time","2017","Employed","Rural Area","1390","0.188255950952064","0.178697325629632","0.197814576274496"
"Part-time","2017","Employed","Urban Area","2743","0.188362954099003","0.181336955846884","0.195388952351122"
"Part-time","2017","Not Employed","Rural Area","58","0.00718827297269342","0.00480287732313308","0.00957366862225376"
"Part-time","2017","Not Employed","Urban Area","195","0.0113089999339564","0.00921119272559337","0.0134068071423194"
"Full-time","2018","Employed","Rural Area","3519","0.593840926634004","0.581690549281609","0.605991303986399"
"Full-time","2018","Employed","Urban Area","6426","0.598586154110932","0.589713548590791","0.607458759631074"
"Full-time","2018","Not Employed","Rural Area","136","0.0126565223139352","0.00925790984094096","0.0160551347869294"
"Full-time","2018","Not Employed","Urban Area","300","0.0145254481011084","0.0119837746065324","0.0170671215956845"
"Non-working","2018","Employed","Rural Area","618","0.0952222856665542","0.0879604423883073","0.102484128944801"
"Non-working","2018","Employed","Urban Area","1120","0.0872579364254471","0.0821497331988776","0.0923661396520166"
"Non-working","2018","Not Employed","Rural Area","3751","0.957080497825327","0.950918636886024","0.96324235876463"
"Non-working","2018","Not Employed","Urban Area","7599","0.947839677328588","0.943116112713883","0.952563241943293"
"Other","2018","Employed","Rural Area","720","0.110315502456525","0.102564767092638","0.118066237820411"
"Other","2018","Employed","Urban Area","1473","0.120702121405011","0.114805311474345","0.126598931335676"
"Other","2018","Not Employed","Rural Area","193","0.0194053122456752","0.0152114379672412","0.0235991865241092"
"Other","2018","Not Employed","Urban Area","392","0.0274035119640597","0.0239353310470088","0.0308716928811107"
"Part-time","2018","Employed","Rural Area","1419","0.200621285242917","0.1907136178699","0.210528952615934"
"Part-time","2018","Employed","Urban Area","2706","0.19345378805861","0.18630397128649","0.200603604830731"
"Part-time","2018","Not Employed","Rural Area","76","0.0108576676150621","0.00770696083716391","0.0140083743929603"
"Part-time","2018","Not Employed","Urban Area","221","0.010231362606244","0.00809356854634793","0.0123691566661401"
"Full-time","2019","Employed","Rural Area","3667","0.596169367118235","0.584033039049166","0.608305695187303"
"Full-time","2019","Employed","Urban Area","6482","0.598122401174481","0.589067530269979","0.607177272078984"
"Full-time","2019","Not Employed","Rural Area","180","0.0291069609756761","0.0237760609856501","0.0344378609657021"
"Full-time","2019","Not Employed","Urban Area","329","0.0256865867119643","0.0220268579108165","0.0293463155131121"
"Non-working","2019","Employed","Rural Area","580","0.0968831569837699","0.0895667313701729","0.104199582597367"
"Non-working","2019","Employed","Urban Area","1000","0.0923259504472978","0.0869794798513836","0.097672421043212"
"Non-working","2019","Not Employed","Rural Area","3351","0.908179996096403","0.89902262046992","0.917337371722885"
"Non-working","2019","Not Employed","Urban Area","6269","0.929355033894084","0.923427448729798","0.935282619058371"
"Other","2019","Employed","Rural Area","656","0.0971241952737399","0.0897996515864985","0.104448738960981"
"Other","2019","Employed","Urban Area","1211","0.103892711329346","0.0982574653919373","0.109527957266755"
"Other","2019","Not Employed","Rural Area","210","0.0405573817317306","0.0343018984506733","0.0468128650127879"
"Other","2019","Not Employed","Urban Area","401","0.0320633025112239","0.027987867537233","0.0361387374852148"
"Part-time","2019","Employed","Rural Area","1376","0.209823280624256","0.199751835261232","0.219894725987279"
"Part-time","2019","Employed","Urban Area","2569","0.205658937048875","0.198194146444733","0.213123727653017"
"Part-time","2019","Not Employed","Rural Area","79","0.0221556611961905","0.0174880612076716","0.0268232611847094"
"Part-time","2019","Not Employed","Urban Area","179","0.0128950768827273","0.0102850799864125","0.0155050737790421"
