"transab_cat2","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1997","Not Working","Male","71","0.0310229515911027","0.0226291844486846","0.0394167187335208"
"High transfer dependency","1997","Not Working","Female","115","0.0324867802992918","0.0262072481618065","0.0387663124367771"
"Very high transfer dependency","1997","Full Time","Male","2","","",""
"Very high transfer dependency","1997","Full Time","Female","","","",""
"Very high transfer dependency","1997","Part Time","Male","24","","",""
"Very high transfer dependency","1997","Part Time","Female","25","","",""
"Very high transfer dependency","1997","Not Working","Male","131","0.0743749566556855","0.0616724472501375","0.0870774660612336"
"Very high transfer dependency","1997","Not Working","Female","173","0.0558867947138589","0.0477507723255487","0.0640228171021691"
"Very low transfer dependency","1998","Full Time","Male","3736","0.957691545260188","0.951414995378269","0.963968095142107"
"Very low transfer dependency","1998","Full Time","Female","1922","0.961211367951388","0.952801343503254","0.969621392399521"
"Very low transfer dependency","1998","Part Time","Male","772","0.791438182918826","0.766130266344331","0.816746099493321"
"Very low transfer dependency","1998","Part Time","Female","1649","0.901152334193633","0.887566836869496","0.914737831517769"
"Very low transfer dependency","1998","Not Working","Male","1502","0.816336042715621","0.799002653492615","0.833669431938628"
"Very low transfer dependency","1998","Not Working","Female","2860","0.863277602931187","0.85185004842107","0.874705157441304"
"Low transfer dependency","1998","Full Time","Male","195","0.038021673471139","0.0320582886739653","0.0439850582683127"
"Low transfer dependency","1998","Full Time","Female","89","0.0339539380318871","0.0260657079350384","0.0418421681287359"
"Low transfer dependency","1998","Part Time","Male","128","0.12192471369871","0.101542927437417","0.142306499960002"
"Low transfer dependency","1998","Part Time","Female","129","0.0612127931140616","0.0503009552126572","0.0721246310154659"
"Low transfer dependency","1998","Not Working","Male","193","0.0738800039313082","0.062170618001693","0.0855893898609235"
"Low transfer dependency","1998","Not Working","Female","317","0.0588469953701424","0.051019001155915","0.0666749895843698"
"High transfer dependency","1998","Full Time","Male","18","","",""
"High transfer dependency","1998","Full Time","Female","13","","",""
"High transfer dependency","1998","Part Time","Male","63","0.0628711893894393","0.0477510436652745","0.0779913351136041"
"High transfer dependency","1998","Part Time","Female","56","0.0283636974241691","0.0208070960250254","0.0359202988233128"
"High transfer dependency","1998","Not Working","Male","71","0.0262925162583107","0.0191299712484429","0.0334550612681785"
"High transfer dependency","1998","Not Working","Female","102","0.0231887358233545","0.0181826061056204","0.0281948655410887"
"Very high transfer dependency","1998","Full Time","Male","2","","",""
"Very high transfer dependency","1998","Full Time","Female","1","","",""
"Very high transfer dependency","1998","Part Time","Male","27","","",""
"Very high transfer dependency","1998","Part Time","Female","20","","",""
"Very high transfer dependency","1998","Not Working","Male","151","0.0834914370947597","0.07110842588017","0.0958744483093494"
"Very high transfer dependency","1998","Not Working","Female","193","0.0546866658753157","0.047123792174","0.0622495395766314"
"Very low transfer dependency","1999","Full Time","Male","3639","0.957333918102136","0.950961523859974","0.963706312344299"
"Very low transfer dependency","1999","Full Time","Female","1853","0.964780532637879","0.956605252806199","0.97295581246956"
"Very low transfer dependency","1999","Part Time","Male","790","0.802122893427478","0.777268238026004","0.826977548828953"
"Very low transfer dependency","1999","Part Time","Female","1705","0.902916463753133","0.889697305151768","0.916135622354499"
"Very low transfer dependency","1999","Not Working","Male","1412","0.854028167820134","0.837457291427947","0.870599044212321"
"Very low transfer dependency","1999","Not Working","Female","2650","0.869030894556374","0.857321811946185","0.880739977166563"
"Low transfer dependency","1999","Full Time","Male","201","0.0391480300703116","0.0330328009818536","0.0452632591587697"
"Low transfer dependency","1999","Full Time","Female","87","0.0299377147356876","0.0223797284007651","0.0374957010706101"
"Low transfer dependency","1999","Part Time","Male","120","0.118686958082069","0.0985099804410494","0.138863935723088"
"Low transfer dependency","1999","Part Time","Female","143","0.0617975210283619","0.0510467144410839","0.0725483276156399"
"Low transfer dependency","1999","Not Working","Male","147","0.0564338640718904","0.0456038027033329","0.0672639254404479"
"Low transfer dependency","1999","Not Working","Female","280","0.0598146396231434","0.0515840429769195","0.0680452362693673"
"High transfer dependency","1999","Full Time","Male","21","","",""
"High transfer dependency","1999","Full Time","Female","12","","",""
"High transfer dependency","1999","Part Time","Male","58","0.059983901077279","0.0451698269364787","0.0747979752180793"
"High transfer dependency","1999","Part Time","Female","63","0.0290207042844704","0.0215257982499216","0.0365156103190192"
"High transfer dependency","1999","Not Working","Male","66","0.0228605638899049","0.0158460659714007","0.0298750618084091"
"High transfer dependency","1999","Not Working","Female","96","0.0232646767693391","0.01803279658123","0.0284965569574481"
"Very high transfer dependency","1999","Full Time","Male","3","","",""
"Very high transfer dependency","1999","Full Time","Female","1","","",""
"Very high transfer dependency","1999","Part Time","Male","19","","",""
"Very high transfer dependency","1999","Part Time","Female","16","","",""
"Very high transfer dependency","1999","Not Working","Male","119","0.0666774042180703","0.0549694751411672","0.0783853332949735"
"Very high transfer dependency","1999","Not Working","Female","163","0.0478897890511434","0.0404786339072524","0.0553009441950343"
"Very low transfer dependency","2000","Full Time","Male","6383","0.955230950493033","0.950293971576725","0.960167929409341"
"Very low transfer dependency","2000","Full Time","Female","3168","0.96624306475544","0.960088603517204","0.972397525993676"
"Very low transfer dependency","2000","Part Time","Male","1241","0.813158519415743","0.793760095294429","0.832556943537058"
"Very low transfer dependency","2000","Part Time","Female","3092","0.895945084750323","0.885810776430443","0.906079393070203"
"Very low transfer dependency","2000","Not Working","Male","2705","0.851272773098936","0.839086467897703","0.86345907830017"
"Very low transfer dependency","2000","Not Working","Female","4856","0.877890851582588","0.869407479274969","0.886374223890206"
"Low transfer dependency","2000","Full Time","Male","327","0.0408418572937255","0.0361167030093001","0.0455670115781508"
"Low transfer dependency","2000","Full Time","Female","116","0.0268632288609642","0.0213534852722883","0.0323729724496401"
"Low transfer dependency","2000","Part Time","Male","189","0.105890223470158","0.0905770378689763","0.121203409071339"
"Low transfer dependency","2000","Part Time","Female","253","0.0646971022095203","0.0565323939387884","0.0728618104802522"
"Low transfer dependency","2000","Not Working","Male","232","0.0537361843510398","0.0460132566683326","0.061459112033747"
"Low transfer dependency","2000","Not Working","Female","437","0.0590537336273499","0.0529459976353479","0.0651614696193519"
"High transfer dependency","2000","Full Time","Male","24","","",""
"High transfer dependency","2000","Full Time","Female","23","","",""
"High transfer dependency","2000","Part Time","Male","82","0.0530052387380461","0.0418552256328249","0.0641552518432672"
"High transfer dependency","2000","Part Time","Female","91","0.0236710639934022","0.0186252749712166","0.0287168530155878"
"High transfer dependency","2000","Not Working","Male","105","0.0238530780797171","0.0186270438696787","0.0290791122897554"
"High transfer dependency","2000","Not Working","Female","143","0.0203443799091472","0.0166864691153913","0.0240022907029031"
"Very high transfer dependency","2000","Full Time","Male","6","","",""
"Very high transfer dependency","2000","Full Time","Female","1","","",""
"Very high transfer dependency","2000","Part Time","Male","39","0.0279460183760532","0.0197434973178407","0.0361485394342657"
"Very high transfer dependency","2000","Part Time","Female","51","0.0156867490467544","0.011562401474244","0.0198110966192648"
"Very high transfer dependency","2000","Not Working","Male","233","0.0711379644703069","0.0623341929637841","0.0799417359768297"
"Very high transfer dependency","2000","Not Working","Female","286","0.0427110348809154","0.0374718257070813","0.0479502440547495"
"Very low transfer dependency","2001","Full Time","Male","5700","0.956122341103597","0.950962015703507","0.961282666503688"
"Very low transfer dependency","2001","Full Time","Female","2847","0.963956891701502","0.957269009633091","0.970644773769913"
"Very low transfer dependency","2001","Part Time","Male","1124","0.800355190610954","0.779556916969257","0.821153464252651"
"Very low transfer dependency","2001","Part Time","Female","2959","0.883992395400063","0.873180529892567","0.894804260907559"
"Very low transfer dependency","2001","Not Working","Male","2525","0.853481819792985","0.840886388277851","0.86607725130812"
"Very low transfer dependency","2001","Not Working","Female","4273","0.877425663533896","0.868371720353685","0.886479606714107"
"Low transfer dependency","2001","Full Time","Male","322","0.0406354255487787","0.035661000675624","0.0456098504219334"
"Low transfer dependency","2001","Full Time","Female","108","0.0291466060129151","0.0231110191657405","0.0351821928600897"
"Low transfer dependency","2001","Part Time","Male","174","0.105563740184223","0.0895759302630064","0.121551550105439"
"Low transfer dependency","2001","Part Time","Female","258","0.067106756958984","0.0586591783848673","0.0755543355331007"
"Low transfer dependency","2001","Not Working","Male","208","0.0528585167024643","0.0448889433767971","0.0608280900281314"
"Low transfer dependency","2001","Not Working","Female","395","0.0575788927650983","0.0511477673408278","0.0640100181893688"
"High transfer dependency","2001","Full Time","Male","27","","",""
"High transfer dependency","2001","Full Time","Female","23","","",""
"High transfer dependency","2001","Part Time","Male","80","0.0566123957886543","0.0445881528232783","0.0686366387540303"
"High transfer dependency","2001","Part Time","Female","94","0.0309658504286516","0.0251173545586771","0.0368143462986262"
"High transfer dependency","2001","Not Working","Male","92","0.0245497049932728","0.0190378743283693","0.0300615356581763"
"High transfer dependency","2001","Not Working","Female","127","0.0190745862000999","0.0152981828119606","0.0228509895882393"
"Very high transfer dependency","2001","Full Time","Male","3","","",""
"Very high transfer dependency","2001","Full Time","Female","6","","",""
"Very high transfer dependency","2001","Part Time","Male","41","0.0374686734161687","0.0275877282698373","0.0473496185625002"
"Very high transfer dependency","2001","Part Time","Female","59","0.0179349972123011","0.0134542141844106","0.0224157802401916"
"Very high transfer dependency","2001","Not Working","Male","203","0.0691099585112776","0.060075759278795","0.0781441577437603"
"Very high transfer dependency","2001","Not Working","Female","245","0.0459208575009058","0.0401421592372136","0.0516995557645979"
"Very low transfer dependency","2002","Full Time","Male","6129","0.954304304401009","0.949191795902393","0.959416812899626"
"Very low transfer dependency","2002","Full Time","Female","3007","0.957606877018929","0.950553929503167","0.964659824534691"
"Very low transfer dependency","2002","Part Time","Male","1248","0.799125879893854","0.778990813058507","0.8192609467292"
"Very low transfer dependency","2002","Part Time","Female","3275","0.869981975056466","0.859112736062379","0.880851214050554"
"Very low transfer dependency","2002","Not Working","Male","2659","0.834189581369182","0.821230681260185","0.847148481478179"
"Very low transfer dependency","2002","Not Working","Female","4361","0.864542072226609","0.855126963322672","0.873957181130546"
"Low transfer dependency","2002","Full Time","Male","254","0.0406597843707114","0.0358245022786368","0.0454950664627859"
"Low transfer dependency","2002","Full Time","Female","106","0.0353468240236799","0.0288829911859191","0.0418106568614406"
"Low transfer dependency","2002","Part Time","Male","175","0.123445765462695","0.106914314296266","0.139977216629124"
"Low transfer dependency","2002","Part Time","Female","258","0.0771570219746942","0.0685333175454461","0.0857807264039424"
"Low transfer dependency","2002","Not Working","Male","194","0.0543515644325848","0.0464520438975049","0.0622510849676648"
"Low transfer dependency","2002","Not Working","Female","340","0.0578304255436121","0.051408388601512","0.0642524624857122"
"High transfer dependency","2002","Full Time","Male","21","","",""
"High transfer dependency","2002","Full Time","Female","18","","",""
"High transfer dependency","2002","Part Time","Male","76","0.0610455259027374","0.0490136686270887","0.0730773831783861"
"High transfer dependency","2002","Part Time","Female","105","0.041274990509188","0.0348461485748777","0.0477038324434984"
"High transfer dependency","2002","Not Working","Male","100","0.0341614147743683","0.0278321967884973","0.0404906327602393"
"High transfer dependency","2002","Not Working","Female","139","0.0290588856749745","0.0244375662099868","0.0336802051399622"
"Very high transfer dependency","2002","Full Time","Male","5","","",""
"Very high transfer dependency","2002","Full Time","Female","4","","",""
"Very high transfer dependency","2002","Part Time","Male","22","","",""
"Very high transfer dependency","2002","Part Time","Female","40","0.0115860124596512","0.00812758504209942","0.0150444398772029"
"Very high transfer dependency","2002","Not Working","Male","211","0.0772974394238648","0.0679918632118511","0.0866030156358785"
"Very high transfer dependency","2002","Not Working","Female","235","0.0485686165548043","0.0426544075167167","0.0544828255928918"
"Very low transfer dependency","2003","Full Time","Male","5659","0.953136325519331","0.947764383480067","0.958508267558595"
"Very low transfer dependency","2003","Full Time","Female","2796","0.951181420947246","0.943386812353277","0.958976029541215"
"Very low transfer dependency","2003","Part Time","Male","1208","0.772866781317712","0.751776074303767","0.793957488331657"
"Very low transfer dependency","2003","Part Time","Female","3115","0.857537408153507","0.846068749524022","0.869006066782992"
"Very low transfer dependency","2003","Not Working","Male","2670","0.832372552848686","0.819400018963984","0.845345086733387"
"Very low transfer dependency","2003","Not Working","Female","4251","0.860944652904023","0.851325178133621","0.870564127674426"
"Low transfer dependency","2003","Full Time","Male","257","0.0410104623841035","0.0359697733504918","0.0460511514177153"
"Low transfer dependency","2003","Full Time","Female","115","0.0408027706171631","0.0336467950323881","0.0479587462019381"
"Low transfer dependency","2003","Part Time","Male","192","0.132868901643543","0.115782423957471","0.149955379329614"
"Low transfer dependency","2003","Part Time","Female","283","0.0828238611865117","0.0737802938094721","0.0918674285635512"
"Low transfer dependency","2003","Not Working","Male","207","0.0544529668189405","0.0465726130543052","0.0623333205835757"
"Low transfer dependency","2003","Not Working","Female","351","0.0609868430392623","0.0543337467068541","0.0676399393716706"
"High transfer dependency","2003","Full Time","Male","26","","",""
"High transfer dependency","2003","Full Time","Female","21","","",""
"High transfer dependency","2003","Part Time","Male","77","0.055167767104812","0.0436751604197053","0.0666603737899187"
"High transfer dependency","2003","Part Time","Female","102","0.0348668602590463","0.0288477028221503","0.0408860176959423"
"High transfer dependency","2003","Not Working","Male","98","0.027690688077882","0.0219921629325494","0.0333892132232145"
"High transfer dependency","2003","Not Working","Female","114","0.0212569909520635","0.0172468916517245","0.0252670902524025"
"Very high transfer dependency","2003","Full Time","Male","4","","",""
"Very high transfer dependency","2003","Full Time","Female","4","","",""
"Very high transfer dependency","2003","Part Time","Male","39","0.0390965499339336","0.0293397458570738","0.0488533540107933"
"Very high transfer dependency","2003","Part Time","Female","68","0.0247718704009351","0.0196718938695281","0.0298718469323421"
"Very high transfer dependency","2003","Not Working","Male","210","0.0854837922544919","0.0757735298503096","0.0951940546586742"
"Very high transfer dependency","2003","Not Working","Female","254","0.0568115131046508","0.0503759386333123","0.0632470875759893"
"Very low transfer dependency","2004","Full Time","Male","5344","0.952639047710575","0.947086694664789","0.958191400756361"
"Very low transfer dependency","2004","Full Time","Female","2666","0.94253008411088","0.933918716108323","0.951141452113437"
"Very low transfer dependency","2004","Part Time","Male","1164","0.756507430129881","0.734656323073621","0.77835853718614"
"Very low transfer dependency","2004","Part Time","Female","3033","0.844781151950051","0.832763927056853","0.85679837684325"
"Very low transfer dependency","2004","Not Working","Male","2712","0.828238735154576","0.815251521967876","0.841225948341275"
"Very low transfer dependency","2004","Not Working","Female","4197","0.86212325709467","0.852484600264449","0.871761913924891"
"Low transfer dependency","2004","Full Time","Male","243","0.0400242542457904","0.034900427634034","0.0451480808575467"
"Low transfer dependency","2004","Full Time","Female","117","0.0458150294005703","0.038078885699069","0.0535511731020715"
"Low transfer dependency","2004","Part Time","Male","193","0.133748739823518","0.116419050448242","0.151078429198794"
"Low transfer dependency","2004","Part Time","Female","281","0.0929106937999404","0.0832764478752097","0.102544939724671"
"Low transfer dependency","2004","Not Working","Male","208","0.0632010788757026","0.054822680181119","0.0715794775702863"
"Low transfer dependency","2004","Not Working","Female","346","0.0610063278994099","0.0543151110454276","0.0676975447533923"
"High transfer dependency","2004","Full Time","Male","26","","",""
"High transfer dependency","2004","Full Time","Female","17","","",""
"High transfer dependency","2004","Part Time","Male","86","0.0717501471102671","0.0586109801385755","0.0848893140819587"
"High transfer dependency","2004","Part Time","Female","112","0.0379354660442981","0.0315955330598579","0.0442753990287382"
"High transfer dependency","2004","Not Working","Male","96","0.0260027727805135","0.0205229782230885","0.0314825673379384"
"High transfer dependency","2004","Not Working","Female","103","0.0195747249219561","0.0157017791765231","0.0234476706673891"
"Very high transfer dependency","2004","Full Time","Male","9","","",""
"Very high transfer dependency","2004","Full Time","Female","6","","",""
"Very high transfer dependency","2004","Part Time","Male","39","0.0379936829363341","0.0282601915652944","0.0477271743073738"
"Very high transfer dependency","2004","Part Time","Female","62","0.0243726882057101","0.019255238961067","0.0294901374503531"
"Very high transfer dependency","2004","Not Working","Male","224","0.0825574131892081","0.0730810199965409","0.0920338063818753"
"Very high transfer dependency","2004","Not Working","Female","269","0.0572956900839636","0.0507983581639495","0.0637930220039777"
"Very low transfer dependency","2005","Full Time","Male","5071","0.951129665588197","0.945343314002987","0.956916017173407"
"Very low transfer dependency","2005","Full Time","Female","2538","0.951308671194878","0.943151230396624","0.959466111993133"
"Very low transfer dependency","2005","Part Time","Male","1048","0.718582423970666","0.694813438447034","0.742351409494298"
"Very low transfer dependency","2005","Part Time","Female","2938","0.83797462632902","0.825574471171249","0.85037478148679"
"Very low transfer dependency","2005","Not Working","Male","2616","0.816211060212557","0.802706965549303","0.829715154875812"
"Very low transfer dependency","2005","Not Working","Female","3941","0.84328254200713","0.832882818514536","0.853682265499725"
"Low transfer dependency","2005","Full Time","Male","229","0.0405584071552049","0.0352640648717889","0.0458527494386208"
"Low transfer dependency","2005","Full Time","Female","112","0.0364848046127297","0.0293783549183687","0.0435912543070907"
"Low transfer dependency","2005","Part Time","Male","207","0.164929425495447","0.145313563141966","0.184545287848927"
"Low transfer dependency","2005","Part Time","Female","275","0.0980379740806241","0.0880307998767902","0.108045148284458"
"Low transfer dependency","2005","Not Working","Male","218","0.0626779371559864","0.0542269718878584","0.0711289024241143"
"Low transfer dependency","2005","Not Working","Female","347","0.0679198796209766","0.0607220489639823","0.075117710277971"
"High transfer dependency","2005","Full Time","Male","26","","",""
"High transfer dependency","2005","Full Time","Female","22","","",""
"High transfer dependency","2005","Part Time","Male","71","0.0604232214249386","0.0478291887088595","0.0730172541410177"
"High transfer dependency","2005","Part Time","Female","103","0.033718004970037","0.027643609709103","0.039792400230971"
"High transfer dependency","2005","Not Working","Male","110","0.0331096916381607","0.0268713274998354","0.0393480557764859"
"High transfer dependency","2005","Not Working","Female","138","0.0290030350072464","0.0242023058174473","0.0338037641970456"
"Very high transfer dependency","2005","Full Time","Male","7","","",""
"Very high transfer dependency","2005","Full Time","Female","2","","",""
"Very high transfer dependency","2005","Part Time","Male","49","0.0560649291089487","0.0439054928157684","0.068224365402129"
"Very high transfer dependency","2005","Part Time","Female","76","0.0302693946203193","0.0245037537434357","0.0360350354972029"
"Very high transfer dependency","2005","Not Working","Male","216","0.0880013109932957","0.0781238294291923","0.097878792557399"
"Very high transfer dependency","2005","Not Working","Female","268","0.0597945433646467","0.0530115919093221","0.0665774948199713"
"Very low transfer dependency","2006","Full Time","Male","5312","0.946106649009866","0.940187749233134","0.952025548786598"
"Very low transfer dependency","2006","Full Time","Female","2682","0.94538300219209","0.936999270072193","0.953766734311987"
"Very low transfer dependency","2006","Part Time","Male","1041","0.69822822469959","0.674251780678062","0.722204668721119"
"Very low transfer dependency","2006","Part Time","Female","3081","0.8328662019436","0.820649768099959","0.845082635787241"
"Very low transfer dependency","2006","Not Working","Male","3015","0.814112155629866","0.801422141510173","0.826802169749558"
"Very low transfer dependency","2006","Not Working","Female","4406","0.831788479978686","0.821639313604942","0.841937646352431"
"Low transfer dependency","2006","Full Time","Male","235","0.0463913276140761","0.0408780883365119","0.0519045668916404"
"Low transfer dependency","2006","Full Time","Female","117","0.0403402274992469","0.0330808830634451","0.0475995719350487"
"Low transfer dependency","2006","Part Time","Male","203","0.157576467372441","0.138545639172977","0.176607295571905"
"Low transfer dependency","2006","Part Time","Female","267","0.083232361401179","0.074187530906715","0.0922771918956429"
"Low transfer dependency","2006","Not Working","Male","218","0.0545238292170448","0.0471173303919569","0.0619303280421328"
"Low transfer dependency","2006","Not Working","Female","314","0.0606314292182714","0.0541560833671597","0.067106775069383"
"High transfer dependency","2006","Full Time","Male","35","0.00552596650566408","0.00358282605378714","0.00746910695754101"
"High transfer dependency","2006","Full Time","Female","20","","",""
"High transfer dependency","2006","Part Time","Male","102","0.0826388945092796","0.0682572293043773","0.0970205597141818"
"High transfer dependency","2006","Part Time","Female","127","0.0420409321562737","0.0354698888145851","0.0486119754979622"
"High transfer dependency","2006","Not Working","Male","108","0.030166776388017","0.0245871197900072","0.0357464329860268"
"High transfer dependency","2006","Not Working","Female","166","0.0340673099241847","0.029145346223664","0.0389892736247053"
"Very high transfer dependency","2006","Full Time","Male","9","","",""
"Very high transfer dependency","2006","Full Time","Female","3","","",""
"Very high transfer dependency","2006","Part Time","Male","62","0.0615564134186887","0.0490022579432654","0.0741105688941119"
"Very high transfer dependency","2006","Part Time","Female","108","0.0418605044989478","0.0353029593818996","0.048418049615996"
"Very high transfer dependency","2006","Not Working","Male","269","0.101197238765072","0.0913591435741058","0.111035333956039"
"Very high transfer dependency","2006","Not Working","Female","332","0.0735127808788578","0.0664317384632369","0.0805938232944787"
"Very low transfer dependency","2007","Full Time","Male","4970","0.950483003201067","0.944600607038831","0.956365399363302"
"Very low transfer dependency","2007","Full Time","Female","2496","0.939992933174491","0.930914387316426","0.949071479032556"
"Very low transfer dependency","2007","Part Time","Male","968","0.718994682865117","0.694341513996091","0.743647851734143"
"Very low transfer dependency","2007","Part Time","Female","2938","0.830933204401529","0.818332792960875","0.843533615842183"
"Very low transfer dependency","2007","Not Working","Male","2892","0.815484924721632","0.802495847236372","0.828474002206893"
"Very low transfer dependency","2007","Not Working","Female","4127","0.839288375037884","0.828976701967312","0.849600048108456"
"Low transfer dependency","2007","Full Time","Male","214","0.0416340781160702","0.0362178730232842","0.0470502832088563"
"Low transfer dependency","2007","Full Time","Female","104","0.0454565385075096","0.0374940497491024","0.0534190272659167"
"Low transfer dependency","2007","Part Time","Male","163","0.133137419288353","0.114504631496906","0.1517702070798"
"Low transfer dependency","2007","Part Time","Female","257","0.0901266479675134","0.0804996785745063","0.0997536173605206"
"Low transfer dependency","2007","Not Working","Male","197","0.0547149792218702","0.0470996458659472","0.0623303125777932"
"Low transfer dependency","2007","Not Working","Female","302","0.0600615512993698","0.053390444930174","0.0667326576685656"
"High transfer dependency","2007","Full Time","Male","37","0.00713736481739679","0.00485482440739524","0.00941990522739835"
"High transfer dependency","2007","Full Time","Female","23","","",""
"High transfer dependency","2007","Part Time","Male","84","0.0955666538642725","0.0794418620748327","0.111691445653712"
"High transfer dependency","2007","Part Time","Female","116","0.0431048528199338","0.03627725756258","0.0499324480772876"
"High transfer dependency","2007","Not Working","Male","93","0.030766308019679","0.024983931667492","0.036548684371866"
"High transfer dependency","2007","Not Working","Female","135","0.0298353552908829","0.025058542575813","0.0346121680059528"
"Very high transfer dependency","2007","Full Time","Male","4","","",""
"Very high transfer dependency","2007","Full Time","Female","6","","",""
"Very high transfer dependency","2007","Part Time","Male","62","0.0523012439822575","0.0400904527269962","0.0645120352375188"
"Very high transfer dependency","2007","Part Time","Female","88","0.0358352948110236","0.0295863942429985","0.0420841953790488"
"Very high transfer dependency","2007","Not Working","Male","244","0.0990337880368185","0.0890314769081761","0.109036099165461"
"Very high transfer dependency","2007","Not Working","Female","309","0.0708147183718633","0.0636125575889392","0.0780168791547873"
"Very low transfer dependency","2008","Full Time","Male","4724","0.955314542526169","0.949556467309209","0.961072617743129"
"Very low transfer dependency","2008","Full Time","Female","2431","0.963438618709742","0.956119568259304","0.970757669160179"
"Very low transfer dependency","2008","Part Time","Male","928","0.739392406587904","0.714514517508677","0.764270295667131"
"Very low transfer dependency","2008","Part Time","Female","2760","0.833022637908325","0.820064123881652","0.845981151934997"
"Very low transfer dependency","2008","Not Working","Male","2758","0.831542587534396","0.818548542417712","0.84453663265108"
"Very low transfer dependency","2008","Not Working","Female","3888","0.844072561867415","0.833496352565392","0.854648771169438"
"Low transfer dependency","2008","Full Time","Male","185","0.0377884962866722","0.0324743180972444","0.0431026744760999"
"Low transfer dependency","2008","Full Time","Female","80","0.0283544091792016","0.0218815574163294","0.0348272609420738"
"Low transfer dependency","2008","Part Time","Male","133","0.122210760398922","0.103648436320962","0.140773084476882"
"Low transfer dependency","2008","Part Time","Female","239","0.0843823127972824","0.0747244550923518","0.0940401705022129"
"Low transfer dependency","2008","Not Working","Male","178","0.0589656546097175","0.0507874238876571","0.067143885331778"
"Low transfer dependency","2008","Not Working","Female","245","0.0585800333073307","0.0517338994977718","0.0654261671168896"
"High transfer dependency","2008","Full Time","Male","32","0.0060165142598999","0.00386133651023259","0.00817169200956721"
"High transfer dependency","2008","Full Time","Female","9","","",""
"High transfer dependency","2008","Part Time","Male","83","0.0970738504638118","0.0802950949943067","0.113852605933317"
"High transfer dependency","2008","Part Time","Female","101","0.0489310362568349","0.0414356120874274","0.0564264604262424"
"High transfer dependency","2008","Not Working","Male","62","0.0223748596754325","0.0172400612417685","0.0275096581090964"
"High transfer dependency","2008","Not Working","Female","107","0.0234660036133932","0.0190529203271591","0.0278790868996274"
"Very high transfer dependency","2008","Full Time","Male","5","","",""
"Very high transfer dependency","2008","Full Time","Female","6","","",""
"Very high transfer dependency","2008","Part Time","Male","52","0.0413229825493624","0.0300428425660188","0.052603122532706"
"Very high transfer dependency","2008","Part Time","Female","82","0.0336640130375581","0.02739722474883","0.0399308013262862"
"Very high transfer dependency","2008","Not Working","Male","189","0.0871168981804539","0.0773261507973404","0.0969076455635674"
"Very high transfer dependency","2008","Not Working","Female","280","0.0738814012118611","0.0662557008159839","0.0815071016077384"
"Very low transfer dependency","2009","Full Time","Male","4399","0.958608395797022","0.952837617653416","0.964379173940628"
"Very low transfer dependency","2009","Full Time","Female","2324","0.956907904457847","0.948815752400095","0.965000056515598"
"Very low transfer dependency","2009","Part Time","Male","924","0.764503112982568","0.740179781983948","0.788826443981189"
"Very low transfer dependency","2009","Part Time","Female","2639","0.846576244362014","0.833767126418552","0.859385362305476"
"Very low transfer dependency","2009","Not Working","Male","2619","0.831600288489577","0.818202512664594","0.84499806431456"
"Very low transfer dependency","2009","Not Working","Female","3548","0.85703747964797","0.846292917044794","0.867782042251146"
"Low transfer dependency","2009","Full Time","Male","154","0.0358820275777938","0.0304936103993858","0.0412704447562017"
"Low transfer dependency","2009","Full Time","Female","74","0.0314906344408356","0.0245312188070304","0.0384500500746407"
"Low transfer dependency","2009","Part Time","Male","138","0.130107875713038","0.110822623277468","0.149393128148607"
"Low transfer dependency","2009","Part Time","Female","227","0.0845434488646888","0.0746556703516489","0.0944312273777286"
"Low transfer dependency","2009","Not Working","Male","160","0.0646733940693913","0.0558679920199525","0.0734787961188302"
"Low transfer dependency","2009","Not Working","Female","249","0.0666725499937337","0.0590153800202321","0.0743297199672353"
"High transfer dependency","2009","Full Time","Male","18","","",""
"High transfer dependency","2009","Full Time","Female","15","","",""
"High transfer dependency","2009","Part Time","Male","62","0.0606659268310991","0.0469816046058774","0.0743502490563209"
"High transfer dependency","2009","Part Time","Female","104","0.0344038195050824","0.0279258189510805","0.0408818200590843"
"High transfer dependency","2009","Not Working","Male","56","0.0220127012651215","0.0167596940569775","0.0272657084732655"
"High transfer dependency","2009","Not Working","Female","84","0.0233750702567806","0.0187372052800316","0.0280129352335296"
"Very high transfer dependency","2009","Full Time","Male","6","","",""
"Very high transfer dependency","2009","Full Time","Female","6","","",""
"Very high transfer dependency","2009","Part Time","Male","45","0.0447230844732952","0.0328743668056938","0.0565718021408966"
"Very high transfer dependency","2009","Part Time","Female","71","0.0344764872682145","0.0279918929241293","0.0409610816122998"
"Very high transfer dependency","2009","Not Working","Male","162","0.0817136161759104","0.0719065070670354","0.0915207252847854"
"Very high transfer dependency","2009","Not Working","Female","196","0.0529149001015157","0.0460432469916649","0.0597865532113665"
"Very low transfer dependency","2010","Full Time","Male","5689","0.955507122723462","0.950405151037579","0.960609094409345"
"Very low transfer dependency","2010","Full Time","Female","2737","0.963554705905129","0.95675190549175","0.970357506318509"
"Very low transfer dependency","2010","Part Time","Male","1016","0.720656581363964","0.698254922876836","0.743058239851093"
"Very low transfer dependency","2010","Part Time","Female","3772","0.847958376001378","0.837712770260825","0.85820398174193"
"Very low transfer dependency","2010","Not Working","Male","2564","0.822471509445544","0.809246588862987","0.835696430028101"
"Very low transfer dependency","2010","Not Working","Female","3979","0.838902226172521","0.829195500978112","0.84860895136693"
