"transab_cat2","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1991","66 and older","1-pers.-HH","1","","",""
"Very high transfer dependency","1991","66 and older","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1991","66 and older","Single parent ","","","",""
"Very high transfer dependency","1991","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","1991","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1992","16-34 y.","1-pers.-HH","303","0.897370434266644","0.865112930514218","0.92962793801907"
"Very low transfer dependency","1992","16-34 y.","(Married) couple without C. ","693","0.934959821105762","0.917287864777498","0.952631777434027"
"Very low transfer dependency","1992","16-34 y.","Single parent ","254","0.799367348692173","0.754858956617262","0.843875740767083"
"Very low transfer dependency","1992","16-34 y.","Couple + C. LE 16 ","1495","0.892421049582828","0.877687752172548","0.907154346993108"
"Very low transfer dependency","1992","16-34 y.","Couple + C. GT 16 ","1006","0.966829410619268","0.95610422354232","0.977554597696216"
"Very low transfer dependency","1992","16-34 y.","Couple + C. LE and GT 16","398","0.933274733033561","0.909851072766493","0.956698393300629"
"Very low transfer dependency","1992","35-65 y.","1-pers.-HH","457","0.921764841066903","0.898060074369007","0.945469607764798"
"Very low transfer dependency","1992","35-65 y.","(Married) couple without C. ","1730","0.955049348389529","0.945548558374249","0.964550138404809"
"Very low transfer dependency","1992","35-65 y.","Single parent ","252","0.877478365967202","0.839610010411184","0.915346721523219"
"Very low transfer dependency","1992","35-65 y.","Couple + C. LE 16 ","1457","0.943487108475393","0.932072432972803","0.954901783977983"
"Very low transfer dependency","1992","35-65 y.","Couple + C. GT 16 ","1486","0.971675086333084","0.963450511940427","0.979899660725742"
"Very low transfer dependency","1992","35-65 y.","Couple + C. LE and GT 16","654","0.927632254227906","0.908600950648555","0.946663557807257"
"Very low transfer dependency","1992","66 and older","1-pers.-HH","506","0.989234873746722","0.980296214464419","0.998173533029025"
"Very low transfer dependency","1992","66 and older","(Married) couple without C. ","704","0.997473347650606","0.993775450250529","1.00117124505068"
"Very low transfer dependency","1992","66 and older","Single parent ","36","0.939671283545585","0.864946303505659","1.01439626358551"
"Very low transfer dependency","1992","66 and older","Couple + C. LE 16 ","1","","",""
"Very low transfer dependency","1992","66 and older","Couple + C. GT 16 ","93","0.990622712849969","0.971540541059784","1.00970488464015"
"Very low transfer dependency","1992","66 and older","Couple + C. LE and GT 16","1","","",""
"Low transfer dependency","1992","16-34 y.","1-pers.-HH","13","","",""
"Low transfer dependency","1992","16-34 y.","(Married) couple without C. ","33","0.0363538424753767","0.0229406780129568","0.0497670069377966"
"Low transfer dependency","1992","16-34 y.","Single parent ","28","","",""
"Low transfer dependency","1992","16-34 y.","Couple + C. LE 16 ","152","0.0728517964913726","0.0604938555604305","0.0852097374223147"
"Low transfer dependency","1992","16-34 y.","Couple + C. GT 16 ","50","0.0278988929845078","0.0180360399915952","0.0377617459774204"
"Low transfer dependency","1992","16-34 y.","Couple + C. LE and GT 16","28","","",""
"Low transfer dependency","1992","35-65 y.","1-pers.-HH","12","","",""
"Low transfer dependency","1992","35-65 y.","(Married) couple without C. ","51","0.0233178925012263","0.0163979883170797","0.030237796685373"
"Low transfer dependency","1992","35-65 y.","Single parent ","17","","",""
"Low transfer dependency","1992","35-65 y.","Couple + C. LE 16 ","85","0.0408307213485439","0.031047925815314","0.0506135168817739"
"Low transfer dependency","1992","35-65 y.","Couple + C. GT 16 ","59","0.0220480157257169","0.014768338506791","0.0293276929446429"
"Low transfer dependency","1992","35-65 y.","Couple + C. LE and GT 16","42","0.0559291443374822","0.039050814209074","0.0728074744658904"
"Low transfer dependency","1992","66 and older","1-pers.-HH","1","","",""
"Low transfer dependency","1992","66 and older","(Married) couple without C. ","","","",""
"Low transfer dependency","1992","66 and older","Single parent ","2","","",""
"Low transfer dependency","1992","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","1992","66 and older","Couple + C. GT 16 ","4","","",""
"Low transfer dependency","1992","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1992","16-34 y.","1-pers.-HH","8","","",""
"High transfer dependency","1992","16-34 y.","(Married) couple without C. ","10","","",""
"High transfer dependency","1992","16-34 y.","Single parent ","14","","",""
"High transfer dependency","1992","16-34 y.","Couple + C. LE 16 ","32","0.0199078799470349","0.0132659031076889","0.0265498567863809"
"High transfer dependency","1992","16-34 y.","Couple + C. GT 16 ","6","","",""
"High transfer dependency","1992","16-34 y.","Couple + C. LE and GT 16","5","","",""
"High transfer dependency","1992","35-65 y.","1-pers.-HH","5","","",""
"High transfer dependency","1992","35-65 y.","(Married) couple without C. ","29","","",""
"High transfer dependency","1992","35-65 y.","Single parent ","9","","",""
"High transfer dependency","1992","35-65 y.","Couple + C. LE 16 ","22","","",""
"High transfer dependency","1992","35-65 y.","Couple + C. GT 16 ","6","","",""
"High transfer dependency","1992","35-65 y.","Couple + C. LE and GT 16","10","","",""
"High transfer dependency","1992","66 and older","1-pers.-HH","3","","",""
"High transfer dependency","1992","66 and older","(Married) couple without C. ","3","","",""
"High transfer dependency","1992","66 and older","Single parent ","1","","",""
"High transfer dependency","1992","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","1992","66 and older","Couple + C. GT 16 ","1","","",""
"High transfer dependency","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1992","16-34 y.","1-pers.-HH","16","","",""
"Very high transfer dependency","1992","16-34 y.","(Married) couple without C. ","12","","",""
"Very high transfer dependency","1992","16-34 y.","Single parent ","15","","",""
"Very high transfer dependency","1992","16-34 y.","Couple + C. LE 16 ","20","","",""
"Very high transfer dependency","1992","16-34 y.","Couple + C. GT 16 ","9","","",""
"Very high transfer dependency","1992","16-34 y.","Couple + C. LE and GT 16","5","","",""
"Very high transfer dependency","1992","35-65 y.","1-pers.-HH","19","","",""
"Very high transfer dependency","1992","35-65 y.","(Married) couple without C. ","17","","",""
"Very high transfer dependency","1992","35-65 y.","Single parent ","10","","",""
"Very high transfer dependency","1992","35-65 y.","Couple + C. LE 16 ","8","","",""
"Very high transfer dependency","1992","35-65 y.","Couple + C. GT 16 ","12","","",""
"Very high transfer dependency","1992","35-65 y.","Couple + C. LE and GT 16","6","","",""
"Very high transfer dependency","1992","66 and older","1-pers.-HH","2","","",""
"Very high transfer dependency","1992","66 and older","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1992","66 and older","Single parent ","","","",""
"Very high transfer dependency","1992","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","1992","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1993","16-34 y.","1-pers.-HH","333","0.886135654858005","0.854198202122653","0.918073107593357"
"Very low transfer dependency","1993","16-34 y.","(Married) couple without C. ","730","0.929609962949434","0.911861831891732","0.947358094007136"
"Very low transfer dependency","1993","16-34 y.","Single parent ","215","0.738359939195626","0.687773364281456","0.788946514109796"
"Very low transfer dependency","1993","16-34 y.","Couple + C. LE 16 ","1358","0.877089003216554","0.860995853096759","0.89318215333635"
"Very low transfer dependency","1993","16-34 y.","Couple + C. GT 16 ","918","0.958260661202338","0.94579015073872","0.970731171665956"
"Very low transfer dependency","1993","16-34 y.","Couple + C. LE and GT 16","411","0.925244438761039","0.901132063948095","0.949356813573983"
"Very low transfer dependency","1993","35-65 y.","1-pers.-HH","475","0.910427016474437","0.885999488027424","0.934854544921451"
"Very low transfer dependency","1993","35-65 y.","(Married) couple without C. ","1665","0.942277135563244","0.931485180324272","0.953069090802216"
"Very low transfer dependency","1993","35-65 y.","Single parent ","230","0.856384268447742","0.814859410312399","0.897909126583086"
"Very low transfer dependency","1993","35-65 y.","Couple + C. LE 16 ","1364","0.936111108819326","0.923710324125402","0.948511893513251"
"Very low transfer dependency","1993","35-65 y.","Couple + C. GT 16 ","1390","0.956905247043394","0.946614925156091","0.967195568930697"
"Very low transfer dependency","1993","35-65 y.","Couple + C. LE and GT 16","654","0.919207722614486","0.899411872417177","0.939003572811795"
"Very low transfer dependency","1993","66 and older","1-pers.-HH","499","0.983596961020454","0.97252961266008","0.994664309380827"
"Very low transfer dependency","1993","66 and older","(Married) couple without C. ","727","0.997045516976729","0.993116405546302","1.00097462840716"
"Very low transfer dependency","1993","66 and older","Single parent ","41","0.979910438051453","0.937477620375771","1.02234325572714"
"Very low transfer dependency","1993","66 and older","Couple + C. LE 16 ","","","",""
"Very low transfer dependency","1993","66 and older","Couple + C. GT 16 ","80","0.937684322408796","0.88688996704686","0.988478677770732"
"Very low transfer dependency","1993","66 and older","Couple + C. LE and GT 16","1","","",""
"Low transfer dependency","1993","16-34 y.","1-pers.-HH","15","","",""
"Low transfer dependency","1993","16-34 y.","(Married) couple without C. ","43","0.0439950572876176","0.0297659171058343","0.0582241974694008"
"Low transfer dependency","1993","16-34 y.","Single parent ","29","","",""
"Low transfer dependency","1993","16-34 y.","Couple + C. LE 16 ","164","0.0802948093132791","0.0669751869027069","0.0936144317238514"
"Low transfer dependency","1993","16-34 y.","Couple + C. GT 16 ","61","0.0375415913371046","0.0256889008629907","0.0493942818112185"
"Low transfer dependency","1993","16-34 y.","Couple + C. LE and GT 16","33","0.0593502480109933","0.0376874159598879","0.0810130800620987"
"Low transfer dependency","1993","35-65 y.","1-pers.-HH","15","","",""
"Low transfer dependency","1993","35-65 y.","(Married) couple without C. ","76","0.0311986759627901","0.0231537451176716","0.0392436068079086"
"Low transfer dependency","1993","35-65 y.","Single parent ","21","","",""
"Low transfer dependency","1993","35-65 y.","Couple + C. LE 16 ","96","0.0455975310145797","0.035019392901674","0.0561756691274853"
"Low transfer dependency","1993","35-65 y.","Couple + C. GT 16 ","86","0.0364450978582625","0.0269491113868776","0.0459410843296475"
"Low transfer dependency","1993","35-65 y.","Couple + C. LE and GT 16","56","0.0652743972258839","0.0473313621703282","0.0832174322814396"
"Low transfer dependency","1993","66 and older","1-pers.-HH","3","","",""
"Low transfer dependency","1993","66 and older","(Married) couple without C. ","2","","",""
"Low transfer dependency","1993","66 and older","Single parent ","1","","",""
"Low transfer dependency","1993","66 and older","Couple + C. LE 16 ","1","","",""
"Low transfer dependency","1993","66 and older","Couple + C. GT 16 ","7","","",""
"Low transfer dependency","1993","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1993","16-34 y.","1-pers.-HH","10","","",""
"High transfer dependency","1993","16-34 y.","(Married) couple without C. ","16","","",""
"High transfer dependency","1993","16-34 y.","Single parent ","17","","",""
"High transfer dependency","1993","16-34 y.","Couple + C. LE 16 ","45","0.0282704228236122","0.0201465573697869","0.0363942882774375"
"High transfer dependency","1993","16-34 y.","Couple + C. GT 16 ","4","","",""
"High transfer dependency","1993","16-34 y.","Couple + C. LE and GT 16","10","","",""
"High transfer dependency","1993","35-65 y.","1-pers.-HH","10","","",""
"High transfer dependency","1993","35-65 y.","(Married) couple without C. ","31","0.0156747711836331","0.00992690319920374","0.0214226391680625"
"High transfer dependency","1993","35-65 y.","Single parent ","10","","",""
"High transfer dependency","1993","35-65 y.","Couple + C. LE 16 ","26","","",""
"High transfer dependency","1993","35-65 y.","Couple + C. GT 16 ","12","","",""
"High transfer dependency","1993","35-65 y.","Couple + C. LE and GT 16","12","","",""
"High transfer dependency","1993","66 and older","1-pers.-HH","2","","",""
"High transfer dependency","1993","66 and older","(Married) couple without C. ","3","","",""
"High transfer dependency","1993","66 and older","Single parent ","","","",""
"High transfer dependency","1993","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","1993","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1993","16-34 y.","1-pers.-HH","22","","",""
"Very high transfer dependency","1993","16-34 y.","(Married) couple without C. ","9","","",""
"Very high transfer dependency","1993","16-34 y.","Single parent ","29","","",""
"Very high transfer dependency","1993","16-34 y.","Couple + C. LE 16 ","32","0.0143457646465542","0.00851738267491316","0.0201741466181953"
"Very high transfer dependency","1993","16-34 y.","Couple + C. GT 16 ","5","","",""
"Very high transfer dependency","1993","16-34 y.","Couple + C. LE and GT 16","3","","",""
"Very high transfer dependency","1993","35-65 y.","1-pers.-HH","25","","",""
"Very high transfer dependency","1993","35-65 y.","(Married) couple without C. ","22","","",""
"Very high transfer dependency","1993","35-65 y.","Single parent ","13","","",""
"Very high transfer dependency","1993","35-65 y.","Couple + C. LE 16 ","8","","",""
"Very high transfer dependency","1993","35-65 y.","Couple + C. GT 16 ","8","","",""
"Very high transfer dependency","1993","35-65 y.","Couple + C. LE and GT 16","6","","",""
"Very high transfer dependency","1993","66 and older","1-pers.-HH","2","","",""
"Very high transfer dependency","1993","66 and older","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1993","66 and older","Single parent ","","","",""
"Very high transfer dependency","1993","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","1993","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1994","16-34 y.","1-pers.-HH","332","0.85672166991322","0.821815456456833","0.891627883369607"
"Very low transfer dependency","1994","16-34 y.","(Married) couple without C. ","798","0.94355810634622","0.928143528746219","0.958972683946221"
"Very low transfer dependency","1994","16-34 y.","Single parent ","210","0.758863988966282","0.708305422386842","0.809422555545723"
"Very low transfer dependency","1994","16-34 y.","Couple + C. LE 16 ","1263","0.844704796258878","0.826490990296893","0.862918602220863"
"Very low transfer dependency","1994","16-34 y.","Couple + C. GT 16 ","861","0.941331460517426","0.926252160070411","0.956410760964442"
"Very low transfer dependency","1994","16-34 y.","Couple + C. LE and GT 16","408","0.934798356347488","0.912088812725552","0.957507899969424"
"Very low transfer dependency","1994","35-65 y.","1-pers.-HH","444","0.899660968104921","0.873112471524832","0.926209464685009"
"Very low transfer dependency","1994","35-65 y.","(Married) couple without C. ","1656","0.934003892070297","0.922537554068423","0.945470230072171"
"Very low transfer dependency","1994","35-65 y.","Single parent ","223","0.87194739496615","0.831252722234948","0.912642067697352"
"Very low transfer dependency","1994","35-65 y.","Couple + C. LE 16 ","1338","0.925925427608528","0.91261876310288","0.939232092114176"
"Very low transfer dependency","1994","35-65 y.","Couple + C. GT 16 ","1304","0.934063030604638","0.921155103574673","0.946970957634603"
"Very low transfer dependency","1994","35-65 y.","Couple + C. LE and GT 16","646","0.92871962722383","0.909952111633748","0.947487142813912"
"Very low transfer dependency","1994","66 and older","1-pers.-HH","522","0.987143043697727","0.977551924578314","0.996734162817141"
"Very low transfer dependency","1994","66 and older","(Married) couple without C. ","725","0.993365923732499","0.987485110195183","0.999246737269815"
"Very low transfer dependency","1994","66 and older","Single parent ","39","0.970816484535393","0.919294386844802","1.02233858222598"
"Very low transfer dependency","1994","66 and older","Couple + C. LE 16 ","1","","",""
"Very low transfer dependency","1994","66 and older","Couple + C. GT 16 ","83","0.907437530798355","0.848535203975898","0.966339857620812"
"Very low transfer dependency","1994","66 and older","Couple + C. LE and GT 16","1","","",""
"Low transfer dependency","1994","16-34 y.","1-pers.-HH","17","","",""
"Low transfer dependency","1994","16-34 y.","(Married) couple without C. ","54","0.0490310578306956","0.0346077353534328","0.0634543803079584"
"Low transfer dependency","1994","16-34 y.","Single parent ","24","","",""
"Low transfer dependency","1994","16-34 y.","Couple + C. LE 16 ","170","0.102578189414407","0.0873202801189778","0.117836098709836"
"Low transfer dependency","1994","16-34 y.","Couple + C. GT 16 ","56","0.0442166155864556","0.0310255537480751","0.0574076774248361"
"Low transfer dependency","1994","16-34 y.","Couple + C. LE and GT 16","32","0.0456768371985867","0.0264717665438007","0.0648819078533727"
"Low transfer dependency","1994","35-65 y.","1-pers.-HH","16","","",""
"Low transfer dependency","1994","35-65 y.","(Married) couple without C. ","69","0.0285672715666031","0.0208736294256499","0.0362609137075563"
"Low transfer dependency","1994","35-65 y.","Single parent ","16","","",""
"Low transfer dependency","1994","35-65 y.","Couple + C. LE 16 ","105","0.0479058292777908","0.0370545545293335","0.0587571040262481"
"Low transfer dependency","1994","35-65 y.","Couple + C. GT 16 ","86","0.0445706412975652","0.0338374801124758","0.0553038024826545"
"Low transfer dependency","1994","35-65 y.","Couple + C. LE and GT 16","52","0.0512031899515843","0.0351258346586825","0.0672805452444862"
"Low transfer dependency","1994","66 and older","1-pers.-HH","2","","",""
"Low transfer dependency","1994","66 and older","(Married) couple without C. ","3","","",""
"Low transfer dependency","1994","66 and older","Single parent ","2","","",""
"Low transfer dependency","1994","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","1994","66 and older","Couple + C. GT 16 ","10","","",""
"Low transfer dependency","1994","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1994","16-34 y.","1-pers.-HH","12","","",""
"High transfer dependency","1994","16-34 y.","(Married) couple without C. ","3","","",""
"High transfer dependency","1994","16-34 y.","Single parent ","8","","",""
"High transfer dependency","1994","16-34 y.","Couple + C. LE 16 ","47","0.0335943321054252","0.0245332108135054","0.042655453397345"
"High transfer dependency","1994","16-34 y.","Couple + C. GT 16 ","10","","",""
"High transfer dependency","1994","16-34 y.","Couple + C. LE and GT 16","10","","",""
"High transfer dependency","1994","35-65 y.","1-pers.-HH","8","","",""
"High transfer dependency","1994","35-65 y.","(Married) couple without C. ","45","0.0190344311305433","0.0127235780798458","0.0253452841812409"
"High transfer dependency","1994","35-65 y.","Single parent ","6","","",""
"High transfer dependency","1994","35-65 y.","Couple + C. LE 16 ","29","","",""
"High transfer dependency","1994","35-65 y.","Couple + C. GT 16 ","18","","",""
"High transfer dependency","1994","35-65 y.","Couple + C. LE and GT 16","16","","",""
"High transfer dependency","1994","66 and older","1-pers.-HH","2","","",""
"High transfer dependency","1994","66 and older","(Married) couple without C. ","3","","",""
"High transfer dependency","1994","66 and older","Single parent ","","","",""
"High transfer dependency","1994","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","1994","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1994","16-34 y.","1-pers.-HH","26","","",""
"Very high transfer dependency","1994","16-34 y.","(Married) couple without C. ","6","","",""
"Very high transfer dependency","1994","16-34 y.","Single parent ","33","0.12552589114036","0.0863677670333851","0.164684015247334"
"Very high transfer dependency","1994","16-34 y.","Couple + C. LE 16 ","39","0.01912268222129","0.0122353512423778","0.0260100132002022"
"Very high transfer dependency","1994","16-34 y.","Couple + C. GT 16 ","6","","",""
"Very high transfer dependency","1994","16-34 y.","Couple + C. LE and GT 16","4","","",""
"Very high transfer dependency","1994","35-65 y.","1-pers.-HH","24","","",""
"Very high transfer dependency","1994","35-65 y.","(Married) couple without C. ","31","0.0183944052325567","0.012188535971737","0.0246002744933764"
"Very high transfer dependency","1994","35-65 y.","Single parent ","14","","",""
"Very high transfer dependency","1994","35-65 y.","Couple + C. LE 16 ","16","","",""
"Very high transfer dependency","1994","35-65 y.","Couple + C. GT 16 ","12","","",""
"Very high transfer dependency","1994","35-65 y.","Couple + C. LE and GT 16","8","","",""
"Very high transfer dependency","1994","66 and older","1-pers.-HH","4","","",""
"Very high transfer dependency","1994","66 and older","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1994","66 and older","Single parent ","","","",""
"Very high transfer dependency","1994","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","1994","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1995","16-34 y.","1-pers.-HH","355","0.844363709899906","0.809316988616106","0.879410431183706"
"Very low transfer dependency","1995","16-34 y.","(Married) couple without C. ","845","0.934917073820099","0.918916602221063","0.950917545419135"
"Very low transfer dependency","1995","16-34 y.","Single parent ","213","0.748443854430673","0.699096151056476","0.797791557804869"
"Very low transfer dependency","1995","16-34 y.","Couple + C. LE 16 ","1284","0.839287494371986","0.820896766403376","0.857678222340595"
"Very low transfer dependency","1995","16-34 y.","Couple + C. GT 16 ","874","0.942628622416211","0.927778139036275","0.957479105796146"
"Very low transfer dependency","1995","16-34 y.","Couple + C. LE and GT 16","435","0.907916258667204","0.882366905214365","0.933465612120043"
"Very low transfer dependency","1995","35-65 y.","1-pers.-HH","441","0.857924275831063","0.827474309305705","0.888374242356422"
"Very low transfer dependency","1995","35-65 y.","(Married) couple without C. ","1696","0.93312268589272","0.92173315352813","0.94451221825731"
"Very low transfer dependency","1995","35-65 y.","Single parent ","230","0.862887482744126","0.822159917674993","0.90361504781326"
"Very low transfer dependency","1995","35-65 y.","Couple + C. LE 16 ","1441","0.92495135714145","0.912037537171409","0.937865177111492"
"Very low transfer dependency","1995","35-65 y.","Couple + C. GT 16 ","1320","0.923908056088922","0.910218170545354","0.937597941632491"
"Very low transfer dependency","1995","35-65 y.","Couple + C. LE and GT 16","670","0.905560915161373","0.884701153834722","0.926420676488024"
"Very low transfer dependency","1995","66 and older","1-pers.-HH","528","0.984153676854294","0.973601242311706","0.994706111396883"
"Very low transfer dependency","1995","66 and older","(Married) couple without C. ","750","0.994708429384516","0.989533376260053","0.999883482508979"
"Very low transfer dependency","1995","66 and older","Single parent ","35","0.953036276462872","0.886638770761586","1.01943378216416"
"Very low transfer dependency","1995","66 and older","Couple + C. LE 16 ","1","","",""
"Very low transfer dependency","1995","66 and older","Couple + C. GT 16 ","97","0.985094681305589","0.961225357614741","1.00896400499644"
"Very low transfer dependency","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Low transfer dependency","1995","16-34 y.","1-pers.-HH","17","","",""
"Low transfer dependency","1995","16-34 y.","(Married) couple without C. ","46","0.044397996546108","0.0310371826538963","0.0577588104383196"
"Low transfer dependency","1995","16-34 y.","Single parent ","29","","",""
"Low transfer dependency","1995","16-34 y.","Couple + C. LE 16 ","145","0.0942144698869568","0.0795862930405276","0.108842646733386"
"Low transfer dependency","1995","16-34 y.","Couple + C. GT 16 ","51","0.040135928144033","0.0276017990620641","0.052670057226002"
"Low transfer dependency","1995","16-34 y.","Couple + C. LE and GT 16","33","0.0446782954115177","0.0264230086359785","0.062933582187057"
"Low transfer dependency","1995","35-65 y.","1-pers.-HH","25","","",""
"Low transfer dependency","1995","35-65 y.","(Married) couple without C. ","88","0.0358448866945802","0.0273690190184585","0.0443207543707018"
"Low transfer dependency","1995","35-65 y.","Single parent ","15","","",""
"Low transfer dependency","1995","35-65 y.","Couple + C. LE 16 ","87","0.0374443717897026","0.0281390787921789","0.0467496647872263"
"Low transfer dependency","1995","35-65 y.","Couple + C. GT 16 ","93","0.0562566390933876","0.0443598449520972","0.0681534332346782"
"Low transfer dependency","1995","35-65 y.","Couple + C. LE and GT 16","48","0.0434163810977034","0.0288797792542288","0.057952982941178"
"Low transfer dependency","1995","66 and older","1-pers.-HH","4","","",""
"Low transfer dependency","1995","66 and older","(Married) couple without C. ","","","",""
"Low transfer dependency","1995","66 and older","Single parent ","4","","",""
"Low transfer dependency","1995","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","1995","66 and older","Couple + C. GT 16 ","2","","",""
"Low transfer dependency","1995","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1995","16-34 y.","1-pers.-HH","11","","",""
"High transfer dependency","1995","16-34 y.","(Married) couple without C. ","11","","",""
"High transfer dependency","1995","16-34 y.","Single parent ","19","","",""
"High transfer dependency","1995","16-34 y.","Couple + C. LE 16 ","35","0.0251627257508688","0.0173200616655481","0.0330053898361895"
"High transfer dependency","1995","16-34 y.","Couple + C. GT 16 ","11","","",""
"High transfer dependency","1995","16-34 y.","Couple + C. LE and GT 16","13","","",""
"High transfer dependency","1995","35-65 y.","1-pers.-HH","7","","",""
"High transfer dependency","1995","35-65 y.","(Married) couple without C. ","26","","",""
"High transfer dependency","1995","35-65 y.","Single parent ","15","","",""
"High transfer dependency","1995","35-65 y.","Couple + C. LE 16 ","35","0.0154712981717698","0.00942204963606499","0.0215205467074746"
"High transfer dependency","1995","35-65 y.","Couple + C. GT 16 ","18","","",""
"High transfer dependency","1995","35-65 y.","Couple + C. LE and GT 16","19","","",""
"High transfer dependency","1995","66 and older","1-pers.-HH","4","","",""
"High transfer dependency","1995","66 and older","(Married) couple without C. ","2","","",""
"High transfer dependency","1995","66 and older","Single parent ","","","",""
"High transfer dependency","1995","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","1995","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1995","16-34 y.","1-pers.-HH","28","","",""
"Very high transfer dependency","1995","16-34 y.","(Married) couple without C. ","11","","",""
"Very high transfer dependency","1995","16-34 y.","Single parent ","36","0.126753002944586","0.0889159288579763","0.164590077031196"
"Very high transfer dependency","1995","16-34 y.","Couple + C. LE 16 ","68","0.0413353099901888","0.0313672033932557","0.0513034165871219"
"Very high transfer dependency","1995","16-34 y.","Couple + C. GT 16 ","6","","",""
"Very high transfer dependency","1995","16-34 y.","Couple + C. LE and GT 16","11","","",""
"Very high transfer dependency","1995","35-65 y.","1-pers.-HH","32","0.0786336045532719","0.0551576814538252","0.102109527652719"
"Very high transfer dependency","1995","35-65 y.","(Married) couple without C. ","38","0.0210585707285899","0.0145123611133931","0.0276047803437866"
"Very high transfer dependency","1995","35-65 y.","Single parent ","14","","",""
"Very high transfer dependency","1995","35-65 y.","Couple + C. LE 16 ","36","0.0221329728970775","0.0149221698031139","0.0293437759910411"
"Very high transfer dependency","1995","35-65 y.","Couple + C. GT 16 ","10","","",""
"Very high transfer dependency","1995","35-65 y.","Couple + C. LE and GT 16","18","","",""
"Very high transfer dependency","1995","66 and older","1-pers.-HH","2","","",""
"Very high transfer dependency","1995","66 and older","(Married) couple without C. ","3","","",""
"Very high transfer dependency","1995","66 and older","Single parent ","","","",""
"Very high transfer dependency","1995","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","1995","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","1995","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1996","16-34 y.","1-pers.-HH","381","0.892978488925985","0.86386058017085","0.922096397681121"
"Very low transfer dependency","1996","16-34 y.","(Married) couple without C. ","827","0.957660346550405","0.944333490816816","0.970987202283993"
"Very low transfer dependency","1996","16-34 y.","Single parent ","240","0.766949362964737","0.720700179720928","0.813198546208547"
"Very low transfer dependency","1996","16-34 y.","Couple + C. LE 16 ","1238","0.86715843627372","0.849664797243025","0.884652075304414"
"Very low transfer dependency","1996","16-34 y.","Couple + C. GT 16 ","795","0.922144257474758","0.904560551124277","0.93972796382524"
"Very low transfer dependency","1996","16-34 y.","Couple + C. LE and GT 16","415","0.901404734215436","0.874395447640538","0.928414020790334"
"Very low transfer dependency","1996","35-65 y.","1-pers.-HH","450","0.885213178379864","0.857762494920156","0.912663861839571"
"Very low transfer dependency","1996","35-65 y.","(Married) couple without C. ","1604","0.871674573849873","0.856552259986276","0.886796887713469"
"Very low transfer dependency","1996","35-65 y.","Single parent ","245","0.85150116846927","0.810504051974976","0.892498284963564"
"Very low transfer dependency","1996","35-65 y.","Couple + C. LE 16 ","1406","0.932519030503305","0.919953523858904","0.945084537147705"
"Very low transfer dependency","1996","35-65 y.","Couple + C. GT 16 ","1193","0.902443853172565","0.886651179513564","0.918236526831566"
"Very low transfer dependency","1996","35-65 y.","Couple + C. LE and GT 16","692","0.892106465463808","0.870320068329445","0.913892862598172"
"Very low transfer dependency","1996","66 and older","1-pers.-HH","515","0.977242925022228","0.964534850800584","0.989950999243871"
