"transab_cat2","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1988","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1988","16-34 y.","1-pers.-HH","3","","",""
"High transfer dependency","1988","16-34 y.","(Married) couple without C. ","10","","",""
"High transfer dependency","1988","16-34 y.","Single parent ","9","","",""
"High transfer dependency","1988","16-34 y.","Couple + C. LE 16 ","6","","",""
"High transfer dependency","1988","16-34 y.","Couple + C. GT 16 ","3","","",""
"High transfer dependency","1988","16-34 y.","Couple + C. LE and GT 16","4","","",""
"High transfer dependency","1988","35-65 y.","1-pers.-HH","6","","",""
"High transfer dependency","1988","35-65 y.","(Married) couple without C. ","12","","",""
"High transfer dependency","1988","35-65 y.","Single parent ","2","","",""
"High transfer dependency","1988","35-65 y.","Couple + C. LE 16 ","10","","",""
"High transfer dependency","1988","35-65 y.","Couple + C. GT 16 ","6","","",""
"High transfer dependency","1988","35-65 y.","Couple + C. LE and GT 16","4","","",""
"High transfer dependency","1988","66 and older","1-pers.-HH","3","","",""
"High transfer dependency","1988","66 and older","(Married) couple without C. ","2","","",""
"High transfer dependency","1988","66 and older","Single parent ","","","",""
"High transfer dependency","1988","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","1988","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","1988","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1988","16-34 y.","1-pers.-HH","14","","",""
"Very high transfer dependency","1988","16-34 y.","(Married) couple without C. ","2","","",""
"Very high transfer dependency","1988","16-34 y.","Single parent ","13","","",""
"Very high transfer dependency","1988","16-34 y.","Couple + C. LE 16 ","22","","",""
"Very high transfer dependency","1988","16-34 y.","Couple + C. GT 16 ","6","","",""
"Very high transfer dependency","1988","16-34 y.","Couple + C. LE and GT 16","5","","",""
"Very high transfer dependency","1988","35-65 y.","1-pers.-HH","28","","",""
"Very high transfer dependency","1988","35-65 y.","(Married) couple without C. ","15","","",""
"Very high transfer dependency","1988","35-65 y.","Single parent ","4","","",""
"Very high transfer dependency","1988","35-65 y.","Couple + C. LE 16 ","19","","",""
"Very high transfer dependency","1988","35-65 y.","Couple + C. GT 16 ","8","","",""
"Very high transfer dependency","1988","35-65 y.","Couple + C. LE and GT 16","6","","",""
"Very high transfer dependency","1988","66 and older","1-pers.-HH","2","","",""
"Very high transfer dependency","1988","66 and older","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1988","66 and older","Single parent ","","","",""
"Very high transfer dependency","1988","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","1988","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","1988","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1989","16-34 y.","1-pers.-HH","258","0.924396692558702","0.893376422213997","0.955416962903407"
"Very low transfer dependency","1989","16-34 y.","(Married) couple without C. ","580","0.943830729617707","0.925603767051531","0.962057692183882"
"Very low transfer dependency","1989","16-34 y.","Single parent ","197","0.847060746203344","0.800135059888903","0.893986432517785"
"Very low transfer dependency","1989","16-34 y.","Couple + C. LE 16 ","996","0.926962367145724","0.911349945296319","0.942574788995129"
"Very low transfer dependency","1989","16-34 y.","Couple + C. GT 16 ","868","0.98124824793598","0.972371329229114","0.990125166642846"
"Very low transfer dependency","1989","16-34 y.","Couple + C. LE and GT 16","372","0.927863374029089","0.902759662362096","0.952967085696082"
"Very low transfer dependency","1989","35-65 y.","1-pers.-HH","372","0.884558904169063","0.853702658570178","0.915415149767947"
"Very low transfer dependency","1989","35-65 y.","(Married) couple without C. ","1119","0.95879368913806","0.947428580056988","0.970158798219131"
"Very low transfer dependency","1989","35-65 y.","Single parent ","193","0.86675855985202","0.821750036751862","0.911767082952179"
"Very low transfer dependency","1989","35-65 y.","Couple + C. LE 16 ","1007","0.953050470462644","0.94037600143147","0.965724939493818"
"Very low transfer dependency","1989","35-65 y.","Couple + C. GT 16 ","1147","0.980517711138117","0.972648401639518","0.988387020636716"
"Very low transfer dependency","1989","35-65 y.","Couple + C. LE and GT 16","535","0.946178086616253","0.927700859828227","0.964655313404279"
"Very low transfer dependency","1989","66 and older","1-pers.-HH","367","0.979129524665545","0.964680437466497","0.993578611864593"
"Very low transfer dependency","1989","66 and older","(Married) couple without C. ","469","0.99642234218545","0.991035946914179","1.00180873745672"
"Very low transfer dependency","1989","66 and older","Single parent ","24","","",""
"Very low transfer dependency","1989","66 and older","Couple + C. LE 16 ","","","",""
"Very low transfer dependency","1989","66 and older","Couple + C. GT 16 ","60","0.994762503291761","0.976648903906906","1.01287610267662"
"Very low transfer dependency","1989","66 and older","Couple + C. LE and GT 16","","","",""
"Low transfer dependency","1989","16-34 y.","1-pers.-HH","2","","",""
"Low transfer dependency","1989","16-34 y.","(Married) couple without C. ","28","","",""
"Low transfer dependency","1989","16-34 y.","Single parent ","7","","",""
"Low transfer dependency","1989","16-34 y.","Couple + C. LE 16 ","40","0.0371055519898964","0.0257639429914754","0.0484471609883174"
"Low transfer dependency","1989","16-34 y.","Couple + C. GT 16 ","16","","",""
"Low transfer dependency","1989","16-34 y.","Couple + C. LE and GT 16","24","","",""
"Low transfer dependency","1989","35-65 y.","1-pers.-HH","9","","",""
"Low transfer dependency","1989","35-65 y.","(Married) couple without C. ","37","0.029999230645039","0.0202455112863163","0.0397529500037617"
"Low transfer dependency","1989","35-65 y.","Single parent ","10","","",""
"Low transfer dependency","1989","35-65 y.","Couple + C. LE 16 ","31","0.0200140698289156","0.0116226813388379","0.0284054583189933"
"Low transfer dependency","1989","35-65 y.","Couple + C. GT 16 ","22","","",""
"Low transfer dependency","1989","35-65 y.","Couple + C. LE and GT 16","23","","",""
"Low transfer dependency","1989","66 and older","1-pers.-HH","3","","",""
"Low transfer dependency","1989","66 and older","(Married) couple without C. ","2","","",""
"Low transfer dependency","1989","66 and older","Single parent ","3","","",""
"Low transfer dependency","1989","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","1989","66 and older","Couple + C. GT 16 ","1","","",""
"Low transfer dependency","1989","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1989","16-34 y.","1-pers.-HH","3","","",""
"High transfer dependency","1989","16-34 y.","(Married) couple without C. ","1","","",""
"High transfer dependency","1989","16-34 y.","Single parent ","14","","",""
"High transfer dependency","1989","16-34 y.","Couple + C. LE 16 ","12","","",""
"High transfer dependency","1989","16-34 y.","Couple + C. GT 16 ","7","","",""
"High transfer dependency","1989","16-34 y.","Couple + C. LE and GT 16","9","","",""
"High transfer dependency","1989","35-65 y.","1-pers.-HH","7","","",""
"High transfer dependency","1989","35-65 y.","(Married) couple without C. ","8","","",""
"High transfer dependency","1989","35-65 y.","Single parent ","8","","",""
"High transfer dependency","1989","35-65 y.","Couple + C. LE 16 ","8","","",""
"High transfer dependency","1989","35-65 y.","Couple + C. GT 16 ","6","","",""
"High transfer dependency","1989","35-65 y.","Couple + C. LE and GT 16","9","","",""
"High transfer dependency","1989","66 and older","1-pers.-HH","4","","",""
"High transfer dependency","1989","66 and older","(Married) couple without C. ","","","",""
"High transfer dependency","1989","66 and older","Single parent ","","","",""
"High transfer dependency","1989","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","1989","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","1989","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1989","16-34 y.","1-pers.-HH","16","","",""
"Very high transfer dependency","1989","16-34 y.","(Married) couple without C. ","4","","",""
"Very high transfer dependency","1989","16-34 y.","Single parent ","8","","",""
"Very high transfer dependency","1989","16-34 y.","Couple + C. LE 16 ","19","","",""
"Very high transfer dependency","1989","16-34 y.","Couple + C. GT 16 ","6","","",""
"Very high transfer dependency","1989","16-34 y.","Couple + C. LE and GT 16","3","","",""
"Very high transfer dependency","1989","35-65 y.","1-pers.-HH","24","","",""
"Very high transfer dependency","1989","35-65 y.","(Married) couple without C. ","11","","",""
"Very high transfer dependency","1989","35-65 y.","Single parent ","8","","",""
"Very high transfer dependency","1989","35-65 y.","Couple + C. LE 16 ","24","","",""
"Very high transfer dependency","1989","35-65 y.","Couple + C. GT 16 ","10","","",""
"Very high transfer dependency","1989","35-65 y.","Couple + C. LE and GT 16","6","","",""
"Very high transfer dependency","1989","66 and older","1-pers.-HH","2","","",""
"Very high transfer dependency","1989","66 and older","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1989","66 and older","Single parent ","","","",""
"Very high transfer dependency","1989","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","1989","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","1989","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1990","16-34 y.","1-pers.-HH","243","0.940191837444087","0.911532992350583","0.968850682537591"
"Very low transfer dependency","1990","16-34 y.","(Married) couple without C. ","620","0.977283153968424","0.96566669466022","0.988899613276628"
"Very low transfer dependency","1990","16-34 y.","Single parent ","190","0.835295153996817","0.786393322623417","0.884196985370218"
"Very low transfer dependency","1990","16-34 y.","Couple + C. LE 16 ","970","0.93287480146739","0.917666318557943","0.948083284376838"
"Very low transfer dependency","1990","16-34 y.","Couple + C. GT 16 ","817","0.975050117408316","0.964558511512191","0.985541723304441"
"Very low transfer dependency","1990","16-34 y.","Couple + C. LE and GT 16","324","0.915849685747522","0.887011823465966","0.944687548029079"
"Very low transfer dependency","1990","35-65 y.","1-pers.-HH","367","0.939969344818017","0.916513916559789","0.963424773076245"
"Very low transfer dependency","1990","35-65 y.","(Married) couple without C. ","1121","0.9583695954834","0.946953535049265","0.969785655917535"
"Very low transfer dependency","1990","35-65 y.","Single parent ","189","0.875627997258426","0.831205671349008","0.920050323167844"
"Very low transfer dependency","1990","35-65 y.","Couple + C. LE 16 ","996","0.971273731919368","0.961112184678709","0.981435279160026"
"Very low transfer dependency","1990","35-65 y.","Couple + C. GT 16 ","1103","0.971759286546295","0.962168086172082","0.981350486920508"
"Very low transfer dependency","1990","35-65 y.","Couple + C. LE and GT 16","497","0.94072210393275","0.920636823707343","0.960807384158156"
"Very low transfer dependency","1990","66 and older","1-pers.-HH","367","0.97955177561296","0.965227457528326","0.993876093697594"
"Very low transfer dependency","1990","66 and older","(Married) couple without C. ","495","0.995429216989803","0.98951682005893","1.00134161392068"
"Very low transfer dependency","1990","66 and older","Single parent ","23","","",""
"Very low transfer dependency","1990","66 and older","Couple + C. LE 16 ","","","",""
"Very low transfer dependency","1990","66 and older","Couple + C. GT 16 ","62","0.96679153874237","0.923563361845423","1.01001971563932"
"Very low transfer dependency","1990","66 and older","Couple + C. LE and GT 16","1","","",""
"Low transfer dependency","1990","16-34 y.","1-pers.-HH","11","","",""
"Low transfer dependency","1990","16-34 y.","(Married) couple without C. ","8","","",""
"Low transfer dependency","1990","16-34 y.","Single parent ","16","","",""
"Low transfer dependency","1990","16-34 y.","Couple + C. LE 16 ","45","0.0370028454432664","0.0255302551569054","0.0484754357296273"
"Low transfer dependency","1990","16-34 y.","Couple + C. GT 16 ","20","","",""
"Low transfer dependency","1990","16-34 y.","Couple + C. LE and GT 16","17","","",""
"Low transfer dependency","1990","35-65 y.","1-pers.-HH","8","","",""
