"transab_cat2","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1988","Not Employed","(1a) inadequately completed","244","0.772838958281422","0.725816037610087","0.819861878952757"
"Very low transfer dependency","1988","Not Employed","(1b) general elementary school","944","0.919701930331623","0.903311429147735","0.936092431515511"
"Very low transfer dependency","1988","Not Employed","(1c) basic vocational qualification","988","0.928257952258346","0.912773811705335","0.943742092811357"
"Very low transfer dependency","1988","Not Employed","(2b) intermediate general qualification","151","0.915895890031431","0.873547414256131","0.958244365806731"
"Very low transfer dependency","1988","Not Employed","(2a) intermediate vocational","331","0.96752340429837","0.948845590965331","0.986201217631409"
"Very low transfer dependency","1988","Not Employed","(2c_gen) general maturity certificate","150","0.894662575960028","0.848917324224773","0.940407827695284"
"Very low transfer dependency","1988","Not Employed","(2c_voc) vocational maturity certificate","98","0.956070557751282","0.916683436668639","0.995457678833925"
"Very low transfer dependency","1988","Not Employed","(3a) lower tertiary education","52","0.958263811467093","0.905411293470027","1.01111632946416"
"Very low transfer dependency","1988","Not Employed","(3b) higher tertiary education","71","0.97161638198566","0.933779658405981","1.00945310556534"
"Very low transfer dependency","1988","Employed","(0) in school","7","","",""
"Very low transfer dependency","1988","Employed","(1a) inadequately completed","418","0.918953317517945","0.893540046143528","0.944366588892361"
"Very low transfer dependency","1988","Employed","(1b) general elementary school","1209","0.945146535594319","0.932643513999789","0.95764955718885"
"Very low transfer dependency","1988","Employed","(1c) basic vocational qualification","2295","0.97255560166706","0.965954427304425","0.979156776029696"
"Very low transfer dependency","1988","Employed","(2b) intermediate general qualification","251","0.948729743754665","0.921973087480663","0.975486400028667"
"Very low transfer dependency","1988","Employed","(2a) intermediate vocational","911","0.982627804712979","0.974221677099543","0.991033932326414"
"Very low transfer dependency","1988","Employed","(2c_gen) general maturity certificate","164","0.941332318585216","0.906514623800226","0.976150013370205"
"Very low transfer dependency","1988","Employed","(2c_voc) vocational maturity certificate","275","0.974943396966535","0.956829334049093","0.993057459883976"
"Very low transfer dependency","1988","Employed","(3a) lower tertiary education","176","0.987029074413223","0.970406872762763","1.00365127606368"
"Very low transfer dependency","1988","Employed","(3b) higher tertiary education","389","0.985489145761388","0.973681253208832","0.997297038313944"
"Low transfer dependency","1988","Not Employed","(0) in school","7","","",""
"Low transfer dependency","1988","Not Employed","(1a) inadequately completed","33","0.106316914278075","0.0717236836586531","0.140910144897497"
"Low transfer dependency","1988","Not Employed","(1b) general elementary school","42","0.0256861957515838","0.0161447221346772","0.0352276693684905"
"Low transfer dependency","1988","Not Employed","(1c) basic vocational qualification","27","","",""
"Low transfer dependency","1988","Not Employed","(2b) intermediate general qualification","8","","",""
"Low transfer dependency","1988","Not Employed","(2a) intermediate vocational","7","","",""
"Low transfer dependency","1988","Not Employed","(2c_gen) general maturity certificate","12","","",""
"Low transfer dependency","1988","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Low transfer dependency","1988","Not Employed","(3a) lower tertiary education","2","","",""
"Low transfer dependency","1988","Not Employed","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1988","Employed","(0) in school","1","","",""
"Low transfer dependency","1988","Employed","(1a) inadequately completed","23","","",""
"Low transfer dependency","1988","Employed","(1b) general elementary school","42","0.0307374700455551","0.0212594385339292","0.040215501557181"
"Low transfer dependency","1988","Employed","(1c) basic vocational qualification","47","0.0218805486652929","0.0159695320625377","0.0277915652680481"
"Low transfer dependency","1988","Employed","(2b) intermediate general qualification","6","","",""
"Low transfer dependency","1988","Employed","(2a) intermediate vocational","13","","",""
"Low transfer dependency","1988","Employed","(2c_gen) general maturity certificate","9","","",""
"Low transfer dependency","1988","Employed","(2c_voc) vocational maturity certificate","9","","",""
"Low transfer dependency","1988","Employed","(3a) lower tertiary education","2","","",""
"Low transfer dependency","1988","Employed","(3b) higher tertiary education","4","","",""
"High transfer dependency","1988","Not Employed","(0) in school","1","","",""
"High transfer dependency","1988","Not Employed","(1a) inadequately completed","5","","",""
"High transfer dependency","1988","Not Employed","(1b) general elementary school","14","","",""
"High transfer dependency","1988","Not Employed","(1c) basic vocational qualification","19","","",""
"High transfer dependency","1988","Not Employed","(2b) intermediate general qualification","3","","",""
"High transfer dependency","1988","Not Employed","(2a) intermediate vocational","2","","",""
"High transfer dependency","1988","Not Employed","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","1988","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","1988","Not Employed","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","Not Employed","(3b) higher tertiary education","1","","",""
"High transfer dependency","1988","Employed","(0) in school","","","",""
"High transfer dependency","1988","Employed","(1a) inadequately completed","2","","",""
"High transfer dependency","1988","Employed","(1b) general elementary school","14","","",""
"High transfer dependency","1988","Employed","(1c) basic vocational qualification","8","","",""
"High transfer dependency","1988","Employed","(2b) intermediate general qualification","3","","",""
"High transfer dependency","1988","Employed","(2a) intermediate vocational","2","","",""
"High transfer dependency","1988","Employed","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1988","Employed","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","1988","Employed","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","Employed","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1988","Not Employed","(0) in school","3","","",""
"Very high transfer dependency","1988","Not Employed","(1a) inadequately completed","23","","",""
"Very high transfer dependency","1988","Not Employed","(1b) general elementary school","56","0.0460582048213578","0.0334157743513858","0.0587006352913298"
"Very high transfer dependency","1988","Not Employed","(1c) basic vocational qualification","33","0.0337169714680321","0.0228866253420197","0.0445473175940444"
"Very high transfer dependency","1988","Not Employed","(2b) intermediate general qualification","3","","",""
"Very high transfer dependency","1988","Not Employed","(2a) intermediate vocational","6","","",""
"Very high transfer dependency","1988","Not Employed","(2c_gen) general maturity certificate","7","","",""
"Very high transfer dependency","1988","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Very high transfer dependency","1988","Not Employed","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1988","Not Employed","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1988","Employed","(0) in school","","","",""
"Very high transfer dependency","1988","Employed","(1a) inadequately completed","","","",""
"Very high transfer dependency","1988","Employed","(1b) general elementary school","9","","",""
"Very high transfer dependency","1988","Employed","(1c) basic vocational qualification","3","","",""
"Very high transfer dependency","1988","Employed","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1988","Employed","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","1988","Employed","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1988","Employed","(2c_voc) vocational maturity certificate","","","",""
