"transab_cat2","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1997","direct migration background","Male","33","0.0206153474425026","0.0127477064963534","0.0284829883886517","2"
"High transfer dependency","1997","direct migration background","Female","37","0.0333853808158877","0.0233009571014083","0.043469804530367","2"
"High transfer dependency","1997","indirect migration background","Male","8","","","","2"
"High transfer dependency","1997","indirect migration background","Female","3","","","","2"
"Low transfer dependency","1997","no migration background","Male","332","0.0588606360902626","0.0520906434900943","0.0656306286904309","1"
"Low transfer dependency","1997","no migration background","Female","353","0.0531060539789079","0.0469594832860823","0.0592526246717336","1"
"Low transfer dependency","1997","direct migration background","Female","123","0.0842098866808804","0.0686206175392158","0.0997991558225449","1"
"Low transfer dependency","1997","direct migration background","Male","123","0.0830608382384615","0.0677802184032832","0.0983414580736397","1"
"Low transfer dependency","1997","indirect migration background","Male","33","0.128359827810556","0.0897958031889777","0.166923852432135","1"
"Low transfer dependency","1997","indirect migration background","Female","27","","","","1"
"Very high transfer dependency","1997","no migration background","Male","95","0.0223962981315481","0.0181401347790923","0.026652461484004","3"
"Very high transfer dependency","1997","no migration background","Female","126","0.0283331949293077","0.0237852347597444","0.0328811550988711","3"
"Very high transfer dependency","1997","direct migration background","Male","54","0.0487326097624272","0.0368110331251892","0.0606541863996652","3"
"Very high transfer dependency","1997","direct migration background","Female","60","0.0596613818171239","0.0463649525300309","0.0729578111042169","3"
"Very high transfer dependency","1997","indirect migration background","Male","8","","","","3"
"Very high transfer dependency","1997","indirect migration background","Female","12","","","","3"
"Very low transfer dependency","1997","no migration background","Male","4111","0.899878414009026","0.891244563464938","0.908512264553115","0"
"Very low transfer dependency","1997","no migration background","Female","4500","0.892580065302671","0.884092634857283","0.901067495748059","0"
"Very low transfer dependency","1997","direct migration background","Female","999","0.822743350686108","0.80130557627591","0.844181125096306","0"
"Very low transfer dependency","1997","direct migration background","Male","1043","0.847591204556609","0.827690392806599","0.867492016306619","0"
"Very low transfer dependency","1997","indirect migration background","Female","239","0.900162055455413","0.86511083876064","0.935213272150186","0"
"Very low transfer dependency","1997","indirect migration background","Male","240","0.82861432985215","0.78516704483574","0.87206161486856","0"
"High transfer dependency","1998","no migration background","Female","125","0.0194030542658132","0.015873195094417","0.0229329134372094","2"
"High transfer dependency","1998","no migration background","Male","95","0.0155216053812775","0.0122057960891439","0.0188374146734112","2"
"High transfer dependency","1998","direct migration background","Female","35","0.0217248046102099","0.0134523131076358","0.029997296112784","2"
"High transfer dependency","1998","direct migration background","Male","44","0.0333204691824433","0.0232164631593578","0.0434244752055288","2"
"High transfer dependency","1998","indirect migration background","Male","13","","","","2"
"High transfer dependency","1998","indirect migration background","Female","11","","","","2"
"Low transfer dependency","1998","no migration background","Female","386","0.0473539030132148","0.0419186377022887","0.0527891683241408","1"
"Low transfer dependency","1998","no migration background","Male","366","0.0561427914434499","0.0499680570636167","0.062317525823283","1"
"Low transfer dependency","1998","direct migration background","Female","121","0.0873408698591679","0.0713198216585881","0.103361918059748","1"
"Low transfer dependency","1998","direct migration background","Male","127","0.0855272734007554","0.0697825703781209","0.10127197642339","1"
"Low transfer dependency","1998","indirect migration background","Male","23","","","","1"
"Low transfer dependency","1998","indirect migration background","Female","28","","","","1"
"Very high transfer dependency","1998","no migration background","Male","125","0.0280658271596322","0.0236356052580965","0.032496049061168","3"
"Very high transfer dependency","1998","no migration background","Female","154","0.0278887298807121","0.0236751675893196","0.0321022921721046","3"
"Very high transfer dependency","1998","direct migration background","Male","46","0.0449240702007193","0.0332625470258546","0.056585593375584","3"
"Very high transfer dependency","1998","direct migration background","Female","51","0.057891286837259","0.0446391783941868","0.0711433952803313","3"
"Very high transfer dependency","1998","indirect migration background","Male","9","","","","3"
"Very high transfer dependency","1998","indirect migration background","Female","9","","","","3"
"Very low transfer dependency","1998","no migration background","Male","4753","0.90026977601564","0.892232333813475","0.908307218217806","0"
"Very low transfer dependency","1998","no migration background","Female","5201","0.90535431284026","0.897863365166156","0.912845260514364","0"
"Very low transfer dependency","1998","direct migration background","Female","986","0.833043038693363","0.811880690543619","0.854205386843107","0"
"Very low transfer dependency","1998","direct migration background","Male","995","0.836228187216082","0.81539389455399","0.857062479878174","0"
"Very low transfer dependency","1998","indirect migration background","Female","244","0.857630062457383","0.817551160881669","0.897708964033098","0"
"Very low transfer dependency","1998","indirect migration background","Male","262","0.858616598899086","0.819642349877213","0.89759084792096","0"
"High transfer dependency","1999","no migration background","Male","109","0.015356688367543","0.0120083483902911","0.018705028344795","2"
"High transfer dependency","1999","no migration background","Female","136","0.0186456229879172","0.0151287179306492","0.0221625280451852","2"
"High transfer dependency","1999","direct migration background","Male","28","","","","2"
"High transfer dependency","1999","direct migration background","Female","24","","","","2"
"High transfer dependency","1999","indirect migration background","Male","8","","","","2"
"High transfer dependency","1999","indirect migration background","Female","11","","","","2"
"Low transfer dependency","1999","no migration background","Male","314","0.0481601549341755","0.0423301734826651","0.0539901363856859","1"
"Low transfer dependency","1999","no migration background","Female","366","0.0488710489068898","0.0432656723385574","0.0544764254752223","1"
"Low transfer dependency","1999","direct migration background","Female","119","0.081543998932668","0.0653049385548642","0.0977830593104718","1"
"Low transfer dependency","1999","direct migration background","Male","127","0.0971917601030317","0.0797263240626749","0.114657196143388","1"
"Low transfer dependency","1999","indirect migration background","Male","27","","","","1"
"Low transfer dependency","1999","indirect migration background","Female","25","","","","1"
"Very high transfer dependency","1999","no migration background","Male","96","0.021807452098575","0.0178304489625525","0.0257844552345976","3"
"Very high transfer dependency","1999","no migration background","Female","136","0.0256833433297632","0.0215705668682733","0.0297961197912531","3"
"Very high transfer dependency","1999","direct migration background","Male","35","0.0305822641157948","0.020430132256989","0.0407343959746005","3"
"Very high transfer dependency","1999","direct migration background","Female","38","0.029820213239087","0.0197272846820532","0.0399131417961209","3"
"Very high transfer dependency","1999","indirect migration background","Male","10","","","","3"
"Very high transfer dependency","1999","indirect migration background","Female","6","","","","3"
"Very low transfer dependency","1999","no migration background","Male","4662","0.914675704599706","0.907068743033946","0.922282666165467","0"
"Very low transfer dependency","1999","no migration background","Female","5045","0.90679998477543","0.899241704249705","0.914358265301155","0"
"Very low transfer dependency","1999","direct migration background","Female","910","0.857767162428619","0.837040930146004","0.878493394711235","0"
"Very low transfer dependency","1999","direct migration background","Male","915","0.845092690632783","0.823759536064548","0.866425845201017","0"
"Very low transfer dependency","1999","indirect migration background","Female","253","0.892101714786249","0.856697779239075","0.927505650333422","0"
"Very low transfer dependency","1999","indirect migration background","Male","264","0.85179011983246","0.812173836550285","0.891406403114634","0"
"High transfer dependency","2000","no migration background","Male","143","0.0129306129825952","0.0106639391696106","0.0151972867955798","2"
"High transfer dependency","2000","no migration background","Female","196","0.0160425099871944","0.013630863993704","0.0184541559806849","2"
"High transfer dependency","2000","direct migration background","Female","48","0.0277978175851257","0.0199321469137128","0.0356634882565385","2"
"High transfer dependency","2000","direct migration background","Male","59","0.0338991971435591","0.0250867502750578","0.0427116440120605","2"
"High transfer dependency","2000","indirect migration background","Male","9","","","","2"
"High transfer dependency","2000","indirect migration background","Female","13","","","","2"
"Low transfer dependency","2000","no migration background","Male","547","0.046810485811824","0.042572428442211","0.051048543181437","1"
"Low transfer dependency","2000","no migration background","Female","600","0.0462248212034626","0.0421944053469147","0.0502552370600106","1"
"Low transfer dependency","2000","direct migration background","Female","172","0.0924885923971509","0.0786267089098392","0.106350475884463","1"
"Low transfer dependency","2000","direct migration background","Male","169","0.0928097814997168","0.0786799612093765","0.106939601790057","1"
"Low transfer dependency","2000","indirect migration background","Male","32","0.0709619332779488","0.0459246684794598","0.0959991980764377","1"
"Low transfer dependency","2000","indirect migration background","Female","34","0.0688936427513344","0.0444966026113922","0.0932906828912766","1"
"Very high transfer dependency","2000","no migration background","Female","237","0.0208180613859563","0.0180774903078761","0.0235586324640365","3"
"Very high transfer dependency","2000","no migration background","Male","185","0.0204623424976905","0.0176218485237167","0.0233028364716642","3"
"Very high transfer dependency","2000","direct migration background","Male","86","0.0603350154498085","0.0487402539509801","0.0719297769486368","3"
"Very high transfer dependency","2000","direct migration background","Female","94","0.057497435050398","0.046359168191551","0.0686357019092451","3"
"Very high transfer dependency","2000","indirect migration background","Male","8","","","","3"
"Very high transfer dependency","2000","indirect migration background","Female","8","","","","3"
"Very low transfer dependency","2000","no migration background","Male","8668","0.91979655870789","0.914347167072442","0.925245950343338","0"
"Very low transfer dependency","2000","no migration background","Female","9393","0.916914607423387","0.911616557886758","0.922212656960015","0"
"Very low transfer dependency","2000","direct migration background","Male","1306","0.812956005906916","0.79396727283638","0.831944738977451","0"
"Very low transfer dependency","2000","direct migration background","Female","1364","0.822216154967325","0.80392288839992","0.840509421534731","0"
"Very low transfer dependency","2000","indirect migration background","Female","359","0.883338702674178","0.852416177565933","0.914261227782423","0"
"Very low transfer dependency","2000","indirect migration background","Male","355","0.884452520762938","0.853279785720547","0.915625255805329","0"
"High transfer dependency","2001","no migration background","Male","149","0.0136458957686314","0.0112084719424272","0.0160833195948356","2"
"High transfer dependency","2001","no migration background","Female","186","0.0166402368546413","0.014071041265819","0.0192094324434636","2"
"High transfer dependency","2001","direct migration background","Male","40","0.0339014483519191","0.0244951633207027","0.0433077333831354","2"
"High transfer dependency","2001","direct migration background","Female","48","0.0350690413167496","0.0256939809878275","0.0444441016456717","2"
"High transfer dependency","2001","indirect migration background","Male","10","","","","2"
"High transfer dependency","2001","indirect migration background","Female","10","","","","2"
"Low transfer dependency","2001","no migration background","Male","503","0.0458511824814426","0.0414568093797657","0.0502455555831196","1"
"Low transfer dependency","2001","no migration background","Female","579","0.0473549371039401","0.04308904966878","0.0516208245391002","1"
"Low transfer dependency","2001","direct migration background","Female","155","0.0915753815518607","0.076876042071538","0.106274721032183","1"
"Low transfer dependency","2001","direct migration background","Male","176","0.105287938408373","0.0893354201669695","0.121240456649777","1"
"Low transfer dependency","2001","indirect migration background","Male","25","","","","1"
"Low transfer dependency","2001","indirect migration background","Female","27","","","","1"
"Very high transfer dependency","2001","no migration background","Female","228","0.0229551718552966","0.019947304237391","0.0259630394732022","3"
"Very high transfer dependency","2001","no migration background","Male","173","0.0210176371878069","0.0180039860371319","0.024031288338482","3"
"Very high transfer dependency","2001","direct migration background","Male","63","0.0619226919743077","0.0493958233661135","0.0744495605825019","3"
"Very high transfer dependency","2001","direct migration background","Female","67","0.0565318182470434","0.0447618820079883","0.0683017544860985","3"
"Very high transfer dependency","2001","indirect migration background","Male","11","","","","3"
"Very high transfer dependency","2001","indirect migration background","Female","15","","","","3"
"Very low transfer dependency","2001","no migration background","Male","7878","0.919485284562119","0.913768871248597","0.925201697875641","0"
"Very low transfer dependency","2001","no migration background","Female","8530","0.913049654186122","0.907390597375205","0.918708710997039","0"
"Very low transfer dependency","2001","direct migration background","Male","1143","0.7988879212654","0.778054514289933","0.819721328240867","0"
"Very low transfer dependency","2001","direct migration background","Female","1209","0.816823758884346","0.797110303414303","0.836537214354389","0"
"Very low transfer dependency","2001","indirect migration background","Female","340","0.885968228377765","0.85450327682944","0.91743317992609","0"
"Very low transfer dependency","2001","indirect migration background","Male","328","0.898427461227595","0.86781191919779","0.9290430032574","0"
"High transfer dependency","2002","no migration background","Male","151","0.018189192674655","0.015485535833543","0.020892849515767","2"
"High transfer dependency","2002","no migration background","Female","209","0.0245072300400801","0.0214850787974744","0.0275293812826858","2"
"High transfer dependency","2002","direct migration background","Female","41","0.0360383376364893","0.0263610663775352","0.0457156088954433","2"
"High transfer dependency","2002","direct migration background","Male","36","0.0378937187584693","0.0276742377513517","0.0481131997655868","2"
"High transfer dependency","2002","indirect migration background","Male","10","","","","2"
"High transfer dependency","2002","indirect migration background","Female","12","","","","2"
"Low transfer dependency","2002","no migration background","Male","471","0.0503298612657573","0.045906726107668","0.0547529964238467","1"
"Low transfer dependency","2002","no migration background","Female","537","0.051411949191198","0.0470954872781664","0.0557284111042295","1"
"Low transfer dependency","2002","direct migration background","Male","125","0.0949203273764962","0.0792327196420661","0.110607935110926","1"
"Low transfer dependency","2002","direct migration background","Female","139","0.102821185538996","0.0870515568610341","0.118590814216958","1"
"Low transfer dependency","2002","indirect migration background","Male","27","","","","1"
"Low transfer dependency","2002","indirect migration background","Female","28","","","","1"
"Very high transfer dependency","2002","no migration background","Female","194","0.0219567692766341","0.0190924574347934","0.0248210811184748","3"
"Very high transfer dependency","2002","no migration background","Male","168","0.0238661566027101","0.020778159524502","0.0269541536809183","3"
"Very high transfer dependency","2002","direct migration background","Male","58","0.0487797009430115","0.0372506429545617","0.0603087589314612","3"
"Very high transfer dependency","2002","direct migration background","Female","65","0.0545329173118593","0.0427434758300073","0.0663223587937112","3"
"Very high transfer dependency","2002","indirect migration background","Male","12","","","","3"
"Very high transfer dependency","2002","indirect migration background","Female","20","","","","3"
"Very low transfer dependency","2002","no migration background","Male","8595","0.907614789456878","0.901756336309797","0.913473242603958","0"
"Very low transfer dependency","2002","no migration background","Female","9115","0.902124051492088","0.896316030514483","0.907932072469692","0"
"Very low transfer dependency","2002","direct migration background","Male","1122","0.818406252922023","0.79777295653711","0.839039549306936","0"
"Very low transfer dependency","2002","direct migration background","Female","1180","0.806607559512656","0.786101059162693","0.827114059862618","0"
"Very low transfer dependency","2002","indirect migration background","Female","348","0.826265846190826","0.789502036280484","0.863029656101167","0"
"Very low transfer dependency","2002","indirect migration background","Male","319","0.855327062800327","0.819386577438648","0.891267548162006","0"
"High transfer dependency","2003","no migration background","Male","154","0.0173411688524679","0.0146470952172144","0.0200352424877214","2"
"High transfer dependency","2003","no migration background","Female","190","0.0208333278281967","0.0179929309144911","0.0236737247419024","2"
"High transfer dependency","2003","direct migration background","Female","32","0.0237957013916004","0.0156715247371259","0.0319198780460749","2"
"High transfer dependency","2003","direct migration background","Male","35","0.0344538929219078","0.0243749861311855","0.0445327997126302","2"
"High transfer dependency","2003","indirect migration background","Male","12","","","","2"
"High transfer dependency","2003","indirect migration background","Female","15","","","","2"
"Low transfer dependency","2003","no migration background","Male","491","0.0512476249220901","0.0466968829985991","0.0557983668455811","1"
"Low transfer dependency","2003","no migration background","Female","568","0.0548326718596932","0.0503053074620044","0.059360036257382","1"
"Low transfer dependency","2003","direct migration background","Female","147","0.110416996184153","0.0937110550122595","0.127122937356046","1"
"Low transfer dependency","2003","direct migration background","Male","128","0.0975781171574178","0.0811801959090265","0.113976038405809","1"
"Low transfer dependency","2003","indirect migration background","Male","37","0.105712601686625","0.0743834117873794","0.13704179158587","1"
"Low transfer dependency","2003","indirect migration background","Female","34","0.0718632624387115","0.0468341249855488","0.0968923998918742","1"
"Very high transfer dependency","2003","no migration background","Female","239","0.0292110366416634","0.0258620971828693","0.0325599761004575","3"
"Very high transfer dependency","2003","no migration background","Male","185","0.0278887236590904","0.0244905841276239","0.0312868631905569","3"
"Very high transfer dependency","2003","direct migration background","Male","56","0.0712262174033815","0.0570133179151662","0.0854391168915968","3"
"Very high transfer dependency","2003","direct migration background","Female","69","0.0682201559301204","0.0547809764201636","0.0816593354400773","3"
"Very high transfer dependency","2003","indirect migration background","Male","12","","","","3"
"Very high transfer dependency","2003","indirect migration background","Female","18","","","","3"
"Very low transfer dependency","2003","no migration background","Male","8189","0.903522482566352","0.897429198303602","0.909615766829101","0"
"Very low transfer dependency","2003","no migration background","Female","8716","0.895122963670447","0.889029658222269","0.901216269118625","0"
"Very low transfer dependency","2003","direct migration background","Male","1039","0.796741772517293","0.774504033389475","0.81897951164511","0"
"Very low transfer dependency","2003","direct migration background","Female","1104","0.797567146494127","0.776148902002008","0.818985390986245","0"
"Very low transfer dependency","2003","indirect migration background","Female","342","0.832019593032895","0.795788408888716","0.868250777177074","0"
"Very low transfer dependency","2003","indirect migration background","Male","309","0.818085921138136","0.778778020987567","0.857393821288705","0"
"High transfer dependency","2004","no migration background","Male","162","0.0208607369514051","0.0178665322159791","0.0238549416868311","2"
"High transfer dependency","2004","no migration background","Female","175","0.0200392842052591","0.0172180757661031","0.0228604926444152","2"
"High transfer dependency","2004","direct migration background","Female","38","0.0278647363257653","0.0189623477737317","0.0367671248777988","2"
"High transfer dependency","2004","direct migration background","Male","32","0.0235365363404021","0.0149769289993913","0.0320961436814128","2"
"High transfer dependency","2004","indirect migration background","Male","14","","","","2"
"High transfer dependency","2004","indirect migration background","Female","19","","","","2"
"Low transfer dependency","2004","no migration background","Male","484","0.0541330267677187","0.0493923469688722","0.0588737065665652","1"
"Low transfer dependency","2004","no migration background","Female","563","0.058465388716741","0.0537419606663212","0.0631888167671609","1"
"Low transfer dependency","2004","direct migration background","Male","136","0.110672612803727","0.0929590679040087","0.128386157703446","1"
"Low transfer dependency","2004","direct migration background","Female","143","0.0992790424258869","0.0831042151506763","0.115453869701098","1"
"Low transfer dependency","2004","indirect migration background","Male","24","","","","1"
"Low transfer dependency","2004","indirect migration background","Female","38","0.143968945195563","0.11031475679894","0.177623133592187","1"
"Very high transfer dependency","2004","no migration background","Female","249","0.0298773678488","0.0264498934139226","0.0333048422836774","3"
"Very high transfer dependency","2004","no migration background","Male","195","0.0294776051209626","0.0259340163604259","0.0330211938814993","3"
"Very high transfer dependency","2004","direct migration background","Female","68","0.0705880899587921","0.0567337589390878","0.0844424209784964","3"
"Very high transfer dependency","2004","direct migration background","Male","58","0.0605819952868381","0.0471123613294251","0.0740516292442511","3"
"Very high transfer dependency","2004","indirect migration background","Male","19","","","","3"
"Very high transfer dependency","2004","indirect migration background","Female","20","","","","3"
"Very low transfer dependency","2004","no migration background","Male","7911","0.895528631159914","0.889120478980256","0.901936783339572","0"
"Very low transfer dependency","2004","no migration background","Female","8491","0.8916179592292","0.885359638666213","0.897876279792187","0"
"Very low transfer dependency","2004","direct migration background","Male","979","0.805208855569032","0.782847741172146","0.827569969965919","0"
"Very low transfer dependency","2004","direct migration background","Female","1064","0.802268131289556","0.780724751692389","0.823811510886722","0"
"Very low transfer dependency","2004","indirect migration background","Male","330","0.826505267855341","0.788777720937284","0.864232814773397","0"
"Very low transfer dependency","2004","indirect migration background","Female","341","0.756489551506763","0.715344253003387","0.797634850010139","0"
"High transfer dependency","2005","no migration background","Male","150","0.0192661329017509","0.0163193795193318","0.0222128862841701","2"
"High transfer dependency","2005","no migration background","Female","194","0.0229083032579281","0.0198333767582291","0.0259832297576271","2"
"High transfer dependency","2005","direct migration background","Female","50","0.0443793247484321","0.0329309024644059","0.0558277470324582","2"
"High transfer dependency","2005","direct migration background","Male","41","0.041600214927654","0.0298431382159893","0.0533572916393186","2"
"High transfer dependency","2005","indirect migration background","Female","19","","","","2"
"High transfer dependency","2005","indirect migration background","Male","16","","","","2"
"Low transfer dependency","2005","no migration background","Male","488","0.0572938501924221","0.052311742595589","0.0622759577892551","1"
"Low transfer dependency","2005","no migration background","Female","565","0.0629038672886508","0.0579138579075383","0.0678938766697634","1"
"Low transfer dependency","2005","direct migration background","Female","135","0.105277831048343","0.088216021483557","0.12233964061313","1"
"Low transfer dependency","2005","direct migration background","Male","135","0.128203462996245","0.108518452132961","0.147888473859529","1"
"Low transfer dependency","2005","indirect migration background","Female","34","0.0853433122887543","0.0587181838412957","0.111968440736213","1"
"Low transfer dependency","2005","indirect migration background","Male","31","0.0597036477246047","0.036513222424934","0.0828940730242755","1"
"Very high transfer dependency","2005","no migration background","Female","248","0.0312004611801939","0.0276271726567641","0.0347737497036236","3"
"Very high transfer dependency","2005","no migration background","Male","194","0.0338937553481603","0.0300145459953276","0.037772964700993","3"
"Very high transfer dependency","2005","direct migration background","Female","70","0.070033816328842","0.0558465081898105","0.0842211244678735","3"
"Very high transfer dependency","2005","direct migration background","Male","59","0.0641056918474762","0.0496832130348984","0.0785281706600539","3"
"Very high transfer dependency","2005","indirect migration background","Male","19","","","","3"
"Very high transfer dependency","2005","indirect migration background","Female","28","","","","3"
"Very low transfer dependency","2005","no migration background","Male","7527","0.889546261557667","0.882826630825549","0.896265892289784","0"
"Very low transfer dependency","2005","no migration background","Female","8087","0.882987368273227","0.876380977864142","0.889593758682312","0"
"Very low transfer dependency","2005","direct migration background","Male","873","0.766090630228625","0.74116523258064","0.79101602787661","0"
"Very low transfer dependency","2005","direct migration background","Female","988","0.780309027874383","0.757291856684726","0.803326199064039","0"
"Very low transfer dependency","2005","indirect migration background","Male","335","0.83970425435651","0.803795521546176","0.875612987166843","0"
"Very low transfer dependency","2005","indirect migration background","Female","342","0.820099891833892","0.783496022457101","0.856703761210684","0"
"High transfer dependency","2006","no migration background","Male","173","0.0203367170263794","0.0174366620334423","0.0232367720193164","2"
"High transfer dependency","2006","no migration background","Female","237","0.0284075467581419","0.0251367897211356","0.0316783037951482","2"
"High transfer dependency","2006","direct migration background","Female","59","0.0431183016908875","0.0319513339058563","0.0542852694759187","2"
"High transfer dependency","2006","direct migration background","Male","49","0.0458759238309341","0.0335178931106233","0.0582339545512448","2"
"High transfer dependency","2006","indirect migration background","Male","23","","","","2"
"High transfer dependency","2006","indirect migration background","Female","17","","","","2"
"Low transfer dependency","2006","no migration background","Male","499","0.055448289644485","0.0507462710583438","0.0601503082306263","1"
"Low transfer dependency","2006","no migration background","Female","535","0.0540322888352908","0.04958132370657","0.0584832539640117","1"
"Low transfer dependency","2006","direct migration background","Male","115","0.109146458013519","0.0907276122830168","0.127565303744022","1"
"Low transfer dependency","2006","direct migration background","Female","126","0.10260021271031","0.0859184312489484","0.119281994171672","1"
"Low transfer dependency","2006","indirect migration background","Male","42","0.120690800937149","0.0890806985541451","0.152300903320152","1"
"Low transfer dependency","2006","indirect migration background","Female","37","0.101251744033086","0.0730971621007905","0.129406325965382","1"
"Very high transfer dependency","2006","no migration background","Female","304","0.0375138381424359","0.0337728842960938","0.0412547919887781","3"
"Very high transfer dependency","2006","no migration background","Male","237","0.0356900442946134","0.0318784272214109","0.0395016613678159","3"
"Very high transfer dependency","2006","direct migration background","Female","107","0.106968214234243","0.0899765410206202","0.123959887447865","3"
"Very high transfer dependency","2006","direct migration background","Male","75","0.088541949624004","0.0717617426072865","0.105322156640721","3"
"Very high transfer dependency","2006","indirect migration background","Male","28","","","","3"
"Very high transfer dependency","2006","indirect migration background","Female","32","0.0702799855105301","0.0464227170238442","0.094137253997216","3"
"Very low transfer dependency","2006","no migration background","Male","8191","0.888524949034522","0.882058720523916","0.894991177545129","0"
"Very low transfer dependency","2006","no migration background","Female","8835","0.880046326264131","0.873649730637873","0.886442921890389","0"
"Very low transfer dependency","2006","direct migration background","Male","862","0.756435668531542","0.731081622440293","0.781789714622792","0"
"Very low transfer dependency","2006","direct migration background","Female","979","0.747313271364559","0.723423176205352","0.771203366523767","0"
"Very low transfer dependency","2006","indirect migration background","Male","315","0.747854940696","0.705719074675922","0.789990806716077","0"
"Very low transfer dependency","2006","indirect migration background","Female","355","0.775510912907645","0.736568723033364","0.814453102781927","0"
"High transfer dependency","2007","no migration background","Male","154","0.0220506099773858","0.018937390542486","0.0251638294122856","2"
"High transfer dependency","2007","no migration background","Female","204","0.0246822635125789","0.021531284376303","0.0278332426488547","2"
"High transfer dependency","2007","direct migration background","Female","52","0.055355858928091","0.0421508783716802","0.0685608394845018","2"
"High transfer dependency","2007","direct migration background","Male","45","0.0591593897372205","0.0444186115234408","0.0739001679510002","2"
"High transfer dependency","2007","indirect migration background","Female","18","","","","2"
"High transfer dependency","2007","indirect migration background","Male","15","","","","2"
"Low transfer dependency","2007","no migration background","Male","431","0.0482630297813562","0.043719357498464","0.0528067020642483","1"
"Low transfer dependency","2007","no migration background","Female","507","0.0544437349768429","0.049835892561888","0.0590515773917978","1"
"Low transfer dependency","2007","direct migration background","Female","117","0.118468303941878","0.0998070035815082","0.137129604302248","1"
"Low transfer dependency","2007","direct migration background","Male","102","0.112404447293915","0.0926688694020288","0.132140025185801","1"
"Low transfer dependency","2007","indirect migration background","Female","39","0.112888609289195","0.0831502090739204","0.142627009504471","1"
"Low transfer dependency","2007","indirect migration background","Male","41","0.10545197965004","0.0752398015843574","0.135664157715724","1"
"Very high transfer dependency","2007","no migration background","Male","226","0.0334775048435051","0.0296640047356278","0.0372910049513823","3"
"Very high transfer dependency","2007","no migration background","Female","293","0.0368506572130198","0.0330246180652964","0.0406766963607433","3"
"Very high transfer dependency","2007","direct migration background","Male","54","0.0736208152128475","0.0573036298572806","0.0899380005684144","3"
"Very high transfer dependency","2007","direct migration background","Female","81","0.0835425202444944","0.0675641751073367","0.0995208653816522","3"
"Very high transfer dependency","2007","indirect migration background","Male","30","0.0987740040972995","0.0694251585543756","0.128122849640223","3"
"Very high transfer dependency","2007","indirect migration background","Female","29","","","","3"
"Very low transfer dependency","2007","no migration background","Male","7736","0.896208855397753","0.889742999742367","0.902674711053139","0"
"Very low transfer dependency","2007","no migration background","Female","8310","0.884023344297558","0.877520593191425","0.890526095403692","0"
"Very low transfer dependency","2007","direct migration background","Male","783","0.754815347756017","0.727936073191188","0.781694622320847","0"
"Very low transfer dependency","2007","direct migration background","Female","902","0.742633316885536","0.717387744091757","0.767878889679316","0"
"Very low transfer dependency","2007","indirect migration background","Male","311","0.754530917126892","0.712196873059347","0.796864961194437","0"
"Very low transfer dependency","2007","indirect migration background","Female","349","0.757969979895759","0.717720146815391","0.798219812976128","0"
"High transfer dependency","2008","no migration background","Male","125","0.0180560250582081","0.0151487314816975","0.0209633186347186","2"
"High transfer dependency","2008","no migration background","Female","150","0.0197604656156211","0.0168499721981542","0.022670959033088","2"
"High transfer dependency","2008","direct migration background","Female","42","0.0453917223389983","0.0326233320595713","0.0581601126184253","2"
"High transfer dependency","2008","direct migration background","Male","37","0.0543608210486152","0.0393466357881145","0.069375006309116","2"
"High transfer dependency","2008","indirect migration background","Female","25","","","","2"
"High transfer dependency","2008","indirect migration background","Male","15","","","","2"
"Low transfer dependency","2008","no migration background","Male","378","0.0479731104806317","0.0433069678900843","0.0526392530711792","1"
"Low transfer dependency","2008","no migration background","Female","433","0.0506150967098775","0.0460309012817174","0.0551992921380375","1"
"Low transfer dependency","2008","direct migration background","Female","97","0.103396784963682","0.0847205691685758","0.122073000758788","1"
"Low transfer dependency","2008","direct migration background","Male","76","0.0898582470868458","0.070920446978985","0.108796047194707","1"
"Low transfer dependency","2008","indirect migration background","Female","34","0.0826884474209828","0.0564427113246104","0.108934183517355","1"
"Low transfer dependency","2008","indirect migration background","Male","42","0.117679550356333","0.0859025268023382","0.149456573910328","1"
"Very high transfer dependency","2008","no migration background","Female","274","0.0390658912562843","0.0350140949849904","0.0431176875275781","3"
"Very high transfer dependency","2008","no migration background","Male","178","0.0295465213985311","0.0258493039092051","0.0332437388878571","3"
"Very high transfer dependency","2008","direct migration background","Female","69","0.0842522974056576","0.0672144778292102","0.101290116982105","3"
"Very high transfer dependency","2008","direct migration background","Male","45","0.0616392708421766","0.0457131613832253","0.0775653803011278","3"
"Very high transfer dependency","2008","indirect migration background","Male","23","","","","3"
"Very high transfer dependency","2008","indirect migration background","Female","25","","","","3"
"Very low transfer dependency","2008","no migration background","Male","7377","0.904424343062629","0.898004946180755","0.910843739944503","0"
"Very low transfer dependency","2008","no migration background","Female","7927","0.890558546418217","0.884029885821327","0.897087207015107","0"
"Very low transfer dependency","2008","direct migration background","Male","718","0.794141661022362","0.767366674554982","0.820916647489743","0"
"Very low transfer dependency","2008","direct migration background","Female","813","0.766959195291662","0.741027116352277","0.792891274231047","0"
"Very low transfer dependency","2008","indirect migration background","Male","315","0.768021930741372","0.726396396674443","0.809647464808301","0"
"Very low transfer dependency","2008","indirect migration background","Female","339","0.776257293450848","0.736542235752653","0.815972351149044","0"
"High transfer dependency","2009","no migration background","Male","100","0.0136297951326689","0.0110265998607475","0.0162329904045903","2"
"High transfer dependency","2009","no migration background","Female","152","0.0184612174015847","0.0155545540159988","0.0213678807871707","2"
