"transab_cat2","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1996","35-65 y.","Male","2932","0.893602853156594","0.883122171480655","0.904083534832533","0"
"Very low transfer dependency","1996","35-65 y.","Female","2955","0.888428371163848","0.877822243491951","0.899034498835745","0"
"Very low transfer dependency","1996","66 and older","Male","585","0.980450359258432","0.969409272635548","0.991491445881316","0"
"Very low transfer dependency","1996","66 and older","Female","941","0.976692266471356","0.967187546876477","0.986196986066235","0"
"High transfer dependency","1997","16-34 y.","Male","60","0.0237430070604252","0.0174991927187905","0.0299868214020598","2"
"High transfer dependency","1997","16-34 y.","Female","69","0.0346319004169287","0.0271706961910922","0.0420931046427652","2"
"High transfer dependency","1997","35-65 y.","Male","84","0.0212668151841786","0.0163150952087489","0.0262185351596084","2"
"High transfer dependency","1997","35-65 y.","Female","96","0.0273939346366288","0.021856601921526","0.0329312673517315","2"
"High transfer dependency","1997","66 and older","Male","2","","","","2"
"High transfer dependency","1997","66 and older","Female","9","","","","2"
"Low transfer dependency","1997","16-34 y.","Male","207","0.0805052457578107","0.0693472354251249","0.0916632560904966","1"
"Low transfer dependency","1997","16-34 y.","Female","214","0.0809314594314056","0.069802439246819","0.0920604796159923","1"
"Low transfer dependency","1997","35-65 y.","Female","274","0.0658398641467993","0.0574266866201223","0.0742530416734763","1"
"Low transfer dependency","1997","35-65 y.","Male","266","0.0681013777952465","0.059454984710614","0.0767477708798789","1"
"Low transfer dependency","1997","66 and older","Male","15","","","","1"
"Low transfer dependency","1997","66 and older","Female","15","","","","1"
"Very high transfer dependency","1997","16-34 y.","Male","66","0.0285129649347835","0.0216873821912698","0.0353385476782972","3"
"Very high transfer dependency","1997","16-34 y.","Female","95","0.0514202654289417","0.0424081162526617","0.0604324146052217","3"
"Very high transfer dependency","1997","35-65 y.","Male","90","0.0321486885672113","0.026094462358117","0.0382029147763055","3"
"Very high transfer dependency","1997","35-65 y.","Female","100","0.0359941110235361","0.0296749343994648","0.0423132876476074","3"
"Very high transfer dependency","1997","66 and older","Male","1","","","","3"
"Very high transfer dependency","1997","66 and older","Female","3","","","","3"
"Very low transfer dependency","1997","16-34 y.","Male","1951","0.867238782246981","0.853323084077341","0.88115448041662","0"
"Very low transfer dependency","1997","16-34 y.","Female","1929","0.833016374722724","0.817797308536061","0.848235440909387","0"
"Very low transfer dependency","1997","35-65 y.","Female","2868","0.870772090193036","0.859392271700666","0.882151908685405","0"
"Very low transfer dependency","1997","35-65 y.","Male","2821","0.878483118453364","0.867269191840361","0.889697045066367","0"
"Very low transfer dependency","1997","66 and older","Female","941","0.968111658891187","0.957043150438976","0.979180167343398","0"
"Very low transfer dependency","1997","66 and older","Male","622","0.97795181378907","0.966575455369059","0.989328172209082","0"
"High transfer dependency","1998","16-34 y.","Female","73","0.0291008344525785","0.0224340709943395","0.0357675979108174","2"
"High transfer dependency","1998","16-34 y.","Male","62","0.0250111876702502","0.0187571238924558","0.0312652514480446","2"
"High transfer dependency","1998","35-65 y.","Female","93","0.0232872299209327","0.0184813571538535","0.028093102688012","2"
"High transfer dependency","1998","35-65 y.","Male","90","0.0210172559859593","0.0163947077604451","0.0256398042114734","2"
"High transfer dependency","1998","66 and older","Male","","","","","2"
"High transfer dependency","1998","66 and older","Female","5","","","","2"
"Low transfer dependency","1998","16-34 y.","Female","220","0.0713156257032372","0.0611085419381951","0.0815227094682793","1"
"Low transfer dependency","1998","16-34 y.","Male","214","0.0793048612126758","0.0684829700485981","0.0901267523767535","1"
"Low transfer dependency","1998","35-65 y.","Female","291","0.0628338079654437","0.0551010410947941","0.0705665748360934","1"
"Low transfer dependency","1998","35-65 y.","Male","280","0.0630179754266812","0.0551872178696325","0.07084873298373","1"
"Low transfer dependency","1998","66 and older","Male","22","","","","1"
"Low transfer dependency","1998","66 and older","Female","24","","","","1"
"Very high transfer dependency","1998","16-34 y.","Male","65","0.0312550428328831","0.0242862090071075","0.0382238766586586","3"
"Very high transfer dependency","1998","16-34 y.","Female","101","0.0557759539359643","0.0466739652215371","0.0648779426503915","3"
"Very high transfer dependency","1998","35-65 y.","Male","113","0.0376252755731052","0.0314930534977171","0.0437574976484933","3"
"Very high transfer dependency","1998","35-65 y.","Female","107","0.030274161449923","0.0248141888216785","0.0357341340781675","3"
"Very high transfer dependency","1998","66 and older","Male","2","","","","3"
"Very high transfer dependency","1998","66 and older","Female","6","","","","3"
"Very low transfer dependency","1998","16-34 y.","Male","2054","0.864428908284191","0.850718716817362","0.87813909975102","0"
"Very low transfer dependency","1998","16-34 y.","Female","2048","0.84380758590822","0.829408764582497","0.858206407233943","0"
"Very low transfer dependency","1998","35-65 y.","Female","3292","0.883604800663701","0.873385375023161","0.89382422630424","0"
"Very low transfer dependency","1998","35-65 y.","Male","3216","0.878339493014254","0.867805041185274","0.888873944843234","0"
"Very low transfer dependency","1998","66 and older","Female","1091","0.975283111268275","0.966214492422497","0.984351730114054","0"
"Very low transfer dependency","1998","66 and older","Male","740","0.980402333788621","0.97057341474122","0.990231252836022","0"
"High transfer dependency","1999","16-34 y.","Male","68","0.0300313052548365","0.0229744287404823","0.0370881817691907","2"
"High transfer dependency","1999","16-34 y.","Female","81","0.0348979063309657","0.0274317541812874","0.042364058480644","2"
"High transfer dependency","1999","35-65 y.","Male","75","0.0151414988064974","0.0111485767306892","0.0191344208823056","2"
"High transfer dependency","1999","35-65 y.","Female","82","0.0174102674490487","0.0131804029134249","0.0216401319846725","2"
"High transfer dependency","1999","66 and older","Male","2","","","","2"
"High transfer dependency","1999","66 and older","Female","8","","","","2"
"Low transfer dependency","1999","16-34 y.","Male","191","0.073768045306878","0.0629601638489022","0.0845759267648538","1"
"Low transfer dependency","1999","16-34 y.","Female","217","0.0768713464965684","0.0660339770011025","0.0877087159920343","1"
"Low transfer dependency","1999","35-65 y.","Female","272","0.0612020580296757","0.0534501840399206","0.0689539320194308","1"
"Low transfer dependency","1999","35-65 y.","Male","262","0.0596745524330368","0.0519289863724811","0.0674201184935926","1"
"Low transfer dependency","1999","66 and older","Male","15","","","","1"
"Low transfer dependency","1999","66 and older","Female","21","","","","1"
"Very high transfer dependency","1999","16-34 y.","Male","54","0.0286711386633575","0.0217710897087588","0.0355711876179562","3"
"Very high transfer dependency","1999","16-34 y.","Female","87","0.0428707976239416","0.0346298607746101","0.0511117344732731","3"
"Very high transfer dependency","1999","35-65 y.","Male","87","0.0273575096798153","0.0220237384780357","0.0326912808815949","3"
"Very high transfer dependency","1999","35-65 y.","Female","91","0.0284369960425515","0.0230615442661967","0.0338124478189063","3"
"Very high transfer dependency","1999","66 and older","Male","","","","","3"
"Very high transfer dependency","1999","66 and older","Female","2","","","","3"
"Very low transfer dependency","1999","16-34 y.","Male","1934","0.867529510774928","0.853512730886722","0.881546290663133","0"
"Very low transfer dependency","1999","16-34 y.","Female","1936","0.845359949548524","0.83065063800616","0.860069261090889","0"
"Very low transfer dependency","1999","35-65 y.","Female","3228","0.892950678478724","0.882951983448524","0.902949373508924","0"
"Very low transfer dependency","1999","35-65 y.","Male","3169","0.897826439080651","0.887923024903652","0.907729853257649","0"
"Very low transfer dependency","1999","66 and older","Female","1044","0.974838449075664","0.965476228102856","0.984200670048471","0"
"Very low transfer dependency","1999","66 and older","Male","738","0.985041428652592","0.976382843706834","0.99370001359835","0"
"High transfer dependency","2000","16-34 y.","Male","91","0.0256355733549727","0.0203371788784431","0.0309339678315024","2"
"High transfer dependency","2000","16-34 y.","Female","103","0.0301863559772403","0.0246279931965675","0.0357447187579131","2"
"High transfer dependency","2000","35-65 y.","Female","140","0.0172338021893622","0.0141376320089665","0.0203299723697579","2"
"High transfer dependency","2000","35-65 y.","Male","118","0.0156781656759756","0.0126820350573609","0.0186742962945902","2"
"High transfer dependency","2000","66 and older","Male","2","","","","2"
"High transfer dependency","2000","66 and older","Female","14","","","","2"
"Low transfer dependency","2000","16-34 y.","Male","290","0.0779689767594286","0.0689803003517805","0.0869576531670767","1"
"Low transfer dependency","2000","16-34 y.","Female","323","0.0814417460316518","0.0725564011560251","0.0903270909072785","1"
"Low transfer dependency","2000","35-65 y.","Female","438","0.0538591345346781","0.048488609417599","0.0592296596517573","1"
"Low transfer dependency","2000","35-65 y.","Male","423","0.0517187644028622","0.0463775844837065","0.0570599443220178","1"
"Low transfer dependency","2000","66 and older","Male","35","0.0176805620627807","0.0111070290931683","0.024254095032393","1"
"Low transfer dependency","2000","66 and older","Female","45","0.0193776223137891","0.0134677773057895","0.0252874673217887","1"
"Very high transfer dependency","2000","16-34 y.","Female","144","0.038231030672228","0.0320017086407268","0.0444603527037292","3"
"Very high transfer dependency","2000","16-34 y.","Male","86","0.0242705560568638","0.0191115429603483","0.0294295691533793","3"
"Very high transfer dependency","2000","35-65 y.","Male","189","0.0330165532096669","0.0287071220754826","0.0373259843438511","3"
"Very high transfer dependency","2000","35-65 y.","Female","187","0.029374698208842","0.0253575146443838","0.0333918817733002","3"
"Very high transfer dependency","2000","66 and older","Male","3","","","","3"
"Very high transfer dependency","2000","66 and older","Female","7","","","","3"
"Very low transfer dependency","2000","16-34 y.","Male","2951","0.872124893828735","0.860929370299296","0.883320417358173","0"
"Very low transfer dependency","2000","16-34 y.","Female","3070","0.85014086731888","0.838545501531241","0.861736233106518","0"
"Very low transfer dependency","2000","35-65 y.","Male","5874","0.899586516711495","0.892337784702712","0.906835248720278","0"
"Very low transfer dependency","2000","35-65 y.","Female","6022","0.899532365067118","0.892380313242414","0.906684416891821","0"
"Very low transfer dependency","2000","66 and older","Female","2024","0.971841482198429","0.964749337958749","0.978933626438109","0"
"Very low transfer dependency","2000","66 and older","Male","1504","0.979292758313063","0.97218975788673","0.986395758739396","0"
"High transfer dependency","2001","16-34 y.","Male","78","0.0261419966420938","0.020429553167736","0.0318544401164516","2"
"High transfer dependency","2001","16-34 y.","Female","97","0.0299074653127815","0.0240223977070468","0.0357925329185163","2"
"High transfer dependency","2001","35-65 y.","Male","118","0.0166331995928245","0.0134022395303389","0.0198641596553102","2"
"High transfer dependency","2001","35-65 y.","Female","131","0.0181579269664807","0.0148399608860248","0.0214758930469365","2"
"High transfer dependency","2001","66 and older","Male","3","","","","2"
"High transfer dependency","2001","66 and older","Female","16","","","","2"
"Low transfer dependency","2001","16-34 y.","Male","285","0.0811700776939892","0.0713927478795577","0.0909474075084206","1"
"Low transfer dependency","2001","16-34 y.","Female","299","0.0843425893454286","0.0747409576427121","0.0939442210481451","1"
"Low transfer dependency","2001","35-65 y.","Female","414","0.0531279866378007","0.047554521236074","0.0587014520395273","1"
"Low transfer dependency","2001","35-65 y.","Male","400","0.0525877761863427","0.0469488317634534","0.0582267206092321","1"
"Low transfer dependency","2001","66 and older","Male","19","","","","1"
"Low transfer dependency","2001","66 and older","Female","48","0.0221281517809927","0.0156075413747447","0.0286487621872407","1"
"Very high transfer dependency","2001","16-34 y.","Female","133","0.0476576246016261","0.0402969465645093","0.0550183026387428","3"
"Very high transfer dependency","2001","16-34 y.","Male","75","0.026672839992597","0.0209042619770209","0.0324414180081731","3"
"Very high transfer dependency","2001","35-65 y.","Male","170","0.0334903849929869","0.0289452260100972","0.0380355439758767","3"
"Very high transfer dependency","2001","35-65 y.","Female","171","0.029334717262446","0.0251415354630638","0.0335278990618283","3"
"Very high transfer dependency","2001","66 and older","Male","2","","","","3"
"Very high transfer dependency","2001","66 and older","Female","6","","","","3"
"Very low transfer dependency","2001","16-34 y.","Male","2559","0.86601508567132","0.853819703916988","0.878210467425652","0"
"Very low transfer dependency","2001","16-34 y.","Female","2689","0.838092320740164","0.825365066323976","0.850819575156352","0"
"Very low transfer dependency","2001","35-65 y.","Male","5331","0.897288639227846","0.88961924176588","0.904958036689812","0"
"Very low transfer dependency","2001","35-65 y.","Female","5505","0.899379369133273","0.891903994390755","0.90685474387579","0"
"Very low transfer dependency","2001","66 and older","Female","1885","0.965582309491081","0.957501400366253","0.973663218615909","0"
"Very low transfer dependency","2001","66 and older","Male","1459","0.984056079612168","0.977681009014975","0.99043115020936","0"
"High transfer dependency","2002","16-34 y.","Male","78","0.0350985002577041","0.0284531559065221","0.0417438446088861","2"
"High transfer dependency","2002","16-34 y.","Female","107","0.0457611163089644","0.0384855997881658","0.0530366328297631","2"
"High transfer dependency","2002","35-65 y.","Female","137","0.0255412160168826","0.0217672994910012","0.0293151325427639","2"
"High transfer dependency","2002","35-65 y.","Male","114","0.0208336215242009","0.0173675698494005","0.0242996731990013","2"
"High transfer dependency","2002","66 and older","Male","5","","","","2"
"High transfer dependency","2002","66 and older","Female","18","","","","2"
"Low transfer dependency","2002","16-34 y.","Male","236","0.083200003566059","0.0732268916256112","0.0931731155065068","1"
"Low transfer dependency","2002","16-34 y.","Female","284","0.0900637231091558","0.0800966553830667","0.100030790835245","1"
"Low transfer dependency","2002","35-65 y.","Male","372","0.0595174607391928","0.0537760057124564","0.0652589157659292","1"
"Low transfer dependency","2002","35-65 y.","Female","375","0.0600091218648321","0.0543276583404002","0.0656905853892641","1"
"Low transfer dependency","2002","66 and older","Male","15","","","","1"
"Low transfer dependency","2002","66 and older","Female","45","0.0226397325013944","0.0161302627666196","0.0291492022361692","1"
"Very high transfer dependency","2002","16-34 y.","Female","110","0.0430268875797251","0.0359619747898682","0.0500918003695819","3"
"Very high transfer dependency","2002","16-34 y.","Male","75","0.0310879065034432","0.0248207628925216","0.0373550501143649","3"
"Very high transfer dependency","2002","35-65 y.","Male","161","0.0334054550293626","0.0290447644903984","0.0377661455683268","3"
"Very high transfer dependency","2002","35-65 y.","Female","163","0.0309387938665784","0.0267967274256378","0.035080860307519","3"
"Very high transfer dependency","2002","66 and older","Male","2","","","","3"
"Very high transfer dependency","2002","66 and older","Female","6","","","","3"
"Very low transfer dependency","2002","16-34 y.","Male","2557","0.850613589672794","0.837741370554503","0.863485808791085","0"
"Very low transfer dependency","2002","16-34 y.","Female","2668","0.821148273002155","0.807805554230368","0.834490991773941","0"
"Very low transfer dependency","2002","35-65 y.","Male","5876","0.886243462707244","0.878538170625618","0.893948754788869","0"
"Very low transfer dependency","2002","35-65 y.","Female","6038","0.883510868251707","0.875836574485082","0.891185162018332","0"
"Very low transfer dependency","2002","66 and older","Female","1937","0.962371841001201","0.954044419155588","0.970699262846815","0"
"Very low transfer dependency","2002","66 and older","Male","1603","0.987190525507308","0.981723041085831","0.992658009928786","0"
"High transfer dependency","2003","16-34 y.","Male","91","0.0362611687066146","0.0293270549555678","0.0431952824576613","2"
"High transfer dependency","2003","16-34 y.","Female","106","0.0370369699410849","0.0303026265155848","0.043771313366585","2"
"High transfer dependency","2003","35-65 y.","Female","122","0.0218857787597354","0.0183082155643305","0.0254633419551404","2"
"High transfer dependency","2003","35-65 y.","Male","104","0.0176161641634263","0.0143379342295091","0.0208943940973435","2"
"High transfer dependency","2003","66 and older","Male","6","","","","2"
"High transfer dependency","2003","66 and older","Female","9","","","","2"
"Low transfer dependency","2003","16-34 y.","Male","247","0.0855437098119439","0.0751692402667992","0.0959181793570885","1"
"Low transfer dependency","2003","16-34 y.","Female","291","0.0940210806090001","0.0836136291544932","0.104428532063507","1"
"Low transfer dependency","2003","35-65 y.","Female","404","0.0647442723904738","0.0587273087024395","0.070761236078508","1"
"Low transfer dependency","2003","35-65 y.","Male","387","0.061031367046414","0.055065889376531","0.066996844716297","1"
"Low transfer dependency","2003","66 and older","Male","22","","","","1"
"Low transfer dependency","2003","66 and older","Female","54","0.028034962363971","0.0208505801995644","0.0352193445283776","1"
"Very high transfer dependency","2003","16-34 y.","Female","145","0.0659795735261091","0.0571272828221651","0.074831864230053","3"
"Very high transfer dependency","2003","16-34 y.","Male","87","0.0423089087974581","0.034842375262675","0.0497754423322412","3"
"Very high transfer dependency","2003","35-65 y.","Male","164","0.0405947756250194","0.0356768807006559","0.0455126705493828","3"
"Very high transfer dependency","2003","35-65 y.","Female","177","0.0371830953841747","0.0325565572226557","0.0418096335456937","3"
"Very high transfer dependency","2003","66 and older","Male","2","","","","3"
"Very high transfer dependency","2003","66 and older","Female","4","","","","3"
"Very low transfer dependency","2003","16-34 y.","Male","2367","0.835886212683984","0.822147801862596","0.849624623505371","0"
"Very low transfer dependency","2003","16-34 y.","Female","2479","0.802962375923806","0.788778500523556","0.817146251324056","0"
"Very low transfer dependency","2003","35-65 y.","Male","5531","0.88075769316514","0.872681874839679","0.888833511490601","0"
"Very low transfer dependency","2003","35-65 y.","Female","5722","0.876186853465616","0.868133193826031","0.884240513105201","0"
"Very low transfer dependency","2003","66 and older","Female","1961","0.963307510608778","0.955125026368095","0.97148999484946","0"
"Very low transfer dependency","2003","66 and older","Male","1639","0.977715218584952","0.970633636401902","0.984796800768003","0"
"High transfer dependency","2004","16-34 y.","Male","91","0.0359647124616139","0.0289071919124979","0.0430222330107299","2"
"High transfer dependency","2004","16-34 y.","Female","98","0.0388776862803217","0.0318471359676996","0.0459082365929437","2"
"High transfer dependency","2004","35-65 y.","Female","124","0.0224773639356072","0.0187945117307465","0.0261602161404679","2"
"High transfer dependency","2004","35-65 y.","Male","112","0.0214318401791393","0.0177493331352835","0.0251143472229952","2"
"High transfer dependency","2004","66 and older","Male","5","","","","2"
"High transfer dependency","2004","66 and older","Female","10","","","","2"
"Low transfer dependency","2004","16-34 y.","Male","244","0.0940438008028851","0.0829804654602545","0.105107136145516","1"
"Low transfer dependency","2004","16-34 y.","Female","318","0.121710148230749","0.109818772189384","0.133601524272114","1"
"Low transfer dependency","2004","35-65 y.","Male","370","0.0613496069619329","0.0552475516443723","0.0674516622794935","1"
"Low transfer dependency","2004","35-65 y.","Female","379","0.063274378248452","0.0572255906671148","0.0693231658297893","1"
"Low transfer dependency","2004","66 and older","Male","30","0.0197638250100471","0.0132031057041042","0.0263245443159901","1"
"Low transfer dependency","2004","66 and older","Female","47","0.023907214964472","0.0173454937756531","0.0304689361532909","1"
"Very high transfer dependency","2004","16-34 y.","Female","154","0.0705552185871219","0.0612414347864887","0.079869002387755","3"
"Very high transfer dependency","2004","16-34 y.","Male","87","0.0393708107459828","0.0319997081166798","0.0467419133752859","3"
"Very high transfer dependency","2004","35-65 y.","Female","178","0.0370078913300664","0.0323175254195251","0.0416982572406077","3"
"Very high transfer dependency","2004","35-65 y.","Male","184","0.045042810251811","0.0397690181490295","0.0503166023545925","3"
"Very high transfer dependency","2004","66 and older","Male","1","","","","3"
"Very high transfer dependency","2004","66 and older","Female","5","","","","3"
"Very low transfer dependency","2004","16-34 y.","Male","2252","0.830620675989518","0.816403970854484","0.844837381124553","0"
"Very low transfer dependency","2004","16-34 y.","Female","2334","0.768856946901807","0.753524446699472","0.784189447104142","0"
"Very low transfer dependency","2004","35-65 y.","Male","5275","0.872175742607117","0.863685365976617","0.880666119237616","0"
"Very low transfer dependency","2004","35-65 y.","Female","5542","0.877240366485874","0.869087031500678","0.885393701471071","0"
"Very low transfer dependency","2004","66 and older","Male","1693","0.974899673984844","0.967526232498834","0.982273115470854","0"
"Very low transfer dependency","2004","66 and older","Female","2020","0.967659872065332","0.96006116047651","0.975258583654154","0"
"High transfer dependency","2005","16-34 y.","Male","91","0.0411852596237687","0.0334434894677333","0.0489270297798041","2"
"High transfer dependency","2005","16-34 y.","Female","107","0.0435261556802847","0.0358835214730667","0.0511687898875028","2"
"High transfer dependency","2005","35-65 y.","Female","142","0.0272190305972605","0.023085819985932","0.031352241208589","2"
"High transfer dependency","2005","35-65 y.","Male","109","0.0210270213123725","0.0172675889522461","0.0247864536724989","2"
"High transfer dependency","2005","66 and older","Female","14","","","","2"
"High transfer dependency","2005","66 and older","Male","7","","","","2"
"Low transfer dependency","2005","16-34 y.","Male","269","0.108222827936585","0.0961199226958683","0.120325733177302","1"
"Low transfer dependency","2005","16-34 y.","Female","284","0.112838709084613","0.100987525773571","0.124689892395655","1"
"Low transfer dependency","2005","35-65 y.","Female","403","0.0695777271724603","0.0631149550354852","0.0760404993094355","1"
"Low transfer dependency","2005","35-65 y.","Male","351","0.0624749640983576","0.0561334568931552","0.0688164713035601","1"
"Low transfer dependency","2005","66 and older","Female","47","0.027379975633511","0.0203466462648911","0.0344133050021308","1"
"Low transfer dependency","2005","66 and older","Male","34","0.0197264982392368","0.0131963559226851","0.0262566405557884","1"
"Very high transfer dependency","2005","16-34 y.","Female","166","0.0680081582556123","0.0585780227925956","0.0774382937186289","3"
"Very high transfer dependency","2005","16-34 y.","Male","102","0.050953842830798","0.0423867364936203","0.0595209491679758","3"
"Very high transfer dependency","2005","35-65 y.","Female","174","0.0396849036171572","0.0347262563161236","0.0446435509181908","3"
"Very high transfer dependency","2005","35-65 y.","Male","167","0.044579722859721","0.0391720058714986","0.0499874398479433","3"
"Very high transfer dependency","2005","66 and older","Male","3","","","","3"
"Very high transfer dependency","2005","66 and older","Female","6","","","","3"
"Very low transfer dependency","2005","16-34 y.","Male","2069","0.799638069608848","0.784044111862888","0.815232027354808","0"
"Very low transfer dependency","2005","16-34 y.","Female","2181","0.77562697697949","0.760001145304396","0.791252808654584","0"
"Very low transfer dependency","2005","35-65 y.","Male","4968","0.871918291729549","0.863161813029837","0.880674770429261","0"
"Very low transfer dependency","2005","35-65 y.","Female","5235","0.863518338613122","0.854798336128166","0.872238341098077","0"
"Very low transfer dependency","2005","66 and older","Male","1698","0.971860994651454","0.964095297267977","0.97962669203493","0"
"Very low transfer dependency","2005","66 and older","Female","2001","0.961443618752037","0.953145438439813","0.969741799064262","0"
"High transfer dependency","2006","16-34 y.","Male","117","0.0475589149354536","0.0393400812732833","0.0557777485976239","2"
"High transfer dependency","2006","16-34 y.","Female","148","0.0616645572041458","0.0527801463333718","0.0705489680749199","2"
"High transfer dependency","2006","35-65 y.","Female","152","0.0291323501778137","0.0250188214750792","0.0332458788805482","2"
"High transfer dependency","2006","35-65 y.","Male","122","0.0226101306139446","0.0188303445494454","0.0263899166784438","2"
"High transfer dependency","2006","66 and older","Male","6","","","","2"
"High transfer dependency","2006","66 and older","Female","13","","","","2"
"Low transfer dependency","2006","16-34 y.","Male","259","0.110760097021402","0.0986408316065075","0.122879362436297","1"
"Low transfer dependency","2006","16-34 y.","Female","271","0.105734822092559","0.0943775522318779","0.11709209195324","1"
"Low transfer dependency","2006","35-65 y.","Male","358","0.0596893371923066","0.0536656026351485","0.0657130717494646","1"
"Low transfer dependency","2006","35-65 y.","Female","384","0.0620966191063","0.0561937957853206","0.0679994424272793","1"
"Low transfer dependency","2006","66 and older","Male","39","0.0206225905703241","0.0145311820625464","0.0267139990781018","1"
"Low transfer dependency","2006","66 and older","Female","43","0.0230321293416296","0.0170131887407175","0.0290510699425417","1"
"Very high transfer dependency","2006","16-34 y.","Female","192","0.0868643680207257","0.0764622867415474","0.0972664492999039","3"
"Very high transfer dependency","2006","16-34 y.","Male","131","0.0643403333932826","0.0548654086417231","0.0738152581448421","3"
"Very high transfer dependency","2006","35-65 y.","Female","243","0.0505116773598095","0.0451550989652851","0.0558682557543339","3"
"Very high transfer dependency","2006","35-65 y.","Male","203","0.049029100758395","0.043538847923312","0.0545193535934781","3"
"Very high transfer dependency","2006","66 and older","Male","6","","","","3"
"Very high transfer dependency","2006","66 and older","Female","8","","","","3"
"Very low transfer dependency","2006","16-34 y.","Male","2069","0.777340654649861","0.761274893112714","0.793406416187009","0"
"Very low transfer dependency","2006","16-34 y.","Female","2205","0.74573625268257","0.72965326921648","0.76181923614866","0"
"Very low transfer dependency","2006","35-65 y.","Male","5259","0.868671431435354","0.860083488657939","0.877259374212768","0"
"Very low transfer dependency","2006","35-65 y.","Female","5642","0.858259353356077","0.849728288699227","0.866790418012926","0"
"Very low transfer dependency","2006","66 and older","Male","2040","0.971914905816462","0.964833440403937","0.978996371228987","0"
"Very low transfer dependency","2006","66 and older","Female","2322","0.961610067851013","0.953900659597449","0.969319476104577","0"
"High transfer dependency","2007","16-34 y.","Male","89","0.0501805867354831","0.0414516852105058","0.0589094882604604","2"
"High transfer dependency","2007","16-34 y.","Female","116","0.0570210902550359","0.048140351593216","0.0659018289168557","2"
"High transfer dependency","2007","35-65 y.","Female","142","0.0277782051148258","0.0235969266988531","0.0319594835307985","2"
"High transfer dependency","2007","35-65 y.","Male","114","0.0242470646570036","0.020173484757181","0.0283206445568262","2"
"High transfer dependency","2007","66 and older","Female","16","","","","2"
"High transfer dependency","2007","66 and older","Male","11","","","","2"
"Low transfer dependency","2007","16-34 y.","Male","237","0.0949494333073141","0.0832287261158623","0.106670140498766","1"
"Low transfer dependency","2007","16-34 y.","Female","262","0.112824661830956","0.100707885464081","0.124941438197831","1"
"Low transfer dependency","2007","35-65 y.","Female","354","0.06573862570292","0.0594331359050157","0.0720441155008242","1"
"Low transfer dependency","2007","35-65 y.","Male","295","0.0554880559103554","0.0494251587431622","0.0615509530775486","1"
"Low transfer dependency","2007","66 and older","Female","47","0.0219396672635535","0.0160145508725364","0.0278647836545706","1"
"Low transfer dependency","2007","66 and older","Male","42","0.022081503575925","0.0157172310828117","0.0284457760690382","1"
"Very high transfer dependency","2007","16-34 y.","Male","111","0.0591132076393217","0.0496838489881939","0.0685425662904495","3"
"Very high transfer dependency","2007","16-34 y.","Female","172","0.0846752788331138","0.0740130928068474","0.0953374648593803","3"
"Very high transfer dependency","2007","35-65 y.","Male","196","0.0476461493989","0.0420047117089834","0.0532875870888167","3"
"Very high transfer dependency","2007","35-65 y.","Female","226","0.048894331411525","0.0434075461797918","0.0543811166432581","3"
"Very high transfer dependency","2007","66 and older","Male","3","","","","3"
"Very high transfer dependency","2007","66 and older","Female","5","","","","3"
"Very low transfer dependency","2007","16-34 y.","Male","1966","0.795756772317881","0.779637879411879","0.811875665223884","0"
"Very low transfer dependency","2007","16-34 y.","Female","2069","0.745478969080894","0.728796517362497","0.762161420799291","0"
"Very low transfer dependency","2007","35-65 y.","Male","4872","0.872618730033741","0.863789114918229","0.881448345149253","0"
"Very low transfer dependency","2007","35-65 y.","Female","5212","0.857588837770729","0.848697115376667","0.866480560164792","0"
"Very low transfer dependency","2007","66 and older","Male","1992","0.967651223843224","0.959988706555424","0.975313741131024","0"
"Very low transfer dependency","2007","66 and older","Female","2280","0.967884570876043","0.960753287525245","0.975015854226842","0"
"High transfer dependency","2008","16-34 y.","Male","74","0.0379344088636501","0.0299333947765924","0.0459354229507077","2"
"High transfer dependency","2008","16-34 y.","Female","92","0.05035292690164","0.0415713867869441","0.059134467016336","2"
"High transfer dependency","2008","35-65 y.","Female","111","0.0251756353367737","0.0210519085147605","0.0292993621587869","2"
"High transfer dependency","2008","35-65 y.","Male","98","0.0255939923381214","0.0212568842345009","0.029931100441742","2"
"High transfer dependency","2008","66 and older","Female","14","","","","2"
"High transfer dependency","2008","66 and older","Male","5","","","","2"
"Low transfer dependency","2008","16-34 y.","Male","207","0.102446972524798","0.0897469159361199","0.115147029113476","1"
"Low transfer dependency","2008","16-34 y.","Female","223","0.0989547467398918","0.0869633760149946","0.110946117464789","1"
"Low transfer dependency","2008","35-65 y.","Female","292","0.0578107423023181","0.0516673276765564","0.0639541569280799","1"
"Low transfer dependency","2008","35-65 y.","Male","242","0.04657797951599","0.0407904373940064","0.0523655216379735","1"
"Low transfer dependency","2008","66 and older","Female","49","0.0249441888448758","0.0185733757840366","0.031315001905715","1"
"Low transfer dependency","2008","66 and older","Male","47","0.0268274268837202","0.019826110288138","0.0338287434793025","1"
"Very high transfer dependency","2008","16-34 y.","Female","156","0.0790332927775127","0.0681989089782247","0.0898676765768006","3"
"Very high transfer dependency","2008","16-34 y.","Male","82","0.0428768770943903","0.0343924697556026","0.051361284433178","3"
"Very high transfer dependency","2008","35-65 y.","Female","208","0.0512637415623275","0.0454585790799111","0.0570689040447438","3"
"Very high transfer dependency","2008","35-65 y.","Male","160","0.042930205305844","0.0373632909410554","0.0484971196706327","3"
