"transab_cat2","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2004","Hamburg","indirect migration background","7","","",""
"Very low transfer dependency","2004","Lower Saxony","no migration background","1504","0.920407346280768","0.907243536162379","0.933571156399158"
"Very low transfer dependency","2004","Lower Saxony","direct migration background","149","0.765365471914842","0.707496618873715","0.823234324955969"
"Very low transfer dependency","2004","Lower Saxony","indirect migration background","31","0.372577927977868","0.24116597273813","0.503989883217606"
"Very low transfer dependency","2004","Bremen","no migration background","132","0.939854593845061","0.900749306261494","0.978959881428628"
"Very low transfer dependency","2004","Bremen","direct migration background","8","","",""
"Very low transfer dependency","2004","Bremen","indirect migration background","1","","",""
"Very low transfer dependency","2004","North Rhine-Westphalia","no migration background","3390","0.924151168548228","0.915528934178371","0.932773402918086"
"Very low transfer dependency","2004","North Rhine-Westphalia","direct migration background","542","0.764797854173507","0.732802260356552","0.796793447990461"
"Very low transfer dependency","2004","North Rhine-Westphalia","indirect migration background","196","0.891807893762058","0.851130087299222","0.932485700224894"
"Very low transfer dependency","2004","Hesse","no migration background","1075","0.91973873780924","0.903911318449335","0.935566157169144"
"Very low transfer dependency","2004","Hesse","direct migration background","192","0.805972524744464","0.755519893086879","0.856425156402049"
"Very low transfer dependency","2004","Hesse","indirect migration background","61","0.870049824115562","0.790711313528402","0.949388334702721"
"Very low transfer dependency","2004","Rhineland-Palatinate,Saarland","no migration background","978","0.906193954353838","0.888642174904357","0.923745733803319"
"Very low transfer dependency","2004","Rhineland-Palatinate,Saarland","direct migration background","160","0.839885667133464","0.787879290425938","0.891892043840989"
"Very low transfer dependency","2004","Rhineland-Palatinate,Saarland","indirect migration background","36","0.788269101109612","0.66755691223851","0.908981289980714"
"Very low transfer dependency","2004","Baden-Württemberg","no migration background","1742","0.937786757360336","0.926741216674639","0.948832298046033"
"Very low transfer dependency","2004","Baden-Württemberg","direct migration background","485","0.875613545989116","0.84840115849557","0.902825933482662"
"Very low transfer dependency","2004","Baden-Württemberg","indirect migration background","189","0.944651163889086","0.913118374891628","0.976183952886544"
"Very low transfer dependency","2004","Bavaria","no migration background","2376","0.928854345842192","0.918866951570622","0.938841740113762"
"Very low transfer dependency","2004","Bavaria","direct migration background","320","0.845148042211257","0.808678783460454","0.88161730096206"
"Very low transfer dependency","2004","Bavaria","indirect migration background","99","0.647337717100469","0.56520401889839","0.729471415302548"
"Very low transfer dependency","2004","Berlin","no migration background","600","0.817802814346978","0.789429607564842","0.846176021129114"
"Very low transfer dependency","2004","Berlin","direct migration background","36","0.563023129441109","0.438550026292185","0.687496232590033"
"Very low transfer dependency","2004","Berlin","indirect migration background","26","","",""
"Very low transfer dependency","2004","Brandenburg","no migration background","728","0.80873866069371","0.782870871880588","0.834606449506832"
"Very low transfer dependency","2004","Brandenburg","direct migration background","9","","",""
"Very low transfer dependency","2004","Brandenburg","indirect migration background","1","","",""
"Very low transfer dependency","2004","Mecklenburg-Western Pomerania","no migration background","390","0.78501432456006","0.748677171552026","0.821351477568094"
"Very low transfer dependency","2004","Mecklenburg-Western Pomerania","direct migration background","11","","",""
"Very low transfer dependency","2004","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Very low transfer dependency","2004","Saxony","no migration background","1222","0.785437050385613","0.764765415199984","0.806108685571243"
"Very low transfer dependency","2004","Saxony","direct migration background","26","","",""
"Very low transfer dependency","2004","Saxony","indirect migration background","4","","",""
"Very low transfer dependency","2004","Saxony-Anhalt","no migration background","726","0.787687542800075","0.760880799316554","0.814494286283596"
"Very low transfer dependency","2004","Saxony-Anhalt","direct migration background","23","","",""
"Very low transfer dependency","2004","Saxony-Anhalt","indirect migration background","4","","",""
"Very low transfer dependency","2004","Thuringia","no migration background","745","0.786929062238825","0.760397217637622","0.813460906840027"
"Very low transfer dependency","2004","Thuringia","direct migration background","15","","",""
"Very low transfer dependency","2004","Thuringia","indirect migration background","4","","",""
"Low transfer dependency","2004","Schleswig-Holstein","no migration background","21","","",""
"Low transfer dependency","2004","Schleswig-Holstein","direct migration background","10","","",""
"Low transfer dependency","2004","Schleswig-Holstein","indirect migration background","","","",""
"Low transfer dependency","2004","Hamburg","no migration background","9","","",""
"Low transfer dependency","2004","Hamburg","direct migration background","1","","",""
"Low transfer dependency","2004","Hamburg","indirect migration background","","","",""
"Low transfer dependency","2004","Lower Saxony","no migration background","69","0.0478469237164801","0.0374660125125771","0.058227834920383"
"Low transfer dependency","2004","Lower Saxony","direct migration background","38","0.130929141560551","0.0848652914056208","0.176992991715481"
"Low transfer dependency","2004","Lower Saxony","indirect migration background","9","","",""
"Low transfer dependency","2004","Bremen","no migration background","7","","",""
"Low transfer dependency","2004","Bremen","direct migration background","6","","",""
"Low transfer dependency","2004","Bremen","indirect migration background","","","",""
"Low transfer dependency","2004","North Rhine-Westphalia","no migration background","126","0.0381586824165975","0.0319195778013628","0.0443977870318322"
"Low transfer dependency","2004","North Rhine-Westphalia","direct migration background","66","0.104660758292315","0.0815676733574521","0.127753843227177"
"Low transfer dependency","2004","North Rhine-Westphalia","indirect migration background","12","","",""
"Low transfer dependency","2004","Hesse","no migration background","31","0.0412241502214242","0.0296427978187674","0.0528055026240809"
"Low transfer dependency","2004","Hesse","direct migration background","28","","",""
"Low transfer dependency","2004","Hesse","indirect migration background","5","","",""
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","no migration background","47","0.06116740399129","0.0467412932149099","0.0755935147676701"
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","direct migration background","18","","",""
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Low transfer dependency","2004","Baden-Württemberg","no migration background","69","0.0464598544542789","0.0368348281190503","0.0560848807895075"
"Low transfer dependency","2004","Baden-Württemberg","direct migration background","61","0.0946773416990595","0.0705367122473167","0.118817971150802"
"Low transfer dependency","2004","Baden-Württemberg","indirect migration background","9","","",""
"Low transfer dependency","2004","Bavaria","no migration background","124","0.0432161580830693","0.035316028924157","0.0511162872419815"
"Low transfer dependency","2004","Bavaria","direct migration background","34","0.0818679976616759","0.0542296651119235","0.109506330211428"
"Low transfer dependency","2004","Bavaria","indirect migration background","20","","",""
"Low transfer dependency","2004","Berlin","no migration background","56","0.0778649662680618","0.0581688045438395","0.097561127992284"
"Low transfer dependency","2004","Berlin","direct migration background","8","","",""
"Low transfer dependency","2004","Berlin","indirect migration background","2","","",""
"Low transfer dependency","2004","Brandenburg","no migration background","100","0.106989624078857","0.0866594690018277","0.127319779155886"
"Low transfer dependency","2004","Brandenburg","direct migration background","3","","",""
"Low transfer dependency","2004","Brandenburg","indirect migration background","2","","",""
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","no migration background","57","0.107031330626979","0.0796861423415443","0.134376518912414"
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Low transfer dependency","2004","Saxony","no migration background","151","0.098674511412966","0.0836574452827316","0.1136915775432"
"Low transfer dependency","2004","Saxony","direct migration background","2","","",""
"Low transfer dependency","2004","Saxony","indirect migration background","","","",""
"Low transfer dependency","2004","Saxony-Anhalt","no migration background","93","0.107922622735879","0.0875832834894638","0.128261961982294"
"Low transfer dependency","2004","Saxony-Anhalt","direct migration background","","","",""
"Low transfer dependency","2004","Saxony-Anhalt","indirect migration background","","","",""
"Low transfer dependency","2004","Thuringia","no migration background","87","0.0950914103130213","0.0760845429701707","0.114098277655872"
"Low transfer dependency","2004","Thuringia","direct migration background","","","",""
"Low transfer dependency","2004","Thuringia","indirect migration background","","","",""
"High transfer dependency","2004","Schleswig-Holstein","no migration background","12","","",""
"High transfer dependency","2004","Schleswig-Holstein","direct migration background","","","",""
"High transfer dependency","2004","Schleswig-Holstein","indirect migration background","","","",""
"High transfer dependency","2004","Hamburg","no migration background","3","","",""
"High transfer dependency","2004","Hamburg","direct migration background","","","",""
"High transfer dependency","2004","Hamburg","indirect migration background","","","",""
"High transfer dependency","2004","Lower Saxony","no migration background","26","","",""
"High transfer dependency","2004","Lower Saxony","direct migration background","4","","",""
"High transfer dependency","2004","Lower Saxony","indirect migration background","5","","",""
"High transfer dependency","2004","Bremen","no migration background","3","","",""
"High transfer dependency","2004","Bremen","direct migration background","7","","",""
"High transfer dependency","2004","Bremen","indirect migration background","2","","",""
"High transfer dependency","2004","North Rhine-Westphalia","no migration background","52","0.0160007121248167","0.0119143117449437","0.0200871125046898"
"High transfer dependency","2004","North Rhine-Westphalia","direct migration background","26","","",""
"High transfer dependency","2004","North Rhine-Westphalia","indirect migration background","12","","",""
"High transfer dependency","2004","Hesse","no migration background","12","","",""
"High transfer dependency","2004","Hesse","direct migration background","5","","",""
"High transfer dependency","2004","Hesse","indirect migration background","2","","",""
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","no migration background","15","","",""
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"High transfer dependency","2004","Baden-Württemberg","no migration background","14","","",""
"High transfer dependency","2004","Baden-Württemberg","direct migration background","8","","",""
"High transfer dependency","2004","Baden-Württemberg","indirect migration background","2","","",""
"High transfer dependency","2004","Bavaria","no migration background","23","","",""
"High transfer dependency","2004","Bavaria","direct migration background","9","","",""
"High transfer dependency","2004","Bavaria","indirect migration background","6","","",""
"High transfer dependency","2004","Berlin","no migration background","13","","",""
"High transfer dependency","2004","Berlin","direct migration background","5","","",""
"High transfer dependency","2004","Berlin","indirect migration background","2","","",""
"High transfer dependency","2004","Brandenburg","no migration background","26","","",""
"High transfer dependency","2004","Brandenburg","direct migration background","","","",""
"High transfer dependency","2004","Brandenburg","indirect migration background","","","",""
"High transfer dependency","2004","Mecklenburg-Western Pomerania","no migration background","17","","",""
"High transfer dependency","2004","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"High transfer dependency","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"High transfer dependency","2004","Saxony","no migration background","67","0.0503777898149211","0.0393640005782365","0.0613915790516056"
"High transfer dependency","2004","Saxony","direct migration background","1","","",""
"High transfer dependency","2004","Saxony","indirect migration background","","","",""
"High transfer dependency","2004","Saxony-Anhalt","no migration background","23","","",""
"High transfer dependency","2004","Saxony-Anhalt","direct migration background","","","",""
"High transfer dependency","2004","Saxony-Anhalt","indirect migration background","","","",""
"High transfer dependency","2004","Thuringia","no migration background","31","0.0522254254091677","0.0378098804773212","0.0666409703410141"
"High transfer dependency","2004","Thuringia","direct migration background","","","",""
"High transfer dependency","2004","Thuringia","indirect migration background","1","","",""
"Very high transfer dependency","2004","Schleswig-Holstein","no migration background","12","","",""
"Very high transfer dependency","2004","Schleswig-Holstein","direct migration background","8","","",""
"Very high transfer dependency","2004","Schleswig-Holstein","indirect migration background","1","","",""
"Very high transfer dependency","2004","Hamburg","no migration background","3","","",""
"Very high transfer dependency","2004","Hamburg","direct migration background","","","",""
"Very high transfer dependency","2004","Hamburg","indirect migration background","1","","",""
"Very high transfer dependency","2004","Lower Saxony","no migration background","25","","",""
"Very high transfer dependency","2004","Lower Saxony","direct migration background","15","","",""
"Very high transfer dependency","2004","Lower Saxony","indirect migration background","7","","",""
"Very high transfer dependency","2004","Bremen","no migration background","","","",""
"Very high transfer dependency","2004","Bremen","direct migration background","2","","",""
"Very high transfer dependency","2004","Bremen","indirect migration background","","","",""
"Very high transfer dependency","2004","North Rhine-Westphalia","no migration background","54","0.0216894369103573","0.0169455275997114","0.0264333462210031"
"Very high transfer dependency","2004","North Rhine-Westphalia","direct migration background","41","0.0897745134443253","0.0682096242749838","0.111339402613667"
"Very high transfer dependency","2004","North Rhine-Westphalia","indirect migration background","4","","",""
"Very high transfer dependency","2004","Hesse","no migration background","14","","",""
"Very high transfer dependency","2004","Hesse","direct migration background","11","","",""
"Very high transfer dependency","2004","Hesse","indirect migration background","1","","",""
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","no migration background","20","","",""
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","direct migration background","9","","",""
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Very high transfer dependency","2004","Baden-Württemberg","no migration background","12","","",""
"Very high transfer dependency","2004","Baden-Württemberg","direct migration background","11","","",""
"Very high transfer dependency","2004","Baden-Württemberg","indirect migration background","2","","",""
"Very high transfer dependency","2004","Bavaria","no migration background","22","","",""
"Very high transfer dependency","2004","Bavaria","direct migration background","15","","",""
"Very high transfer dependency","2004","Bavaria","indirect migration background","5","","",""
"Very high transfer dependency","2004","Berlin","no migration background","42","0.0860040309996705","0.0653956044669952","0.106612457532346"
"Very high transfer dependency","2004","Berlin","direct migration background","12","","",""
"Very high transfer dependency","2004","Berlin","indirect migration background","5","","",""
"Very high transfer dependency","2004","Brandenburg","no migration background","34","0.0522734069490462","0.0376339979338518","0.0669128159642406"
"Very high transfer dependency","2004","Brandenburg","direct migration background","","","",""
"Very high transfer dependency","2004","Brandenburg","indirect migration background","","","",""
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","no migration background","27","","",""
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Very high transfer dependency","2004","Saxony","no migration background","75","0.0655106483864997","0.0530515991521485","0.077969697620851"
"Very high transfer dependency","2004","Saxony","direct migration background","","","",""
"Very high transfer dependency","2004","Saxony","indirect migration background","3","","",""
"Very high transfer dependency","2004","Saxony-Anhalt","no migration background","52","0.0596303559097289","0.0441078321594853","0.0751528796599725"
"Very high transfer dependency","2004","Saxony-Anhalt","direct migration background","1","","",""
"Very high transfer dependency","2004","Saxony-Anhalt","indirect migration background","3","","",""
"Very high transfer dependency","2004","Thuringia","no migration background","52","0.0657541020389864","0.0496946926464379","0.0818135114315349"
"Very high transfer dependency","2004","Thuringia","direct migration background","1","","",""
"Very high transfer dependency","2004","Thuringia","indirect migration background","2","","",""
"Very low transfer dependency","2005","Schleswig-Holstein","no migration background","514","0.882853743069063","0.856567848704133","0.909139637433993"
"Very low transfer dependency","2005","Schleswig-Holstein","direct migration background","40","0.640759972533436","0.520360877939057","0.761159067127814"
"Very low transfer dependency","2005","Schleswig-Holstein","indirect migration background","7","","",""
"Very low transfer dependency","2005","Hamburg","no migration background","247","0.938440216330451","0.909280742348823","0.967599690312079"
"Very low transfer dependency","2005","Hamburg","direct migration background","20","","",""
"Very low transfer dependency","2005","Hamburg","indirect migration background","7","","",""
"Very low transfer dependency","2005","Lower Saxony","no migration background","1409","0.909858485131023","0.895527212359137","0.924189757902909"
"Very low transfer dependency","2005","Lower Saxony","direct migration background","137","0.661295747869717","0.596030709777443","0.726560785961991"
"Very low transfer dependency","2005","Lower Saxony","indirect migration background","35","0.729892420406814","0.606819954770857","0.852964886042771"
"Very low transfer dependency","2005","Bremen","no migration background","115","0.897511285277482","0.84476350201894","0.950259068536025"
"Very low transfer dependency","2005","Bremen","direct migration background","4","","",""
"Very low transfer dependency","2005","Bremen","indirect migration background","1","","",""
"Very low transfer dependency","2005","North Rhine-Westphalia","no migration background","3231","0.918714683829262","0.909613073796824","0.9278162938617"
"Very low transfer dependency","2005","North Rhine-Westphalia","direct migration background","520","0.772659780322855","0.740189174258155","0.805130386387554"
"Very low transfer dependency","2005","North Rhine-Westphalia","indirect migration background","200","0.866555917280479","0.823262499289237","0.909849335271722"
"Very low transfer dependency","2005","Hesse","no migration background","1015","0.933864792985483","0.919043210569828","0.948686375401138"
"Very low transfer dependency","2005","Hesse","direct migration background","163","0.750330243794534","0.692609700523119","0.808050787065948"
"Very low transfer dependency","2005","Hesse","indirect migration background","61","0.889743667286473","0.815841398729114","0.963645935843832"
"Very low transfer dependency","2005","Rhineland-Palatinate,Saarland","no migration background","940","0.913354651494594","0.895979615833607","0.93072968715558"
"Very low transfer dependency","2005","Rhineland-Palatinate,Saarland","direct migration background","147","0.794378877770692","0.735006314855806","0.853751440685579"
"Very low transfer dependency","2005","Rhineland-Palatinate,Saarland","indirect migration background","39","0.776586287191374","0.659959094274072","0.893213480108676"
"Very low transfer dependency","2005","Baden-Württemberg","no migration background","1679","0.930582539465624","0.918761969412732","0.942403109518515"
"Very low transfer dependency","2005","Baden-Württemberg","direct migration background","446","0.866094269831461","0.837183034410208","0.895005505252715"
"Very low transfer dependency","2005","Baden-Württemberg","indirect migration background","185","0.87562228496584","0.831093940012752","0.920150629918927"
"Very low transfer dependency","2005","Bavaria","no migration background","2260","0.923301854004334","0.912729977265906","0.933873730742763"
"Very low transfer dependency","2005","Bavaria","direct migration background","277","0.807518535585513","0.765363529211254","0.849673541959773"
"Very low transfer dependency","2005","Bavaria","indirect migration background","106","0.80716080507611","0.737998290972788","0.876323319179432"
"Very low transfer dependency","2005","Berlin","no migration background","566","0.82577419477227","0.796792616132856","0.854755773411683"
"Very low transfer dependency","2005","Berlin","direct migration background","30","0.518215043070149","0.382406201450656","0.654023884689643"
"Very low transfer dependency","2005","Berlin","indirect migration background","23","","",""
"Very low transfer dependency","2005","Brandenburg","no migration background","687","0.799285780556853","0.772593839869041","0.825977721244664"
"Very low transfer dependency","2005","Brandenburg","direct migration background","9","","",""
"Very low transfer dependency","2005","Brandenburg","indirect migration background","2","","",""
"Very low transfer dependency","2005","Mecklenburg-Western Pomerania","no migration background","378","0.717179099486022","0.677014440100103","0.757343758871941"
"Very low transfer dependency","2005","Mecklenburg-Western Pomerania","direct migration background","11","","",""
"Very low transfer dependency","2005","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Very low transfer dependency","2005","Saxony","no migration background","1212","0.786530052398045","0.765640126168737","0.807419978627352"
"Very low transfer dependency","2005","Saxony","direct migration background","22","","",""
"Very low transfer dependency","2005","Saxony","indirect migration background","4","","",""
"Very low transfer dependency","2005","Saxony-Anhalt","no migration background","693","0.778984147958321","0.751040544619159","0.806927751297483"
"Very low transfer dependency","2005","Saxony-Anhalt","direct migration background","21","","",""
"Very low transfer dependency","2005","Saxony-Anhalt","indirect migration background","2","","",""
"Very low transfer dependency","2005","Thuringia","no migration background","668","0.729379994251564","0.699772823367941","0.758987165135186"
"Very low transfer dependency","2005","Thuringia","direct migration background","14","","",""
"Very low transfer dependency","2005","Thuringia","indirect migration background","4","","",""
"Low transfer dependency","2005","Schleswig-Holstein","no migration background","31","0.0509417897929074","0.0329697366683982","0.0689138429174165"
"Low transfer dependency","2005","Schleswig-Holstein","direct migration background","12","","",""
"Low transfer dependency","2005","Schleswig-Holstein","indirect migration background","3","","",""
"Low transfer dependency","2005","Hamburg","no migration background","5","","",""
"Low transfer dependency","2005","Hamburg","direct migration background","2","","",""
"Low transfer dependency","2005","Hamburg","indirect migration background","2","","",""
"Low transfer dependency","2005","Lower Saxony","no migration background","77","0.0536627726053466","0.042385737626995","0.0649398075836982"
"Low transfer dependency","2005","Lower Saxony","direct migration background","47","0.233797091060685","0.175430563515763","0.292163618605608"
"Low transfer dependency","2005","Lower Saxony","indirect migration background","8","","",""
"Low transfer dependency","2005","Bremen","no migration background","9","","",""
"Low transfer dependency","2005","Bremen","direct migration background","6","","",""
"Low transfer dependency","2005","Bremen","indirect migration background","","","",""
"Low transfer dependency","2005","North Rhine-Westphalia","no migration background","118","0.0346937682510558","0.0285986780549796","0.040788858447132"
"Low transfer dependency","2005","North Rhine-Westphalia","direct migration background","40","0.0682483531672145","0.0487115151059926","0.0877851912284364"
"Low transfer dependency","2005","North Rhine-Westphalia","indirect migration background","13","","",""
"Low transfer dependency","2005","Hesse","no migration background","48","0.0445952140950756","0.0322847607622773","0.056905667427874"
"Low transfer dependency","2005","Hesse","direct migration background","38","0.175302860150646","0.124596438840905","0.226009281460387"
"Low transfer dependency","2005","Hesse","indirect migration background","6","","",""
"Low transfer dependency","2005","Rhineland-Palatinate,Saarland","no migration background","33","0.0416009967895975","0.0292682901550958","0.0539337034240992"
"Low transfer dependency","2005","Rhineland-Palatinate,Saarland","direct migration background","22","","",""
"Low transfer dependency","2005","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Low transfer dependency","2005","Baden-Württemberg","no migration background","72","0.0451748857513399","0.0355157769399074","0.0548339945627724"
"Low transfer dependency","2005","Baden-Württemberg","direct migration background","55","0.0771914843500037","0.054533306602714","0.0998496620972933"
"Low transfer dependency","2005","Baden-Württemberg","indirect migration background","17","","",""
"Low transfer dependency","2005","Bavaria","no migration background","125","0.0514302364534697","0.0426555480530234","0.0602049248539161"
"Low transfer dependency","2005","Bavaria","direct migration background","35","0.101153020448159","0.0689118528098864","0.133394188086433"
"Low transfer dependency","2005","Bavaria","indirect migration background","11","","",""
"Low transfer dependency","2005","Berlin","no migration background","36","0.0686518711081428","0.049331415809217","0.0879723264070687"
"Low transfer dependency","2005","Berlin","direct migration background","4","","",""
"Low transfer dependency","2005","Berlin","indirect migration background","1","","",""
"Low transfer dependency","2005","Brandenburg","no migration background","90","0.0871685099253161","0.0683703580028794","0.105966661847753"
"Low transfer dependency","2005","Brandenburg","direct migration background","3","","",""
"Low transfer dependency","2005","Brandenburg","indirect migration background","1","","",""
"Low transfer dependency","2005","Mecklenburg-Western Pomerania","no migration background","65","0.201729903543899","0.16594213693322","0.237517670154578"
"Low transfer dependency","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Low transfer dependency","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Low transfer dependency","2005","Saxony","no migration background","154","0.104866999100442","0.0892472491047383","0.120486749096146"
"Low transfer dependency","2005","Saxony","direct migration background","4","","",""
"Low transfer dependency","2005","Saxony","indirect migration background","","","",""
"Low transfer dependency","2005","Saxony-Anhalt","no migration background","76","0.112818010964852","0.0915120089667465","0.134124012962958"
"Low transfer dependency","2005","Saxony-Anhalt","direct migration background","1","","",""
"Low transfer dependency","2005","Saxony-Anhalt","indirect migration background","","","",""
"Low transfer dependency","2005","Thuringia","no migration background","114","0.139055135120166","0.115997156986264","0.162113113254068"
"Low transfer dependency","2005","Thuringia","direct migration background","1","","",""
"Low transfer dependency","2005","Thuringia","indirect migration background","","","",""
"High transfer dependency","2005","Schleswig-Holstein","no migration background","11","","",""
"High transfer dependency","2005","Schleswig-Holstein","direct migration background","7","","",""
"High transfer dependency","2005","Schleswig-Holstein","indirect migration background","","","",""
"High transfer dependency","2005","Hamburg","no migration background","3","","",""
"High transfer dependency","2005","Hamburg","direct migration background","","","",""
"High transfer dependency","2005","Hamburg","indirect migration background","","","",""
"High transfer dependency","2005","Lower Saxony","no migration background","24","","",""
"High transfer dependency","2005","Lower Saxony","direct migration background","2","","",""
"High transfer dependency","2005","Lower Saxony","indirect migration background","2","","",""
"High transfer dependency","2005","Bremen","no migration background","3","","",""
"High transfer dependency","2005","Bremen","direct migration background","6","","",""
"High transfer dependency","2005","Bremen","indirect migration background","3","","",""
"High transfer dependency","2005","North Rhine-Westphalia","no migration background","50","0.0188003866471681","0.0142767895161759","0.0233239837781602"
"High transfer dependency","2005","North Rhine-Westphalia","direct migration background","37","0.0695049495286135","0.0498023738712522","0.0892075251859747"
"High transfer dependency","2005","North Rhine-Westphalia","indirect migration background","12","","",""
"High transfer dependency","2005","Hesse","no migration background","10","","",""
"High transfer dependency","2005","Hesse","direct migration background","3","","",""
"High transfer dependency","2005","Hesse","indirect migration background","2","","",""
"High transfer dependency","2005","Rhineland-Palatinate,Saarland","no migration background","17","","",""
"High transfer dependency","2005","Rhineland-Palatinate,Saarland","direct migration background","3","","",""
"High transfer dependency","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"High transfer dependency","2005","Baden-Württemberg","no migration background","11","","",""
"High transfer dependency","2005","Baden-Württemberg","direct migration background","14","","",""
"High transfer dependency","2005","Baden-Württemberg","indirect migration background","5","","",""
"High transfer dependency","2005","Bavaria","no migration background","25","","",""
"High transfer dependency","2005","Bavaria","direct migration background","6","","",""
"High transfer dependency","2005","Bavaria","indirect migration background","2","","",""
"High transfer dependency","2005","Berlin","no migration background","21","","",""
"High transfer dependency","2005","Berlin","direct migration background","5","","",""
"High transfer dependency","2005","Berlin","indirect migration background","2","","",""
"High transfer dependency","2005","Brandenburg","no migration background","44","0.0537903286863004","0.0387559381399401","0.0688247192326608"
"High transfer dependency","2005","Brandenburg","direct migration background","1","","",""
"High transfer dependency","2005","Brandenburg","indirect migration background","2","","",""
"High transfer dependency","2005","Mecklenburg-Western Pomerania","no migration background","17","","",""
"High transfer dependency","2005","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"High transfer dependency","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"High transfer dependency","2005","Saxony","no migration background","45","0.0365986901677804","0.027025707743643","0.0461716725919178"
"High transfer dependency","2005","Saxony","direct migration background","2","","",""
"High transfer dependency","2005","Saxony","indirect migration background","1","","",""
"High transfer dependency","2005","Saxony-Anhalt","no migration background","29","","",""
"High transfer dependency","2005","Saxony-Anhalt","direct migration background","","","",""
"High transfer dependency","2005","Saxony-Anhalt","indirect migration background","3","","",""
"High transfer dependency","2005","Thuringia","no migration background","34","0.040731225119001","0.0275585516085144","0.0539038986294876"
"High transfer dependency","2005","Thuringia","direct migration background","1","","",""
"High transfer dependency","2005","Thuringia","indirect migration background","1","","",""
"Very high transfer dependency","2005","Schleswig-Holstein","no migration background","19","","",""
"Very high transfer dependency","2005","Schleswig-Holstein","direct migration background","2","","",""
"Very high transfer dependency","2005","Schleswig-Holstein","indirect migration background","1","","",""
"Very high transfer dependency","2005","Hamburg","no migration background","6","","",""
"Very high transfer dependency","2005","Hamburg","direct migration background","","","",""
"Very high transfer dependency","2005","Hamburg","indirect migration background","","","",""
"Very high transfer dependency","2005","Lower Saxony","no migration background","24","","",""
"Very high transfer dependency","2005","Lower Saxony","direct migration background","16","","",""
"Very high transfer dependency","2005","Lower Saxony","indirect migration background","5","","",""
"Very high transfer dependency","2005","Bremen","no migration background","","","",""
"Very high transfer dependency","2005","Bremen","direct migration background","","","",""
"Very high transfer dependency","2005","Bremen","indirect migration background","","","",""
"Very high transfer dependency","2005","North Rhine-Westphalia","no migration background","64","0.0277911612725141","0.0223165287251663","0.0332657938198619"
"Very high transfer dependency","2005","North Rhine-Westphalia","direct migration background","43","0.0895869169813173","0.0674610832412051","0.11171275072143"
"Very high transfer dependency","2005","North Rhine-Westphalia","indirect migration background","12","","",""
"Very high transfer dependency","2005","Hesse","no migration background","7","","",""
"Very high transfer dependency","2005","Hesse","direct migration background","12","","",""
"Very high transfer dependency","2005","Hesse","indirect migration background","","","",""
"Very high transfer dependency","2005","Rhineland-Palatinate,Saarland","no migration background","17","","",""
"Very high transfer dependency","2005","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"Very high transfer dependency","2005","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Very high transfer dependency","2005","Baden-Württemberg","no migration background","14","","",""
"Very high transfer dependency","2005","Baden-Württemberg","direct migration background","18","","",""
"Very high transfer dependency","2005","Baden-Württemberg","indirect migration background","4","","",""
"Very high transfer dependency","2005","Bavaria","no migration background","24","","",""
"Very high transfer dependency","2005","Bavaria","direct migration background","18","","",""
"Very high transfer dependency","2005","Bavaria","indirect migration background","6","","",""
"Very high transfer dependency","2005","Berlin","no migration background","35","0.0658235704036524","0.0468765765307689","0.0847705642765359"
"Very high transfer dependency","2005","Berlin","direct migration background","13","","",""
"Very high transfer dependency","2005","Berlin","indirect migration background","7","","",""
"Very high transfer dependency","2005","Brandenburg","no migration background","44","0.0597553808315306","0.0439593135484905","0.0755514481145707"
"Very high transfer dependency","2005","Brandenburg","direct migration background","","","",""
"Very high transfer dependency","2005","Brandenburg","indirect migration background","","","",""
