"transab_cat2","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2008","indirect migration background","654","0.772054243446608","0.743306014011543","0.800802472881673","0"
"High transfer dependency","2009","no migration background","252","0.0160943189005347","0.0141358822192291","0.0180527555818403","2"
"High transfer dependency","2009","direct migration background","57","0.0418417335231912","0.0322299550883285","0.0514535119580539","2"
"High transfer dependency","2009","indirect migration background","30","0.0483530921623454","0.0330316146020216","0.0636745697226691","2"
"Low transfer dependency","2009","no migration background","765","0.0524923747871041","0.0490215238142912","0.0559632257599169","1"
"Low transfer dependency","2009","direct migration background","157","0.101163214585474","0.0866877663509622","0.115638662819986","1"
"Low transfer dependency","2009","indirect migration background","80","0.109834866984005","0.0875014072070798","0.132168326760929","1"
"Very high transfer dependency","2009","no migration background","364","0.0291904202732222","0.0265705263951855","0.0318103141512589","3"
"Very high transfer dependency","2009","direct migration background","86","0.0638342916503474","0.0520992758866917","0.0755693074140031","3"
"Very high transfer dependency","2009","indirect migration background","36","0.0499519869069921","0.0343923390568177","0.0655116347571664","3"
"Very low transfer dependency","2009","no migration background","14479","0.902222886039139","0.897600438123826","0.906845333954452","0"
"Very low transfer dependency","2009","direct migration background","1367","0.793160760240987","0.773717129364269","0.812604391117706","0"
"Very low transfer dependency","2009","indirect migration background","607","0.791860053946658","0.762863089282045","0.820857018611271","0"
"High transfer dependency","2010","no migration background","669","0.0215937904855647","0.0195839048053329","0.0236036761657966","2"
"High transfer dependency","2010","direct migration background","189","0.0415899311803509","0.0342831129742511","0.0488967493864507","2"
"High transfer dependency","2010","indirect migration background","87","0.0617279729050487","0.0481454692933804","0.0753104765167169","2"
"Low transfer dependency","2010","no migration background","1602","0.0475645082993952","0.0446213975474904","0.0505076190512999","1"
"Low transfer dependency","2010","direct migration background","433","0.124340652544443","0.112264386207137","0.136416918881749","1"
"Low transfer dependency","2010","indirect migration background","168","0.100231215134911","0.0832823198678795","0.117180110401942","1"
"Very high transfer dependency","2010","no migration background","822","0.029341076065673","0.0270075177485055","0.0316746343828405","3"
"Very high transfer dependency","2010","direct migration background","333","0.0843394218183444","0.0741689503519822","0.0945098932847066","3"
"Very high transfer dependency","2010","indirect migration background","105","0.0769303872029879","0.0618906369867473","0.0919701374192285","3"
"Very low transfer dependency","2010","no migration background","16998","0.901500625149367","0.89738015219991","0.905621098098824","0"
"Very low transfer dependency","2010","direct migration background","1913","0.749729994456862","0.733876852002845","0.765583136910879","0"
"Very low transfer dependency","2010","indirect migration background","846","0.761110424757053","0.737044814919213","0.785176034594892","0"
"High transfer dependency","2011","no migration background","860","0.0263924746704513","0.0243686980362595","0.0284162513046432","2"
"High transfer dependency","2011","direct migration background","247","0.0642924686316635","0.0558260315004364","0.0727589057628905","2"
"High transfer dependency","2011","indirect migration background","100","0.0568673926538439","0.0446926797369618","0.069042105570726","2"
"Low transfer dependency","2011","no migration background","1965","0.0489707173085485","0.0462461613191276","0.0516952732979694","1"
"Low transfer dependency","2011","direct migration background","491","0.102711081368304","0.09223194776492","0.113190214971689","1"
"Low transfer dependency","2011","indirect migration background","204","0.0956028575647021","0.0801447715916074","0.111060943537797","1"
"Very high transfer dependency","2011","no migration background","987","0.0293698379154673","0.0272382255744413","0.0315014502564933","3"
"Very high transfer dependency","2011","direct migration background","342","0.0712283816778338","0.0623500455954769","0.0801067177601907","3"
"Very high transfer dependency","2011","indirect migration background","116","0.0681881577079963","0.0549368334224679","0.0814394819935247","3"
"Very low transfer dependency","2011","no migration background","20289","0.895266970105533","0.891401087386548","0.899132852824518","0"
"Very low transfer dependency","2011","direct migration background","2144","0.761768068322198","0.747063172822067","0.77647296382233","0"
"Very low transfer dependency","2011","indirect migration background","970","0.779341592073458","0.757541172193671","0.801142011953244","0"
"High transfer dependency","2012","no migration background","808","0.0240487140803367","0.0220978565225513","0.0259995716381222","2"
"High transfer dependency","2012","direct migration background","218","0.061737099676851","0.0531632223736104","0.0703109769800915","2"
"High transfer dependency","2012","indirect migration background","92","0.0423956217491391","0.0316909687377548","0.0531002747605234","2"
"Low transfer dependency","2012","no migration background","1688","0.0466264466209247","0.043941638390304","0.0493112548515454","1"
"Low transfer dependency","2012","direct migration background","379","0.0891169665998759","0.0789672624203129","0.0992666707794388","1"
"Low transfer dependency","2012","indirect migration background","160","0.0935368680120135","0.0780670390213741","0.109006697002653","1"
"Very high transfer dependency","2012","no migration background","914","0.0296927484503217","0.0275312974295024","0.0318541994711409","3"
"Very high transfer dependency","2012","direct migration background","258","0.0577170228614556","0.0494092519179517","0.0660247938049596","3"
"Very high transfer dependency","2012","indirect migration background","94","0.0563836422272128","0.0441292063918493","0.0686380780625763","3"
"Very low transfer dependency","2012","direct migration background","2172","0.791428910861818","0.776955366701929","0.805902455021706","0"
"Very low transfer dependency","2012","no migration background","20280","0.899632090848417","0.895805645907545","0.903458535789289","0"
"Very low transfer dependency","2012","indirect migration background","1015","0.807683868011635","0.786745270416838","0.828622465606432","0"
"High transfer dependency","2013","no migration background","749","0.0224869341771927","0.0205488765427559","0.0244249918116296","2"
"High transfer dependency","2013","direct migration background","475","0.0517329451088416","0.0462891394681456","0.0571767507495376","2"
"High transfer dependency","2013","indirect migration background","156","0.061728564053627","0.0516583868186737","0.0717987412885803","2"
"Low transfer dependency","2013","no migration background","1468","0.0478080078552846","0.0450189799204069","0.0505970357901623","1"
"Low transfer dependency","2013","direct migration background","764","0.0916320192424174","0.0845410073186427","0.0987230311661921","1"
"Low transfer dependency","2013","indirect migration background","245","0.0931646320733576","0.0810022248353219","0.105327039311393","1"
"Very high transfer dependency","2013","no migration background","822","0.0289892958002025","0.0267961317429334","0.0311824598574716","3"
"Very high transfer dependency","2013","direct migration background","640","0.0777189509194902","0.0711386040702495","0.0842992977687309","3"
"Very high transfer dependency","2013","indirect migration background","186","0.0943207018440118","0.0820908692680569","0.106550534419967","3"
"Very low transfer dependency","2013","direct migration background","4480","0.778916084729251","0.768716615122255","0.789115554336247","0"
"Very low transfer dependency","2013","no migration background","19442","0.90071576216732","0.89680668437892","0.90462483995572","0"
"Very low transfer dependency","2013","indirect migration background","1607","0.750786102029004","0.732686291827646","0.768885912230362","0"
"High transfer dependency","2014","no migration background","609","0.0235773486040954","0.0215015582317684","0.0256531389764224","2"
"High transfer dependency","2014","direct migration background","406","0.0566500882585691","0.0503117656097869","0.0629884109073513","2"
"High transfer dependency","2014","indirect migration background","122","0.0511063377312873","0.0412252430869436","0.060987432375631","2"
"Low transfer dependency","2014","no migration background","1291","0.0478396532162981","0.0449197655407672","0.0507595408918291","1"
"Low transfer dependency","2014","direct migration background","665","0.10318065808699","0.0948402121652601","0.11152110400872","1"
"Low transfer dependency","2014","indirect migration background","227","0.103516272466641","0.089847345477016","0.117185199456266","1"
"Very high transfer dependency","2014","no migration background","688","0.0290937091476165","0.0267943580426742","0.0313930602525587","3"
"Very high transfer dependency","2014","direct migration background","531","0.0842302319284999","0.0766153216562582","0.0918451422007416","3"
"Very high transfer dependency","2014","indirect migration background","153","0.0974236589505482","0.0841181008203782","0.110729217080718","3"
"Very low transfer dependency","2014","direct migration background","3508","0.755939021725941","0.74416214316017","0.767715900291712","0"
"Very low transfer dependency","2014","no migration background","17936","0.89948928903199","0.895375696615812","0.903602881448168","0"
"Very low transfer dependency","2014","indirect migration background","1406","0.747953730851524","0.728471602111387","0.76743585959166","0"
"High transfer dependency","2015","no migration background","520","0.020111432019954","0.0181446215055814","0.0220782425343266","2"
"High transfer dependency","2015","direct migration background","412","0.0543573199623794","0.0485843876649187","0.0601302522598401","2"
"High transfer dependency","2015","indirect migration background","134","0.0726597060867289","0.0606279029462685","0.0846915092271892","2"
"Low transfer dependency","2015","no migration background","1119","0.0442728719642116","0.0413909084213087","0.0471548355071145","1"
"Low transfer dependency","2015","direct migration background","629","0.0905566272689645","0.0832494126270535","0.0978638419108754","1"
"Low transfer dependency","2015","indirect migration background","179","0.0826220146322127","0.0698609654924517","0.0953830637719736","1"
"Very high transfer dependency","2015","no migration background","636","0.0311739101126064","0.0287390656130047","0.0336087546122081","3"
"Very high transfer dependency","2015","direct migration background","690","0.082203170840572","0.0752092377184871","0.089197103962657","3"
"Very high transfer dependency","2015","indirect migration background","151","0.0867958084583171","0.0737461946813741","0.0998454222352602","3"
"Very low transfer dependency","2015","no migration background","17295","0.904441785903228","0.900322926193805","0.90856064561265","0"
"Very low transfer dependency","2015","direct migration background","4194","0.772882881928084","0.762214815966954","0.783550947889214","0"
"Very low transfer dependency","2015","indirect migration background","1324","0.757922470822741","0.738068198958719","0.777776742686764","0"
"High transfer dependency","2016","no migration background","426","0.020692294907989","0.0186247968548331","0.0227597929611448","2"
"High transfer dependency","2016","direct migration background","291","0.0473300094578839","0.0413570026186848","0.053303016297083","2"
"High transfer dependency","2016","indirect migration background","119","0.0697821068005756","0.0575332103160562","0.082031003285095","2"
"Low transfer dependency","2016","no migration background","1047","0.047664172584991","0.0445698022812864","0.0507585428886957","1"
"Low transfer dependency","2016","direct migration background","592","0.0956610697161666","0.0873876186259325","0.103934520806401","1"
"Low transfer dependency","2016","indirect migration background","205","0.103639184152331","0.0889858651028712","0.11829250320179","1"
"Very high transfer dependency","2016","no migration background","562","0.0278977878763315","0.0255060033966572","0.0302895723560058","3"
"Very high transfer dependency","2016","direct migration background","549","0.0846061754045767","0.07677803701516","0.0924343137939933","3"
"Very high transfer dependency","2016","indirect migration background","121","0.0711584263215069","0.0587984803709011","0.0835183722721127","3"
"Very low transfer dependency","2016","no migration background","16176","0.903745744630689","0.899462091506854","0.908029397754524","0"
"Very low transfer dependency","2016","direct migration background","3423","0.772402745421373","0.760608806134117","0.784196684708629","0"
"Very low transfer dependency","2016","indirect migration background","1217","0.755420282725587","0.734755201280923","0.77608536417025","0"
"High transfer dependency","2017","no migration background","513","0.0197395653456809","0.017838107825231","0.0216410228661308","2"
"High transfer dependency","2017","direct migration background","479","0.0589186799914737","0.0533074990785845","0.064529860904363","2"
"High transfer dependency","2017","indirect migration background","107","0.0553759286539193","0.044845185759752","0.0659066715480867","2"
"Low transfer dependency","2017","no migration background","1098","0.040915414788988","0.0382075995230706","0.0436232300549053","1"
"Low transfer dependency","2017","indirect migration background","199","0.092867267526455","0.0795032896799859","0.106231245372924","1"
"Low transfer dependency","2017","direct migration background","587","0.087708801418297","0.0809681398763509","0.094449462960243","1"
"Very high transfer dependency","2017","no migration background","555","0.0269370055979155","0.0247239504605035","0.0291500607353275","3"
"Very high transfer dependency","2017","direct migration background","2267","0.101920291071779","0.0947108439592598","0.109129738184299","3"
"Very high transfer dependency","2017","indirect migration background","133","0.0730386338443519","0.0610581010574061","0.0850191666312977","3"
"Very low transfer dependency","2017","no migration background","18393","0.912408014267416","0.908543687622923","0.916272340911908","0"
"Very low transfer dependency","2017","direct migration background","3432","0.75145222751845","0.741153826094889","0.761750628942011","0"
"Very low transfer dependency","2017","indirect migration background","1373","0.778718169975274","0.759605030645111","0.797831309305437","0"
"High transfer dependency","2018","no migration background","503","0.0196797660079772","0.0177447425814916","0.0216147894344628","2"
"High transfer dependency","2018","indirect migration background","149","0.0622270116125485","0.0510487259539328","0.0734052972711642","2"
"High transfer dependency","2018","direct migration background","686","0.0568966861488658","0.0517569549189203","0.0620364173788113","2"
"Low transfer dependency","2018","no migration background","1044","0.041253464750161","0.038482861131166","0.044024068369156","1"
"Low transfer dependency","2018","direct migration background","652","0.0819026191754541","0.0758183200555329","0.0879869182953753","1"
"Low transfer dependency","2018","indirect migration background","190","0.0703261752468818","0.0584941068181673","0.0821582436755963","1"
"Very high transfer dependency","2018","no migration background","541","0.0246343419133063","0.0224748753131711","0.0267938085134415","3"
"Very high transfer dependency","2018","direct migration background","3141","0.114475645664222","0.107411264996075","0.12154002633237","3"
"Very high transfer dependency","2018","indirect migration background","104","0.0654877579945023","0.0540402902011061","0.0769352257878985","3"
"Very low transfer dependency","2018","no migration background","17705","0.914432427328556","0.910535496526195","0.918329358130916","0"
"Very low transfer dependency","2018","direct migration background","3324","0.746725049011458","0.737075794367716","0.756374303655199","0"
"Very low transfer dependency","2018","indirect migration background","1351","0.801959055146067","0.783517800524719","0.820400309767416","0"
"High transfer dependency","2019","no migration background","430","0.0185639844516816","0.0167166631334564","0.0204113057699068","2"
"High transfer dependency","2019","direct migration background","602","0.0537570139859528","0.048526713126918","0.0589873148449876","2"
"High transfer dependency","2019","indirect migration background","102","0.0562793992678391","0.0455369476848149","0.0670218508508634","2"
"Low transfer dependency","2019","direct migration background","552","0.0856375771516384","0.0791482579555675","0.0921268963477092","1"
"Low transfer dependency","2019","no migration background","974","0.0441307823005294","0.0413198790379048","0.0469416855631539","1"
"Low transfer dependency","2019","indirect migration background","159","0.086628041376913","0.0735163099311037","0.0997397728227224","1"
"Very high transfer dependency","2019","no migration background","443","0.0214329658722328","0.0194509265090635","0.023415005235402","3"
"Very high transfer dependency","2019","direct migration background","2827","0.11106574576201","0.103779016136322","0.118352475387699","3"
"Very high transfer dependency","2019","indirect migration background","111","0.0593960782640005","0.0483784214970249","0.0704137350309761","3"
"Very low transfer dependency","2019","no migration background","18662","0.915872267375556","0.912073323347159","0.919671211403953","0"
"Very low transfer dependency","2019","direct migration background","3162","0.749539663100399","0.739491780415713","0.759587545785084","0"
"Very low transfer dependency","2019","indirect migration background","1396","0.797696481091247","0.778971235719188","0.816421726463307","0"
