"transab_cat2","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2009","Couple + C. LE and GT 16","Rural Area","371","0.872571900207242","0.841200316651901","0.903943483762583"
"Low transfer dependency","2009","1-pers.-HH","Urban Area","82","0.0542148459243815","0.0442833557141282","0.0641463361346348"
"Low transfer dependency","2009","1-pers.-HH","Rural Area","39","0.0475563005187677","0.0336287238607035","0.0614838771768319"
"Low transfer dependency","2009","(Married) couple without C. ","Urban Area","100","0.0252415064582971","0.0206025203205884","0.0298804925960059"
"Low transfer dependency","2009","(Married) couple without C. ","Rural Area","88","0.0374381522882243","0.0296358210091515","0.0452404835672972"
"Low transfer dependency","2009","Single parent ","Urban Area","98","0.190859873445036","0.160649186680131","0.22107056020994"
"Low transfer dependency","2009","Single parent ","Rural Area","50","0.116875875048391","0.0842721676226701","0.149479582474112"
"Low transfer dependency","2009","Couple + C. LE 16 ","Urban Area","134","0.0700351122331095","0.0585081698809519","0.081562054585267"
"Low transfer dependency","2009","Couple + C. LE 16 ","Rural Area","114","0.131323445735171","0.109902107927378","0.152744783542964"
"Low transfer dependency","2009","Couple + C. GT 16 ","Urban Area","68","0.0487567784969535","0.0393814929176876","0.0581320640762195"
"Low transfer dependency","2009","Couple + C. GT 16 ","Rural Area","90","0.0923374954855007","0.0760524119513031","0.108622579019698"
"Low transfer dependency","2009","Couple + C. LE and GT 16","Urban Area","63","0.0848880112033386","0.0662168421737061","0.103559180232971"
"Low transfer dependency","2009","Couple + C. LE and GT 16","Rural Area","43","0.0776953691922611","0.0525105992387074","0.102880139145815"
"High transfer dependency","2009","1-pers.-HH","Urban Area","44","0.0203899880327134","0.0141913803302763","0.0265885957351505"
"High transfer dependency","2009","1-pers.-HH","Rural Area","29","","",""
"High transfer dependency","2009","(Married) couple without C. ","Urban Area","40","0.0100448345360829","0.00709568983486432","0.0129939792373016"
"High transfer dependency","2009","(Married) couple without C. ","Rural Area","21","","",""
"High transfer dependency","2009","Single parent ","Urban Area","36","0.0523578558166949","0.0352338832870964","0.0694818283462935"
"High transfer dependency","2009","Single parent ","Rural Area","27","","",""
"High transfer dependency","2009","Couple + C. LE 16 ","Urban Area","55","0.0285372895010781","0.0210168649423936","0.0360577140597625"
"High transfer dependency","2009","Couple + C. LE 16 ","Rural Area","18","","",""
"High transfer dependency","2009","Couple + C. GT 16 ","Urban Area","15","","",""
"High transfer dependency","2009","Couple + C. GT 16 ","Rural Area","21","","",""
"High transfer dependency","2009","Couple + C. LE and GT 16","Urban Area","19","","",""
"High transfer dependency","2009","Couple + C. LE and GT 16","Rural Area","14","","",""
"Very high transfer dependency","2009","1-pers.-HH","Urban Area","97","0.0607300099142743","0.0502549634519726","0.071205056376576"
"Very high transfer dependency","2009","1-pers.-HH","Rural Area","60","0.0674192401099592","0.0510100547172805","0.0838284255026379"
"Very high transfer dependency","2009","(Married) couple without C. ","Urban Area","20","","",""
"Very high transfer dependency","2009","(Married) couple without C. ","Rural Area","25","","",""
"Very high transfer dependency","2009","Single parent ","Urban Area","69","0.1238300472737","0.0985080119790827","0.149152082568317"
"Very high transfer dependency","2009","Single parent ","Rural Area","50","0.124492942286172","0.090989003505683","0.15799688106666"
"Very high transfer dependency","2009","Couple + C. LE 16 ","Urban Area","45","0.0344322436015885","0.0261966108984354","0.0426678763047415"
"Very high transfer dependency","2009","Couple + C. LE 16 ","Rural Area","31","0.0399343407564598","0.0275158124164474","0.0523528690964722"
"Very high transfer dependency","2009","Couple + C. GT 16 ","Urban Area","28","","",""
"Very high transfer dependency","2009","Couple + C. GT 16 ","Rural Area","21","","",""
"Very high transfer dependency","2009","Couple + C. LE and GT 16","Urban Area","28","","",""
"Very high transfer dependency","2009","Couple + C. LE and GT 16","Rural Area","6","","",""
"Very low transfer dependency","2010","1-pers.-HH","Urban Area","1679","0.866715871098339","0.851400937483639","0.882030804713038"
"Very low transfer dependency","2010","1-pers.-HH","Rural Area","737","0.870066031979082","0.847449203547864","0.892682860410301"
"Very low transfer dependency","2010","(Married) couple without C. ","Urban Area","4038","0.949610707562828","0.942993590688376","0.95622782443728"
"Very low transfer dependency","2010","(Married) couple without C. ","Rural Area","2007","0.938057656247484","0.927803930976708","0.948311381518261"
"Very low transfer dependency","2010","Single parent ","Urban Area","867","0.602217383944924","0.577827907483752","0.626606860406096"
"Very low transfer dependency","2010","Single parent ","Rural Area","404","0.684012725016855","0.651448998597685","0.716576451436024"
"Very low transfer dependency","2010","Couple + C. LE 16 ","Urban Area","3809","0.826853612330272","0.816411662944162","0.837295561716383"
"Very low transfer dependency","2010","Couple + C. LE 16 ","Rural Area","1862","0.818710191619856","0.803918675926194","0.833501707313518"
"Very low transfer dependency","2010","Couple + C. GT 16 ","Urban Area","1709","0.902137934130639","0.888609297143072","0.915666571118207"
"Very low transfer dependency","2010","Couple + C. GT 16 ","Rural Area","1006","0.911548420411422","0.894918822533585","0.928178018289259"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","Urban Area","877","0.806532192904607","0.783459722168977","0.829604663640238"
"Very low transfer dependency","2010","Couple + C. LE and GT 16","Rural Area","458","0.824278167446413","0.794630126871282","0.853926208021545"
"Low transfer dependency","2010","1-pers.-HH","Urban Area","74","0.0397750097574722","0.0309689997504243","0.0485810197645201"
"Low transfer dependency","2010","1-pers.-HH","Rural Area","30","0.0376913115052791","0.0248806347184705","0.0505019882920876"
"Low transfer dependency","2010","(Married) couple without C. ","Urban Area","99","0.0322974271273056","0.026949545506633","0.0376453087479783"
"Low transfer dependency","2010","(Married) couple without C. ","Rural Area","76","0.0443920731246255","0.0356308310659128","0.0531533151833382"
"Low transfer dependency","2010","Single parent ","Urban Area","195","0.139855176381492","0.122571823513743","0.157138529249241"
"Low transfer dependency","2010","Single parent ","Rural Area","115","0.11613795247546","0.093696728744086","0.138579176206835"
"Low transfer dependency","2010","Couple + C. LE 16 ","Urban Area","709","0.0964843440219926","0.0883362352578564","0.104632452786129"
"Low transfer dependency","2010","Couple + C. LE 16 ","Rural Area","435","0.102500378559634","0.0908553446625866","0.114145412456681"
"Low transfer dependency","2010","Couple + C. GT 16 ","Urban Area","87","0.0623003362962036","0.0512954019242513","0.0733052706681559"
"Low transfer dependency","2010","Couple + C. GT 16 ","Rural Area","79","0.0560436285510219","0.0425733007706578","0.0695139563313861"
"Low transfer dependency","2010","Couple + C. LE and GT 16","Urban Area","151","0.131336409611875","0.111607763849011","0.151065055374738"
"Low transfer dependency","2010","Couple + C. LE and GT 16","Rural Area","118","0.108063862437352","0.0838784577273927","0.13224926714731"
"High transfer dependency","2010","1-pers.-HH","Urban Area","37","0.0238822444339288","0.017002438293657","0.0307620505742006"
"High transfer dependency","2010","1-pers.-HH","Rural Area","24","","",""
"High transfer dependency","2010","(Married) couple without C. ","Urban Area","33","0.0098784792719905","0.00688679216055624","0.0128701663834248"
"High transfer dependency","2010","(Married) couple without C. ","Rural Area","24","","",""
"High transfer dependency","2010","Single parent ","Urban Area","197","0.128496534346082","0.111820867857944","0.14517220083422"
"High transfer dependency","2010","Single parent ","Rural Area","126","0.116031385505727","0.0935991078492457","0.138463663162208"
"High transfer dependency","2010","Couple + C. LE 16 ","Urban Area","237","0.0344122770061682","0.0293817541705683","0.039442799841768"
"High transfer dependency","2010","Couple + C. LE 16 ","Rural Area","140","0.0380280486818717","0.0306847006693397","0.0453713966944037"
"High transfer dependency","2010","Couple + C. GT 16 ","Urban Area","18","","",""
"High transfer dependency","2010","Couple + C. GT 16 ","Rural Area","20","","",""
"High transfer dependency","2010","Couple + C. LE and GT 16","Urban Area","29","","",""
"High transfer dependency","2010","Couple + C. LE and GT 16","Rural Area","21","","",""
"Very high transfer dependency","2010","1-pers.-HH","Urban Area","102","0.0696268747102604","0.0581584292305747","0.0810953201899462"
"Very high transfer dependency","2010","1-pers.-HH","Rural Area","58","0.0672221171471262","0.0503783410766555","0.084065893217597"
"Very high transfer dependency","2010","(Married) couple without C. ","Urban Area","28","","",""
"Very high transfer dependency","2010","(Married) couple without C. ","Rural Area","16","","",""
"Very high transfer dependency","2010","Single parent ","Urban Area","288","0.129430905327502","0.112703693702792","0.146158116952212"
"Very high transfer dependency","2010","Single parent ","Rural Area","138","0.0838179370019583","0.0644078900400473","0.103227983963869"
"Very high transfer dependency","2010","Couple + C. LE 16 ","Urban Area","289","0.0422497666415668","0.0366984136618998","0.0478011196212337"
"Very high transfer dependency","2010","Couple + C. LE 16 ","Rural Area","169","0.0407613811386383","0.0331695129640312","0.0483532493132454"
"Very high transfer dependency","2010","Couple + C. GT 16 ","Urban Area","39","0.0285822642423151","0.0209954105241925","0.0361691179604378"
"Very high transfer dependency","2010","Couple + C. GT 16 ","Rural Area","15","","",""
"Very high transfer dependency","2010","Couple + C. LE and GT 16","Urban Area","69","0.0452798062134839","0.0331355972949878","0.05742401513198"
"Very high transfer dependency","2010","Couple + C. LE and GT 16","Rural Area","36","0.035741050071777","0.0212791042826309","0.050202995860923"
"Very low transfer dependency","2011","1-pers.-HH","Urban Area","2127","0.860785266433524","0.847086251799589","0.87448428106746"
"Very low transfer dependency","2011","1-pers.-HH","Rural Area","940","0.834249971644619","0.812559148866233","0.855940794423005"
"Very low transfer dependency","2011","(Married) couple without C. ","Urban Area","4973","0.954160459472455","0.948480523516648","0.959840395428262"
"Very low transfer dependency","2011","(Married) couple without C. ","Rural Area","2734","0.928600318454967","0.919249698623737","0.937950938286197"
"Very low transfer dependency","2011","Single parent ","Urban Area","1111","0.596122404731872","0.574327362318614","0.61791744714513"
"Very low transfer dependency","2011","Single parent ","Rural Area","538","0.686069745205694","0.657363132184978","0.714776358226409"
"Very low transfer dependency","2011","Couple + C. LE 16 ","Urban Area","3852","0.829169960885096","0.818885026833524","0.839454894936667"
"Very low transfer dependency","2011","Couple + C. LE 16 ","Rural Area","1921","0.794383304765149","0.779247820659821","0.809518788870477"
"Very low transfer dependency","2011","Couple + C. GT 16 ","Urban Area","1986","0.911930741058844","0.89995727033919","0.923904211778498"
"Very low transfer dependency","2011","Couple + C. GT 16 ","Rural Area","1125","0.926359774034211","0.91178123671175","0.940938311356671"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","Urban Area","1047","0.835078894690335","0.815491898890786","0.854665890489885"
"Very low transfer dependency","2011","Couple + C. LE and GT 16","Rural Area","669","0.815461576325663","0.790215749318981","0.840707403332345"
"Low transfer dependency","2011","1-pers.-HH","Urban Area","92","0.0354713570994055","0.0281516149306436","0.0427910992681674"
"Low transfer dependency","2011","1-pers.-HH","Rural Area","62","0.0542910392448146","0.0410737026602288","0.0675083758294004"
