"transab_cat2","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2019","West Germany","Female","444","0.0249125292550837","0.0220924861416043","0.0277325723685631","2"
"High transfer dependency","2019","East Germany","Male","108","0.0321971988715238","0.0258315111774473","0.0385628865656002","2"
"High transfer dependency","2019","East Germany","Female","128","0.0263934055863562","0.020781141946045","0.0320056692266674","2"
"Low transfer dependency","2019","West Germany","Male","585","0.0481132098740876","0.0442046022142658","0.0520218175339094","1"
"Low transfer dependency","2019","West Germany","Female","694","0.0539688502553817","0.0498804881861419","0.0580572123246214","1"
"Low transfer dependency","2019","East Germany","Female","218","0.0643177781504861","0.0557290609985676","0.0729064953024046","1"
"Low transfer dependency","2019","East Germany","Male","182","0.0640138637471947","0.055186834326167","0.0728408931682225","1"
"Very high transfer dependency","2019","West Germany","Male","1493","0.0374489050530612","0.0339813072336598","0.0409165028724626","3"
"Very high transfer dependency","2019","West Germany","Female","1276","0.0333415950244211","0.0300933053554678","0.0365898846933745","3"
"Very high transfer dependency","2019","East Germany","Male","312","0.0664146011070367","0.0574351114361157","0.0753940907779577","3"
"Very high transfer dependency","2019","East Germany","Female","294","0.0370036043490694","0.030394647137309","0.0436125615608297","3"
"Very low transfer dependency","2019","West Germany","Male","8986","0.887326341485809","0.881551365958833","0.893101317012785","0"
"Very low transfer dependency","2019","West Germany","Female","9320","0.887777025465114","0.88206595014483","0.893488100785397","0"
"Very low transfer dependency","2019","East Germany","Male","2352","0.837374336274245","0.82406681375255","0.85068185879594","0"
"Very low transfer dependency","2019","East Germany","Female","2494","0.872285211914088","0.860599681141506","0.883970742686671","0"
