"year","bula_h","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2015","Baden-Württemberg","Female","99.5","99.5","1772","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Baden-Württemberg","Male","99.5","99.5","1526","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Bavaria","Female","99.5","99.5","2432","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Bavaria","Male","99.5","99.5","2079","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Berlin","Female","99.5","99.5","551","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Berlin","Male","99.5","99.5","461","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Brandenburg","Female","99.5","99.5","569","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Brandenburg","Male","99.5","99.5","468","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Bremen","Female","99.5","99.5","107","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Bremen","Male","99.5","99.5","86","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Hamburg","Female","99.5","99.5","253","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Hamburg","Male","99.5","99.5","219","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Hesse","Female","99.5","99.5","1034","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Hesse","Male","99.5","99.5","894","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Lower Saxony","Female","99.5","99.5","1437","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Lower Saxony","Male","99.5","99.5","1243","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Mecklenburg-Western Pomerania","Female","99.5","99.5","317","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Mecklenburg-Western Pomerania","Male","99.5","99.5","251","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","North Rhine-Westphalia","Female","99.5","99.5","3111","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","North Rhine-Westphalia","Male","99.5","99.5","2635","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Rhineland-Palatinate,Saarland","Female","99.5","99.5","891","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Rhineland-Palatinate,Saarland","Male","99.5","99.5","765","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Saxony","Female","99.5","99.5","830","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Saxony","Male","99.5","99.5","751","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Saxony-Anhalt","Female","99.5","99.5","503","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Saxony-Anhalt","Male","99.5","99.5","412","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Schleswig-Holstein","Female","99.5","99.5","501","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Schleswig-Holstein","Male","99.5","99.5","417","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Thuringia","Female","99.5","99.5","536","99.5","99.5","99.5","99.5","99.5","99.5"
"2015","Thuringia","Male","99.5","99.5","461","99.5","99.5","99.5","99.5","99.5","99.5"
"2016","Baden-Württemberg","Female","100","100","1842","100","100","100","100","100","100"
"2016","Baden-Württemberg","Male","100","100","1717","100","100","100","100","100","100"
"2016","Bavaria","Female","100","100","2393","100","100","100","100","100","100"
"2016","Bavaria","Male","100","100","2257","100","100","100","100","100","100"
"2016","Berlin","Female","100","100","628","100","100","100","100","100","100"
"2016","Berlin","Male","100","100","591","100","100","100","100","100","100"
"2016","Brandenburg","Female","100","100","598","100","100","100","100","100","100"
"2016","Brandenburg","Male","100","100","590","100","100","100","100","100","100"
"2016","Bremen","Female","100","100","120","100","100","100","100","100","100"
"2016","Bremen","Male","100","100","119","100","100","100","100","100","100"
"2016","Hamburg","Female","100","100","281","100","100","100","100","100","100"
"2016","Hamburg","Male","100","100","254","100","100","100","100","100","100"
"2016","Hesse","Female","100","100","1039","100","100","100","100","100","100"
"2016","Hesse","Male","100","100","953","100","100","100","100","100","100"
"2016","Lower Saxony","Female","100","100","1474","100","100","100","100","100","100"
"2016","Lower Saxony","Male","100","100","1366","100","100","100","100","100","100"
"2016","Mecklenburg-Western Pomerania","Female","100","100","330","100","100","100","100","100","100"
"2016","Mecklenburg-Western Pomerania","Male","100","100","295","100","100","100","100","100","100"
"2016","North Rhine-Westphalia","Female","100","100","3127","100","100","100","100","100","100"
"2016","North Rhine-Westphalia","Male","100","100","2909","100","100","100","100","100","100"
"2016","Rhineland-Palatinate,Saarland","Female","100","100","917","100","100","100","100","100","100"
"2016","Rhineland-Palatinate,Saarland","Male","100","100","895","100","100","100","100","100","100"
"2016","Saxony","Female","100","100","861","100","100","100","100","100","100"
"2016","Saxony","Male","100","100","810","100","100","100","100","100","100"
"2016","Saxony-Anhalt","Female","100","100","521","100","100","100","100","100","100"
"2016","Saxony-Anhalt","Male","100","100","433","100","100","100","100","100","100"
"2016","Schleswig-Holstein","Female","100","100","525","100","100","100","100","100","100"
"2016","Schleswig-Holstein","Male","100","100","538","100","100","100","100","100","100"
"2016","Thuringia","Female","100","100","532","100","100","100","100","100","100"
"2016","Thuringia","Male","100","100","486","100","100","100","100","100","100"
"2017","Baden-Württemberg","Female","100.5","100.5","1958","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Baden-Württemberg","Male","100.5","100.5","1818","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Bavaria","Female","100.5","100.5","2604","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Bavaria","Male","100.5","100.5","2444","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Berlin","Female","100.5","100.5","599","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Berlin","Male","100.5","100.5","586","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Brandenburg","Female","100.5","100.5","644","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Brandenburg","Male","100.5","100.5","608","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Bremen","Female","100.5","100.5","147","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Bremen","Male","100.5","100.5","144","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Hamburg","Female","100.5","100.5","324","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Hamburg","Male","100.5","100.5","315","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Hesse","Female","100.5","100.5","1238","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Hesse","Male","100.5","100.5","1236","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Lower Saxony","Female","100.5","100.5","1737","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Lower Saxony","Male","100.5","100.5","1652","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Mecklenburg-Western Pomerania","Female","100.5","100.5","341","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Mecklenburg-Western Pomerania","Male","100.5","100.5","302","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","North Rhine-Westphalia","Female","100.5","100.5","3587","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","North Rhine-Westphalia","Male","100.5","100.5","3423","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Rhineland-Palatinate,Saarland","Female","100.5","100.5","952","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Rhineland-Palatinate,Saarland","Male","100.5","100.5","928","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Saxony","Female","100.5","100.5","970","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Saxony","Male","100.5","100.5","901","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Saxony-Anhalt","Female","100.5","100.5","577","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Saxony-Anhalt","Male","100.5","100.5","478","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Schleswig-Holstein","Female","100.5","100.5","641","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Schleswig-Holstein","Male","100.5","100.5","618","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Thuringia","Female","100.5","100.5","596","100.5","100.5","100.5","100.5","100.5","100.5"
"2017","Thuringia","Male","100.5","100.5","538","100.5","100.5","100.5","100.5","100.5","100.5"
"2018","Baden-Württemberg","Female","102","102","1718","102","102","102","102","102","102"
"2018","Baden-Württemberg","Male","102","102","1630","102","102","102","102","102","102"
"2018","Bavaria","Female","102","102","2385","102","102","102","102","102","102"
"2018","Bavaria","Male","102","102","2187","102","102","102","102","102","102"
"2018","Berlin","Female","102","102","595","102","102","102","102","102","102"
"2018","Berlin","Male","102","102","606","102","102","102","102","102","102"
"2018","Brandenburg","Female","102","102","606","102","102","102","102","102","102"
"2018","Brandenburg","Male","102","102","577","102","102","102","102","102","102"
"2018","Bremen","Female","102","102","156","102","102","102","102","102","102"
"2018","Bremen","Male","102","102","153","102","102","102","102","102","102"
"2018","Hamburg","Female","102","102","310","102","102","102","102","102","102"
"2018","Hamburg","Male","102","102","266","102","102","102","102","102","102"
"2018","Hesse","Female","102","102","1150","102","102","102","102","102","102"
"2018","Hesse","Male","102","102","1118","102","102","102","102","102","102"
"2018","Lower Saxony","Female","102","102","1646","102","102","102","102","102","102"
"2018","Lower Saxony","Male","102","102","1514","102","102","102","102","102","102"
"2018","Mecklenburg-Western Pomerania","Female","102","102","362","102","102","102","102","102","102"
"2018","Mecklenburg-Western Pomerania","Male","102","102","305","102","102","102","102","102","102"
"2018","North Rhine-Westphalia","Female","102","102","3382","102","102","102","102","102","102"
"2018","North Rhine-Westphalia","Male","102","102","3144","102","102","102","102","102","102"
"2018","Rhineland-Palatinate,Saarland","Female","102","102","915","102","102","102","102","102","102"
"2018","Rhineland-Palatinate,Saarland","Male","102","102","882","102","102","102","102","102","102"
"2018","Saxony","Female","102","102","937","102","102","102","102","102","102"
"2018","Saxony","Male","102","102","866","102","102","102","102","102","102"
"2018","Saxony-Anhalt","Female","102","102","569","102","102","102","102","102","102"
"2018","Saxony-Anhalt","Male","102","102","470","102","102","102","102","102","102"
"2018","Schleswig-Holstein","Female","102","102","587","102","102","102","102","102","102"
"2018","Schleswig-Holstein","Male","102","102","566","102","102","102","102","102","102"
"2018","Thuringia","Female","102","102","568","102","102","102","102","102","102"
"2018","Thuringia","Male","102","102","510","102","102","102","102","102","102"
"2019","Baden-Württemberg","Female","103.8","103.8","1704","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Baden-Württemberg","Male","103.8","103.8","1632","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Bavaria","Female","103.8","103.8","2263","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Bavaria","Male","103.8","103.8","2268","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Berlin","Female","103.8","103.8","571","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Berlin","Male","103.8","103.8","613","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Brandenburg","Female","103.8","103.8","643","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Brandenburg","Male","103.8","103.8","612","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Bremen","Female","103.8","103.8","154","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Bremen","Male","103.8","103.8","141","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Hamburg","Female","103.8","103.8","324","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Hamburg","Male","103.8","103.8","304","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Hesse","Female","103.8","103.8","1016","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Hesse","Male","103.8","103.8","1078","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Lower Saxony","Female","103.8","103.8","1551","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Lower Saxony","Male","103.8","103.8","1462","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Mecklenburg-Western Pomerania","Female","103.8","103.8","339","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Mecklenburg-Western Pomerania","Male","103.8","103.8","324","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","North Rhine-Westphalia","Female","103.8","103.8","3275","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","North Rhine-Westphalia","Male","103.8","103.8","3202","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Rhineland-Palatinate,Saarland","Female","103.8","103.8","876","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Rhineland-Palatinate,Saarland","Male","103.8","103.8","838","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Saxony","Female","103.8","103.8","906","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Saxony","Male","103.8","103.8","875","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Saxony-Anhalt","Female","103.8","103.8","542","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Saxony-Anhalt","Male","103.8","103.8","479","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Schleswig-Holstein","Female","103.8","103.8","588","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Schleswig-Holstein","Male","103.8","103.8","610","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Thuringia","Female","103.8","103.8","533","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
"2019","Thuringia","Male","103.8","103.8","487","103.8","103.8","103.800003051758","103.800003051758","103.800003051758","103.800003051758"
