"year","bula_h","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1992","Schleswig-Holstein","Female","67.2","67.2","143","67.2","67.2","67.1999969482422","67.1999969482422","67.1999969482422","67.1999969482422"
"1992","Schleswig-Holstein","Male","67.2","67.2","129","67.2","67.2","67.1999969482422","67.1999969482422","67.1999969482422","67.1999969482422"
"1992","Thuringia","Female","57","57","357","57","57","57","57","57","57"
"1992","Thuringia","Male","57","57","326","57","57","57","57","57","57"
"1993","Baden-Württemberg","Female","69.8","69.8","893","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Baden-Württemberg","Male","69.8","69.8","900","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Bavaria","Female","69.8","69.8","827","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Bavaria","Male","69.8","69.8","802","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Berlin","Female","67.88","69.8","306","67.59","68.17","64.5999984741211","64.5999984741211","69.8000030517578","69.8000030517578"
"1993","Berlin","Male","67.66","69.8","274","67.35","67.97","64.5999984741211","64.5999984741211","69.8000030517578","69.8000030517578"
"1993","Brandenburg","Female","64.6","64.6","327","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1993","Brandenburg","Male","64.6","64.6","305","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1993","Bremen","Female","69.8","69.8","49","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Bremen","Male","69.8","69.8","44","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Hamburg","Female","69.8","69.8","77","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Hamburg","Male","69.8","69.8","68","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Hesse","Female","69.8","69.8","479","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Hesse","Male","69.8","69.8","462","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Lower Saxony","Female","69.8","69.8","495","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Lower Saxony","Male","69.8","69.8","489","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Mecklenburg-Western Pomerania","Female","64.6","64.6","208","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1993","Mecklenburg-Western Pomerania","Male","64.6","64.6","198","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1993","North Rhine-Westphalia","Female","69.8","69.8","1299","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","North Rhine-Westphalia","Male","69.8","69.8","1219","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Rhineland-Palatinate,Saarland","Female","69.8","69.8","335","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Rhineland-Palatinate,Saarland","Male","69.8","69.8","307","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Saxony","Female","64.6","64.6","600","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1993","Saxony","Male","64.6","64.6","521","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1993","Saxony-Anhalt","Female","64.6","64.6","396","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1993","Saxony-Anhalt","Male","64.6","64.6","348","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1993","Schleswig-Holstein","Female","69.8","69.8","149","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Schleswig-Holstein","Male","69.8","69.8","138","69.8","69.8","69.8000030517578","69.8000030517578","69.8000030517578","69.8000030517578"
"1993","Thuringia","Female","64.6","64.6","345","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1993","Thuringia","Male","64.6","64.6","318","64.6","64.6","64.5999984741211","64.5999984741211","64.5999984741211","64.5999984741211"
"1994","Baden-Württemberg","Female","72.3","72.3","880","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Baden-Württemberg","Male","72.3","72.3","864","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Bavaria","Female","72.3","72.3","819","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Bavaria","Male","72.3","72.3","777","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Berlin","Female","72.01","72.3","295","71.96","72.06","71.5","71.5","72.3000030517578","72.3000030517578"
"1994","Berlin","Male","71.98","72.3","261","71.93","72.03","71.5","71.5","72.3000030517578","72.3000030517578"
"1994","Brandenburg","Female","71.5","71.5","315","71.5","71.5","71.5","71.5","71.5","71.5"
"1994","Brandenburg","Male","71.5","71.5","294","71.5","71.5","71.5","71.5","71.5","71.5"
"1994","Bremen","Female","72.3","72.3","47","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Bremen","Male","72.3","72.3","42","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Hamburg","Female","72.3","72.3","78","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Hamburg","Male","72.3","72.3","65","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Hesse","Female","72.3","72.3","475","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Hesse","Male","72.3","72.3","451","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Lower Saxony","Female","72.3","72.3","492","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Lower Saxony","Male","72.3","72.3","481","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Mecklenburg-Western Pomerania","Female","71.5","71.5","208","71.5","71.5","71.5","71.5","71.5","71.5"
"1994","Mecklenburg-Western Pomerania","Male","71.5","71.5","205","71.5","71.5","71.5","71.5","71.5","71.5"
"1994","North Rhine-Westphalia","Female","72.3","72.3","1278","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","North Rhine-Westphalia","Male","72.3","72.3","1188","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Rhineland-Palatinate,Saarland","Female","72.3","72.3","336","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Rhineland-Palatinate,Saarland","Male","72.3","72.3","300","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Saxony","Female","71.5","71.5","604","71.5","71.5","71.5","71.5","71.5","71.5"
"1994","Saxony","Male","71.5","71.5","529","71.5","71.5","71.5","71.5","71.5","71.5"
"1994","Saxony-Anhalt","Female","71.5","71.5","377","71.5","71.5","71.5","71.5","71.5","71.5"
"1994","Saxony-Anhalt","Male","71.5","71.5","330","71.5","71.5","71.5","71.5","71.5","71.5"
"1994","Schleswig-Holstein","Female","72.3","72.3","151","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Schleswig-Holstein","Male","72.3","72.3","137","72.3","72.3","72.3000030517578","72.3000030517578","72.3000030517578","72.3000030517578"
"1994","Thuringia","Female","71.5","71.5","349","71.5","71.5","71.5","71.5","71.5","71.5"
"1994","Thuringia","Male","71.5","71.5","316","71.5","71.5","71.5","71.5","71.5","71.5"
"1995","Baden-Württemberg","Female","74.3","74.3","925","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Baden-Württemberg","Male","74.3","74.3","886","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Bavaria","Female","74.3","74.3","869","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Bavaria","Male","74.3","74.3","830","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Berlin","Female","74.23","74.3","302","74.22","74.24","74.0999984741211","74.0999984741211","74.3000030517578","74.3000030517578"
"1995","Berlin","Male","74.23","74.3","270","74.22","74.24","74.0999984741211","74.0999984741211","74.3000030517578","74.3000030517578"
"1995","Brandenburg","Female","74.1","74.1","310","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1995","Brandenburg","Male","74.1","74.1","281","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1995","Bremen","Female","74.3","74.3","52","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Bremen","Male","74.3","74.3","44","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Hamburg","Female","74.3","74.3","70","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Hamburg","Male","74.3","74.3","63","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Hesse","Female","74.3","74.3","495","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Hesse","Male","74.3","74.3","461","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Lower Saxony","Female","74.3","74.3","528","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Lower Saxony","Male","74.3","74.3","521","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Mecklenburg-Western Pomerania","Female","74.1","74.1","212","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1995","Mecklenburg-Western Pomerania","Male","74.1","74.1","205","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1995","North Rhine-Westphalia","Female","74.3","74.3","1349","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","North Rhine-Westphalia","Male","74.3","74.3","1249","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Rhineland-Palatinate,Saarland","Female","74.3","74.3","371","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Rhineland-Palatinate,Saarland","Male","74.3","74.3","343","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Saxony","Female","74.1","74.1","584","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1995","Saxony","Male","74.1","74.1","519","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1995","Saxony-Anhalt","Female","74.1","74.1","374","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1995","Saxony-Anhalt","Male","74.1","74.1","319","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1995","Schleswig-Holstein","Female","74.3","74.3","150","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Schleswig-Holstein","Male","74.3","74.3","135","74.3","74.3","74.3000030517578","74.3000030517578","74.3000030517578","74.3000030517578"
"1995","Thuringia","Female","74.1","74.1","339","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1995","Thuringia","Male","74.1","74.1","314","74.1","74.1","74.0999984741211","74.0999984741211","74.0999984741211","74.0999984741211"
"1996","Baden-Württemberg","Female","75.5","75.5","881","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Baden-Württemberg","Male","75.5","75.5","839","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Bavaria","Female","75.5","75.5","846","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Bavaria","Male","75.5","75.5","821","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Berlin","Female","75.5","75.5","290","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Berlin","Male","75.5","75.5","257","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Brandenburg","Female","75.5","75.5","314","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Brandenburg","Male","75.5","75.5","286","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Bremen","Female","75.5","75.5","49","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Bremen","Male","75.5","75.5","46","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Hamburg","Female","75.5","75.5","68","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Hamburg","Male","75.5","75.5","60","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Hesse","Female","75.5","75.5","472","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Hesse","Male","75.5","75.5","443","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Lower Saxony","Female","75.5","75.5","540","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Lower Saxony","Male","75.5","75.5","510","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Mecklenburg-Western Pomerania","Female","75.5","75.5","202","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Mecklenburg-Western Pomerania","Male","75.5","75.5","198","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","North Rhine-Westphalia","Female","75.5","75.5","1345","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","North Rhine-Westphalia","Male","75.5","75.5","1221","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Rhineland-Palatinate,Saarland","Female","75.5","75.5","359","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Rhineland-Palatinate,Saarland","Male","75.5","75.5","337","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Saxony","Female","75.5","75.5","586","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Saxony","Male","75.5","75.5","526","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Saxony-Anhalt","Female","75.5","75.5","365","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Saxony-Anhalt","Male","75.5","75.5","314","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Schleswig-Holstein","Female","75.5","75.5","150","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Schleswig-Holstein","Male","75.5","75.5","138","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Thuringia","Female","75.5","75.5","342","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Thuringia","Male","75.5","75.5","319","75.5","75.5","75.5","75.5","75.5","75.5"
"1997","Baden-Württemberg","Female","76.5","76.5","875","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Baden-Württemberg","Male","76.5","76.5","850","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Bavaria","Female","76.5","76.5","833","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Bavaria","Male","76.5","76.5","799","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Berlin","Female","76.64","76.5","267","76.62","76.66","76.5","76.5","76.9000015258789","76.9000015258789"
"1997","Berlin","Male","76.66","76.5","246","76.63","76.69","76.5","76.5","76.9000015258789","76.9000015258789"
"1997","Brandenburg","Female","76.9","76.9","305","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1997","Brandenburg","Male","76.9","76.9","295","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1997","Bremen","Female","76.5","76.5","48","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Bremen","Male","76.5","76.5","46","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Hamburg","Female","76.5","76.5","65","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Hamburg","Male","76.5","76.5","60","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Hesse","Female","76.5","76.5","439","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Hesse","Male","76.5","76.5","417","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Lower Saxony","Female","76.5","76.5","536","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Lower Saxony","Male","76.5","76.5","509","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Mecklenburg-Western Pomerania","Female","76.9","76.9","197","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1997","Mecklenburg-Western Pomerania","Male","76.9","76.9","194","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1997","North Rhine-Westphalia","Female","76.5","76.5","1317","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","North Rhine-Westphalia","Male","76.5","76.5","1205","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Rhineland-Palatinate,Saarland","Female","76.5","76.5","374","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Rhineland-Palatinate,Saarland","Male","76.5","76.5","341","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Saxony","Female","76.9","76.9","575","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1997","Saxony","Male","76.9","76.9","518","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1997","Saxony-Anhalt","Female","76.9","76.9","359","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1997","Saxony-Anhalt","Male","76.9","76.9","310","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1997","Schleswig-Holstein","Female","76.5","76.5","143","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Schleswig-Holstein","Male","76.5","76.5","129","76.5","76.5","76.5","76.5","76.5","76.5"
"1997","Thuringia","Female","76.9","76.9","344","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1997","Thuringia","Male","76.9","76.9","318","76.9","76.9","76.9000015258789","76.9000015258789","76.9000015258789","76.9000015258789"
"1998","Baden-Württemberg","Female","77.9","77.9","946","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Baden-Württemberg","Male","77.9","77.9","885","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Bavaria","Female","77.9","77.9","969","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Bavaria","Male","77.9","77.9","910","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Berlin","Female","78.2","77.9","281","78.15","78.25","77.9000015258789","77.9000015258789","78.6999969482422","78.6999969482422"
"1998","Berlin","Male","78.22","77.9","251","78.17","78.27","77.9000015258789","77.9000015258789","78.6999969482422","78.6999969482422"
"1998","Brandenburg","Female","78.7","78.7","319","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1998","Brandenburg","Male","78.7","78.7","305","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1998","Bremen","Female","77.9","77.9","53","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Bremen","Male","77.9","77.9","48","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Hamburg","Female","77.9","77.9","86","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Hamburg","Male","77.9","77.9","68","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Hesse","Female","77.9","77.9","487","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Hesse","Male","77.9","77.9","466","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Lower Saxony","Female","77.9","77.9","608","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Lower Saxony","Male","77.9","77.9","597","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Mecklenburg-Western Pomerania","Female","78.7","78.7","210","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1998","Mecklenburg-Western Pomerania","Male","78.7","78.7","201","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1998","North Rhine-Westphalia","Female","77.9","77.9","1482","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","North Rhine-Westphalia","Male","77.9","77.9","1376","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Rhineland-Palatinate,Saarland","Female","77.9","77.9","420","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Rhineland-Palatinate,Saarland","Male","77.9","77.9","387","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Saxony","Female","78.7","78.7","616","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1998","Saxony","Male","78.7","78.7","572","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1998","Saxony-Anhalt","Female","78.7","78.7","362","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1998","Saxony-Anhalt","Male","78.7","78.7","331","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1998","Schleswig-Holstein","Female","77.9","77.9","192","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Schleswig-Holstein","Male","77.9","77.9","164","77.9","77.9","77.9000015258789","77.9000015258789","77.9000015258789","77.9000015258789"
"1998","Thuringia","Female","78.7","78.7","380","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1998","Thuringia","Male","78.7","78.7","355","78.7","78.7","78.6999969482422","78.6999969482422","78.6999969482422","78.6999969482422"
"1999","Baden-Württemberg","Female","78.6","78.6","891","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Baden-Württemberg","Male","78.6","78.6","851","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Bavaria","Female","78.6","78.6","928","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Bavaria","Male","78.6","78.6","876","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Berlin","Female","78.92","78.6","270","78.87","78.97","78.5999984741211","78.5999984741211","79.5","79.5"
"1999","Berlin","Male","78.95","78.6","246","78.89","79.01","78.5999984741211","78.5999984741211","79.5","79.5"
"1999","Brandenburg","Female","79.5","79.5","316","79.5","79.5","79.5","79.5","79.5","79.5"
"1999","Brandenburg","Male","79.5","79.5","286","79.5","79.5","79.5","79.5","79.5","79.5"
"1999","Bremen","Female","78.6","78.6","49","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Bremen","Male","78.6","78.6","40","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Hamburg","Female","78.6","78.6","76","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Hamburg","Male","78.6","78.6","64","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Hesse","Female","78.6","78.6","466","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Hesse","Male","78.6","78.6","435","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Lower Saxony","Female","78.6","78.6","590","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Lower Saxony","Male","78.6","78.6","586","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Mecklenburg-Western Pomerania","Female","79.5","79.5","206","79.5","79.5","79.5","79.5","79.5","79.5"
"1999","Mecklenburg-Western Pomerania","Male","79.5","79.5","196","79.5","79.5","79.5","79.5","79.5","79.5"
"1999","North Rhine-Westphalia","Female","78.6","78.6","1406","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","North Rhine-Westphalia","Male","78.6","78.6","1312","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Rhineland-Palatinate,Saarland","Female","78.6","78.6","405","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Rhineland-Palatinate,Saarland","Male","78.6","78.6","369","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Saxony","Female","79.5","79.5","608","79.5","79.5","79.5","79.5","79.5","79.5"
"1999","Saxony","Male","79.5","79.5","549","79.5","79.5","79.5","79.5","79.5","79.5"
"1999","Saxony-Anhalt","Female","79.5","79.5","362","79.5","79.5","79.5","79.5","79.5","79.5"
"1999","Saxony-Anhalt","Male","79.5","79.5","332","79.5","79.5","79.5","79.5","79.5","79.5"
"1999","Schleswig-Holstein","Female","78.6","78.6","178","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Schleswig-Holstein","Male","78.6","78.6","152","78.6","78.6","78.5999984741211","78.5999984741211","78.5999984741211","78.5999984741211"
"1999","Thuringia","Female","79.5","79.5","372","79.5","79.5","79.5","79.5","79.5","79.5"
"1999","Thuringia","Male","79.5","79.5","351","79.5","79.5","79.5","79.5","79.5","79.5"
"2000","Baden-Württemberg","Female","79.1","79.1","1530","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Baden-Württemberg","Male","79.1","79.1","1444","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Bavaria","Female","79.1","79.1","1766","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Bavaria","Male","79.1","79.1","1633","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Berlin","Female","79.38","79.1","431","79.35","79.41","79.0999984741211","79.0999984741211","79.8000030517578","79.8000030517578"
"2000","Berlin","Male","79.37","79.1","392","79.34","79.4","79.0999984741211","79.0999984741211","79.8000030517578","79.8000030517578"
"2000","Brandenburg","Female","79.8","79.8","522","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2000","Brandenburg","Male","79.8","79.8","500","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2000","Bremen","Female","79.1","79.1","102","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Bremen","Male","79.1","79.1","86","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Hamburg","Female","79.1","79.1","167","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Hamburg","Male","79.1","79.1","133","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Hesse","Female","79.1","79.1","869","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
