"pli0092_h","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","1997","vocational + Abi","101","0.23930716268113","0.200017210312814","0.278597115049447"
"Rarely","1997","higher vocational","175","0.212420738507087","0.183283677428311","0.241557799585863"
"Rarely","1997","higher education","408","0.19857567051632","0.179985710543586","0.217165630489055"
"Never","1997","in school","42","0.110042564138995","0.0754838334465318","0.144601294831458"
"Never","1997","inadequately","384","0.796857962785453","0.760210158822567","0.83350576674834"
"Never","1997","general elemantary","1439","0.648294695527551","0.6288727524646","0.667716638590501"
"Never","1997","middle vocational","3401","0.52251745904176","0.510309642685399","0.534725275398122"
"Never","1997","vocational + Abi","169","0.319940211150868","0.276985880915441","0.362894541386295"
"Never","1997","higher vocational","335","0.452131788352233","0.416677340709422","0.487586235995045"
"Never","1997","higher education","662","0.368341331669144","0.345863695789476","0.390818967548813"
"Daily","1998","in school","41","0.154133303425605","0.115351751829058","0.192914855022152"
"Daily","1998","inadequately","10","","",""
"Daily","1998","general elemantary","103","0.0334815000616701","0.0264774002717873","0.0404855998515528"
"Daily","1998","middle vocational","300","0.0437443562272753","0.0389517559222322","0.0485369565323183"
"Daily","1998","vocational + Abi","26","","",""
"Daily","1998","higher vocational","46","0.0647425060068416","0.0479207033605779","0.0815643086531054"
"Daily","1998","higher education","130","0.0772134261597242","0.0654081977401695","0.089018654579279"
"Min 1x per week","1998","in school","166","0.505163454167127","0.451463635436825","0.55886327289743"
"Min 1x per week","1998","inadequately","26","","",""
"Min 1x per week","1998","general elemantary","399","0.165306690036282","0.150843853853157","0.179769526219407"
"Min 1x per week","1998","middle vocational","1567","0.238256963770936","0.228274212774824","0.248239714767049"
"Min 1x per week","1998","vocational + Abi","152","0.342679379669618","0.301408013125656","0.383950746213579"
"Min 1x per week","1998","higher vocational","217","0.268506621957147","0.238209952958088","0.298803290956206"
"Min 1x per week","1998","higher education","603","0.328122673112374","0.307357265397601","0.348888080827146"
"Min 1x per month","1998","in school","30","0.0821753928820917","0.0526784696871475","0.111672316077036"
"Min 1x per month","1998","inadequately","9","","",""
"Min 1x per month","1998","general elemantary","153","0.0525897044479228","0.0438988154958664","0.0612805933999792"
"Min 1x per month","1998","middle vocational","553","0.0764336474379314","0.0702077848060042","0.0826595100698585"
"Min 1x per month","1998","vocational + Abi","50","0.103420839388621","0.0769410464882271","0.129900632289016"
"Min 1x per month","1998","higher vocational","71","0.0757769839467688","0.05768570667199","0.0938682612215477"
"Min 1x per month","1998","higher education","196","0.104235187222645","0.0907212616110959","0.117749112834195"
"Rarely","1998","in school","50","0.15142038149932","0.112920052516449","0.189920710482191"
"Rarely","1998","inadequately","41","0.088456931555036","0.0620443325752395","0.114869530534833"
"Rarely","1998","general elemantary","424","0.150837698718962","0.136903080084085","0.164772317353838"
"Rarely","1998","middle vocational","1682","0.228049851828963","0.218218059078109","0.237881644579818"
"Rarely","1998","vocational + Abi","128","0.223164840376389","0.186957755679443","0.259371925073336"
"Rarely","1998","higher vocational","231","0.261741554259119","0.231690982969758","0.291792125548481"
"Rarely","1998","higher education","515","0.229499918125763","0.2109024012544","0.248097434997126"
"Never","1998","in school","46","0.107107468025856","0.0738923770722191","0.140322558979493"
"Never","1998","inadequately","358","0.794324050284127","0.756727567508895","0.831920533059359"
"Never","1998","general elemantary","1455","0.597784406735163","0.578692622014234","0.616876191456093"
"Never","1998","middle vocational","2894","0.413515180734894","0.401975406639129","0.425054954830658"
"Never","1998","vocational + Abi","152","0.271730719878332","0.233046699802381","0.310414739954282"
"Never","1998","higher vocational","257","0.329232333830124","0.297106864408555","0.361357803251692"
"Never","1998","higher education","520","0.260928795379494","0.24150735236673","0.280350238392257"
"Daily","1999","in school","","","",""
"Daily","1999","inadequately","","","",""
"Daily","1999","general elemantary","","","",""
"Daily","1999","middle vocational","","","",""
"Daily","1999","vocational + Abi","","","",""
"Daily","1999","higher vocational","","","",""
"Daily","1999","higher education","","","",""
"Min 1x per week","1999","in school","181","0.603247858225388","0.549645902445611","0.656849814005166"
"Min 1x per week","1999","inadequately","27","","",""
"Min 1x per week","1999","general elemantary","417","0.167394206996718","0.152584238742725","0.182204175250711"
"Min 1x per week","1999","middle vocational","1565","0.240514698963435","0.230424355374404","0.250605042552466"
"Min 1x per week","1999","vocational + Abi","159","0.371989859404085","0.329750922681309","0.414228796126861"
"Min 1x per week","1999","higher vocational","208","0.260421414926455","0.230365036441366","0.290477793411544"
"Min 1x per week","1999","higher education","662","0.370904246198866","0.349469974283471","0.392338518114261"
"Min 1x per month","1999","in school","25","","",""
"Min 1x per month","1999","inadequately","11","","",""
"Min 1x per month","1999","general elemantary","131","0.0407051720057968","0.032866092847456","0.0485442511641376"
"Min 1x per month","1999","middle vocational","468","0.0668982366360566","0.0609996590406576","0.0727968142314555"
"Min 1x per month","1999","vocational + Abi","54","0.0795329233579041","0.0558877936313845","0.103178053084424"
"Min 1x per month","1999","higher vocational","55","0.0691417288484764","0.0517669998884341","0.0865164578085187"
"Min 1x per month","1999","higher education","159","0.0762325493224382","0.064457275748275","0.0880078228966014"
"Rarely","1999","in school","72","0.22865032835558","0.182636892235383","0.274663764475778"
"Rarely","1999","inadequately","45","0.0955943664812335","0.0676069415395023","0.123581791422965"
"Rarely","1999","general elemantary","396","0.147293593586315","0.133234546248609","0.16135264092402"
"Rarely","1999","middle vocational","1434","0.196006294240175","0.186634196914189","0.205378391566161"
"Rarely","1999","vocational + Abi","120","0.215739976973349","0.179793241860806","0.251686712085891"
"Rarely","1999","higher vocational","212","0.234888376367186","0.205854882406661","0.263921870327711"
"Rarely","1999","higher education","438","0.200401795055857","0.182639210218181","0.218164379893533"
"Never","1999","in school","42","0.110105791494035","0.0758094832645976","0.144402099723472"
"Never","1999","inadequately","341","0.795074533989958","0.756653676790632","0.833495391189284"
"Never","1999","general elemantary","1497","0.644607027411171","0.625619599534906","0.663594455287435"
"Never","1999","middle vocational","3425","0.496580770160334","0.484776604223913","0.508384936096754"
"Never","1999","vocational + Abi","170","0.332737240264662","0.291559430085144","0.373915050444181"
"Never","1999","higher vocational","344","0.435548479857883","0.401590823053154","0.469506136662612"
"Never","1999","higher education","692","0.352461409422839","0.331262765943183","0.373660052902495"
"Daily","2000","in school","","","",""
"Daily","2000","inadequately","","","",""
"Daily","2000","general elemantary","","","",""
"Daily","2000","middle vocational","","","",""
"Daily","2000","vocational + Abi","","","",""
"Daily","2000","higher vocational","","","",""
"Daily","2000","higher education","","","",""
"Min 1x per week","2000","in school","","","",""
"Min 1x per week","2000","inadequately","","","",""
"Min 1x per week","2000","general elemantary","","","",""
"Min 1x per week","2000","middle vocational","","","",""
"Min 1x per week","2000","vocational + Abi","","","",""
"Min 1x per week","2000","higher vocational","","","",""
"Min 1x per week","2000","higher education","","","",""
"Min 1x per month","2000","in school","","","",""
"Min 1x per month","2000","inadequately","","","",""
"Min 1x per month","2000","general elemantary","","","",""
"Min 1x per month","2000","middle vocational","","","",""
"Min 1x per month","2000","vocational + Abi","","","",""
"Min 1x per month","2000","higher vocational","","","",""
"Min 1x per month","2000","higher education","","","",""
"Rarely","2000","in school","","","",""
"Rarely","2000","inadequately","","","",""
"Rarely","2000","general elemantary","","","",""
"Rarely","2000","middle vocational","","","",""
"Rarely","2000","vocational + Abi","","","",""
"Rarely","2000","higher vocational","","","",""
"Rarely","2000","higher education","","","",""
"Never","2000","in school","","","",""
"Never","2000","inadequately","","","",""
"Never","2000","general elemantary","","","",""
"Never","2000","middle vocational","","","",""
"Never","2000","vocational + Abi","","","",""
"Never","2000","higher vocational","","","",""
"Never","2000","higher education","","","",""
"Daily","2001","in school","","","",""
"Daily","2001","inadequately","","","",""
"Daily","2001","general elemantary","","","",""
"Daily","2001","middle vocational","","","",""
"Daily","2001","vocational + Abi","","","",""
"Daily","2001","higher vocational","","","",""
"Daily","2001","higher education","","","",""
"Min 1x per week","2001","in school","313","0.592504908055815","0.551289563305","0.63372025280663"
"Min 1x per week","2001","inadequately","25","","",""
"Min 1x per week","2001","general elemantary","555","0.168170569715252","0.154976708396895","0.181364431033608"
"Min 1x per week","2001","middle vocational","2795","0.246071619614759","0.238216158011456","0.253927081218062"
"Min 1x per week","2001","vocational + Abi","358","0.349796095447973","0.321220948827155","0.378371242068791"
"Min 1x per week","2001","higher vocational","456","0.285992146491101","0.26427361212282","0.307710680859382"
"Min 1x per week","2001","higher education","1364","0.390975841956613","0.374908104136667","0.40704357977656"
"Min 1x per month","2001","in school","44","0.0815942288878893","0.0586328062249026","0.104555651550876"
"Min 1x per month","2001","inadequately","6","","",""
"Min 1x per month","2001","general elemantary","141","0.042613228726748","0.035488050895412","0.049738406558084"
"Min 1x per month","2001","middle vocational","676","0.0577529015605869","0.0534984340748242","0.0620073690463495"
"Min 1x per month","2001","vocational + Abi","90","0.0797615784999757","0.0635284116245539","0.0959947453753975"
"Min 1x per month","2001","higher vocational","135","0.0871774010971699","0.0736193546603494","0.10073544753399"
"Min 1x per month","2001","higher education","277","0.0776564371664772","0.0688439680876967","0.0864689062452578"
"Rarely","2001","in school","87","0.152246856621149","0.122112588965375","0.182381124276922"
"Rarely","2001","inadequately","21","","",""
"Rarely","2001","general elemantary","351","0.101905114235819","0.0912332847371345","0.112576943734504"
"Rarely","2001","middle vocational","1989","0.163621115629196","0.156874326988696","0.170367904269696"
"Rarely","2001","vocational + Abi","221","0.200954461183332","0.176944536721371","0.224964385645292"
"Rarely","2001","higher vocational","321","0.17550581486285","0.157223064893481","0.193788564832219"
"Rarely","2001","higher education","677","0.183636502296565","0.170887276587392","0.196385728005738"
"Never","2001","in school","102","0.173654006435147","0.141879769012843","0.205428243857451"
"Never","2001","inadequately","257","0.807208079207117","0.763222935376242","0.851193223037992"
"Never","2001","general elemantary","2040","0.687311087322181","0.670957512876368","0.703664661767994"
"Never","2001","middle vocational","6089","0.532554363195458","0.523454739579805","0.541653986811112"
"Never","2001","vocational + Abi","401","0.369487864868719","0.340567550021991","0.398408179715447"
"Never","2001","higher vocational","751","0.45132463754888","0.427407774481758","0.475241500616001"
"Never","2001","higher education","1225","0.347731218580344","0.33204935568305","0.363413081477638"
"Daily","2002","in school","","","",""
"Daily","2002","inadequately","","","",""
"Daily","2002","general elemantary","","","",""
"Daily","2002","middle vocational","","","",""
"Daily","2002","vocational + Abi","","","",""
"Daily","2002","higher vocational","","","",""
"Daily","2002","higher education","","","",""
"Min 1x per week","2002","in school","","","",""
"Min 1x per week","2002","inadequately","","","",""
"Min 1x per week","2002","general elemantary","","","",""
"Min 1x per week","2002","middle vocational","","","",""
"Min 1x per week","2002","vocational + Abi","","","",""
"Min 1x per week","2002","higher vocational","","","",""
"Min 1x per week","2002","higher education","","","",""
"Min 1x per month","2002","in school","","","",""
"Min 1x per month","2002","inadequately","","","",""
"Min 1x per month","2002","general elemantary","","","",""
"Min 1x per month","2002","middle vocational","","","",""
"Min 1x per month","2002","vocational + Abi","","","",""
"Min 1x per month","2002","higher vocational","","","",""
"Min 1x per month","2002","higher education","","","",""
"Rarely","2002","in school","","","",""
"Rarely","2002","inadequately","","","",""
"Rarely","2002","general elemantary","","","",""
"Rarely","2002","middle vocational","","","",""
"Rarely","2002","vocational + Abi","","","",""
"Rarely","2002","higher vocational","","","",""
"Rarely","2002","higher education","","","",""
"Never","2002","in school","","","",""
"Never","2002","inadequately","","","",""
"Never","2002","general elemantary","","","",""
"Never","2002","middle vocational","","","",""
"Never","2002","vocational + Abi","","","",""
"Never","2002","higher vocational","","","",""
"Never","2002","higher education","","","",""
"Daily","2003","in school","114","0.190525976106695","0.159488307688749","0.22156364452464"
"Daily","2003","inadequately","6","","",""
"Daily","2003","general elemantary","111","0.0399611299459199","0.0326445474481788","0.0472777124436609"
"Daily","2003","middle vocational","631","0.0521237174590927","0.0479896045959726","0.0562578303222127"
"Daily","2003","vocational + Abi","101","0.0953281819184534","0.0784213373904633","0.112235026446443"
"Daily","2003","higher vocational","108","0.0787497235301682","0.0658623194093154","0.0916371276510209"
"Daily","2003","higher education","396","0.0869242547845571","0.0785484389178088","0.0953000706513054"
"Min 1x per week","2003","in school","318","0.523421105334985","0.483947794809804","0.562894415860166"
"Min 1x per week","2003","inadequately","18","","",""
"Min 1x per week","2003","general elemantary","421","0.152010136310191","0.138598659899583","0.1654216127208"
"Min 1x per week","2003","middle vocational","2880","0.249721093826009","0.241670502293565","0.257771685358453"
"Min 1x per week","2003","vocational + Abi","427","0.357691808248095","0.330096668322611","0.385286948173578"
"Min 1x per week","2003","higher vocational","515","0.306212280872458","0.284158821748452","0.328265739996464"
"Min 1x per week","2003","higher education","1727","0.376396979442968","0.361993069417121","0.390800889468815"
"Min 1x per month","2003","in school","35","0.0454288971207055","0.0289707563943578","0.0618870378470531"
"Min 1x per month","2003","inadequately","10","","",""
"Min 1x per month","2003","general elemantary","161","0.0512824545699299","0.0430430115726433","0.0595218975672166"
"Min 1x per month","2003","middle vocational","825","0.0732160456648617","0.0683711860512685","0.078060905278455"
"Min 1x per month","2003","vocational + Abi","102","0.0801682382338939","0.064534539319542","0.0958019371482457"
"Min 1x per month","2003","higher vocational","144","0.0903402488699454","0.0766240983070618","0.104056399432829"
"Min 1x per month","2003","higher education","434","0.103335024408686","0.0942851592919187","0.112384889525454"
"Rarely","2003","in school","72","0.114493661233654","0.0893286521230091","0.1396586703443"
"Rarely","2003","inadequately","14","","",""
"Rarely","2003","general elemantary","418","0.138878595041905","0.12596060828986","0.15179658179395"
"Rarely","2003","middle vocational","2251","0.199918158864524","0.192479714172924","0.207356603556123"
"Rarely","2003","vocational + Abi","237","0.197733036776554","0.174802963346112","0.220663110206995"
"Rarely","2003","higher vocational","380","0.213345962955739","0.193744602491302","0.232947323420175"
"Rarely","2003","higher education","859","0.192525205740277","0.180802941272034","0.20424747020852"
"Never","2003","in school","76","0.126130360203961","0.0998915778742729","0.152369142533649"
"Never","2003","inadequately","219","0.777058778702462","0.727134179859783","0.826983377545142"
"Never","2003","general elemantary","1642","0.617867684132054","0.599716723739767","0.636018644524341"
"Never","2003","middle vocational","4518","0.425020984185513","0.415826656171131","0.434215312199894"
"Never","2003","vocational + Abi","292","0.269078734823005","0.24354693914958","0.294610530496429"
"Never","2003","higher vocational","531","0.31135178377169","0.289196541406647","0.333507026136733"
"Never","2003","higher education","930","0.240818535623512","0.228106327816428","0.253530743430596"
"Daily","2004","in school","","","",""
"Daily","2004","inadequately","","","",""
"Daily","2004","general elemantary","","","",""
"Daily","2004","middle vocational","","","",""
"Daily","2004","vocational + Abi","","","",""
"Daily","2004","higher vocational","","","",""
"Daily","2004","higher education","","","",""
"Min 1x per week","2004","in school","","","",""
"Min 1x per week","2004","inadequately","","","",""
"Min 1x per week","2004","general elemantary","","","",""
"Min 1x per week","2004","middle vocational","","","",""
"Min 1x per week","2004","vocational + Abi","","","",""
"Min 1x per week","2004","higher vocational","","","",""
"Min 1x per week","2004","higher education","","","",""
"Min 1x per month","2004","in school","","","",""
"Min 1x per month","2004","inadequately","","","",""
"Min 1x per month","2004","general elemantary","","","",""
"Min 1x per month","2004","middle vocational","","","",""
"Min 1x per month","2004","vocational + Abi","","","",""
"Min 1x per month","2004","higher vocational","","","",""
"Min 1x per month","2004","higher education","","","",""
"Rarely","2004","in school","","","",""
"Rarely","2004","inadequately","","","",""
"Rarely","2004","general elemantary","","","",""
"Rarely","2004","middle vocational","","","",""
"Rarely","2004","vocational + Abi","","","",""
"Rarely","2004","higher vocational","","","",""
"Rarely","2004","higher education","","","",""
"Never","2004","in school","","","",""
"Never","2004","inadequately","","","",""
"Never","2004","general elemantary","","","",""
"Never","2004","middle vocational","","","",""
"Never","2004","vocational + Abi","","","",""
"Never","2004","higher vocational","","","",""
"Never","2004","higher education","","","",""
"Daily","2005","in school","","","",""
"Daily","2005","inadequately","","","",""
"Daily","2005","general elemantary","","","",""
"Daily","2005","middle vocational","","","",""
"Daily","2005","vocational + Abi","","","",""
"Daily","2005","higher vocational","","","",""
"Daily","2005","higher education","","","",""
"Min 1x per week","2005","in school","407","0.617822379469598","0.580437999118873","0.655206759820322"
"Min 1x per week","2005","inadequately","25","","",""
"Min 1x per week","2005","general elemantary","480","0.192920307944196","0.177133669840743","0.20870694604765"
"Min 1x per week","2005","middle vocational","2918","0.272413900567374","0.26378759864906","0.281040202485688"
"Min 1x per week","2005","vocational + Abi","458","0.390115382607897","0.361650203641018","0.418580561574775"
"Min 1x per week","2005","higher vocational","528","0.339495883997902","0.315967163239137","0.363024604756667"
"Min 1x per week","2005","higher education","1858","0.426338382319214","0.411308390508235","0.441368374130193"
"Min 1x per month","2005","in school","57","0.0711059556095033","0.0513334448512127","0.090878466367794"
"Min 1x per month","2005","inadequately","7","","",""
"Min 1x per month","2005","general elemantary","134","0.0511093781664188","0.0422988722759189","0.0599198840569187"
"Min 1x per month","2005","middle vocational","768","0.0793252443896317","0.0740889186849091","0.0845615700943542"
"Min 1x per month","2005","vocational + Abi","116","0.101996138102285","0.0843347632801078","0.119657512924463"
"Min 1x per month","2005","higher vocational","109","0.0732267459789706","0.0602828531516632","0.0861706388062781"
"Min 1x per month","2005","higher education","402","0.103733210624711","0.0944663806907117","0.113000040558709"
"Rarely","2005","in school","95","0.148709690752767","0.121335945413116","0.176083436092418"
"Rarely","2005","inadequately","29","","",""
"Rarely","2005","general elemantary","345","0.14762053120867","0.133428899169749","0.161812163247591"
"Rarely","2005","middle vocational","1949","0.183950305441034","0.176443133113813","0.191457477768254"
"Rarely","2005","vocational + Abi","237","0.202894112152471","0.179425561382252","0.226362662922689"
"Rarely","2005","higher vocational","353","0.227301326852501","0.206478036088983","0.248124617616019"
"Rarely","2005","higher education","805","0.193458373900137","0.181453411875172","0.205463335925102"
"Never","2005","in school","90","0.162361974168132","0.133989572694726","0.190734375641539"
"Never","2005","inadequately","182","0.656651062227217","0.5969502645534","0.716351859901034"
"Never","2005","general elemantary","1441","0.608349782680715","0.588821307472175","0.627878257889256"
"Never","2005","middle vocational","4597","0.464310549601961","0.454647178727693","0.473973920476228"
"Never","2005","vocational + Abi","317","0.304994367137347","0.27812647397484","0.331862260299855"
"Never","2005","higher vocational","566","0.359976043170626","0.336126601886614","0.383825484454638"
"Never","2005","higher education","1094","0.276470033155939","0.262877327117549","0.290062739194328"
"Daily","2006","in school","","","",""
"Daily","2006","inadequately","","","",""
"Daily","2006","general elemantary","","","",""
"Daily","2006","middle vocational","","","",""
"Daily","2006","vocational + Abi","","","",""
"Daily","2006","higher vocational","","","",""
"Daily","2006","higher education","","","",""
"Min 1x per week","2006","in school","","","",""
"Min 1x per week","2006","inadequately","","","",""
"Min 1x per week","2006","general elemantary","","","",""
"Min 1x per week","2006","middle vocational","","","",""
"Min 1x per week","2006","vocational + Abi","","","",""
"Min 1x per week","2006","higher vocational","","","",""
"Min 1x per week","2006","higher education","","","",""
"Min 1x per month","2006","in school","","","",""
"Min 1x per month","2006","inadequately","","","",""
"Min 1x per month","2006","general elemantary","","","",""
"Min 1x per month","2006","middle vocational","","","",""
"Min 1x per month","2006","vocational + Abi","","","",""
"Min 1x per month","2006","higher vocational","","","",""
"Min 1x per month","2006","higher education","","","",""
"Rarely","2006","in school","","","",""
"Rarely","2006","inadequately","","","",""
"Rarely","2006","general elemantary","","","",""
"Rarely","2006","middle vocational","","","",""
"Rarely","2006","vocational + Abi","","","",""
"Rarely","2006","higher vocational","","","",""
"Rarely","2006","higher education","","","",""
"Never","2006","in school","","","",""
"Never","2006","inadequately","","","",""
"Never","2006","general elemantary","","","",""
"Never","2006","middle vocational","","","",""
"Never","2006","vocational + Abi","","","",""
"Never","2006","higher vocational","","","",""
"Never","2006","higher education","","","",""
"Daily","2007","in school","","","",""
"Daily","2007","inadequately","","","",""
"Daily","2007","general elemantary","","","",""
"Daily","2007","middle vocational","","","",""
"Daily","2007","vocational + Abi","","","",""
"Daily","2007","higher vocational","","","",""
"Daily","2007","higher education","","","",""
"Min 1x per week","2007","in school","229","0.653318581618175","0.602806101890926","0.703831061345424"
"Min 1x per week","2007","inadequately","20","","",""
"Min 1x per week","2007","general elemantary","422","0.174096234452642","0.158272654383355","0.189919814521928"
"Min 1x per week","2007","middle vocational","3201","0.305488853186093","0.296599896925745","0.314377809446441"
"Min 1x per week","2007","vocational + Abi","478","0.410714619809642","0.382561145346983","0.438868094272301"
"Min 1x per week","2007","higher vocational","571","0.376607262027604","0.352320503055725","0.400894020999483"
"Min 1x per week","2007","higher education","2105","0.48107305063617","0.466281252111625","0.495864849160715"
"Min 1x per month","2007","in school","34","0.083567712966452","0.0541952509618212","0.112940174971083"
"Min 1x per month","2007","inadequately","5","","",""
"Min 1x per month","2007","general elemantary","114","0.0479057256036853","0.0389936466571871","0.0568178045501834"
"Min 1x per month","2007","middle vocational","707","0.0686186498225139","0.0637400148153677","0.0734972848296601"
"Min 1x per month","2007","vocational + Abi","112","0.0963902787282319","0.0795011926065112","0.113279364849953"
"Min 1x per month","2007","higher vocational","94","0.0725957077215091","0.0595899885903053","0.0856014268527129"
"Min 1x per month","2007","higher education","400","0.0867306347697628","0.0783986577567135","0.0950626117828121"
"Rarely","2007","in school","38","0.115787833182275","0.0818268223619397","0.149748844002611"
"Rarely","2007","inadequately","24","","",""
"Rarely","2007","general elemantary","280","0.143587029929143","0.128953652942892","0.158220406915395"
"Rarely","2007","middle vocational","1843","0.178323220202063","0.170936223059519","0.185710217344607"
"Rarely","2007","vocational + Abi","245","0.207767309707203","0.184549883569134","0.230984735845271"
"Rarely","2007","higher vocational","320","0.216078694786814","0.195449296720781","0.236708092852847"
"Rarely","2007","higher education","816","0.187409025741509","0.175856056841387","0.19896199464163"
"Never","2007","in school","40","0.147325872233098","0.109707330627467","0.184944413838729"
"Never","2007","inadequately","170","0.735041006211642","0.676592804923174","0.793489207500111"
"Never","2007","general elemantary","1390","0.63441101001453","0.614314194455337","0.654507825573723"
"Never","2007","middle vocational","4564","0.447569276789331","0.437973447346664","0.457165106231998"
"Never","2007","vocational + Abi","338","0.285127791754923","0.259291328258478","0.310964255251369"
"Never","2007","higher vocational","544","0.334718335464073","0.31106530032335","0.358371370604795"
"Never","2007","higher education","1062","0.244787288852558","0.232058372505118","0.257516205199999"
"Daily","2008","in school","58","0.199297658158994","0.157447151897353","0.241148164420636"
"Daily","2008","inadequately","5","","",""
"Daily","2008","general elemantary","116","0.0513602112170351","0.0417415590851011","0.0609788633489691"
"Daily","2008","middle vocational","694","0.07123597703476","0.0661253788146507","0.0763465752548693"
"Daily","2008","vocational + Abi","96","0.0879573883607485","0.0711353786715522","0.104779398049945"
"Daily","2008","higher vocational","103","0.0762697502288913","0.0624398637234025","0.0900996367343801"
"Daily","2008","higher education","426","0.0963952929912131","0.0874664381507511","0.105324147831675"
"Min 1x per week","2008","in school","192","0.54573335753115","0.493570695996677","0.597896019065623"
"Min 1x per week","2008","inadequately","12","","",""
"Min 1x per week","2008","general elemantary","393","0.18758559029936","0.17057424360438","0.20459693699434"
"Min 1x per week","2008","middle vocational","2816","0.286568139793147","0.277584350507322","0.295551929078972"
"Min 1x per week","2008","vocational + Abi","404","0.357436153348396","0.328972441557706","0.385899865139086"
"Min 1x per week","2008","higher vocational","500","0.368667576850417","0.343530406387573","0.393804747313261"
"Min 1x per week","2008","higher education","1853","0.447720223057379","0.43267628513993","0.462764160974827"
"Min 1x per month","2008","in school","30","0.0647865256245401","0.0389988741700876","0.0905741770789926"
"Min 1x per month","2008","inadequately","11","","",""
"Min 1x per month","2008","general elemantary","106","0.0563641732522537","0.0463144539694416","0.0664138925350659"
"Min 1x per month","2008","middle vocational","697","0.0745165645697077","0.069298852712234","0.0797342764271813"
"Min 1x per month","2008","vocational + Abi","96","0.0819278317306943","0.0656390616719265","0.0982166017894621"
"Min 1x per month","2008","higher vocational","110","0.0814235750880194","0.0671739774246317","0.095673172751407"
"Min 1x per month","2008","higher education","408","0.10130881705485","0.0921801478682798","0.110437486241419"
"Rarely","2008","in school","47","0.117786777124042","0.0840153728559031","0.15155818139218"
"Rarely","2008","inadequately","17","","",""
"Rarely","2008","general elemantary","280","0.153138553028449","0.13744581949555","0.168831286561349"
"Rarely","2008","middle vocational","1916","0.203565867957038","0.195565743057432","0.211565992856645"
"Rarely","2008","vocational + Abi","226","0.214820112367345","0.190427618517406","0.239212606217284"
"Rarely","2008","higher vocational","317","0.217118502563648","0.195636918507382","0.238600086619915"
"Rarely","2008","higher education","780","0.176129361602874","0.164604810987944","0.187653912217805"
"Never","2008","in school","23","","",""
"Never","2008","inadequately","141","0.709341368200308","0.644086806719846","0.77459592968077"
"Never","2008","general elemantary","1128","0.551551472202902","0.529879448100855","0.573223496304948"
"Never","2008","middle vocational","3608","0.364113450645347","0.354553018240056","0.373673883050637"
"Never","2008","vocational + Abi","267","0.257858514192817","0.231876773515715","0.283840254869918"
"Never","2008","higher vocational","385","0.256520595269024","0.233766191412807","0.279274999125241"
"Never","2008","higher education","730","0.178446305293684","0.166862523629921","0.190030086957447"
"Daily","2009","in school","","","",""
"Daily","2009","inadequately","","","",""
"Daily","2009","general elemantary","","","",""
"Daily","2009","middle vocational","","","",""
"Daily","2009","vocational + Abi","","","",""
"Daily","2009","higher vocational","","","",""
"Daily","2009","higher education","","","",""
"Min 1x per week","2009","in school","207","0.710683902558888","0.660207106313034","0.761160698804743"
"Min 1x per week","2009","inadequately","14","","",""
"Min 1x per week","2009","general elemantary","382","0.208948397034313","0.190156303012626","0.227740491056"
"Min 1x per week","2009","middle vocational","2856","0.321484221828209","0.311867129194853","0.331101314461565"
"Min 1x per week","2009","vocational + Abi","428","0.43566466328995","0.404963203856729","0.466366122723171"
"Min 1x per week","2009","higher vocational","478","0.355807418269208","0.330077546046738","0.381537290491679"
"Min 1x per week","2009","higher education","2057","0.509438410599202","0.494004066389152","0.524872754809253"
"Min 1x per month","2009","in school","29","","",""
"Min 1x per month","2009","inadequately","5","","",""
"Min 1x per month","2009","general elemantary","105","0.0498241148515738","0.0397669621236279","0.0598812675795197"
"Min 1x per month","2009","middle vocational","614","0.0734787981797646","0.0681060968918425","0.0788514994676866"
"Min 1x per month","2009","vocational + Abi","109","0.0979813502058503","0.0795738972742672","0.116388803137433"
"Min 1x per month","2009","higher vocational","80","0.0777229963600173","0.0633340919303188","0.0921119007897158"
"Min 1x per month","2009","higher education","357","0.0983453335979064","0.0891515862624409","0.107539080933372"
"Rarely","2009","in school","49","0.122418600639621","0.0859318948868189","0.158905306392423"
"Rarely","2009","inadequately","25","","",""
"Rarely","2009","general elemantary","245","0.140195491254483","0.124147520294094","0.156243462214872"
"Rarely","2009","middle vocational","1646","0.179903715548477","0.171994444102401","0.187812986994552"
"Rarely","2009","vocational + Abi","207","0.199762694818613","0.175006675043524","0.224518714593701"
"Rarely","2009","higher vocational","286","0.226434870681565","0.203942130482587","0.248927610880544"
"Rarely","2009","higher education","680","0.163124029914351","0.151716671481155","0.174531388347546"
"Never","2009","in school","25","","",""
"Never","2009","inadequately","124","0.666269956556146","0.594965574928762","0.737574338183531"
"Never","2009","general elemantary","1066","0.601031996859631","0.578397487893476","0.623666505825785"
"Never","2009","middle vocational","3944","0.42513326444355","0.414953678215225","0.435312850671875"
"Never","2009","vocational + Abi","258","0.266591291685587","0.23921275446901","0.293969828902164"
"Never","2009","higher vocational","486","0.340034714689209","0.314575532728119","0.365493896650299"
"Never","2009","higher education","936","0.229092225888541","0.216117387516292","0.242067064260789"
"Daily","2010","in school","","","",""
"Daily","2010","inadequately","","","",""
"Daily","2010","general elemantary","","","",""
"Daily","2010","middle vocational","","","",""
"Daily","2010","vocational + Abi","","","",""
"Daily","2010","higher vocational","","","",""
"Daily","2010","higher education","","","",""
"Min 1x per week","2010","in school","","","",""
"Min 1x per week","2010","inadequately","","","",""
"Min 1x per week","2010","general elemantary","","","",""
