"pli0092_h","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1994","Lower Saxony","66","0.0661425895906188","0.0503717510514377","0.0819134281297998"
"Min 1x per month","1994","Bremen","","","",""
"Min 1x per month","1994","North Rhine-Westphalia","161","0.0609777485564554","0.0514734024588158","0.070482094654095"
"Min 1x per month","1994","Hesse","46","0.0519135136088388","0.0374754604141529","0.0663515668035247"
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","32","0.0520588728917221","0.0346568799607256","0.0694608658227186"
"Min 1x per month","1994","Baden-Württemberg","139","0.0738397400885398","0.061516832541096","0.0861626476359837"
"Min 1x per month","1994","Bavaria","144","0.0843644021361291","0.0705591375147408","0.0981696667575174"
"Min 1x per month","1994","Berlin","32","0.0544496074334373","0.0353823444187022","0.0735168704481723"
"Min 1x per month","1994","Brandenburg","","","",""
"Min 1x per month","1994","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1994","Saxony","46","0.0382804444152713","0.0270030594323181","0.0495578293982246"
"Min 1x per month","1994","Saxony-Anhalt","","","",""
"Min 1x per month","1994","Thuringia","30","0.0350149958488531","0.0209485786803093","0.0490814130173969"
"Rarely","1994","Schleswig-Holstein","64","0.250286414010983","0.199728416363445","0.300844411658522"
"Rarely","1994","Hamburg","","","",""
"Rarely","1994","Lower Saxony","130","0.129020755935872","0.107748791533934","0.150292720337811"
"Rarely","1994","Bremen","","","",""
"Rarely","1994","North Rhine-Westphalia","438","0.175592420964009","0.160480402364106","0.190704439563912"
"Rarely","1994","Hesse","141","0.153042988439855","0.129612472596437","0.176473504283274"
"Rarely","1994","Rhineland-Palatinate,Saarland","110","0.174729821619779","0.144982866573953","0.204476776665606"
"Rarely","1994","Baden-Württemberg","325","0.177958781576153","0.159935596250732","0.195981966901575"
"Rarely","1994","Bavaria","335","0.205809104271477","0.185727494290499","0.225890714252455"
"Rarely","1994","Berlin","98","0.186337704922599","0.153617116289491","0.219058293555707"
"Rarely","1994","Brandenburg","109","0.167258765520183","0.137371639255927","0.197145891784438"
"Rarely","1994","Mecklenburg-Western Pomerania","67","0.140549747510292","0.106742448025183","0.174357046995402"
"Rarely","1994","Saxony","204","0.159451864320138","0.137934365257602","0.180969363382673"
"Rarely","1994","Saxony-Anhalt","111","0.124653847284117","0.10009553905405","0.149212155514185"
"Rarely","1994","Thuringia","116","0.147859097181214","0.120696211717788","0.17502198264464"
"Never","1994","Schleswig-Holstein","122","0.393525794654217","0.336507226623185","0.45054436268525"
"Never","1994","Hamburg","77","0.560718764158732","0.479375060301257","0.642062468016206"
"Never","1994","Lower Saxony","492","0.536620366739266","0.504977490671335","0.568263242807198"
"Never","1994","Bremen","48","0.581412467935288","0.477148516508496","0.68567641936208"
"Never","1994","North Rhine-Westphalia","1239","0.506898496316906","0.48704087277478","0.526756119859031"
"Never","1994","Hesse","497","0.535183428957179","0.502724321200933","0.567642536713426"
"Never","1994","Rhineland-Palatinate,Saarland","348","0.552980726994708","0.514033275426217","0.591928178563199"
"Never","1994","Baden-Württemberg","871","0.504097112313491","0.480536831477888","0.527657393149093"
"Never","1994","Bavaria","703","0.459807499020208","0.435052319210979","0.484562678829437"
"Never","1994","Berlin","294","0.518783513951229","0.476796791606938","0.56077023629552"
"Never","1994","Brandenburg","402","0.692048333993081","0.655078783291111","0.729017884695051"
"Never","1994","Mecklenburg-Western Pomerania","276","0.708908636846126","0.66472160113013","0.753095672562122"
"Never","1994","Saxony","722","0.690594728647467","0.663425883331004","0.717763573963931"
"Never","1994","Saxony-Anhalt","484","0.742519374971255","0.710012002961705","0.775026746980805"
"Never","1994","Thuringia","434","0.711154186331811","0.676471630379927","0.745836742283695"
"Daily","1995","Schleswig-Holstein","","","",""
"Daily","1995","Hamburg","","","",""
"Daily","1995","Lower Saxony","60","0.0531633982366037","0.0395473894625123","0.0667794070106951"
"Daily","1995","Bremen","","","",""
"Daily","1995","North Rhine-Westphalia","127","0.0580952636655739","0.0490636628179305","0.0671268645132174"
"Daily","1995","Hesse","45","0.0454004652974885","0.0321413708983112","0.0586595596966659"
"Daily","1995","Rhineland-Palatinate,Saarland","31","0.0464781492428755","0.0310041337057146","0.0619521647800363"
"Daily","1995","Baden-Württemberg","74","0.0358068944581256","0.0272255255279138","0.0443882633883375"
"Daily","1995","Bavaria","88","0.0622165939180238","0.0506798982809508","0.0737532895550968"
"Daily","1995","Berlin","","","",""
"Daily","1995","Brandenburg","","","",""
"Daily","1995","Mecklenburg-Western Pomerania","","","",""
"Daily","1995","Saxony","40","0.0303578357760393","0.0201818164855614","0.0405338550665172"
"Daily","1995","Saxony-Anhalt","","","",""
"Daily","1995","Thuringia","","","",""
"Min 1x per week","1995","Schleswig-Holstein","77","0.273415374443413","0.221486436416373","0.325344312470454"
"Min 1x per week","1995","Hamburg","34","0.219052834375625","0.14767908675168","0.29042658199957"
"Min 1x per week","1995","Lower Saxony","272","0.249990517702064","0.223711986832443","0.276269048571684"
"Min 1x per week","1995","Bremen","","","",""
"Min 1x per week","1995","North Rhine-Westphalia","638","0.265821842925464","0.248765459758265","0.282878226092664"
"Min 1x per week","1995","Hesse","215","0.256197821616573","0.228394957261899","0.284000685971247"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","126","0.178028208743632","0.149910096613828","0.206146320873435"
"Min 1x per week","1995","Baden-Württemberg","426","0.260222053918876","0.239958576586952","0.2804855312508"
"Min 1x per week","1995","Bavaria","422","0.256692701539254","0.235830121957175","0.277555281121332"
"Min 1x per week","1995","Berlin","117","0.211435827153098","0.177826147584611","0.245045506721585"
"Min 1x per week","1995","Brandenburg","79","0.142560777663316","0.11427743461028","0.170844120716351"
"Min 1x per week","1995","Mecklenburg-Western Pomerania","65","0.141360268815575","0.107760039872321","0.174960497758829"
"Min 1x per week","1995","Saxony","180","0.139234244869291","0.118701250217414","0.159767239521169"
"Min 1x per week","1995","Saxony-Anhalt","96","0.115443110843577","0.0915822902537805","0.139303931433373"
"Min 1x per week","1995","Thuringia","101","0.137224180718573","0.110711096194793","0.163737265242354"
"Min 1x per month","1995","Schleswig-Holstein","","","",""
"Min 1x per month","1995","Hamburg","","","",""
"Min 1x per month","1995","Lower Saxony","88","0.0872696627089415","0.0701415769626408","0.104397748455242"
"Min 1x per month","1995","Bremen","","","",""
"Min 1x per month","1995","North Rhine-Westphalia","187","0.0739946073241954","0.0638881795984481","0.0841010350499426"
"Min 1x per month","1995","Hesse","55","0.0551116335734036","0.0405776389701713","0.069645628176636"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","48","0.0737661376849696","0.0545528298846461","0.0929794454852931"
"Min 1x per month","1995","Baden-Württemberg","137","0.0801441908964704","0.067604491181059","0.0926838906118818"
"Min 1x per month","1995","Bavaria","155","0.0789766393290054","0.0660952800053649","0.0918579986526459"
"Min 1x per month","1995","Berlin","50","0.0890767285305619","0.0656301439149173","0.112523313146207"
"Min 1x per month","1995","Brandenburg","35","0.0529734834903894","0.0348542685694502","0.0710926984113286"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1995","Saxony","76","0.0651793555405648","0.0505388541480839","0.0798198569330457"
"Min 1x per month","1995","Saxony-Anhalt","35","0.0330369224195176","0.0196911652798687","0.0463826795591666"
"Min 1x per month","1995","Thuringia","35","0.0536876890509689","0.0363196594378328","0.071055718664105"
"Rarely","1995","Schleswig-Holstein","60","0.233840155241306","0.184525714556669","0.283154595925943"
"Rarely","1995","Hamburg","","","",""
"Rarely","1995","Lower Saxony","199","0.190212498892508","0.166394185953541","0.214030811831474"
"Rarely","1995","Bremen","","","",""
"Rarely","1995","North Rhine-Westphalia","515","0.192380209959245","0.177161615117753","0.207598804800737"
"Rarely","1995","Hesse","182","0.210681920056152","0.184709479513529","0.236654360598774"
"Rarely","1995","Rhineland-Palatinate,Saarland","131","0.178759640954235","0.150596365063153","0.206922916845317"
"Rarely","1995","Baden-Württemberg","354","0.200928545139031","0.182422873034554","0.219434217243508"
"Rarely","1995","Bavaria","367","0.212761949390184","0.193215086508244","0.232308812272124"
"Rarely","1995","Berlin","147","0.246907012162341","0.211413614446174","0.282400409878507"
"Rarely","1995","Brandenburg","171","0.252526011498253","0.217379668573242","0.287672354423265"
"Rarely","1995","Mecklenburg-Western Pomerania","128","0.285073648803478","0.241534267352007","0.32861303025495"
"Rarely","1995","Saxony","284","0.24022949016782","0.21489039235688","0.26556858797876"
"Rarely","1995","Saxony-Anhalt","185","0.222991631102523","0.191910586224708","0.254072675980339"
"Rarely","1995","Thuringia","175","0.218349128665147","0.186516090462341","0.250182166867953"
"Never","1995","Schleswig-Holstein","110","0.366567083075986","0.310425853620067","0.422708312531904"
"Never","1995","Hamburg","59","0.427922564981239","0.342541171437933","0.513303958524545"
"Never","1995","Lower Saxony","424","0.419363922459883","0.389416911731566","0.449310933188201"
"Never","1995","Bremen","41","0.484212186814546","0.384243066468685","0.584181307160408"
"Never","1995","North Rhine-Westphalia","1110","0.409708076125521","0.390720848151861","0.428695304099181"
"Never","1995","Hesse","450","0.432608159456383","0.401053608969378","0.464162709943387"
"Never","1995","Rhineland-Palatinate,Saarland","375","0.522967863374288","0.486254463002054","0.559681263746522"
"Never","1995","Baden-Württemberg","810","0.422898315587497","0.400082532293175","0.445714098881819"
"Never","1995","Bavaria","652","0.389352115823533","0.366063496319762","0.412640735327305"
"Never","1995","Berlin","225","0.398527111614251","0.358228180654631","0.43882604257387"
"Never","1995","Brandenburg","280","0.521833582903982","0.481423979468694","0.56224318633927"
"Never","1995","Mecklenburg-Western Pomerania","175","0.457423303588027","0.409376690719459","0.505469916456596"
"Never","1995","Saxony","512","0.524999073646284","0.495380559436314","0.554617587856255"
"Never","1995","Saxony-Anhalt","346","0.575705811516204","0.53880190610327","0.612609716929139"
"Never","1995","Thuringia","315","0.553246336093881","0.514938353150443","0.591554319037319"
"Daily","1996","Schleswig-Holstein","","","",""
"Daily","1996","Hamburg","","","",""
"Daily","1996","Lower Saxony","","","",""
"Daily","1996","Bremen","","","",""
"Daily","1996","North Rhine-Westphalia","","","",""
"Daily","1996","Hesse","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","","","",""
"Daily","1996","Baden-Württemberg","","","",""
"Daily","1996","Bavaria","","","",""
"Daily","1996","Berlin","","","",""
"Daily","1996","Brandenburg","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","","","",""
"Daily","1996","Saxony","","","",""
"Daily","1996","Saxony-Anhalt","","","",""
"Daily","1996","Thuringia","","","",""
"Min 1x per week","1996","Schleswig-Holstein","83","0.319382429337896","0.264965926826247","0.373798931849545"
"Min 1x per week","1996","Hamburg","37","0.324133810313628","0.242408731815383","0.405858888811874"
"Min 1x per week","1996","Lower Saxony","283","0.27194720383057","0.244943105995076","0.298951301666065"
"Min 1x per week","1996","Bremen","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","617","0.264327050989064","0.247224895781163","0.281429206196966"
"Min 1x per week","1996","Hesse","228","0.26367331664486","0.235029260922863","0.292317372366857"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","143","0.209103256110437","0.178803764935333","0.239402747285541"
"Min 1x per week","1996","Baden-Württemberg","385","0.251825553738628","0.23124635819315","0.272404749284105"
"Min 1x per week","1996","Bavaria","438","0.278129059512286","0.256469473692396","0.299788645332175"
"Min 1x per week","1996","Berlin","126","0.230323603073145","0.194778726081052","0.265868480065238"
"Min 1x per week","1996","Brandenburg","76","0.126334862993139","0.0997295244458849","0.152940201540394"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","60","0.121520245876293","0.0893804557916111","0.153660035960974"
"Min 1x per week","1996","Saxony","184","0.158905992824547","0.137350430376581","0.180461555272513"
"Min 1x per week","1996","Saxony-Anhalt","102","0.124279269838825","0.099317866797746","0.149240672879905"
"Min 1x per week","1996","Thuringia","105","0.140877680100967","0.114235114872904","0.16752024532903"
"Min 1x per month","1996","Schleswig-Holstein","","","",""
"Min 1x per month","1996","Hamburg","","","",""
"Min 1x per month","1996","Lower Saxony","73","0.0631352772935987","0.0483754788819068","0.0778950757052906"
"Min 1x per month","1996","Bremen","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","212","0.0873049327287945","0.0763573083693928","0.0982525570881963"
"Min 1x per month","1996","Hesse","48","0.0650101541688562","0.0489828605009536","0.0810374478367587"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","43","0.0628067014781841","0.0447302731419032","0.080883129814465"
"Min 1x per month","1996","Baden-Württemberg","130","0.0653622717956433","0.0536440346431751","0.0770805089481116"
"Min 1x per month","1996","Bavaria","145","0.0806752736906873","0.0675108491728996","0.0938396982084751"
"Min 1x per month","1996","Berlin","36","0.0645125344793234","0.0437732032917524","0.0852518656668944"
"Min 1x per month","1996","Brandenburg","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","30","0.0620377566222592","0.0383090777828854","0.085766435461633"
"Min 1x per month","1996","Saxony","76","0.0532421129612471","0.0400043664933842","0.06647985942911"
"Min 1x per month","1996","Saxony-Anhalt","","","",""
"Min 1x per month","1996","Thuringia","30","0.0392027425959277","0.0243399114497241","0.0540655737421313"
"Rarely","1996","Schleswig-Holstein","55","0.195375964614889","0.149099986690422","0.241651942539356"
"Rarely","1996","Hamburg","","","",""
"Rarely","1996","Lower Saxony","205","0.211510501575427","0.186726589418275","0.236294413732579"
"Rarely","1996","Bremen","","","",""
"Rarely","1996","North Rhine-Westphalia","538","0.206257203448387","0.19056506592497","0.221949340971804"
"Rarely","1996","Hesse","148","0.16501599384675","0.140885386798365","0.189146600895136"
"Rarely","1996","Rhineland-Palatinate,Saarland","126","0.181117959202001","0.152424264373225","0.209811654030777"
"Rarely","1996","Baden-Württemberg","363","0.203734055600931","0.184638251717012","0.22282985948485"
"Rarely","1996","Bavaria","373","0.208887006110626","0.189236571687933","0.22853744053332"
"Rarely","1996","Berlin","118","0.210051016956898","0.175662327535982","0.244439706377814"
"Rarely","1996","Brandenburg","141","0.221191588605037","0.187953633230769","0.254429543979306"
"Rarely","1996","Mecklenburg-Western Pomerania","99","0.265049171712106","0.22163363190714","0.308464711517073"
"Rarely","1996","Saxony","216","0.17592601579044","0.153476080808649","0.198375950772231"
"Rarely","1996","Saxony-Anhalt","136","0.1605534063959","0.132775908164085","0.188330904627715"
"Rarely","1996","Thuringia","148","0.193302668212596","0.163061283319052","0.22354405310614"
"Never","1996","Schleswig-Holstein","116","0.36906777883179","0.312747090244939","0.42538846741864"
"Never","1996","Hamburg","60","0.491504113078797","0.40421298240366","0.578795243753935"
"Never","1996","Lower Saxony","482","0.453407017300404","0.423194836056377","0.483619198544431"
"Never","1996","Bremen","49","0.578260084068132","0.478955282153772","0.677564885982492"
"Never","1996","North Rhine-Westphalia","1187","0.442110812833754","0.422849885845733","0.461371739821775"
"Never","1996","Hesse","485","0.506300535339533","0.473799165109298","0.538801905569769"
"Never","1996","Rhineland-Palatinate,Saarland","380","0.546972083209378","0.509883511665202","0.584060654753555"
"Never","1996","Baden-Württemberg","831","0.479078118864798","0.455393493065935","0.502762744663661"
"Never","1996","Bavaria","688","0.432308660686401","0.408361706308731","0.45625561506407"
"Never","1996","Berlin","259","0.495112845490634","0.452904049295414","0.537321641685853"
"Never","1996","Brandenburg","357","0.624390823539987","0.585608749364773","0.663172897715201"
"Never","1996","Mecklenburg-Western Pomerania","208","0.551392825789342","0.502469440521713","0.60031621105697"
"Never","1996","Saxony","629","0.611925878423766","0.583193359358827","0.640658397488705"
"Never","1996","Saxony-Anhalt","404","0.675366718153712","0.639938184355845","0.71079525195158"
"Never","1996","Thuringia","372","0.626616909090509","0.589573937436112","0.663659880744906"
"Daily","1997","Schleswig-Holstein","","","",""
"Daily","1997","Hamburg","","","",""
"Daily","1997","Lower Saxony","","","",""
"Daily","1997","Bremen","","","",""
"Daily","1997","North Rhine-Westphalia","","","",""
"Daily","1997","Hesse","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","","","",""
"Daily","1997","Baden-Württemberg","","","",""
"Daily","1997","Bavaria","","","",""
"Daily","1997","Berlin","","","",""
"Daily","1997","Brandenburg","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","","","",""
"Daily","1997","Saxony","","","",""
"Daily","1997","Saxony-Anhalt","","","",""
"Daily","1997","Thuringia","","","",""
"Min 1x per week","1997","Schleswig-Holstein","93","0.381624770534632","0.323572892871676","0.439676648197587"
"Min 1x per week","1997","Hamburg","46","0.390067792622026","0.302431208766559","0.477704376477493"
"Min 1x per week","1997","Lower Saxony","290","0.275388704351919","0.248121264133228","0.30265614457061"
"Min 1x per week","1997","Bremen","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","634","0.260713155870023","0.243493408243887","0.277932903496159"
"Min 1x per week","1997","Hesse","219","0.28824211417384","0.257666220127938","0.318818008219741"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","156","0.228167610068943","0.197277925747564","0.259057294390322"
"Min 1x per week","1997","Baden-Württemberg","414","0.256098569164287","0.235422999519385","0.276774138809189"
"Min 1x per week","1997","Bavaria","426","0.275770631116803","0.2539949922706","0.297546269963007"
"Min 1x per week","1997","Berlin","130","0.266342279449263","0.227788300654237","0.304896258244289"
"Min 1x per week","1997","Brandenburg","80","0.139571658382864","0.111796696474701","0.167346620291027"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","65","0.152782976781272","0.116845089123286","0.188720864439259"
"Min 1x per week","1997","Saxony","191","0.164048913582249","0.141922090270201","0.186175736894297"
"Min 1x per week","1997","Saxony-Anhalt","98","0.115367496195136","0.0909950397395271","0.139739952650744"
"Min 1x per week","1997","Thuringia","102","0.132743350260524","0.106798831903474","0.158687868617574"
"Min 1x per month","1997","Schleswig-Holstein","","","",""
"Min 1x per month","1997","Hamburg","","","",""
"Min 1x per month","1997","Lower Saxony","75","0.0698072119908559","0.054252735853885","0.0853616881278268"
"Min 1x per month","1997","Bremen","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","158","0.0687201909633287","0.0587976913132637","0.0786426906133936"
"Min 1x per month","1997","Hesse","57","0.0567876114293134","0.0411645603430399","0.0724106625155869"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","34","0.0470425262044736","0.0314575174197438","0.0626275349892033"
"Min 1x per month","1997","Baden-Württemberg","102","0.054306666166975","0.0435717675784383","0.0650415647555117"
"Min 1x per month","1997","Bavaria","141","0.0670726404889859","0.0548839949026847","0.0792612860752871"
"Min 1x per month","1997","Berlin","30","0.0433154029743252","0.0255609223475273","0.061069883601123"
"Min 1x per month","1997","Brandenburg","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1997","Saxony","57","0.0448574341917009","0.0324896109555928","0.057225257427809"
"Min 1x per month","1997","Saxony-Anhalt","","","",""
"Min 1x per month","1997","Thuringia","","","",""
"Rarely","1997","Schleswig-Holstein","50","0.16618135037781","0.121697856056168","0.210664844699452"
"Rarely","1997","Hamburg","","","",""
"Rarely","1997","Lower Saxony","192","0.171950971447497","0.148918046033592","0.194983896861402"
"Rarely","1997","Bremen","","","",""
"Rarely","1997","North Rhine-Westphalia","468","0.191498874424017","0.176065451865185","0.20693229698285"
"Rarely","1997","Hesse","129","0.150882658675711","0.126720383670502","0.17504493368092"
"Rarely","1997","Rhineland-Palatinate,Saarland","122","0.16533324730059","0.137989273540934","0.192677221060245"
"Rarely","1997","Baden-Württemberg","315","0.175378578008058","0.157364510355533","0.193392645660583"
"Rarely","1997","Bavaria","363","0.21961913826942","0.199447218646213","0.239791057892626"
"Rarely","1997","Berlin","98","0.19313397153491","0.158704333814114","0.227563609255707"
"Rarely","1997","Brandenburg","131","0.208390171939594","0.175837120516034","0.240943223363155"
"Rarely","1997","Mecklenburg-Western Pomerania","82","0.229677263483073","0.18766141995494","0.271693107011206"
"Rarely","1997","Saxony","215","0.179731781323866","0.156789725233088","0.202673837414644"
"Rarely","1997","Saxony-Anhalt","135","0.179269300109755","0.150005587431064","0.208533012788447"
"Rarely","1997","Thuringia","158","0.222364415170516","0.190567417617386","0.254161412723647"
"Never","1997","Schleswig-Holstein","111","0.393442852103204","0.33506492857075","0.451820775635658"
"Never","1997","Hamburg","56","0.476222675789188","0.386489509552992","0.565955842025383"
"Never","1997","Lower Saxony","474","0.482853112209728","0.452350766881075","0.513355457538382"
"Never","1997","Bremen","53","0.647931340038925","0.550861392729994","0.745001287347856"
"Never","1997","North Rhine-Westphalia","1237","0.479067778742631","0.459473561843738","0.498661995641524"
"Never","1997","Hesse","438","0.504087615721136","0.470336370943496","0.537838860498777"
"Never","1997","Rhineland-Palatinate,Saarland","397","0.559456616425994","0.522913757429429","0.595999475422559"
"Never","1997","Baden-Württemberg","881","0.51421618666068","0.490541153149969","0.53789122017139"
"Never","1997","Bavaria","688","0.437537590124791","0.41336555207308","0.461709628176502"
"Never","1997","Berlin","247","0.497208346041502","0.453600399463237","0.540816292619766"
"Never","1997","Brandenburg","363","0.619452506869347","0.580538501084553","0.658366512654142"
"Never","1997","Mecklenburg-Western Pomerania","215","0.575151312776772","0.525774173577092","0.624528451976451"
"Never","1997","Saxony","613","0.611361870902185","0.58223701177396","0.640486730030409"
"Never","1997","Saxony-Anhalt","405","0.663993806599829","0.627958204838059","0.700029408361598"
"Never","1997","Thuringia","381","0.627342596648053","0.590370619869539","0.664314573426567"
"Daily","1998","Schleswig-Holstein","","","",""
"Daily","1998","Hamburg","","","",""
"Daily","1998","Lower Saxony","73","0.0582515076525967","0.0449774544772163","0.0715255608279771"
"Daily","1998","Bremen","","","",""
"Daily","1998","North Rhine-Westphalia","144","0.0504836840051942","0.042424365951361","0.0585430020590275"
"Daily","1998","Hesse","49","0.0487876095136547","0.0350527030640972","0.0625225159632122"
"Daily","1998","Rhineland-Palatinate,Saarland","38","0.0552275389768856","0.0394087478647927","0.0710463300889785"
"Daily","1998","Baden-Württemberg","88","0.052827705044009","0.0425197106678956","0.0631356994201225"
"Daily","1998","Bavaria","84","0.0490596515269331","0.0392621621999135","0.0588571408539527"
"Daily","1998","Berlin","33","0.0597353986824135","0.0395013071697237","0.0799694901951033"
"Daily","1998","Brandenburg","","","",""
"Daily","1998","Mecklenburg-Western Pomerania","","","",""
"Daily","1998","Saxony","47","0.0342296434966267","0.0238336193110643","0.044625667682189"
"Daily","1998","Saxony-Anhalt","","","",""
"Daily","1998","Thuringia","","","",""
"Min 1x per week","1998","Schleswig-Holstein","101","0.32953212997786","0.280146984543043","0.378917275412678"
"Min 1x per week","1998","Hamburg","51","0.319472641369972","0.245347432862232","0.393597849877712"
"Min 1x per week","1998","Lower Saxony","339","0.290450746901581","0.264722510141394","0.316178983661767"
"Min 1x per week","1998","Bremen","","","",""
"Min 1x per week","1998","North Rhine-Westphalia","683","0.260401594318963","0.244247174614592","0.276556014023335"
"Min 1x per week","1998","Hesse","221","0.25094072282629","0.223298316110491","0.278583129542089"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","186","0.237997985648628","0.208506507983922","0.267489463313334"
"Min 1x per week","1998","Baden-Württemberg","427","0.26176714151143","0.241509771599329","0.282024511423531"
"Min 1x per week","1998","Bavaria","457","0.256341879879652","0.236536992519683","0.276146767239621"
"Min 1x per week","1998","Berlin","131","0.244681772212821","0.207978179684126","0.281385364741515"
"Min 1x per week","1998","Brandenburg","108","0.163941894625566","0.134870405819199","0.193013383431933"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","84","0.175048891879134","0.138039293906587","0.21205848985168"
"Min 1x per week","1998","Saxony","210","0.163383386178736","0.14224380657253","0.184522965784943"
"Min 1x per week","1998","Saxony-Anhalt","111","0.153505174375023","0.126549923014762","0.180460425735283"
"Min 1x per week","1998","Thuringia","134","0.160026110854044","0.133430193218852","0.186622028489236"
"Min 1x per month","1998","Schleswig-Holstein","36","0.0852392525862438","0.0559011484439822","0.114577356728505"
"Min 1x per month","1998","Hamburg","","","",""
"Min 1x per month","1998","Lower Saxony","98","0.0785361222012192","0.0632901056943253","0.093782138708113"
"Min 1x per month","1998","Bremen","","","",""
"Min 1x per month","1998","North Rhine-Westphalia","239","0.087542679075692","0.0771389806186307","0.0979463775327534"
"Min 1x per month","1998","Hesse","70","0.0704974880355975","0.0541765809672907","0.0868183951039044"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","42","0.0590361513593532","0.0427140030039019","0.0753582997148045"
"Min 1x per month","1998","Baden-Württemberg","152","0.0845669630098489","0.0717453558754879","0.0973885701442099"
"Min 1x per month","1998","Bavaria","168","0.0767426605967349","0.064668533522595","0.0888167876708748"
"Min 1x per month","1998","Berlin","49","0.0854330621816878","0.0615679478881784","0.109298176475197"
"Min 1x per month","1998","Brandenburg","32","0.0470575862531094","0.0304291189931426","0.0636860535130762"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1998","Saxony","91","0.0718152751673991","0.0570529495450618","0.0865776007897365"
"Min 1x per month","1998","Saxony-Anhalt","37","0.0487457369323042","0.0326434948813055","0.0648479789833028"
"Min 1x per month","1998","Thuringia","54","0.0610854725958524","0.0437127190199737","0.0784582261717311"
"Rarely","1998","Schleswig-Holstein","74","0.197607970109745","0.155771599588764","0.239444340630725"
"Rarely","1998","Hamburg","","","",""
"Rarely","1998","Lower Saxony","232","0.193801336381496","0.171399587639285","0.216203085123708"
"Rarely","1998","Bremen","","","",""
"Rarely","1998","North Rhine-Westphalia","630","0.215740027219271","0.200598595271446","0.230881459167096"
"Rarely","1998","Hesse","178","0.18909663884824","0.164130082628624","0.214063195067857"
"Rarely","1998","Rhineland-Palatinate,Saarland","152","0.171982034536737","0.145848794711014","0.198115274362461"
"Rarely","1998","Baden-Württemberg","326","0.167637040649742","0.150423501439699","0.184850579859786"
"Rarely","1998","Bavaria","480","0.243712260598279","0.224238126733152","0.263186394463406"
"Rarely","1998","Berlin","122","0.227804574031021","0.191995951444833","0.263613196617208"
"Rarely","1998","Brandenburg","177","0.267129867424867","0.232385948462764","0.30187378638697"
"Rarely","1998","Mecklenburg-Western Pomerania","104","0.274265324516038","0.230814805548056","0.31771584348402"
"Rarely","1998","Saxony","308","0.245056198465318","0.220462756438362","0.269649640492275"
"Rarely","1998","Saxony-Anhalt","187","0.250566133040797","0.218162211996391","0.282970054085203"
"Rarely","1998","Thuringia","196","0.237078786295812","0.206227529969902","0.267930042621722"
"Never","1998","Schleswig-Holstein","114","0.306958046068826","0.258498678405679","0.355417413731974"
"Never","1998","Hamburg","62","0.413617402338394","0.335325610097203","0.491909194579585"
"Never","1998","Lower Saxony","454","0.378960286863107","0.351466216631679","0.406454357094535"
"Never","1998","Bremen","45","0.563979562099251","0.466786962705435","0.661172161493067"
"Never","1998","North Rhine-Westphalia","1139","0.385832015380879","0.367912994438758","0.403751036323"
"Never","1998","Hesse","427","0.440677540776217","0.409023892335131","0.472331189217303"
"Never","1998","Rhineland-Palatinate,Saarland","383","0.475756289478396","0.441171055625265","0.510341523331527"
"Never","1998","Baden-Württemberg","816","0.43320114978497","0.410366829509344","0.456035470060595"
"Never","1998","Bavaria","678","0.374143547398401","0.352193653314529","0.396093441482273"
"Never","1998","Berlin","192","0.382345192892058","0.340855185378686","0.423835200405429"
"Never","1998","Brandenburg","279","0.471895526681623","0.432695449597221","0.511095603766026"
"Never","1998","Mecklenburg-Western Pomerania","179","0.466921933142459","0.41833291491651","0.515510951368408"
"Never","1998","Saxony","519","0.48551549669192","0.456938482213293","0.514092511170546"
"Never","1998","Saxony-Anhalt","330","0.518791374721186","0.481429144037374","0.556153605404997"
"Never","1998","Thuringia","324","0.511605293316941","0.475344303927103","0.547866282706778"
"Daily","1999","Schleswig-Holstein","","","",""
"Daily","1999","Hamburg","","","",""
"Daily","1999","Lower Saxony","","","",""
