"pli0092_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Rarely","1997","no migration background","Urban Area","1127","0.185762022042279","0.175848339203553","0.195675704881005"
"Rarely","1997","no migration background","Rural Area","844","0.194393180317034","0.181848834397557","0.206937526236512"
"Rarely","1997","direct migration background","Urban Area","285","0.137898033207147","0.122968870001328","0.152827196412966"
"Rarely","1997","direct migration background","Rural Area","76","0.18644289235073","0.149195970864486","0.223689813836975"
"Rarely","1997","indirect migration background","Urban Area","117","0.265378192563597","0.226042216201363","0.304714168925832"
"Rarely","1997","indirect migration background","Rural Area","29","","",""
"Never","1997","no migration background","Urban Area","2754","0.479284427176938","0.466550046730701","0.492018807623174"
"Never","1997","no migration background","Rural Area","1993","0.527322578075004","0.51149674595561","0.543148410194397"
"Never","1997","direct migration background","Urban Area","1407","0.648068002858474","0.627389610162625","0.668746395554324"
"Never","1997","direct migration background","Rural Area","276","0.611379452325968","0.564762728892886","0.65799617575905"
"Never","1997","indirect migration background","Urban Area","113","0.219239477849793","0.182380463914119","0.256098491785468"
"Never","1997","indirect migration background","Rural Area","16","","",""
"Daily","1998","no migration background","Urban Area","368","0.0527707483442642","0.0474762236001038","0.0580652730884246"
"Daily","1998","no migration background","Rural Area","192","0.0480250896412605","0.0416717745774599","0.054378404705061"
"Daily","1998","direct migration background","Urban Area","59","0.031352196152805","0.0237089826449609","0.038995409660649"
"Daily","1998","direct migration background","Rural Area","12","","",""
"Daily","1998","indirect migration background","Urban Area","42","0.0940310535473102","0.0686500644929867","0.119412042601634"
"Daily","1998","indirect migration background","Rural Area","8","","",""
"Min 1x per week","1998","no migration background","Urban Area","1863","0.276547895476851","0.265955531970579","0.287140258983123"
"Min 1x per week","1998","no migration background","Rural Area","947","0.219144593988492","0.20685311223261","0.231436075744374"
"Min 1x per week","1998","direct migration background","Urban Area","233","0.157213641938569","0.141248862555073","0.173178421322065"
"Min 1x per week","1998","direct migration background","Rural Area","49","0.158839882637377","0.12315250116619","0.194527264108564"
"Min 1x per week","1998","indirect migration background","Urban Area","161","0.334348296550791","0.293324172552845","0.375372420548738"
"Min 1x per week","1998","indirect migration background","Rural Area","16","","",""
"Min 1x per month","1998","no migration background","Urban Area","585","0.0829353972599191","0.0764045017520933","0.089466292767745"
"Min 1x per month","1998","no migration background","Rural Area","321","0.0674093983064651","0.0599593465142143","0.0748594500987158"
"Min 1x per month","1998","direct migration background","Urban Area","104","0.0545403788756053","0.0445808309297097","0.064499926821501"
"Min 1x per month","1998","direct migration background","Rural Area","19","","",""
"Min 1x per month","1998","indirect migration background","Urban Area","64","0.141346577572256","0.111051795256765","0.171641359887746"
"Min 1x per month","1998","indirect migration background","Rural Area","13","","",""
"Rarely","1998","no migration background","Urban Area","1491","0.200620537552215","0.191137073697642","0.210104001406787"
"Rarely","1998","no migration background","Rural Area","1146","0.248249896753904","0.235413745206694","0.261086048301115"
"Rarely","1998","direct migration background","Urban Area","349","0.178859632051256","0.162051326801208","0.195667937301303"
"Rarely","1998","direct migration background","Rural Area","65","0.165735223743135","0.129431185907204","0.202039261579066"
"Rarely","1998","indirect migration background","Urban Area","120","0.216656483467453","0.180832142773556","0.25248082416135"
"Rarely","1998","indirect migration background","Rural Area","32","0.291822733647929","0.198420352915835","0.385225114380024"
"Never","1998","no migration background","Urban Area","2543","0.387125421366751","0.375590504877768","0.398660337855734"
"Never","1998","no migration background","Rural Area","1745","0.417171021309878","0.402519551847791","0.431822490771965"
"Never","1998","direct migration background","Urban Area","1252","0.578034150981765","0.556373352633049","0.59969494933048"
"Never","1998","direct migration background","Rural Area","258","0.588934144713846","0.540896175764322","0.63697211366337"
"Never","1998","indirect migration background","Urban Area","121","0.21361758886219","0.177976444911591","0.249258732812788"
"Never","1998","indirect migration background","Rural Area","22","","",""
"Daily","1999","no migration background","Urban Area","","","",""
"Daily","1999","no migration background","Rural Area","","","",""
"Daily","1999","direct migration background","Urban Area","","","",""
"Daily","1999","direct migration background","Rural Area","","","",""
"Daily","1999","indirect migration background","Urban Area","","","",""
"Daily","1999","indirect migration background","Rural Area","","","",""
"Min 1x per week","1999","no migration background","Urban Area","1853","0.282693583705225","0.27181482145547","0.29357234595498"
"Min 1x per week","1999","no migration background","Rural Area","918","0.225509881232783","0.21293208126715","0.238087681198415"
"Min 1x per week","1999","direct migration background","Urban Area","258","0.184147360367565","0.166465789210422","0.201828931524707"
"Min 1x per week","1999","direct migration background","Rural Area","46","0.170476028599486","0.131135457255951","0.209816599943021"
"Min 1x per week","1999","indirect migration background","Urban Area","183","0.368421612107383","0.327119845614162","0.409723378600604"
"Min 1x per week","1999","indirect migration background","Rural Area","30","0.426401802856042","0.3218787056069","0.530924900105184"
"Min 1x per month","1999","no migration background","Urban Area","472","0.0651552159241285","0.0591929203642658","0.0711175114839912"
"Min 1x per month","1999","no migration background","Rural Area","266","0.0576539281973672","0.050638832199407","0.0646690241953274"
"Min 1x per month","1999","direct migration background","Urban Area","94","0.0556578758949753","0.045199596545529","0.0661161552444216"
"Min 1x per month","1999","direct migration background","Rural Area","19","","",""
"Min 1x per month","1999","indirect migration background","Urban Area","66","0.12294388125499","0.0948281360719448","0.151059626438036"
"Min 1x per month","1999","indirect migration background","Rural Area","10","","",""
"Rarely","1999","no migration background","Urban Area","1340","0.188181634095699","0.178739129478217","0.19762413871318"
"Rarely","1999","no migration background","Rural Area","947","0.209927146538996","0.197670213146119","0.222184079931873"
"Rarely","1999","direct migration background","Urban Area","269","0.140523845177892","0.124670381160193","0.156377309195592"
"Rarely","1999","direct migration background","Rural Area","54","0.148273466651392","0.111096295400668","0.185450637902115"
"Rarely","1999","indirect migration background","Urban Area","145","0.274827685823332","0.236603935505556","0.313051436141108"
"Rarely","1999","indirect migration background","Rural Area","26","","",""
"Never","1999","no migration background","Urban Area","2917","0.463969566274948","0.451921742035874","0.476017390514022"
"Never","1999","no migration background","Rural Area","2110","0.506909044030854","0.491862301379712","0.521955786681996"
"Never","1999","direct migration background","Urban Area","1225","0.619670918559568","0.597525057675653","0.641816779443483"
"Never","1999","direct migration background","Rural Area","232","0.59839933276681","0.547114694577682","0.649683970955938"
"Never","1999","indirect migration background","Urban Area","130","0.233806820814295","0.197567489410262","0.270046152218328"
"Never","1999","indirect migration background","Rural Area","20","","",""
"Daily","2000","no migration background","Urban Area","","","",""
"Daily","2000","no migration background","Rural Area","","","",""
"Daily","2000","direct migration background","Urban Area","","","",""
"Daily","2000","direct migration background","Rural Area","","","",""
"Daily","2000","indirect migration background","Urban Area","","","",""
"Daily","2000","indirect migration background","Rural Area","","","",""
"Min 1x per week","2000","no migration background","Urban Area","","","",""
"Min 1x per week","2000","no migration background","Rural Area","","","",""
"Min 1x per week","2000","direct migration background","Urban Area","","","",""
"Min 1x per week","2000","direct migration background","Rural Area","","","",""
"Min 1x per week","2000","indirect migration background","Urban Area","","","",""
"Min 1x per week","2000","indirect migration background","Rural Area","","","",""
"Min 1x per month","2000","no migration background","Urban Area","","","",""
"Min 1x per month","2000","no migration background","Rural Area","","","",""
"Min 1x per month","2000","direct migration background","Urban Area","","","",""
"Min 1x per month","2000","direct migration background","Rural Area","","","",""
"Min 1x per month","2000","indirect migration background","Urban Area","","","",""
"Min 1x per month","2000","indirect migration background","Rural Area","","","",""
"Rarely","2000","no migration background","Urban Area","","","",""
"Rarely","2000","no migration background","Rural Area","","","",""
"Rarely","2000","direct migration background","Urban Area","","","",""
"Rarely","2000","direct migration background","Rural Area","","","",""
"Rarely","2000","indirect migration background","Urban Area","","","",""
"Rarely","2000","indirect migration background","Rural Area","","","",""
"Never","2000","no migration background","Urban Area","","","",""
"Never","2000","no migration background","Rural Area","","","",""
"Never","2000","direct migration background","Urban Area","","","",""
"Never","2000","direct migration background","Rural Area","","","",""
"Never","2000","indirect migration background","Urban Area","","","",""
"Never","2000","indirect migration background","Rural Area","","","",""
"Daily","2001","no migration background","Urban Area","","","",""
"Daily","2001","no migration background","Rural Area","","","",""
"Daily","2001","direct migration background","Urban Area","","","",""
"Daily","2001","direct migration background","Rural Area","","","",""
"Daily","2001","indirect migration background","Urban Area","","","",""
"Daily","2001","indirect migration background","Rural Area","","","",""
"Min 1x per week","2001","no migration background","Urban Area","3490","0.302219263076076","0.293751141474932","0.310687384677221"
"Min 1x per week","2001","no migration background","Rural Area","1638","0.238725549356755","0.228644136259429","0.248806962454082"
"Min 1x per week","2001","direct migration background","Urban Area","388","0.173952234375732","0.158843171485028","0.189061297266437"
"Min 1x per week","2001","direct migration background","Rural Area","90","0.219070348396277","0.182960091439713","0.25518060535284"
"Min 1x per week","2001","indirect migration background","Urban Area","252","0.396349267055519","0.35942175584965","0.433276778261388"
"Min 1x per week","2001","indirect migration background","Rural Area","31","0.349168880716358","0.254302104078666","0.444035657354049"
"Min 1x per month","2001","no migration background","Urban Area","762","0.0669362615476249","0.0623278324613567","0.0715446906338932"
"Min 1x per month","2001","no migration background","Rural Area","398","0.0520668289511231","0.0468130625660247","0.0573205953362215"
"Min 1x per month","2001","direct migration background","Urban Area","124","0.0634105150190236","0.0536970267086093","0.0731240033294378"
"Min 1x per month","2001","direct migration background","Rural Area","19","","",""
"Min 1x per month","2001","indirect migration background","Urban Area","61","0.077103570773833","0.0569648504247057","0.0972422911229603"
"Min 1x per month","2001","indirect migration background","Rural Area","8","","",""
"Rarely","2001","no migration background","Urban Area","1959","0.163611628058294","0.156790163879082","0.170433092237505"
"Rarely","2001","no migration background","Rural Area","1194","0.160725194518976","0.152039682894387","0.169410706143565"
"Rarely","2001","direct migration background","Urban Area","305","0.131115690190819","0.117662407968519","0.14456897241312"
"Rarely","2001","direct migration background","Rural Area","68","0.109786431604801","0.0824932438878676","0.137079619321733"
"Rarely","2001","indirect migration background","Urban Area","139","0.222439448236096","0.191042231065732","0.25383666540646"
"Rarely","2001","indirect migration background","Rural Area","27","","",""
"Never","2001","no migration background","Urban Area","5086","0.467232847318005","0.458032548554207","0.476433146081802"
"Never","2001","no migration background","Rural Area","3639","0.548482427173146","0.536713956742729","0.560250897603562"
"Never","2001","direct migration background","Urban Area","1601","0.631521560414425","0.612294181963242","0.650748938865607"
"Never","2001","direct migration background","Rural Area","327","0.625783719373035","0.583535706007751","0.66803173273832"
"Never","2001","indirect migration background","Urban Area","222","0.304107713934552","0.269377866763353","0.33883756110575"
"Never","2001","indirect migration background","Rural Area","31","0.347957893654021","0.253167704188615","0.442748083119427"
"Daily","2002","no migration background","Urban Area","","","",""
"Daily","2002","no migration background","Rural Area","","","",""
"Daily","2002","direct migration background","Urban Area","","","",""
"Daily","2002","direct migration background","Rural Area","","","",""
"Daily","2002","indirect migration background","Urban Area","","","",""
"Daily","2002","indirect migration background","Rural Area","","","",""
"Min 1x per week","2002","no migration background","Urban Area","","","",""
"Min 1x per week","2002","no migration background","Rural Area","","","",""
"Min 1x per week","2002","direct migration background","Urban Area","","","",""
"Min 1x per week","2002","direct migration background","Rural Area","","","",""
"Min 1x per week","2002","indirect migration background","Urban Area","","","",""
"Min 1x per week","2002","indirect migration background","Rural Area","","","",""
"Min 1x per month","2002","no migration background","Urban Area","","","",""
"Min 1x per month","2002","no migration background","Rural Area","","","",""
"Min 1x per month","2002","direct migration background","Urban Area","","","",""
"Min 1x per month","2002","direct migration background","Rural Area","","","",""
"Min 1x per month","2002","indirect migration background","Urban Area","","","",""
"Min 1x per month","2002","indirect migration background","Rural Area","","","",""
"Rarely","2002","no migration background","Urban Area","","","",""
"Rarely","2002","no migration background","Rural Area","","","",""
"Rarely","2002","direct migration background","Urban Area","","","",""
"Rarely","2002","direct migration background","Rural Area","","","",""
"Rarely","2002","indirect migration background","Urban Area","","","",""
"Rarely","2002","indirect migration background","Rural Area","","","",""
"Never","2002","no migration background","Urban Area","","","",""
"Never","2002","no migration background","Rural Area","","","",""
"Never","2002","direct migration background","Urban Area","","","",""
"Never","2002","direct migration background","Rural Area","","","",""
"Never","2002","indirect migration background","Urban Area","","","",""
"Never","2002","indirect migration background","Rural Area","","","",""
"Daily","2003","no migration background","Urban Area","905","0.0681627560393845","0.0636524119809876","0.0726731000977815"
"Daily","2003","no migration background","Rural Area","404","0.057279617954637","0.0517393534165851","0.0628198824926889"
"Daily","2003","direct migration background","Urban Area","89","0.0432966762469923","0.034711727824014","0.0518816246699705"
"Daily","2003","direct migration background","Rural Area","19","","",""
"Daily","2003","indirect migration background","Urban Area","57","0.0911145542651696","0.069580069507513","0.112649039022826"
"Daily","2003","indirect migration background","Rural Area","6","","",""
"Min 1x per week","2003","no migration background","Urban Area","3907","0.299900149222297","0.291699761207255","0.308100537237339"
"Min 1x per week","2003","no migration background","Rural Area","1800","0.252897125080686","0.242533751659422","0.26326049850195"
"Min 1x per week","2003","direct migration background","Urban Area","347","0.167824012356684","0.152060375922284","0.183587648791083"
"Min 1x per week","2003","direct migration background","Rural Area","73","0.162951957118151","0.129201927501528","0.196701986734774"
"Min 1x per week","2003","indirect migration background","Urban Area","232","0.336308986423166","0.300955012448378","0.371662960397953"
"Min 1x per week","2003","indirect migration background","Rural Area","30","0.247666895126723","0.16306362360494","0.332270166648505"
"Min 1x per month","2003","no migration background","Urban Area","999","0.0817553095203672","0.0768518424260636","0.0866587766146708"
"Min 1x per month","2003","no migration background","Rural Area","511","0.0715688545358978","0.0654230905097986","0.0777146185619971"
"Min 1x per month","2003","direct migration background","Urban Area","125","0.0595690541815685","0.0495852609520629","0.0695528474110741"
"Min 1x per month","2003","direct migration background","Rural Area","25","","",""
"Min 1x per month","2003","indirect migration background","Urban Area","68","0.0929042668391178","0.0711807354692503","0.114627798208985"
"Min 1x per month","2003","indirect migration background","Rural Area","6","","",""
"Rarely","2003","no migration background","Urban Area","2241","0.18249945929808","0.175586867939455","0.189412050656706"
"Rarely","2003","no migration background","Rural Area","1478","0.205240043182007","0.195610891349245","0.21486919501477"
"Rarely","2003","direct migration background","Urban Area","326","0.165697386808672","0.150013944113298","0.181380829504046"
"Rarely","2003","direct migration background","Rural Area","80","0.163658783949394","0.129849919431348","0.19746764846744"
"Rarely","2003","indirect migration background","Urban Area","134","0.208895646259166","0.178475057523332","0.239316234995"
"Rarely","2003","indirect migration background","Rural Area","21","","",""
"Never","2003","no migration background","Urban Area","3942","0.367682325919871","0.359053134430767","0.376311517408976"
"Never","2003","no migration background","Rural Area","2565","0.413014359246772","0.401275245480294","0.42475347301325"
"Never","2003","direct migration background","Urban Area","1272","0.563612870406083","0.542693520339601","0.584532220472565"
"Never","2003","direct migration background","Rural Area","263","0.557960825752789","0.512576968054374","0.603344683451204"
"Never","2003","indirect migration background","Urban Area","195","0.270776546213381","0.237524232468387","0.304028859958376"
"Never","2003","indirect migration background","Rural Area","37","0.516004922476836","0.418056942073021","0.61395290288065"
"Daily","2004","no migration background","Urban Area","","","",""
"Daily","2004","no migration background","Rural Area","","","",""
"Daily","2004","direct migration background","Urban Area","","","",""
"Daily","2004","direct migration background","Rural Area","","","",""
"Daily","2004","indirect migration background","Urban Area","","","",""
"Daily","2004","indirect migration background","Rural Area","","","",""
"Min 1x per week","2004","no migration background","Urban Area","","","",""
"Min 1x per week","2004","no migration background","Rural Area","","","",""
"Min 1x per week","2004","direct migration background","Urban Area","","","",""
"Min 1x per week","2004","direct migration background","Rural Area","","","",""
"Min 1x per week","2004","indirect migration background","Urban Area","","","",""
"Min 1x per week","2004","indirect migration background","Rural Area","","","",""
"Min 1x per month","2004","no migration background","Urban Area","","","",""
"Min 1x per month","2004","no migration background","Rural Area","","","",""
"Min 1x per month","2004","direct migration background","Urban Area","","","",""
"Min 1x per month","2004","direct migration background","Rural Area","","","",""
"Min 1x per month","2004","indirect migration background","Urban Area","","","",""
"Min 1x per month","2004","indirect migration background","Rural Area","","","",""
"Rarely","2004","no migration background","Urban Area","","","",""
"Rarely","2004","no migration background","Rural Area","","","",""
"Rarely","2004","direct migration background","Urban Area","","","",""
"Rarely","2004","direct migration background","Rural Area","","","",""
"Rarely","2004","indirect migration background","Urban Area","","","",""
"Rarely","2004","indirect migration background","Rural Area","","","",""
"Never","2004","no migration background","Urban Area","","","",""
"Never","2004","no migration background","Rural Area","","","",""
"Never","2004","direct migration background","Urban Area","","","",""
"Never","2004","direct migration background","Rural Area","","","",""
"Never","2004","indirect migration background","Urban Area","","","",""
"Never","2004","indirect migration background","Rural Area","","","",""
"Daily","2005","no migration background","Urban Area","","","",""
"Daily","2005","no migration background","Rural Area","","","",""
"Daily","2005","direct migration background","Urban Area","","","",""
"Daily","2005","direct migration background","Rural Area","","","",""
"Daily","2005","indirect migration background","Urban Area","","","",""
"Daily","2005","indirect migration background","Rural Area","","","",""
"Min 1x per week","2005","no migration background","Urban Area","4105","0.339969352996419","0.331180788811577","0.348757917181262"
"Min 1x per week","2005","no migration background","Rural Area","1898","0.276294920443707","0.265269601185349","0.287320239702065"
"Min 1x per week","2005","direct migration background","Urban Area","381","0.211489139572439","0.193405795409951","0.229572483734927"
"Min 1x per week","2005","direct migration background","Rural Area","84","0.221138673813122","0.180868785069789","0.261408562556455"
"Min 1x per week","2005","indirect migration background","Urban Area","282","0.379860010033192","0.344383547991704","0.41533647207468"
"Min 1x per week","2005","indirect migration background","Rural Area","30","0.193509448186549","0.117947321829576","0.269071574543522"
"Min 1x per month","2005","no migration background","Urban Area","931","0.0833776894459465","0.0782486488851365","0.0885067300067565"
"Min 1x per month","2005","no migration background","Rural Area","466","0.0755009699494992","0.0689868851365124","0.082015054762486"
"Min 1x per month","2005","direct migration background","Urban Area","121","0.0661523715103669","0.0551460652799414","0.0771586777407924"
"Min 1x per month","2005","direct migration background","Rural Area","21","","",""
"Min 1x per month","2005","indirect migration background","Urban Area","80","0.121288775093463","0.097426214840578","0.145151335346348"
"Min 1x per month","2005","indirect migration background","Rural Area","8","","",""
"Rarely","2005","no migration background","Urban Area","2015","0.173797713544267","0.166767294376578","0.180828132711956"
"Rarely","2005","no migration background","Rural Area","1298","0.203003597446983","0.193086057442509","0.212921137451457"
"Rarely","2005","direct migration background","Urban Area","312","0.171483400257635","0.154792009544071","0.188174790971198"
"Rarely","2005","direct migration background","Rural Area","60","0.134418152104251","0.101320206340647","0.167516097867855"
"Rarely","2005","indirect migration background","Urban Area","155","0.249599053834097","0.217965222139075","0.281232885529119"
"Rarely","2005","indirect migration background","Rural Area","35","0.300912534706082","0.213184310476166","0.388640758935997"
"Never","2005","no migration background","Urban Area","4109","0.402855244013367","0.39375547610381","0.411955011922925"
"Never","2005","no migration background","Rural Area","2657","0.445200512159811","0.432946740968044","0.457454283351578"
"Never","2005","direct migration background","Urban Area","1145","0.550875088659559","0.528848815949761","0.572901361369357"
"Never","2005","direct migration background","Rural Area","243","0.600786270976411","0.553265799212053","0.648306742740768"
"Never","2005","indirect migration background","Urban Area","202","0.249252161039248","0.217633013475794","0.280871308602703"
"Never","2005","indirect migration background","Rural Area","32","0.391440927234277","0.298085853134827","0.484796001333728"
"Daily","2006","no migration background","Urban Area","","","",""
"Daily","2006","no migration background","Rural Area","","","",""
"Daily","2006","direct migration background","Urban Area","","","",""
"Daily","2006","direct migration background","Rural Area","","","",""
"Daily","2006","indirect migration background","Urban Area","","","",""
"Daily","2006","indirect migration background","Rural Area","","","",""
"Min 1x per week","2006","no migration background","Urban Area","","","",""
"Min 1x per week","2006","no migration background","Rural Area","","","",""
"Min 1x per week","2006","direct migration background","Urban Area","","","",""
"Min 1x per week","2006","direct migration background","Rural Area","","","",""
"Min 1x per week","2006","indirect migration background","Urban Area","","","",""
"Min 1x per week","2006","indirect migration background","Rural Area","","","",""
"Min 1x per month","2006","no migration background","Urban Area","","","",""
"Min 1x per month","2006","no migration background","Rural Area","","","",""
"Min 1x per month","2006","direct migration background","Urban Area","","","",""
"Min 1x per month","2006","direct migration background","Rural Area","","","",""
"Min 1x per month","2006","indirect migration background","Urban Area","","","",""
"Min 1x per month","2006","indirect migration background","Rural Area","","","",""
"Rarely","2006","no migration background","Urban Area","","","",""
"Rarely","2006","no migration background","Rural Area","","","",""
"Rarely","2006","direct migration background","Urban Area","","","",""
"Rarely","2006","direct migration background","Rural Area","","","",""
"Rarely","2006","indirect migration background","Urban Area","","","",""
"Rarely","2006","indirect migration background","Rural Area","","","",""
"Never","2006","no migration background","Urban Area","","","",""
"Never","2006","no migration background","Rural Area","","","",""
"Never","2006","direct migration background","Urban Area","","","",""
"Never","2006","direct migration background","Rural Area","","","",""
"Never","2006","indirect migration background","Urban Area","","","",""
"Never","2006","indirect migration background","Rural Area","","","",""
"Daily","2007","no migration background","Urban Area","","","",""
"Daily","2007","no migration background","Rural Area","","","",""
"Daily","2007","direct migration background","Urban Area","","","",""
"Daily","2007","direct migration background","Rural Area","","","",""
"Daily","2007","indirect migration background","Urban Area","","","",""
"Daily","2007","indirect migration background","Rural Area","","","",""
"Min 1x per week","2007","no migration background","Urban Area","4387","0.369257239915294","0.360304658579783","0.378209821250805"
"Min 1x per week","2007","no migration background","Rural Area","2005","0.310661417996664","0.299353894051824","0.321968941941505"
"Min 1x per week","2007","direct migration background","Urban Area","368","0.215040217560966","0.195652035475655","0.234428399646278"
"Min 1x per week","2007","direct migration background","Rural Area","91","0.245610106996881","0.203160801329139","0.288059412664623"
"Min 1x per week","2007","indirect migration background","Urban Area","266","0.385377800302245","0.348580926568164","0.422174674036325"
"Min 1x per week","2007","indirect migration background","Rural Area","32","0.338979015513848","0.251312628169755","0.426645402857942"
"Min 1x per month","2007","no migration background","Urban Area","856","0.0716471917075734","0.0668629430618806","0.0764314403532661"
"Min 1x per month","2007","no migration background","Rural Area","443","0.0685909085834063","0.0624148546914943","0.0747669624753183"
"Min 1x per month","2007","direct migration background","Urban Area","91","0.0588834595799982","0.0477745379342977","0.0699923812256986"
"Min 1x per month","2007","direct migration background","Rural Area","18","","",""
"Min 1x per month","2007","indirect migration background","Urban Area","82","0.117419594809062","0.0930801378863554","0.141759051731769"
"Min 1x per month","2007","indirect migration background","Rural Area","15","","",""
"Rarely","2007","no migration background","Urban Area","1894","0.173411682763174","0.166388379259452","0.180434986266896"
"Rarely","2007","no migration background","Rural Area","1253","0.189379804610325","0.179806032082184","0.198953577138466"
"Rarely","2007","direct migration background","Urban Area","278","0.173738759569496","0.155859044653328","0.191618474485664"
"Rarely","2007","direct migration background","Rural Area","58","0.138506113136478","0.104440978150761","0.172571248122195"
"Rarely","2007","indirect migration background","Urban Area","130","0.225966886379892","0.19434661263147","0.257587160128314"
"Rarely","2007","indirect migration background","Rural Area","27","","",""
"Never","2007","no migration background","Urban Area","4026","0.385683885613959","0.376654268620064","0.394713502607853"
"Never","2007","no migration background","Rural Area","2733","0.431367868809605","0.419266147222699","0.443469590396511"
"Never","2007","direct migration background","Urban Area","988","0.552337563289539","0.528871990575793","0.575803136003285"
"Never","2007","direct migration background","Rural Area","228","0.572072825091477","0.523279531362276","0.620866118820679"
"Never","2007","indirect migration background","Urban Area","194","0.271235718508801","0.237620926066689","0.304850510950913"
"Never","2007","indirect migration background","Rural Area","38","0.321135611291066","0.234663745984661","0.407607476597471"
"Daily","2008","no migration background","Urban Area","884","0.0810792764945122","0.0758766530552324","0.086281899933792"
"Daily","2008","no migration background","Rural Area","474","0.075609473134654","0.0689658493415717","0.0822530969277362"
"Daily","2008","direct migration background","Urban Area","88","0.0556500461407177","0.0442595526346535","0.0670405396467819"
"Daily","2008","direct migration background","Rural Area","21","","",""
"Daily","2008","indirect migration background","Urban Area","67","0.102066395967325","0.0788645403894603","0.12526825154519"
"Daily","2008","indirect migration background","Rural Area","11","","",""
"Min 1x per week","2008","no migration background","Urban Area","3841","0.35208325941154","0.342979710569504","0.361186808253575"
"Min 1x per week","2008","no migration background","Rural Area","1794","0.28400731776781","0.272675274090797","0.295339361444823"
"Min 1x per week","2008","direct migration background","Urban Area","321","0.207910144091143","0.187746530781447","0.228073757400839"
"Min 1x per week","2008","direct migration background","Rural Area","71","0.214195496493097","0.17102910173189","0.257361891254305"
"Min 1x per week","2008","indirect migration background","Urban Area","214","0.343780735064367","0.307378799817103","0.380182670311631"
"Min 1x per week","2008","indirect migration background","Rural Area","27","","",""
"Min 1x per month","2008","no migration background","Urban Area","842","0.0760105023881033","0.0709592536269884","0.0810617511492182"
"Min 1x per month","2008","no migration background","Rural Area","436","0.0774377356866255","0.0707209212728496","0.0841545501004015"
"Min 1x per month","2008","direct migration background","Urban Area","91","0.0547088224686872","0.0434094381402901","0.0660082067970843"
"Min 1x per month","2008","direct migration background","Rural Area","28","","",""
"Min 1x per month","2008","indirect migration background","Urban Area","79","0.135939976022373","0.109673321150079","0.162206630894667"
"Min 1x per month","2008","indirect migration background","Rural Area","15","","",""
"Rarely","2008","no migration background","Urban Area","1920","0.184851265812006","0.177452520434366","0.192250011189647"
"Rarely","2008","no migration background","Rural Area","1281","0.216367837541364","0.206020189195045","0.226715485887683"
"Rarely","2008","direct migration background","Urban Area","254","0.176540497737021","0.157595847536016","0.195485147938027"
"Rarely","2008","direct migration background","Rural Area","43","0.126853325865378","0.0918364106424119","0.161870241088345"
"Rarely","2008","indirect migration background","Urban Area","122","0.193497823406147","0.163221716447474","0.22377393036482"
"Rarely","2008","indirect migration background","Rural Area","31","0.186817162687828","0.11430863451992","0.259325690855735"
"Never","2008","no migration background","Urban Area","3087","0.305975695893839","0.297192365019496","0.314759026768181"
"Never","2008","no migration background","Rural Area","2098","0.346577635869546","0.334618867679594","0.358536404059498"
"Never","2008","direct migration background","Urban Area","802","0.505190489562431","0.480348298539072","0.53003268058579"
"Never","2008","direct migration background","Rural Area","184","0.499947881612746","0.447339692148832","0.552556071076661"
"Never","2008","indirect migration background","Urban Area","172","0.224715069539787","0.192725677465805","0.25670446161377"
"Never","2008","indirect migration background","Rural Area","27","","",""
"Daily","2009","no migration background","Urban Area","","","",""
"Daily","2009","no migration background","Rural Area","","","",""
"Daily","2009","direct migration background","Urban Area","","","",""
"Daily","2009","direct migration background","Rural Area","","","",""
"Daily","2009","indirect migration background","Urban Area","","","",""
"Daily","2009","indirect migration background","Rural Area","","","",""
"Min 1x per week","2009","no migration background","Urban Area","4026","0.39481857952263","0.385172715614138","0.404464443431121"
"Min 1x per week","2009","no migration background","Rural Area","1841","0.316357022200662","0.304379286475827","0.328334757925497"
"Min 1x per week","2009","direct migration background","Urban Area","334","0.266095584048879","0.242487315039008","0.289703853058749"
"Min 1x per week","2009","direct migration background","Rural Area","66","0.245064496879911","0.197565117166226","0.292563876593595"
"Min 1x per week","2009","indirect migration background","Urban Area","247","0.423052849014811","0.383356100428299","0.462749597601324"
"Min 1x per week","2009","indirect migration background","Rural Area","34","0.328173794789311","0.242355557416039","0.413992032162583"
"Min 1x per month","2009","no migration background","Urban Area","715","0.0711663544123253","0.0660928753186289","0.0762398335060217"
"Min 1x per month","2009","no migration background","Rural Area","419","0.0805746096315493","0.0735644378546765","0.0875847814084221"
"Min 1x per month","2009","direct migration background","Urban Area","96","0.0720902980781364","0.0582732003458249","0.085907395810448"
"Min 1x per month","2009","direct migration background","Rural Area","22","","",""
"Min 1x per month","2009","indirect migration background","Urban Area","71","0.136236851201734","0.108673358857379","0.16380034354609"
"Min 1x per month","2009","indirect migration background","Rural Area","13","","",""
"Rarely","2009","no migration background","Urban Area","1710","0.174537862265308","0.167047670247511","0.182028054283106"
"Rarely","2009","no migration background","Rural Area","1089","0.17970895523641","0.169820233564737","0.189597676908083"
"Rarely","2009","direct migration background","Urban Area","214","0.166940382094913","0.147017860600024","0.186862903589802"
"Rarely","2009","direct migration background","Rural Area","43","0.125879141942377","0.089247579518737","0.162510704366017"
"Rarely","2009","indirect migration background","Urban Area","133","0.247710922990272","0.21302489542082","0.282396950559723"
"Rarely","2009","indirect migration background","Rural Area","30","0.20960514910255","0.135213840971098","0.283996457234001"
