"ple0160","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2008","Saxony","direct migration background","5","","",""
"Yes","2008","Saxony","indirect migration background","1","","",""
"Yes","2008","Saxony-Anhalt","no migration background","47","0.0799743117281229","0.0611542138515207","0.0987944096047252"
"Yes","2008","Saxony-Anhalt","direct migration background","","","",""
"Yes","2008","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2008","Thuringia","no migration background","55","0.0566400766635041","0.0411278478282743","0.0721523054987339"
"Yes","2008","Thuringia","direct migration background","2","","",""
"Yes","2008","Thuringia","indirect migration background","","","",""
"No","2008","Schleswig-Holstein","no migration background","479","0.923415584396509","0.900198823748508","0.94663234504451"
"No","2008","Schleswig-Holstein","direct migration background","44","0.996662941922911","0.979813020810894","1.01351286303493"
"No","2008","Schleswig-Holstein","indirect migration background","8","","",""
"No","2008","Hamburg","no migration background","243","0.944839843432753","0.916653439901463","0.973026246964044"
"No","2008","Hamburg","direct migration background","21","","",""
"No","2008","Hamburg","indirect migration background","7","","",""
"No","2008","Lower Saxony","no migration background","1480","0.95731099062","0.947260039875114","0.967361941364886"
"No","2008","Lower Saxony","direct migration background","142","0.953240811720448","0.9193415880569","0.987140035383996"
"No","2008","Lower Saxony","indirect migration background","47","0.941263113484071","0.874745225227862","1.00778100174028"
"No","2008","Bremen","no migration background","124","0.990601282813","0.973753352701919","1.00744921292408"
"No","2008","Bremen","direct migration background","8","","",""
"No","2008","Bremen","indirect migration background","4","","",""
"No","2008","North Rhine-Westphalia","no migration background","3078","0.957642408748067","0.950674049292419","0.964610768203714"
"No","2008","North Rhine-Westphalia","direct migration background","488","0.959580708852846","0.942555139967994","0.976606277737697"
"No","2008","North Rhine-Westphalia","indirect migration background","202","0.933729186878027","0.900478510972101","0.966979862783953"
"No","2008","Hesse","no migration background","1015","0.952398288266437","0.939634493085335","0.965162083447539"
"No","2008","Hesse","direct migration background","176","0.969187550796364","0.94415013106488","0.994224970527848"
"No","2008","Hesse","indirect migration background","63","0.911159891850412","0.843033948959256","0.979285834741569"
"No","2008","Rhineland-Palatinate,Saarland","no migration background","848","0.926828281830678","0.909889723966401","0.943766839694955"
"No","2008","Rhineland-Palatinate,Saarland","direct migration background","129","0.87494938852522","0.820544453663638","0.929354323386802"
"No","2008","Rhineland-Palatinate,Saarland","indirect migration background","45","0.958061187385512","0.901936396034295","1.01418597873673"
"No","2008","Baden-Württemberg","no migration background","1657","0.958507062722912","0.949182103127746","0.967832022318078"
"No","2008","Baden-Württemberg","direct migration background","409","0.967823755669431","0.951316242767932","0.98433126857093"
"No","2008","Baden-Württemberg","indirect migration background","162","0.953248597643419","0.922235974722471","0.984261220564366"
"No","2008","Bavaria","no migration background","2249","0.962974633586508","0.955330532994132","0.970618734178885"
"No","2008","Bavaria","direct migration background","278","0.958544682043603","0.935641390425846","0.98144797366136"
"No","2008","Bavaria","indirect migration background","124","0.966458387622243","0.935508436856071","0.997408338388415"
"No","2008","Berlin","no migration background","612","0.958691461160904","0.943333711643447","0.974049210678361"
"No","2008","Berlin","direct migration background","48","0.971917484087705","0.925659920420622","1.01817504775479"
"No","2008","Berlin","indirect migration background","25","","",""
"No","2008","Brandenburg","no migration background","764","0.935496644329814","0.91850628399035","0.952487004669279"
"No","2008","Brandenburg","direct migration background","14","","",""
"No","2008","Brandenburg","indirect migration background","9","","",""
"No","2008","Mecklenburg-Western Pomerania","no migration background","462","0.956678178200249","0.938597284200222","0.974759072200276"
"No","2008","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"No","2008","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","2008","Saxony","no migration background","1326","0.955645276944279","0.944856864815536","0.966433689073022"
"No","2008","Saxony","direct migration background","19","","",""
"No","2008","Saxony","indirect migration background","9","","",""
"No","2008","Saxony-Anhalt","no migration background","751","0.920025688271877","0.901205590395275","0.938845786148479"
"No","2008","Saxony-Anhalt","direct migration background","13","","",""
"No","2008","Saxony-Anhalt","indirect migration background","6","","",""
"No","2008","Thuringia","no migration background","798","0.943359923336496","0.927847694501266","0.958872152171726"
"No","2008","Thuringia","direct migration background","15","","",""
"No","2008","Thuringia","indirect migration background","8","","",""
"Yes","2009","Schleswig-Holstein","no migration background","19","","",""
"Yes","2009","Schleswig-Holstein","direct migration background","3","","",""
"Yes","2009","Schleswig-Holstein","indirect migration background","1","","",""
"Yes","2009","Hamburg","no migration background","7","","",""
"Yes","2009","Hamburg","direct migration background","1","","",""
"Yes","2009","Hamburg","indirect migration background","","","",""
"Yes","2009","Lower Saxony","no migration background","66","0.0468923857091342","0.0360815485192855","0.0577032228989828"
"Yes","2009","Lower Saxony","direct migration background","6","","",""
"Yes","2009","Lower Saxony","indirect migration background","1","","",""
"Yes","2009","Bremen","no migration background","1","","",""
"Yes","2009","Bremen","direct migration background","","","",""
"Yes","2009","Bremen","indirect migration background","","","",""
"Yes","2009","North Rhine-Westphalia","no migration background","110","0.0303506373168717","0.0242088328600076","0.0364924417737359"
"Yes","2009","North Rhine-Westphalia","direct migration background","29","","",""
"Yes","2009","North Rhine-Westphalia","indirect migration background","13","","",""
"Yes","2009","Hesse","no migration background","40","0.0413106858492386","0.0289947400075258","0.0536266316909514"
"Yes","2009","Hesse","direct migration background","3","","",""
"Yes","2009","Hesse","indirect migration background","8","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","no migration background","39","0.0474353563809208","0.0330087767107785","0.0618619360510631"
"Yes","2009","Rhineland-Palatinate,Saarland","direct migration background","5","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Yes","2009","Baden-Württemberg","no migration background","61","0.0452489402339433","0.0350930184006868","0.0554048620671998"
"Yes","2009","Baden-Württemberg","direct migration background","21","","",""
"Yes","2009","Baden-Württemberg","indirect migration background","11","","",""
"Yes","2009","Bavaria","no migration background","76","0.0366127069128287","0.0288351990603957","0.0443902147652617"
"Yes","2009","Bavaria","direct migration background","5","","",""
"Yes","2009","Bavaria","indirect migration background","7","","",""
"Yes","2009","Berlin","no migration background","22","","",""
"Yes","2009","Berlin","direct migration background","3","","",""
"Yes","2009","Berlin","indirect migration background","2","","",""
"Yes","2009","Brandenburg","no migration background","31","0.0377967849666984","0.0243269101307148","0.051266659802682"
"Yes","2009","Brandenburg","direct migration background","1","","",""
"Yes","2009","Brandenburg","indirect migration background","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","no migration background","16","","",""
"Yes","2009","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Yes","2009","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2009","Saxony","no migration background","61","0.0424080427944228","0.0316223496158225","0.0531937359730231"
"Yes","2009","Saxony","direct migration background","1","","",""
"Yes","2009","Saxony","indirect migration background","","","",""
"Yes","2009","Saxony-Anhalt","no migration background","38","0.0491290006332097","0.0336913798359035","0.0645666214305158"
"Yes","2009","Saxony-Anhalt","direct migration background","","","",""
"Yes","2009","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2009","Thuringia","no migration background","38","0.0577726925313569","0.0416454835281118","0.0738999015346021"
"Yes","2009","Thuringia","direct migration background","","","",""
"Yes","2009","Thuringia","indirect migration background","","","",""
"No","2009","Schleswig-Holstein","no migration background","443","0.93728859016793","0.915181221659289","0.95939595867657"
"No","2009","Schleswig-Holstein","direct migration background","42","0.969643538331742","0.919516336486365","1.01977074017712"
"No","2009","Schleswig-Holstein","indirect migration background","8","","",""
"No","2009","Hamburg","no migration background","243","0.978097973903246","0.959954877325544","0.996241070480949"
"No","2009","Hamburg","direct migration background","12","","",""
