"ple0160","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2000","Saxony","inadequately","4","","",""
"No","2000","Saxony","general elemantary","151","0.966107761053987","0.937981471453579","0.994234050654395"
"No","2000","Saxony","middle vocational","955","0.948943081654238","0.935395040890628","0.962491122417848"
"No","2000","Saxony","vocational + Abi","40","0.805197194143655","0.693156393729257","0.917237994558053"
"No","2000","Saxony","higher vocational","141","0.955152566266527","0.921808204805284","0.988496927727769"
"No","2000","Saxony","higher education","343","0.934477404273489","0.909466227954184","0.959488580592795"
"No","2000","Saxony-Anhalt","in school","19","","",""
"No","2000","Saxony-Anhalt","inadequately","5","","",""
"No","2000","Saxony-Anhalt","general elemantary","94","0.957398612929006","0.917616416217615","0.997180809640397"
"No","2000","Saxony-Anhalt","middle vocational","520","0.93117944519166","0.910231451448202","0.952127438935119"
"No","2000","Saxony-Anhalt","vocational + Abi","22","","",""
"No","2000","Saxony-Anhalt","higher vocational","107","0.964702955423045","0.930679779913185","0.998726130932904"
"No","2000","Saxony-Anhalt","higher education","211","0.93836599302289","0.907353374802858","0.969378611242921"
"No","2000","Thuringia","in school","26","","",""
"No","2000","Thuringia","inadequately","2","","",""
"No","2000","Thuringia","general elemantary","79","1","1","1"
"No","2000","Thuringia","middle vocational","628","0.941760071150523","0.924053111038045","0.959467031263"
"No","2000","Thuringia","vocational + Abi","13","","",""
"No","2000","Thuringia","higher vocational","85","0.965764245763198","0.92798714719899","1.00354134432741"
"No","2000","Thuringia","higher education","168","0.967700562964802","0.941506851458585","0.993894274471019"
"Yes","2001","Schleswig-Holstein","in school","","","",""
"Yes","2001","Schleswig-Holstein","inadequately","","","",""
"Yes","2001","Schleswig-Holstein","general elemantary","4","","",""
"Yes","2001","Schleswig-Holstein","middle vocational","24","","",""
"Yes","2001","Schleswig-Holstein","vocational + Abi","1","","",""
"Yes","2001","Schleswig-Holstein","higher vocational","4","","",""
"Yes","2001","Schleswig-Holstein","higher education","9","","",""
"Yes","2001","Hamburg","in school","","","",""
"Yes","2001","Hamburg","inadequately","","","",""
"Yes","2001","Hamburg","general elemantary","2","","",""
"Yes","2001","Hamburg","middle vocational","10","","",""
"Yes","2001","Hamburg","vocational + Abi","","","",""
"Yes","2001","Hamburg","higher vocational","","","",""
"Yes","2001","Hamburg","higher education","8","","",""
"Yes","2001","Lower Saxony","in school","1","","",""
"Yes","2001","Lower Saxony","inadequately","4","","",""
"Yes","2001","Lower Saxony","general elemantary","15","","",""
"Yes","2001","Lower Saxony","middle vocational","56","0.0508137240072966","0.0373228390355616","0.0643046089790316"
"Yes","2001","Lower Saxony","vocational + Abi","8","","",""
"Yes","2001","Lower Saxony","higher vocational","7","","",""
"Yes","2001","Lower Saxony","higher education","17","","",""
"Yes","2001","Bremen","in school","","","",""
"Yes","2001","Bremen","inadequately","","","",""
"Yes","2001","Bremen","general elemantary","1","","",""
"Yes","2001","Bremen","middle vocational","4","","",""
"Yes","2001","Bremen","vocational + Abi","2","","",""
"Yes","2001","Bremen","higher vocational","1","","",""
"Yes","2001","Bremen","higher education","","","",""
"Yes","2001","North Rhine-Westphalia","in school","4","","",""
"Yes","2001","North Rhine-Westphalia","inadequately","1","","",""
"Yes","2001","North Rhine-Westphalia","general elemantary","28","","",""
"Yes","2001","North Rhine-Westphalia","middle vocational","139","0.0520495479704472","0.0431236448234662","0.0609754511174281"
"Yes","2001","North Rhine-Westphalia","vocational + Abi","38","0.117079643532277","0.082070857883292","0.152088429181263"
"Yes","2001","North Rhine-Westphalia","higher vocational","21","","",""
"Yes","2001","North Rhine-Westphalia","higher education","54","0.108643999020636","0.0845721725052506","0.132715825536022"
"Yes","2001","Hesse","in school","1","","",""
"Yes","2001","Hesse","inadequately","","","",""
"Yes","2001","Hesse","general elemantary","4","","",""
"Yes","2001","Hesse","middle vocational","36","0.0450859773908229","0.0303244912552405","0.0598474635264052"
"Yes","2001","Hesse","vocational + Abi","9","","",""
"Yes","2001","Hesse","higher vocational","7","","",""
"Yes","2001","Hesse","higher education","18","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","in school","1","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","general elemantary","14","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","middle vocational","26","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","higher vocational","7","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","higher education","5","","",""
"Yes","2001","Baden-Württemberg","in school","4","","",""
"Yes","2001","Baden-Württemberg","inadequately","1","","",""
"Yes","2001","Baden-Württemberg","general elemantary","25","","",""
"Yes","2001","Baden-Württemberg","middle vocational","71","0.0542616534767189","0.0417285611436924","0.0667947458097454"
"Yes","2001","Baden-Württemberg","vocational + Abi","10","","",""
"Yes","2001","Baden-Württemberg","higher vocational","15","","",""
"Yes","2001","Baden-Württemberg","higher education","29","","",""
"Yes","2001","Bavaria","in school","","","",""
"Yes","2001","Bavaria","inadequately","","","",""
"Yes","2001","Bavaria","general elemantary","16","","",""
"Yes","2001","Bavaria","middle vocational","84","0.0497100606843005","0.0393539156479406","0.0600662057206603"
"Yes","2001","Bavaria","vocational + Abi","15","","",""
"Yes","2001","Bavaria","higher vocational","7","","",""
"Yes","2001","Bavaria","higher education","25","","",""
"Yes","2001","Berlin","in school","2","","",""
"Yes","2001","Berlin","inadequately","2","","",""
"Yes","2001","Berlin","general elemantary","4","","",""
"Yes","2001","Berlin","middle vocational","31","0.0904651871627941","0.0602405951037438","0.120689779221844"
"Yes","2001","Berlin","vocational + Abi","6","","",""
"Yes","2001","Berlin","higher vocational","1","","",""
"Yes","2001","Berlin","higher education","24","","",""
"Yes","2001","Brandenburg","in school","","","",""
"Yes","2001","Brandenburg","inadequately","","","",""
"Yes","2001","Brandenburg","general elemantary","5","","",""
"Yes","2001","Brandenburg","middle vocational","38","0.0799714069803809","0.0557810344545098","0.104161779506252"
"Yes","2001","Brandenburg","vocational + Abi","1","","",""
"Yes","2001","Brandenburg","higher vocational","4","","",""
"Yes","2001","Brandenburg","higher education","16","","",""
"Yes","2001","Mecklenburg-Western Pomerania","in school","1","","",""
"Yes","2001","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2001","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"Yes","2001","Mecklenburg-Western Pomerania","middle vocational","23","","",""
"Yes","2001","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2001","Mecklenburg-Western Pomerania","higher vocational","4","","",""
"Yes","2001","Mecklenburg-Western Pomerania","higher education","12","","",""
"Yes","2001","Saxony","in school","3","","",""
"Yes","2001","Saxony","inadequately","","","",""
"Yes","2001","Saxony","general elemantary","6","","",""
"Yes","2001","Saxony","middle vocational","57","0.0502362975925903","0.0361674283308525","0.064305166854328"
"Yes","2001","Saxony","vocational + Abi","4","","",""
"Yes","2001","Saxony","higher vocational","9","","",""
"Yes","2001","Saxony","higher education","35","0.0766784138526857","0.0492685511249956","0.104088276580376"
"Yes","2001","Saxony-Anhalt","in school","2","","",""
"Yes","2001","Saxony-Anhalt","inadequately","","","",""
"Yes","2001","Saxony-Anhalt","general elemantary","2","","",""
"Yes","2001","Saxony-Anhalt","middle vocational","35","0.0763615839537998","0.0537729853285629","0.0989501825790367"
"Yes","2001","Saxony-Anhalt","vocational + Abi","4","","",""
"Yes","2001","Saxony-Anhalt","higher vocational","5","","",""
"Yes","2001","Saxony-Anhalt","higher education","13","","",""
"Yes","2001","Thuringia","in school","3","","",""
"Yes","2001","Thuringia","inadequately","","","",""
"Yes","2001","Thuringia","general elemantary","6","","",""
"Yes","2001","Thuringia","middle vocational","57","0.0788919754223607","0.057604241502536","0.100179709342185"
"Yes","2001","Thuringia","vocational + Abi","2","","",""
"Yes","2001","Thuringia","higher vocational","8","","",""
"Yes","2001","Thuringia","higher education","12","","",""
"No","2001","Schleswig-Holstein","in school","17","","",""
"No","2001","Schleswig-Holstein","inadequately","6","","",""
"No","2001","Schleswig-Holstein","general elemantary","88","0.948225279986501","0.902949199672666","0.993501360300336"
"No","2001","Schleswig-Holstein","middle vocational","342","0.936875107733193","0.911960805797012","0.961789409669374"
"No","2001","Schleswig-Holstein","vocational + Abi","32","0.962371189526984","0.897444587800065","1.0272977912539"
"No","2001","Schleswig-Holstein","higher vocational","48","0.896157169234889","0.813243378671184","0.979070959798594"
"No","2001","Schleswig-Holstein","higher education","72","0.895405838288236","0.82876057864914","0.962051097927333"
"No","2001","Hamburg","in school","3","","",""
"No","2001","Hamburg","inadequately","2","","",""
"No","2001","Hamburg","general elemantary","24","","",""
"No","2001","Hamburg","middle vocational","130","0.942699470320463","0.904200419436616","0.981198521204309"
"No","2001","Hamburg","vocational + Abi","14","","",""
"No","2001","Hamburg","higher vocational","19","","",""
"No","2001","Hamburg","higher education","61","0.902500379144204","0.832508330460491","0.972492427827918"
"No","2001","Lower Saxony","in school","48","0.98500005446138","0.950966052513469","1.01903405640929"
"No","2001","Lower Saxony","inadequately","24","","",""
"No","2001","Lower Saxony","general elemantary","278","0.968949147912659","0.949088128557744","0.988810167267573"
"No","2001","Lower Saxony","middle vocational","962","0.949186275992703","0.935695391020968","0.962677160964438"
"No","2001","Lower Saxony","vocational + Abi","102","0.932788322340511","0.885996962513464","0.979579682167558"
"No","2001","Lower Saxony","higher vocational","115","0.941227216866691","0.899491916585706","0.982962517147675"
"No","2001","Lower Saxony","higher education","216","0.92642013549382","0.892896306605709","0.95994396438193"
"No","2001","Bremen","in school","1","","",""
"No","2001","Bremen","inadequately","2","","",""
"No","2001","Bremen","general elemantary","21","","",""
"No","2001","Bremen","middle vocational","76","0.960749233210855","0.918196036259022","1.00330243016269"
"No","2001","Bremen","vocational + Abi","13","","",""
"No","2001","Bremen","higher vocational","10","","",""
"No","2001","Bremen","higher education","27","","",""
"No","2001","North Rhine-Westphalia","in school","116","0.973151973223634","0.944231593699879","1.00207235274739"
"No","2001","North Rhine-Westphalia","inadequately","119","0.993076792416732","0.978241279665411","1.00791230516805"
"No","2001","North Rhine-Westphalia","general elemantary","668","0.960155542173618","0.945624450971031","0.974686633376205"
"No","2001","North Rhine-Westphalia","middle vocational","2240","0.947950452029553","0.939024548882572","0.956876355176534"
"No","2001","North Rhine-Westphalia","vocational + Abi","286","0.882920356467722","0.847911570818737","0.917929142116708"
"No","2001","North Rhine-Westphalia","higher vocational","334","0.942282208790524","0.918022853134565","0.966541564446484"
"No","2001","North Rhine-Westphalia","higher education","588","0.891356000979364","0.867284174463978","0.915427827494749"
"No","2001","Hesse","in school","33","0.977435921524033","0.927517415282261","1.0273544277658"
"No","2001","Hesse","inadequately","25","","",""
"No","2001","Hesse","general elemantary","235","0.987779217908268","0.973849940647993","1.00170849516854"
"No","2001","Hesse","middle vocational","723","0.954914022609177","0.940152536473595","0.969675508744759"
"No","2001","Hesse","vocational + Abi","101","0.931819447444592","0.884716520821543","0.978922374067642"
"No","2001","Hesse","higher vocational","75","0.945321016279869","0.89611241298835","0.994529619571387"
"No","2001","Hesse","higher education","216","0.891226432016088","0.851333507179926","0.93111935685225"
"No","2001","Rhineland-Palatinate,Saarland","in school","31","0.983684508284164","0.939790918419704","1.02757809814862"
"No","2001","Rhineland-Palatinate,Saarland","inadequately","26","","",""
"No","2001","Rhineland-Palatinate,Saarland","general elemantary","230","0.946323272881735","0.918044148902336","0.974602396861133"
"No","2001","Rhineland-Palatinate,Saarland","middle vocational","710","0.96608874573399","0.953012302828982","0.979165188638998"
"No","2001","Rhineland-Palatinate,Saarland","vocational + Abi","59","0.973561751670276","0.932966937629771","1.01415656571078"
"No","2001","Rhineland-Palatinate,Saarland","higher vocational","96","0.897552761514491","0.838991610988115","0.956113912040866"
"No","2001","Rhineland-Palatinate,Saarland","higher education","135","0.956233552880434","0.92234627306156","0.990120832699308"
