"ple0160","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2002","Mecklenburg-Western Pomerania","middle vocational","21","","",""
"Yes","2002","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2002","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","2002","Mecklenburg-Western Pomerania","higher education","5","","",""
"Yes","2002","Saxony","in school","4","","",""
"Yes","2002","Saxony","inadequately","","","",""
"Yes","2002","Saxony","general elemantary","7","","",""
"Yes","2002","Saxony","middle vocational","28","","",""
"Yes","2002","Saxony","vocational + Abi","5","","",""
"Yes","2002","Saxony","higher vocational","2","","",""
"Yes","2002","Saxony","higher education","17","","",""
"Yes","2002","Saxony-Anhalt","in school","1","","",""
"Yes","2002","Saxony-Anhalt","inadequately","","","",""
"Yes","2002","Saxony-Anhalt","general elemantary","2","","",""
"Yes","2002","Saxony-Anhalt","middle vocational","14","","",""
"Yes","2002","Saxony-Anhalt","vocational + Abi","4","","",""
"Yes","2002","Saxony-Anhalt","higher vocational","6","","",""
"Yes","2002","Saxony-Anhalt","higher education","11","","",""
"Yes","2002","Thuringia","in school","","","",""
"Yes","2002","Thuringia","inadequately","","","",""
"Yes","2002","Thuringia","general elemantary","3","","",""
"Yes","2002","Thuringia","middle vocational","36","0.0539587143954811","0.0351955391384468","0.0727218896525153"
"Yes","2002","Thuringia","vocational + Abi","2","","",""
"Yes","2002","Thuringia","higher vocational","6","","",""
"Yes","2002","Thuringia","higher education","5","","",""
"No","2002","Schleswig-Holstein","in school","19","","",""
"No","2002","Schleswig-Holstein","inadequately","5","","",""
"No","2002","Schleswig-Holstein","general elemantary","83","0.94956735252787","0.903845320263321","0.995289384792418"
"No","2002","Schleswig-Holstein","middle vocational","319","0.96111223055356","0.940285185202887","0.981939275904234"
"No","2002","Schleswig-Holstein","vocational + Abi","29","","",""
"No","2002","Schleswig-Holstein","higher vocational","43","1","1","1"
"No","2002","Schleswig-Holstein","higher education","54","0.965129089373919","0.918318249591586","1.01193992915625"
"No","2002","Hamburg","in school","5","","",""
"No","2002","Hamburg","inadequately","1","","",""
"No","2002","Hamburg","general elemantary","28","","",""
"No","2002","Hamburg","middle vocational","140","0.955640126295782","0.922242622941477","0.989037629650087"
"No","2002","Hamburg","vocational + Abi","16","","",""
"No","2002","Hamburg","higher vocational","19","","",""
"No","2002","Hamburg","higher education","43","0.939917091824805","0.871243553977428","1.00859062967218"
"No","2002","Lower Saxony","in school","47","0.942547511121654","0.877391258245018","1.00770376399829"
"No","2002","Lower Saxony","inadequately","26","","",""
"No","2002","Lower Saxony","general elemantary","251","0.967974718263174","0.946614468619311","0.989334967907037"
"No","2002","Lower Saxony","middle vocational","874","0.951526981917104","0.937671940607872","0.965382023226336"
"No","2002","Lower Saxony","vocational + Abi","111","0.952779908626764","0.914180664224132","0.991379153029396"
"No","2002","Lower Saxony","higher vocational","109","0.955321891323883","0.917060449241064","0.993583333406702"
"No","2002","Lower Saxony","higher education","163","0.962814315351013","0.934286803193873","0.991341827508153"
"No","2002","Bremen","in school","4","","",""
"No","2002","Bremen","inadequately","","","",""
"No","2002","Bremen","general elemantary","20","","",""
"No","2002","Bremen","middle vocational","81","0.924774710358117","0.869030627820929","0.980518792895305"
"No","2002","Bremen","vocational + Abi","12","","",""
"No","2002","Bremen","higher vocational","8","","",""
"No","2002","Bremen","higher education","22","","",""
"No","2002","North Rhine-Westphalia","in school","102","0.935085219890568","0.88818309164903","0.981987348132106"
"No","2002","North Rhine-Westphalia","inadequately","100","0.982320507991751","0.956745869607717","1.00789514637578"
"No","2002","North Rhine-Westphalia","general elemantary","570","0.969417176504895","0.955570389466038","0.983263963543752"
"No","2002","North Rhine-Westphalia","middle vocational","1982","0.957618003282384","0.948945683216001","0.966290323348767"
"No","2002","North Rhine-Westphalia","vocational + Abi","293","0.916913256809836","0.886480973131327","0.947345540488346"
"No","2002","North Rhine-Westphalia","higher vocational","266","0.939723940578455","0.912237125612627","0.967210755544282"
"No","2002","North Rhine-Westphalia","higher education","461","0.928661999526157","0.905895479664106","0.951428519388208"
"No","2002","Hesse","in school","20","","",""
"No","2002","Hesse","inadequately","22","","",""
"No","2002","Hesse","general elemantary","204","0.942921645345308","0.911839232123521","0.974004058567094"
"No","2002","Hesse","middle vocational","642","0.95921988139269","0.944243943932431","0.974195818852949"
"No","2002","Hesse","vocational + Abi","94","0.946615771220046","0.902990176591113","0.99024136584898"
"No","2002","Hesse","higher vocational","76","0.906630105548497","0.842874026631301","0.970386184465694"
"No","2002","Hesse","higher education","184","0.964430436448704","0.938632188174772","0.990228684722635"
"No","2002","Rhineland-Palatinate,Saarland","in school","30","1","1","1"
"No","2002","Rhineland-Palatinate,Saarland","inadequately","25","","",""
"No","2002","Rhineland-Palatinate,Saarland","general elemantary","208","0.968092870298706","0.944815794902131","0.991369945695281"
"No","2002","Rhineland-Palatinate,Saarland","middle vocational","600","0.970472220121391","0.957179586976164","0.983764853266618"
"No","2002","Rhineland-Palatinate,Saarland","vocational + Abi","47","0.967293906908523","0.917492270722027","1.01709554309502"
"No","2002","Rhineland-Palatinate,Saarland","higher vocational","87","0.948283835592196","0.903275915446592","0.9932917557378"
"No","2002","Rhineland-Palatinate,Saarland","higher education","81","0.950544735427017","0.905499834826322","0.995589636027712"
"No","2002","Baden-Württemberg","in school","61","0.911958950215227","0.843074425876182","0.980843474554272"
"No","2002","Baden-Württemberg","inadequately","45","1","1","1"
"No","2002","Baden-Württemberg","general elemantary","466","0.973270121576466","0.958810752940869","0.987729490212063"
"No","2002","Baden-Württemberg","middle vocational","1091","0.939337043002282","0.925588194581803","0.95308589142276"
"No","2002","Baden-Württemberg","vocational + Abi","110","0.918569057483806","0.869837976805246","0.967300138162365"
"No","2002","Baden-Württemberg","higher vocational","170","0.9793600947385","0.958414798378236","1.00030539109877"
"No","2002","Baden-Württemberg","higher education","276","0.959247866048156","0.936333614684007","0.982162117412305"
"No","2002","Bavaria","in school","38","1","1","1"
"No","2002","Bavaria","inadequately","25","","",""
"No","2002","Bavaria","general elemantary","379","0.961666167821741","0.942731711886818","0.980600623756664"
"No","2002","Bavaria","middle vocational","1416","0.963779190060584","0.954276365416543","0.973282014704626"
"No","2002","Bavaria","vocational + Abi","112","0.904861132014865","0.853218638329381","0.95650362570035"
"No","2002","Bavaria","higher vocational","194","0.973982116403863","0.952083758648706","0.995880474159021"
"No","2002","Bavaria","higher education","317","0.973979569584991","0.95685533333655","0.991103805833431"
"No","2002","Berlin","in school","23","","",""
"No","2002","Berlin","inadequately","4","","",""
"No","2002","Berlin","general elemantary","65","0.996545301025022","0.982389653126329","1.01070094892372"
"No","2002","Berlin","middle vocational","292","0.970966491035684","0.952215483099718","0.989717498971649"
"No","2002","Berlin","vocational + Abi","26","","",""
"No","2002","Berlin","higher vocational","61","0.994641740659732","0.976469961448994","1.01281351987047"
"No","2002","Berlin","higher education","161","0.939899913632423","0.904277086061719","0.975522741203127"
"No","2002","Brandenburg","in school","24","","",""
"No","2002","Brandenburg","inadequately","4","","",""
"No","2002","Brandenburg","general elemantary","76","0.956211714736876","0.911650032139721","1.00077339733403"
"No","2002","Brandenburg","middle vocational","457","0.951377957725897","0.932036267337069","0.970719648114725"
"No","2002","Brandenburg","vocational + Abi","22","","",""
"No","2002","Brandenburg","higher vocational","71","0.894855310298294","0.825434841685378","0.96427577891121"
"No","2002","Brandenburg","higher education","220","0.985611477385653","0.97001648885113","1.00120646592018"
"No","2002","Mecklenburg-Western Pomerania","in school","9","","",""
"No","2002","Mecklenburg-Western Pomerania","inadequately","3","","",""
"No","2002","Mecklenburg-Western Pomerania","general elemantary","37","0.955172770203559","0.891047381199449","1.01929815920767"
"No","2002","Mecklenburg-Western Pomerania","middle vocational","235","0.9474908121591","0.920167505111298","0.974814119206901"
"No","2002","Mecklenburg-Western Pomerania","vocational + Abi","4","","",""
"No","2002","Mecklenburg-Western Pomerania","higher vocational","37","1","1","1"
"No","2002","Mecklenburg-Western Pomerania","higher education","102","0.972615768474913","0.941693087899771","1.00353844905005"
"No","2002","Saxony","in school","32","0.917437161535245","0.827533514001074","1.00734080906941"
"No","2002","Saxony","inadequately","3","","",""
"No","2002","Saxony","general elemantary","117","0.970389417592819","0.940553888140875","1.00022494704476"
"No","2002","Saxony","middle vocational","828","0.975493143476067","0.965135352957451","0.985850933994683"
"No","2002","Saxony","vocational + Abi","35","0.825670527734808","0.708097718692249","0.943243336777368"
"No","2002","Saxony","higher vocational","123","0.994438422035805","0.981401320520318","1.00747552355129"
"No","2002","Saxony","higher education","311","0.966837694737471","0.947459634008246","0.986215755466696"
"No","2002","Saxony-Anhalt","in school","27","","",""
"No","2002","Saxony-Anhalt","inadequately","2","","",""
"No","2002","Saxony-Anhalt","general elemantary","81","0.982824596835507","0.954873392610842","1.01077580106017"
"No","2002","Saxony-Anhalt","middle vocational","465","0.965523547807789","0.949184638825395","0.981862456790182"
"No","2002","Saxony-Anhalt","vocational + Abi","27","","",""
"No","2002","Saxony-Anhalt","higher vocational","80","0.953941829289092","0.90964086757935","0.998242790998833"
"No","2002","Saxony-Anhalt","higher education","182","0.917390251964998","0.878551779029994","0.956228724900002"
"No","2002","Thuringia","in school","22","","",""
"No","2002","Thuringia","inadequately","2","","",""
"No","2002","Thuringia","general elemantary","57","0.972828571658161","0.931690222595248","1.01396692072107"
"No","2002","Thuringia","middle vocational","521","0.946041285604519","0.927278110347485","0.964804460861553"
"No","2002","Thuringia","vocational + Abi","19","","",""
"No","2002","Thuringia","higher vocational","58","0.922733827768085","0.85731676745189","0.988150888084281"
"No","2002","Thuringia","higher education","150","0.961876827057192","0.931730355192999","0.992023298921385"
"Yes","2003","Schleswig-Holstein","in school","2","","",""
"Yes","2003","Schleswig-Holstein","inadequately","","","",""
"Yes","2003","Schleswig-Holstein","general elemantary","6","","",""
"Yes","2003","Schleswig-Holstein","middle vocational","12","","",""
"Yes","2003","Schleswig-Holstein","vocational + Abi","1","","",""
"Yes","2003","Schleswig-Holstein","higher vocational","2","","",""
"Yes","2003","Schleswig-Holstein","higher education","1","","",""
"Yes","2003","Hamburg","in school","","","",""
"Yes","2003","Hamburg","inadequately","","","",""
"Yes","2003","Hamburg","general elemantary","1","","",""
"Yes","2003","Hamburg","middle vocational","7","","",""
"Yes","2003","Hamburg","vocational + Abi","2","","",""
"Yes","2003","Hamburg","higher vocational","1","","",""
"Yes","2003","Hamburg","higher education","3","","",""
"Yes","2003","Lower Saxony","in school","4","","",""
"Yes","2003","Lower Saxony","inadequately","","","",""
"Yes","2003","Lower Saxony","general elemantary","12","","",""
"Yes","2003","Lower Saxony","middle vocational","58","0.0672545829252241","0.050725212883971","0.0837839529664772"
"Yes","2003","Lower Saxony","vocational + Abi","7","","",""
"Yes","2003","Lower Saxony","higher vocational","7","","",""
"Yes","2003","Lower Saxony","higher education","4","","",""
"Yes","2003","Bremen","in school","","","",""
"Yes","2003","Bremen","inadequately","","","",""
"Yes","2003","Bremen","general elemantary","","","",""
"Yes","2003","Bremen","middle vocational","1","","",""
"Yes","2003","Bremen","vocational + Abi","","","",""
"Yes","2003","Bremen","higher vocational","1","","",""
"Yes","2003","Bremen","higher education","2","","",""
"Yes","2003","North Rhine-Westphalia","in school","3","","",""
"Yes","2003","North Rhine-Westphalia","inadequately","2","","",""
"Yes","2003","North Rhine-Westphalia","general elemantary","15","","",""
"Yes","2003","North Rhine-Westphalia","middle vocational","84","0.0385680191888008","0.0300947655551733","0.0470412728224284"
"Yes","2003","North Rhine-Westphalia","vocational + Abi","21","","",""
"Yes","2003","North Rhine-Westphalia","higher vocational","11","","",""
"Yes","2003","North Rhine-Westphalia","higher education","31","0.0927670581496647","0.0665952704051316","0.118938845894198"
"Yes","2003","Hesse","in school","2","","",""
"Yes","2003","Hesse","inadequately","","","",""
"Yes","2003","Hesse","general elemantary","8","","",""
"Yes","2003","Hesse","middle vocational","39","0.0447067940888296","0.0283338232473571","0.0610797649303022"
"Yes","2003","Hesse","vocational + Abi","6","","",""
"Yes","2003","Hesse","higher vocational","2","","",""
"Yes","2003","Hesse","higher education","14","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","in school","3","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","general elemantary","10","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","middle vocational","40","0.0603716868874918","0.0414399262810515","0.0793034474939322"
"Yes","2003","Rhineland-Palatinate,Saarland","vocational + Abi","8","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","higher vocational","3","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","higher education","5","","",""
"Yes","2003","Baden-Württemberg","in school","4","","",""
"Yes","2003","Baden-Württemberg","inadequately","1","","",""
"Yes","2003","Baden-Württemberg","general elemantary","14","","",""
"Yes","2003","Baden-Württemberg","middle vocational","50","0.0411247914224636","0.0294949985776172","0.0527545842673099"
"Yes","2003","Baden-Württemberg","vocational + Abi","8","","",""
"Yes","2003","Baden-Württemberg","higher vocational","13","","",""
"Yes","2003","Baden-Württemberg","higher education","18","","",""
"Yes","2003","Bavaria","in school","8","","",""
"Yes","2003","Bavaria","inadequately","","","",""
"Yes","2003","Bavaria","general elemantary","17","","",""
"Yes","2003","Bavaria","middle vocational","104","0.0625145351659498","0.0499671610591763","0.0750619092727234"
"Yes","2003","Bavaria","vocational + Abi","11","","",""
"Yes","2003","Bavaria","higher vocational","16","","",""
"Yes","2003","Bavaria","higher education","28","","",""
"Yes","2003","Berlin","in school","3","","",""
"Yes","2003","Berlin","inadequately","","","",""
"Yes","2003","Berlin","general elemantary","5","","",""
"Yes","2003","Berlin","middle vocational","14","","",""
"Yes","2003","Berlin","vocational + Abi","2","","",""
"Yes","2003","Berlin","higher vocational","","","",""
"Yes","2003","Berlin","higher education","6","","",""
"Yes","2003","Brandenburg","in school","2","","",""
"Yes","2003","Brandenburg","inadequately","","","",""
"Yes","2003","Brandenburg","general elemantary","1","","",""
"Yes","2003","Brandenburg","middle vocational","14","","",""
"Yes","2003","Brandenburg","vocational + Abi","3","","",""
"Yes","2003","Brandenburg","higher vocational","4","","",""
"Yes","2003","Brandenburg","higher education","9","","",""
"Yes","2003","Mecklenburg-Western Pomerania","in school","2","","",""
"Yes","2003","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2003","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"Yes","2003","Mecklenburg-Western Pomerania","middle vocational","20","","",""
"Yes","2003","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2003","Mecklenburg-Western Pomerania","higher vocational","2","","",""
"Yes","2003","Mecklenburg-Western Pomerania","higher education","9","","",""
"Yes","2003","Saxony","in school","6","","",""
"Yes","2003","Saxony","inadequately","","","",""
"Yes","2003","Saxony","general elemantary","3","","",""
"Yes","2003","Saxony","middle vocational","54","0.0519079972881214","0.0368880482210427","0.0669279463552002"
"Yes","2003","Saxony","vocational + Abi","4","","",""
"Yes","2003","Saxony","higher vocational","11","","",""
"Yes","2003","Saxony","higher education","39","0.119710849282888","0.0835158742050848","0.155905824360691"
"Yes","2003","Saxony-Anhalt","in school","1","","",""
"Yes","2003","Saxony-Anhalt","inadequately","1","","",""
"Yes","2003","Saxony-Anhalt","general elemantary","5","","",""
"Yes","2003","Saxony-Anhalt","middle vocational","32","0.0558416723707493","0.0345077992599701","0.0771755454815286"
"Yes","2003","Saxony-Anhalt","vocational + Abi","2","","",""
"Yes","2003","Saxony-Anhalt","higher vocational","4","","",""
"Yes","2003","Saxony-Anhalt","higher education","19","","",""
"Yes","2003","Thuringia","in school","1","","",""
"Yes","2003","Thuringia","inadequately","1","","",""
"Yes","2003","Thuringia","general elemantary","6","","",""
"Yes","2003","Thuringia","middle vocational","42","0.076414021161069","0.0540073983260212","0.0988206439961169"
"Yes","2003","Thuringia","vocational + Abi","4","","",""
"Yes","2003","Thuringia","higher vocational","2","","",""
"Yes","2003","Thuringia","higher education","15","","",""
"No","2003","Schleswig-Holstein","in school","11","","",""
"No","2003","Schleswig-Holstein","inadequately","5","","",""
"No","2003","Schleswig-Holstein","general elemantary","79","0.960812729839935","0.919562107233412","1.00206335244646"
"No","2003","Schleswig-Holstein","middle vocational","304","0.961791894270541","0.940655891389213","0.982927897151869"
"No","2003","Schleswig-Holstein","vocational + Abi","27","","",""
"No","2003","Schleswig-Holstein","higher vocational","40","0.960157324021415","0.901005397315785","1.01930925072704"
"No","2003","Schleswig-Holstein","higher education","56","0.990707743973521","0.965799447536677","1.01561604041037"
"No","2003","Hamburg","in school","7","","",""
"No","2003","Hamburg","inadequately","1","","",""
"No","2003","Hamburg","general elemantary","28","","",""
"No","2003","Hamburg","middle vocational","125","0.953982185419312","0.918238917805681","0.989725453032943"
"No","2003","Hamburg","vocational + Abi","16","","",""
"No","2003","Hamburg","higher vocational","15","","",""
"No","2003","Hamburg","higher education","39","0.933994210763533","0.858903441727679","1.00908497979939"
"No","2003","Lower Saxony","in school","45","0.93571330067991","0.86704093373819","1.00438566762163"
"No","2003","Lower Saxony","inadequately","25","","",""
"No","2003","Lower Saxony","general elemantary","250","0.946634430448309","0.919418751823282","0.973850109073337"
"No","2003","Lower Saxony","middle vocational","824","0.932745417074776","0.916216047033523","0.949274787116029"
"No","2003","Lower Saxony","vocational + Abi","105","0.952765383761916","0.913477172158354","0.992053595365478"
"No","2003","Lower Saxony","higher vocational","97","0.933008183474843","0.884959109193151","0.981057257756535"
"No","2003","Lower Saxony","higher education","164","0.976929101062269","0.954227461089289","0.999630741035249"
"No","2003","Bremen","in school","4","","",""
"No","2003","Bremen","inadequately","","","",""
"No","2003","Bremen","general elemantary","19","","",""
"No","2003","Bremen","middle vocational","79","0.995453046890897","0.980710459006493","1.0101956347753"
"No","2003","Bremen","vocational + Abi","13","","",""
"No","2003","Bremen","higher vocational","7","","",""
"No","2003","Bremen","higher education","22","","",""
"No","2003","North Rhine-Westphalia","in school","103","0.964050654405595","0.928610910101227","0.999490398709964"
"No","2003","North Rhine-Westphalia","inadequately","96","0.976909677132163","0.947174039078461","1.00664531518586"
"No","2003","North Rhine-Westphalia","general elemantary","541","0.966878646499734","0.952003860798237","0.981753432201232"
"No","2003","North Rhine-Westphalia","middle vocational","1900","0.961431980811199","0.952958727177572","0.969905234444827"
"No","2003","North Rhine-Westphalia","vocational + Abi","281","0.931803499375536","0.903372781012932","0.960234217738141"
"No","2003","North Rhine-Westphalia","higher vocational","261","0.971712981501268","0.952010259547994","0.991415703454543"
"No","2003","North Rhine-Westphalia","higher education","441","0.907232941850335","0.881061154105802","0.933404729594868"
"No","2003","Hesse","in school","20","","",""
"No","2003","Hesse","inadequately","16","","",""
"No","2003","Hesse","general elemantary","193","0.962820924919974","0.936664877676113","0.988976972163835"
"No","2003","Hesse","middle vocational","573","0.95529320591117","0.938920235069698","0.971666176752643"
"No","2003","Hesse","vocational + Abi","89","0.949144521019518","0.904964966188516","0.99332407585052"
"No","2003","Hesse","higher vocational","73","0.985760188550946","0.958946583018416","1.01257379408348"
"No","2003","Hesse","higher education","174","0.915330437369788","0.875536054262889","0.955124820476688"
"No","2003","Rhineland-Palatinate,Saarland","in school","29","","",""
"No","2003","Rhineland-Palatinate,Saarland","inadequately","19","","",""
"No","2003","Rhineland-Palatinate,Saarland","general elemantary","210","0.972604257740355","0.951034445252854","0.994174070227856"
"No","2003","Rhineland-Palatinate,Saarland","middle vocational","568","0.939628313112508","0.920696552506068","0.958560073718949"
"No","2003","Rhineland-Palatinate,Saarland","vocational + Abi","44","0.869715949723135","0.778224446693865","0.961207452752406"
"No","2003","Rhineland-Palatinate,Saarland","higher vocational","85","0.95942950514759","0.91820851282062","1.00065049747456"
"No","2003","Rhineland-Palatinate,Saarland","higher education","89","0.973049106014462","0.940312162348663","1.00578604968026"
"No","2003","Baden-Württemberg","in school","50","0.948266072768563","0.889191030461261","1.00734111507586"
"No","2003","Baden-Württemberg","inadequately","42","0.98838448401494","0.956358972418065","1.02040999561181"
"No","2003","Baden-Württemberg","general elemantary","432","0.968628360462234","0.952450247626714","0.984806473297754"
"No","2003","Baden-Württemberg","middle vocational","1070","0.958875208577536","0.94724541573269","0.970505001422383"
"No","2003","Baden-Württemberg","vocational + Abi","121","0.952261749489814","0.915468795666578","0.989054703313049"
"No","2003","Baden-Württemberg","higher vocational","158","0.944420234678949","0.910080966780662","0.978759502577235"
"No","2003","Baden-Württemberg","higher education","249","0.9400539008215","0.911579846959239","0.968527954683762"
"No","2003","Bavaria","in school","41","0.83792145427616","0.734736952438662","0.941105956113658"
"No","2003","Bavaria","inadequately","26","","",""
"No","2003","Bavaria","general elemantary","355","0.963530070276058","0.944480871188753","0.982579269363364"
"No","2003","Bavaria","middle vocational","1326","0.93748546483405","0.924938090727277","0.950032838940824"
"No","2003","Bavaria","vocational + Abi","110","0.910985146260482","0.86024610052506","0.961724191995904"
"No","2003","Bavaria","higher vocational","187","0.931640342402633","0.896924784056962","0.966355900748304"
"No","2003","Bavaria","higher education","282","0.906971273274153","0.874636296866529","0.939306249681778"
"No","2003","Berlin","in school","24","","",""
"No","2003","Berlin","inadequately","7","","",""
"No","2003","Berlin","general elemantary","66","0.937864885800338","0.881713871579171","0.994015900021506"
"No","2003","Berlin","middle vocational","291","0.959936661653452","0.937928030707007","0.981945292599897"
"No","2003","Berlin","vocational + Abi","27","","",""
"No","2003","Berlin","higher vocational","56","1","1","1"
"No","2003","Berlin","higher education","163","0.978498829814697","0.956630483526671","1.00036717610272"
"No","2003","Brandenburg","in school","25","","",""
"No","2003","Brandenburg","inadequately","1","","",""
"No","2003","Brandenburg","general elemantary","73","0.984577112959634","0.956500808833283","1.01265341708598"
"No","2003","Brandenburg","middle vocational","439","0.952481232876432","0.932890089370643","0.972072376382222"
"No","2003","Brandenburg","vocational + Abi","25","","",""
"No","2003","Brandenburg","higher vocational","69","0.928914308934644","0.869966782992844","0.987861834876444"
"No","2003","Brandenburg","higher education","216","0.96496567836208","0.940940887171735","0.988990469552424"
"No","2003","Mecklenburg-Western Pomerania","in school","10","","",""
"No","2003","Mecklenburg-Western Pomerania","inadequately","4","","",""
"No","2003","Mecklenburg-Western Pomerania","general elemantary","42","0.975288817282649","0.928887826764851","1.02168980780045"
"No","2003","Mecklenburg-Western Pomerania","middle vocational","241","0.945499190030664","0.917959446198613","0.973038933862715"
"No","2003","Mecklenburg-Western Pomerania","vocational + Abi","3","","",""
"No","2003","Mecklenburg-Western Pomerania","higher vocational","34","0.918848348503373","0.829647817148479","1.00804887985827"
"No","2003","Mecklenburg-Western Pomerania","higher education","95","0.957923213497822","0.919338253671132","0.996508173324512"
"No","2003","Saxony","in school","32","0.856378153784691","0.744871871773342","0.967884435796039"
"No","2003","Saxony","inadequately","2","","",""
"No","2003","Saxony","general elemantary","113","0.985448484365578","0.963656831381142","1.00724013735001"
"No","2003","Saxony","middle vocational","784","0.948092002711879","0.9330720536448","0.963111951778957"
"No","2003","Saxony","vocational + Abi","36","0.945854441793099","0.875723177717831","1.01598570586837"
"No","2003","Saxony","higher vocational","116","0.915527865171697","0.867162023580923","0.96389370676247"
"No","2003","Saxony","higher education","270","0.880289150717112","0.844094175639309","0.916484125794915"
"No","2003","Saxony-Anhalt","in school","30","0.980003176885649","0.930724222034963","1.02928213173633"
"No","2003","Saxony-Anhalt","inadequately","2","","",""
"No","2003","Saxony-Anhalt","general elemantary","72","0.956244877256393","0.910556919829837","1.00193283468295"
"No","2003","Saxony-Anhalt","middle vocational","413","0.944158327629251","0.922824454518472","0.96549220074003"
"No","2003","Saxony-Anhalt","vocational + Abi","30","0.96126391554347","0.894406084827048","1.02812174625989"
"No","2003","Saxony-Anhalt","higher vocational","86","0.979280162225762","0.949851298757834","1.00870902569369"
"No","2003","Saxony-Anhalt","higher education","174","0.86849749738185","0.820819200763562","0.916175794000137"
"No","2003","Thuringia","in school","22","","",""
"No","2003","Thuringia","inadequately","1","","",""
"No","2003","Thuringia","general elemantary","62","0.943771213675937","0.889018411241287","0.998524016110586"
"No","2003","Thuringia","middle vocational","498","0.923585978838931","0.901179356003883","0.945992601673979"
"No","2003","Thuringia","vocational + Abi","18","","",""
"No","2003","Thuringia","higher vocational","64","0.980792369401518","0.947679138323791","1.01390560047924"
"No","2003","Thuringia","higher education","133","0.877799196208638","0.825033477976609","0.930564914440666"
"Yes","2004","Schleswig-Holstein","in school","","","",""
"Yes","2004","Schleswig-Holstein","inadequately","1","","",""
"Yes","2004","Schleswig-Holstein","general elemantary","1","","",""
"Yes","2004","Schleswig-Holstein","middle vocational","16","","",""
"Yes","2004","Schleswig-Holstein","vocational + Abi","2","","",""
"Yes","2004","Schleswig-Holstein","higher vocational","2","","",""
"Yes","2004","Schleswig-Holstein","higher education","8","","",""
"Yes","2004","Hamburg","in school","1","","",""
"Yes","2004","Hamburg","inadequately","","","",""
"Yes","2004","Hamburg","general elemantary","2","","",""
"Yes","2004","Hamburg","middle vocational","18","","",""
"Yes","2004","Hamburg","vocational + Abi","1","","",""
"Yes","2004","Hamburg","higher vocational","","","",""
"Yes","2004","Hamburg","higher education","14","","",""
"Yes","2004","Lower Saxony","in school","5","","",""
"Yes","2004","Lower Saxony","inadequately","","","",""
"Yes","2004","Lower Saxony","general elemantary","12","","",""
"Yes","2004","Lower Saxony","middle vocational","55","0.0541951415521348","0.0399401438950247","0.068450139209245"
"Yes","2004","Lower Saxony","vocational + Abi","11","","",""
"Yes","2004","Lower Saxony","higher vocational","5","","",""
"Yes","2004","Lower Saxony","higher education","15","","",""
"Yes","2004","Bremen","in school","","","",""
"Yes","2004","Bremen","inadequately","","","",""
"Yes","2004","Bremen","general elemantary","","","",""
"Yes","2004","Bremen","middle vocational","3","","",""
"Yes","2004","Bremen","vocational + Abi","","","",""
"Yes","2004","Bremen","higher vocational","","","",""
"Yes","2004","Bremen","higher education","2","","",""
"Yes","2004","North Rhine-Westphalia","in school","3","","",""
"Yes","2004","North Rhine-Westphalia","inadequately","4","","",""
"Yes","2004","North Rhine-Westphalia","general elemantary","27","","",""
"Yes","2004","North Rhine-Westphalia","middle vocational","103","0.0456222191236897","0.0368809684803226","0.0543634697670568"
"Yes","2004","North Rhine-Westphalia","vocational + Abi","31","0.0961581799299394","0.0646358880887453","0.127680471771133"
"Yes","2004","North Rhine-Westphalia","higher vocational","17","","",""
"Yes","2004","North Rhine-Westphalia","higher education","38","0.0517168910204006","0.0366328350685742","0.066800946972227"
"Yes","2004","Hesse","in school","2","","",""
"Yes","2004","Hesse","inadequately","2","","",""
"Yes","2004","Hesse","general elemantary","6","","",""
"Yes","2004","Hesse","middle vocational","32","0.0434391002994556","0.0278402390698642","0.0590379615290469"
"Yes","2004","Hesse","vocational + Abi","11","","",""
"Yes","2004","Hesse","higher vocational","4","","",""
"Yes","2004","Hesse","higher education","21","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","in school","1","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","general elemantary","9","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","middle vocational","40","0.0396684922470567","0.0249115325775877","0.0544254519165256"
"Yes","2004","Rhineland-Palatinate,Saarland","vocational + Abi","6","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","higher vocational","6","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","higher education","8","","",""
"Yes","2004","Baden-Württemberg","in school","2","","",""
"Yes","2004","Baden-Württemberg","inadequately","","","",""
"Yes","2004","Baden-Württemberg","general elemantary","19","","",""
"Yes","2004","Baden-Württemberg","middle vocational","64","0.0537536360248981","0.0410197604326706","0.0664875116171257"
"Yes","2004","Baden-Württemberg","vocational + Abi","11","","",""
