"ple0160","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2010","higher education","Urban Area","2619","0.952117987264801","0.944110083879237","0.960125890650365","2"
"No","2010","higher education","Rural Area","1059","0.948996009341218","0.936035903376736","0.9619561153057","2"
"No","2010","general elemantary","Rural Area","511","0.955435229615414","0.937851268404125","0.973019190826704","2"
"No","2010","middle vocational","Urban Area","5013","0.968269636266545","0.963515113555324","0.973024158977766","2"
"No","2010","middle vocational","Rural Area","3000","0.970184390703703","0.964214601153072","0.976154180254335","2"
"No","2010","vocational + Abi","Urban Area","671","0.947825166041486","0.931363122817608","0.964287209265363","2"
"No","2010","vocational + Abi","Rural Area","233","0.936326059148065","0.905813758317982","0.966838359978149","2"
"Yes","2010","general elemantary","Urban Area","33","0.0241522253855801","0.0151085722883255","0.0331958784828347","1"
"Yes","2010","general elemantary","Rural Area","18","","","","1"
"Yes","2010","middle vocational","Urban Area","208","0.0317303637334547","0.0269758410222339","0.0364848864446755","1"
"Yes","2010","middle vocational","Rural Area","118","0.0298156092962967","0.0238458197456654","0.0357853988469279","1"
"Yes","2010","vocational + Abi","Urban Area","30","0.0521748339585145","0.0357127907346369","0.0686368771823921","1"
"Yes","2010","in school","Urban Area","4","","","","1"
"Yes","2010","in school","Rural Area","3","","","","1"
"Yes","2010","inadequately","Urban Area","3","","","","1"
"Yes","2010","inadequately","Rural Area","2","","","","1"
"Yes","2010","vocational + Abi","Rural Area","13","","","","1"
"Yes","2010","higher vocational","Urban Area","22","","","","1"
"Yes","2010","higher vocational","Rural Area","17","","","","1"
"Yes","2010","higher education","Urban Area","112","0.0478820127351991","0.0398741093496348","0.0558899161207635","1"
"Yes","2010","higher education","Rural Area","48","0.051003990658782","0.0380438846943","0.063964096623264","1"
"No","2011","in school","Urban Area","232","0.981630392810223","0.964498078929092","0.998762706691355","2"
"No","2011","in school","Rural Area","72","0.931470402384604","0.875038284550132","0.987902520219076","2"
"No","2011","inadequately","Urban Area","159","0.94318182786139","0.908071798157594","0.978291857565186","2"
"No","2011","inadequately","Rural Area","64","0.974099633021781","0.9357791678882","1.01242009815536","2"
"No","2011","general elemantary","Urban Area","1390","0.9720262599648","0.96349454364476","0.980557976284841","2"
"No","2011","general elemantary","Rural Area","720","0.965747132115524","0.952730529614895","0.978763734616152","2"
"No","2011","middle vocational","Urban Area","6168","0.950719389744377","0.945460566993111","0.955978212495644","2"
"No","2011","middle vocational","Rural Area","3831","0.953915040408593","0.947442479504675","0.96038760131251","2"
"No","2011","vocational + Abi","Urban Area","830","0.93524153733065","0.919036822648399","0.9514462520129","2"
"No","2011","vocational + Abi","Rural Area","297","0.910467661489434","0.879234366623335","0.941700956355534","2"
"No","2011","higher vocational","Urban Area","838","0.954617369460865","0.940826121614517","0.968408617307213","2"
"No","2011","higher vocational","Rural Area","544","0.946037801633844","0.927586121750567","0.964489481517121","2"
"No","2011","higher education","Urban Area","3096","0.946450320670266","0.938718770821118","0.954181870519414","2"
"No","2011","higher education","Rural Area","1276","0.944872306746535","0.932652420524881","0.95709219296819","2"
"Yes","2011","general elemantary","Urban Area","45","0.0279737400351997","0.0194420237151595","0.0365054563552399","1"
"Yes","2011","general elemantary","Rural Area","30","0.0342528678844762","0.0212362653838476","0.0472694703851049","1"
"Yes","2011","middle vocational","Urban Area","340","0.0492806102556226","0.044021787504356","0.0545394330068892","1"
"Yes","2011","middle vocational","Rural Area","200","0.0460849595914074","0.0396123986874898","0.0525575204953249","1"
"Yes","2011","vocational + Abi","Urban Area","56","0.0647584626693505","0.0485537479871003","0.0809631773516008","1"
"Yes","2011","in school","Rural Area","5","","","","1"
"Yes","2011","inadequately","Urban Area","8","","","","1"
"Yes","2011","inadequately","Rural Area","2","","","","1"
"Yes","2011","in school","Urban Area","4","","","","1"
"Yes","2011","vocational + Abi","Rural Area","24","","","","1"
"Yes","2011","higher vocational","Urban Area","37","0.0453826305391349","0.0315913826927869","0.0591738783854828","1"
"Yes","2011","higher vocational","Rural Area","32","0.0539621983661563","0.0355105184828791","0.0724138782494335","1"
"Yes","2011","higher education","Urban Area","161","0.0535496793297338","0.0458181294805861","0.0612812291788815","1"
"Yes","2011","higher education","Rural Area","64","0.0551276932534649","0.0429078070318104","0.0673475794751194","1"
"No","2012","in school","Urban Area","205","0.991802558494589","0.979519268827036","1.00408584816214","2"
"No","2012","in school","Rural Area","71","0.954026568682992","0.906629535945461","1.00142360142052","2"
"No","2012","inadequately","Urban Area","155","0.972442924889306","0.947234877640641","0.997650972137971","2"
"No","2012","inadequately","Rural Area","66","0.927182939216187","0.865874136642972","0.988491741789402","2"
"No","2012","general elemantary","Urban Area","1345","0.970949077387505","0.962110384338953","0.979787770436056","2"
"No","2012","general elemantary","Rural Area","712","0.968757623988944","0.956206012030864","0.981309235947025","2"
"No","2012","middle vocational","Urban Area","6045","0.962923321487375","0.95825235054156","0.96759429243319","2"
"No","2012","middle vocational","Rural Area","3886","0.963392480288903","0.957602321895212","0.969182638682594","2"
"No","2012","vocational + Abi","Urban Area","833","0.948961551224453","0.93438787625573","0.963535226193175","2"
"No","2012","vocational + Abi","Rural Area","324","0.976329102427981","0.960001160209299","0.992657044646662","2"
"No","2012","higher vocational","Urban Area","843","0.977209021537003","0.967263781801372","0.987154261272633","2"
"No","2012","higher vocational","Rural Area","558","0.954828331955776","0.937970197002624","0.971686466908928","2"
"No","2012","higher education","Urban Area","3162","0.949329380695529","0.941844078599322","0.956814682791737","2"
"No","2012","higher education","Rural Area","1318","0.962313794834879","0.952196402576687","0.972431187093071","2"
"Yes","2012","general elemantary","Urban Area","42","0.0290509226124953","0.0202122295639437","0.0378896156610469","1"
"Yes","2012","general elemantary","Rural Area","26","","","","1"
"Yes","2012","middle vocational","Urban Area","241","0.0370766785126248","0.0324057075668097","0.0417476494584398","1"
"Yes","2012","middle vocational","Rural Area","155","0.0366075197110973","0.0308173613174062","0.0423976781047883","1"
"Yes","2012","vocational + Abi","Urban Area","43","0.0510384487755471","0.0364647738068248","0.0656121237442694","1"
"Yes","2012","higher education","Rural Area","43","0.0376862051651211","0.0275688129069291","0.0478035974233131","1"
"Yes","2012","in school","Rural Area","4","","","","1"
"Yes","2012","inadequately","Urban Area","7","","","","1"
"Yes","2012","inadequately","Rural Area","3","","","","1"
"Yes","2012","in school","Urban Area","2","","","","1"
"Yes","2012","vocational + Abi","Rural Area","9","","","","1"
"Yes","2012","higher vocational","Urban Area","22","","","","1"
"Yes","2012","higher vocational","Rural Area","25","","","","1"
"Yes","2012","higher education","Urban Area","136","0.0506706193044708","0.0431853172082633","0.0581559214006783","1"
"No","2013","in school","Urban Area","180","0.983024626970816","0.964359495993835","1.0016897579478","2"
"No","2013","in school","Rural Area","70","0.983995698194141","0.955403522926114","1.01258787346217","2"
"No","2013","inadequately","Urban Area","128","0.992244187171466","0.977105919593039","1.00738245474989","2"
"No","2013","inadequately","Rural Area","65","0.978782426130565","0.944015438248563","1.01354941401257","2"
"No","2013","general elemantary","Urban Area","1208","0.976191640266603","0.967696011608185","0.984687268925022","2"
"No","2013","general elemantary","Rural Area","614","0.981565739660117","0.971045132043595","0.99208634727664","2"
"No","2013","middle vocational","Urban Area","5606","0.978881012309519","0.975161758484492","0.982600266134546","2"
"No","2013","middle vocational","Rural Area","3611","0.97165542183039","0.966317444136465","0.976993399524316","2"
"No","2013","vocational + Abi","Urban Area","778","0.956232877492536","0.942083212698671","0.970382542286402","2"
"No","2013","vocational + Abi","Rural Area","290","0.974139035546487","0.956148448751515","0.992129622341459","2"
"No","2013","higher vocational","Urban Area","783","0.980832754112351","0.971331510910285","0.990333997314418","2"
"No","2013","higher vocational","Rural Area","519","0.961936731123249","0.945692065284741","0.978181396961758","2"
"No","2013","higher education","Urban Area","3108","0.977109103489566","0.971919243040242","0.982298963938891","2"
"No","2013","higher education","Rural Area","1256","0.983926600109688","0.977053339163057","0.990799861056319","2"
"Yes","2013","general elemantary","Urban Area","29","","","","1"
"Yes","2013","general elemantary","Rural Area","14","","","","1"
"Yes","2013","middle vocational","Urban Area","135","0.0211189876904811","0.0173997338654537","0.0248382415155085","1"
"Yes","2013","middle vocational","Rural Area","102","0.0283445781696097","0.0230066004756844","0.0336825558635351","1"
"Yes","2013","vocational + Abi","Urban Area","25","","","","1"
"Yes","2013","higher education","Rural Area","30","0.0160733998903116","0.00920013894368059","0.0229466608369426","1"
"Yes","2013","in school","Rural Area","4","","","","1"
"Yes","2013","in school","Urban Area","4","","","","1"
"Yes","2013","inadequately","Urban Area","1","","","","1"
"Yes","2013","inadequately","Rural Area","1","","","","1"
"Yes","2013","higher vocational","Rural Area","14","","","","1"
"Yes","2013","vocational + Abi","Rural Area","9","","","","1"
"Yes","2013","higher education","Urban Area","82","0.0228908965104335","0.0177010360611091","0.0280807569597579","1"
"Yes","2013","higher vocational","Urban Area","17","","","","1"
"No","2014","in school","Urban Area","286","0.931785785128755","0.903113299139924","0.960458271117586","2"
"No","2014","in school","Rural Area","148","1","1","1","2"
"No","2014","inadequately","Urban Area","347","0.966078292265055","0.947404199757012","0.984752384773097","2"
"No","2014","inadequately","Rural Area","138","0.991500091369582","0.976453657516953","1.00654652522221","2"
"No","2014","general elemantary","Urban Area","2025","0.977116565737881","0.97071194316554","0.983521188310221","2"
"No","2014","general elemantary","Rural Area","989","0.974309186713205","0.964618926533024","0.983999446893386","2"
"No","2014","middle vocational","Urban Area","7493","0.976905009822469","0.973551570358816","0.980258449286122","2"
"No","2014","middle vocational","Rural Area","4718","0.972983836124306","0.968435439369971","0.977532232878641","2"
"No","2014","vocational + Abi","Urban Area","1441","0.959200419812763","0.949182565498762","0.969218274126764","2"
"No","2014","vocational + Abi","Rural Area","539","0.966381153410914","0.951412383114963","0.981349923706865","2"
"No","2014","higher vocational","Urban Area","937","0.978252957810692","0.969045594982805","0.987460320638578","2"
"No","2014","higher vocational","Rural Area","613","0.957089656055062","0.941327394222877","0.972851917887247","2"
"No","2014","higher education","Urban Area","4366","0.957537305690744","0.951674431771263","0.963400179610225","2"
"No","2014","higher education","Rural Area","1649","0.973568687037314","0.965920695374607","0.981216678700021","2"
"Yes","2014","general elemantary","Urban Area","69","0.0228834342621194","0.0164788116897787","0.0292880568344601","1"
"Yes","2014","general elemantary","Rural Area","35","0.0256908132867951","0.0160005531066137","0.0353810734669764","1"
"Yes","2014","middle vocational","Urban Area","214","0.0230949901775307","0.0197415507138775","0.0264484296411838","1"
"Yes","2014","middle vocational","Rural Area","163","0.0270161638756939","0.0224677671213593","0.0315645606300284","1"
"Yes","2014","vocational + Abi","Urban Area","57","0.0407995801872369","0.030781725873236","0.0508174345012378","1"
"Yes","2014","higher education","Rural Area","41","0.0264313129626855","0.0187833212999785","0.0340793046253925","1"
"Yes","2014","in school","Urban Area","11","","","","1"
"Yes","2014","in school","Rural Area","","","","","1"
"Yes","2014","inadequately","Urban Area","14","","","","1"
"Yes","2014","higher vocational","Urban Area","27","","","","1"
"Yes","2014","higher vocational","Rural Area","22","","","","1"
"Yes","2014","inadequately","Rural Area","5","","","","1"
"Yes","2014","vocational + Abi","Rural Area","18","","","","1"
"Yes","2014","higher education","Urban Area","178","0.0424626943092561","0.0365998203897752","0.048325568228737","1"
"No","2015","in school","Urban Area","224","0.957769491355587","0.93183452095243","0.983704461758743","2"
"No","2015","in school","Rural Area","118","0.996104960283706","0.984913594081636","1.00729632648578","2"
"No","2015","inadequately","Urban Area","272","0.976790533814203","0.959217091753248","0.994363975875159","2"
"No","2015","inadequately","Rural Area","127","0.99099290265627","0.97468939934055","1.00729640597199","2"
"No","2015","general elemantary","Urban Area","1732","0.979162461061229","0.972530456274805","0.985794465847652","2"
"No","2015","general elemantary","Rural Area","871","0.965951022991383","0.954102712576488","0.977799333406279","2"
"No","2015","middle vocational","Urban Area","6898","0.974089549055894","0.970394196792131","0.977784901319656","2"
"No","2015","middle vocational","Rural Area","4438","0.973422296698088","0.968775678671968","0.978068914724208","2"
"No","2015","vocational + Abi","Urban Area","1380","0.958129595303887","0.947752065699372","0.968507124908402","2"
"No","2015","vocational + Abi","Rural Area","501","0.943291811127266","0.923564084076818","0.963019538177713","2"
"No","2015","higher vocational","Urban Area","904","0.978185626263418","0.968782110928747","0.98758914159809","2"
"No","2015","higher vocational","Rural Area","576","0.964565680272391","0.949821943309625","0.979309417235158","2"
"No","2015","higher education","Urban Area","4101","0.961755566883397","0.955995722641813","0.967515411124981","2"
"No","2015","higher education","Rural Area","1576","0.969608373090982","0.961279942571099","0.977936803610864","2"
"Yes","2015","higher education","Rural Area","56","0.0303916269090184","0.0220631963891358","0.0387200574289009","1"
"Yes","2015","general elemantary","Urban Area","50","0.0208375389387713","0.0142055341523482","0.0274695437251943","1"
"Yes","2015","general elemantary","Rural Area","29","","","","1"
"Yes","2015","middle vocational","Urban Area","202","0.0259104509441063","0.0222150986803441","0.0296058032078685","1"
"Yes","2015","middle vocational","Rural Area","165","0.026577703301912","0.0219310852757921","0.0312243213280318","1"
"Yes","2015","vocational + Abi","Urban Area","51","0.0418704046961132","0.0314928750915984","0.0522479343006279","1"
"Yes","2015","vocational + Abi","Rural Area","27","","","","1"
"Yes","2015","higher vocational","Urban Area","23","","","","1"
"Yes","2015","in school","Urban Area","7","","","","1"
"Yes","2015","in school","Rural Area","1","","","","1"
"Yes","2015","inadequately","Urban Area","10","","","","1"
"Yes","2015","higher vocational","Rural Area","28","","","","1"
"Yes","2015","higher education","Urban Area","158","0.038244433116603","0.0324845888750189","0.0440042773581871","1"
"Yes","2015","inadequately","Rural Area","2","","","","1"
"No","2016","in school","Urban Area","233","0.989352329549775","0.976420999426721","1.00228365967283","2"
"No","2016","in school","Rural Area","85","0.976197547104478","0.944349231508985","1.00804586269997","2"
"No","2016","inadequately","Urban Area","274","0.988295448733079","0.975742541520566","1.00084835594559","2"
"No","2016","inadequately","Rural Area","113","0.925080581465195","0.877978028197669","0.972183134732721","2"
"No","2016","general elemantary","Urban Area","1630","0.97790505469958","0.970896966651721","0.984913142747439","2"
"No","2016","general elemantary","Rural Area","853","0.978872435907685","0.969376278596617","0.988368593218753","2"
"No","2016","middle vocational","Urban Area","6444","0.964659723974496","0.960232317488187","0.969087130460804","2"
"No","2016","middle vocational","Rural Area","4185","0.966939699230457","0.961620989443662","0.972258409017251","2"
"No","2016","vocational + Abi","Urban Area","1431","0.950592830487802","0.939585221440102","0.961600439535503","2"
"No","2016","vocational + Abi","Rural Area","512","0.95342060305993","0.935563525001502","0.971277681118359","2"
"No","2016","higher vocational","Urban Area","823","0.981545504287631","0.972481654571803","0.990609354003458","2"
"No","2016","higher vocational","Rural Area","540","0.969799149198405","0.955649996891002","0.983948301505808","2"
"No","2016","higher education","Urban Area","4088","0.955998508039141","0.949845348238408","0.962151667839874","2"
"No","2016","higher education","Rural Area","1555","0.963335984810349","0.954212448756847","0.972459520863852","2"
"Yes","2016","higher education","Rural Area","75","0.0366640151896508","0.0275404791361484","0.0457875512431532","1"
"Yes","2016","general elemantary","Urban Area","60","0.0220949453004202","0.0150868572525609","0.0291030333482794","1"
"Yes","2016","general elemantary","Rural Area","28","","","","1"
"Yes","2016","middle vocational","Urban Area","237","0.0353402760255044","0.0309128695391957","0.0397676825118131","1"
"Yes","2016","middle vocational","Rural Area","156","0.0330603007695432","0.0277415909827487","0.0383790105563376","1"
"Yes","2016","vocational + Abi","Urban Area","58","0.049407169512198","0.0383995604644975","0.0604147785598985","1"
"Yes","2016","vocational + Abi","Rural Area","23","","","","1"
"Yes","2016","higher vocational","Urban Area","24","","","","1"
"Yes","2016","in school","Rural Area","3","","","","1"
"Yes","2016","in school","Urban Area","9","","","","1"
"Yes","2016","inadequately","Urban Area","8","","","","1"
"Yes","2016","higher vocational","Rural Area","22","","","","1"
"Yes","2016","higher education","Urban Area","180","0.044001491960859","0.0378483321601257","0.0501546517615923","1"
"Yes","2016","inadequately","Rural Area","7","","","","1"
"No","2017","in school","Urban Area","274","0.989500306798824","0.977582641007081","1.00141797259057","2"
"No","2017","in school","Rural Area","112","0.968091139011827","0.936244109256829","0.999938168766825","2"
"No","2017","inadequately","Urban Area","306","0.972539844670252","0.954578463582125","0.990501225758379","2"
"No","2017","inadequately","Rural Area","127","0.989473567843226","0.971862084661636","1.00708505102482","2"
"No","2017","general elemantary","Urban Area","1687","0.98199856964468","0.975738808751951","0.988258330537408","2"
"No","2017","general elemantary","Rural Area","971","0.96239685523182","0.950647269980976","0.974146440482664","2"
"No","2017","middle vocational","Urban Area","6963","0.972551390589903","0.968782391580172","0.976320389599634","2"
"No","2017","middle vocational","Rural Area","4644","0.954661591532472","0.948808291233056","0.960514891831887","2"
"No","2017","vocational + Abi","Urban Area","1533","0.957076698338735","0.947139141282768","0.967014255394701","2"
"No","2017","vocational + Abi","Rural Area","588","0.965111729366871","0.950609357022913","0.979614101710829","2"
"No","2017","higher vocational","Urban Area","863","0.9686545850822","0.95728942135446","0.980019748809941","2"
"No","2017","higher vocational","Rural Area","606","0.961946067192818","0.947123165127763","0.976768969257873","2"
"No","2017","higher education","Urban Area","4494","0.957915171534183","0.952173159247435","0.963657183820931","2"
"No","2017","higher education","Rural Area","1738","0.959365201075526","0.950326461020205","0.968403941130848","2"
"Yes","2017","general elemantary","Urban Area","46","0.0180014303553203","0.0117416694625917","0.0242611912480488","1"
"Yes","2017","general elemantary","Rural Area","36","0.0376031447681801","0.0258535595173361","0.0493527300190241","1"
"Yes","2017","middle vocational","Urban Area","256","0.0274486094100974","0.0236796104003665","0.0312176084198283","1"
"Yes","2017","middle vocational","Rural Area","209","0.0453384084675285","0.039485108168113","0.0511917087669439","1"
"Yes","2017","in school","Urban Area","7","","","","1"
"Yes","2017","in school","Rural Area","5","","","","1"
"Yes","2017","vocational + Abi","Urban Area","65","0.0429233016612653","0.0329857446052987","0.052860858717232","1"
"Yes","2017","vocational + Abi","Rural Area","27","","","","1"
"Yes","2017","higher education","Rural Area","95","0.0406347989244739","0.0315960588691523","0.0496735389797955","1"
"Yes","2017","inadequately","Urban Area","12","","","","1"
"Yes","2017","inadequately","Rural Area","2","","","","1"
"Yes","2017","higher vocational","Urban Area","40","0.0313454149177996","0.0199802511900586","0.0427105786455405","1"
"Yes","2017","higher vocational","Rural Area","34","0.0380539328071818","0.0232310307421269","0.0528768348722368","1"
"Yes","2017","higher education","Urban Area","203","0.0420848284658173","0.0363428161790691","0.0478268407525655","1"
"No","2018","in school","Urban Area","238","0.944619069990019","0.916095223459379","0.97314291652066","2"
"No","2018","in school","Rural Area","85","0.998077305529952","0.988818902242586","1.00733570881732","2"
"No","2018","inadequately","Urban Area","332","0.978596242680208","0.96323530657776","0.993957178782656","2"
"No","2018","inadequately","Rural Area","124","0.95839883243232","0.924463807835162","0.992333857029477","2"
"No","2018","general elemantary","Urban Area","1646","0.97642966361402","0.9691989749898","0.98366035223824","2"
"No","2018","general elemantary","Rural Area","945","0.973936166092041","0.963930338649651","0.98394199353443","2"
"No","2018","middle vocational","Urban Area","6665","0.970758352818803","0.966782960171974","0.974733745465632","2"
"No","2018","middle vocational","Rural Area","4420","0.964713816026798","0.959374503808532","0.970053128245064","2"
"No","2018","vocational + Abi","Urban Area","1444","0.962489961821704","0.952893581255489","0.972086342387918","2"
"No","2018","vocational + Abi","Rural Area","573","0.951204926043693","0.934066190357823","0.968343661729563","2"
"No","2018","higher vocational","Urban Area","817","0.969032437725382","0.95732470605063","0.980740169400134","2"
"No","2018","higher vocational","Rural Area","585","0.973603095808465","0.96087079425795","0.986335397358981","2"
"No","2018","higher education","Urban Area","4391","0.965921208557269","0.960652346316777","0.971190070797762","2"
"No","2018","higher education","Rural Area","1703","0.976916431046723","0.969892729965566","0.98394013212788","2"
"Yes","2018","middle vocational","Rural Area","167","0.035286183973202","0.0299468717549363","0.0406254961914677","1"
"Yes","2018","general elemantary","Urban Area","45","0.0235703363859799","0.0163396477617597","0.0308010250102002","1"
"Yes","2018","general elemantary","Rural Area","29","","","","1"
"Yes","2018","middle vocational","Urban Area","235","0.0292416471811972","0.0252662545343681","0.0332170398280262","1"
"Yes","2018","vocational + Abi","Urban Area","62","0.0375100381782961","0.0279136576120815","0.0471064187445107","1"
"Yes","2018","in school","Urban Area","9","","","","1"
"Yes","2018","in school","Rural Area","1","","","","1"
"Yes","2018","vocational + Abi","Rural Area","34","0.048795073956307","0.0316563382704369","0.0659338096421771","1"
"Yes","2018","higher vocational","Urban Area","24","","","","1"
"Yes","2018","higher education","Rural Area","53","0.023083568953277","0.0160598678721202","0.0301072700344339","1"
"Yes","2018","inadequately","Rural Area","9","","","","1"
"Yes","2018","inadequately","Urban Area","9","","","","1"
"Yes","2018","higher education","Urban Area","164","0.0340787914427306","0.0288099292022382","0.039347653683223","1"
"Yes","2018","higher vocational","Rural Area","24","","","","1"
"No","2019","in school","Urban Area","227","0.960510852378092","0.935557426418645","0.985464278337539","2"
"No","2019","in school","Rural Area","82","0.991409934168119","0.971791537679127","1.01102833065711","2"
"No","2019","inadequately","Urban Area","256","0.974382481001927","0.95528819234456","0.993476769659295","2"
"No","2019","inadequately","Rural Area","108","0.997325500586634","0.987674075062796","1.00697692611047","2"
"No","2019","general elemantary","Urban Area","1370","0.974345253408498","0.96610456130749","0.982585945509506","2"
"No","2019","general elemantary","Rural Area","878","0.975125951225355","0.965012660300122","0.985239242150589","2"
"No","2019","middle vocational","Urban Area","6073","0.977718514128778","0.974058427774186","0.98137860048337","2"
"No","2019","middle vocational","Rural Area","4205","0.973776910768887","0.969013400168313","0.97854042136946","2"
"No","2019","vocational + Abi","Urban Area","1395","0.961968551295116","0.95209969563486","0.971837406955373","2"
"No","2019","vocational + Abi","Rural Area","567","0.933024212047664","0.913005319310423","0.953043104784904","2"
"No","2019","higher vocational","Urban Area","873","0.94873889662578","0.934410594746773","0.963067198504787","2"
"No","2019","higher vocational","Rural Area","672","0.973465167403862","0.961507767889027","0.985422566918698","2"
"No","2019","higher education","Urban Area","4340","0.951644627474434","0.945370745704349","0.95791850924452","2"
"No","2019","higher education","Rural Area","1858","0.977082943150891","0.970363307307513","0.983802578994268","2"
"Yes","2019","middle vocational","Rural Area","118","0.0262230892311136","0.0214595786305404","0.0309865998316867","1"
"Yes","2019","general elemantary","Urban Area","44","0.0256547465915019","0.0174140544904938","0.03389543869251","1"
"Yes","2019","general elemantary","Rural Area","33","0.0248740487746446","0.0147607578494113","0.0349873396998779","1"
"Yes","2019","middle vocational","Urban Area","174","0.0222814858712217","0.0186213995166295","0.0259415722258138","1"
"Yes","2019","vocational + Abi","Urban Area","48","0.0380314487048835","0.0281625930446268","0.0479003043651402","1"
"Yes","2019","in school","Rural Area","3","","","","1"
"Yes","2019","inadequately","Rural Area","2","","","","1"
"Yes","2019","in school","Urban Area","7","","","","1"
"Yes","2019","vocational + Abi","Rural Area","32","0.0669757879523361","0.0469568952150957","0.0869946806895765","1"
"Yes","2019","higher vocational","Urban Area","37","0.0512611033742199","0.0369328014952131","0.0655894052532268","1"
"Yes","2019","higher education","Rural Area","47","0.0229170568491096","0.0161974210057323","0.0296366926924868","1"
"Yes","2019","higher vocational","Rural Area","22","","","","1"
"Yes","2019","higher education","Urban Area","151","0.0483553725255656","0.0420814907554798","0.0546292542956514","1"
"Yes","2019","inadequately","Urban Area","7","","","","1"
