"ple0021","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2017","Baden-Württemberg","general elemantary","86","0.362956080587697","0.309770366742924","0.416141794432469"
"Yes","2017","Baden-Württemberg","middle vocational","247","0.239135967022294","0.215758965959436","0.262512968085152"
"Yes","2017","Baden-Württemberg","vocational + Abi","43","0.243374938972924","0.190705791394773","0.296044086551075"
"Yes","2017","Baden-Württemberg","higher vocational","37","0.22967038790482","0.169544712940849","0.28979606286879"
"Yes","2017","Baden-Württemberg","higher education","109","0.132362726730476","0.109753034731935","0.154972418729016"
"Yes","2017","Bavaria","in school","1","","",""
"Yes","2017","Bavaria","inadequately","10","","",""
"Yes","2017","Bavaria","general elemantary","101","0.32771226695641","0.283501496290847","0.371923037621972"
"Yes","2017","Bavaria","middle vocational","406","0.257782952048284","0.238593596856581","0.276972307239987"
"Yes","2017","Bavaria","vocational + Abi","38","0.128427282237296","0.0910024930161511","0.16585207145844"
"Yes","2017","Bavaria","higher vocational","55","0.201678996024731","0.153728725216533","0.249629266832929"
"Yes","2017","Bavaria","higher education","125","0.115578611812908","0.0961660618339511","0.134991161791864"
"Yes","2017","Berlin","in school","","","",""
"Yes","2017","Berlin","inadequately","5","","",""
"Yes","2017","Berlin","general elemantary","17","","",""
"Yes","2017","Berlin","middle vocational","96","0.27060673563733","0.224521251056402","0.316692220218257"
"Yes","2017","Berlin","vocational + Abi","4","","",""
"Yes","2017","Berlin","higher vocational","15","","",""
"Yes","2017","Berlin","higher education","59","0.118199498031802","0.0865613479188184","0.149837648144786"
"Yes","2017","Brandenburg","in school","","","",""
"Yes","2017","Brandenburg","inadequately","1","","",""
"Yes","2017","Brandenburg","general elemantary","20","","",""
"Yes","2017","Brandenburg","middle vocational","130","0.25220696531547","0.214736206651835","0.289677723979105"
"Yes","2017","Brandenburg","vocational + Abi","13","","",""
"Yes","2017","Brandenburg","higher vocational","18","","",""
"Yes","2017","Brandenburg","higher education","56","0.24354938829744","0.190867441966001","0.296231334628878"
"Yes","2017","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","inadequately","2","","",""
"Yes","2017","Mecklenburg-Western Pomerania","general elemantary","7","","",""
"Yes","2017","Mecklenburg-Western Pomerania","middle vocational","62","0.221180607009184","0.174448143219333","0.267913070799036"
"Yes","2017","Mecklenburg-Western Pomerania","vocational + Abi","2","","",""
"Yes","2017","Mecklenburg-Western Pomerania","higher vocational","9","","",""
"Yes","2017","Mecklenburg-Western Pomerania","higher education","32","0.261035080236165","0.187220868604051","0.334849291868278"
"Yes","2017","Saxony","in school","","","",""
"Yes","2017","Saxony","inadequately","1","","",""
"Yes","2017","Saxony","general elemantary","21","","",""
"Yes","2017","Saxony","middle vocational","182","0.223802530377222","0.195865281210095","0.251739779544349"
"Yes","2017","Saxony","vocational + Abi","9","","",""
"Yes","2017","Saxony","higher vocational","32","0.295415447359691","0.214125177541517","0.376705717177865"
"Yes","2017","Saxony","higher education","84","0.207310862863887","0.169216041136818","0.245405684590956"
"Yes","2017","Saxony-Anhalt","in school","","","",""
"Yes","2017","Saxony-Anhalt","inadequately","","","",""
"Yes","2017","Saxony-Anhalt","general elemantary","16","","",""
"Yes","2017","Saxony-Anhalt","middle vocational","111","0.279456382426097","0.239144621577996","0.319768143274198"
"Yes","2017","Saxony-Anhalt","vocational + Abi","3","","",""
"Yes","2017","Saxony-Anhalt","higher vocational","14","","",""
"Yes","2017","Saxony-Anhalt","higher education","46","0.211307175983071","0.156738938233305","0.265875413732836"
"Yes","2017","Thuringia","in school","1","","",""
"Yes","2017","Thuringia","inadequately","","","",""
"Yes","2017","Thuringia","general elemantary","7","","",""
"Yes","2017","Thuringia","middle vocational","134","0.279883206459304","0.242600246597163","0.317166166321446"
"Yes","2017","Thuringia","vocational + Abi","5","","",""
"Yes","2017","Thuringia","higher vocational","13","","",""
"Yes","2017","Thuringia","higher education","38","0.145479045836496","0.099912537231413","0.191045554441579"
"No","2017","Schleswig-Holstein","in school","14","","",""
"No","2017","Schleswig-Holstein","inadequately","20","","",""
"No","2017","Schleswig-Holstein","general elemantary","93","0.690895013464785","0.606433627136906","0.775356399792665"
"No","2017","Schleswig-Holstein","middle vocational","349","0.783911240798743","0.745322828828222","0.822499652769263"
"No","2017","Schleswig-Holstein","vocational + Abi","69","0.729850243810403","0.634322787514077","0.825377700106729"
"No","2017","Schleswig-Holstein","higher vocational","51","0.919758166535499","0.849843008725885","0.989673324345114"
"No","2017","Schleswig-Holstein","higher education","171","0.803065269150873","0.747950286872284","0.858180251429462"
"No","2017","Hamburg","in school","7","","",""
"No","2017","Hamburg","inadequately","6","","",""
"No","2017","Hamburg","general elemantary","29","","",""
"No","2017","Hamburg","middle vocational","119","0.718605900761874","0.647813747139493","0.789398054384254"
"No","2017","Hamburg","vocational + Abi","43","0.881414395205135","0.787986786928433","0.974842003481838"
"No","2017","Hamburg","higher vocational","13","","",""
"No","2017","Hamburg","higher education","162","0.925466969054635","0.886775402798757","0.964158535310512"
"No","2017","Lower Saxony","in school","33","1","1","1"
"No","2017","Lower Saxony","inadequately","59","0.875415300451688","0.795130961881987","0.955699639021389"
"No","2017","Lower Saxony","general elemantary","271","0.719122048576738","0.671629114967546","0.766614982185929"
"No","2017","Lower Saxony","middle vocational","998","0.733288944553941","0.708841215156575","0.757736673951307"
"No","2017","Lower Saxony","vocational + Abi","195","0.791058183386558","0.738630701602049","0.843485665171066"
"No","2017","Lower Saxony","higher vocational","111","0.782179622947323","0.712292334051675","0.852066911842972"
"No","2017","Lower Saxony","higher education","493","0.822091510162497","0.790557276210059","0.853625744114936"
"No","2017","Bremen","in school","4","","",""
"No","2017","Bremen","inadequately","9","","",""
"No","2017","Bremen","general elemantary","17","","",""
"No","2017","Bremen","middle vocational","81","0.846630516265271","0.773394779714944","0.919866252815599"
"No","2017","Bremen","vocational + Abi","15","","",""
"No","2017","Bremen","higher vocational","4","","",""
"No","2017","Bremen","higher education","46","0.791436251984277","0.685026493229598","0.897846010738955"
"No","2017","North Rhine-Westphalia","in school","116","0.997715074183283","0.989063513079782","1.00636663528678"
"No","2017","North Rhine-Westphalia","inadequately","124","0.766844059672031","0.697781349623639","0.835906769720423"
"No","2017","North Rhine-Westphalia","general elemantary","540","0.803041132209467","0.772443881329761","0.833638383089172"
"No","2017","North Rhine-Westphalia","middle vocational","1902","0.759261294387448","0.742160330021103","0.776362258753792"
"No","2017","North Rhine-Westphalia","vocational + Abi","536","0.848666636773909","0.82074877564494","0.876584497902879"
"No","2017","North Rhine-Westphalia","higher vocational","207","0.761985944619273","0.710808092503679","0.813163796734866"
"No","2017","North Rhine-Westphalia","higher education","1012","0.818765310381539","0.796906413041459","0.840624207721618"
"No","2017","Hesse","in school","41","1","1","1"
"No","2017","Hesse","inadequately","27","","",""
"No","2017","Hesse","general elemantary","159","0.773438749781638","0.715278356783474","0.831599142779803"
"No","2017","Hesse","middle vocational","577","0.758754112607661","0.727739247915373","0.789768977299949"
"No","2017","Hesse","vocational + Abi","139","0.86283550509271","0.809529890145466","0.916141120039953"
"No","2017","Hesse","higher vocational","63","0.778645370544914","0.688787665532753","0.868503075557074"
"No","2017","Hesse","higher education","446","0.893521135376586","0.86664561058845","0.920396660164722"
"No","2017","Rhineland-Palatinate,Saarland","in school","28","","",""
"No","2017","Rhineland-Palatinate,Saarland","inadequately","15","","",""
"No","2017","Rhineland-Palatinate,Saarland","general elemantary","196","0.799953619602466","0.748916066791339","0.850991172413593"
"No","2017","Rhineland-Palatinate,Saarland","middle vocational","575","0.754204406138235","0.722841926867026","0.785566885409445"
"No","2017","Rhineland-Palatinate,Saarland","vocational + Abi","115","0.925478745176003","0.879623805910302","0.971333684441703"
"No","2017","Rhineland-Palatinate,Saarland","higher vocational","67","0.755943214457888","0.66463104563763","0.847255383278146"
"No","2017","Rhineland-Palatinate,Saarland","higher education","229","0.790422797590355","0.742834882353068","0.838010712827642"
"No","2017","Baden-Württemberg","in school","35","0.906615341399604","0.814101739009312","0.999128943789897"
"No","2017","Baden-Württemberg","inadequately","27","","",""
"No","2017","Baden-Württemberg","general elemantary","228","0.637043919412303","0.583858205567531","0.690229633257076"
"No","2017","Baden-Württemberg","middle vocational","1032","0.760864032977706","0.737487031914848","0.784241034040564"
"No","2017","Baden-Württemberg","vocational + Abi","212","0.756625061027076","0.703955913448925","0.809294208605227"
"No","2017","Baden-Württemberg","higher vocational","151","0.77032961209518","0.71020393713121","0.830455287059151"
"No","2017","Baden-Württemberg","higher education","754","0.867637273269524","0.845027581270984","0.890246965268065"
"No","2017","Bavaria","in school","56","0.986466173477338","0.956470261901717","1.01646208505296"
"No","2017","Bavaria","inadequately","46","0.715714969162179","0.597573838220435","0.833856100103924"
"No","2017","Bavaria","general elemantary","332","0.67228773304359","0.628076962378028","0.716498503709153"
"No","2017","Bavaria","middle vocational","1590","0.742217047951716","0.723027692760013","0.761406403143418"
"No","2017","Bavaria","vocational + Abi","269","0.871572717762705","0.83414792854156","0.908997506983849"
"No","2017","Bavaria","higher vocational","214","0.798321003975269","0.750370733167071","0.846271274783467"
"No","2017","Bavaria","higher education","917","0.884421388187093","0.865008838208136","0.903833938166049"
"No","2017","Berlin","in school","9","","",""
"No","2017","Berlin","inadequately","10","","",""
"No","2017","Berlin","general elemantary","50","0.755805760292","0.652937002372034","0.858674518211965"
"No","2017","Berlin","middle vocational","261","0.72939326436267","0.683307779781743","0.775478748943598"
"No","2017","Berlin","vocational + Abi","67","0.839094574849859","0.753625359518391","0.924563790181326"
"No","2017","Berlin","higher vocational","47","0.843525508856896","0.753093301743803","0.933957715969989"
"No","2017","Berlin","higher education","341","0.881800501968198","0.850162351855214","0.913438652081182"
"No","2017","Brandenburg","in school","14","","",""
"No","2017","Brandenburg","inadequately","8","","",""
"No","2017","Brandenburg","general elemantary","63","0.782221839561142","0.693428339371923","0.871015339750361"
"No","2017","Brandenburg","middle vocational","386","0.74779303468453","0.710322276020895","0.785263793348165"
"No","2017","Brandenburg","vocational + Abi","63","0.889796694317883","0.819394855948239","0.960198532687528"
"No","2017","Brandenburg","higher vocational","53","0.806420383789514","0.714517428442107","0.898323339136921"
"No","2017","Brandenburg","higher education","199","0.75645061170256","0.703768665371122","0.809132558033999"
"No","2017","Mecklenburg-Western Pomerania","in school","10","","",""
"No","2017","Mecklenburg-Western Pomerania","inadequately","7","","",""
"No","2017","Mecklenburg-Western Pomerania","general elemantary","28","","",""
"No","2017","Mecklenburg-Western Pomerania","middle vocational","241","0.778819392990816","0.732086929200964","0.825551856780667"
"No","2017","Mecklenburg-Western Pomerania","vocational + Abi","28","","",""
"No","2017","Mecklenburg-Western Pomerania","higher vocational","38","0.764628924917438","0.643345607104372","0.885912242730503"
"No","2017","Mecklenburg-Western Pomerania","higher education","104","0.738964919763835","0.665150708131722","0.812779131395949"
"No","2017","Saxony","in school","24","","",""
"No","2017","Saxony","inadequately","6","","",""
"No","2017","Saxony","general elemantary","87","0.751222595147772","0.669690988435965","0.83275420185958"
"No","2017","Saxony","middle vocational","673","0.776197469622778","0.748260220455651","0.804134718789905"
"No","2017","Saxony","vocational + Abi","77","0.8691459077198","0.797870638759846","0.940421176679754"
"No","2017","Saxony","higher vocational","89","0.704584552640309","0.623294282822135","0.785874822458483"
"No","2017","Saxony","higher education","351","0.792689137136113","0.754594315409044","0.830783958863182"
"No","2017","Saxony-Anhalt","in school","7","","",""
"No","2017","Saxony-Anhalt","inadequately","16","","",""
"No","2017","Saxony-Anhalt","general elemantary","62","0.787338260431382","0.696529834252804","0.878146686609961"
"No","2017","Saxony-Anhalt","middle vocational","365","0.720543617573903","0.680231856725802","0.760855378422004"
"No","2017","Saxony-Anhalt","vocational + Abi","46","0.952086631509909","0.892284503700757","1.01188875931906"
"No","2017","Saxony-Anhalt","higher vocational","57","0.855443988463079","0.773647853181889","0.93724012374427"
"No","2017","Saxony-Anhalt","higher education","169","0.788692824016929","0.734124586267164","0.843261061766695"
"No","2017","Thuringia","in school","7","","",""
"No","2017","Thuringia","inadequately","6","","",""
"No","2017","Thuringia","general elemantary","43","0.854985807179916","0.757386261430274","0.952585352929557"
"No","2017","Thuringia","middle vocational","423","0.720116793540696","0.682833833678554","0.757399753402837"
"No","2017","Thuringia","vocational + Abi","48","0.944687556770946","0.883146397229284","1.00622871631261"
"No","2017","Thuringia","higher vocational","54","0.734730267105411","0.629019675056336","0.840440859154486"
"No","2017","Thuringia","higher education","192","0.854520954163504","0.808954445558421","0.900087462768587"
"Yes","2018","Schleswig-Holstein","in school","","","",""
"Yes","2018","Schleswig-Holstein","inadequately","","","",""
"Yes","2018","Schleswig-Holstein","general elemantary","","","",""
"Yes","2018","Schleswig-Holstein","middle vocational","","","",""
"Yes","2018","Schleswig-Holstein","vocational + Abi","","","",""
"Yes","2018","Schleswig-Holstein","higher vocational","","","",""
"Yes","2018","Schleswig-Holstein","higher education","","","",""
"Yes","2018","Hamburg","in school","","","",""
"Yes","2018","Hamburg","inadequately","","","",""
"Yes","2018","Hamburg","general elemantary","","","",""
"Yes","2018","Hamburg","middle vocational","","","",""
"Yes","2018","Hamburg","vocational + Abi","","","",""
"Yes","2018","Hamburg","higher vocational","","","",""
"Yes","2018","Hamburg","higher education","","","",""
"Yes","2018","Lower Saxony","in school","","","",""
"Yes","2018","Lower Saxony","inadequately","","","",""
"Yes","2018","Lower Saxony","general elemantary","","","",""
"Yes","2018","Lower Saxony","middle vocational","","","",""
"Yes","2018","Lower Saxony","vocational + Abi","","","",""
"Yes","2018","Lower Saxony","higher vocational","","","",""
"Yes","2018","Lower Saxony","higher education","","","",""
"Yes","2018","Bremen","in school","","","",""
"Yes","2018","Bremen","inadequately","","","",""
"Yes","2018","Bremen","general elemantary","","","",""
"Yes","2018","Bremen","middle vocational","","","",""
"Yes","2018","Bremen","vocational + Abi","","","",""
"Yes","2018","Bremen","higher vocational","","","",""
"Yes","2018","Bremen","higher education","","","",""
"Yes","2018","North Rhine-Westphalia","in school","","","",""
"Yes","2018","North Rhine-Westphalia","inadequately","","","",""
"Yes","2018","North Rhine-Westphalia","general elemantary","","","",""
"Yes","2018","North Rhine-Westphalia","middle vocational","","","",""
"Yes","2018","North Rhine-Westphalia","vocational + Abi","","","",""
"Yes","2018","North Rhine-Westphalia","higher vocational","","","",""
"Yes","2018","North Rhine-Westphalia","higher education","","","",""
"Yes","2018","Hesse","in school","","","",""
"Yes","2018","Hesse","inadequately","","","",""
"Yes","2018","Hesse","general elemantary","","","",""
"Yes","2018","Hesse","middle vocational","","","",""
"Yes","2018","Hesse","vocational + Abi","","","",""
"Yes","2018","Hesse","higher vocational","","","",""
"Yes","2018","Hesse","higher education","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","higher education","","","",""
"Yes","2018","Baden-Württemberg","in school","","","",""
"Yes","2018","Baden-Württemberg","inadequately","","","",""
"Yes","2018","Baden-Württemberg","general elemantary","","","",""
"Yes","2018","Baden-Württemberg","middle vocational","","","",""
"Yes","2018","Baden-Württemberg","vocational + Abi","","","",""
"Yes","2018","Baden-Württemberg","higher vocational","","","",""
"Yes","2018","Baden-Württemberg","higher education","","","",""
"Yes","2018","Bavaria","in school","","","",""
"Yes","2018","Bavaria","inadequately","","","",""
"Yes","2018","Bavaria","general elemantary","","","",""
"Yes","2018","Bavaria","middle vocational","","","",""
"Yes","2018","Bavaria","vocational + Abi","","","",""
"Yes","2018","Bavaria","higher vocational","","","",""
"Yes","2018","Bavaria","higher education","","","",""
"Yes","2018","Berlin","in school","","","",""
"Yes","2018","Berlin","inadequately","","","",""
"Yes","2018","Berlin","general elemantary","","","",""
"Yes","2018","Berlin","middle vocational","","","",""
"Yes","2018","Berlin","vocational + Abi","","","",""
"Yes","2018","Berlin","higher vocational","","","",""
"Yes","2018","Berlin","higher education","","","",""
"Yes","2018","Brandenburg","in school","","","",""
"Yes","2018","Brandenburg","inadequately","","","",""
"Yes","2018","Brandenburg","general elemantary","","","",""
"Yes","2018","Brandenburg","middle vocational","","","",""
"Yes","2018","Brandenburg","vocational + Abi","","","",""
"Yes","2018","Brandenburg","higher vocational","","","",""
"Yes","2018","Brandenburg","higher education","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","higher education","","","",""
"Yes","2018","Saxony","in school","","","",""
"Yes","2018","Saxony","inadequately","","","",""
"Yes","2018","Saxony","general elemantary","","","",""
"Yes","2018","Saxony","middle vocational","","","",""
"Yes","2018","Saxony","vocational + Abi","","","",""
"Yes","2018","Saxony","higher vocational","","","",""
"Yes","2018","Saxony","higher education","","","",""
"Yes","2018","Saxony-Anhalt","in school","","","",""
"Yes","2018","Saxony-Anhalt","inadequately","","","",""
"Yes","2018","Saxony-Anhalt","general elemantary","","","",""
"Yes","2018","Saxony-Anhalt","middle vocational","","","",""
"Yes","2018","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","2018","Saxony-Anhalt","higher vocational","","","",""
"Yes","2018","Saxony-Anhalt","higher education","","","",""
"Yes","2018","Thuringia","in school","","","",""
"Yes","2018","Thuringia","inadequately","","","",""
"Yes","2018","Thuringia","general elemantary","","","",""
"Yes","2018","Thuringia","middle vocational","","","",""
"Yes","2018","Thuringia","vocational + Abi","","","",""
"Yes","2018","Thuringia","higher vocational","","","",""
"Yes","2018","Thuringia","higher education","","","",""
"No","2018","Schleswig-Holstein","in school","","","",""
"No","2018","Schleswig-Holstein","inadequately","","","",""
"No","2018","Schleswig-Holstein","general elemantary","","","",""
"No","2018","Schleswig-Holstein","middle vocational","","","",""
"No","2018","Schleswig-Holstein","vocational + Abi","","","",""
"No","2018","Schleswig-Holstein","higher vocational","","","",""
"No","2018","Schleswig-Holstein","higher education","","","",""
"No","2018","Hamburg","in school","","","",""
"No","2018","Hamburg","inadequately","","","",""
"No","2018","Hamburg","general elemantary","","","",""
"No","2018","Hamburg","middle vocational","","","",""
"No","2018","Hamburg","vocational + Abi","","","",""
"No","2018","Hamburg","higher vocational","","","",""
"No","2018","Hamburg","higher education","","","",""
"No","2018","Lower Saxony","in school","","","",""
"No","2018","Lower Saxony","inadequately","","","",""
"No","2018","Lower Saxony","general elemantary","","","",""
"No","2018","Lower Saxony","middle vocational","","","",""
"No","2018","Lower Saxony","vocational + Abi","","","",""
"No","2018","Lower Saxony","higher vocational","","","",""
"No","2018","Lower Saxony","higher education","","","",""
"No","2018","Bremen","in school","","","",""
"No","2018","Bremen","inadequately","","","",""
"No","2018","Bremen","general elemantary","","","",""
"No","2018","Bremen","middle vocational","","","",""
"No","2018","Bremen","vocational + Abi","","","",""
"No","2018","Bremen","higher vocational","","","",""
"No","2018","Bremen","higher education","","","",""
"No","2018","North Rhine-Westphalia","in school","","","",""
"No","2018","North Rhine-Westphalia","inadequately","","","",""
"No","2018","North Rhine-Westphalia","general elemantary","","","",""
"No","2018","North Rhine-Westphalia","middle vocational","","","",""
"No","2018","North Rhine-Westphalia","vocational + Abi","","","",""
"No","2018","North Rhine-Westphalia","higher vocational","","","",""
"No","2018","North Rhine-Westphalia","higher education","","","",""
"No","2018","Hesse","in school","","","",""
"No","2018","Hesse","inadequately","","","",""
"No","2018","Hesse","general elemantary","","","",""
"No","2018","Hesse","middle vocational","","","",""
"No","2018","Hesse","vocational + Abi","","","",""
"No","2018","Hesse","higher vocational","","","",""
"No","2018","Hesse","higher education","","","",""
"No","2018","Rhineland-Palatinate,Saarland","in school","","","",""
"No","2018","Rhineland-Palatinate,Saarland","inadequately","","","",""
"No","2018","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"No","2018","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"No","2018","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"No","2018","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"No","2018","Rhineland-Palatinate,Saarland","higher education","","","",""
"No","2018","Baden-Württemberg","in school","","","",""
"No","2018","Baden-Württemberg","inadequately","","","",""
"No","2018","Baden-Württemberg","general elemantary","","","",""
"No","2018","Baden-Württemberg","middle vocational","","","",""
"No","2018","Baden-Württemberg","vocational + Abi","","","",""
"No","2018","Baden-Württemberg","higher vocational","","","",""
"No","2018","Baden-Württemberg","higher education","","","",""
"No","2018","Bavaria","in school","","","",""
"No","2018","Bavaria","inadequately","","","",""
"No","2018","Bavaria","general elemantary","","","",""
"No","2018","Bavaria","middle vocational","","","",""
"No","2018","Bavaria","vocational + Abi","","","",""
"No","2018","Bavaria","higher vocational","","","",""
"No","2018","Bavaria","higher education","","","",""
"No","2018","Berlin","in school","","","",""
"No","2018","Berlin","inadequately","","","",""
"No","2018","Berlin","general elemantary","","","",""
"No","2018","Berlin","middle vocational","","","",""
"No","2018","Berlin","vocational + Abi","","","",""
"No","2018","Berlin","higher vocational","","","",""
"No","2018","Berlin","higher education","","","",""
"No","2018","Brandenburg","in school","","","",""
"No","2018","Brandenburg","inadequately","","","",""
"No","2018","Brandenburg","general elemantary","","","",""
"No","2018","Brandenburg","middle vocational","","","",""
"No","2018","Brandenburg","vocational + Abi","","","",""
"No","2018","Brandenburg","higher vocational","","","",""
"No","2018","Brandenburg","higher education","","","",""
"No","2018","Mecklenburg-Western Pomerania","in school","","","",""
"No","2018","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","2018","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","2018","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","2018","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","2018","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","2018","Mecklenburg-Western Pomerania","higher education","","","",""
"No","2018","Saxony","in school","","","",""
"No","2018","Saxony","inadequately","","","",""
"No","2018","Saxony","general elemantary","","","",""
"No","2018","Saxony","middle vocational","","","",""
"No","2018","Saxony","vocational + Abi","","","",""
"No","2018","Saxony","higher vocational","","","",""
"No","2018","Saxony","higher education","","","",""
"No","2018","Saxony-Anhalt","in school","","","",""
"No","2018","Saxony-Anhalt","inadequately","","","",""
"No","2018","Saxony-Anhalt","general elemantary","","","",""
"No","2018","Saxony-Anhalt","middle vocational","","","",""
"No","2018","Saxony-Anhalt","vocational + Abi","","","",""
"No","2018","Saxony-Anhalt","higher vocational","","","",""
"No","2018","Saxony-Anhalt","higher education","","","",""
"No","2018","Thuringia","in school","","","",""
"No","2018","Thuringia","inadequately","","","",""
"No","2018","Thuringia","general elemantary","","","",""
"No","2018","Thuringia","middle vocational","","","",""
"No","2018","Thuringia","vocational + Abi","","","",""
"No","2018","Thuringia","higher vocational","","","",""
"No","2018","Thuringia","higher education","","","",""
"Yes","2019","Schleswig-Holstein","in school","","","",""
"Yes","2019","Schleswig-Holstein","inadequately","3","","",""
"Yes","2019","Schleswig-Holstein","general elemantary","19","","",""
"Yes","2019","Schleswig-Holstein","middle vocational","101","0.250187442079344","0.208263195080658","0.292111689078031"
"Yes","2019","Schleswig-Holstein","vocational + Abi","14","","",""
"Yes","2019","Schleswig-Holstein","higher vocational","17","","",""
"Yes","2019","Schleswig-Holstein","higher education","38","0.176049428241906","0.125836003443114","0.226262853040697"
"Yes","2019","Hamburg","in school","","","",""
"Yes","2019","Hamburg","inadequately","1","","",""
"Yes","2019","Hamburg","general elemantary","4","","",""
"Yes","2019","Hamburg","middle vocational","42","0.24954606507285","0.187186997973574","0.311905132172126"
"Yes","2019","Hamburg","vocational + Abi","6","","",""
"Yes","2019","Hamburg","higher vocational","4","","",""
"Yes","2019","Hamburg","higher education","29","","",""
"Yes","2019","Lower Saxony","in school","","","",""
"Yes","2019","Lower Saxony","inadequately","7","","",""
"Yes","2019","Lower Saxony","general elemantary","78","0.268605460538117","0.21988988851178","0.317321032564454"
"Yes","2019","Lower Saxony","middle vocational","242","0.273057461456297","0.246644622958839","0.299470299953755"
"Yes","2019","Lower Saxony","vocational + Abi","31","0.137302329401453","0.0919269552070602","0.182677703595846"
"Yes","2019","Lower Saxony","higher vocational","23","","",""
"Yes","2019","Lower Saxony","higher education","94","0.210508593132784","0.177158214962113","0.243858971303454"
"Yes","2019","Bremen","in school","","","",""
"Yes","2019","Bremen","inadequately","","","",""
"Yes","2019","Bremen","general elemantary","6","","",""
"Yes","2019","Bremen","middle vocational","15","","",""
"Yes","2019","Bremen","vocational + Abi","3","","",""
"Yes","2019","Bremen","higher vocational","3","","",""
"Yes","2019","Bremen","higher education","9","","",""
"Yes","2019","North Rhine-Westphalia","in school","","","",""
"Yes","2019","North Rhine-Westphalia","inadequately","20","","",""
"Yes","2019","North Rhine-Westphalia","general elemantary","114","0.234236019278201","0.199064202660241","0.269407835896161"
"Yes","2019","North Rhine-Westphalia","middle vocational","486","0.240862669725266","0.223158641849238","0.258566697601294"
"Yes","2019","North Rhine-Westphalia","vocational + Abi","111","0.186708232236952","0.155860533173759","0.217555931300145"
"Yes","2019","North Rhine-Westphalia","higher vocational","74","0.268065803497257","0.217941980167568","0.318189626826947"
"Yes","2019","North Rhine-Westphalia","higher education","200","0.164438338259079","0.144381061568791","0.184495614949366"
"Yes","2019","Hesse","in school","","","",""
"Yes","2019","Hesse","inadequately","5","","",""
"Yes","2019","Hesse","general elemantary","30","0.183141891925999","0.121854726435444","0.244429057416553"
"Yes","2019","Hesse","middle vocational","162","0.232315782809611","0.201031245608992","0.26360032001023"
"Yes","2019","Hesse","vocational + Abi","30","0.199579597958976","0.136658051410783","0.26250114450717"
"Yes","2019","Hesse","higher vocational","20","","",""
"Yes","2019","Hesse","higher education","84","0.158392535791929","0.127220517058629","0.189564554525228"
"Yes","2019","Rhineland-Palatinate,Saarland","in school","1","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","general elemantary","34","0.202357053456261","0.147758660288658","0.256955446623864"
"Yes","2019","Rhineland-Palatinate,Saarland","middle vocational","161","0.314010083972597","0.278412365528585","0.34960780241661"
"Yes","2019","Rhineland-Palatinate,Saarland","vocational + Abi","18","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","higher vocational","22","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","higher education","61","0.200860068875201","0.155674179044647","0.246045958705755"
"Yes","2019","Baden-Württemberg","in school","","","",""
"Yes","2019","Baden-Württemberg","inadequately","8","","",""
"Yes","2019","Baden-Württemberg","general elemantary","61","0.319675234705443","0.260919123431495","0.37843134597939"
"Yes","2019","Baden-Württemberg","middle vocational","265","0.263974481224671","0.238465460266107","0.289483502183236"
"Yes","2019","Baden-Württemberg","vocational + Abi","49","0.30767288151573","0.248026451648201","0.367319311383258"
"Yes","2019","Baden-Württemberg","higher vocational","41","0.185240453477714","0.130713223976562","0.239767682978867"
"Yes","2019","Baden-Württemberg","higher education","133","0.135650002814108","0.112922874204509","0.158377131423707"
"Yes","2019","Bavaria","in school","","","",""
"Yes","2019","Bavaria","inadequately","12","","",""
"Yes","2019","Bavaria","general elemantary","86","0.296270838375647","0.24890543827559","0.343636238475705"
