"ple0021","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Lower Saxony","higher vocational","20","","",""
"Yes","2013","Lower Saxony","higher education","57","0.195208420626863","0.154377911861883","0.236038929391843"
"Yes","2013","Bremen","in school","","","",""
"Yes","2013","Bremen","inadequately","","","",""
"Yes","2013","Bremen","general elemantary","3","","",""
"Yes","2013","Bremen","middle vocational","11","","",""
"Yes","2013","Bremen","vocational + Abi","2","","",""
"Yes","2013","Bremen","higher vocational","","","",""
"Yes","2013","Bremen","higher education","3","","",""
"Yes","2013","North Rhine-Westphalia","in school","2","","",""
"Yes","2013","North Rhine-Westphalia","inadequately","8","","",""
"Yes","2013","North Rhine-Westphalia","general elemantary","101","0.236777266043856","0.196170098909069","0.277384433178644"
"Yes","2013","North Rhine-Westphalia","middle vocational","397","0.260252941140189","0.239594941937059","0.280910940343318"
"Yes","2013","North Rhine-Westphalia","vocational + Abi","53","0.225802634812954","0.178410874108285","0.273194395517623"
"Yes","2013","North Rhine-Westphalia","higher vocational","46","0.250004398373545","0.195106929207071","0.304901867540018"
"Yes","2013","North Rhine-Westphalia","higher education","158","0.184896455840102","0.158690199324582","0.211102712355622"
"Yes","2013","Hesse","in school","","","",""
"Yes","2013","Hesse","inadequately","9","","",""
"Yes","2013","Hesse","general elemantary","49","0.44206566879036","0.35890408639487","0.525227251185851"
"Yes","2013","Hesse","middle vocational","146","0.251919852782681","0.216406031367629","0.287433674197733"
"Yes","2013","Hesse","vocational + Abi","15","","",""
"Yes","2013","Hesse","higher vocational","16","","",""
"Yes","2013","Hesse","higher education","50","0.10757253737612","0.0756107057306567","0.139534369021583"
"Yes","2013","Rhineland-Palatinate,Saarland","in school","1","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","general elemantary","49","0.295239602572745","0.226056838836418","0.364422366309073"
"Yes","2013","Rhineland-Palatinate,Saarland","middle vocational","130","0.218208982085748","0.183753351534388","0.252664612637109"
"Yes","2013","Rhineland-Palatinate,Saarland","vocational + Abi","10","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","higher vocational","18","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","higher education","41","0.245305529589238","0.185222166890195","0.30538889228828"
"Yes","2013","Baden-Württemberg","in school","1","","",""
"Yes","2013","Baden-Württemberg","inadequately","5","","",""
"Yes","2013","Baden-Württemberg","general elemantary","88","0.367863807005834","0.309913447902756","0.425814166108913"
"Yes","2013","Baden-Württemberg","middle vocational","233","0.248739926172988","0.222211229749528","0.275268622596448"
"Yes","2013","Baden-Württemberg","vocational + Abi","19","","",""
"Yes","2013","Baden-Württemberg","higher vocational","29","","",""
"Yes","2013","Baden-Württemberg","higher education","82","0.185305827450206","0.15040092262652","0.220210732273892"
"Yes","2013","Bavaria","in school","","","",""
"Yes","2013","Bavaria","inadequately","7","","",""
"Yes","2013","Bavaria","general elemantary","94","0.328091966239438","0.274513559103621","0.381670373375254"
"Yes","2013","Bavaria","middle vocational","337","0.236828085387215","0.215758426310816","0.257897744463614"
"Yes","2013","Bavaria","vocational + Abi","22","","",""
"Yes","2013","Bavaria","higher vocational","48","0.176918116876873","0.126262510378619","0.227573723375126"
"Yes","2013","Bavaria","higher education","82","0.127502951364571","0.101354246429221","0.153651656299921"
"Yes","2013","Berlin","in school","","","",""
"Yes","2013","Berlin","inadequately","1","","",""
"Yes","2013","Berlin","general elemantary","10","","",""
"Yes","2013","Berlin","middle vocational","86","0.282007584710189","0.232705711032328","0.33130945838805"
"Yes","2013","Berlin","vocational + Abi","4","","",""
"Yes","2013","Berlin","higher vocational","16","","",""
"Yes","2013","Berlin","higher education","47","0.129781337395258","0.0917529610937968","0.167809713696719"
"Yes","2013","Brandenburg","in school","","","",""
"Yes","2013","Brandenburg","inadequately","2","","",""
"Yes","2013","Brandenburg","general elemantary","15","","",""
"Yes","2013","Brandenburg","middle vocational","95","0.234449860813031","0.192617556357929","0.276282165268133"
"Yes","2013","Brandenburg","vocational + Abi","3","","",""
"Yes","2013","Brandenburg","higher vocational","13","","",""
"Yes","2013","Brandenburg","higher education","52","0.253643148955643","0.196149273932791","0.311137023978494"
"Yes","2013","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2013","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2013","Mecklenburg-Western Pomerania","general elemantary","5","","",""
"Yes","2013","Mecklenburg-Western Pomerania","middle vocational","53","0.240180973394804","0.186021613465506","0.294340333324101"
"Yes","2013","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2013","Mecklenburg-Western Pomerania","higher vocational","8","","",""
"Yes","2013","Mecklenburg-Western Pomerania","higher education","24","","",""
"Yes","2013","Saxony","in school","","","",""
"Yes","2013","Saxony","inadequately","","","",""
"Yes","2013","Saxony","general elemantary","15","","",""
"Yes","2013","Saxony","middle vocational","154","0.203248047491624","0.17379275955344","0.232703335429808"
"Yes","2013","Saxony","vocational + Abi","6","","",""
"Yes","2013","Saxony","higher vocational","31","0.259416826720022","0.179994765945462","0.338838887494582"
"Yes","2013","Saxony","higher education","76","0.219877100913738","0.177388427386348","0.262365774441129"
"Yes","2013","Saxony-Anhalt","in school","","","",""
"Yes","2013","Saxony-Anhalt","inadequately","","","",""
"Yes","2013","Saxony-Anhalt","general elemantary","13","","",""
"Yes","2013","Saxony-Anhalt","middle vocational","93","0.219953115704331","0.179411475311696","0.260494756096966"
"Yes","2013","Saxony-Anhalt","vocational + Abi","3","","",""
"Yes","2013","Saxony-Anhalt","higher vocational","15","","",""
"Yes","2013","Saxony-Anhalt","higher education","42","0.234943942902034","0.175284941253612","0.294602944550456"
"Yes","2013","Thuringia","in school","","","",""
"Yes","2013","Thuringia","inadequately","2","","",""
"Yes","2013","Thuringia","general elemantary","12","","",""
"Yes","2013","Thuringia","middle vocational","95","0.177619509159091","0.143570291119308","0.211668727198875"
"Yes","2013","Thuringia","vocational + Abi","1","","",""
"Yes","2013","Thuringia","higher vocational","13","","",""
"Yes","2013","Thuringia","higher education","25","","",""
"No","2013","Schleswig-Holstein","in school","10","","",""
"No","2013","Schleswig-Holstein","inadequately","2","","",""
"No","2013","Schleswig-Holstein","general elemantary","46","0.780512383449891","0.675783282340582","0.885241484559201"
"No","2013","Schleswig-Holstein","middle vocational","262","0.760837061653538","0.715089534067537","0.80658458923954"
"No","2013","Schleswig-Holstein","vocational + Abi","33","0.777537353754728","0.650232388344978","0.904842319164477"
"No","2013","Schleswig-Holstein","higher vocational","35","0.924483538976564","0.839346677738142","1.00962040021499"
"No","2013","Schleswig-Holstein","higher education","77","0.71523495702467","0.624957320980472","0.805512593068868"
"No","2013","Hamburg","in school","6","","",""
"No","2013","Hamburg","inadequately","2","","",""
"No","2013","Hamburg","general elemantary","20","","",""
"No","2013","Hamburg","middle vocational","100","0.715992520320504","0.638772204260524","0.793212836380483"
"No","2013","Hamburg","vocational + Abi","21","","",""
"No","2013","Hamburg","higher vocational","14","","",""
"No","2013","Hamburg","higher education","91","0.917693160537844","0.864357863848499","0.971028457227189"
"No","2013","Lower Saxony","in school","33","1","1","1"
"No","2013","Lower Saxony","inadequately","15","","",""
"No","2013","Lower Saxony","general elemantary","147","0.68241667710027","0.619302255284432","0.745531098916108"
"No","2013","Lower Saxony","middle vocational","746","0.785092870248667","0.758848315574229","0.811337424923105"
"No","2013","Lower Saxony","vocational + Abi","77","0.778248121981092","0.694267930954942","0.862228313007242"
"No","2013","Lower Saxony","higher vocational","82","0.735235773270486","0.649612668282026","0.820858878258945"
"No","2013","Lower Saxony","higher education","305","0.804791579373137","0.763961070608157","0.845622088138117"
"No","2013","Bremen","in school","1","","",""
"No","2013","Bremen","inadequately","1","","",""
"No","2013","Bremen","general elemantary","6","","",""
"No","2013","Bremen","middle vocational","44","0.776353407596047","0.666230512390856","0.886476302801238"
"No","2013","Bremen","vocational + Abi","3","","",""
"No","2013","Bremen","higher vocational","3","","",""
"No","2013","Bremen","higher education","37","0.936831011251763","0.86144327771994","1.01221874478359"
"No","2013","North Rhine-Westphalia","in school","81","0.956642288934133","0.912827875101679","1.00045670276659"
"No","2013","North Rhine-Westphalia","inadequately","37","0.802786033559967","0.686531319528253","0.91904074759168"
"No","2013","North Rhine-Westphalia","general elemantary","320","0.763222733956144","0.722615566821356","0.803829901090931"
"No","2013","North Rhine-Westphalia","middle vocational","1336","0.739747058859811","0.719089059656682","0.760405058062941"
"No","2013","North Rhine-Westphalia","vocational + Abi","246","0.774197365187046","0.726805604482377","0.821589125891715"
"No","2013","North Rhine-Westphalia","higher vocational","193","0.749995601626455","0.695098132459982","0.804893070792929"
"No","2013","North Rhine-Westphalia","higher education","685","0.815103544159898","0.788897287644378","0.841309800675418"
"No","2013","Hesse","in school","17","","",""
"No","2013","Hesse","inadequately","10","","",""
"No","2013","Hesse","general elemantary","88","0.55793433120964","0.474772748814149","0.64109591360513"
"No","2013","Hesse","middle vocational","428","0.748080147217319","0.712566325802267","0.783593968632371"
"No","2013","Hesse","vocational + Abi","88","0.856220741301268","0.788461197908952","0.923980284693584"
"No","2013","Hesse","higher vocational","51","0.85085899977928","0.765561163679178","0.936156835879383"
"No","2013","Hesse","higher education","311","0.89242746262388","0.860465630978417","0.924389294269343"
"No","2013","Rhineland-Palatinate,Saarland","in school","12","","",""
"No","2013","Rhineland-Palatinate,Saarland","inadequately","11","","",""
"No","2013","Rhineland-Palatinate,Saarland","general elemantary","118","0.704760397427255","0.635577633690927","0.773943161163582"
"No","2013","Rhineland-Palatinate,Saarland","middle vocational","422","0.781791017914252","0.747335387362891","0.816246648465612"
"No","2013","Rhineland-Palatinate,Saarland","vocational + Abi","49","0.839884795515043","0.746312295684207","0.933457295345878"
"No","2013","Rhineland-Palatinate,Saarland","higher vocational","60","0.79141193911553","0.701245106943604","0.881578771287455"
"No","2013","Rhineland-Palatinate,Saarland","higher education","156","0.754694470410762","0.69461110771172","0.814777833109805"
"No","2013","Baden-Württemberg","in school","24","","",""
"No","2013","Baden-Württemberg","inadequately","19","","",""
"No","2013","Baden-Württemberg","general elemantary","178","0.632136192994165","0.574185833891087","0.690086552097244"
"No","2013","Baden-Württemberg","middle vocational","787","0.751260073827012","0.724731377403552","0.777788770250472"
"No","2013","Baden-Württemberg","vocational + Abi","112","0.820283060544479","0.754534110518209","0.886032010570749"
"No","2013","Baden-Württemberg","higher vocational","132","0.798781899068843","0.736854508094755","0.860709290042931"
"No","2013","Baden-Württemberg","higher education","394","0.814694172549794","0.779789267726108","0.84959907737348"
"No","2013","Bavaria","in school","33","1","1","1"
"No","2013","Bavaria","inadequately","20","","",""
"No","2013","Bavaria","general elemantary","201","0.671908033760562","0.618329626624746","0.725486440896379"
"No","2013","Bavaria","middle vocational","1227","0.763171914612785","0.742102255536386","0.784241573689184"
"No","2013","Bavaria","vocational + Abi","137","0.860473621459286","0.806616086687078","0.914331156231493"
"No","2013","Bavaria","higher vocational","170","0.823081883123127","0.772426276624874","0.873737489621381"
"No","2013","Bavaria","higher education","543","0.872497048635429","0.846348343700079","0.898645753570779"
"No","2013","Berlin","in school","7","","",""
"No","2013","Berlin","inadequately","6","","",""
"No","2013","Berlin","general elemantary","33","0.690148387283608","0.551931221774482","0.828365552792733"
"No","2013","Berlin","middle vocational","234","0.717992415289811","0.66869054161195","0.767294288967672"
"No","2013","Berlin","vocational + Abi","27","","",""
"No","2013","Berlin","higher vocational","41","0.819305319104951","0.71941894818292","0.919191690026983"
"No","2013","Berlin","higher education","253","0.870218662604742","0.832190286303281","0.908247038906203"
"No","2013","Brandenburg","in school","7","","",""
"No","2013","Brandenburg","inadequately","3","","",""
"No","2013","Brandenburg","general elemantary","44","0.815774192307412","0.716854603866343","0.914693780748482"
"No","2013","Brandenburg","middle vocational","299","0.765550139186969","0.723717834731867","0.807382443642071"
"No","2013","Brandenburg","vocational + Abi","29","","",""
"No","2013","Brandenburg","higher vocational","49","0.811592556019279","0.714257271507958","0.9089278405306"
"No","2013","Brandenburg","higher education","168","0.746356851044357","0.688862976021506","0.803850726067209"
"No","2013","Mecklenburg-Western Pomerania","in school","3","","",""
"No","2013","Mecklenburg-Western Pomerania","inadequately","6","","",""
"No","2013","Mecklenburg-Western Pomerania","general elemantary","19","","",""
"No","2013","Mecklenburg-Western Pomerania","middle vocational","186","0.759819026605196","0.705659666675899","0.813978386534494"
"No","2013","Mecklenburg-Western Pomerania","vocational + Abi","10","","",""
"No","2013","Mecklenburg-Western Pomerania","higher vocational","40","0.786410375888448","0.670468008050436","0.902352743726459"
"No","2013","Mecklenburg-Western Pomerania","higher education","97","0.756851146410944","0.68041535694397","0.833286935877918"
"No","2013","Saxony","in school","9","","",""
"No","2013","Saxony","inadequately","3","","",""
"No","2013","Saxony","general elemantary","48","0.810848168904356","0.7141422933318","0.907554044476913"
"No","2013","Saxony","middle vocational","563","0.796751952508376","0.767296664570192","0.82620724044656"
"No","2013","Saxony","vocational + Abi","52","0.868844847885306","0.781969233877468","0.955720461893144"
"No","2013","Saxony","higher vocational","86","0.740583173279978","0.661161112505418","0.820005234054538"
"No","2013","Saxony","higher education","289","0.780122899086262","0.737634225558871","0.822611572613652"
"No","2013","Saxony-Anhalt","in school","7","","",""
"No","2013","Saxony-Anhalt","inadequately","11","","",""
"No","2013","Saxony-Anhalt","general elemantary","37","0.72437688661286","0.600524836985949","0.848228936239772"
"No","2013","Saxony-Anhalt","middle vocational","308","0.780046884295669","0.739505243903034","0.820588524688303"
"No","2013","Saxony-Anhalt","vocational + Abi","26","","",""
"No","2013","Saxony-Anhalt","higher vocational","48","0.808273701832709","0.711066624830857","0.90548077883456"
"No","2013","Saxony-Anhalt","higher education","152","0.765056057097966","0.705397055449544","0.824715058746388"
"No","2013","Thuringia","in school","5","","",""
"No","2013","Thuringia","inadequately","3","","",""
"No","2013","Thuringia","general elemantary","27","","",""
"No","2013","Thuringia","middle vocational","389","0.822380490840908","0.788331272801125","0.856429708880692"
"No","2013","Thuringia","vocational + Abi","26","","",""
"No","2013","Thuringia","higher vocational","49","0.867112815860361","0.782617701465475","0.951607930255246"
"No","2013","Thuringia","higher education","151","0.859065968338999","0.807660070062388","0.91047186661561"
"Yes","2014","Schleswig-Holstein","in school","","","",""
"Yes","2014","Schleswig-Holstein","inadequately","","","",""
"Yes","2014","Schleswig-Holstein","general elemantary","","","",""
"Yes","2014","Schleswig-Holstein","middle vocational","","","",""
"Yes","2014","Schleswig-Holstein","vocational + Abi","","","",""
"Yes","2014","Schleswig-Holstein","higher vocational","","","",""
"Yes","2014","Schleswig-Holstein","higher education","","","",""
"Yes","2014","Hamburg","in school","","","",""
"Yes","2014","Hamburg","inadequately","","","",""
"Yes","2014","Hamburg","general elemantary","","","",""
"Yes","2014","Hamburg","middle vocational","","","",""
"Yes","2014","Hamburg","vocational + Abi","","","",""
"Yes","2014","Hamburg","higher vocational","","","",""
"Yes","2014","Hamburg","higher education","","","",""
"Yes","2014","Lower Saxony","in school","","","",""
"Yes","2014","Lower Saxony","inadequately","","","",""
"Yes","2014","Lower Saxony","general elemantary","","","",""
"Yes","2014","Lower Saxony","middle vocational","","","",""
"Yes","2014","Lower Saxony","vocational + Abi","","","",""
"Yes","2014","Lower Saxony","higher vocational","","","",""
"Yes","2014","Lower Saxony","higher education","","","",""
"Yes","2014","Bremen","in school","","","",""
"Yes","2014","Bremen","inadequately","","","",""
"Yes","2014","Bremen","general elemantary","","","",""
"Yes","2014","Bremen","middle vocational","","","",""
"Yes","2014","Bremen","vocational + Abi","","","",""
"Yes","2014","Bremen","higher vocational","","","",""
"Yes","2014","Bremen","higher education","","","",""
"Yes","2014","North Rhine-Westphalia","in school","","","",""
"Yes","2014","North Rhine-Westphalia","inadequately","","","",""
"Yes","2014","North Rhine-Westphalia","general elemantary","","","",""
"Yes","2014","North Rhine-Westphalia","middle vocational","","","",""
"Yes","2014","North Rhine-Westphalia","vocational + Abi","","","",""
"Yes","2014","North Rhine-Westphalia","higher vocational","","","",""
"Yes","2014","North Rhine-Westphalia","higher education","","","",""
"Yes","2014","Hesse","in school","","","",""
"Yes","2014","Hesse","inadequately","","","",""
"Yes","2014","Hesse","general elemantary","","","",""
"Yes","2014","Hesse","middle vocational","","","",""
"Yes","2014","Hesse","vocational + Abi","","","",""
"Yes","2014","Hesse","higher vocational","","","",""
"Yes","2014","Hesse","higher education","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","higher education","","","",""
"Yes","2014","Baden-Württemberg","in school","","","",""
"Yes","2014","Baden-Württemberg","inadequately","","","",""
"Yes","2014","Baden-Württemberg","general elemantary","","","",""
"Yes","2014","Baden-Württemberg","middle vocational","","","",""
"Yes","2014","Baden-Württemberg","vocational + Abi","","","",""
"Yes","2014","Baden-Württemberg","higher vocational","","","",""
"Yes","2014","Baden-Württemberg","higher education","","","",""
"Yes","2014","Bavaria","in school","","","",""
"Yes","2014","Bavaria","inadequately","","","",""
"Yes","2014","Bavaria","general elemantary","","","",""
"Yes","2014","Bavaria","middle vocational","","","",""
"Yes","2014","Bavaria","vocational + Abi","","","",""
"Yes","2014","Bavaria","higher vocational","","","",""
"Yes","2014","Bavaria","higher education","","","",""
"Yes","2014","Berlin","in school","","","",""
"Yes","2014","Berlin","inadequately","","","",""
"Yes","2014","Berlin","general elemantary","","","",""
"Yes","2014","Berlin","middle vocational","","","",""
"Yes","2014","Berlin","vocational + Abi","","","",""
"Yes","2014","Berlin","higher vocational","","","",""
"Yes","2014","Berlin","higher education","","","",""
"Yes","2014","Brandenburg","in school","","","",""
"Yes","2014","Brandenburg","inadequately","","","",""
"Yes","2014","Brandenburg","general elemantary","","","",""
"Yes","2014","Brandenburg","middle vocational","","","",""
"Yes","2014","Brandenburg","vocational + Abi","","","",""
"Yes","2014","Brandenburg","higher vocational","","","",""
"Yes","2014","Brandenburg","higher education","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","higher education","","","",""
"Yes","2014","Saxony","in school","","","",""
"Yes","2014","Saxony","inadequately","","","",""
"Yes","2014","Saxony","general elemantary","","","",""
"Yes","2014","Saxony","middle vocational","","","",""
"Yes","2014","Saxony","vocational + Abi","","","",""
"Yes","2014","Saxony","higher vocational","","","",""
"Yes","2014","Saxony","higher education","","","",""
"Yes","2014","Saxony-Anhalt","in school","","","",""
"Yes","2014","Saxony-Anhalt","inadequately","","","",""
"Yes","2014","Saxony-Anhalt","general elemantary","","","",""
"Yes","2014","Saxony-Anhalt","middle vocational","","","",""
"Yes","2014","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","2014","Saxony-Anhalt","higher vocational","","","",""
"Yes","2014","Saxony-Anhalt","higher education","","","",""
"Yes","2014","Thuringia","in school","","","",""
"Yes","2014","Thuringia","inadequately","","","",""
"Yes","2014","Thuringia","general elemantary","","","",""
"Yes","2014","Thuringia","middle vocational","","","",""
"Yes","2014","Thuringia","vocational + Abi","","","",""
"Yes","2014","Thuringia","higher vocational","","","",""
"Yes","2014","Thuringia","higher education","","","",""
"No","2014","Schleswig-Holstein","in school","","","",""
"No","2014","Schleswig-Holstein","inadequately","","","",""
"No","2014","Schleswig-Holstein","general elemantary","","","",""
"No","2014","Schleswig-Holstein","middle vocational","","","",""
"No","2014","Schleswig-Holstein","vocational + Abi","","","",""
"No","2014","Schleswig-Holstein","higher vocational","","","",""
"No","2014","Schleswig-Holstein","higher education","","","",""
"No","2014","Hamburg","in school","","","",""
"No","2014","Hamburg","inadequately","","","",""
"No","2014","Hamburg","general elemantary","","","",""
"No","2014","Hamburg","middle vocational","","","",""
"No","2014","Hamburg","vocational + Abi","","","",""
"No","2014","Hamburg","higher vocational","","","",""
"No","2014","Hamburg","higher education","","","",""
"No","2014","Lower Saxony","in school","","","",""
"No","2014","Lower Saxony","inadequately","","","",""
"No","2014","Lower Saxony","general elemantary","","","",""
"No","2014","Lower Saxony","middle vocational","","","",""
"No","2014","Lower Saxony","vocational + Abi","","","",""
"No","2014","Lower Saxony","higher vocational","","","",""
"No","2014","Lower Saxony","higher education","","","",""
"No","2014","Bremen","in school","","","",""
"No","2014","Bremen","inadequately","","","",""
"No","2014","Bremen","general elemantary","","","",""
"No","2014","Bremen","middle vocational","","","",""
"No","2014","Bremen","vocational + Abi","","","",""
"No","2014","Bremen","higher vocational","","","",""
"No","2014","Bremen","higher education","","","",""
"No","2014","North Rhine-Westphalia","in school","","","",""
"No","2014","North Rhine-Westphalia","inadequately","","","",""
"No","2014","North Rhine-Westphalia","general elemantary","","","",""
"No","2014","North Rhine-Westphalia","middle vocational","","","",""
"No","2014","North Rhine-Westphalia","vocational + Abi","","","",""
"No","2014","North Rhine-Westphalia","higher vocational","","","",""
"No","2014","North Rhine-Westphalia","higher education","","","",""
"No","2014","Hesse","in school","","","",""
"No","2014","Hesse","inadequately","","","",""
"No","2014","Hesse","general elemantary","","","",""
"No","2014","Hesse","middle vocational","","","",""
"No","2014","Hesse","vocational + Abi","","","",""
"No","2014","Hesse","higher vocational","","","",""
"No","2014","Hesse","higher education","","","",""
"No","2014","Rhineland-Palatinate,Saarland","in school","","","",""
"No","2014","Rhineland-Palatinate,Saarland","inadequately","","","",""
"No","2014","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"No","2014","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"No","2014","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"No","2014","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"No","2014","Rhineland-Palatinate,Saarland","higher education","","","",""
"No","2014","Baden-Württemberg","in school","","","",""
"No","2014","Baden-Württemberg","inadequately","","","",""
"No","2014","Baden-Württemberg","general elemantary","","","",""
"No","2014","Baden-Württemberg","middle vocational","","","",""
"No","2014","Baden-Württemberg","vocational + Abi","","","",""
"No","2014","Baden-Württemberg","higher vocational","","","",""
"No","2014","Baden-Württemberg","higher education","","","",""
"No","2014","Bavaria","in school","","","",""
"No","2014","Bavaria","inadequately","","","",""
"No","2014","Bavaria","general elemantary","","","",""
"No","2014","Bavaria","middle vocational","","","",""
"No","2014","Bavaria","vocational + Abi","","","",""
"No","2014","Bavaria","higher vocational","","","",""
"No","2014","Bavaria","higher education","","","",""
"No","2014","Berlin","in school","","","",""
"No","2014","Berlin","inadequately","","","",""
"No","2014","Berlin","general elemantary","","","",""
"No","2014","Berlin","middle vocational","","","",""
"No","2014","Berlin","vocational + Abi","","","",""
"No","2014","Berlin","higher vocational","","","",""
"No","2014","Berlin","higher education","","","",""
"No","2014","Brandenburg","in school","","","",""
"No","2014","Brandenburg","inadequately","","","",""
"No","2014","Brandenburg","general elemantary","","","",""
"No","2014","Brandenburg","middle vocational","","","",""
"No","2014","Brandenburg","vocational + Abi","","","",""
"No","2014","Brandenburg","higher vocational","","","",""
"No","2014","Brandenburg","higher education","","","",""
"No","2014","Mecklenburg-Western Pomerania","in school","","","",""
"No","2014","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","2014","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","2014","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","2014","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","2014","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","2014","Mecklenburg-Western Pomerania","higher education","","","",""
"No","2014","Saxony","in school","","","",""
"No","2014","Saxony","inadequately","","","",""
"No","2014","Saxony","general elemantary","","","",""
"No","2014","Saxony","middle vocational","","","",""
"No","2014","Saxony","vocational + Abi","","","",""
"No","2014","Saxony","higher vocational","","","",""
"No","2014","Saxony","higher education","","","",""
"No","2014","Saxony-Anhalt","in school","","","",""
"No","2014","Saxony-Anhalt","inadequately","","","",""
"No","2014","Saxony-Anhalt","general elemantary","","","",""
"No","2014","Saxony-Anhalt","middle vocational","","","",""
"No","2014","Saxony-Anhalt","vocational + Abi","","","",""
"No","2014","Saxony-Anhalt","higher vocational","","","",""
"No","2014","Saxony-Anhalt","higher education","","","",""
"No","2014","Thuringia","in school","","","",""
"No","2014","Thuringia","inadequately","","","",""
"No","2014","Thuringia","general elemantary","","","",""
"No","2014","Thuringia","middle vocational","","","",""
"No","2014","Thuringia","vocational + Abi","","","",""
"No","2014","Thuringia","higher vocational","","","",""
"No","2014","Thuringia","higher education","","","",""
"Yes","2015","Schleswig-Holstein","in school","1","","",""
"Yes","2015","Schleswig-Holstein","inadequately","3","","",""
"Yes","2015","Schleswig-Holstein","general elemantary","17","","",""
"Yes","2015","Schleswig-Holstein","middle vocational","88","0.214980482209288","0.176151714576484","0.253809249842091"
"Yes","2015","Schleswig-Holstein","vocational + Abi","11","","",""
"Yes","2015","Schleswig-Holstein","higher vocational","3","","",""
"Yes","2015","Schleswig-Holstein","higher education","25","","",""
"Yes","2015","Hamburg","in school","","","",""
"Yes","2015","Hamburg","inadequately","1","","",""
"Yes","2015","Hamburg","general elemantary","8","","",""
"Yes","2015","Hamburg","middle vocational","39","0.297295417438543","0.226911881030832","0.367678953846254"
"Yes","2015","Hamburg","vocational + Abi","5","","",""
"Yes","2015","Hamburg","higher vocational","7","","",""
"Yes","2015","Hamburg","higher education","14","","",""
"Yes","2015","Lower Saxony","in school","1","","",""
"Yes","2015","Lower Saxony","inadequately","4","","",""
"Yes","2015","Lower Saxony","general elemantary","65","0.262012426086345","0.213908442382449","0.310116409790242"
"Yes","2015","Lower Saxony","middle vocational","215","0.229743833477473","0.205281468081977","0.25420619887297"
"Yes","2015","Lower Saxony","vocational + Abi","26","","",""
"Yes","2015","Lower Saxony","higher vocational","19","","",""
"Yes","2015","Lower Saxony","higher education","71","0.197780021222181","0.16290076827987","0.232659274164493"
"Yes","2015","Bremen","in school","","","",""
"Yes","2015","Bremen","inadequately","","","",""
"Yes","2015","Bremen","general elemantary","3","","",""
"Yes","2015","Bremen","middle vocational","13","","",""
"Yes","2015","Bremen","vocational + Abi","4","","",""
"Yes","2015","Bremen","higher vocational","","","",""
"Yes","2015","Bremen","higher education","7","","",""
"Yes","2015","North Rhine-Westphalia","in school","1","","",""
"Yes","2015","North Rhine-Westphalia","inadequately","19","","",""
"Yes","2015","North Rhine-Westphalia","general elemantary","113","0.209240717179016","0.178018082864865","0.240463351493168"
"Yes","2015","North Rhine-Westphalia","middle vocational","437","0.239062994589096","0.221517496867602","0.256608492310589"
"Yes","2015","North Rhine-Westphalia","vocational + Abi","76","0.158918550342111","0.128529507605869","0.189307593078353"
"Yes","2015","North Rhine-Westphalia","higher vocational","49","0.195028902982238","0.147233540456977","0.242824265507498"
"Yes","2015","North Rhine-Westphalia","higher education","167","0.185037704546551","0.161856415355222","0.208218993737881"
"Yes","2015","Hesse","in school","1","","",""
"Yes","2015","Hesse","inadequately","13","","",""
"Yes","2015","Hesse","general elemantary","40","0.262649720236205","0.198000471002402","0.327298969470007"
"Yes","2015","Hesse","middle vocational","143","0.194417674953907","0.165409666912177","0.223425682995637"
"Yes","2015","Hesse","vocational + Abi","18","","",""
