"ple0008","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Very good","2004","Not Employed","Full Time","","","","","1"
"Very good","2004","Not Employed","Part Time","","","","","1"
"Very good","2004","Not Employed","Not Working","657","0.0657375361480614","0.060373288625012","0.0711017836711107","1"
"Very good","2004","Employed","Full Time","972","0.119165057353948","0.112263760804424","0.126066353903472","1"
"Very good","2004","Employed","Not Working","","","","","1"
"Very good","2004","Employed","Part Time","579","0.12304593776542","0.113965313400442","0.132126562130398","1"
"Good","2005","Not Employed","Full Time","","","","","2"
"Good","2005","Not Employed","Part Time","","","","","2"
"Good","2005","Not Employed","Not Working","2254","0.25875383581235","0.249094624885688","0.268413046739012","2"
"Good","2005","Employed","Full Time","3865","0.461545650111624","0.450637919414721","0.472453380808526","2"
"Good","2005","Employed","Part Time","2216","0.438116757612753","0.424111293737456","0.452122221488049","2"
"Good","2005","Employed","Not Working","","","","","2"
"Less good","2005","Not Employed","Full Time","","","","","4"
"Less good","2005","Not Employed","Part Time","","","","","4"
"Less good","2005","Not Employed","Not Working","1632","0.228598789976356","0.219337016741618","0.237860563211095","4"
"Less good","2005","Employed","Full Time","724","0.100086991688177","0.0935203742784925","0.106653609097862","4"
"Less good","2005","Employed","Part Time","515","0.119105966919368","0.109962558508332","0.128249375330403","4"
"Less good","2005","Employed","Not Working","","","","","4"
"Poor","2005","Not Employed","Full Time","","","","","5"
"Poor","2005","Not Employed","Part Time","","","","","5"
"Poor","2005","Not Employed","Not Working","599","0.0875605512492135","0.0813264580267757","0.0937946444716514","5"
"Poor","2005","Employed","Full Time","101","0.0145290608041365","0.0119109181114829","0.0171472034967901","5"
"Poor","2005","Employed","Part Time","91","0.0225146449044177","0.0183270254776531","0.0267022643311822","5"
"Poor","2005","Employed","Not Working","","","","","5"
"Satisfactory","2005","Not Employed","Full Time","","","","","3"
"Satisfactory","2005","Not Employed","Part Time","","","","","3"
"Satisfactory","2005","Not Employed","Not Working","2836","0.363808757798158","0.353197974627855","0.374419540968461","3"
"Satisfactory","2005","Employed","Full Time","2470","0.312288221152032","0.302148321330164","0.322428120973899","3"
"Satisfactory","2005","Employed","Not Working","","","","","3"
"Satisfactory","2005","Employed","Part Time","1487","0.319382970235769","0.306222033280825","0.332543907190714","3"
"Very good","2005","Not Employed","Full Time","","","","","1"
"Very good","2005","Not Employed","Part Time","","","","","1"
"Very good","2005","Not Employed","Not Working","576","0.0612780651639226","0.0559882800869763","0.0665678502408689","1"
"Very good","2005","Employed","Part Time","512","0.100879660327692","0.0923782644118005","0.109381056243584","1"
"Very good","2005","Employed","Full Time","864","0.111550076244031","0.104661903278207","0.118438249209855","1"
"Very good","2005","Employed","Not Working","","","","","1"
"Good","2006","Not Employed","Full Time","","","","","2"
"Good","2006","Not Employed","Part Time","","","","","2"
"Good","2006","Not Employed","Not Working","2515","0.262925267026542","0.253610948969451","0.272239585083634","2"
"Good","2006","Employed","Full Time","4085","0.471498386706328","0.460848619075502","0.482148154337154","2"
"Good","2006","Employed","Part Time","2264","0.41915975607799","0.405515765378402","0.432803746777577","2"
"Good","2006","Employed","Not Working","","","","","2"
"Less good","2006","Not Employed","Full Time","","","","","4"
"Less good","2006","Not Employed","Part Time","","","","","4"
"Less good","2006","Not Employed","Not Working","1742","0.214553327747008","0.20586762185643","0.223239033637586","4"
"Less good","2006","Employed","Full Time","732","0.0899772341307769","0.0838724639985372","0.0960820042630166","4"
"Less good","2006","Employed","Part Time","499","0.113040503087144","0.104284776115289","0.121796230058999","4"
"Less good","2006","Employed","Not Working","","","","","4"
"Poor","2006","Not Employed","Full Time","","","","","5"
"Poor","2006","Not Employed","Not Working","705","0.093930184068487","0.087757663323801","0.100102704813173","5"
"Poor","2006","Not Employed","Part Time","","","","","5"
"Poor","2006","Employed","Full Time","93","0.0139749719537202","0.0114706145429915","0.0164793293644489","5"
"Poor","2006","Employed","Part Time","113","0.0266181417098792","0.0221671809459205","0.0310691024738378","5"
"Poor","2006","Employed","Not Working","","","","","5"
"Satisfactory","2006","Not Employed","Part Time","","","","","3"
"Satisfactory","2006","Not Employed","Full Time","","","","","3"
"Satisfactory","2006","Not Employed","Not Working","3046","0.36387594573984","0.353696439269775","0.374055452209905","3"
"Satisfactory","2006","Employed","Full Time","2644","0.313605402608701","0.303707217671395","0.323503587546007","3"
"Satisfactory","2006","Employed","Part Time","1610","0.333899846517708","0.320859139067726","0.34694055396769","3"
"Satisfactory","2006","Employed","Not Working","","","","","3"
"Very good","2006","Not Employed","Full Time","","","","","1"
"Very good","2006","Not Employed","Part Time","","","","","1"
"Very good","2006","Not Employed","Not Working","573","0.0647152754181233","0.0595098711647248","0.0699206796715219","1"
"Very good","2006","Employed","Full Time","886","0.110944004600474","0.104243718548773","0.117644290652175","1"
"Very good","2006","Employed","Part Time","538","0.107281752607279","0.0987243214994284","0.115839183715129","1"
"Very good","2006","Employed","Not Working","","","","","1"
"Good","2007","Not Employed","Part Time","","","","","2"
"Good","2007","Not Employed","Full Time","","","","","2"
"Good","2007","Not Employed","Not Working","2279","0.251800534106462","0.242283874271542","0.261317193941381","2"
"Good","2007","Employed","Full Time","3895","0.486268305988246","0.47522301194697","0.497313600029523","2"
"Good","2007","Employed","Part Time","2145","0.429247136169476","0.415118995990808","0.443375276348145","2"
"Good","2007","Employed","Not Working","","","","","2"
"Less good","2007","Not Employed","Part Time","","","","","4"
"Less good","2007","Not Employed","Full Time","","","","","4"
"Less good","2007","Not Employed","Not Working","1695","0.229218893879275","0.220002983089406","0.238434804669145","4"
"Less good","2007","Employed","Full Time","691","0.09207411703056","0.0856846431388158","0.0984635909223042","4"
"Less good","2007","Employed","Part Time","484","0.119211238940159","0.109962091012932","0.128460386867385","4"
"Less good","2007","Employed","Not Working","","","","","4"
"Poor","2007","Not Employed","Part Time","","","","","5"
"Poor","2007","Not Employed","Full Time","","","","","5"
"Poor","2007","Not Employed","Not Working","611","0.0832796023493231","0.0772215182987814","0.0893376863998649","5"
"Poor","2007","Employed","Full Time","90","0.0128821945369588","0.0103901801833476","0.0153742088905699","5"
"Poor","2007","Employed","Part Time","87","0.0209396276542285","0.0168527046461169","0.02502655066234","5"
"Poor","2007","Employed","Not Working","","","","","5"
"Satisfactory","2007","Not Employed","Part Time","","","","","3"
"Satisfactory","2007","Not Employed","Full Time","","","","","3"
"Satisfactory","2007","Not Employed","Not Working","2892","0.374383258809182","0.363772170798563","0.3849943468198","3"
"Satisfactory","2007","Employed","Full Time","2455","0.313626977530484","0.303373812938537","0.323880142122432","3"
"Satisfactory","2007","Employed","Part Time","1520","0.331811892937397","0.318371790238456","0.345251995636338","3"
"Satisfactory","2007","Employed","Not Working","","","","","3"
"Very good","2007","Not Employed","Full Time","","","","","1"
"Very good","2007","Not Employed","Part Time","","","","","1"
"Very good","2007","Not Employed","Not Working","514","0.0613177108557584","0.0560575405638489","0.0665778811476678","1"
"Very good","2007","Employed","Full Time","735","0.0951484049137503","0.0886641429174066","0.101632666910094","1"
"Very good","2007","Employed","Not Working","","","","","1"
"Very good","2007","Employed","Part Time","479","0.0987901042987395","0.0902732946592657","0.107306913938213","1"
"Good","2008","Not Employed","Full Time","","","","","2"
"Good","2008","Not Employed","Part Time","","","","","2"
"Good","2008","Not Employed","Not Working","2113","0.259865119883507","0.249931795815089","0.269798443951924","2"
"Good","2008","Employed","Full Time","3583","0.463456505909446","0.452164888236531","0.474748123582362","2"
"Good","2008","Employed","Part Time","2040","0.43704313849294","0.422423439416326","0.451662837569554","2"
"Good","2008","Employed","Not Working","","","","","2"
"Less good","2008","Not Employed","Part Time","","","","","4"
"Less good","2008","Not Employed","Full Time","","","","","4"
"Less good","2008","Not Employed","Not Working","1609","0.218643645000214","0.209281870478124","0.228005419522304","4"
"Less good","2008","Employed","Full Time","712","0.0995708086795625","0.092790647675724","0.106350969683401","4"
"Less good","2008","Employed","Part Time","478","0.120790821156908","0.111185723263872","0.130395919049945","4"
"Less good","2008","Employed","Not Working","","","","","4"
"Poor","2008","Not Employed","Part Time","","","","","5"
"Poor","2008","Not Employed","Full Time","","","","","5"
"Poor","2008","Not Employed","Not Working","572","0.0836875203234332","0.0774153575025719","0.0899596831442944","5"
"Poor","2008","Employed","Full Time","84","0.0132972593257139","0.0107035372215352","0.0158909814298926","5"
"Poor","2008","Employed","Part Time","86","0.0206021763291174","0.0164154474398789","0.024788905218356","5"
"Poor","2008","Employed","Not Working","","","","","5"
"Satisfactory","2008","Not Employed","Full Time","","","","","3"
"Satisfactory","2008","Not Employed","Part Time","","","","","3"
"Satisfactory","2008","Not Employed","Not Working","2743","0.379846350440605","0.368853285232463","0.390839415648747","3"
"Satisfactory","2008","Employed","Full Time","2334","0.317198575530115","0.306660482454588","0.327736668605641","3"
"Satisfactory","2008","Employed","Part Time","1349","0.310296832251645","0.29666172673156","0.323931937771731","3"
"Satisfactory","2008","Employed","Not Working","","","","","3"
"Very good","2008","Not Employed","Full Time","","","","","1"
"Very good","2008","Not Employed","Part Time","","","","","1"
"Very good","2008","Not Employed","Not Working","451","0.0579573643522409","0.0526649386937566","0.0632497900107252","1"
"Very good","2008","Employed","Part Time","469","0.111267031769389","0.101998570942759","0.120535492596018","1"
"Very good","2008","Employed","Full Time","779","0.106476850555163","0.0994924408132695","0.113461260297056","1"
"Very good","2008","Employed","Not Working","","","","","1"
"Good","2009","Not Employed","Full Time","","","","","2"
"Good","2009","Not Employed","Not Working","1847","0.24993998606009","0.239692549742661","0.260187422377519","2"
"Good","2009","Not Employed","Part Time","","","","","2"
"Good","2009","Employed","Full Time","3332","0.45684566115251","0.445175510213913","0.468515812091107","2"
"Good","2009","Employed","Part Time","1893","0.428445751944834","0.413526055272513","0.443365448617156","2"
"Good","2009","Employed","Not Working","","","","","2"
"Less good","2009","Not Employed","Part Time","","","","","4"
"Less good","2009","Not Employed","Full Time","","","","","4"
"Less good","2009","Not Employed","Not Working","1479","0.224941355540782","0.215059209064944","0.234823502016621","4"
"Less good","2009","Employed","Full Time","648","0.0938110574342397","0.0869803373429851","0.100641777525494","4"
"Less good","2009","Employed","Not Working","","","","","4"
"Less good","2009","Employed","Part Time","448","0.113860618346692","0.104283802584553","0.123437434108831","4"
"Poor","2009","Not Employed","Full Time","","","","","5"
"Poor","2009","Not Employed","Part Time","","","","","5"
"Poor","2009","Not Employed","Not Working","533","0.0850112895102696","0.0784105055257233","0.091612073494816","5"
"Poor","2009","Employed","Full Time","88","0.0120552349647634","0.00949850850409398","0.0146119614254329","5"
"Poor","2009","Employed","Part Time","79","0.0199418686105381","0.0157269209309053","0.0241568162901708","5"
"Poor","2009","Employed","Not Working","","","","","5"
"Satisfactory","2009","Not Employed","Full Time","","","","","3"
"Satisfactory","2009","Not Employed","Part Time","","","","","3"
"Satisfactory","2009","Not Employed","Not Working","2621","0.384933363613034","0.37341732233545","0.396449404890619","3"
"Satisfactory","2009","Employed","Part Time","1396","0.342780152086388","0.328469925396718","0.357090378776059","3"
"Satisfactory","2009","Employed","Full Time","2258","0.336145199551988","0.325078194681935","0.347212204422042","3"
"Satisfactory","2009","Employed","Not Working","","","","","3"
"Very good","2009","Not Employed","Full Time","","","","","1"
"Very good","2009","Not Employed","Part Time","","","","","1"
"Very good","2009","Not Employed","Not Working","378","0.0551740052758237","0.0497702891840391","0.0605777213676083","1"
"Very good","2009","Employed","Full Time","673","0.101142846896499","0.0940789716518542","0.108206722141143","1"
"Very good","2009","Employed","Part Time","410","0.0949716090115475","0.0861324419076332","0.103810776115462","1"
"Very good","2009","Employed","Not Working","","","","","1"
"Good","2010","Not Employed","Full Time","","","","","2"
"Good","2010","Not Employed","Part Time","","","","","2"
"Good","2010","Not Employed","Not Working","2579","0.250826705939667","0.241581840728004","0.260071571151329","2"
"Good","2010","Employed","Full Time","4392","0.460956472824099","0.450797119675243","0.471115825972956","2"
"Good","2010","Employed","Part Time","2867","0.416093656384455","0.403974916673606","0.428212396095304","2"
"Good","2010","Employed","Not Working","","","","","2"
"Less good","2010","Not Employed","Full Time","","","","","4"
"Less good","2010","Not Employed","Part Time","","","","","4"
"Less good","2010","Not Employed","Not Working","1627","0.226890888475736","0.217958831674286","0.235822945277187","4"
"Less good","2010","Employed","Full Time","815","0.0996218747359306","0.0935178820686207","0.10572586740324","4"
"Less good","2010","Employed","Part Time","691","0.121654962351152","0.113618076428157","0.129691848274146","4"
"Less good","2010","Employed","Not Working","","","","","4"
"Poor","2010","Not Employed","Full Time","","","","","5"
"Poor","2010","Not Employed","Part Time","","","","","5"
"Poor","2010","Not Employed","Not Working","600","0.0890347002968032","0.0829610033276204","0.0951083972659861","5"
"Poor","2010","Employed","Full Time","119","0.0142380658009204","0.0118235185973724","0.0166526130044685","5"
"Poor","2010","Employed","Part Time","121","0.0245639015481151","0.0207581678174984","0.0283696352787318","5"
"Poor","2010","Employed","Not Working","","","","","5"
"Satisfactory","2010","Not Employed","Part Time","","","","","3"
"Satisfactory","2010","Not Employed","Full Time","","","","","3"
"Satisfactory","2010","Not Employed","Not Working","2911","0.370374287564707","0.360075545181569","0.380673029947845","3"
"Satisfactory","2010","Employed","Full Time","2731","0.317137861020956","0.307653354403401","0.326622367638511","3"
"Satisfactory","2010","Employed","Part Time","1787","0.312231326100336","0.300838020518229","0.323624631682443","3"
"Satisfactory","2010","Employed","Not Working","","","","","3"
"Very good","2010","Not Employed","Full Time","","","","","1"
"Very good","2010","Not Employed","Part Time","","","","","1"
"Very good","2010","Not Employed","Not Working","729","0.0628734177230865","0.0576966912859618","0.0680501441602111","1"
"Very good","2010","Employed","Full Time","1191","0.108045725618094","0.101718704686213","0.114372746549974","1"
"Very good","2010","Employed","Not Working","","","","","1"
"Very good","2010","Employed","Part Time","889","0.125456153615942","0.11731235375883","0.133599953473055","1"
"Good","2011","Not Employed","Full Time","","","","","2"
"Good","2011","Not Employed","Part Time","","","","","2"
"Good","2011","Not Employed","Not Working","3110","0.265669006758859","0.257076271228226","0.274261742289491","2"
"Good","2011","Employed","Full Time","5000","0.457163243697043","0.447696766913342","0.466629720480744","2"
"Good","2011","Employed","Part Time","3482","0.421723474090401","0.410674578668764","0.432772369512038","2"
"Good","2011","Employed","Not Working","","","","","2"
"Less good","2011","Not Employed","Full Time","","","","","4"
"Less good","2011","Not Employed","Part Time","","","","","4"
"Less good","2011","Not Employed","Not Working","1980","0.224837344693858","0.216715667674475","0.23295902171324","4"
"Less good","2011","Employed","Full Time","1048","0.101629109195717","0.0958872175443254","0.107371000847109","4"
"Less good","2011","Employed","Not Working","","","","","4"
"Less good","2011","Employed","Part Time","846","0.124484910221322","0.117098603013771","0.131871217428872","4"
"Poor","2011","Not Employed","Part Time","","","","","5"
"Poor","2011","Not Employed","Full Time","","","","","5"
"Poor","2011","Not Employed","Not Working","740","0.0850495063767281","0.0796226320254272","0.0904763807280291","5"
"Poor","2011","Employed","Full Time","151","0.0132117781293919","0.0110420230560012","0.0153815332027825","5"
"Poor","2011","Employed","Part Time","161","0.0253949919755282","0.0218751306557671","0.0289148532952894","5"
"Poor","2011","Employed","Not Working","","","","","5"
"Satisfactory","2011","Not Employed","Part Time","","","","","3"
"Satisfactory","2011","Not Employed","Full Time","","","","","3"
"Satisfactory","2011","Not Employed","Not Working","3490","0.360425773676316","0.351085309337966","0.369766238014667","3"
"Satisfactory","2011","Employed","Full Time","3135","0.305454847509912","0.296702151380915","0.314207543638908","3"
"Satisfactory","2011","Employed","Part Time","2224","0.305979278994037","0.29566902366277","0.316289534325305","3"
"Satisfactory","2011","Employed","Not Working","","","","","3"
"Very good","2011","Not Employed","Full Time","","","","","1"
"Very good","2011","Not Employed","Part Time","","","","","1"
"Very good","2011","Not Employed","Not Working","830","0.0640183684942393","0.0592562408309099","0.0687804961575686","1"
"Very good","2011","Employed","Full Time","1304","0.122541021467936","0.116309813341453","0.12877222959442","1"
"Very good","2011","Employed","Part Time","961","0.122417344718712","0.115083990097764","0.129750699339659","1"
"Very good","2011","Employed","Not Working","","","","","1"
"Good","2012","Not Employed","Part Time","","","","","2"
"Good","2012","Not Employed","Full Time","","","","","2"
"Good","2012","Not Employed","Not Working","2990","0.265441529342508","0.256706217023147","0.274176841661868","2"
"Good","2012","Employed","Full Time","5102","0.476788265638895","0.467205223865612","0.486371307412177","2"
"Good","2012","Employed","Part Time","3362","0.410755507261155","0.399596784723835","0.421914229798475","2"
"Good","2012","Employed","Not Working","","","","","2"
"Less good","2012","Not Employed","Full Time","","","","","4"
"Less good","2012","Not Employed","Part Time","","","","","4"
"Less good","2012","Not Employed","Not Working","1938","0.226249036980601","0.217972002067217","0.234526071893985","4"
"Less good","2012","Employed","Full Time","874","0.0825760972615578","0.0772951228092313","0.0878570717138843","4"
"Less good","2012","Employed","Part Time","829","0.118420003921421","0.111091447859803","0.12574855998304","4"
"Less good","2012","Employed","Not Working","","","","","4"
"Poor","2012","Not Employed","Full Time","","","","","5"
"Poor","2012","Not Employed","Part Time","","","","","5"
"Poor","2012","Not Employed","Not Working","658","0.0763114372560649","0.0710592715962114","0.0815636029159184","5"
"Poor","2012","Employed","Full Time","134","0.0127444091134357","0.0105922393899766","0.0148965788368948","5"
"Poor","2012","Employed","Part Time","170","0.0230656368478261","0.0196608460431967","0.0264704276524554","5"
"Poor","2012","Employed","Not Working","","","","","5"
"Satisfactory","2012","Not Employed","Full Time","","","","","3"
"Satisfactory","2012","Not Employed","Part Time","","","","","3"
"Satisfactory","2012","Not Employed","Not Working","3491","0.368250171209777","0.358708490906128","0.377791851513426","3"
"Satisfactory","2012","Employed","Full Time","3155","0.312830464259744","0.303934596204655","0.321726332314833","3"
"Satisfactory","2012","Employed","Not Working","","","","","3"
"Satisfactory","2012","Employed","Part Time","2175","0.315278487267479","0.304739978265964","0.325816996268993","3"
"Very good","2012","Not Employed","Full Time","","","","","1"
"Very good","2012","Not Employed","Part Time","","","","","1"
"Very good","2012","Not Employed","Not Working","739","0.0637478252110497","0.058914901691746","0.0685807487303533","1"
"Very good","2012","Employed","Full Time","1170","0.115060763726368","0.108938356455214","0.121183170997521","1"
"Very good","2012","Employed","Not Working","","","","","1"
"Very good","2012","Employed","Part Time","931","0.132480364702119","0.124791000534868","0.14016972886937","1"
"Good","2013","Not Employed","Full Time","","","","","2"
"Good","2013","Not Employed","Part Time","","","","","2"
"Good","2013","Not Employed","Not Working","4620","0.283360783658908","0.275852657085214","0.290868910232602","2"
"Good","2013","Employed","Part Time","3149","0.405682779288933","0.394324342696017","0.41704121588185","2"
"Good","2013","Employed","Full Time","4548","0.456901458867232","0.446999505581894","0.466803412152569","2"
"Good","2013","Employed","Not Working","","","","","2"
"Less good","2013","Not Employed","Full Time","","","","","4"
"Less good","2013","Not Employed","Part Time","","","","","4"
"Less good","2013","Not Employed","Not Working","2316","0.199324484318698","0.192668381430129","0.205980587207267","4"
"Less good","2013","Employed","Full Time","941","0.100175986871438","0.094207958393706","0.106144015349169","4"
"Less good","2013","Employed","Part Time","897","0.131456493785927","0.123640163089053","0.139272824482801","4"
"Less good","2013","Employed","Not Working","","","","","4"
"Poor","2013","Not Employed","Full Time","","","","","5"
"Poor","2013","Not Employed","Part Time","","","","","5"
"Poor","2013","Not Employed","Not Working","788","0.0753890953554884","0.0709901841112413","0.0797880065997355","5"
"Poor","2013","Employed","Full Time","138","0.0158595928442182","0.0133762033972114","0.0183429822912251","5"
"Poor","2013","Employed","Part Time","175","0.025686623439016","0.0220271469908006","0.0293460998872314","5"
"Poor","2013","Employed","Not Working","","","","","5"
"Satisfactory","2013","Not Employed","Full Time","","","","","3"
"Satisfactory","2013","Not Employed","Part Time","","","","","3"
"Satisfactory","2013","Not Employed","Not Working","4276","0.348374120951285","0.340435710817924","0.356312531084646","3"
"Satisfactory","2013","Employed","Full Time","3004","0.316397646461203","0.307153034651235","0.325642258271172","3"
"Satisfactory","2013","Employed","Not Working","","","","","3"
"Satisfactory","2013","Employed","Part Time","2144","0.320708044821797","0.309911139897245","0.331504949746348","3"
"Very good","2013","Not Employed","Full Time","","","","","1"
"Very good","2013","Not Employed","Part Time","","","","","1"
"Very good","2013","Not Employed","Not Working","1838","0.0935515157156207","0.088699654098578","0.0984033773326634","1"
"Very good","2013","Employed","Full Time","1091","0.110665314955909","0.104429278288489","0.11690135162333","1"
"Very good","2013","Employed","Part Time","814","0.116466058664327","0.109045656855662","0.123886460472992","1"
"Very good","2013","Employed","Not Working","","","","","1"
"Good","2014","Not Employed","Full Time","","","","","2"
"Good","2014","Not Employed","Part Time","","","","","2"
"Good","2014","Not Employed","Not Working","2789","0.2551135154448","0.246294980038268","0.263932050851332","2"
"Good","2014","Employed","Full Time","4902","0.463606337923248","0.453944425313356","0.47326825053314","2"
"Good","2014","Employed","Part Time","3245","0.414399067172717","0.403299744208518","0.425498390136917","2"
"Good","2014","Employed","Not Working","","","","","2"
"Less good","2014","Not Employed","Full Time","","","","","4"
"Less good","2014","Not Employed","Not Working","1938","0.228591202059543","0.220096332166252","0.237086071952834","4"
"Less good","2014","Not Employed","Part Time","","","","","4"
"Less good","2014","Employed","Full Time","957","0.102401854035171","0.096527751983782","0.108275956086561","4"
"Less good","2014","Employed","Part Time","962","0.130299373322201","0.122714605711037","0.137884140933365","4"
"Less good","2014","Employed","Not Working","","","","","4"
"Poor","2014","Not Employed","Full Time","","","","","5"
"Poor","2014","Not Employed","Part Time","","","","","5"
"Poor","2014","Not Employed","Not Working","660","0.0782166729078428","0.072784810311318","0.0836485355043677","5"
"Poor","2014","Employed","Full Time","133","0.0119055322329865","0.00980407650313204","0.014006987962841","5"
"Poor","2014","Employed","Part Time","159","0.0242964146851906","0.020827319068928","0.0277655103014531","5"
"Poor","2014","Employed","Not Working","","","","","5"
"Satisfactory","2014","Not Employed","Full Time","","","","","3"
"Satisfactory","2014","Not Employed","Part Time","","","","","3"
"Satisfactory","2014","Not Employed","Not Working","3273","0.372098442127585","0.36232023149317","0.381876652761999","3"
"Satisfactory","2014","Employed","Full Time","3044","0.300710323814189","0.291825489540464","0.309595158087914","3"
"Satisfactory","2014","Employed","Part Time","2347","0.312699258075988","0.302253906656449","0.323144609495527","3"
"Satisfactory","2014","Employed","Not Working","","","","","3"
"Very good","2014","Not Employed","Full Time","","","","","1"
"Very good","2014","Not Employed","Part Time","","","","","1"
"Very good","2014","Not Employed","Not Working","727","0.0659801674602296","0.0609582515335846","0.0710020833868747","1"
"Very good","2014","Employed","Full Time","1197","0.121375951994405","0.115048709614264","0.127703194374546","1"
"Very good","2014","Employed","Part Time","854","0.118305886743903","0.111028953813391","0.125582819674415","1"
"Very good","2014","Employed","Not Working","","","","","1"
"Good","2015","Not Employed","Part Time","","","","","2"
"Good","2015","Not Employed","Full Time","","","","","2"
"Good","2015","Not Employed","Not Working","3243","0.270120141336141","0.26153472521548","0.278705557456801","2"
"Good","2015","Employed","Full Time","4520","0.460312137753817","0.450298414261349","0.470325861246286","2"
"Good","2015","Employed","Part Time","3046","0.407291440907371","0.395886932563191","0.418695949251551","2"
"Good","2015","Employed","Not Working","","","","","2"
"Less good","2015","Not Employed","Full Time","","","","","4"
"Less good","2015","Not Employed","Part Time","","","","","4"
"Less good","2015","Not Employed","Not Working","1948","0.222855542446822","0.214808806086511","0.230902278807134","4"
"Less good","2015","Employed","Full Time","906","0.0980472368871538","0.0920726534221453","0.104021820352162","4"
"Less good","2015","Employed","Part Time","883","0.129625779703057","0.121829237636068","0.137422321770045","4"
"Less good","2015","Employed","Not Working","","","","","4"
"Poor","2015","Not Employed","Full Time","","","","","5"
"Poor","2015","Not Employed","Part Time","","","","","5"
"Poor","2015","Not Employed","Not Working","645","0.0828418708392828","0.0775121527909024","0.0881715888876632","5"
"Poor","2015","Employed","Full Time","108","0.0112233878648989","0.00910693239711853","0.0133398433326792","5"
"Poor","2015","Employed","Part Time","152","0.0246272818714676","0.0210298144588062","0.0282247492841291","5"
"Poor","2015","Employed","Not Working","","","","","5"
"Satisfactory","2015","Not Employed","Full Time","","","","","3"
"Satisfactory","2015","Not Employed","Part Time","","","","","3"
"Satisfactory","2015","Not Employed","Not Working","3255","0.347717466285911","0.338508978769303","0.356925953802518","3"
"Satisfactory","2015","Employed","Full Time","2924","0.314450600337143","0.30512249057092","0.323778710103366","3"
"Satisfactory","2015","Employed","Not Working","","","","","3"
"Satisfactory","2015","Employed","Part Time","2266","0.32187200155368","0.311027720510422","0.332716282596937","3"
"Very good","2015","Not Employed","Full Time","","","","","1"
"Very good","2015","Not Employed","Part Time","","","","","1"
"Very good","2015","Not Employed","Not Working","1184","0.0764649790918433","0.0713267300825037","0.081603228101183","1"
"Very good","2015","Employed","Full Time","1059","0.115966637156987","0.109533853943926","0.122399420370047","1"
"Very good","2015","Employed","Part Time","783","0.116583495964426","0.109134382019454","0.124032609909398","1"
"Very good","2015","Employed","Not Working","","","","","1"
"Good","2016","Not Employed","Full Time","","","","","2"
"Good","2016","Not Employed","Part Time","","","","","2"
"Good","2016","Employed","Full Time","4267","0.461284947277456","0.451088622892885","0.471481271662026","2"
"Good","2016","Not Employed","Not Working","3826","0.267599341399179","0.259894976258767","0.275303706539592","2"
"Good","2016","Employed","Part Time","3022","0.423357791301452","0.411757474459823","0.434958108143081","2"
"Good","2016","Employed","Not Working","","","","","2"
"Less good","2016","Not Employed","Full Time","","","","","4"
"Less good","2016","Not Employed","Part Time","","","","","4"
"Less good","2016","Employed","Full Time","940","0.100178000985584","0.0940369326402691","0.1063190693309","4"
"Less good","2016","Not Employed","Not Working","2164","0.229750973932402","0.222430077992162","0.237071869872641","4"
"Less good","2016","Employed","Not Working","","","","","4"
"Less good","2016","Employed","Part Time","836","0.1326426365641","0.124679146059161","0.14060612706904","4"
"Poor","2016","Not Employed","Full Time","","","","","5"
"Poor","2016","Not Employed","Part Time","","","","","5"
"Poor","2016","Not Employed","Not Working","764","0.0803557844011189","0.0756249421313468","0.0850866266708909","5"
"Poor","2016","Employed","Full Time","125","0.0150149775160525","0.0125275146663069","0.0175024403657981","5"
"Poor","2016","Employed","Part Time","169","0.0220649050266013","0.0186160979107381","0.0255137121424645","5"
"Poor","2016","Employed","Not Working","","","","","5"
"Satisfactory","2016","Not Employed","Full Time","","","","","3"
"Satisfactory","2016","Not Employed","Part Time","","","","","3"
"Satisfactory","2016","Not Employed","Not Working","3594","0.351001330322471","0.342695247469491","0.359307413175451","3"
"Satisfactory","2016","Employed","Full Time","2768","0.317973329608218","0.308448099566333","0.327498559650103","3"
"Satisfactory","2016","Employed","Not Working","","","","","3"
"Satisfactory","2016","Employed","Part Time","2123","0.303659959625558","0.29286384945071","0.314456069800406","3"
"Very good","2016","Not Employed","Full Time","","","","","1"
"Very good","2016","Not Employed","Part Time","","","","","1"
"Very good","2016","Not Employed","Not Working","2336","0.0712925699448293","0.06681459592488","0.0757705439647787","1"
"Very good","2016","Employed","Full Time","1082","0.10554874461269","0.0992640479351667","0.111833441290213","1"
"Very good","2016","Employed","Part Time","819","0.118274707482289","0.110692852918332","0.125856562046245","1"
"Very good","2016","Employed","Not Working","","","","","1"
"Good","2017","Not Employed","Full Time","","","","","2"
"Good","2017","Not Employed","Part Time","","","","","2"
"Good","2017","Not Employed","Not Working","4354","0.261704039521442","0.254405327445235","0.269002751597649","2"
"Good","2017","Employed","Full Time","4841","0.456978329438743","0.447435144008618","0.466521514868867","2"
"Good","2017","Employed","Part Time","3340","0.415339420948979","0.404429373224259","0.4262494686737","2"
"Good","2017","Employed","Not Working","","","","","2"
"Less good","2017","Not Employed","Part Time","","","","","4"
"Less good","2017","Not Employed","Full Time","","","","","4"
"Less good","2017","Not Employed","Not Working","2233","0.229425673625539","0.222444088336085","0.236407258914992","4"
"Less good","2017","Employed","Full Time","1020","0.100352899550222","0.0945966709381209","0.106109128162323","4"
