"plb0037_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Limited","2000","Not Employed","middle vocational","52","0.498697092654683","0.401664745913531","0.595729439395834"
"Limited","2000","Not Employed","vocational + Abi","2","","",""
"Limited","2000","Not Employed","higher vocational","5","","",""
"Limited","2000","Not Employed","higher education","24","","",""
"Limited","2000","Employed","in school","4","","",""
"Limited","2000","Employed","inadequately","21","","",""
"Limited","2000","Employed","general elemantary","507","0.382887690174207","0.355711413433873","0.410063966914541"
"Limited","2000","Employed","middle vocational","655","0.104505757657586","0.0968756420522423","0.11213587326293"
"Limited","2000","Employed","vocational + Abi","82","0.125397378086693","0.0999774739373708","0.150817282236015"
"Limited","2000","Employed","higher vocational","59","0.0489379449924794","0.0357048170452331","0.0621710729397258"
"Limited","2000","Employed","higher education","238","0.115876822258887","0.102781643763867","0.128972000753906"
"Permanent","2001","Not Employed","in school","3","","",""
"Permanent","2001","Not Employed","inadequately","3","","",""
"Permanent","2001","Not Employed","general elemantary","9","","",""
"Permanent","2001","Not Employed","middle vocational","45","0.470916100903823","0.372590969342451","0.569241232465194"
"Permanent","2001","Not Employed","vocational + Abi","4","","",""
"Permanent","2001","Not Employed","higher vocational","6","","",""
"Permanent","2001","Not Employed","higher education","13","","",""
"Permanent","2001","Employed","in school","26","","",""
"Permanent","2001","Employed","inadequately","88","0.872968366649336","0.808023833601515","0.937912899697157"
"Permanent","2001","Employed","general elemantary","639","0.583161866237919","0.554274275161005","0.612049457314834"
"Permanent","2001","Employed","middle vocational","4977","0.902891312135588","0.895110923149166","0.910671701122011"
"Permanent","2001","Employed","vocational + Abi","556","0.905052819723193","0.881770972050554","0.928334667395831"
"Permanent","2001","Employed","higher vocational","836","0.94739522203135","0.932761408303873","0.962029035758827"
"Permanent","2001","Employed","higher education","1933","0.888768833203839","0.875431874509911","0.902105791897767"
"Limited","2001","Not Employed","in school","1","","",""
"Limited","2001","Not Employed","inadequately","","","",""
"Limited","2001","Not Employed","general elemantary","23","","",""
"Limited","2001","Not Employed","middle vocational","54","0.529083899096177","0.430758767534806","0.627409030657549"
"Limited","2001","Not Employed","vocational + Abi","4","","",""
"Limited","2001","Not Employed","higher vocational","2","","",""
"Limited","2001","Not Employed","higher education","14","","",""
"Limited","2001","Employed","in school","10","","",""
"Limited","2001","Employed","inadequately","13","","",""
"Limited","2001","Employed","general elemantary","480","0.416838133762081","0.387950542685166","0.445725724838995"
"Limited","2001","Employed","middle vocational","587","0.0971086878644117","0.0893282988779893","0.104889076850834"
"Limited","2001","Employed","vocational + Abi","53","0.0949471802768075","0.0716653326041689","0.118229027949446"
"Limited","2001","Employed","higher vocational","58","0.0526047779686499","0.0379709642411729","0.0672385916961269"
"Limited","2001","Employed","higher education","202","0.111231166796161","0.0978942081022329","0.124568125490089"
"Permanent","2002","Not Employed","in school","3","","",""
"Permanent","2002","Not Employed","inadequately","1","","",""
"Permanent","2002","Not Employed","general elemantary","6","","",""
"Permanent","2002","Not Employed","middle vocational","38","0.534520345617638","0.421631786150097","0.647408905085179"
"Permanent","2002","Not Employed","vocational + Abi","4","","",""
"Permanent","2002","Not Employed","higher vocational","3","","",""
"Permanent","2002","Not Employed","higher education","9","","",""
"Permanent","2002","Employed","in school","26","","",""
"Permanent","2002","Employed","inadequately","70","0.860541748108102","0.785561090408522","0.935522405807681"
"Permanent","2002","Employed","general elemantary","567","0.580861921760911","0.550371452159167","0.611352391362655"
"Permanent","2002","Employed","middle vocational","4929","0.905941982373438","0.898216815338027","0.913667149408849"
"Permanent","2002","Employed","vocational + Abi","621","0.890494488953675","0.867228117899293","0.913760860008058"
"Permanent","2002","Employed","higher vocational","897","0.937218047428173","0.921760511893901","0.952675582962444"
"Permanent","2002","Employed","higher education","2477","0.890241362700156","0.878481116684402","0.90200160871591"
"Limited","2002","Not Employed","in school","","","",""
"Limited","2002","Not Employed","inadequately","2","","",""
"Limited","2002","Not Employed","general elemantary","26","","",""
"Limited","2002","Not Employed","middle vocational","37","0.465479654382362","0.352591094914821","0.578368213849903"
"Limited","2002","Not Employed","vocational + Abi","5","","",""
"Limited","2002","Not Employed","higher vocational","2","","",""
"Limited","2002","Not Employed","higher education","20","","",""
"Limited","2002","Employed","in school","10","","",""
"Limited","2002","Employed","inadequately","12","","",""
"Limited","2002","Employed","general elemantary","439","0.419138078239089","0.388647608637345","0.449628547840833"
"Limited","2002","Employed","middle vocational","556","0.0940580176265622","0.0863328505911515","0.101783184661973"
"Limited","2002","Employed","vocational + Abi","71","0.109505511046325","0.0862391399919423","0.132771882100707"
"Limited","2002","Employed","higher vocational","49","0.0627819525718274","0.0473244170375559","0.0782394881060988"
"Limited","2002","Employed","higher education","237","0.109758637299844","0.0979983912840902","0.121518883315599"
"Permanent","2003","Not Employed","in school","2","","",""
"Permanent","2003","Not Employed","inadequately","","","",""
"Permanent","2003","Not Employed","general elemantary","3","","",""
"Permanent","2003","Not Employed","middle vocational","29","","",""
"Permanent","2003","Not Employed","vocational + Abi","5","","",""
"Permanent","2003","Not Employed","higher vocational","6","","",""
"Permanent","2003","Not Employed","higher education","7","","",""
"Permanent","2003","Employed","in school","20","","",""
"Permanent","2003","Employed","inadequately","64","0.775249676353578","0.681404435215667","0.869094917491488"
"Permanent","2003","Employed","general elemantary","533","0.577739033779995","0.546429581601829","0.609048485958162"
"Permanent","2003","Employed","middle vocational","4633","0.909138882065547","0.901277040041086","0.917000724090008"
"Permanent","2003","Employed","vocational + Abi","588","0.850862139442211","0.823868677544161","0.877855601340261"
"Permanent","2003","Employed","higher vocational","828","0.947910527399203","0.933128061635808","0.962692993162598"
"Permanent","2003","Employed","higher education","2288","0.887236075058217","0.874901161629393","0.899570988487041"
"Limited","2003","Not Employed","in school","","","",""
"Limited","2003","Not Employed","inadequately","","","",""
"Limited","2003","Not Employed","general elemantary","22","","",""
"Limited","2003","Not Employed","middle vocational","26","","",""
"Limited","2003","Not Employed","vocational + Abi","3","","",""
"Limited","2003","Not Employed","higher vocational","4","","",""
"Limited","2003","Not Employed","higher education","13","","",""
"Limited","2003","Employed","in school","5","","",""
"Limited","2003","Employed","inadequately","12","","",""
"Limited","2003","Employed","general elemantary","423","0.422260966220005","0.390951514041838","0.453570418398171"
"Limited","2003","Employed","middle vocational","501","0.0908611179344532","0.0829992759099925","0.0987229599589138"
"Limited","2003","Employed","vocational + Abi","81","0.149137860557789","0.122144398659739","0.176131322455839"
"Limited","2003","Employed","higher vocational","40","0.0520894726007971","0.0373070068374025","0.0668719383641918"
"Limited","2003","Employed","higher education","238","0.112763924941783","0.100429011512959","0.125098838370607"
"Permanent","2004","Not Employed","in school","","","",""
"Permanent","2004","Not Employed","inadequately","2","","",""
"Permanent","2004","Not Employed","general elemantary","2","","",""
"Permanent","2004","Not Employed","middle vocational","24","","",""
"Permanent","2004","Not Employed","vocational + Abi","6","","",""
"Permanent","2004","Not Employed","higher vocational","8","","",""
"Permanent","2004","Not Employed","higher education","9","","",""
"Permanent","2004","Employed","in school","16","","",""
"Permanent","2004","Employed","inadequately","56","0.821474213162645","0.729084510649219","0.913863915676072"
"Permanent","2004","Employed","general elemantary","507","0.602357496741035","0.570131616446844","0.634583377035225"
"Permanent","2004","Employed","middle vocational","4371","0.899822779896053","0.891409451391546","0.908236108400561"
"Permanent","2004","Employed","vocational + Abi","595","0.860032859415441","0.833820197478473","0.88624552135241"
"Permanent","2004","Employed","higher vocational","809","0.947684881210263","0.932724974166064","0.962644788254462"
"Permanent","2004","Employed","higher education","2224","0.858553945384602","0.844822145790596","0.872285744978608"
"Limited","2004","Not Employed","in school","1","","",""
"Limited","2004","Not Employed","inadequately","2","","",""
"Limited","2004","Not Employed","general elemantary","23","","",""
"Limited","2004","Not Employed","middle vocational","30","0.570693243450623","0.438674243587991","0.702712243313254"
"Limited","2004","Not Employed","vocational + Abi","2","","",""
"Limited","2004","Not Employed","higher vocational","2","","",""
"Limited","2004","Not Employed","higher education","12","","",""
"Limited","2004","Employed","in school","6","","",""
"Limited","2004","Employed","inadequately","10","","",""
"Limited","2004","Employed","general elemantary","379","0.397642503258965","0.365416622964775","0.429868383553156"
"Limited","2004","Employed","middle vocational","521","0.100177220103947","0.0917638915994394","0.108590548608454"
"Limited","2004","Employed","vocational + Abi","78","0.139967140584559","0.11375447864759","0.166179802521527"
"Limited","2004","Employed","higher vocational","42","0.0523151187897368","0.0373552117455376","0.067275025833936"
"Limited","2004","Employed","higher education","250","0.141446054615398","0.127714255021392","0.155177854209404"
"Permanent","2005","Not Employed","in school","","","",""
"Permanent","2005","Not Employed","inadequately","","","",""
"Permanent","2005","Not Employed","general elemantary","6","","",""
"Permanent","2005","Not Employed","middle vocational","18","","",""
"Permanent","2005","Not Employed","vocational + Abi","6","","",""
"Permanent","2005","Not Employed","higher vocational","7","","",""
"Permanent","2005","Not Employed","higher education","11","","",""
"Permanent","2005","Employed","in school","16","","",""
"Permanent","2005","Employed","inadequately","50","0.75126630856401","0.643665258319115","0.858867358808905"
"Permanent","2005","Employed","general elemantary","472","0.610932904119766","0.577000040848222","0.64486576739131"
"Permanent","2005","Employed","middle vocational","4243","0.891387075621517","0.882504739123629","0.900269412119405"
"Permanent","2005","Employed","vocational + Abi","618","0.893716068013169","0.870585329813547","0.916846806212791"
"Permanent","2005","Employed","higher vocational","786","0.944439601975924","0.928789472232515","0.960089731719333"
"Permanent","2005","Employed","higher education","2203","0.894941461307475","0.882686737071797","0.907196185543154"
"Limited","2005","Not Employed","in school","1","","",""
"Limited","2005","Not Employed","inadequately","3","","",""
"Limited","2005","Not Employed","general elemantary","21","","",""
"Limited","2005","Not Employed","middle vocational","31","0.643830930398697","0.509750909078214","0.77791095171918"
"Limited","2005","Not Employed","vocational + Abi","2","","",""
"Limited","2005","Not Employed","higher vocational","","","",""
"Limited","2005","Not Employed","higher education","10","","",""
"Limited","2005","Employed","in school","9","","",""
"Limited","2005","Employed","inadequately","12","","",""
"Limited","2005","Employed","general elemantary","321","0.389067095880234","0.35513423260869","0.422999959151778"
"Limited","2005","Employed","middle vocational","471","0.108612924378483","0.0997305878805949","0.117495260876371"
"Limited","2005","Employed","vocational + Abi","64","0.106283931986831","0.0831531937872088","0.129414670186453"
"Limited","2005","Employed","higher vocational","37","0.0555603980240757","0.0399102682806665","0.0712105277674849"
"Limited","2005","Employed","higher education","202","0.105058538692525","0.0928038144568459","0.117313262928203"
"Permanent","2006","Not Employed","in school","","","",""
"Permanent","2006","Not Employed","inadequately","","","",""
"Permanent","2006","Not Employed","general elemantary","8","","",""
"Permanent","2006","Not Employed","middle vocational","33","0.389458868408629","0.281243472628835","0.497674264188423"
"Permanent","2006","Not Employed","vocational + Abi","5","","",""
"Permanent","2006","Not Employed","higher vocational","3","","",""
"Permanent","2006","Not Employed","higher education","15","","",""
"Permanent","2006","Employed","in school","16","","",""
"Permanent","2006","Employed","inadequately","43","0.683881601344139","0.56422147946439","0.803541723223888"
"Permanent","2006","Employed","general elemantary","465","0.629480920024977","0.595280591320124","0.663681248729831"
"Permanent","2006","Employed","middle vocational","4420","0.884972160992282","0.876092071922848","0.893852250061717"
"Permanent","2006","Employed","vocational + Abi","644","0.867784393046291","0.843145167120739","0.892423618971843"
"Permanent","2006","Employed","higher vocational","813","0.959882404638007","0.946721200725614","0.9730436085504"
"Permanent","2006","Employed","higher education","2312","0.879034164780897","0.866392568756133","0.891675760805662"
"Limited","2006","Not Employed","in school","","","",""
"Limited","2006","Not Employed","inadequately","2","","",""
"Limited","2006","Not Employed","general elemantary","15","","",""
"Limited","2006","Not Employed","middle vocational","45","0.610541131591371","0.502325735811577","0.718756527371164"
"Limited","2006","Not Employed","vocational + Abi","3","","",""
"Limited","2006","Not Employed","higher vocational","","","",""
"Limited","2006","Not Employed","higher education","11","","",""
"Limited","2006","Employed","in school","6","","",""
"Limited","2006","Employed","inadequately","15","","",""
"Limited","2006","Employed","general elemantary","301","0.370519079975023","0.336318751270169","0.404719408679876"
"Limited","2006","Employed","middle vocational","539","0.115027839007718","0.106147749938283","0.123907928077152"
"Limited","2006","Employed","vocational + Abi","82","0.132215606953709","0.107576381028158","0.156854832879261"
"Limited","2006","Employed","higher vocational","41","0.0401175953619933","0.0269563914496003","0.0532787992743863"
"Limited","2006","Employed","higher education","244","0.120965835219103","0.108324239194338","0.133607431243867"
"Permanent","2007","Not Employed","in school","","","",""
"Permanent","2007","Not Employed","inadequately","1","","",""
"Permanent","2007","Not Employed","general elemantary","5","","",""
"Permanent","2007","Not Employed","middle vocational","34","0.345385735608597","0.238483638271855","0.452287832945339"
"Permanent","2007","Not Employed","vocational + Abi","3","","",""
"Permanent","2007","Not Employed","higher vocational","8","","",""
"Permanent","2007","Not Employed","higher education","15","","",""
"Permanent","2007","Employed","in school","10","","",""
"Permanent","2007","Employed","inadequately","40","0.717634382711774","0.594090704136932","0.841178061286616"
"Permanent","2007","Employed","general elemantary","410","0.640580506242507","0.60435572128794","0.676805291197074"
"Permanent","2007","Employed","middle vocational","4247","0.883182592491019","0.874098724174239","0.892266460807799"
"Permanent","2007","Employed","vocational + Abi","635","0.860808595503359","0.835489663939165","0.886127527067552"
"Permanent","2007","Employed","higher vocational","743","0.933981489777592","0.916610872282073","0.951352107273111"
"Permanent","2007","Employed","higher education","2183","0.876739568462465","0.863671760093904","0.889807376831027"
"Limited","2007","Not Employed","in school","","","",""
"Limited","2007","Not Employed","inadequately","1","","",""
"Limited","2007","Not Employed","general elemantary","15","","",""
"Limited","2007","Not Employed","middle vocational","42","0.654614264391403","0.547712167054661","0.761516361728145"
"Limited","2007","Not Employed","vocational + Abi","5","","",""
"Limited","2007","Not Employed","higher vocational","5","","",""
"Limited","2007","Not Employed","higher education","10","","",""
"Limited","2007","Employed","in school","6","","",""
"Limited","2007","Employed","inadequately","11","","",""
"Limited","2007","Employed","general elemantary","264","0.359419493757493","0.323194708802926","0.39564427871206"
"Limited","2007","Employed","middle vocational","556","0.116817407508981","0.107733539192201","0.125901275825761"
"Limited","2007","Employed","vocational + Abi","83","0.139191404496642","0.113872472932448","0.164510336060835"
"Limited","2007","Employed","higher vocational","42","0.0660185102224079","0.0486478927268888","0.0833891277179271"
"Limited","2007","Employed","higher education","248","0.123260431537535","0.110192623168973","0.136328239906096"
"Permanent","2008","Not Employed","in school","2","","",""
"Permanent","2008","Not Employed","inadequately","","","",""
"Permanent","2008","Not Employed","general elemantary","4","","",""
"Permanent","2008","Not Employed","middle vocational","34","0.459686154093444","0.340352085032469","0.579020223154418"
"Permanent","2008","Not Employed","vocational + Abi","7","","",""
"Permanent","2008","Not Employed","higher vocational","4","","",""
"Permanent","2008","Not Employed","higher education","14","","",""
"Permanent","2008","Employed","in school","9","","",""
"Permanent","2008","Employed","inadequately","41","0.723048221462637","0.602573517849447","0.843522925075827"
"Permanent","2008","Employed","general elemantary","389","0.641920863997705","0.60474783793487","0.679093890060541"
"Permanent","2008","Employed","middle vocational","4092","0.87531443205052","0.865803712833822","0.884825151267218"
"Permanent","2008","Employed","vocational + Abi","600","0.884310556229503","0.860392879391117","0.908228233067889"
"Permanent","2008","Employed","higher vocational","694","0.918533744413088","0.898797871237768","0.938269617588409"
"Permanent","2008","Employed","higher education","2102","0.878007257721","0.864744035992859","0.891270479449142"
"Limited","2008","Not Employed","in school","1","","",""
"Limited","2008","Not Employed","inadequately","4","","",""
"Limited","2008","Not Employed","general elemantary","16","","",""
"Limited","2008","Not Employed","middle vocational","33","0.540313845906557","0.420979776845582","0.659647914967531"
"Limited","2008","Not Employed","vocational + Abi","2","","",""
"Limited","2008","Not Employed","higher vocational","1","","",""
"Limited","2008","Not Employed","higher education","17","","",""
"Limited","2008","Employed","in school","7","","",""
"Limited","2008","Employed","inadequately","12","","",""
"Limited","2008","Employed","general elemantary","250","0.358079136002295","0.32090610993946","0.39525216206513"
"Limited","2008","Employed","middle vocational","543","0.12468556794948","0.115174848732782","0.134196287166178"
"Limited","2008","Employed","vocational + Abi","87","0.115689443770497","0.0917717669321112","0.139607120608883"
"Limited","2008","Employed","higher vocational","44","0.0814662555869117","0.0617303824115911","0.101202128762232"
"Limited","2008","Employed","higher education","237","0.121992742279","0.108729520550858","0.135255964007141"
"Permanent","2009","Not Employed","in school","2","","",""
"Permanent","2009","Not Employed","inadequately","1","","",""
"Permanent","2009","Not Employed","general elemantary","4","","",""
"Permanent","2009","Not Employed","middle vocational","24","","",""
"Permanent","2009","Not Employed","vocational + Abi","5","","",""
"Permanent","2009","Not Employed","higher vocational","5","","",""
"Permanent","2009","Not Employed","higher education","9","","",""
"Permanent","2009","Employed","in school","8","","",""
"Permanent","2009","Employed","inadequately","31","0.682108992983242","0.544518710750607","0.819699275215876"
"Permanent","2009","Employed","general elemantary","345","0.617417512110301","0.578167259258013","0.656667764962589"
"Permanent","2009","Employed","middle vocational","3809","0.865089534748333","0.854904581053002","0.875274488443664"
"Permanent","2009","Employed","vocational + Abi","557","0.923229975055915","0.902341507241472","0.944118442870358"
"Permanent","2009","Employed","higher vocational","642","0.934783798283142","0.916414113894133","0.953153482672151"
"Permanent","2009","Employed","higher education","1983","0.882344275871283","0.868938405774512","0.895750145968054"
"Limited","2009","Not Employed","in school","2","","",""
"Limited","2009","Not Employed","inadequately","","","",""
"Limited","2009","Not Employed","general elemantary","5","","",""
"Limited","2009","Not Employed","middle vocational","21","","",""
"Limited","2009","Not Employed","vocational + Abi","5","","",""
"Limited","2009","Not Employed","higher vocational","1","","",""
"Limited","2009","Not Employed","higher education","11","","",""
"Limited","2009","Employed","in school","8","","",""
"Limited","2009","Employed","inadequately","13","","",""
"Limited","2009","Employed","general elemantary","244","0.382582487889699","0.343332235037411","0.421832740741987"
"Limited","2009","Employed","middle vocational","513","0.134910465251667","0.124725511556336","0.145095418946998"
"Limited","2009","Employed","vocational + Abi","67","0.0767700249440849","0.0558815571296415","0.0976584927585282"
"Limited","2009","Employed","higher vocational","52","0.0652162017168581","0.046846517327849","0.0835858861058673"
"Limited","2009","Employed","higher education","236","0.117655724128717","0.104249854031946","0.131061594225488"
"Permanent","2010","Not Employed","in school","3","","",""
"Permanent","2010","Not Employed","inadequately","1","","",""
"Permanent","2010","Not Employed","general elemantary","16","","",""
"Permanent","2010","Not Employed","middle vocational","88","0.523587791787295","0.445213796097865","0.601961787476725"
"Permanent","2010","Not Employed","vocational + Abi","18","","",""
"Permanent","2010","Not Employed","higher vocational","6","","",""
"Permanent","2010","Not Employed","higher education","30","0.3232210207338","0.185025176909892","0.461416864557709"
"Permanent","2010","Employed","in school","17","","",""
"Permanent","2010","Employed","inadequately","68","0.803761256080473","0.721250797785028","0.886271714375919"
"Permanent","2010","Employed","general elemantary","507","0.599581540729301","0.566327361151975","0.632835720306627"
"Permanent","2010","Employed","middle vocational","5031","0.870272754764398","0.861578925423767","0.878966584105029"
"Permanent","2010","Employed","vocational + Abi","899","0.898311028114526","0.879597118646972","0.91702493758208"
"Permanent","2010","Employed","higher vocational","815","0.9303544607221","0.913545881255482","0.947163040188718"
"Permanent","2010","Employed","higher education","2623","0.875030091104839","0.863220500896323","0.886839681313356"
"Limited","2010","Not Employed","in school","1","","",""
"Limited","2010","Not Employed","inadequately","6","","",""
"Limited","2010","Not Employed","general elemantary","17","","",""
"Limited","2010","Not Employed","middle vocational","68","0.476412208212705","0.398038212523275","0.554786203902135"
"Limited","2010","Not Employed","vocational + Abi","15","","",""
"Limited","2010","Not Employed","higher vocational","3","","",""
"Limited","2010","Not Employed","higher education","14","","",""
"Limited","2010","Employed","in school","11","","",""
"Limited","2010","Employed","inadequately","21","","",""
"Limited","2010","Employed","general elemantary","327","0.400418459270699","0.367164279693373","0.433672638848025"
"Limited","2010","Employed","middle vocational","707","0.129727245235602","0.121033415894971","0.138421074576233"
"Limited","2010","Employed","vocational + Abi","103","0.101688971885474","0.0829750624179198","0.120402881353028"
"Limited","2010","Employed","higher vocational","66","0.0696455392778999","0.0528369598112821","0.0864541187445177"
"Limited","2010","Employed","higher education","389","0.124969908895161","0.113160318686644","0.136779499103677"
"Permanent","2011","Not Employed","in school","3","","",""
"Permanent","2011","Not Employed","inadequately","4","","",""
"Permanent","2011","Not Employed","general elemantary","17","","",""
"Permanent","2011","Not Employed","middle vocational","93","0.448197018167936","0.372085099512227","0.524308936823644"
"Permanent","2011","Not Employed","vocational + Abi","26","","",""
"Permanent","2011","Not Employed","higher vocational","8","","",""
"Permanent","2011","Not Employed","higher education","48","0.695854383746528","0.594408481335134","0.797300286157921"
"Permanent","2011","Employed","in school","12","","",""
"Permanent","2011","Employed","inadequately","82","0.707182972283091","0.623649655312169","0.790716289254013"
"Permanent","2011","Employed","general elemantary","657","0.646086556557453","0.616712218807721","0.675460894307184"
"Permanent","2011","Employed","middle vocational","6088","0.866646942134508","0.858641264633665","0.874652619635351"
"Permanent","2011","Employed","vocational + Abi","1101","0.885762461951742","0.868092872113609","0.903432051789876"
"Permanent","2011","Employed","higher vocational","962","0.923581367369264","0.90738061652658","0.939782118211947"
"Permanent","2011","Employed","higher education","3181","0.869671701620049","0.858681833310695","0.880661569929403"
"Limited","2011","Not Employed","in school","1","","",""
"Limited","2011","Not Employed","inadequately","3","","",""
"Limited","2011","Not Employed","general elemantary","22","","",""
"Limited","2011","Not Employed","middle vocational","71","0.551802981832065","0.475691063176356","0.627914900487773"
"Limited","2011","Not Employed","vocational + Abi","8","","",""
"Limited","2011","Not Employed","higher vocational","2","","",""
"Limited","2011","Not Employed","higher education","31","0.304145616253472","0.202699713842079","0.405591518664866"
"Limited","2011","Employed","in school","12","","",""
"Limited","2011","Employed","inadequately","32","0.292817027716909","0.209283710745986","0.376350344687831"
"Limited","2011","Employed","general elemantary","361","0.353913443442547","0.324539105692816","0.383287781192279"
"Limited","2011","Employed","middle vocational","839","0.133353057865492","0.125347380364649","0.141358735366335"
"Limited","2011","Employed","vocational + Abi","144","0.114237538048258","0.0965679482101244","0.131907127886391"
"Limited","2011","Employed","higher vocational","71","0.0764186326307363","0.0602178817880526","0.0926193834734201"
"Limited","2011","Employed","higher education","424","0.130328298379951","0.119338430070597","0.141318166689305"
"Permanent","2012","Not Employed","in school","1","","",""
"Permanent","2012","Not Employed","inadequately","4","","",""
"Permanent","2012","Not Employed","general elemantary","24","","",""
"Permanent","2012","Not Employed","middle vocational","121","0.666448833066155","0.6002736085458","0.732624057586511"
"Permanent","2012","Not Employed","vocational + Abi","26","","",""
"Permanent","2012","Not Employed","higher vocational","14","","",""
"Permanent","2012","Not Employed","higher education","44","0.601949403281949","0.481077057640708","0.722821748923191"
"Permanent","2012","Employed","in school","21","","",""
"Permanent","2012","Employed","inadequately","94","0.745900566894883","0.671912004806679","0.819889128983088"
"Permanent","2012","Employed","general elemantary","668","0.676004709779927","0.647818004120273","0.704191415439581"
"Permanent","2012","Employed","middle vocational","5964","0.864438823015743","0.856347585422111","0.872530060609375"
"Permanent","2012","Employed","vocational + Abi","1120","0.868458342428305","0.849905983009378","0.887010701847231"
"Permanent","2012","Employed","higher vocational","934","0.929851150420127","0.913982004866088","0.945720295974167"
"Permanent","2012","Employed","higher education","3095","0.855459274845854","0.843852762938687","0.86706578675302"
"Limited","2012","Not Employed","in school","3","","",""
"Limited","2012","Not Employed","inadequately","5","","",""
"Limited","2012","Not Employed","general elemantary","22","","",""
"Limited","2012","Not Employed","middle vocational","74","0.333551166933845","0.267375942413489","0.3997263914542"
"Limited","2012","Not Employed","vocational + Abi","11","","",""
"Limited","2012","Not Employed","higher vocational","1","","",""
"Limited","2012","Not Employed","higher education","19","","",""
"Limited","2012","Employed","in school","12","","",""
"Limited","2012","Employed","inadequately","39","0.254099433105117","0.180110871016912","0.328087995193321"
"Limited","2012","Employed","general elemantary","391","0.323995290220073","0.295808584560419","0.352181995879727"
"Limited","2012","Employed","middle vocational","912","0.135561176984257","0.127469939390625","0.143652414577889"
"Limited","2012","Employed","vocational + Abi","155","0.131541657571695","0.112989298152769","0.150094016990622"
"Limited","2012","Employed","higher vocational","61","0.0701488495798726","0.0542797040258333","0.0860179951339119"
"Limited","2012","Employed","higher education","431","0.144540725154146","0.132934213246979","0.156147237061313"
"Permanent","2013","Not Employed","in school","15","","",""
"Permanent","2013","Not Employed","inadequately","78","0.714840415014811","0.631961472427043","0.797719357602578"
"Permanent","2013","Not Employed","general elemantary","372","0.61130143447674","0.573624394066843","0.648978474886637"
"Permanent","2013","Not Employed","middle vocational","916","0.74064373085603","0.715907843884197","0.765379617827863"
"Permanent","2013","Not Employed","vocational + Abi","342","0.788539852374572","0.750033506562499","0.827046198186645"
"Permanent","2013","Not Employed","higher vocational","43","0.957847305081056","0.899780224906146","1.01591438525597"
"Permanent","2013","Not Employed","higher education","553","0.750701433661527","0.718902921224205","0.782499946098848"
"Permanent","2013","Employed","in school","24","","",""
"Permanent","2013","Employed","inadequately","73","0.661033855592612","0.572974274564052","0.749093436621173"
"Permanent","2013","Employed","general elemantary","604","0.666080423685576","0.636340229282882","0.69582061808827"
"Permanent","2013","Employed","middle vocational","5535","0.866356797773198","0.858013850627459","0.874699744918937"
"Permanent","2013","Employed","vocational + Abi","1051","0.890946115489507","0.873176188559934","0.908716042419081"
"Permanent","2013","Employed","higher vocational","859","0.917302179398358","0.89949506371036","0.935109295086355"
"Permanent","2013","Employed","higher education","2889","0.860427240457835","0.848634010594099","0.872220470321571"
"Limited","2013","Not Employed","in school","10","","",""
"Limited","2013","Not Employed","inadequately","36","0.285159584985189","0.202280642397422","0.368038527572956"
"Limited","2013","Not Employed","general elemantary","271","0.38869856552326","0.351021525113363","0.426375605933157"
"Limited","2013","Not Employed","middle vocational","290","0.25935626914397","0.234620382172137","0.284092156115803"
"Limited","2013","Not Employed","vocational + Abi","90","0.211460147625428","0.172953801813355","0.249966493437501"
"Limited","2013","Not Employed","higher vocational","3","","",""
"Limited","2013","Not Employed","higher education","158","0.249298566338473","0.217500053901152","0.281097078775795"
"Limited","2013","Employed","in school","18","","",""
"Limited","2013","Employed","inadequately","38","0.338966144407388","0.250906563378827","0.427025725435948"
"Limited","2013","Employed","general elemantary","362","0.333919576314424","0.304179381911729","0.363659770717118"
"Limited","2013","Employed","middle vocational","855","0.133643202226802","0.125300255081063","0.141986149372541"
"Limited","2013","Employed","vocational + Abi","131","0.109053884510493","0.0912839575809194","0.126823811440066"
"Limited","2013","Employed","higher vocational","60","0.0826978206016423","0.0648907049136446","0.10050493628964"
"Limited","2013","Employed","higher education","428","0.139572759542165","0.127779529678429","0.151365989405901"
"Permanent","2014","Not Employed","in school","5","","",""
"Permanent","2014","Not Employed","inadequately","5","","",""
"Permanent","2014","Not Employed","general elemantary","36","0.402493609647525","0.300610108751018","0.504377110544031"
"Permanent","2014","Not Employed","middle vocational","135","0.51260242794469","0.448004857654136","0.577199998235244"
"Permanent","2014","Not Employed","vocational + Abi","32","0.77791952102064","0.663845820393669","0.891993221647612"
"Permanent","2014","Not Employed","higher vocational","18","","",""
"Permanent","2014","Not Employed","higher education","57","0.521424257906399","0.413956051339674","0.628892464473125"
"Permanent","2014","Employed","in school","19","","",""
"Permanent","2014","Employed","inadequately","113","0.767117894320065","0.700144626182231","0.834091162457899"
"Permanent","2014","Employed","general elemantary","792","0.666077089346583","0.6398697303791","0.692284448314066"
"Permanent","2014","Employed","middle vocational","5584","0.856815479366043","0.848284746198597","0.865346212533489"
"Permanent","2014","Employed","vocational + Abi","1200","0.854568137460978","0.835981655238636","0.87315461968332"
"Permanent","2014","Employed","higher vocational","813","0.953467426546556","0.939323833242525","0.967611019850586"
"Permanent","2014","Employed","higher education","3042","0.849658508247835","0.837859916791897","0.861457099703773"
"Limited","2014","Not Employed","in school","5","","",""
"Limited","2014","Not Employed","inadequately","7","","",""
