"plb0037_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Permanent","1995","indirect migration background","(1c) basic vocational qualification","53","0.822638476507603","0.729056477359725","0.916220475655481"
"Permanent","1995","indirect migration background","(2b) intermediate general qualification","12","","",""
"Permanent","1995","indirect migration background","(2a) intermediate vocational","37","0.968575667407517","0.915173858146583","1.02197747666845"
"Permanent","1995","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Permanent","1995","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"Permanent","1995","indirect migration background","(3a) lower tertiary education","4","","",""
"Permanent","1995","indirect migration background","(3b) higher tertiary education","3","","",""
"Limited","1995","no migration background","(0) in school","","","",""
"Limited","1995","no migration background","(1a) inadequately completed","10","","",""
"Limited","1995","no migration background","(1b) general elementary school","74","0.178989652453647","0.140086754599226","0.217892550308068"
"Limited","1995","no migration background","(1c) basic vocational qualification","127","0.0773519077697006","0.0642863221788701","0.0904174933605311"
"Limited","1995","no migration background","(2b) intermediate general qualification","118","0.475984662652798","0.410140021840585","0.541829303465012"
"Limited","1995","no migration background","(2a) intermediate vocational","127","0.0666524602997234","0.0547539756180098","0.078550944981437"
"Limited","1995","no migration background","(2c_gen) general maturity certificate","62","0.469138339695669","0.377928789368265","0.560347890023073"
"Limited","1995","no migration background","(2c_voc) vocational maturity certificate","27","","",""
"Limited","1995","no migration background","(3a) lower tertiary education","37","0.0665155218524338","0.0456145335831401","0.0874165101217275"
"Limited","1995","no migration background","(3b) higher tertiary education","84","0.160144644544499","0.12868373330958","0.191605555779418"
"Limited","1995","direct migration background","(0) in school","","","",""
"Limited","1995","direct migration background","(1a) inadequately completed","17","","",""
"Limited","1995","direct migration background","(1b) general elementary school","39","0.113697394348165","0.0817803577424597","0.145614430953871"
"Limited","1995","direct migration background","(1c) basic vocational qualification","27","","",""
"Limited","1995","direct migration background","(2b) intermediate general qualification","6","","",""
"Limited","1995","direct migration background","(2a) intermediate vocational","5","","",""
"Limited","1995","direct migration background","(2c_gen) general maturity certificate","19","","",""
"Limited","1995","direct migration background","(2c_voc) vocational maturity certificate","7","","",""
"Limited","1995","direct migration background","(3a) lower tertiary education","1","","",""
"Limited","1995","direct migration background","(3b) higher tertiary education","16","","",""
"Limited","1995","indirect migration background","(0) in school","","","",""
"Limited","1995","indirect migration background","(1a) inadequately completed","","","",""
"Limited","1995","indirect migration background","(1b) general elementary school","29","","",""
"Limited","1995","indirect migration background","(1c) basic vocational qualification","11","","",""
"Limited","1995","indirect migration background","(2b) intermediate general qualification","25","","",""
"Limited","1995","indirect migration background","(2a) intermediate vocational","4","","",""
"Limited","1995","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Limited","1995","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Limited","1995","indirect migration background","(3a) lower tertiary education","1","","",""
"Limited","1995","indirect migration background","(3b) higher tertiary education","1","","",""
"Permanent","1996","no migration background","(0) in school","5","","",""
"Permanent","1996","no migration background","(1a) inadequately completed","24","","",""
"Permanent","1996","no migration background","(1b) general elementary school","280","0.851600423392062","0.814033715750961","0.889167131033162"
"Permanent","1996","no migration background","(1c) basic vocational qualification","1437","0.914335622217212","0.90049635959258","0.928174884841844"
"Permanent","1996","no migration background","(2b) intermediate general qualification","93","0.489466931503639","0.423260580759095","0.555673282248184"
"Permanent","1996","no migration background","(2a) intermediate vocational","1560","0.946650120546914","0.935842633012381","0.957457608081447"
"Permanent","1996","no migration background","(2c_gen) general maturity certificate","58","0.63161450561644","0.54064129511785","0.722587716115031"
"Permanent","1996","no migration background","(2c_voc) vocational maturity certificate","241","0.886847769973361","0.848992351719887","0.924703188226836"
"Permanent","1996","no migration background","(3a) lower tertiary education","509","0.935734584963644","0.915108672264114","0.956360497663175"
"Permanent","1996","no migration background","(3b) higher tertiary education","432","0.849004711862522","0.817746108438201","0.880263315286842"
"Permanent","1996","direct migration background","(0) in school","1","","",""
"Permanent","1996","direct migration background","(1a) inadequately completed","193","0.885832233842529","0.842192660207139","0.929471807477918"
"Permanent","1996","direct migration background","(1b) general elementary school","300","0.859904115422607","0.822956539986097","0.896851690859116"
"Permanent","1996","direct migration background","(1c) basic vocational qualification","369","0.947542229676934","0.925443672811702","0.969640786542166"
"Permanent","1996","direct migration background","(2b) intermediate general qualification","15","","",""
"Permanent","1996","direct migration background","(2a) intermediate vocational","48","0.939384257020726","0.874526671884904","1.00424184215655"
"Permanent","1996","direct migration background","(2c_gen) general maturity certificate","51","0.743144595199781","0.638530138057528","0.847759052342035"
"Permanent","1996","direct migration background","(2c_voc) vocational maturity certificate","90","0.939807832571366","0.892230291202405","0.987385373940326"
"Permanent","1996","direct migration background","(3a) lower tertiary education","25","","",""
"Permanent","1996","direct migration background","(3b) higher tertiary education","69","0.878594293329274","0.806114903371078","0.951073683287469"
"Permanent","1996","indirect migration background","(0) in school","","","",""
"Permanent","1996","indirect migration background","(1a) inadequately completed","3","","",""
"Permanent","1996","indirect migration background","(1b) general elementary school","32","0.449326109344321","0.325509098078536","0.573143120610106"
"Permanent","1996","indirect migration background","(1c) basic vocational qualification","53","0.796952276859208","0.699903214662186","0.89400133905623"
"Permanent","1996","indirect migration background","(2b) intermediate general qualification","14","","",""
"Permanent","1996","indirect migration background","(2a) intermediate vocational","39","0.922981991376392","0.845082505661318","1.00088147709147"
"Permanent","1996","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Permanent","1996","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"Permanent","1996","indirect migration background","(3a) lower tertiary education","6","","",""
"Permanent","1996","indirect migration background","(3b) higher tertiary education","3","","",""
"Limited","1996","no migration background","(0) in school","","","",""
"Limited","1996","no migration background","(1a) inadequately completed","12","","",""
"Limited","1996","no migration background","(1b) general elementary school","64","0.148399576607938","0.110832868966838","0.185966284249039"
"Limited","1996","no migration background","(1c) basic vocational qualification","134","0.085664377782788","0.0718251151581557","0.0995036404074202"
"Limited","1996","no migration background","(2b) intermediate general qualification","126","0.510533068496361","0.444326717751816","0.576739419240905"
"Limited","1996","no migration background","(2a) intermediate vocational","101","0.0533498794530859","0.0425423919185528","0.064157366987619"
"Limited","1996","no migration background","(2c_gen) general maturity certificate","50","0.36838549438356","0.277412283884969","0.45935870488215"
"Limited","1996","no migration background","(2c_voc) vocational maturity certificate","28","","",""
"Limited","1996","no migration background","(3a) lower tertiary education","34","0.0642654150363557","0.0436395023368253","0.0848913277358862"
"Limited","1996","no migration background","(3b) higher tertiary education","72","0.150995288137478","0.119736684713157","0.182253891561799"
"Limited","1996","direct migration background","(0) in school","","","",""
"Limited","1996","direct migration background","(1a) inadequately completed","11","","",""
"Limited","1996","direct migration background","(1b) general elementary school","39","0.140095884577393","0.103148309140884","0.177043460013903"
"Limited","1996","direct migration background","(1c) basic vocational qualification","22","","",""
"Limited","1996","direct migration background","(2b) intermediate general qualification","10","","",""
"Limited","1996","direct migration background","(2a) intermediate vocational","4","","",""
"Limited","1996","direct migration background","(2c_gen) general maturity certificate","16","","",""
"Limited","1996","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"Limited","1996","direct migration background","(3a) lower tertiary education","1","","",""
"Limited","1996","direct migration background","(3b) higher tertiary education","9","","",""
"Limited","1996","indirect migration background","(0) in school","","","",""
"Limited","1996","indirect migration background","(1a) inadequately completed","","","",""
"Limited","1996","indirect migration background","(1b) general elementary school","30","0.550673890655679","0.426856879389894","0.674490901921464"
"Limited","1996","indirect migration background","(1c) basic vocational qualification","13","","",""
"Limited","1996","indirect migration background","(2b) intermediate general qualification","21","","",""
"Limited","1996","indirect migration background","(2a) intermediate vocational","6","","",""
"Limited","1996","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"Limited","1996","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1996","indirect migration background","(3a) lower tertiary education","","","",""
"Limited","1996","indirect migration background","(3b) higher tertiary education","2","","",""
"Permanent","1997","no migration background","(0) in school","3","","",""
"Permanent","1997","no migration background","(1a) inadequately completed","26","","",""
"Permanent","1997","no migration background","(1b) general elementary school","242","0.790275517249708","0.74531755234594","0.835233482153476"
"Permanent","1997","no migration background","(1c) basic vocational qualification","1347","0.927919680754463","0.914681001824225","0.941158359684702"
"Permanent","1997","no migration background","(2b) intermediate general qualification","81","0.477954593771696","0.410233742720152","0.545675444823241"
"Permanent","1997","no migration background","(2a) intermediate vocational","1485","0.927917718188111","0.915276932580949","0.940558503795272"
"Permanent","1997","no migration background","(2c_gen) general maturity certificate","53","0.520476558292648","0.428364947364562","0.612588169220735"
"Permanent","1997","no migration background","(2c_voc) vocational maturity certificate","251","0.89086766222845","0.854410886410784","0.927324438046116"
"Permanent","1997","no migration background","(3a) lower tertiary education","493","0.920593471817326","0.897640097661933","0.943546845972718"
"Permanent","1997","no migration background","(3b) higher tertiary education","429","0.827346026070742","0.794672318819233","0.860019733322251"
"Permanent","1997","direct migration background","(0) in school","1","","",""
"Permanent","1997","direct migration background","(1a) inadequately completed","169","0.870444509925285","0.821249615658374","0.919639404192196"
"Permanent","1997","direct migration background","(1b) general elementary school","274","0.849892169827118","0.81013176187379","0.889652577780445"
"Permanent","1997","direct migration background","(1c) basic vocational qualification","336","0.928478573887302","0.901895909029357","0.955061238745247"
"Permanent","1997","direct migration background","(2b) intermediate general qualification","13","","",""
"Permanent","1997","direct migration background","(2a) intermediate vocational","49","0.932011268127633","0.864240999337941","0.999781536917325"
"Permanent","1997","direct migration background","(2c_gen) general maturity certificate","47","0.808843237790905","0.708509013441152","0.909177462140658"
"Permanent","1997","direct migration background","(2c_voc) vocational maturity certificate","82","0.899261355890683","0.836376253708883","0.962146458072483"
"Permanent","1997","direct migration background","(3a) lower tertiary education","30","0.936951675233696","0.852740743280114","1.02116260718728"
"Permanent","1997","direct migration background","(3b) higher tertiary education","68","0.806295843770763","0.720758089293477","0.89183359824805"
"Permanent","1997","indirect migration background","(0) in school","1","","",""
"Permanent","1997","indirect migration background","(1a) inadequately completed","5","","",""
"Permanent","1997","indirect migration background","(1b) general elementary school","28","","",""
"Permanent","1997","indirect migration background","(1c) basic vocational qualification","63","0.877548011754914","0.800755754268379","0.954340269241448"
"Permanent","1997","indirect migration background","(2b) intermediate general qualification","13","","",""
"Permanent","1997","indirect migration background","(2a) intermediate vocational","37","0.79040456476013","0.668749696414054","0.912059433106206"
"Permanent","1997","indirect migration background","(2c_gen) general maturity certificate","9","","",""
"Permanent","1997","indirect migration background","(2c_voc) vocational maturity certificate","12","","",""
"Permanent","1997","indirect migration background","(3a) lower tertiary education","9","","",""
"Permanent","1997","indirect migration background","(3b) higher tertiary education","5","","",""
"Limited","1997","no migration background","(0) in school","3","","",""
"Limited","1997","no migration background","(1a) inadequately completed","8","","",""
"Limited","1997","no migration background","(1b) general elementary school","73","0.209724482750292","0.164766517846524","0.25468244765406"
"Limited","1997","no migration background","(1c) basic vocational qualification","119","0.0720803192455365","0.0588416403152981","0.085318998175775"
"Limited","1997","no migration background","(2b) intermediate general qualification","128","0.522045406228304","0.454324555176759","0.589766257279848"
"Limited","1997","no migration background","(2a) intermediate vocational","123","0.0720822818118894","0.0594414962047278","0.0847230674190511"
"Limited","1997","no migration background","(2c_gen) general maturity certificate","60","0.479523441707352","0.387411830779265","0.571635052635438"
"Limited","1997","no migration background","(2c_voc) vocational maturity certificate","30","0.10913233777155","0.0726755619538844","0.145589113589216"
"Limited","1997","no migration background","(3a) lower tertiary education","40","0.0794065281826746","0.0564531540272821","0.102359902338067"
"Limited","1997","no migration background","(3b) higher tertiary education","85","0.172653973929258","0.139980266677749","0.205327681180767"
"Limited","1997","direct migration background","(0) in school","","","",""
"Limited","1997","direct migration background","(1a) inadequately completed","10","","",""
"Limited","1997","direct migration background","(1b) general elementary school","36","0.150107830172882","0.110347422219555","0.189868238126209"
"Limited","1997","direct migration background","(1c) basic vocational qualification","25","","",""
"Limited","1997","direct migration background","(2b) intermediate general qualification","10","","",""
"Limited","1997","direct migration background","(2a) intermediate vocational","4","","",""
"Limited","1997","direct migration background","(2c_gen) general maturity certificate","12","","",""
"Limited","1997","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"Limited","1997","direct migration background","(3a) lower tertiary education","2","","",""
"Limited","1997","direct migration background","(3b) higher tertiary education","14","","",""
"Limited","1997","indirect migration background","(0) in school","","","",""
"Limited","1997","indirect migration background","(1a) inadequately completed","1","","",""
"Limited","1997","indirect migration background","(1b) general elementary school","46","0.636164025318022","0.526549122428535","0.745778928207509"
"Limited","1997","indirect migration background","(1c) basic vocational qualification","7","","",""
"Limited","1997","indirect migration background","(2b) intermediate general qualification","38","0.790740251361998","0.679099493539258","0.902381009184738"
"Limited","1997","indirect migration background","(2a) intermediate vocational","6","","",""
"Limited","1997","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Limited","1997","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Limited","1997","indirect migration background","(3a) lower tertiary education","","","",""
"Limited","1997","indirect migration background","(3b) higher tertiary education","2","","",""
"Permanent","1998","no migration background","(0) in school","10","","",""
"Permanent","1998","no migration background","(1a) inadequately completed","39","0.990648004975578","0.960819608054409","1.02047640189675"
"Permanent","1998","no migration background","(1b) general elementary school","278","0.799482105575184","0.758629867938917","0.840334343211451"
"Permanent","1998","no migration background","(1c) basic vocational qualification","1446","0.923744321872315","0.910632660883928","0.936855982860701"
"Permanent","1998","no migration background","(2b) intermediate general qualification","96","0.490877981919204","0.427630944678909","0.554125019159498"
"Permanent","1998","no migration background","(2a) intermediate vocational","1660","0.92549787899221","0.913336793811579","0.937658964172842"
"Permanent","1998","no migration background","(2c_gen) general maturity certificate","66","0.516247180517694","0.430010141409361","0.602484219626028"
"Permanent","1998","no migration background","(2c_voc) vocational maturity certificate","295","0.881185061875807","0.846221213496067","0.916148910255548"
"Permanent","1998","no migration background","(3a) lower tertiary education","547","0.923289572377233","0.901723735039553","0.944855409714913"
"Permanent","1998","no migration background","(3b) higher tertiary education","477","0.859752933184488","0.830863745788584","0.888642120580391"
"Permanent","1998","direct migration background","(0) in school","","","",""
"Permanent","1998","direct migration background","(1a) inadequately completed","150","0.898210155752215","0.851648138303241","0.944772173201188"
"Permanent","1998","direct migration background","(1b) general elementary school","251","0.831954356647837","0.78854443119517","0.875364282100504"
"Permanent","1998","direct migration background","(1c) basic vocational qualification","312","0.903768200471826","0.872603948900232","0.93493245204342"
"Permanent","1998","direct migration background","(2b) intermediate general qualification","9","","",""
"Permanent","1998","direct migration background","(2a) intermediate vocational","51","0.957312716862764","0.904367071188909","1.01025836253662"
"Permanent","1998","direct migration background","(2c_gen) general maturity certificate","49","0.840918481547045","0.749877054016021","0.931959909078069"
"Permanent","1998","direct migration background","(2c_voc) vocational maturity certificate","85","0.876019545943736","0.809040319698826","0.942998772188646"
"Permanent","1998","direct migration background","(3a) lower tertiary education","25","","",""
"Permanent","1998","direct migration background","(3b) higher tertiary education","71","0.790058462940526","0.702964661079722","0.877152264801331"
"Permanent","1998","indirect migration background","(0) in school","","","",""
"Permanent","1998","indirect migration background","(1a) inadequately completed","5","","",""
"Permanent","1998","indirect migration background","(1b) general elementary school","35","0.371568648361195","0.264330515786621","0.47880678093577"
"Permanent","1998","indirect migration background","(1c) basic vocational qualification","62","0.843886653546337","0.76004807262706","0.927725234465613"
"Permanent","1998","indirect migration background","(2b) intermediate general qualification","11","","",""
"Permanent","1998","indirect migration background","(2a) intermediate vocational","45","0.816553204370485","0.71033222246086","0.92277418628011"
"Permanent","1998","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Permanent","1998","indirect migration background","(2c_voc) vocational maturity certificate","11","","",""
"Permanent","1998","indirect migration background","(3a) lower tertiary education","10","","",""
"Permanent","1998","indirect migration background","(3b) higher tertiary education","5","","",""
"Limited","1998","no migration background","(0) in school","2","","",""
"Limited","1998","no migration background","(1a) inadequately completed","1","","",""
"Limited","1998","no migration background","(1b) general elementary school","91","0.200517894424816","0.159665656788549","0.241370132061083"
"Limited","1998","no migration background","(1c) basic vocational qualification","128","0.0762556781276853","0.0631440171392986","0.089367339116072"
"Limited","1998","no migration background","(2b) intermediate general qualification","144","0.509122018080796","0.445874980840502","0.572369055321091"
"Limited","1998","no migration background","(2a) intermediate vocational","131","0.0745021210077895","0.0623410358271578","0.0866632061884211"
"Limited","1998","no migration background","(2c_gen) general maturity certificate","63","0.483752819482306","0.397515780373972","0.569989858590639"
"Limited","1998","no migration background","(2c_voc) vocational maturity certificate","34","0.118814938124192","0.0838510897444522","0.153778786503933"
"Limited","1998","no migration background","(3a) lower tertiary education","38","0.0767104276227673","0.0551445902850871","0.0982762649604475"
"Limited","1998","no migration background","(3b) higher tertiary education","78","0.140247066815512","0.111357879419609","0.169136254211416"
"Limited","1998","direct migration background","(0) in school","","","",""
"Limited","1998","direct migration background","(1a) inadequately completed","12","","",""
"Limited","1998","direct migration background","(1b) general elementary school","34","0.168045643352163","0.124635717899496","0.21145556880483"
"Limited","1998","direct migration background","(1c) basic vocational qualification","32","0.0962317995281738","0.0650675479565796","0.127396051099768"
"Limited","1998","direct migration background","(2b) intermediate general qualification","11","","",""
"Limited","1998","direct migration background","(2a) intermediate vocational","5","","",""
"Limited","1998","direct migration background","(2c_gen) general maturity certificate","13","","",""
"Limited","1998","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Limited","1998","direct migration background","(3a) lower tertiary education","2","","",""
"Limited","1998","direct migration background","(3b) higher tertiary education","13","","",""
"Limited","1998","indirect migration background","(0) in school","","","",""
"Limited","1998","indirect migration background","(1a) inadequately completed","2","","",""
"Limited","1998","indirect migration background","(1b) general elementary school","43","0.628431351638805","0.52119321906423","0.73566948421338"
"Limited","1998","indirect migration background","(1c) basic vocational qualification","10","","",""
"Limited","1998","indirect migration background","(2b) intermediate general qualification","31","0.666738236581648","0.524179489147548","0.809296984015749"
"Limited","1998","indirect migration background","(2a) intermediate vocational","6","","",""
"Limited","1998","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"Limited","1998","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Limited","1998","indirect migration background","(3a) lower tertiary education","","","",""
"Limited","1998","indirect migration background","(3b) higher tertiary education","4","","",""
"Permanent","1999","no migration background","(0) in school","17","","",""
"Permanent","1999","no migration background","(1a) inadequately completed","36","0.752632569428325","0.622139871911016","0.883125266945635"
"Permanent","1999","no migration background","(1b) general elementary school","264","0.767356400439287","0.724069981070951","0.810642819807622"
"Permanent","1999","no migration background","(1c) basic vocational qualification","1441","0.930479168607125","0.917934250461492","0.943024086752759"
"Permanent","1999","no migration background","(2b) intermediate general qualification","104","0.469024683947328","0.407893455357048","0.530155912537609"
"Permanent","1999","no migration background","(2a) intermediate vocational","1656","0.908505475561235","0.895263449301731","0.92174750182074"
"Permanent","1999","no migration background","(2c_gen) general maturity certificate","83","0.549604717567832","0.471530447206645","0.627678987929019"
"Permanent","1999","no migration background","(2c_voc) vocational maturity certificate","308","0.921848505604615","0.893191450285753","0.950505560923476"
"Permanent","1999","no migration background","(3a) lower tertiary education","533","0.928638702423396","0.907688469625661","0.949588935221131"
"Permanent","1999","no migration background","(3b) higher tertiary education","491","0.837492536657271","0.807494892214511","0.867490181100032"
"Permanent","1999","direct migration background","(0) in school","1","","",""
"Permanent","1999","direct migration background","(1a) inadequately completed","148","0.875361038209598","0.8238571442482","0.926864932170996"
"Permanent","1999","direct migration background","(1b) general elementary school","242","0.900130403399299","0.863963153171454","0.936297653627143"
"Permanent","1999","direct migration background","(1c) basic vocational qualification","292","0.883240840423029","0.848110640111911","0.918371040734148"
"Permanent","1999","direct migration background","(2b) intermediate general qualification","9","","",""
"Permanent","1999","direct migration background","(2a) intermediate vocational","45","0.874514703137823","0.784476587305858","0.964552818969788"
"Permanent","1999","direct migration background","(2c_gen) general maturity certificate","41","0.79775985722498","0.689621460252893","0.905898254197067"
"Permanent","1999","direct migration background","(2c_voc) vocational maturity certificate","74","0.887455911136357","0.82027074952476","0.954641072747955"
"Permanent","1999","direct migration background","(3a) lower tertiary education","26","","",""
"Permanent","1999","direct migration background","(3b) higher tertiary education","68","0.885306320753907","0.814590381437073","0.95602226007074"
"Permanent","1999","indirect migration background","(0) in school","4","","",""
"Permanent","1999","indirect migration background","(1a) inadequately completed","6","","",""
"Permanent","1999","indirect migration background","(1b) general elementary school","39","0.415304223268426","0.307990877875281","0.522617568661572"
"Permanent","1999","indirect migration background","(1c) basic vocational qualification","71","0.895923270840153","0.829009527890502","0.962837013789803"
"Permanent","1999","indirect migration background","(2b) intermediate general qualification","13","","",""
"Permanent","1999","indirect migration background","(2a) intermediate vocational","44","0.873621770376369","0.782428905281371","0.964814635471368"
"Permanent","1999","indirect migration background","(2c_gen) general maturity certificate","9","","",""
"Permanent","1999","indirect migration background","(2c_voc) vocational maturity certificate","15","","",""
"Permanent","1999","indirect migration background","(3a) lower tertiary education","8","","",""
"Permanent","1999","indirect migration background","(3b) higher tertiary education","6","","",""
"Limited","1999","no migration background","(0) in school","2","","",""
"Limited","1999","no migration background","(1a) inadequately completed","6","","",""
"Limited","1999","no migration background","(1b) general elementary school","102","0.232643599560713","0.189357180192378","0.275930018929049"
"Limited","1999","no migration background","(1c) basic vocational qualification","138","0.0695208313928747","0.0569759132472413","0.082065749538508"
"Limited","1999","no migration background","(2b) intermediate general qualification","152","0.530975316052672","0.469844087462391","0.592106544642952"
"Limited","1999","no migration background","(2a) intermediate vocational","165","0.0914945244387648","0.0782524981792601","0.10473655069827"
"Limited","1999","no migration background","(2c_gen) general maturity certificate","73","0.450395282432168","0.372321012070982","0.528469552793355"
"Limited","1999","no migration background","(2c_voc) vocational maturity certificate","29","","",""
"Limited","1999","no migration background","(3a) lower tertiary education","47","0.071361297576604","0.0504110647788689","0.092311530374339"
"Limited","1999","no migration background","(3b) higher tertiary education","90","0.162507463342729","0.132509818899968","0.192505107785489"
"Limited","1999","direct migration background","(0) in school","1","","",""
"Limited","1999","direct migration background","(1a) inadequately completed","10","","",""
"Limited","1999","direct migration background","(1b) general elementary school","22","","",""
"Limited","1999","direct migration background","(1c) basic vocational qualification","29","","",""
"Limited","1999","direct migration background","(2b) intermediate general qualification","14","","",""
"Limited","1999","direct migration background","(2a) intermediate vocational","7","","",""
"Limited","1999","direct migration background","(2c_gen) general maturity certificate","12","","",""
"Limited","1999","direct migration background","(2c_voc) vocational maturity certificate","11","","",""
"Limited","1999","direct migration background","(3a) lower tertiary education","5","","",""
"Limited","1999","direct migration background","(3b) higher tertiary education","10","","",""
"Limited","1999","indirect migration background","(0) in school","1","","",""
"Limited","1999","indirect migration background","(1a) inadequately completed","1","","",""
"Limited","1999","indirect migration background","(1b) general elementary school","42","0.584695776731574","0.477382431338428","0.692009122124719"
"Limited","1999","indirect migration background","(1c) basic vocational qualification","9","","",""
"Limited","1999","indirect migration background","(2b) intermediate general qualification","30","0.736976685161328","0.605382147966063","0.868571222356592"
"Limited","1999","indirect migration background","(2a) intermediate vocational","7","","",""
"Limited","1999","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"Limited","1999","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Limited","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Limited","1999","indirect migration background","(3b) higher tertiary education","4","","",""
"Permanent","2000","no migration background","(0) in school","14","","",""
"Permanent","2000","no migration background","(1a) inadequately completed","28","","",""
"Permanent","2000","no migration background","(1b) general elementary school","336","0.729032462652249","0.689838724908215","0.768226200396282"
"Permanent","2000","no migration background","(1c) basic vocational qualification","2430","0.91987402021618","0.909525739080303","0.930222301352058"
"Permanent","2000","no migration background","(2b) intermediate general qualification","62","0.244236561449264","0.19594073781917","0.292532385079357"
"Permanent","2000","no migration background","(2a) intermediate vocational","2955","0.911643532402555","0.901883038807459","0.92140402599765"
"Permanent","2000","no migration background","(2c_gen) general maturity certificate","76","0.382832944960108","0.317401549872886","0.44826434004733"
"Permanent","2000","no migration background","(2c_voc) vocational maturity certificate","612","0.899180848610914","0.876616900976374","0.921744796245453"
"Permanent","2000","no migration background","(3a) lower tertiary education","893","0.9188398696474","0.901628075722056","0.936051663572744"
"Permanent","2000","no migration background","(3b) higher tertiary education","955","0.855121951837469","0.834321772984182","0.875922130690755"
"Permanent","2000","direct migration background","(0) in school","2","","",""
"Permanent","2000","direct migration background","(1a) inadequately completed","83","0.834149972563201","0.759746651988601","0.9085532931378"
"Permanent","2000","direct migration background","(1b) general elementary school","291","0.876288937493231","0.840547894330179","0.912029980656283"
"Permanent","2000","direct migration background","(1c) basic vocational qualification","465","0.895105311019831","0.86861540922189","0.921595212817773"
"Permanent","2000","direct migration background","(2b) intermediate general qualification","17","","",""
"Permanent","2000","direct migration background","(2a) intermediate vocational","99","0.884930159987801","0.825831949193506","0.944028370782096"
"Permanent","2000","direct migration background","(2c_gen) general maturity certificate","47","0.745307605324348","0.636857991193566","0.85375721945513"
"Permanent","2000","direct migration background","(2c_voc) vocational maturity certificate","180","0.892297510820497","0.849652543775934","0.93494247786506"
"Permanent","2000","direct migration background","(3a) lower tertiary education","44","0.934375927784944","0.864324033892231","1.00442782167766"
"Permanent","2000","direct migration background","(3b) higher tertiary education","143","0.76478605628362","0.701946866176678","0.827625246390562"
"Permanent","2000","indirect migration background","(0) in school","","","",""
"Permanent","2000","indirect migration background","(1a) inadequately completed","1","","",""
"Permanent","2000","indirect migration background","(1b) general elementary school","39","0.446200495884468","0.337945764395309","0.554455227373627"
"Permanent","2000","indirect migration background","(1c) basic vocational qualification","97","0.885936900694115","0.826799724758054","0.945074076630176"
"Permanent","2000","indirect migration background","(2b) intermediate general qualification","9","","",""
"Permanent","2000","indirect migration background","(2a) intermediate vocational","88","0.923875216311957","0.871099769584576","0.976650663039337"
"Permanent","2000","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Permanent","2000","indirect migration background","(2c_voc) vocational maturity certificate","30","0.851498984421436","0.731972151696011","0.971025817146861"
"Permanent","2000","indirect migration background","(3a) lower tertiary education","11","","",""
"Permanent","2000","indirect migration background","(3b) higher tertiary education","21","","",""
"Limited","2000","no migration background","(0) in school","4","","",""
"Limited","2000","no migration background","(1a) inadequately completed","7","","",""
"Limited","2000","no migration background","(1b) general elementary school","158","0.270967537347751","0.231773799603718","0.310161275091785"
"Limited","2000","no migration background","(1c) basic vocational qualification","214","0.0801259797838198","0.0697776986479425","0.0904742609196971"
"Limited","2000","no migration background","(2b) intermediate general qualification","242","0.755763438550736","0.707467614920643","0.80405926218083"
"Limited","2000","no migration background","(2a) intermediate vocational","293","0.0883564675974452","0.0785959740023496","0.0981169611925408"
"Limited","2000","no migration background","(2c_gen) general maturity certificate","136","0.617167055039892","0.55173565995267","0.682598450127114"
"Limited","2000","no migration background","(2c_voc) vocational maturity certificate","72","0.100819151389086","0.0782552037545467","0.123383099023626"
"Limited","2000","no migration background","(3a) lower tertiary education","74","0.0811601303526001","0.0639483364272559","0.0983719242779443"
"Limited","2000","no migration background","(3b) higher tertiary education","145","0.144878048162531","0.124077869309245","0.165678227015818"
"Limited","2000","direct migration background","(0) in school","","","",""
"Limited","2000","direct migration background","(1a) inadequately completed","13","","",""
"Limited","2000","direct migration background","(1b) general elementary school","35","0.123711062506769","0.0879700193437168","0.159452105669821"
"Limited","2000","direct migration background","(1c) basic vocational qualification","49","0.104894688980169","0.0784047871822271","0.13138459077811"
"Limited","2000","direct migration background","(2b) intermediate general qualification","22","","",""
"Limited","2000","direct migration background","(2a) intermediate vocational","13","","",""
"Limited","2000","direct migration background","(2c_gen) general maturity certificate","15","","",""
"Limited","2000","direct migration background","(2c_voc) vocational maturity certificate","23","","",""
"Limited","2000","direct migration background","(3a) lower tertiary education","4","","",""
