"plb0037_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Permanent","1991","direct migration background","(1b) general elementary school","63","0.801915196788986","0.714028256243103","0.889802137334868"
"Permanent","1991","direct migration background","(1c) basic vocational qualification","66","0.929651729872594","0.870987481175155","0.988315978570033"
"Permanent","1991","direct migration background","(2b) intermediate general qualification","6","","",""
"Permanent","1991","direct migration background","(2a) intermediate vocational","12","","",""
"Permanent","1991","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Permanent","1991","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"Permanent","1991","direct migration background","(3a) lower tertiary education","5","","",""
"Permanent","1991","direct migration background","(3b) higher tertiary education","6","","",""
"Permanent","1991","indirect migration background","(0) in school","","","",""
"Permanent","1991","indirect migration background","(1a) inadequately completed","3","","",""
"Permanent","1991","indirect migration background","(1b) general elementary school","8","","",""
"Permanent","1991","indirect migration background","(1c) basic vocational qualification","12","","",""
"Permanent","1991","indirect migration background","(2b) intermediate general qualification","2","","",""
"Permanent","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Permanent","1991","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Permanent","1991","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Permanent","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Permanent","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Limited","1991","no migration background","(0) in school","","","",""
"Limited","1991","no migration background","(1a) inadequately completed","2","","",""
"Limited","1991","no migration background","(1b) general elementary school","24","","",""
"Limited","1991","no migration background","(1c) basic vocational qualification","58","0.191548064598322","0.146412107923522","0.236684021273123"
"Limited","1991","no migration background","(2b) intermediate general qualification","32","0.509194497107988","0.381633281963267","0.636755712252709"
"Limited","1991","no migration background","(2a) intermediate vocational","82","0.152198318057047","0.119372070632175","0.185024565481919"
"Limited","1991","no migration background","(2c_gen) general maturity certificate","20","","",""
"Limited","1991","no migration background","(2c_voc) vocational maturity certificate","11","","",""
"Limited","1991","no migration background","(3a) lower tertiary education","31","0.192631366546542","0.132089789727872","0.253172943365213"
"Limited","1991","no migration background","(3b) higher tertiary education","41","0.302794822275511","0.22851960211644","0.377070042434581"
"Limited","1991","direct migration background","(0) in school","","","",""
"Limited","1991","direct migration background","(1a) inadequately completed","9","","",""
"Limited","1991","direct migration background","(1b) general elementary school","16","","",""
"Limited","1991","direct migration background","(1c) basic vocational qualification","7","","",""
"Limited","1991","direct migration background","(2b) intermediate general qualification","4","","",""
"Limited","1991","direct migration background","(2a) intermediate vocational","2","","",""
"Limited","1991","direct migration background","(2c_gen) general maturity certificate","2","","",""
"Limited","1991","direct migration background","(2c_voc) vocational maturity certificate","5","","",""
"Limited","1991","direct migration background","(3a) lower tertiary education","1","","",""
"Limited","1991","direct migration background","(3b) higher tertiary education","7","","",""
"Limited","1991","indirect migration background","(0) in school","","","",""
"Limited","1991","indirect migration background","(1a) inadequately completed","1","","",""
"Limited","1991","indirect migration background","(1b) general elementary school","11","","",""
"Limited","1991","indirect migration background","(1c) basic vocational qualification","1","","",""
"Limited","1991","indirect migration background","(2b) intermediate general qualification","4","","",""
"Limited","1991","indirect migration background","(2a) intermediate vocational","1","","",""
"Limited","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Limited","1991","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Limited","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Permanent","1992","no migration background","(0) in school","4","","",""
"Permanent","1992","no migration background","(1a) inadequately completed","4","","",""
"Permanent","1992","no migration background","(1b) general elementary school","55","0.769435868612971","0.674112463871083","0.864759273354858"
"Permanent","1992","no migration background","(1c) basic vocational qualification","259","0.754172573464744","0.708671734503248","0.799673412426239"
