"plb0037_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Permanent","2013","16-34 y.","Female","1391","0.625579313789684","0.605735456460877","0.645423171118491","1"
"Permanent","2013","35-65 y.","Male","5246","0.93175258184931","0.925203860426406","0.938301303272213","1"
"Permanent","2013","35-65 y.","Female","5348","0.91210068822932","0.904941543898016","0.919259832560624","1"
"Permanent","2013","66 and older","Male","50","0.868875840034779","0.782748247992341","0.955003432077217","1"
"Permanent","2013","66 and older","Female","57","0.897645317228222","0.823957166808519","0.971333467647925","1"
"Limited","2014","16-34 y.","Male","760","0.395242306817772","0.373503580033671","0.416981033601872","2"
"Limited","2014","16-34 y.","Female","776","0.392743555650009","0.370899258449674","0.414587852850345","2"
"Limited","2014","35-65 y.","Male","345","0.0675709886239082","0.060635679871745","0.0745062973760715","2"
"Limited","2014","35-65 y.","Female","584","0.0860939715281838","0.0786311110480961","0.0935568320082716","2"
"Limited","2014","66 and older","Male","13","","","","2"
"Limited","2014","66 and older","Female","8","","","","2"
"Permanent","2014","16-34 y.","Male","1183","0.604757693182228","0.583018966398128","0.626496419966329","1"
"Permanent","2014","16-34 y.","Female","1144","0.607256444349991","0.585412147149655","0.629100741550326","1"
"Permanent","2014","35-65 y.","Male","4687","0.932429011376092","0.925493702623929","0.939364320128255","1"
"Permanent","2014","35-65 y.","Female","4843","0.913906028471816","0.906443167991728","0.921368888951904","1"
"Permanent","2014","66 and older","Male","66","0.834348459323693","0.752368816977623","0.916328101669763","1"
"Permanent","2014","66 and older","Female","50","0.925856313984791","0.858427894956814","0.993284733012769","1"
"Limited","2015","16-34 y.","Male","806","0.384191054759622","0.362942821536699","0.405439287982545","2"
"Limited","2015","16-34 y.","Female","805","0.363864636823798","0.342527228723653","0.385202044923942","2"
"Limited","2015","35-65 y.","Male","343","0.0602249160529386","0.0535907753002138","0.0668590568056634","2"
"Limited","2015","35-65 y.","Female","608","0.100026819868411","0.0920117204147337","0.108041919322089","2"
"Limited","2015","66 and older","Male","16","","","","2"
"Limited","2015","66 and older","Female","4","","","","2"
"Permanent","2015","16-34 y.","Male","1207","0.615808945240378","0.594560712017455","0.637057178463301","1"
"Permanent","2015","16-34 y.","Female","1148","0.636135363176202","0.614797955076058","0.657472771276347","1"
"Permanent","2015","35-65 y.","Male","4597","0.939775083947061","0.933140943194337","0.946409224699786","1"
"Permanent","2015","35-65 y.","Female","4775","0.899973180131589","0.891958080677911","0.907988279585266","1"
"Permanent","2015","66 and older","Male","79","0.814917039677306","0.736821504316706","0.893012575037906","1"
"Permanent","2015","66 and older","Female","62","0.967985040632048","0.925514584670001","1.0104554965941","1"
"Limited","2016","16-34 y.","Male","882","0.430790620667939","0.408542269014997","0.453038972320881","2"
"Limited","2016","16-34 y.","Female","696","0.367458310680986","0.344694022942677","0.390222598419296","2"
"Limited","2016","35-65 y.","Male","422","0.0632240226830924","0.0562019029403289","0.070246142425856","2"
"Limited","2016","35-65 y.","Female","594","0.0973675103494521","0.0892692574457496","0.105465763253155","2"
"Limited","2016","66 and older","Male","17","","","","2"
"Limited","2016","66 and older","Female","10","","","","2"
"Permanent","2016","16-34 y.","Male","1021","0.569209379332061","0.546961027679119","0.591457730985003","1"
"Permanent","2016","16-34 y.","Female","1027","0.632541689319014","0.609777401580704","0.655305977057323","1"
"Permanent","2016","35-65 y.","Male","4192","0.936775977316908","0.929753857574144","0.943798097059671","1"
"Permanent","2016","35-65 y.","Female","4554","0.902632489650548","0.894534236746845","0.91073074255425","1"
"Permanent","2016","66 and older","Male","63","0.723359707744066","0.625334454714217","0.821384960773916","1"
"Permanent","2016","66 and older","Female","62","0.87971313120501","0.804574809564812","0.954851452845208","1"
"Limited","2017","16-34 y.","Male","1105","0.381472048028362","0.36186612846853","0.401077967588194","2"
"Limited","2017","16-34 y.","Female","796","0.375262189007455","0.353671781994209","0.3968525960207","2"
"Limited","2017","35-65 y.","Male","464","0.068970396180998","0.0621216730257543","0.0758191193362417","2"
"Limited","2017","35-65 y.","Female","593","0.0919313522314798","0.0845128412006895","0.0993498632622702","2"
"Limited","2017","66 and older","Male","14","","","","2"
"Limited","2017","66 and older","Female","9","","","","2"
"Permanent","2017","16-34 y.","Male","1253","0.618527951971638","0.598922032411807","0.63813387153147","1"
"Permanent","2017","16-34 y.","Female","1136","0.624737810992546","0.6031474039793","0.646328218005791","1"
"Permanent","2017","35-65 y.","Female","5234","0.90806864776852","0.90065013673773","0.91548715879931","1"
"Permanent","2017","35-65 y.","Male","4795","0.931029603819002","0.924180880663758","0.937878326974246","1"
"Permanent","2017","66 and older","Male","85","0.842022554735492","0.770178654799468","0.913866454671517","1"
"Permanent","2017","66 and older","Female","84","0.90805927064193","0.849334992447952","0.966783548835907","1"
"Limited","2018","16-34 y.","Male","1179","0.388842876078056","0.36951207418339","0.408173677972722","2"
"Limited","2018","16-34 y.","Female","764","0.351785437878683","0.33025115406316","0.373319721694206","2"
"Limited","2018","35-65 y.","Male","526","0.0725344205065642","0.0654125024879778","0.0796563385251507","2"
"Limited","2018","35-65 y.","Female","545","0.0832967116344697","0.0760907718833811","0.0905026513855583","2"
"Limited","2018","66 and older","Male","17","","","","2"
"Limited","2018","66 and older","Female","9","","","","2"
"Permanent","2018","16-34 y.","Male","1264","0.611157123921944","0.591826322027278","0.630487925816609","1"
"Permanent","2018","16-34 y.","Female","1125","0.648214562121317","0.626680278305794","0.66974884593684","1"
"Permanent","2018","35-65 y.","Female","5104","0.91670328836553","0.909497348614442","0.923909228116619","1"
"Permanent","2018","35-65 y.","Male","4569","0.927465579493436","0.920343661474849","0.934587497512022","1"
"Permanent","2018","66 and older","Female","89","0.934102939968105","0.884982138727648","0.983223741208563","1"
"Permanent","2018","66 and older","Male","103","0.791002584343837","0.718255284688333","0.863749883999341","1"
"Limited","2019","16-34 y.","Male","1100","0.362020540549786","0.342531896379393","0.38150918472018","2"
"Limited","2019","16-34 y.","Female","746","0.364156829671916","0.341758637918739","0.386555021425093","2"
"Limited","2019","35-65 y.","Male","539","0.0711994442520051","0.0640145406833192","0.078384347820691","2"
"Limited","2019","35-65 y.","Female","498","0.0752964743953409","0.0683120994513063","0.0822808493393755","2"
"Limited","2019","66 and older","Male","16","","","","2"
"Limited","2019","66 and older","Female","14","","","","2"
"Permanent","2019","16-34 y.","Male","1236","0.637979459450214","0.61849081527982","0.657468103620607","1"
"Permanent","2019","16-34 y.","Female","1027","0.635843170328084","0.613444978574907","0.658241362081261","1"
"Permanent","2019","35-65 y.","Male","4382","0.928800555747995","0.921615652179309","0.935985459316681","1"
"Permanent","2019","35-65 y.","Female","4985","0.924703525604659","0.917719150660624","0.931687900548694","1"
"Permanent","2019","66 and older","Male","120","0.848426083018199","0.788156542642134","0.908695623394263","1"
"Permanent","2019","66 and older","Female","108","0.937374609153009","0.894381387167233","0.980367831138784","1"
