"plb0037_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Limited","2014","indirect migration background","West Germany","299","0.31759294884235","0.289051249840258","0.346134647844443"
"Limited","2014","indirect migration background","East Germany","21","","",""
"Permanent","2015","no migration background","West Germany","6490","0.847670527845195","0.8396181733879","0.855722882302491"
"Permanent","2015","no migration background","East Germany","2046","0.84133151970439","0.826795613439293","0.855867425969488"
"Permanent","2015","direct migration background","West Germany","2481","0.819124034598861","0.80571410495004","0.832533964247683"
"Permanent","2015","direct migration background","East Germany","141","0.609577117517981","0.543595888105022","0.67555834693094"
"Permanent","2015","indirect migration background","West Germany","662","0.694172791091783","0.664607706683409","0.723737875500156"
"Permanent","2015","indirect migration background","East Germany","48","0.761370931923318","0.657749108248299","0.864992755598336"
"Limited","2015","no migration background","West Germany","1160","0.152329472154805","0.144277117697509","0.1603818266121"
"Limited","2015","no migration background","East Germany","381","0.15866848029561","0.144132574030512","0.173204386560707"
"Limited","2015","direct migration background","West Germany","684","0.180875965401139","0.167466035752317","0.19428589504996"
"Limited","2015","direct migration background","East Germany","69","0.390422882482019","0.32444165306906","0.456404111894978"
"Limited","2015","indirect migration background","West Germany","271","0.305827208908217","0.276262124499844","0.335392293316591"
"Limited","2015","indirect migration background","East Germany","17","","",""
"Permanent","2016","no migration background","West Germany","5976","0.839817413932272","0.831262511249794","0.848372316614751"
"Permanent","2016","no migration background","East Germany","1954","0.837220820626857","0.822189244814851","0.852252396438863"
"Permanent","2016","direct migration background","West Germany","2155","0.802273208966335","0.787912917580442","0.816633500352227"
"Permanent","2016","direct migration background","East Germany","140","0.654413186746235","0.593611061150859","0.715215312341611"
"Permanent","2016","indirect migration background","West Germany","647","0.704675499234857","0.674970584005841","0.734380414463872"
"Permanent","2016","indirect migration background","East Germany","47","0.740385099965335","0.634613331556823","0.846156868373847"
"Limited","2016","no migration background","West Germany","1085","0.160182586067727","0.151627683385249","0.168737488750206"
"Limited","2016","no migration background","East Germany","363","0.162779179373143","0.147747603561137","0.177810755185149"
"Limited","2016","direct migration background","West Germany","800","0.197726791033665","0.183366499647773","0.212087082419558"
"Limited","2016","direct migration background","East Germany","95","0.345586813253765","0.284784687658389","0.40638893884914"
"Limited","2016","indirect migration background","West Germany","259","0.295324500765144","0.265619585536128","0.325029415994159"
"Limited","2016","indirect migration background","East Germany","19","","",""
"Permanent","2017","no migration background","West Germany","7158","0.844078045148582","0.836330580052819","0.851825510244345"
"Permanent","2017","no migration background","East Germany","2312","0.854676787568849","0.841395722466467","0.867957852671232"
"Permanent","2017","direct migration background","West Germany","2190","0.806396193204271","0.792522868621402","0.82026951778714"
"Permanent","2017","direct migration background","East Germany","167","0.70468083987362","0.649652276920928","0.759709402826312"
"Permanent","2017","indirect migration background","West Germany","717","0.703569074127441","0.675306432575546","0.731831715679336"
"Permanent","2017","indirect migration background","East Germany","43","0.85571658621255","0.764497893735718","0.946935278689382"
"Limited","2017","no migration background","West Germany","1265","0.155921954851418","0.148174489755655","0.163669419947181"
"Limited","2017","no migration background","East Germany","393","0.145323212431151","0.132042147328768","0.158604277533533"
"Limited","2017","direct migration background","West Germany","926","0.193603806795729","0.17973048221286","0.207477131378598"
"Limited","2017","direct migration background","East Germany","97","0.29531916012638","0.240290597173688","0.350347723079072"
"Limited","2017","indirect migration background","West Germany","286","0.296430925872559","0.268168284320664","0.324693567424454"
"Limited","2017","indirect migration background","East Germany","14","","",""
"Permanent","2018","no migration background","West Germany","6875","0.85572123115167","0.848034071853846","0.863408390449495"
"Permanent","2018","no migration background","East Germany","2266","0.868433352641086","0.855536921397031","0.881329783885141"
"Permanent","2018","direct migration background","West Germany","2166","0.791771497346251","0.777798882491696","0.805744112200805"
"Permanent","2018","direct migration background","East Germany","187","0.700450048469127","0.649043152292779","0.751856944645475"
"Permanent","2018","indirect migration background","West Germany","704","0.693201651307122","0.664661654008007","0.721741648606237"
"Permanent","2018","indirect migration background","East Germany","56","0.706945952434856","0.605281366392764","0.808610538476947"
"Limited","2018","no migration background","West Germany","1151","0.14427876884833","0.136591609550505","0.151965928146154"
"Limited","2018","no migration background","East Germany","373","0.131566647358914","0.118670216114859","0.144463078602969"
"Limited","2018","direct migration background","West Germany","1078","0.208228502653749","0.194255887799195","0.222201117508303"
"Limited","2018","direct migration background","East Germany","118","0.299549951530873","0.248143055354525","0.350956847707221"
"Limited","2018","indirect migration background","West Germany","299","0.306798348692878","0.278258351393763","0.335338345991993"
"Limited","2018","indirect migration background","East Germany","21","","",""
"Permanent","2019","no migration background","West Germany","6729","0.862547305616705","0.854911848121833","0.870182763111578"
"Permanent","2019","no migration background","East Germany","2176","0.870650258506143","0.857560788900295","0.88373972811199"
"Permanent","2019","direct migration background","West Germany","1999","0.794402303027054","0.780115813423568","0.808688792630541"
"Permanent","2019","direct migration background","East Germany","180","0.735228461960641","0.684360308331351","0.786096615589931"
"Permanent","2019","indirect migration background","West Germany","688","0.704599442089493","0.675724867762149","0.733474016416837"
"Permanent","2019","indirect migration background","East Germany","55","0.856516586440231","0.776098191683458","0.936934981197004"
"Limited","2019","no migration background","West Germany","1083","0.137452694383294","0.129817236888422","0.145088151878167"
"Limited","2019","no migration background","East Germany","349","0.129349741493857","0.11626027188801","0.142439211099705"
"Limited","2019","direct migration background","West Germany","1075","0.205597696972946","0.191311207369459","0.219884186576432"
"Limited","2019","direct migration background","East Germany","109","0.264771538039359","0.213903384410069","0.315639691668649"
"Limited","2019","indirect migration background","West Germany","271","0.295400557910507","0.266525983583163","0.32427513223785"
"Limited","2019","indirect migration background","East Germany","18","","",""
