"plb0037_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Permanent","2012","indirect migration background","Male","295","0.655368949319926","0.608795518858687","0.701942379781164"
"Permanent","2012","no migration background","Female","5270","0.840537248516102","0.831473836860983","0.849600660171221"
"Permanent","2012","no migration background","Male","5061","0.858179102490855","0.849238508720615","0.867119696261095"
"Limited","2013","direct migration background","Female","392","0.193429706786424","0.17464804137151","0.212211372201339"
"Limited","2013","direct migration background","Male","373","0.188171982711535","0.170327871488227","0.206016093934842"
"Limited","2013","indirect migration background","Female","168","0.274191827724719","0.238134162006957","0.310249493442482"
"Limited","2013","indirect migration background","Male","201","0.328402164013316","0.292102696547779","0.364701631478854"
"Limited","2013","no migration background","Female","1003","0.163868571801329","0.154558193711759","0.173178949890898"
"Limited","2013","no migration background","Male","763","0.142688100409941","0.133457315388102","0.15191888543178"
"Permanent","2013","direct migration background","Female","1307","0.806570293213576","0.787788627798661","0.82535195862849"
"Permanent","2013","direct migration background","Male","1470","0.811828017288465","0.793983906065158","0.829672128511773"
"Permanent","2013","indirect migration background","Female","420","0.725808172275281","0.689750506557519","0.761865837993043"
"Permanent","2013","indirect migration background","Male","442","0.671597835986684","0.635298368521146","0.707897303452221"
"Permanent","2013","no migration background","Female","5069","0.836131428198671","0.826821050109102","0.845441806288241"
"Permanent","2013","no migration background","Male","4752","0.857311899590059","0.84808111456822","0.866542684611898"
"Limited","2014","direct migration background","Female","295","0.189135049294007","0.168367606915275","0.209902491672739"
"Limited","2014","direct migration background","Male","274","0.191499404815267","0.171506747977341","0.211492061653194"
"Limited","2014","indirect migration background","Female","171","0.318378583963768","0.279446264060681","0.357310903866856"
"Limited","2014","indirect migration background","Male","149","0.309797118598804","0.270650634067527","0.34894360313008"
"Limited","2014","no migration background","Female","902","0.166198342588783","0.156350384380798","0.176046300796768"
"Limited","2014","no migration background","Male","695","0.153660943131724","0.143695008429609","0.163626877833839"
"Permanent","2014","direct migration background","Female","1071","0.810864950705993","0.790097508327261","0.831632393084725"
"Permanent","2014","direct migration background","Male","1214","0.808500595184732","0.788507938346806","0.828493252022659"
"Permanent","2014","indirect migration background","Female","379","0.681621416036232","0.642689096133145","0.720553735939319"
"Permanent","2014","indirect migration background","Male","387","0.690202881401196","0.65105639686992","0.729349365932473"
"Permanent","2014","no migration background","Female","4587","0.833801657411217","0.823953699203232","0.843649615619202"
"Permanent","2014","no migration background","Male","4335","0.846339056868276","0.836373122166161","0.856304991570391"
"Limited","2015","direct migration background","Female","397","0.215064374216208","0.194888077277349","0.235240671155067"
"Limited","2015","direct migration background","Male","356","0.168855437593064","0.151461814682002","0.186249060504127"
"Limited","2015","indirect migration background","Female","153","0.305712430312167","0.265044611957321","0.346380248667013"
"Limited","2015","indirect migration background","Male","135","0.300381910897743","0.260399423888956","0.34036439790653"
"Limited","2015","no migration background","Female","867","0.158440898334061","0.148624965826154","0.168256830841969"
"Limited","2015","no migration background","Male","674","0.149207669347272","0.139087067101546","0.159328271592998"
"Permanent","2015","direct migration background","Female","1196","0.784935625783792","0.764759328844933","0.805111922722651"
"Permanent","2015","direct migration background","Male","1426","0.831144562406936","0.813750939495873","0.848538185317998"
"Permanent","2015","indirect migration background","Female","340","0.694287569687833","0.653619751332987","0.734955388042679"
"Permanent","2015","indirect migration background","Male","370","0.699618089102257","0.65963560209347","0.739600576111044"
"Permanent","2015","no migration background","Female","4449","0.841559101665939","0.831743169158031","0.851375034173846"
"Permanent","2015","no migration background","Male","4087","0.850792330652728","0.840671728407002","0.860912932898454"
"Limited","2016","direct migration background","Female","357","0.189744941562871","0.169379723003961","0.210110160121782"
"Limited","2016","direct migration background","Male","538","0.218920689434978","0.199634620616942","0.238206758253014"
"Limited","2016","indirect migration background","Female","149","0.296156779873956","0.256336784301105","0.335976775446808"
"Limited","2016","indirect migration background","Male","129","0.291102449216283","0.249901775434717","0.332303122997849"
"Limited","2016","no migration background","Female","794","0.161158395174776","0.150981334249676","0.171335456099877"
"Limited","2016","no migration background","Male","654","0.1603132071027","0.149427690802978","0.171198723402422"
"Permanent","2016","direct migration background","Female","1067","0.810255058437129","0.789889839878218","0.830620276996039"
"Permanent","2016","direct migration background","Male","1228","0.781079310565022","0.761793241746986","0.800365379383058"
"Permanent","2016","indirect migration background","Female","356","0.703843220126044","0.664023224553192","0.743663215698895"
"Permanent","2016","indirect migration background","Male","338","0.708897550783717","0.667696877002151","0.750098224565283"
"Permanent","2016","no migration background","Female","4220","0.838841604825224","0.828664543900123","0.849018665750324"
"Permanent","2016","no migration background","Male","3710","0.8396867928973","0.828801276597578","0.850572309197022"
"Limited","2017","direct migration background","Female","336","0.197495920600061","0.176774827372655","0.218217013827467"
"Limited","2017","direct migration background","Male","687","0.201021549694697","0.183288336686163","0.218754762703231"
"Limited","2017","indirect migration background","Female","166","0.299092672889628","0.261137115458672","0.337048230320585"
"Limited","2017","indirect migration background","Male","134","0.280954624633503","0.241597309030331","0.320311940236675"
"Limited","2017","no migration background","Female","896","0.157601714160632","0.148284558287262","0.166918870034002"
"Limited","2017","no migration background","Male","762","0.150261653921626","0.14059867390185","0.159924633941402"
"Permanent","2017","direct migration background","Female","1082","0.802504079399939","0.781782986172533","0.823225172627345"
"Permanent","2017","direct migration background","Male","1275","0.798978450305303","0.781245237296769","0.816711663313837"
"Permanent","2017","indirect migration background","Female","393","0.700907327110372","0.662951769679415","0.738862884541328"
"Permanent","2017","indirect migration background","Male","367","0.719045375366497","0.679688059763325","0.758402690969669"
"Permanent","2017","no migration background","Female","4979","0.842398285839368","0.833081129965998","0.851715441712738"
"Permanent","2017","no migration background","Male","4491","0.849738346078374","0.840075366058598","0.85940132609815"
"Limited","2018","direct migration background","Female","369","0.184876129629375","0.164784010645556","0.204968248613195"
"Limited","2018","direct migration background","Male","827","0.238872917076682","0.220700824128778","0.257045010024586"
"Limited","2018","indirect migration background","Female","164","0.304186536565889","0.266048476800654","0.342324596331123"
"Limited","2018","indirect migration background","Male","156","0.307454217387808","0.267831550694702","0.347076884080914"
"Limited","2018","no migration background","Female","785","0.138643395249744","0.129626974856352","0.147659815643137"
"Limited","2018","no migration background","Male","739","0.144535510227914","0.134810322124418","0.15426069833141"
"Permanent","2018","direct migration background","Female","1065","0.815123870370625","0.795031751386805","0.835215989354444"
"Permanent","2018","direct migration background","Male","1288","0.761127082923318","0.742954989975414","0.779299175871222"
"Permanent","2018","indirect migration background","Female","395","0.695813463434111","0.657675403668877","0.733951523199346"
"Permanent","2018","indirect migration background","Male","365","0.692545782612193","0.652923115919087","0.732168449305299"
"Permanent","2018","no migration background","Female","4858","0.861356604750256","0.852340184356863","0.870373025143648"
"Permanent","2018","no migration background","Male","4283","0.855464489772086","0.84573930166859","0.865189677875582"
"Limited","2019","direct migration background","Female","325","0.169089410088543","0.148595167211741","0.189583652965344"
"Limited","2019","direct migration background","Male","859","0.243943028811606","0.225487015681559","0.262399041941653"
"Limited","2019","indirect migration background","Female","159","0.28054911216406","0.242899591302696","0.318198633025424"
"Limited","2019","indirect migration background","Male","130","0.295294940058523","0.254821522499582","0.335768357617464"
"Limited","2019","no migration background","Female","774","0.140307257048902","0.131166759091173","0.14944775500663"
"Limited","2019","no migration background","Male","666","0.132407321721272","0.122843898582542","0.141970744860003"
"Permanent","2019","direct migration background","Female","960","0.830910589911457","0.810416347034656","0.851404832788259"
"Permanent","2019","direct migration background","Male","1221","0.756056971188394","0.737600958058347","0.774512984318441"
"Permanent","2019","indirect migration background","Female","388","0.71945088783594","0.681801366974576","0.757100408697304"
"Permanent","2019","indirect migration background","Male","358","0.704705059941477","0.664231642382536","0.745178477500418"
"Permanent","2019","no migration background","Female","4772","0.859692742951098","0.85055224499337","0.868833240908827"
"Permanent","2019","no migration background","Male","4159","0.867592678278728","0.858029255139997","0.877156101417458"
