"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Owner","1995","Rhineland-Palatinate,Saarland","Rural Area","79","0.625880225555342","0.544253541592525","0.707506909518159","3"
"Owner","1995","Baden-Württemberg","Urban Area","639","0.532682332758744","0.508119768477672","0.557244897039817","3"
"Owner","1995","Baden-Württemberg","Rural Area","108","0.562000660668419","0.49731634137338","0.626684979963457","3"
"Owner","1995","Bavaria","Urban Area","326","0.430028346448132","0.396804589098767","0.463252103797497","3"
"Owner","1995","Bavaria","Rural Area","432","0.585828817855698","0.552636451596271","0.619021184115125","3"
"Owner","1995","Berlin","Urban Area","55","0.107995081686519","0.0825598504779432","0.133430312895095","3"
"Owner","1995","Berlin","Rural Area","","","","","3"
"Owner","1995","Brandenburg","Urban Area","","","","","3"
"Owner","1995","Saxony","Rural Area","203","0.348348778465002","0.307593563128599","0.389103993801405","3"
"Owner","1995","Saxony-Anhalt","Urban Area","31","0.110012789822065","0.064923260831706","0.155102318812425","3"
"Owner","1995","Saxony-Anhalt","Rural Area","233","0.473991828983064","0.43057102029577","0.517412637670358","3"
"Owner","1995","Thuringia","Urban Area","63","0.248153311714002","0.1865730015228","0.309733621905205","3"
"Owner","1995","Thuringia","Rural Area","254","0.480882260704136","0.435421006401568","0.526343515006704","3"
"Owner","1995","Bremen","Rural Area","","","","","3"
"Owner","1995","Bremen","Urban Area","32","0.275451081241476","0.186085852449033","0.364816310033918","3"
"Owner","1995","Lower Saxony","Urban Area","226","0.453599044507456","0.412621271520712","0.494576817494199","3"
"Owner","1995","Lower Saxony","Rural Area","278","0.619471293873601","0.57612730490484","0.662815282842361","3"
"Sub-Tenant","1995","North Rhine-Westphalia","Urban Area","55","0.0304018672226598","0.0237091023100044","0.0370946321353152","2"
"Sub-Tenant","1995","North Rhine-Westphalia","Rural Area","2","","","","2"
"Sub-Tenant","1995","Hesse","Urban Area","27","","","","2"
"Sub-Tenant","1995","Hesse","Rural Area","9","","","","2"
"Sub-Tenant","1995","Rhineland-Palatinate,Saarland","Urban Area","11","","","","2"
"Sub-Tenant","1995","Brandenburg","Rural Area","23","","","","2"
"Sub-Tenant","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Sub-Tenant","1995","Mecklenburg-Western Pomerania","Rural Area","9","","","","2"
"Sub-Tenant","1995","Saxony","Urban Area","11","","","","2"
"Sub-Tenant","1995","Saxony","Rural Area","5","","","","2"
"Sub-Tenant","1995","Saxony-Anhalt","Urban Area","4","","","","2"
"Sub-Tenant","1995","Saxony-Anhalt","Rural Area","31","0.0606590359645965","0.0399015086604474","0.0814165632687455","2"
"Sub-Tenant","1995","Thuringia","Urban Area","3","","","","2"
"Sub-Tenant","1995","Thuringia","Rural Area","32","0.102419705415518","0.0748318769684414","0.130007533862594","2"
"Sub-Tenant","1995","Schleswig-Holstein","Urban Area","","","","","2"
"Sub-Tenant","1995","Schleswig-Holstein","Rural Area","5","","","","2"
"Sub-Tenant","1995","Hamburg","Urban Area","1","","","","2"
"Sub-Tenant","1995","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","1995","Lower Saxony","Urban Area","16","","","","2"
"Sub-Tenant","1995","Lower Saxony","Rural Area","12","","","","2"
"Sub-Tenant","1995","Bremen","Urban Area","2","","","","2"
"Sub-Tenant","1995","Bremen","Rural Area","","","","","2"
"Sub-Tenant","1995","Baden-Württemberg","Urban Area","38","0.0280186933915991","0.0198943858807407","0.0361430009024576","2"
"Sub-Tenant","1995","Baden-Württemberg","Rural Area","11","","","","2"
"Sub-Tenant","1995","Bavaria","Urban Area","21","","","","2"
"Sub-Tenant","1995","Bavaria","Rural Area","32","0.03873948176142","0.0257359786689831","0.0517429848538569","2"
"Sub-Tenant","1995","Rhineland-Palatinate,Saarland","Rural Area","3","","","","2"
"Sub-Tenant","1995","Berlin","Urban Area","17","","","","2"
"Sub-Tenant","1995","Berlin","Rural Area","","","","","2"
"Sub-Tenant","1995","Brandenburg","Urban Area","2","","","","2"
"Tenant","1995","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","1995","Saxony","Urban Area","","","","","5"
"Tenant","1995","Thuringia","Rural Area","","","","","5"
"Tenant","1995","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","1995","Brandenburg","Rural Area","","","","","5"
"Tenant","1995","Saxony","Rural Area","","","","","5"
"Tenant","1995","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","1995","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","1995","Thuringia","Urban Area","","","","","5"
"Tenant","1995","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","1995","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","1995","Hamburg","Urban Area","","","","","5"
"Tenant","1995","Hamburg","Rural Area","","","","","5"
"Tenant","1995","Lower Saxony","Urban Area","","","","","5"
"Tenant","1995","Lower Saxony","Rural Area","","","","","5"
"Tenant","1995","Bremen","Urban Area","","","","","5"
"Tenant","1995","Bremen","Rural Area","","","","","5"
"Tenant","1995","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","1995","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","1995","Hesse","Urban Area","","","","","5"
"Tenant","1995","Hesse","Rural Area","","","","","5"
"Tenant","1995","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","1995","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","1995","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","1995","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","1995","Bavaria","Urban Area","","","","","5"
"Tenant","1995","Bavaria","Rural Area","","","","","5"
"Tenant","1995","Berlin","Urban Area","","","","","5"
"Tenant","1995","Berlin","Rural Area","","","","","5"
"Tenant","1995","Brandenburg","Urban Area","","","","","5"
"Main Tenant","1996","North Rhine-Westphalia","Urban Area","1565","0.547007647084634","0.527506516053444","0.566508778115825","1"
"Main Tenant","1996","North Rhine-Westphalia","Rural Area","15","","","","1"
"Main Tenant","1996","Hesse","Urban Area","481","0.529347090634224","0.494205786159868","0.564488395108579","1"
"Main Tenant","1996","Hesse","Rural Area","69","0.413783714182651","0.332200706966185","0.495366721399118","1"
"Main Tenant","1996","Rhineland-Palatinate,Saarland","Urban Area","267","0.459341621615616","0.418103770268787","0.500579472962445","1"
"Main Tenant","1996","Rhineland-Palatinate,Saarland","Rural Area","54","0.348423244738255","0.268048879047994","0.428797610428516","1"
"Main Tenant","1996","Baden-Württemberg","Urban Area","823","0.423117967651686","0.398124185210731","0.448111750092641","1"
"Main Tenant","1996","Baden-Württemberg","Rural Area","96","0.351195038217155","0.287974629300432","0.414415447133879","1"
"Main Tenant","1996","Bavaria","Urban Area","472","0.532775140054078","0.498729926401417","0.566820353706739","1"
"Main Tenant","1996","Bavaria","Rural Area","390","0.407163483461797","0.373978322439806","0.440348644483789","1"
"Main Tenant","1996","Berlin","Urban Area","472","0.858300408743826","0.829075148558202","0.887525668929449","1"
"Main Tenant","1996","Berlin","Rural Area","","","","","1"
"Main Tenant","1996","Brandenburg","Urban Area","31","0.966313410663677","0.903801809015688","1.02882501231167","1"
"Main Tenant","1996","Schleswig-Holstein","Urban Area","72","0.46930210811243","0.386928428079583","0.551675788145277","1"
"Main Tenant","1996","Schleswig-Holstein","Rural Area","49","0.311652416194808","0.236778841369162","0.386525991020453","1"
"Main Tenant","1996","Hamburg","Urban Area","104","0.838530240324372","0.774784954857115","0.902275525791629","1"
"Main Tenant","1996","Hamburg","Rural Area","","","","","1"
"Main Tenant","1996","Lower Saxony","Urban Area","315","0.529005194272495","0.487626173011407","0.570384215533584","1"
"Main Tenant","1996","Lower Saxony","Rural Area","191","0.339906726505222","0.2980090558981","0.381804397112344","1"
"Main Tenant","1996","Bremen","Urban Area","59","0.68000648037296","0.586204197977274","0.773808762768646","1"
"Main Tenant","1996","Bremen","Rural Area","","","","","1"
"Main Tenant","1996","Brandenburg","Rural Area","314","0.561507032627897","0.520700204447581","0.602313860808212","1"
"Main Tenant","1996","Mecklenburg-Western Pomerania","Urban Area","48","0.766693798713789","0.653889583713717","0.87949801371386","1"
"Main Tenant","1996","Mecklenburg-Western Pomerania","Rural Area","217","0.64986783434167","0.599605973023769","0.700129695659572","1"
"Main Tenant","1996","Saxony","Urban Area","433","0.769781621805757","0.73525263768641","0.804310605925103","1"
"Main Tenant","1996","Saxony","Rural Area","269","0.548680971128854","0.506748425302502","0.590613516955205","1"
"Main Tenant","1996","Saxony-Anhalt","Urban Area","165","0.820875828519082","0.768638765707083","0.873112891331081","1"
"Main Tenant","1996","Saxony-Anhalt","Rural Area","241","0.49998150880639","0.454874181433176","0.545088836179604","1"
"Main Tenant","1996","Thuringia","Urban Area","118","0.690606506731844","0.625052034045949","0.756160979417738","1"
"Main Tenant","1996","Thuringia","Rural Area","185","0.455622951266216","0.41059814405998","0.500647758472452","1"
"Nursing Home/Retirement Community","1996","North Rhine-Westphalia","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","North Rhine-Westphalia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Hesse","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Hesse","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Baden-Württemberg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Baden-Württemberg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Bavaria","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Thuringia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Hamburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Lower Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Lower Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Bremen","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Saxony-Anhalt","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Saxony-Anhalt","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Thuringia","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Schleswig-Holstein","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Schleswig-Holstein","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Brandenburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Berlin","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1996","Bavaria","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1996","Berlin","Rural Area","","","","","4"
"Owner","1996","Schleswig-Holstein","Urban Area","64","0.51859485747343","0.436122577631967","0.601067137314893","3"
"Owner","1996","Schleswig-Holstein","Rural Area","91","0.63504081836394","0.557217025803476","0.712864610924404","3"
"Owner","1996","Hamburg","Urban Area","24","","","","3"
"Owner","1996","Hamburg","Rural Area","","","","","3"
"Owner","1996","Brandenburg","Rural Area","242","0.417925539952376","0.377364166593143","0.45848691331161","3"
"Owner","1996","Mecklenburg-Western Pomerania","Urban Area","6","","","","3"
"Owner","1996","Mecklenburg-Western Pomerania","Rural Area","127","0.345878374066789","0.295759535325523","0.395997212808054","3"
"Owner","1996","Saxony","Urban Area","123","0.206786688935562","0.17356770662559","0.240005671245535","3"
"Owner","1996","North Rhine-Westphalia","Urban Area","887","0.43185693911712","0.412451812952082","0.451262065282158","3"
"Owner","1996","North Rhine-Westphalia","Rural Area","48","0.779020666497771","0.676566851263621","0.88147448173192","3"
"Owner","1996","Hesse","Urban Area","265","0.420863722163128","0.386105434677361","0.455622009648894","3"
"Owner","1996","Hesse","Rural Area","62","0.513350760081314","0.430556695731549","0.596144824431079","3"
"Owner","1996","Rhineland-Palatinate,Saarland","Urban Area","283","0.507407970335461","0.466037639583913","0.548778301087009","3"
"Owner","1996","Rhineland-Palatinate,Saarland","Rural Area","81","0.651576755261745","0.571202389571484","0.731951120952006","3"
"Owner","1996","Baden-Württemberg","Urban Area","619","0.545179803483443","0.519988682420675","0.570370924546212","3"
"Owner","1996","Baden-Württemberg","Rural Area","111","0.603866355576647","0.539089879951271","0.668642831202022","3"
"Owner","1996","Bavaria","Urban Area","328","0.444080128837609","0.410175586538011","0.477984671137207","3"
"Owner","1996","Bavaria","Rural Area","424","0.561224516217911","0.527706250520997","0.594742781914825","3"
"Owner","1996","Berlin","Urban Area","57","0.11526976720331","0.0885078286037583","0.142031705802861","3"
"Owner","1996","Berlin","Rural Area","","","","","3"
"Owner","1996","Brandenburg","Urban Area","","","","","3"
"Owner","1996","Saxony","Rural Area","256","0.425581715826384","0.383918281435604","0.467245150217164","3"
"Owner","1996","Saxony-Anhalt","Urban Area","36","0.115873765374644","0.0722711422647817","0.159476388484506","3"
"Owner","1996","Saxony-Anhalt","Rural Area","215","0.456210303382143","0.411276298957496","0.501144307806791","3"
"Owner","1996","Thuringia","Urban Area","70","0.280968687370093","0.217225427401512","0.344711947338674","3"
"Owner","1996","Thuringia","Rural Area","260","0.464467098674783","0.419378190548931","0.509556006800634","3"
"Owner","1996","Bremen","Rural Area","","","","","3"
"Owner","1996","Lower Saxony","Urban Area","226","0.419131528773872","0.378228425858781","0.460034631688963","3"
"Owner","1996","Lower Saxony","Rural Area","285","0.628461751261296","0.585720371730097","0.671203130792496","3"
"Owner","1996","Bremen","Urban Area","31","0.273538477561521","0.183898485510407","0.363178469612635","3"
"Sub-Tenant","1996","North Rhine-Westphalia","Urban Area","51","0.0211354137982454","0.0155005379461232","0.0267702896503677","2"
"Sub-Tenant","1996","North Rhine-Westphalia","Rural Area","","","","","2"
"Sub-Tenant","1996","Hesse","Urban Area","29","","","","2"
"Sub-Tenant","1996","Hesse","Rural Area","9","","","","2"
"Sub-Tenant","1996","Rhineland-Palatinate,Saarland","Urban Area","11","","","","2"
"Sub-Tenant","1996","Thuringia","Urban Area","3","","","","2"
"Sub-Tenant","1996","Thuringia","Rural Area","25","","","","2"
"Sub-Tenant","1996","Brandenburg","Rural Area","12","","","","2"
"Sub-Tenant","1996","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Sub-Tenant","1996","Mecklenburg-Western Pomerania","Rural Area","2","","","","2"
"Sub-Tenant","1996","Saxony","Urban Area","15","","","","2"
"Sub-Tenant","1996","Saxony","Rural Area","16","","","","2"
"Sub-Tenant","1996","Saxony-Anhalt","Urban Area","6","","","","2"
"Sub-Tenant","1996","Saxony-Anhalt","Rural Area","16","","","","2"
"Sub-Tenant","1996","Hamburg","Urban Area","","","","","2"
"Sub-Tenant","1996","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","1996","Lower Saxony","Urban Area","18","","","","2"
"Sub-Tenant","1996","Schleswig-Holstein","Urban Area","5","","","","2"
"Sub-Tenant","1996","Schleswig-Holstein","Rural Area","7","","","","2"
"Sub-Tenant","1996","Lower Saxony","Rural Area","15","","","","2"
"Sub-Tenant","1996","Bremen","Urban Area","5","","","","2"
"Sub-Tenant","1996","Bremen","Rural Area","","","","","2"
"Sub-Tenant","1996","Baden-Württemberg","Urban Area","59","0.0317022288648704","0.0228386908958196","0.0405657668339212","2"
"Sub-Tenant","1996","Baden-Württemberg","Rural Area","12","","","","2"
"Sub-Tenant","1996","Bavaria","Urban Area","25","","","","2"
"Sub-Tenant","1996","Bavaria","Rural Area","28","","","","2"
"Sub-Tenant","1996","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"Sub-Tenant","1996","Berlin","Urban Area","18","","","","2"
"Sub-Tenant","1996","Berlin","Rural Area","","","","","2"
"Sub-Tenant","1996","Brandenburg","Urban Area","1","","","","2"
"Tenant","1996","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","1996","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","1996","Thuringia","Rural Area","","","","","5"
"Tenant","1996","Saxony","Urban Area","","","","","5"
"Tenant","1996","Saxony","Rural Area","","","","","5"
"Tenant","1996","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","1996","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","1996","Thuringia","Urban Area","","","","","5"
"Tenant","1996","Brandenburg","Rural Area","","","","","5"
"Tenant","1996","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","1996","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","1996","Hamburg","Urban Area","","","","","5"
"Tenant","1996","Hamburg","Rural Area","","","","","5"
"Tenant","1996","Lower Saxony","Urban Area","","","","","5"
"Tenant","1996","Lower Saxony","Rural Area","","","","","5"
"Tenant","1996","Bremen","Urban Area","","","","","5"
"Tenant","1996","Bremen","Rural Area","","","","","5"
"Tenant","1996","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","1996","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","1996","Hesse","Urban Area","","","","","5"
"Tenant","1996","Hesse","Rural Area","","","","","5"
"Tenant","1996","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","1996","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","1996","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","1996","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","1996","Bavaria","Urban Area","","","","","5"
"Tenant","1996","Bavaria","Rural Area","","","","","5"
"Tenant","1996","Berlin","Urban Area","","","","","5"
"Tenant","1996","Berlin","Rural Area","","","","","5"
"Tenant","1996","Brandenburg","Urban Area","","","","","5"
"Main Tenant","1997","North Rhine-Westphalia","Urban Area","1496","0.546493286512781","0.526796513156657","0.566190059868905","1"
"Main Tenant","1997","North Rhine-Westphalia","Rural Area","19","","","","1"
"Main Tenant","1997","Hesse","Urban Area","438","0.541706821213941","0.505413003244594","0.578000639183288","1"
"Main Tenant","1997","Hesse","Rural Area","66","0.468196275886102","0.383072517565656","0.553320034206548","1"
"Main Tenant","1997","Rhineland-Palatinate,Saarland","Urban Area","289","0.453188088433677","0.412464093825892","0.493912083041462","1"
"Main Tenant","1997","Rhineland-Palatinate,Saarland","Rural Area","57","0.385130949641213","0.30480903327565","0.465452866006776","1"
"Main Tenant","1997","Baden-Württemberg","Urban Area","837","0.42146672696973","0.396618173110449","0.446315280829012","1"
"Main Tenant","1997","Baden-Württemberg","Rural Area","101","0.427590719624426","0.3603575026198","0.494823936629053","1"
"Main Tenant","1997","Bavaria","Urban Area","440","0.522893271844145","0.488602000720968","0.557184542967322","1"
"Main Tenant","1997","Bavaria","Rural Area","367","0.396375878181679","0.362835035885066","0.429916720478292","1"
"Main Tenant","1997","Berlin","Urban Area","446","0.862950237045601","0.833191024925732","0.89270944916547","1"
"Main Tenant","1997","Berlin","Rural Area","","","","","1"
"Main Tenant","1997","Brandenburg","Urban Area","25","","","","1"
"Main Tenant","1997","Schleswig-Holstein","Urban Area","61","0.434225957857055","0.349348601727355","0.519103313986756","1"
"Main Tenant","1997","Schleswig-Holstein","Rural Area","46","0.268421336509688","0.195277528416493","0.341565144602884","1"
"Main Tenant","1997","Hamburg","Urban Area","97","0.810869094129748","0.742217644875778","0.879520543383717","1"
"Main Tenant","1997","Hamburg","Rural Area","","","","","1"
"Main Tenant","1997","Lower Saxony","Urban Area","319","0.538649327019162","0.497434965785853","0.579863688252471","1"
"Main Tenant","1997","Lower Saxony","Rural Area","178","0.307274404609764","0.266129284365597","0.348419524853932","1"
"Main Tenant","1997","Bremen","Urban Area","56","0.65791978926576","0.562016254490302","0.753823324041217","1"
"Main Tenant","1997","Bremen","Rural Area","","","","","1"
"Main Tenant","1997","Brandenburg","Rural Area","313","0.56364412662279","0.523037801651153","0.604250451594428","1"
"Main Tenant","1997","Mecklenburg-Western Pomerania","Urban Area","48","0.702636135016785","0.58397185732511","0.82130041270846","1"
"Main Tenant","1997","Mecklenburg-Western Pomerania","Rural Area","196","0.603940611313084","0.551489809558407","0.656391413067761","1"
"Main Tenant","1997","Saxony","Urban Area","421","0.764593385688803","0.729455253161791","0.799731518215816","1"
"Main Tenant","1997","Saxony","Rural Area","253","0.511058734275523","0.468621385870178","0.553496082680869","1"
"Main Tenant","1997","Saxony-Anhalt","Urban Area","150","0.781966222573258","0.724883333068145","0.839049112078371","1"
"Main Tenant","1997","Saxony-Anhalt","Rural Area","212","0.453669982000559","0.408565186481703","0.498774777519415","1"
"Main Tenant","1997","Thuringia","Urban Area","116","0.664660230628761","0.598226352773135","0.731094108484387","1"
"Main Tenant","1997","Thuringia","Rural Area","193","0.476986814752925","0.431735138605504","0.522238490900346","1"
"Nursing Home/Retirement Community","1997","North Rhine-Westphalia","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","North Rhine-Westphalia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Hesse","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Hesse","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Baden-Württemberg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Baden-Württemberg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Bavaria","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Thuringia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Schleswig-Holstein","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Schleswig-Holstein","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Hamburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Lower Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Lower Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Bremen","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Brandenburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Saxony-Anhalt","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Saxony-Anhalt","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Thuringia","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Berlin","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1997","Bavaria","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1997","Brandenburg","Urban Area","","","","","4"
"Owner","1997","Schleswig-Holstein","Urban Area","66","0.551258954725802","0.46608865620515","0.636429253246453","3"
"Owner","1997","Schleswig-Holstein","Rural Area","91","0.681479978893163","0.604578719313279","0.758381238473047","3"
"Owner","1997","Hamburg","Urban Area","28","","","","3"
"Owner","1997","Hamburg","Rural Area","","","","","3"
"Owner","1997","Brandenburg","Rural Area","240","0.398194733143087","0.358112996713877","0.438276469572297","3"
"Owner","1997","Mecklenburg-Western Pomerania","Urban Area","9","","","","3"
"Owner","1997","Mecklenburg-Western Pomerania","Rural Area","131","0.384666064862735","0.332489891039891","0.43684223868558","3"
"Owner","1997","Saxony","Urban Area","118","0.197812184168269","0.164819425726694","0.230804942609843","3"
"Owner","1997","North Rhine-Westphalia","Urban Area","915","0.436192263866897","0.416571527313824","0.45581300041997","3"
"Owner","1997","North Rhine-Westphalia","Rural Area","49","0.724894691733088","0.618754326040818","0.831035057425357","3"
"Owner","1997","Hesse","Urban Area","259","0.41842278507413","0.382490059341463","0.454355510806798","3"
"Owner","1997","Hesse","Rural Area","60","0.483245490027211","0.397996907197894","0.568494072856528","3"
"Owner","1997","Rhineland-Palatinate,Saarland","Urban Area","279","0.518960758346594","0.478086521447811","0.559834995245377","3"
"Owner","1997","Rhineland-Palatinate,Saarland","Rural Area","82","0.601550535491494","0.520741259207232","0.682359811775755","3"
"Owner","1997","Baden-Württemberg","Urban Area","634","0.543322622196258","0.518256396600447","0.568388847792069","3"
"Owner","1997","Baden-Württemberg","Rural Area","95","0.511200848809843","0.443268375284186","0.5791333223355","3"
"Owner","1997","Bavaria","Urban Area","355","0.459548733742926","0.425333985960818","0.493763481525034","3"
"Owner","1997","Bavaria","Rural Area","433","0.584236391483194","0.550441224086577","0.618031558879811","3"
"Owner","1997","Berlin","Urban Area","54","0.116605081103235","0.0888319020138587","0.144378260192611","3"
"Owner","1997","Berlin","Rural Area","","","","","3"
"Owner","1997","Brandenburg","Urban Area","2","","","","3"
"Owner","1997","Saxony","Rural Area","257","0.436468069313799","0.394364395762007","0.478571742865592","3"
"Owner","1997","Saxony-Anhalt","Urban Area","46","0.179492948816014","0.126439341650105","0.232546555981923","3"
"Owner","1997","Saxony-Anhalt","Rural Area","235","0.485604552895962","0.440323647977781","0.530885457814144","3"
"Owner","1997","Thuringia","Urban Area","76","0.297764405238318","0.233417889416393","0.362110921060243","3"
"Owner","1997","Thuringia","Rural Area","257","0.474089360447684","0.428850542624354","0.519328178271014","3"
"Owner","1997","Bremen","Rural Area","","","","","3"
"Owner","1997","Lower Saxony","Urban Area","233","0.420185021208717","0.379377056791873","0.460992985625561","3"
"Owner","1997","Bremen","Urban Area","35","0.283771683788754","0.192634745140369","0.374908622437138","3"
"Owner","1997","Lower Saxony","Rural Area","290","0.64772416309662","0.605124025429023","0.690324300764218","3"
"Sub-Tenant","1997","North Rhine-Westphalia","Urban Area","43","0.0173144496203222","0.0121535852899007","0.0224753139507437","2"
"Sub-Tenant","1997","North Rhine-Westphalia","Rural Area","","","","","2"
"Sub-Tenant","1997","Hesse","Urban Area","27","","","","2"
"Sub-Tenant","1997","Hesse","Rural Area","6","","","","2"
"Sub-Tenant","1997","Rhineland-Palatinate,Saarland","Urban Area","6","","","","2"
"Sub-Tenant","1997","Brandenburg","Rural Area","20","","","","2"
"Sub-Tenant","1997","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Sub-Tenant","1997","Mecklenburg-Western Pomerania","Rural Area","7","","","","2"
"Sub-Tenant","1997","Saxony","Urban Area","21","","","","2"
"Sub-Tenant","1997","Saxony","Rural Area","23","","","","2"
"Sub-Tenant","1997","Saxony-Anhalt","Urban Area","5","","","","2"
"Sub-Tenant","1997","Saxony-Anhalt","Rural Area","21","","","","2"
"Sub-Tenant","1997","Thuringia","Urban Area","2","","","","2"
"Sub-Tenant","1997","Thuringia","Rural Area","18","","","","2"
"Sub-Tenant","1997","Hamburg","Urban Area","","","","","2"
"Sub-Tenant","1997","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","1997","Lower Saxony","Urban Area","10","","","","2"
"Sub-Tenant","1997","Schleswig-Holstein","Urban Area","4","","","","2"
"Sub-Tenant","1997","Schleswig-Holstein","Rural Area","4","","","","2"
