"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","1997","Lower Saxony","Rural Area","15","","","","2"
"Sub-Tenant","1997","Bremen","Urban Area","3","","","","2"
"Sub-Tenant","1997","Bremen","Rural Area","","","","","2"
"Sub-Tenant","1997","Baden-Württemberg","Urban Area","46","0.0352106508340116","0.0259357649010622","0.044485536766961","2"
"Sub-Tenant","1997","Baden-Württemberg","Rural Area","12","","","","2"
"Sub-Tenant","1997","Bavaria","Urban Area","20","","","","2"
"Sub-Tenant","1997","Berlin","Urban Area","13","","","","2"
"Sub-Tenant","1997","Rhineland-Palatinate,Saarland","Rural Area","2","","","","2"
"Sub-Tenant","1997","Bavaria","Rural Area","17","","","","2"
"Sub-Tenant","1997","Berlin","Rural Area","","","","","2"
"Sub-Tenant","1997","Brandenburg","Urban Area","","","","","2"
"Tenant","1997","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","1997","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","1997","Thuringia","Urban Area","","","","","5"
"Tenant","1997","Thuringia","Rural Area","","","","","5"
"Tenant","1997","Saxony","Urban Area","","","","","5"
"Tenant","1997","Saxony","Rural Area","","","","","5"
"Tenant","1997","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","1997","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","1997","Brandenburg","Rural Area","","","","","5"
"Tenant","1997","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","1997","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","1997","Hamburg","Urban Area","","","","","5"
"Tenant","1997","Hamburg","Rural Area","","","","","5"
"Tenant","1997","Lower Saxony","Urban Area","","","","","5"
"Tenant","1997","Lower Saxony","Rural Area","","","","","5"
"Tenant","1997","Bremen","Urban Area","","","","","5"
"Tenant","1997","Bremen","Rural Area","","","","","5"
"Tenant","1997","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","1997","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","1997","Hesse","Urban Area","","","","","5"
"Tenant","1997","Hesse","Rural Area","","","","","5"
"Tenant","1997","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","1997","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","1997","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","1997","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","1997","Bavaria","Urban Area","","","","","5"
"Tenant","1997","Bavaria","Rural Area","","","","","5"
"Tenant","1997","Berlin","Urban Area","","","","","5"
"Tenant","1997","Berlin","Rural Area","","","","","5"
"Tenant","1997","Brandenburg","Urban Area","","","","","5"
"Main Tenant","1998","North Rhine-Westphalia","Urban Area","1661","0.542981707294586","0.524510542572203","0.561452872016968","1"
"Main Tenant","1998","North Rhine-Westphalia","Rural Area","14","","","","1"
"Main Tenant","1998","Hesse","Urban Area","477","0.528554122180906","0.494027748082518","0.563080496279294","1"
"Main Tenant","1998","Hesse","Rural Area","66","0.382805037291375","0.305018852694678","0.460591221888072","1"
"Main Tenant","1998","Rhineland-Palatinate,Saarland","Urban Area","290","0.437995317283048","0.399036230482629","0.476954404083467","1"
"Main Tenant","1998","Rhineland-Palatinate,Saarland","Rural Area","62","0.387447556313193","0.317056532658618","0.457838579967768","1"
"Main Tenant","1998","Baden-Württemberg","Urban Area","850","0.428744609829929","0.404667557140656","0.452821662519202","1"
"Main Tenant","1998","Baden-Württemberg","Rural Area","89","0.349648556802206","0.284843880196686","0.414453233407726","1"
"Main Tenant","1998","Bavaria","Urban Area","476","0.499122330545858","0.466654128655228","0.531590532436487","1"
"Main Tenant","1998","Bavaria","Rural Area","379","0.349150020099752","0.319119911972028","0.379180128227476","1"
"Main Tenant","1998","Berlin","Urban Area","459","0.852094704928966","0.82192798653086","0.882261423327072","1"
"Main Tenant","1998","Berlin","Rural Area","","","","","1"
"Main Tenant","1998","Brandenburg","Urban Area","28","","","","1"
"Main Tenant","1998","Mecklenburg-Western Pomerania","Rural Area","191","0.528843682727665","0.477063908477257","0.580623456978073","1"
"Main Tenant","1998","Saxony","Urban Area","434","0.744040999735471","0.708707803987473","0.77937419548347","1"
"Main Tenant","1998","Saxony","Rural Area","295","0.501381377240057","0.461440445461007","0.541322309019107","1"
"Main Tenant","1998","Saxony-Anhalt","Urban Area","147","0.77153502489426","0.712455789760538","0.830614260027982","1"
"Main Tenant","1998","Saxony-Anhalt","Rural Area","233","0.473171003816337","0.429364185179472","0.516977822453203","1"
"Main Tenant","1998","Thuringia","Urban Area","111","0.588746828976425","0.523577244199009","0.65391641375384","1"
"Main Tenant","1998","Thuringia","Rural Area","184","0.425275086803967","0.38261829170363","0.467931881904305","1"
"Main Tenant","1998","Schleswig-Holstein","Urban Area","78","0.360253351507041","0.292347765521521","0.428158937492561","1"
"Main Tenant","1998","Schleswig-Holstein","Rural Area","55","0.287396895748271","0.218135528828674","0.356658262667868","1"
"Main Tenant","1998","Hamburg","Urban Area","123","0.844557096195299","0.787331847520517","0.901782344870081","1"
"Main Tenant","1998","Hamburg","Rural Area","","","","","1"
"Main Tenant","1998","Lower Saxony","Urban Area","351","0.542531683864079","0.503505688579452","0.581557679148707","1"
"Main Tenant","1998","Lower Saxony","Rural Area","194","0.302544852648231","0.265128466817868","0.339961238478593","1"
"Main Tenant","1998","Bremen","Urban Area","60","0.625876930838367","0.531505808411292","0.720248053265442","1"
"Main Tenant","1998","Bremen","Rural Area","","","","","1"
"Main Tenant","1998","Brandenburg","Rural Area","316","0.561947394359454","0.522048043186828","0.60184674553208","1"
"Main Tenant","1998","Mecklenburg-Western Pomerania","Urban Area","45","0.672206923351407","0.547007424651827","0.797406422050987","1"
"Nursing Home/Retirement Community","1998","Schleswig-Holstein","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Hamburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","North Rhine-Westphalia","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","North Rhine-Westphalia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Baden-Württemberg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Baden-Württemberg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Hesse","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Bavaria","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Schleswig-Holstein","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Hesse","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Lower Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Lower Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Bremen","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Thuringia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Saxony","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Saxony-Anhalt","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Saxony-Anhalt","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Thuringia","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Bavaria","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Berlin","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","1998","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","1998","Brandenburg","Rural Area","","","","","4"
"Owner","1998","Hamburg","Urban Area","29","","","","3"
"Owner","1998","Schleswig-Holstein","Urban Area","105","0.611938502931986","0.54300955594774","0.680867449916232","3"
"Owner","1998","Schleswig-Holstein","Rural Area","106","0.690174835236552","0.619402411063516","0.760947259409587","3"
"Owner","1998","Hamburg","Rural Area","","","","","3"
"Owner","1998","North Rhine-Westphalia","Urban Area","1067","0.430392887070978","0.412033628657976","0.448752145483979","3"
"Owner","1998","North Rhine-Westphalia","Rural Area","50","0.772670098103352","0.669990670474459","0.875349525732244","3"
"Owner","1998","Hesse","Urban Area","305","0.434781609452007","0.400494249766572","0.469068969137442","3"
"Owner","1998","Hesse","Rural Area","78","0.557581309685248","0.478098484011906","0.63706413535859","3"
"Owner","1998","Rhineland-Palatinate,Saarland","Urban Area","312","0.522103531744306","0.482879765351785","0.561327298136827","3"
"Owner","1998","Rhineland-Palatinate,Saarland","Rural Area","116","0.592109340060682","0.521100565835281","0.663118114286084","3"
"Owner","1998","Baden-Württemberg","Urban Area","709","0.524165967442097","0.499869060444033","0.54846287444016","3"
"Owner","1998","Baden-Württemberg","Rural Area","106","0.566107936974869","0.498754944139852","0.633460929809887","3"
"Owner","1998","Bavaria","Urban Area","413","0.473706986480939","0.441283657717384","0.506130315244494","3"
"Owner","1998","Bavaria","Rural Area","561","0.627334319837982","0.596875039669744","0.65779360000622","3"
"Owner","1998","Berlin","Urban Area","62","0.118974362790924","0.0914629279244855","0.146485797657363","3"
"Owner","1998","Berlin","Rural Area","","","","","3"
"Owner","1998","Brandenburg","Urban Area","2","","","","3"
"Owner","1998","Brandenburg","Rural Area","254","0.397263172911294","0.357911981496298","0.43661436432629","3"
"Owner","1998","Mecklenburg-Western Pomerania","Urban Area","9","","","","3"
"Owner","1998","Mecklenburg-Western Pomerania","Rural Area","160","0.455466471029924","0.403806459111574","0.507126482948274","3"
"Owner","1998","Saxony","Urban Area","126","0.218163073220887","0.184724480340144","0.25160166610163","3"
"Owner","1998","Saxony","Rural Area","289","0.448873898045462","0.409142164757122","0.488605631333803","3"
"Owner","1998","Saxony-Anhalt","Urban Area","45","0.208066797741043","0.150946180288812","0.265187415193275","3"
"Owner","1998","Saxony-Anhalt","Rural Area","248","0.472495810777561","0.428692215680435","0.516299405874687","3"
"Owner","1998","Thuringia","Urban Area","107","0.408020876950194","0.342929955206553","0.473111798693836","3"
"Owner","1998","Thuringia","Rural Area","300","0.496369169545202","0.453229005353853","0.539509333736552","3"
"Owner","1998","Lower Saxony","Urban Area","255","0.401013931868732","0.362621200028016","0.439406663709448","3"
"Owner","1998","Lower Saxony","Rural Area","368","0.663516664872281","0.625029448035444","0.702003881709118","3"
"Owner","1998","Bremen","Rural Area","","","","","3"
"Owner","1998","Bremen","Urban Area","40","0.350039141764014","0.257016362467923","0.443061921060104","3"
"Sub-Tenant","1998","North Rhine-Westphalia","Rural Area","","","","","2"
"Sub-Tenant","1998","Rhineland-Palatinate,Saarland","Urban Area","21","","","","2"
"Sub-Tenant","1998","Hesse","Urban Area","20","","","","2"
"Sub-Tenant","1998","North Rhine-Westphalia","Urban Area","63","0.0244991156440337","0.018766881420282","0.0302313498677855","2"
"Sub-Tenant","1998","Hesse","Rural Area","6","","","","2"
"Sub-Tenant","1998","Schleswig-Holstein","Rural Area","3","","","","2"
"Sub-Tenant","1998","Hamburg","Urban Area","2","","","","2"
"Sub-Tenant","1998","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","1998","Lower Saxony","Urban Area","18","","","","2"
"Sub-Tenant","1998","Lower Saxony","Rural Area","17","","","","2"
"Sub-Tenant","1998","Bremen","Urban Area","1","","","","2"
"Sub-Tenant","1998","Schleswig-Holstein","Urban Area","9","","","","2"
"Sub-Tenant","1998","Bremen","Rural Area","","","","","2"
"Sub-Tenant","1998","Mecklenburg-Western Pomerania","Rural Area","5","","","","2"
"Sub-Tenant","1998","Saxony","Urban Area","24","","","","2"
"Sub-Tenant","1998","Saxony","Rural Area","17","","","","2"
"Sub-Tenant","1998","Rhineland-Palatinate,Saarland","Rural Area","6","","","","2"
"Sub-Tenant","1998","Baden-Württemberg","Urban Area","61","0.0425499039649905","0.0327302497106532","0.0523695582193278","2"
"Sub-Tenant","1998","Baden-Württemberg","Rural Area","13","","","","2"
"Sub-Tenant","1998","Bavaria","Urban Area","20","","","","2"
"Sub-Tenant","1998","Bavaria","Rural Area","27","","","","2"
"Sub-Tenant","1998","Berlin","Urban Area","11","","","","2"
"Sub-Tenant","1998","Berlin","Rural Area","","","","","2"
"Sub-Tenant","1998","Brandenburg","Urban Area","","","","","2"
"Sub-Tenant","1998","Brandenburg","Rural Area","24","","","","2"
"Sub-Tenant","1998","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"Sub-Tenant","1998","Saxony-Anhalt","Urban Area","1","","","","2"
"Sub-Tenant","1998","Saxony-Anhalt","Rural Area","18","","","","2"
"Sub-Tenant","1998","Thuringia","Urban Area","1","","","","2"
"Sub-Tenant","1998","Thuringia","Rural Area","30","0.0708923891091016","0.0487483899997621","0.0930363882184411","2"
"Tenant","1998","Bremen","Rural Area","","","","","5"
"Tenant","1998","North Rhine-Westphalia","Urban Area","3","","","","5"
"Tenant","1998","Thuringia","Urban Area","","","","","5"
"Tenant","1998","Thuringia","Rural Area","2","","","","5"
"Tenant","1998","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","1998","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","1998","Hamburg","Urban Area","","","","","5"
"Tenant","1998","Hamburg","Rural Area","","","","","5"
"Tenant","1998","Lower Saxony","Urban Area","2","","","","5"
"Tenant","1998","Lower Saxony","Rural Area","","","","","5"
"Tenant","1998","Bremen","Urban Area","","","","","5"
"Tenant","1998","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","1998","Mecklenburg-Western Pomerania","Rural Area","1","","","","5"
"Tenant","1998","Saxony","Urban Area","2","","","","5"
"Tenant","1998","Saxony","Rural Area","1","","","","5"
"Tenant","1998","Saxony-Anhalt","Urban Area","1","","","","5"
"Tenant","1998","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","1998","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","1998","Hesse","Urban Area","1","","","","5"
"Tenant","1998","Hesse","Rural Area","","","","","5"
"Tenant","1998","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","1998","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","1998","Baden-Württemberg","Urban Area","3","","","","5"
"Tenant","1998","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","1998","Bavaria","Urban Area","2","","","","5"
"Tenant","1998","Bavaria","Rural Area","1","","","","5"
"Tenant","1998","Berlin","Urban Area","","","","","5"
"Tenant","1998","Berlin","Rural Area","","","","","5"
"Tenant","1998","Brandenburg","Urban Area","","","","","5"
"Tenant","1998","Brandenburg","Rural Area","","","","","5"
"Main Tenant","1999","North Rhine-Westphalia","Urban Area","1563","0.552270376080484","0.533344973768449","0.571195778392518","1"
