"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Owner","1986","Bavaria","West Germany","863","0.527356217497019","0.50416972046664","0.550542714527399","3"
"Owner","1986","Bavaria","East Germany","","","","","3"
"Owner","1986","Berlin","West Germany","27","","","","3"
"Owner","1986","Berlin","East Germany","","","","","3"
"Owner","1986","Brandenburg","West Germany","","","","","3"
"Owner","1986","Saxony-Anhalt","East Germany","","","","","3"
"Owner","1986","Thuringia","West Germany","","","","","3"
"Owner","1986","Thuringia","East Germany","","","","","3"
"Sub-Tenant","1986","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Sub-Tenant","1986","Saxony","West Germany","","","","","2"
"Sub-Tenant","1986","Saxony","East Germany","","","","","2"
"Sub-Tenant","1986","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","1986","Saxony-Anhalt","East Germany","","","","","2"
"Sub-Tenant","1986","Thuringia","West Germany","","","","","2"
"Sub-Tenant","1986","Thuringia","East Germany","","","","","2"
"Sub-Tenant","1986","Schleswig-Holstein","West Germany","6","","","","2"
"Sub-Tenant","1986","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","1986","Hamburg","West Germany","5","","","","2"
"Sub-Tenant","1986","Hamburg","East Germany","","","","","2"
"Sub-Tenant","1986","Lower Saxony","West Germany","16","","","","2"
"Sub-Tenant","1986","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","1986","Bremen","West Germany","","","","","2"
"Sub-Tenant","1986","Bremen","East Germany","","","","","2"
"Sub-Tenant","1986","North Rhine-Westphalia","West Germany","39","0.0160441600526287","0.0114473830133688","0.0206409370918886","2"
"Sub-Tenant","1986","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","1986","Hesse","West Germany","40","0.0207142273066378","0.0121035795339439","0.0293248750793317","2"
"Sub-Tenant","1986","Hesse","East Germany","","","","","2"
"Sub-Tenant","1986","Rhineland-Palatinate,Saarland","West Germany","19","","","","2"
"Sub-Tenant","1986","Brandenburg","East Germany","","","","","2"
"Sub-Tenant","1986","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","1986","Bavaria","West Germany","25","","","","2"
"Sub-Tenant","1986","Bavaria","East Germany","","","","","2"
"Sub-Tenant","1986","Berlin","West Germany","8","","","","2"
"Sub-Tenant","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","1986","Baden-Württemberg","West Germany","40","0.0167599531378461","0.0111409783692808","0.0223789279064115","2"
"Sub-Tenant","1986","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","1986","Berlin","East Germany","","","","","2"
"Sub-Tenant","1986","Brandenburg","West Germany","","","","","2"
"Tenant","1986","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","1986","Hamburg","West Germany","","","","","5"
"Tenant","1986","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","1986","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","1986","Hamburg","East Germany","","","","","5"
"Tenant","1986","Lower Saxony","West Germany","","","","","5"
"Tenant","1986","Lower Saxony","East Germany","","","","","5"
"Tenant","1986","Bremen","West Germany","","","","","5"
"Tenant","1986","Bremen","East Germany","","","","","5"
"Tenant","1986","Saxony","West Germany","","","","","5"
"Tenant","1986","Saxony","East Germany","","","","","5"
"Tenant","1986","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","1986","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","1986","Thuringia","West Germany","","","","","5"
"Tenant","1986","Thuringia","East Germany","","","","","5"
"Tenant","1986","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","1986","Brandenburg","East Germany","","","","","5"
"Tenant","1986","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","1986","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","1986","Hesse","West Germany","","","","","5"
"Tenant","1986","Hesse","East Germany","","","","","5"
"Tenant","1986","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","1986","Baden-Württemberg","West Germany","","","","","5"
"Tenant","1986","Baden-Württemberg","East Germany","","","","","5"
"Tenant","1986","Bavaria","West Germany","","","","","5"
"Tenant","1986","Bavaria","East Germany","","","","","5"
"Tenant","1986","Berlin","West Germany","","","","","5"
"Tenant","1986","Berlin","East Germany","","","","","5"
"Tenant","1986","Brandenburg","West Germany","","","","","5"
"Main Tenant","1987","North Rhine-Westphalia","West Germany","1803","0.601469394757526","0.583453491990222","0.619485297524829","1"
"Main Tenant","1987","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","1987","Hesse","West Germany","661","0.525834039425042","0.495717458418594","0.555950620431489","1"
"Main Tenant","1987","Hesse","East Germany","","","","","1"
"Main Tenant","1987","Rhineland-Palatinate,Saarland","West Germany","312","0.367120652207058","0.333096620683445","0.401144683730671","1"
"Main Tenant","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","1987","Baden-Württemberg","West Germany","1096","0.445497899193515","0.423589069243796","0.467406729143234","1"
"Main Tenant","1987","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","1987","Bavaria","West Germany","863","0.451833608643833","0.428415931192302","0.475251286095365","1"
"Main Tenant","1987","Bavaria","East Germany","","","","","1"
"Main Tenant","1987","Berlin","West Germany","333","0.89281554091339","0.861079814777953","0.924551267048828","1"
"Main Tenant","1987","Berlin","East Germany","","","","","1"
"Main Tenant","1987","Brandenburg","West Germany","","","","","1"
"Main Tenant","1987","Schleswig-Holstein","West Germany","139","0.39560613927597","0.342526150247106","0.448686128304834","1"
"Main Tenant","1987","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","1987","Hamburg","West Germany","174","0.778807811309436","0.724695770453731","0.832919852165142","1"
"Main Tenant","1987","Hamburg","East Germany","","","","","1"
"Main Tenant","1987","Lower Saxony","West Germany","511","0.449798337102298","0.420519610117409","0.479077064087187","1"
"Main Tenant","1987","Lower Saxony","East Germany","","","","","1"
"Main Tenant","1987","Bremen","West Germany","69","0.73567502430303","0.649674814498983","0.821675234107077","1"
"Main Tenant","1987","Bremen","East Germany","","","","","1"
"Main Tenant","1987","Brandenburg","East Germany","","","","","1"
"Main Tenant","1987","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","1987","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Main Tenant","1987","Saxony","West Germany","","","","","1"
"Main Tenant","1987","Saxony","East Germany","","","","","1"
"Main Tenant","1987","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","1987","Saxony-Anhalt","East Germany","","","","","1"
"Main Tenant","1987","Thuringia","West Germany","","","","","1"
"Main Tenant","1987","Thuringia","East Germany","","","","","1"
"Nursing Home/Retirement Community","1987","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Hamburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","North Rhine-Westphalia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Hesse","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Bavaria","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Thuringia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Lower Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Bremen","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Baden-Württemberg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Saxony-Anhalt","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Schleswig-Holstein","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Brandenburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Berlin","West Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","1987","Brandenburg","West Germany","","","","","4"
"Owner","1987","Schleswig-Holstein","East Germany","","","","","3"
"Owner","1987","Hamburg","West Germany","48","0.199379589013381","0.147290405673832","0.25146877235293","3"
"Owner","1987","Hamburg","East Germany","","","","","3"
"Owner","1987","Saxony","West Germany","","","","","3"
"Owner","1987","Saxony","East Germany","","","","","3"
"Owner","1987","Schleswig-Holstein","West Germany","181","0.575352003515801","0.521695712903119","0.629008294128483","3"
"Owner","1987","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Owner","1987","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","1987","Brandenburg","East Germany","","","","","3"
"Owner","1987","Saxony-Anhalt","West Germany","","","","","3"
"Owner","1987","Lower Saxony","West Germany","578","0.534137935521704","0.504779175896843","0.563496695146565","3"
"Owner","1987","Lower Saxony","East Germany","","","","","3"
"Owner","1987","Bremen","West Germany","32","0.26432497569697","0.178324765892923","0.350325185501017","3"
"Owner","1987","Bremen","East Germany","","","","","3"
"Owner","1987","North Rhine-Westphalia","West Germany","992","0.382012924995135","0.364133763480552","0.399892086509717","3"
"Owner","1987","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","1987","Hesse","West Germany","371","0.452712069235546","0.422690381475218","0.482733756995873","3"
"Owner","1987","Hesse","East Germany","","","","","3"
"Owner","1987","Rhineland-Palatinate,Saarland","West Germany","442","0.6054955751289","0.570996907047525","0.639994243210276","3"
"Owner","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","1987","Baden-Württemberg","West Germany","826","0.526972756357833","0.504964688560572","0.548980824155095","3"
"Owner","1987","Baden-Württemberg","East Germany","","","","","3"
"Owner","1987","Bavaria","West Germany","838","0.526583670927466","0.503089849572237","0.550077492282695","3"
"Owner","1987","Bavaria","East Germany","","","","","3"
"Owner","1987","Berlin","West Germany","27","","","","3"
"Owner","1987","Berlin","East Germany","","","","","3"
"Owner","1987","Brandenburg","West Germany","","","","","3"
"Owner","1987","Saxony-Anhalt","East Germany","","","","","3"
"Owner","1987","Thuringia","West Germany","","","","","3"
"Owner","1987","Thuringia","East Germany","","","","","3"
"Sub-Tenant","1987","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","1987","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","1987","Saxony-Anhalt","East Germany","","","","","2"
"Sub-Tenant","1987","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Sub-Tenant","1987","Saxony","West Germany","","","","","2"
"Sub-Tenant","1987","Saxony","East Germany","","","","","2"
"Sub-Tenant","1987","Thuringia","West Germany","","","","","2"
"Sub-Tenant","1987","Thuringia","East Germany","","","","","2"
"Sub-Tenant","1987","North Rhine-Westphalia","West Germany","42","0.0165176802473394","0.0118276436789755","0.0212077168157032","2"
"Sub-Tenant","1987","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","1987","Hesse","West Germany","24","","","","2"
"Sub-Tenant","1987","Hesse","East Germany","","","","","2"
"Sub-Tenant","1987","Brandenburg","East Germany","","","","","2"
"Sub-Tenant","1987","Schleswig-Holstein","West Germany","6","","","","2"
"Sub-Tenant","1987","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","1987","Hamburg","West Germany","4","","","","2"
"Sub-Tenant","1987","Hamburg","East Germany","","","","","2"
"Sub-Tenant","1987","Lower Saxony","West Germany","20","","","","2"
"Sub-Tenant","1987","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","1987","Bremen","West Germany","","","","","2"
"Sub-Tenant","1987","Bremen","East Germany","","","","","2"
"Sub-Tenant","1987","Rhineland-Palatinate,Saarland","West Germany","17","","","","2"
"Sub-Tenant","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","1987","Baden-Württemberg","West Germany","55","0.0275293444486514","0.0203169255302081","0.0347417633670947","2"
"Sub-Tenant","1987","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","1987","Bavaria","West Germany","34","0.0215827204287008","0.0147449659751209","0.0284204748822807","2"
"Sub-Tenant","1987","Bavaria","East Germany","","","","","2"
"Sub-Tenant","1987","Berlin","West Germany","5","","","","2"
"Sub-Tenant","1987","Berlin","East Germany","","","","","2"
