"hlf0001_h","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Main Tenant","2019","Urban Area","East Germany","1172","0.664395424237504","0.642195552865882","0.686595295609126"
"Main Tenant","2019","Rural Area","West Germany","2637","0.390160365814708","0.377908435951341","0.402412295678075"
"Main Tenant","2019","Rural Area","East Germany","1794","0.448082858974956","0.432455362960192","0.46371035498972"
"Sub-Tenant","2019","Urban Area","West Germany","335","0.0179398410489469","0.0159069106133301","0.0199727714845638"
"Sub-Tenant","2019","Urban Area","East Germany","20","","",""
"Sub-Tenant","2019","Rural Area","West Germany","106","0.0172360020767727","0.0139669789572516","0.0205050251962937"
"Sub-Tenant","2019","Rural Area","East Germany","74","0.0272951154392606","0.022174686936157","0.0324155439423642"
"Owner","2019","Urban Area","West Germany","7373","0.501614434307654","0.493956495060532","0.509272373554775"
"Owner","2019","Urban Area","East Germany","540","0.311352687890009","0.289583213521568","0.333122162258451"
"Owner","2019","Rural Area","West Germany","3338","0.590351930362065","0.577999965311588","0.602703895412541"
"Owner","2019","Rural Area","East Germany","2010","0.520091849657212","0.504392112658037","0.535791586656387"
"Nursing Home/Retirement Community","2019","Urban Area","West Germany","30","0.00392916886044578","0.00297100533570225","0.00488733238518932"
"Nursing Home/Retirement Community","2019","Urban Area","East Germany","6","","",""
"Nursing Home/Retirement Community","2019","Rural Area","West Germany","8","","",""
"Nursing Home/Retirement Community","2019","Rural Area","East Germany","12","","",""
"Tenant","2019","Urban Area","West Germany","","","",""
"Tenant","2019","Urban Area","East Germany","","","",""
"Tenant","2019","Rural Area","West Germany","","","",""
"Tenant","2019","Rural Area","East Germany","","","",""
