"hlf0001_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Owner","1993","Single parent ","West Germany","139","0.37347654446049","0.327808776136196","0.419144312784783","3"
"Owner","1993","Single parent ","East Germany","43","0.255725286808642","0.191454306070747","0.319996267546536","3"
"Owner","1993","Couple + C. LE 16 ","West Germany","784","0.476872847655694","0.455145585687739","0.498600109623649","3"
"Owner","1993","Couple + C. LE 16 ","East Germany","329","0.29636889134485","0.269284093675435","0.323453689014266","3"
"Owner","1993","Couple + C. GT 16 ","West Germany","1030","0.679923586023501","0.658740045235831","0.701107126811171","3"
"Owner","1993","Couple + C. GT 16 ","East Germany","319","0.452649150780979","0.416615367952232","0.488682933609725","3"
"Owner","1993","Couple + C. LE and GT 16","West Germany","332","0.521104689621804","0.487442241866786","0.554767137376821","3"
"Owner","1993","Couple + C. LE and GT 16","East Germany","140","0.378012995765277","0.326846866440554","0.429179125090001","3"
"Sub-Tenant","1993","(Married) couple without C. ","West Germany","63","0.0213265275836673","0.0155405823995395","0.0271124727677951","2"
"Sub-Tenant","1993","1-pers.-HH","East Germany","13","","","","2"
"Sub-Tenant","1993","1-pers.-HH","West Germany","75","0.0681747442593132","0.0533339478223022","0.0830155406963242","2"
"Sub-Tenant","1993","(Married) couple without C. ","East Germany","30","0.0251913478454204","0.015178936831439","0.0352037588594017","2"
"Sub-Tenant","1993","Single parent ","West Germany","12","","","","2"
"Sub-Tenant","1993","Single parent ","East Germany","7","","","","2"
"Sub-Tenant","1993","Couple + C. LE 16 ","East Germany","32","0.0327821939039789","0.0222208807333693","0.0433435070745884","2"
"Sub-Tenant","1993","Couple + C. LE 16 ","West Germany","55","0.0315991191958986","0.0239894610250037","0.0392087773667934","2"
"Sub-Tenant","1993","Couple + C. GT 16 ","West Germany","34","0.0159662205972871","0.0102744455191546","0.0216579956754197","2"
"Sub-Tenant","1993","Couple + C. GT 16 ","East Germany","4","","","","2"
"Sub-Tenant","1993","Couple + C. LE and GT 16","East Germany","","","","","2"
"Sub-Tenant","1993","Couple + C. LE and GT 16","West Germany","4","","","","2"
"Tenant","1993","1-pers.-HH","West Germany","","","","","5"
"Tenant","1993","1-pers.-HH","East Germany","","","","","5"
"Tenant","1993","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","1993","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","1993","Single parent ","West Germany","","","","","5"
"Tenant","1993","Single parent ","East Germany","","","","","5"
"Tenant","1993","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","1993","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","1993","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","1993","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","1993","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1993","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","1994","1-pers.-HH","West Germany","769","0.696103369755407","0.668786309449139","0.723420430061675","1"
"Main Tenant","1994","1-pers.-HH","East Germany","258","0.814231217428092","0.771817428391634","0.856645006464551","1"
"Main Tenant","1994","(Married) couple without C. ","West Germany","1368","0.486510515692421","0.466654152996627","0.506366878388215","1"
"Main Tenant","1994","(Married) couple without C. ","East Germany","659","0.668571655687872","0.638963777863272","0.698179533512473","1"
"Main Tenant","1994","Single parent ","East Germany","118","0.728205710547453","0.659485836152237","0.796925584942669","1"
"Main Tenant","1994","Single parent ","West Germany","271","0.594312697046452","0.547296847096087","0.641328546996817","1"
"Main Tenant","1994","Couple + C. LE 16 ","West Germany","1188","0.489108333290915","0.46736830675371","0.51084835982812","1"
"Main Tenant","1994","Couple + C. LE 16 ","East Germany","641","0.667258952792048","0.637966530050975","0.696551375533122","1"
"Main Tenant","1994","Couple + C. GT 16 ","East Germany","414","0.558397707398147","0.522399831491668","0.594395583304626","1"
"Main Tenant","1994","Couple + C. LE and GT 16","East Germany","191","0.562784719872065","0.511543948947282","0.614025490796848","1"
"Main Tenant","1994","Couple + C. GT 16 ","West Germany","749","0.307040881660167","0.285336357920298","0.328745405400037","1"
"Main Tenant","1994","Couple + C. LE and GT 16","West Germany","472","0.448242996075819","0.41424581833631","0.482240173815328","1"
"Nursing Home/Retirement Community","1994","1-pers.-HH","West Germany","","","","","4"
"Nursing Home/Retirement Community","1994","(Married) couple without C. ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1994","1-pers.-HH","East Germany","","","","","4"
"Nursing Home/Retirement Community","1994","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1994","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1994","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1994","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1994","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1994","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1994","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","1994","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1994","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","1994","1-pers.-HH","West Germany","246","0.235765610368094","0.210554749932769","0.26097647080342","3"
"Owner","1994","1-pers.-HH","East Germany","42","0.122808544743668","0.087014702581855","0.158602386905481","3"
"Owner","1994","(Married) couple without C. ","West Germany","998","0.488895085502141","0.46903639221204","0.508753778792242","3"
"Owner","1994","(Married) couple without C. ","East Germany","281","0.310150137437594","0.281056249876064","0.339244024999123","3"
"Owner","1994","Single parent ","West Germany","139","0.372856969067934","0.326555420935393","0.419158517200475","3"
"Owner","1994","Single parent ","East Germany","39","0.249988870807673","0.183103776411344","0.316873965204002","3"
"Owner","1994","Couple + C. LE 16 ","West Germany","803","0.495523721292085","0.47377940638637","0.517268036197801","3"
"Owner","1994","Couple + C. LE 16 ","East Germany","324","0.306853212841195","0.278182872823729","0.335523552858661","3"
"Owner","1994","Couple + C. GT 16 ","West Germany","971","0.682883472192771","0.660986650036745","0.704780294348796","3"
"Owner","1994","Couple + C. GT 16 ","East Germany","310","0.430913211135556","0.395014937888574","0.466811484382537","3"
"Owner","1994","Couple + C. LE and GT 16","West Germany","342","0.547370119790811","0.513343066949416","0.581397172632206","3"
"Owner","1994","Couple + C. LE and GT 16","East Germany","166","0.43065529775513","0.3795048570793","0.481805738430959","3"
"Sub-Tenant","1994","1-pers.-HH","East Germany","23","","","","2"
"Sub-Tenant","1994","1-pers.-HH","West Germany","74","0.0681310198764987","0.053165768238571","0.0830962715144264","2"
"Sub-Tenant","1994","(Married) couple without C. ","East Germany","31","0.0212782068745342","0.0122013472519255","0.0303550664971428","2"
"Sub-Tenant","1994","(Married) couple without C. ","West Germany","68","0.0245943988054377","0.0184412342150729","0.0307475633958025","2"
"Sub-Tenant","1994","Single parent ","West Germany","9","","","","2"
"Sub-Tenant","1994","Single parent ","East Germany","4","","","","2"
"Sub-Tenant","1994","Couple + C. LE 16 ","West Germany","40","0.0153679454169993","0.0100181395950707","0.0207177512389279","2"
"Sub-Tenant","1994","Couple + C. LE 16 ","East Germany","29","","","","2"
"Sub-Tenant","1994","Couple + C. GT 16 ","West Germany","15","","","","2"
"Sub-Tenant","1994","Couple + C. LE and GT 16","East Germany","3","","","","2"
"Sub-Tenant","1994","Couple + C. LE and GT 16","West Germany","8","","","","2"
"Sub-Tenant","1994","Couple + C. GT 16 ","East Germany","7","","","","2"
"Tenant","1994","1-pers.-HH","West Germany","","","","","5"
"Tenant","1994","1-pers.-HH","East Germany","","","","","5"
"Tenant","1994","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","1994","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","1994","Single parent ","West Germany","","","","","5"
"Tenant","1994","Single parent ","East Germany","","","","","5"
"Tenant","1994","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","1994","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","1994","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","1994","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","1994","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1994","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","1995","1-pers.-HH","West Germany","798","0.68430559472049","0.65716967029489","0.71144151914609","1"
"Main Tenant","1995","1-pers.-HH","East Germany","265","0.811917826796888","0.769946197356386","0.853889456237391","1"
"Main Tenant","1995","(Married) couple without C. ","West Germany","1458","0.483061533456199","0.463654718205721","0.502468348706677","1"
"Main Tenant","1995","(Married) couple without C. ","East Germany","654","0.64234631174735","0.612337346223388","0.672355277271312","1"
"Main Tenant","1995","Single parent ","West Germany","288","0.559296806716709","0.513426029079808","0.60516758435361","1"
"Main Tenant","1995","Single parent ","East Germany","126","0.720071162904413","0.651773541878408","0.788368783930418","1"
"Main Tenant","1995","Couple + C. LE 16 ","West Germany","1342","0.467848080230489","0.447263000475852","0.488433159985126","1"
"Main Tenant","1995","Couple + C. LE 16 ","East Germany","570","0.648999754713493","0.617835146476987","0.680164362949999","1"
"Main Tenant","1995","Couple + C. GT 16 ","West Germany","814","0.311905065678716","0.290431719368421","0.33337841198901","1"
"Main Tenant","1995","Couple + C. LE and GT 16","West Germany","522","0.479731299146893","0.446438300418214","0.513024297875572","1"
"Main Tenant","1995","Couple + C. GT 16 ","East Germany","386","0.517011544646666","0.480485542415766","0.553537546877567","1"
"Main Tenant","1995","Couple + C. LE and GT 16","East Germany","187","0.478925840442396","0.429025715889297","0.528825964995496","1"
"Nursing Home/Retirement Community","1995","1-pers.-HH","West Germany","","","","","4"
"Nursing Home/Retirement Community","1995","1-pers.-HH","East Germany","","","","","4"
"Nursing Home/Retirement Community","1995","(Married) couple without C. ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1995","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1995","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1995","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1995","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1995","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1995","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1995","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1995","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","1995","Couple + C. LE and GT 16","West Germany","","","","","4"
"Owner","1995","1-pers.-HH","West Germany","249","0.247450347988451","0.22225631190232","0.272644384074582","3"
"Owner","1995","1-pers.-HH","East Germany","43","0.125800781392273","0.0901825090236978","0.161419053760848","3"
"Owner","1995","(Married) couple without C. ","West Germany","1012","0.482575359587761","0.463169193530943","0.501981525644579","3"
"Owner","1995","(Married) couple without C. ","East Germany","296","0.334519219624468","0.304979025207247","0.364059414041689","3"
"Owner","1995","Single parent ","West Germany","152","0.405812202431511","0.360442466722735","0.451181938140288","3"
"Owner","1995","Single parent ","East Germany","36","0.260887475629726","0.194087555528413","0.327687395731038","3"
"Owner","1995","Couple + C. LE 16 ","West Germany","870","0.512707421848552","0.492086313127179","0.533328530569925","3"
"Owner","1995","Couple + C. GT 16 ","West Germany","954","0.677070508443787","0.655396704681508","0.698744312206066","3"
"Owner","1995","Couple + C. LE 16 ","East Germany","298","0.316217286039739","0.285854783940816","0.346579788138662","3"
"Owner","1995","Couple + C. GT 16 ","East Germany","318","0.458828759144328","0.422405708634944","0.495251809653712","3"
"Owner","1995","Couple + C. LE and GT 16","West Germany","334","0.516000990292521","0.482697669449613","0.549304311135428","3"
"Owner","1995","Couple + C. LE and GT 16","East Germany","192","0.511018216965072","0.461085838072316","0.560950595857828","3"
"Sub-Tenant","1995","1-pers.-HH","East Germany","25","","","","2"
"Sub-Tenant","1995","(Married) couple without C. ","West Germany","77","0.03436310695604","0.0272887534869317","0.0414374604251484","2"
"Sub-Tenant","1995","1-pers.-HH","West Germany","80","0.0682440572910587","0.0535219615364477","0.0829661530456697","2"
"Sub-Tenant","1995","(Married) couple without C. ","East Germany","30","0.0231344686281822","0.0137224623013166","0.0325464749550478","2"
"Sub-Tenant","1995","Single parent ","West Germany","10","","","","2"
"Sub-Tenant","1995","Single parent ","East Germany","4","","","","2"
"Sub-Tenant","1995","Couple + C. LE 16 ","West Germany","45","0.0194444979209592","0.0137478842368227","0.0251411116050958","2"
"Sub-Tenant","1995","Couple + C. LE 16 ","East Germany","33","0.0347829592467679","0.0228188202523106","0.0467470982412252","2"
"Sub-Tenant","1995","Couple + C. GT 16 ","East Germany","15","","","","2"
"Sub-Tenant","1995","Couple + C. GT 16 ","West Germany","20","","","","2"
"Sub-Tenant","1995","Couple + C. LE and GT 16","West Germany","9","","","","2"
"Sub-Tenant","1995","Couple + C. LE and GT 16","East Germany","6","","","","2"
"Tenant","1995","1-pers.-HH","West Germany","","","","","5"
"Tenant","1995","1-pers.-HH","East Germany","","","","","5"
"Tenant","1995","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","1995","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","1995","Single parent ","West Germany","","","","","5"
"Tenant","1995","Single parent ","East Germany","","","","","5"
"Tenant","1995","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","1995","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","1995","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","1995","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","1995","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1995","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","1996","1-pers.-HH","West Germany","809","0.687553166188477","0.660624293866259","0.714482038510695","1"
"Main Tenant","1996","1-pers.-HH","East Germany","287","0.833364438933904","0.794435005287712","0.872293872580096","1"
"Main Tenant","1996","(Married) couple without C. ","West Germany","1429","0.477188585713028","0.457714233344151","0.496662938081906","1"
"Main Tenant","1996","(Married) couple without C. ","East Germany","692","0.635391820267732","0.606195248819714","0.66458839171575","1"
"Main Tenant","1996","Single parent ","East Germany","127","0.734596845992876","0.66841671760802","0.800776974377732","1"
"Main Tenant","1996","Single parent ","West Germany","310","0.591089669221642","0.547245156120152","0.634934182323133","1"
"Main Tenant","1996","Couple + C. LE 16 ","West Germany","1248","0.471561790113892","0.450630847810872","0.492492732416913","1"
"Main Tenant","1996","Couple + C. LE 16 ","East Germany","497","0.630037981189785","0.59707348663308","0.66300247574649","1"
"Main Tenant","1996","Couple + C. GT 16 ","West Germany","758","0.326937554251398","0.304638640142908","0.349236468359888","1"
"Main Tenant","1996","Couple + C. GT 16 ","East Germany","349","0.523538137349183","0.485916127693921","0.561160147004445","1"
"Main Tenant","1996","Couple + C. LE and GT 16","West Germany","479","0.431406049907101","0.398032135919698","0.464779963894504","1"
"Main Tenant","1996","Couple + C. LE and GT 16","East Germany","197","0.475341196259799","0.426883895448635","0.523798497070963","1"
"Nursing Home/Retirement Community","1996","1-pers.-HH","West Germany","","","","","4"
"Nursing Home/Retirement Community","1996","1-pers.-HH","East Germany","","","","","4"
"Nursing Home/Retirement Community","1996","(Married) couple without C. ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1996","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1996","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1996","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1996","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1996","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1996","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1996","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1996","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","1996","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","1996","1-pers.-HH","West Germany","252","0.24422601161927","0.219264614544073","0.269187408694467","3"
"Owner","1996","1-pers.-HH","East Germany","41","0.106442353931797","0.0742245983759115","0.138660109487683","3"
"Owner","1996","(Married) couple without C. ","West Germany","1023","0.502315339721378","0.482820897301178","0.521809782141579","3"
"Owner","1996","Single parent ","West Germany","158","0.375411113535619","0.332226880139477","0.41859534693176","3"
"Owner","1996","(Married) couple without C. ","East Germany","327","0.337488200550492","0.308805241879029","0.366171159221956","3"
"Owner","1996","Single parent ","East Germany","38","0.23566348355043","0.172051566099237","0.299275401001624","3"
"Owner","1996","Couple + C. LE 16 ","West Germany","889","0.509988029432836","0.489027333093177","0.530948725772495","3"
"Owner","1996","Couple + C. LE 16 ","East Germany","298","0.332428095366135","0.300263183096298","0.364593007635972","3"
"Owner","1996","Couple + C. GT 16 ","East Germany","321","0.468116951374108","0.430529834413243","0.505704068334972","3"
"Owner","1996","Couple + C. GT 16 ","West Germany","909","0.660931538445141","0.638428271798875","0.683434805091406","3"
"Owner","1996","Couple + C. LE and GT 16","West Germany","354","0.558056378634868","0.524591798321932","0.591520958947805","3"
"Owner","1996","Couple + C. LE and GT 16","East Germany","208","0.515924401352232","0.467432675687225","0.564416127017238","3"
"Sub-Tenant","1996","1-pers.-HH","West Germany","77","0.0682208221922528","0.0535723633499039","0.0828692810346018","2"
"Sub-Tenant","1996","1-pers.-HH","East Germany","24","","","","2"
"Sub-Tenant","1996","(Married) couple without C. ","West Germany","75","0.0204960745655934","0.0149716899565045","0.0260204591746823","2"
"Sub-Tenant","1996","(Married) couple without C. ","East Germany","25","","","","2"
"Sub-Tenant","1996","Single parent ","East Germany","6","","","","2"
"Sub-Tenant","1996","Single parent ","West Germany","15","","","","2"
"Sub-Tenant","1996","Couple + C. LE 16 ","West Germany","48","0.0184501804532714","0.0128075857971653","0.0240927751093775","2"
"Sub-Tenant","1996","Couple + C. LE 16 ","East Germany","29","","","","2"
"Sub-Tenant","1996","Couple + C. GT 16 ","West Germany","33","0.0121309073034612","0.00692711479712294","0.0173346998097995","2"
"Sub-Tenant","1996","Couple + C. LE and GT 16","West Germany","13","","","","2"
"Sub-Tenant","1996","Couple + C. LE and GT 16","East Germany","3","","","","2"
"Sub-Tenant","1996","Couple + C. GT 16 ","East Germany","7","","","","2"
"Tenant","1996","1-pers.-HH","West Germany","","","","","5"
"Tenant","1996","1-pers.-HH","East Germany","","","","","5"
"Tenant","1996","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","1996","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","1996","Single parent ","West Germany","","","","","5"
"Tenant","1996","Single parent ","East Germany","","","","","5"
"Tenant","1996","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","1996","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","1996","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","1996","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","1996","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1996","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","1997","1-pers.-HH","West Germany","787","0.690366009045976","0.663093344560944","0.717638673531008","1"
"Main Tenant","1997","1-pers.-HH","East Germany","294","0.832653144213899","0.794039418404339","0.871266870023459","1"
"Main Tenant","1997","(Married) couple without C. ","West Germany","1417","0.46922474475529","0.449862596405892","0.488586893104687","1"
"Main Tenant","1997","(Married) couple without C. ","East Germany","690","0.6205564636109","0.591413244701458","0.649699682520343","1"
"Main Tenant","1997","Single parent ","West Germany","312","0.640836519560139","0.596899047697002","0.684773991423276","1"
"Main Tenant","1997","Single parent ","East Germany","133","0.701593015134248","0.634749549440517","0.768436480827979","1"
"Main Tenant","1997","Couple + C. LE 16 ","West Germany","1217","0.47381789958486","0.452643006140972","0.494992793028748","1"
"Main Tenant","1997","Couple + C. LE 16 ","East Germany","424","0.610186572806","0.574363089297263","0.646010056314737","1"
"Main Tenant","1997","Couple + C. GT 16 ","West Germany","709","0.315835143834172","0.293296246124432","0.338374041543913","1"
"Main Tenant","1997","Couple + C. GT 16 ","East Germany","369","0.485877389049046","0.450012014218465","0.521742763879626","1"
"Main Tenant","1997","Couple + C. LE and GT 16","East Germany","149","0.366372172354201","0.31836888612897","0.414375458579433","1"
"Main Tenant","1997","Couple + C. LE and GT 16","West Germany","403","0.338857413706632","0.30657885537497","0.371135972038294","1"
"Nursing Home/Retirement Community","1997","(Married) couple without C. ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1997","1-pers.-HH","West Germany","","","","","4"
"Nursing Home/Retirement Community","1997","1-pers.-HH","East Germany","","","","","4"
"Nursing Home/Retirement Community","1997","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1997","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1997","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1997","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1997","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1997","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1997","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1997","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","1997","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","1997","1-pers.-HH","West Germany","246","0.246547712551259","0.22112382722753","0.271971597874989","3"
"Owner","1997","1-pers.-HH","East Germany","44","0.113904702398953","0.0810413465464771","0.14676805825143","3"
"Owner","1997","(Married) couple without C. ","West Germany","1076","0.507851195941703","0.488454658334755","0.527247733548651","3"
"Owner","1997","(Married) couple without C. ","East Germany","338","0.351145757046567","0.322478207343747","0.379813306749388","3"
"Owner","1997","Single parent ","East Germany","40","0.234614098557387","0.172708614935839","0.296519582178935","3"
"Owner","1997","Single parent ","West Germany","137","0.339307586892521","0.295945338073512","0.382669835711531","3"
"Owner","1997","Couple + C. LE 16 ","West Germany","887","0.51512720967963","0.493932932058921","0.53632148730034","3"
"Owner","1997","Couple + C. LE 16 ","East Germany","263","0.341849238548212","0.307008440301728","0.376690036794696","3"
"Owner","1997","Couple + C. GT 16 ","West Germany","900","0.66757816995978","0.644737023620115","0.690419316299445","3"
"Owner","1997","Couple + C. GT 16 ","East Germany","361","0.480393268432489","0.444541175106567","0.516245361758411","3"
"Owner","1997","Couple + C. LE and GT 16","East Germany","223","0.589087255933361","0.540069070815135","0.638105441051587","3"
"Owner","1997","Couple + C. LE and GT 16","West Germany","410","0.644093299206443","0.611441994470887","0.676744603941998","3"
"Sub-Tenant","1997","1-pers.-HH","West Germany","71","0.0630862784027645","0.0487452330859889","0.0774273237195402","2"
"Sub-Tenant","1997","1-pers.-HH","East Germany","21","","","","2"
"Sub-Tenant","1997","(Married) couple without C. ","West Germany","59","0.0229240593030078","0.0171175158908234","0.0287306027151922","2"
"Sub-Tenant","1997","(Married) couple without C. ","East Germany","37","0.0282977793425322","0.0183387717691126","0.0382567869159518","2"
"Sub-Tenant","1997","Single parent ","West Germany","9","","","","2"
"Sub-Tenant","1997","Single parent ","East Germany","7","","","","2"
"Sub-Tenant","1997","Couple + C. LE 16 ","West Germany","32","0.0110548907355096","0.00662073657908581","0.0154890448919334","2"
"Sub-Tenant","1997","Couple + C. LE 16 ","East Germany","25","","","","2"
"Sub-Tenant","1997","Couple + C. GT 16 ","West Germany","25","","","","2"
"Sub-Tenant","1997","Couple + C. GT 16 ","East Germany","16","","","","2"
"Sub-Tenant","1997","Couple + C. LE and GT 16","East Germany","15","","","","2"
"Sub-Tenant","1997","Couple + C. LE and GT 16","West Germany","13","","","","2"
"Tenant","1997","1-pers.-HH","East Germany","","","","","5"
"Tenant","1997","1-pers.-HH","West Germany","","","","","5"
"Tenant","1997","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","1997","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","1997","Single parent ","West Germany","","","","","5"
"Tenant","1997","Single parent ","East Germany","","","","","5"
"Tenant","1997","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","1997","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","1997","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","1997","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","1997","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1997","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","1998","1-pers.-HH","West Germany","946","0.664492679116874","0.639314952284361","0.689670405949387","1"
"Main Tenant","1998","1-pers.-HH","East Germany","311","0.754908871315967","0.713474669135681","0.796343073496253","1"
"Main Tenant","1998","(Married) couple without C. ","West Germany","1592","0.451125723118063","0.433384396325855","0.468867049910272","1"
"Main Tenant","1998","(Married) couple without C. ","East Germany","717","0.596289485311458","0.568127554845474","0.624451415777441","1"
"Main Tenant","1998","Single parent ","West Germany","339","0.615207330245747","0.573785021437723","0.65662963905377","1"
"Main Tenant","1998","Single parent ","East Germany","150","0.821212332057583","0.76584728280927","0.876577381305897","1"
"Main Tenant","1998","Couple + C. LE 16 ","West Germany","1254","0.461159286995487","0.441051893451313","0.481266680539662","1"
"Main Tenant","1998","Couple + C. LE 16 ","East Germany","429","0.572205652463944","0.536843982744282","0.607567322183606","1"
"Main Tenant","1998","Couple + C. GT 16 ","East Germany","364","0.443249229815242","0.408520313954331","0.477978145676154","1"
"Main Tenant","1998","Couple + C. GT 16 ","West Germany","715","0.32948850085403","0.307677584494705","0.351299417213354","1"
"Main Tenant","1998","Couple + C. LE and GT 16","West Germany","388","0.350162293076354","0.318464749511887","0.38185983664082","1"
"Main Tenant","1998","Couple + C. LE and GT 16","East Germany","139","0.331292400374066","0.284398487229624","0.378186313518509","1"
"Nursing Home/Retirement Community","1998","1-pers.-HH","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","1-pers.-HH","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","(Married) couple without C. ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","1998","1-pers.-HH","East Germany","63","0.154338932962938","0.119538565036225","0.189139300889651","3"
"Owner","1998","1-pers.-HH","West Germany","308","0.255678273755974","0.232416240235764","0.278940307276184","3"
"Owner","1998","(Married) couple without C. ","West Germany","1366","0.528789421959349","0.510992300841225","0.546586543077474","3"
"Owner","1998","(Married) couple without C. ","East Germany","413","0.377961300455457","0.350130148310744","0.405792452600169","3"
"Owner","1998","Single parent ","West Germany","173","0.345605100100467","0.305117672858482","0.386092527342452","3"
"Owner","1998","Single parent ","East Germany","30","0.15684323648464","0.104298860189214","0.209387612780066","3"
"Owner","1998","Couple + C. LE 16 ","East Germany","296","0.391730171066341","0.356841789818445","0.426618552314237","3"
"Owner","1998","Couple + C. LE 16 ","West Germany","1057","0.519226545925254","0.499073124727931","0.539379967122578","3"
