"hlf0001_h","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Tenant","2001","Not Employed","Rural Area","","","",""
"Tenant","2001","Employed","Urban Area","","","",""
"Tenant","2001","Employed","Rural Area","","","",""
"Main Tenant","2002","Not Employed","Urban Area","2633","0.5123439462459","0.499115848677648","0.525572043814151"
"Main Tenant","2002","Not Employed","Rural Area","1127","0.417045753062321","0.398860270424693","0.43523123569995"
"Main Tenant","2002","Employed","Urban Area","4998","0.565969496969633","0.556256319927029","0.575682674012236"
"Main Tenant","2002","Employed","Rural Area","1727","0.405663637030282","0.391838941438186","0.419488332622378"
"Sub-Tenant","2002","Not Employed","Urban Area","62","0.0136481931407623","0.0105776636197965","0.0167187226617281"
"Sub-Tenant","2002","Not Employed","Rural Area","52","0.0198684430972346","0.0147216127931689","0.0250152734013002"
"Sub-Tenant","2002","Employed","Urban Area","149","0.0182420790955143","0.0156194067308287","0.0208647514601998"
"Sub-Tenant","2002","Employed","Rural Area","87","0.0217428813171904","0.0176366686140469","0.0258490940203339"
"Owner","2002","Not Employed","Urban Area","2768","0.466638584654922","0.453435941188507","0.479841228121338"
"Owner","2002","Not Employed","Rural Area","1637","0.557637566156996","0.53931944716673","0.575955685147262"
"Owner","2002","Employed","Urban Area","4852","0.415530681010471","0.405872683859365","0.425188678161577"
"Owner","2002","Employed","Rural Area","3031","0.571985134289147","0.558054266083876","0.585916002494418"
"Nursing Home/Retirement Community","2002","Not Employed","Urban Area","22","","",""
"Nursing Home/Retirement Community","2002","Not Employed","Rural Area","8","","",""
"Nursing Home/Retirement Community","2002","Employed","Urban Area","3","","",""
"Nursing Home/Retirement Community","2002","Employed","Rural Area","1","","",""
"Tenant","2002","Not Employed","Urban Area","","","",""
"Tenant","2002","Not Employed","Rural Area","","","",""
"Tenant","2002","Employed","Urban Area","","","",""
"Tenant","2002","Employed","Rural Area","","","",""
"Main Tenant","2003","Not Employed","Urban Area","2582","0.510877307047854","0.497614412202783","0.524140201892925"
"Main Tenant","2003","Not Employed","Rural Area","1085","0.418656663582124","0.400258197888363","0.437055129275885"
"Main Tenant","2003","Employed","Urban Area","4697","0.569415607984225","0.559453326465408","0.579377889503042"
"Main Tenant","2003","Employed","Rural Area","1591","0.380877358948204","0.366826033005255","0.394928684891154"
"Sub-Tenant","2003","Not Employed","Urban Area","82","0.0196312382169153","0.0159504596367584","0.0233120167970721"
"Sub-Tenant","2003","Not Employed","Rural Area","53","0.0236323286693345","0.0179673770081388","0.0292972803305303"
"Sub-Tenant","2003","Employed","Urban Area","156","0.020387156671614","0.0175438706483276","0.0232304426949005"
"Sub-Tenant","2003","Employed","Rural Area","109","0.0324162325249091","0.0272916092726215","0.0375408557771966"
"Owner","2003","Not Employed","Urban Area","2769","0.462412612187989","0.449184115735177","0.475641108640801"
"Owner","2003","Not Employed","Rural Area","1615","0.551067542459499","0.532518172085669","0.569616912833329"
"Owner","2003","Employed","Urban Area","4636","0.410187202916264","0.400291124364784","0.420083281467745"
"Owner","2003","Employed","Rural Area","2888","0.586706408526886","0.57245767915326","0.600955137900513"
"Nursing Home/Retirement Community","2003","Not Employed","Urban Area","24","","",""
"Nursing Home/Retirement Community","2003","Not Employed","Rural Area","9","","",""
"Nursing Home/Retirement Community","2003","Employed","Urban Area","1","","",""
"Nursing Home/Retirement Community","2003","Employed","Rural Area","","","",""
"Tenant","2003","Not Employed","Urban Area","","","",""
"Tenant","2003","Not Employed","Rural Area","","","",""
"Tenant","2003","Employed","Urban Area","","","",""
"Tenant","2003","Employed","Rural Area","","","",""
"Main Tenant","2004","Not Employed","Urban Area","2587","0.516506070786215","0.503254550105735","0.529757591466694"
"Main Tenant","2004","Not Employed","Rural Area","1096","0.427040939091751","0.408583612688199","0.445498265495303"
"Main Tenant","2004","Employed","Urban Area","4489","0.572975930339985","0.562799505855091","0.583152354824879"
"Main Tenant","2004","Employed","Rural Area","1511","0.391141084951826","0.376778707644048","0.405503462259604"
"Sub-Tenant","2004","Not Employed","Urban Area","65","0.0183971050156312","0.0148336182537689","0.0219605917774935"
"Sub-Tenant","2004","Not Employed","Rural Area","40","0.0160416357630077","0.0113536646462093","0.020729606879806"
"Sub-Tenant","2004","Employed","Urban Area","148","0.0209221860404305","0.0179776763906584","0.0238666956902026"
"Sub-Tenant","2004","Employed","Rural Area","110","0.0314675405685245","0.0263295918007938","0.0366054893362552"
"Owner","2004","Not Employed","Urban Area","2788","0.457693266511612","0.444482067012297","0.470904466010927"
"Owner","2004","Not Employed","Rural Area","1609","0.546482590080717","0.52790636827758","0.565058811883854"
"Owner","2004","Employed","Urban Area","4436","0.406039061647734","0.395935751209769","0.416142372085699"
"Owner","2004","Employed","Rural Area","2814","0.577391374479649","0.562853343056096","0.591929405903202"
"Nursing Home/Retirement Community","2004","Not Employed","Urban Area","23","","",""
"Nursing Home/Retirement Community","2004","Not Employed","Rural Area","14","","",""
"Nursing Home/Retirement Community","2004","Employed","Urban Area","3","","",""
"Nursing Home/Retirement Community","2004","Employed","Rural Area","","","",""
"Tenant","2004","Not Employed","Urban Area","","","",""
"Tenant","2004","Not Employed","Rural Area","","","",""
"Tenant","2004","Employed","Urban Area","","","",""
"Tenant","2004","Employed","Rural Area","","","",""
"Main Tenant","2005","Not Employed","Urban Area","2526","0.532291340329691","0.51879967801217","0.545783002647212"
"Main Tenant","2005","Not Employed","Rural Area","1042","0.42006560965499","0.401361622593692","0.438769596716287"
"Main Tenant","2005","Employed","Urban Area","4274","0.579831603214507","0.569446138719549","0.590217067709466"
"Main Tenant","2005","Employed","Rural Area","1410","0.39729269429166","0.382502509222247","0.412082879361072"
"Sub-Tenant","2005","Not Employed","Urban Area","85","0.0215988543169099","0.0176680910340107","0.0255296175998091"
"Sub-Tenant","2005","Not Employed","Rural Area","52","0.0229613351320699","0.0172853579375701","0.0286373123265697"
"Sub-Tenant","2005","Employed","Urban Area","163","0.0289515999802809","0.0254236695240635","0.0324795304364983"
"Sub-Tenant","2005","Employed","Rural Area","91","0.0231145117515366","0.0185726984053043","0.027656325097769"
"Owner","2005","Not Employed","Urban Area","2625","0.43996858645007","0.426546498336545","0.453390674563594"
"Owner","2005","Not Employed","Rural Area","1562","0.543374512349201","0.52449825437348","0.562250770324923"
"Owner","2005","Employed","Urban Area","4240","0.391216796805212","0.380948382822582","0.401485210787842"
"Owner","2005","Employed","Rural Area","2702","0.579469770735927","0.564549417900356","0.594390123571497"
"Nursing Home/Retirement Community","2005","Not Employed","Urban Area","18","","",""
"Nursing Home/Retirement Community","2005","Not Employed","Rural Area","19","","",""
"Nursing Home/Retirement Community","2005","Employed","Urban Area","","","",""
"Nursing Home/Retirement Community","2005","Employed","Rural Area","2","","",""
"Tenant","2005","Not Employed","Urban Area","","","",""
"Tenant","2005","Not Employed","Rural Area","","","",""
"Tenant","2005","Employed","Urban Area","","","",""
"Tenant","2005","Employed","Rural Area","","","",""
"Main Tenant","2006","Not Employed","Urban Area","2762","0.548356874343992","0.53559224519683","0.561121503491154"
"Main Tenant","2006","Not Employed","Rural Area","1172","0.424820484052195","0.407306223428981","0.442334744675408"
"Main Tenant","2006","Employed","Urban Area","4333","0.573099755544916","0.56288139967641","0.583318111413423"
"Main Tenant","2006","Employed","Rural Area","1539","0.409099528643739","0.39470063189271","0.423498425394768"
"Sub-Tenant","2006","Not Employed","Urban Area","74","0.0181012601181416","0.0146817286128687","0.0215207916234144"
"Sub-Tenant","2006","Not Employed","Rural Area","46","0.0183113888147617","0.0135609372297179","0.0230618403998054"
"Sub-Tenant","2006","Employed","Urban Area","146","0.0220120812368624","0.0189809830233129","0.0250431794504119"
"Sub-Tenant","2006","Employed","Rural Area","103","0.0304351489520517","0.0254043877021358","0.0354659102019676"
"Owner","2006","Not Employed","Urban Area","2979","0.428343924139247","0.41565155861394","0.441036289664554"
"Owner","2006","Not Employed","Rural Area","1821","0.544876449774353","0.527232287196529","0.562520612352178"
"Owner","2006","Employed","Urban Area","4521","0.404508556204881","0.394369341276635","0.414647771133127"
"Owner","2006","Employed","Rural Area","2835","0.560352833434217","0.545816981676195","0.574888685192238"
"Nursing Home/Retirement Community","2006","Not Employed","Urban Area","24","","",""
"Nursing Home/Retirement Community","2006","Not Employed","Rural Area","21","","",""
"Nursing Home/Retirement Community","2006","Employed","Urban Area","1","","",""
"Nursing Home/Retirement Community","2006","Employed","Rural Area","2","","",""
"Tenant","2006","Not Employed","Urban Area","","","",""
"Tenant","2006","Not Employed","Rural Area","","","",""
"Tenant","2006","Employed","Urban Area","","","",""
"Tenant","2006","Employed","Rural Area","","","",""
"Main Tenant","2007","Not Employed","Urban Area","2541","0.533454856013524","0.520237912311922","0.546671799715127"
"Main Tenant","2007","Not Employed","Rural Area","1121","0.423260845778532","0.405216314185257","0.441305377371806"
"Main Tenant","2007","Employed","Urban Area","4035","0.562810290479219","0.552194927218986","0.573425653739452"
"Main Tenant","2007","Employed","Rural Area","1460","0.410817150179204","0.395980513307521","0.425653787050888"
"Sub-Tenant","2007","Not Employed","Urban Area","84","0.0200910646667285","0.0163737467782628","0.0238083825551942"
"Sub-Tenant","2007","Not Employed","Rural Area","42","0.0168009700610022","0.0121070061441729","0.0214949339778315"
"Sub-Tenant","2007","Employed","Urban Area","136","0.0230844253380221","0.0198707135134838","0.0262981371625603"
"Sub-Tenant","2007","Employed","Rural Area","87","0.0336123589941805","0.0281772117197321","0.0390475062686289"
"Owner","2007","Not Employed","Urban Area","2824","0.440534510691435","0.427381899378068","0.453687122004801"
"Owner","2007","Not Employed","Rural Area","1694","0.546344207902678","0.528161931779923","0.564526484025434"
"Owner","2007","Employed","Urban Area","4215","0.413526559398885","0.402987672137312","0.424065446660457"
"Owner","2007","Employed","Rural Area","2674","0.554152536183616","0.53916280139091","0.569142270976322"
"Nursing Home/Retirement Community","2007","Not Employed","Urban Area","24","","",""
"Nursing Home/Retirement Community","2007","Not Employed","Rural Area","23","","",""
"Nursing Home/Retirement Community","2007","Employed","Urban Area","2","","",""
"Nursing Home/Retirement Community","2007","Employed","Rural Area","3","","",""
"Tenant","2007","Not Employed","Urban Area","","","",""
"Tenant","2007","Not Employed","Rural Area","","","",""
"Tenant","2007","Employed","Urban Area","","","",""
"Tenant","2007","Employed","Rural Area","","","",""
"Main Tenant","2008","Not Employed","Urban Area","2302","0.519918603760652","0.506190844422157","0.533646363099148"
"Main Tenant","2008","Not Employed","Rural Area","1019","0.411123666532481","0.392456771154506","0.429790561910457"
"Main Tenant","2008","Employed","Urban Area","3824","0.55744901106826","0.546523307266882","0.568374714869638"
"Main Tenant","2008","Employed","Rural Area","1315","0.397042254675459","0.381860448360394","0.412224060990524"
"Sub-Tenant","2008","Not Employed","Urban Area","76","0.0252171368055011","0.0209091301082489","0.0295251435027533"
"Sub-Tenant","2008","Not Employed","Rural Area","59","0.0312628255665789","0.0246605917499308","0.0378650593832269"
"Sub-Tenant","2008","Employed","Urban Area","120","0.0180857952016305","0.0151544243452968","0.0210171660579643"
"Sub-Tenant","2008","Employed","Rural Area","79","0.0280149347548969","0.0228947427535004","0.0331351267562934"
"Owner","2008","Not Employed","Urban Area","2683","0.446580807109289","0.432920776416583","0.460240837801995"
"Owner","2008","Not Employed","Rural Area","1572","0.545569850513764","0.526679824594454","0.564459876433074"
"Owner","2008","Employed","Urban Area","3995","0.42446519373011","0.413592878679658","0.435337508780561"
"Owner","2008","Employed","Rural Area","2593","0.573510514680854","0.558164821888366","0.588856207473342"
"Nursing Home/Retirement Community","2008","Not Employed","Urban Area","27","","",""
"Nursing Home/Retirement Community","2008","Not Employed","Rural Area","19","","",""
"Nursing Home/Retirement Community","2008","Employed","Urban Area","","","",""
"Nursing Home/Retirement Community","2008","Employed","Rural Area","3","","",""
"Tenant","2008","Not Employed","Urban Area","","","",""
"Tenant","2008","Not Employed","Rural Area","","","",""
"Tenant","2008","Employed","Urban Area","","","",""
"Tenant","2008","Employed","Rural Area","","","",""
"Main Tenant","2009","Not Employed","Urban Area","2079","0.509600812919511","0.495236942069047","0.523964683769975"
"Main Tenant","2009","Not Employed","Rural Area","925","0.405490843492335","0.386104426985037","0.424877259999634"
"Main Tenant","2009","Employed","Urban Area","3512","0.548445266392088","0.537096833668398","0.559793699115779"
"Main Tenant","2009","Employed","Rural Area","1317","0.40870290183671","0.393192700471149","0.424213103202271"
"Sub-Tenant","2009","Not Employed","Urban Area","80","0.0230187938013738","0.0187098984091486","0.027327689193599"
"Sub-Tenant","2009","Not Employed","Rural Area","50","0.0218820876429583","0.0161055484810657","0.027658626804851"
"Sub-Tenant","2009","Employed","Urban Area","125","0.022395632872279","0.0190213827073972","0.0257698830371608"
"Sub-Tenant","2009","Employed","Rural Area","92","0.0313126697201484","0.0258177347126602","0.0368076047276366"
"Owner","2009","Not Employed","Urban Area","2470","0.459398190414187","0.44507911579139","0.473717265036983"
"Owner","2009","Not Employed","Rural Area","1474","0.563326999635775","0.543743685393043","0.582910313878507"
"Owner","2009","Employed","Urban Area","3750","0.429159100735633","0.417872043024327","0.440446158446938"
"Owner","2009","Employed","Rural Area","2447","0.558527465579246","0.54286050272224","0.574194428436252"
"Nursing Home/Retirement Community","2009","Not Employed","Urban Area","24","","",""
"Nursing Home/Retirement Community","2009","Not Employed","Rural Area","15","","",""
"Nursing Home/Retirement Community","2009","Employed","Urban Area","","","",""
"Nursing Home/Retirement Community","2009","Employed","Rural Area","3","","",""
"Tenant","2009","Not Employed","Urban Area","","","",""
"Tenant","2009","Not Employed","Rural Area","","","",""
"Tenant","2009","Employed","Urban Area","","","",""
"Tenant","2009","Employed","Rural Area","","","",""
"Main Tenant","2010","Not Employed","Urban Area","2971","0.509595326558785","0.496735444151553","0.522455208966017"
"Main Tenant","2010","Not Employed","Rural Area","1297","0.398633227170192","0.381150668790155","0.416115785550228"
"Main Tenant","2010","Employed","Urban Area","5296","0.531445837040291","0.521786840345341","0.541104833735242"
"Main Tenant","2010","Employed","Rural Area","2044","0.417323494530495","0.404123451147333","0.430523537913658"
"Sub-Tenant","2010","Not Employed","Urban Area","79","0.0223767740695442","0.0185719772240899","0.0261815709149984"
"Sub-Tenant","2010","Not Employed","Rural Area","54","0.0178559055190994","0.0131273654925787","0.0225844455456201"
"Sub-Tenant","2010","Employed","Urban Area","139","0.0214376320508201","0.0186341016247112","0.0242411624769289"
"Sub-Tenant","2010","Employed","Rural Area","103","0.0251083814795846","0.0209203232156227","0.0292964397435465"
"Owner","2010","Not Employed","Urban Area","2730","0.459762141221719","0.446941607951164","0.472582674492274"
"Owner","2010","Not Employed","Rural Area","1647","0.573457655298963","0.555798079039877","0.59111723155805"
"Owner","2010","Employed","Urban Area","4815","0.446690169580776","0.43706718028034","0.456313158881212"
"Owner","2010","Employed","Rural Area","3209","0.556095382883882","0.542795596573796","0.569395169193968"
"Nursing Home/Retirement Community","2010","Not Employed","Urban Area","25","","",""
"Nursing Home/Retirement Community","2010","Not Employed","Rural Area","15","","",""
"Nursing Home/Retirement Community","2010","Employed","Urban Area","3","","",""
"Nursing Home/Retirement Community","2010","Employed","Rural Area","5","","",""
"Tenant","2010","Not Employed","Urban Area","","","",""
"Tenant","2010","Not Employed","Rural Area","","","",""
"Tenant","2010","Employed","Urban Area","","","",""
"Tenant","2010","Employed","Rural Area","","","",""
"Main Tenant","2011","Not Employed","Urban Area","3512","0.500061363151345","0.488296118992283","0.511826607310407"
"Main Tenant","2011","Not Employed","Rural Area","1604","0.414556390606128","0.398801345848786","0.430311435363471"
"Main Tenant","2011","Employed","Urban Area","5981","0.52785295689729","0.518852742788092","0.536853171006487"
"Main Tenant","2011","Employed","Rural Area","2503","0.405125375639766","0.393192858864568","0.417057892414963"
"Sub-Tenant","2011","Not Employed","Urban Area","69","0.0181106574975514","0.0149728281174294","0.0212484868776734"
"Sub-Tenant","2011","Not Employed","Rural Area","53","0.0191227147393385","0.0147427823032611","0.0235026471754158"
"Sub-Tenant","2011","Employed","Urban Area","151","0.0177785947779503","0.0153962142130383","0.0201609753428623"
"Sub-Tenant","2011","Employed","Rural Area","96","0.0233363458330277","0.019666789597779","0.0270059020682764"
"Owner","2011","Not Employed","Urban Area","3325","0.473856801360139","0.46210765042775","0.485605952292527"
"Owner","2011","Not Employed","Rural Area","2078","0.557670670279092","0.541787138732417","0.573554201825766"
"Owner","2011","Employed","Urban Area","5686","0.454087662871768","0.445111535004699","0.463063790738838"
"Owner","2011","Employed","Rural Area","3898","0.570455218846371","0.558423169325617","0.582487268367124"
"Nursing Home/Retirement Community","2011","Not Employed","Urban Area","32","0.00797117799096489","0.00587873159206675","0.010063624389863"
"Nursing Home/Retirement Community","2011","Not Employed","Rural Area","21","","",""
"Nursing Home/Retirement Community","2011","Employed","Urban Area","1","","",""
"Nursing Home/Retirement Community","2011","Employed","Rural Area","5","","",""
"Tenant","2011","Not Employed","Urban Area","","","",""
"Tenant","2011","Not Employed","Rural Area","","","",""
"Tenant","2011","Employed","Urban Area","","","",""
"Tenant","2011","Employed","Rural Area","","","",""
"Main Tenant","2012","Not Employed","Urban Area","3324","0.489927787635755","0.477886632115775","0.501968943155735"
"Main Tenant","2012","Not Employed","Rural Area","1603","0.430816435786836","0.414941910402571","0.4466909611711"
"Main Tenant","2012","Employed","Urban Area","5811","0.531888486483683","0.52276712495064","0.541009848016727"
"Main Tenant","2012","Employed","Rural Area","2504","0.412472330902392","0.400431448119547","0.424513213685237"
"Sub-Tenant","2012","Not Employed","Urban Area","59","0.0166512104975279","0.0135689950243318","0.019733425970724"
"Sub-Tenant","2012","Not Employed","Rural Area","64","0.0212897912541217","0.0166623469179581","0.0259172355902853"
"Sub-Tenant","2012","Employed","Urban Area","135","0.0173612698949706","0.0149736653520997","0.0197488744378414"
"Sub-Tenant","2012","Employed","Rural Area","99","0.0232273531741827","0.0195431517810329","0.0269115545673325"
"Owner","2012","Not Employed","Urban Area","3215","0.487787040558713","0.4757470344528","0.499827046664626"
"Owner","2012","Not Employed","Rural Area","2056","0.541929237255369","0.525956990169843","0.557901484340894"
"Owner","2012","Employed","Urban Area","5550","0.450750243621346","0.441654721488539","0.459845765754153"
"Owner","2012","Employed","Rural Area","3813","0.563200285279756","0.55106864953197","0.575331921027541"
"Nursing Home/Retirement Community","2012","Not Employed","Urban Area","23","","",""
"Nursing Home/Retirement Community","2012","Not Employed","Rural Area","15","","",""
"Nursing Home/Retirement Community","2012","Employed","Urban Area","","","",""
"Nursing Home/Retirement Community","2012","Employed","Rural Area","5","","",""
"Tenant","2012","Not Employed","Urban Area","","","",""
"Tenant","2012","Not Employed","Rural Area","","","",""
"Tenant","2012","Employed","Urban Area","","","",""
"Tenant","2012","Employed","Rural Area","","","",""
"Main Tenant","2013","Not Employed","Urban Area","5993","0.534829811632818","0.524999084469046","0.54466053879659"
"Main Tenant","2013","Not Employed","Rural Area","2198","0.443772474870575","0.429280564726013","0.458264385015137"
"Main Tenant","2013","Employed","Urban Area","5444","0.497747660086458","0.488346989050269","0.507148331122646"
"Main Tenant","2013","Employed","Rural Area","2371","0.39064106441405","0.378341903665422","0.402940225162679"
"Sub-Tenant","2013","Not Employed","Urban Area","112","0.0162285805846809","0.0137382369887747","0.0187189241805871"
"Sub-Tenant","2013","Not Employed","Rural Area","71","0.0188240414349121","0.0148599003942763","0.0227881824755479"
"Sub-Tenant","2013","Employed","Urban Area","104","0.014974299588884","0.0126908559463058","0.0172577432314621"
"Sub-Tenant","2013","Employed","Rural Area","102","0.0195830444054818","0.0160900696291528","0.0230760191818108"
"Owner","2013","Not Employed","Urban Area","3754","0.443083338353282","0.433292729107138","0.452873947599427"
"Owner","2013","Not Employed","Rural Area","2230","0.530884487661512","0.516327915136361","0.545441060186663"
"Owner","2013","Employed","Urban Area","5319","0.487278040324658","0.47788031739515","0.496675763254167"
"Owner","2013","Employed","Rural Area","3570","0.589707292445587","0.577307480846378","0.602107104044796"
"Nursing Home/Retirement Community","2013","Not Employed","Urban Area","30","0.00585826942921922","0.00435415552649018","0.00736238333194825"
"Nursing Home/Retirement Community","2013","Not Employed","Rural Area","16","","",""
"Nursing Home/Retirement Community","2013","Employed","Urban Area","","","",""
"Nursing Home/Retirement Community","2013","Employed","Rural Area","2","","",""
"Tenant","2013","Not Employed","Urban Area","","","",""
"Tenant","2013","Not Employed","Rural Area","","","",""
"Tenant","2013","Employed","Urban Area","","","",""
"Tenant","2013","Employed","Rural Area","","","",""
"Main Tenant","2014","Not Employed","Urban Area","3510","0.493835677062097","0.481672996998583","0.505998357125612"
"Main Tenant","2014","Not Employed","Rural Area","1570","0.427487424704217","0.411046074149398","0.443928775259035"
"Main Tenant","2014","Employed","Urban Area","6290","0.528236093031411","0.519224058626615","0.537248127436207"
"Main Tenant","2014","Employed","Rural Area","2485","0.423834951874331","0.411362228982606","0.436307674766056"
"Sub-Tenant","2014","Not Employed","Urban Area","64","0.012973317644844","0.0102204694761124","0.0157261658135757"
"Sub-Tenant","2014","Not Employed","Rural Area","53","0.0210271770537471","0.0162589260838813","0.025795428023613"
"Sub-Tenant","2014","Employed","Urban Area","150","0.0192735040312723","0.0167915099410372","0.0217554981215074"
"Sub-Tenant","2014","Employed","Rural Area","85","0.0179807377688522","0.0146268139648707","0.0213346615728337"
"Owner","2014","Not Employed","Urban Area","2890","0.487247281056467","0.47508763357361","0.499406928539323"
"Owner","2014","Not Employed","Rural Area","1839","0.543284286350308","0.526729642147854","0.559838930552763"
"Owner","2014","Employed","Urban Area","5345","0.452451940212969","0.44346640813572","0.461437472290218"
"Owner","2014","Employed","Rural Area","3460","0.558184310356817","0.545650047021929","0.570718573691704"
"Nursing Home/Retirement Community","2014","Not Employed","Urban Area","27","","",""
"Nursing Home/Retirement Community","2014","Not Employed","Rural Area","16","","",""
"Nursing Home/Retirement Community","2014","Employed","Urban Area","2","","",""
"Nursing Home/Retirement Community","2014","Employed","Rural Area","","","",""
"Tenant","2014","Not Employed","Urban Area","","","",""
"Tenant","2014","Not Employed","Rural Area","","","",""
"Tenant","2014","Employed","Urban Area","","","",""
"Tenant","2014","Employed","Rural Area","","","",""
"Main Tenant","2015","Not Employed","Urban Area","4278","0.511120194933964","0.499581863019812","0.522658526848116"
"Main Tenant","2015","Not Employed","Rural Area","1842","0.448577917844844","0.432418783727958","0.46473705196173"
"Main Tenant","2015","Employed","Urban Area","5742","0.510015626452218","0.500640011914909","0.519391240989527"
"Main Tenant","2015","Employed","Rural Area","2268","0.422406409198429","0.409630467265221","0.435182351131638"
"Sub-Tenant","2015","Not Employed","Urban Area","120","0.0155218271089112","0.0126684779061196","0.0183751763117028"
"Sub-Tenant","2015","Not Employed","Rural Area","62","0.0195220690184418","0.0150269737912091","0.0240171642456744"
"Sub-Tenant","2015","Employed","Urban Area","127","0.0185948493437718","0.0160612532198212","0.0211284454677225"
"Sub-Tenant","2015","Employed","Rural Area","84","0.0171926937774826","0.013830500704167","0.0205548868507983"
"Owner","2015","Not Employed","Urban Area","2774","0.465796758190058","0.454282606435421","0.477310909944696"
"Owner","2015","Not Employed","Rural Area","1725","0.525591868988749","0.509367887423718","0.54181585055378"
"Owner","2015","Employed","Urban Area","5052","0.47138952420401","0.462027392773606","0.480751655634415"
"Owner","2015","Employed","Rural Area","3390","0.560400897024088","0.547562987619314","0.573238806428862"
"Nursing Home/Retirement Community","2015","Not Employed","Urban Area","38","0.0075612197670665","0.00556168825760732","0.00956075127652568"
"Nursing Home/Retirement Community","2015","Not Employed","Rural Area","10","","",""
"Nursing Home/Retirement Community","2015","Employed","Urban Area","","","",""
"Nursing Home/Retirement Community","2015","Employed","Rural Area","","","",""
"Tenant","2015","Not Employed","Urban Area","","","",""
"Tenant","2015","Not Employed","Rural Area","","","",""
"Tenant","2015","Employed","Urban Area","","","",""
"Tenant","2015","Employed","Rural Area","","","",""
"Main Tenant","2016","Not Employed","Urban Area","3093","0.492893744233769","0.479961304753358","0.505826183714179"
"Main Tenant","2016","Not Employed","Rural Area","1390","0.424942013271921","0.407395532121289","0.442488494422553"
"Main Tenant","2016","Employed","Urban Area","5754","0.523625690238186","0.514125510509959","0.533125869966414"
"Main Tenant","2016","Employed","Rural Area","2245","0.411449942776873","0.398502293259698","0.424397592294047"
"Sub-Tenant","2016","Not Employed","Urban Area","70","0.0150434519188638","0.01189471334442","0.0181921904933075"
"Sub-Tenant","2016","Not Employed","Rural Area","48","0.027124141950338","0.021358122588935","0.032890161311741"
"Sub-Tenant","2016","Employed","Urban Area","141","0.0210029289887527","0.0182753470212697","0.0237305109562357"
"Sub-Tenant","2016","Employed","Rural Area","98","0.0226556998980308","0.0187405061139419","0.0265708936821197"
"Owner","2016","Not Employed","Urban Area","2545","0.482823782659485","0.469897670577327","0.495749894741643"
"Owner","2016","Not Employed","Rural Area","1599","0.53965210780194","0.521960414694983","0.557343800908897"
"Owner","2016","Employed","Urban Area","4721","0.455353036760353","0.445880226375553","0.464825847145153"
"Owner","2016","Employed","Rural Area","3206","0.565894357325097","0.55285350052929","0.578935214120903"
"Nursing Home/Retirement Community","2016","Not Employed","Urban Area","33","0.00923902118788217","0.00676415486547265","0.0117138875102917"
"Nursing Home/Retirement Community","2016","Not Employed","Rural Area","12","","",""
"Nursing Home/Retirement Community","2016","Employed","Urban Area","1","","",""
"Nursing Home/Retirement Community","2016","Employed","Rural Area","","","",""
"Tenant","2016","Not Employed","Urban Area","","","",""
"Tenant","2016","Not Employed","Rural Area","","","",""
"Tenant","2016","Employed","Urban Area","","","",""
"Tenant","2016","Employed","Rural Area","","","",""
"Main Tenant","2017","Not Employed","Urban Area","4821","0.498209215846141","0.487045704772448","0.509372726919834"
"Main Tenant","2017","Not Employed","Rural Area","2240","0.435213965251094","0.419969293907108","0.45045863659508"
"Main Tenant","2017","Employed","Urban Area","6308","0.516278517577993","0.507286566518366","0.52527046863762"
"Main Tenant","2017","Employed","Rural Area","2615","0.410943776581311","0.398896460435064","0.422991092727557"
"Sub-Tenant","2017","Not Employed","Urban Area","186","0.0204695537118394","0.0173080278012869","0.023631079622392"
"Sub-Tenant","2017","Not Employed","Rural Area","84","0.0226349771593332","0.0180615358883276","0.0272084184303387"
"Sub-Tenant","2017","Employed","Urban Area","190","0.0216456574407024","0.0190271868601346","0.0242641280212701"
"Sub-Tenant","2017","Employed","Rural Area","133","0.0277917493291197","0.0237668194170504","0.031816679241189"
"Owner","2017","Not Employed","Urban Area","2664","0.472604894313987","0.46145808058818","0.483751708039795"
"Owner","2017","Not Employed","Rural Area","1720","0.531585476643327","0.516241906980141","0.546929046306512"
"Owner","2017","Employed","Urban Area","5365","0.461722122618842","0.452751804868314","0.47069244036937"
"Owner","2017","Employed","Rural Area","3658","0.560651271935467","0.54849859867211","0.572803945198824"
"Nursing Home/Retirement Community","2017","Not Employed","Urban Area","35","0.00871633612803188","0.00664094694878788","0.0107917253072759"
"Nursing Home/Retirement Community","2017","Not Employed","Rural Area","19","","",""
"Nursing Home/Retirement Community","2017","Employed","Urban Area","2","","",""
"Nursing Home/Retirement Community","2017","Employed","Rural Area","1","","",""
"Tenant","2017","Not Employed","Urban Area","","","",""
"Tenant","2017","Not Employed","Rural Area","","","",""
"Tenant","2017","Employed","Urban Area","","","",""
"Tenant","2017","Employed","Rural Area","","","",""
"Main Tenant","2018","Not Employed","Urban Area","5293","0.488119311110724","0.477176127266322","0.499062494955127"
"Main Tenant","2018","Not Employed","Rural Area","2298","0.432227324034703","0.416907967340007","0.447546680729399"
"Main Tenant","2018","Employed","Urban Area","6478","0.525601266786789","0.516532650731227","0.53466988284235"
"Main Tenant","2018","Employed","Rural Area","2631","0.411529284120906","0.399327021131655","0.423731547110157"
"Sub-Tenant","2018","Not Employed","Urban Area","148","0.0158687489040853","0.0131328869291489","0.0186046108790216"
