"hlf0001_h","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Nursing Home/Retirement Community","2002","Brandenburg","2","","",""
"Nursing Home/Retirement Community","2002","Mecklenburg-Western Pomerania","1","","",""
"Nursing Home/Retirement Community","2002","Saxony","2","","",""
"Nursing Home/Retirement Community","2002","Saxony-Anhalt","1","","",""
"Nursing Home/Retirement Community","2002","Thuringia","1","","",""
"Tenant","2002","Schleswig-Holstein","","","",""
"Tenant","2002","Hamburg","","","",""
"Tenant","2002","Lower Saxony","","","",""
"Tenant","2002","Bremen","","","",""
"Tenant","2002","North Rhine-Westphalia","","","",""
"Tenant","2002","Hesse","","","",""
"Tenant","2002","Rhineland-Palatinate,Saarland","","","",""
"Tenant","2002","Baden-Württemberg","","","",""
"Tenant","2002","Bavaria","","","",""
"Tenant","2002","Berlin","","","",""
"Tenant","2002","Brandenburg","","","",""
"Tenant","2002","Mecklenburg-Western Pomerania","","","",""
"Tenant","2002","Saxony","","","",""
"Tenant","2002","Saxony-Anhalt","","","",""
"Tenant","2002","Thuringia","","","",""
"Main Tenant","2003","Schleswig-Holstein","227","0.353598868782967","0.317532477337032","0.389665260228902"
"Main Tenant","2003","Hamburg","187","0.735999557166051","0.685952209864661","0.786046904467442"
"Main Tenant","2003","Lower Saxony","665","0.394619528630442","0.372734161872207","0.416504895388678"
"Main Tenant","2003","Bremen","85","0.55721057477006","0.483406258364459","0.631014891175661"
"Main Tenant","2003","North Rhine-Westphalia","2242","0.558970279120834","0.544769494718038","0.573171063523629"
"Main Tenant","2003","Hesse","650","0.463204546068259","0.438012081165996","0.488397010970522"
"Main Tenant","2003","Rhineland-Palatinate,Saarland","478","0.384030730128074","0.358134237055839","0.409927223200309"
"Main Tenant","2003","Baden-Württemberg","1161","0.458568736941333","0.439798150156836","0.47733932372583"
"Main Tenant","2003","Bavaria","1187","0.430635276291787","0.413329629098654","0.447940923484921"
"Main Tenant","2003","Berlin","653","0.859955420716186","0.836360490352333","0.883550351080039"
"Main Tenant","2003","Brandenburg","488","0.562504595024357","0.530942576525498","0.594066613523216"
"Main Tenant","2003","Mecklenburg-Western Pomerania","265","0.516817153123742","0.474193041191727","0.559441265055757"
"Main Tenant","2003","Saxony","867","0.590703185928719","0.566774078207206","0.614632293650233"
"Main Tenant","2003","Saxony-Anhalt","423","0.516301833683325","0.484321298586381","0.54828236878027"
"Main Tenant","2003","Thuringia","377","0.506128337620199","0.474468934907809","0.53778774033259"
"Sub-Tenant","2003","Schleswig-Holstein","14","","",""
"Sub-Tenant","2003","Hamburg","3","","",""
"Sub-Tenant","2003","Lower Saxony","27","","",""
"Sub-Tenant","2003","Bremen","","","",""
"Sub-Tenant","2003","North Rhine-Westphalia","61","0.0175520339247487","0.0137962331200043","0.021307834729493"
"Sub-Tenant","2003","Hesse","31","0.0365824344838662","0.0270977383231159","0.0460671306446165"
"Sub-Tenant","2003","Rhineland-Palatinate,Saarland","21","","",""
"Sub-Tenant","2003","Baden-Württemberg","52","0.0221034282754758","0.0165650802338984","0.0276417763170532"
"Sub-Tenant","2003","Bavaria","50","0.0210345820604944","0.0160193805792258","0.026049783541763"
"Sub-Tenant","2003","Berlin","19","","",""
"Sub-Tenant","2003","Brandenburg","20","","",""
"Sub-Tenant","2003","Mecklenburg-Western Pomerania","10","","",""
"Sub-Tenant","2003","Saxony","36","0.0237669018032945","0.0163540432052152","0.0311797604013738"
"Sub-Tenant","2003","Saxony-Anhalt","16","","",""
"Sub-Tenant","2003","Thuringia","40","0.0537714829678198","0.0394878277098136","0.0680551382258261"
"Owner","2003","Schleswig-Holstein","433","0.617885083352425","0.581228915897004","0.654541250807846"
"Owner","2003","Hamburg","106","0.247145159152765","0.198170475795378","0.296119842510153"
"Owner","2003","Lower Saxony","1220","0.586271252797144","0.564218770227986","0.608323735366301"
"Owner","2003","Bremen","89","0.44278942522994","0.368985108824339","0.516593741635541"
"Owner","2003","North Rhine-Westphalia","2385","0.419128476559421","0.405016180645003","0.43324077247384"
"Owner","2003","Hesse","820","0.495627682575013","0.47036768876457","0.520887676385455"
"Owner","2003","Rhineland-Palatinate,Saarland","856","0.592615682084758","0.566453909460712","0.618777454708804"
"Owner","2003","Baden-Württemberg","1489","0.516889966070024","0.498065353671007","0.535714578469042"
"Owner","2003","Bavaria","1903","0.544977649891846","0.527573874226765","0.562381425556928"
"Owner","2003","Berlin","159","0.105840443842758","0.0849243338745918","0.126756553810924"
"Owner","2003","Brandenburg","440","0.404295492531824","0.373072115189064","0.435518869874584"
"Owner","2003","Mecklenburg-Western Pomerania","252","0.464468318018414","0.421927899141499","0.507008736895329"
"Owner","2003","Saxony","718","0.383492981619304","0.359829949745594","0.407156013493014"
"Owner","2003","Saxony-Anhalt","498","0.465699572387595","0.433777406341519","0.497621738433671"
"Owner","2003","Thuringia","540","0.438750358203294","0.407327034670005","0.470173681736583"
"Nursing Home/Retirement Community","2003","Schleswig-Holstein","1","","",""
"Nursing Home/Retirement Community","2003","Hamburg","2","","",""
"Nursing Home/Retirement Community","2003","Lower Saxony","4","","",""
"Nursing Home/Retirement Community","2003","Bremen","","","",""
"Nursing Home/Retirement Community","2003","North Rhine-Westphalia","8","","",""
"Nursing Home/Retirement Community","2003","Hesse","4","","",""
"Nursing Home/Retirement Community","2003","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","2003","Baden-Württemberg","5","","",""
"Nursing Home/Retirement Community","2003","Bavaria","5","","",""
"Nursing Home/Retirement Community","2003","Berlin","","","",""
"Nursing Home/Retirement Community","2003","Brandenburg","1","","",""
"Nursing Home/Retirement Community","2003","Mecklenburg-Western Pomerania","1","","",""
"Nursing Home/Retirement Community","2003","Saxony","1","","",""
"Nursing Home/Retirement Community","2003","Saxony-Anhalt","1","","",""
"Nursing Home/Retirement Community","2003","Thuringia","1","","",""
"Tenant","2003","Schleswig-Holstein","","","",""
"Tenant","2003","Hamburg","","","",""
"Tenant","2003","Lower Saxony","","","",""
"Tenant","2003","Bremen","","","",""
"Tenant","2003","North Rhine-Westphalia","","","",""
"Tenant","2003","Hesse","","","",""
"Tenant","2003","Rhineland-Palatinate,Saarland","","","",""
"Tenant","2003","Baden-Württemberg","","","",""
"Tenant","2003","Bavaria","","","",""
"Tenant","2003","Berlin","","","",""
"Tenant","2003","Brandenburg","","","",""
"Tenant","2003","Mecklenburg-Western Pomerania","","","",""
"Tenant","2003","Saxony","","","",""
"Tenant","2003","Saxony-Anhalt","","","",""
"Tenant","2003","Thuringia","","","",""
"Main Tenant","2004","Schleswig-Holstein","222","0.352858234789193","0.316888843584623","0.388827625993763"
"Main Tenant","2004","Hamburg","184","0.70620753613938","0.654491353735309","0.757923718543451"
"Main Tenant","2004","Lower Saxony","635","0.393729052085486","0.371725630843661","0.41573247332731"
"Main Tenant","2004","Bremen","83","0.523608132631387","0.448085205986578","0.599131059276196"
"Main Tenant","2004","North Rhine-Westphalia","2178","0.55081784726697","0.536382298348626","0.565253396185313"
"Main Tenant","2004","Hesse","652","0.498728787837308","0.472966618760739","0.524490956913876"
"Main Tenant","2004","Rhineland-Palatinate,Saarland","458","0.405081933682335","0.378457736650778","0.431706130713893"
"Main Tenant","2004","Baden-Württemberg","1124","0.457589386228634","0.438527396269097","0.476651376188171"
"Main Tenant","2004","Bavaria","1172","0.451971393865082","0.434343412356996","0.469599375373169"
"Main Tenant","2004","Berlin","623","0.85407189995192","0.829789771226848","0.878354028676991"
"Main Tenant","2004","Brandenburg","465","0.560348428978003","0.528170477892039","0.592526380063966"
"Main Tenant","2004","Mecklenburg-Western Pomerania","260","0.517332302506571","0.474175089393833","0.560489515619308"
"Main Tenant","2004","Saxony","829","0.599994165046364","0.575838098117274","0.624150231975454"
"Main Tenant","2004","Saxony-Anhalt","411","0.530979396256271","0.498871718301597","0.563087074210946"
"Main Tenant","2004","Thuringia","387","0.520593816754699","0.488758891012511","0.552428742496886"
"Sub-Tenant","2004","Schleswig-Holstein","18","","",""
"Sub-Tenant","2004","Hamburg","4","","",""
"Sub-Tenant","2004","Lower Saxony","31","0.0182650484088983","0.0122343773041489","0.0242957195136477"
"Sub-Tenant","2004","Bremen","1","","",""
"Sub-Tenant","2004","North Rhine-Westphalia","40","0.0134724950268513","0.0101267205028903","0.0168182695508123"
"Sub-Tenant","2004","Hesse","17","","",""
"Sub-Tenant","2004","Rhineland-Palatinate,Saarland","22","","",""
"Sub-Tenant","2004","Baden-Württemberg","46","0.0216919349322839","0.0161181123715021","0.0272657574930657"
"Sub-Tenant","2004","Bavaria","52","0.025339529966788","0.0197731679050838","0.0309058920284923"
"Sub-Tenant","2004","Berlin","22","","",""
"Sub-Tenant","2004","Brandenburg","27","","",""
"Sub-Tenant","2004","Mecklenburg-Western Pomerania","5","","",""
"Sub-Tenant","2004","Saxony","38","0.0251153469933754","0.0173998171448393","0.0328308768419114"
"Sub-Tenant","2004","Saxony-Anhalt","13","","",""
"Sub-Tenant","2004","Thuringia","27","","",""
"Owner","2004","Schleswig-Holstein","437","0.611409073352925","0.574719259215078","0.648098887490773"
"Owner","2004","Hamburg","108","0.257253602904615","0.207623980745862","0.306883225063369"
"Owner","2004","Lower Saxony","1224","0.585806615314039","0.563622770491121","0.607990460136957"
"Owner","2004","Bremen","84","0.464692129582601","0.389273623935403","0.540110635229798"
"Owner","2004","North Rhine-Westphalia","2335","0.431122236622679","0.416749887910946","0.445494585334411"
"Owner","2004","Hesse","776","0.474065584815939","0.448338010883922","0.499793158747955"
"Owner","2004","Rhineland-Palatinate,Saarland","826","0.575608383640471","0.548802911819007","0.602413855461936"
"Owner","2004","Baden-Württemberg","1447","0.518033402111695","0.498914914768404","0.537151889454986"
"Owner","2004","Bavaria","1832","0.517975934807537","0.500277508584664","0.53567436103041"
"Owner","2004","Berlin","165","0.116083176559538","0.094050847045528","0.138115506073547"
"Owner","2004","Brandenburg","420","0.402228913328482","0.370439750673571","0.434018075983394"
"Owner","2004","Mecklenburg-Western Pomerania","247","0.458901329277655","0.415864291847235","0.501938366708074"
"Owner","2004","Saxony","712","0.372918569977534","0.34907405336373","0.396763086591337"
"Owner","2004","Saxony-Anhalt","503","0.453486995518318","0.421457007813771","0.485516983222866"
"Owner","2004","Thuringia","531","0.433835612412087","0.402253847490099","0.465417377334076"
"Nursing Home/Retirement Community","2004","Schleswig-Holstein","1","","",""
"Nursing Home/Retirement Community","2004","Hamburg","2","","",""
"Nursing Home/Retirement Community","2004","Lower Saxony","4","","",""
"Nursing Home/Retirement Community","2004","Bremen","","","",""
"Nursing Home/Retirement Community","2004","North Rhine-Westphalia","8","","",""
"Nursing Home/Retirement Community","2004","Hesse","2","","",""
"Nursing Home/Retirement Community","2004","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","2004","Baden-Württemberg","7","","",""
"Nursing Home/Retirement Community","2004","Bavaria","6","","",""
"Nursing Home/Retirement Community","2004","Berlin","2","","",""
"Nursing Home/Retirement Community","2004","Brandenburg","2","","",""
"Nursing Home/Retirement Community","2004","Mecklenburg-Western Pomerania","3","","",""
"Nursing Home/Retirement Community","2004","Saxony","1","","",""
"Nursing Home/Retirement Community","2004","Saxony-Anhalt","1","","",""
"Nursing Home/Retirement Community","2004","Thuringia","1","","",""
"Tenant","2004","Schleswig-Holstein","","","",""
"Tenant","2004","Hamburg","","","",""
"Tenant","2004","Lower Saxony","","","",""
"Tenant","2004","Bremen","","","",""
"Tenant","2004","North Rhine-Westphalia","","","",""
"Tenant","2004","Hesse","","","",""
"Tenant","2004","Rhineland-Palatinate,Saarland","","","",""
"Tenant","2004","Baden-Württemberg","","","",""
"Tenant","2004","Bavaria","","","",""
"Tenant","2004","Berlin","","","",""
"Tenant","2004","Brandenburg","","","",""
"Tenant","2004","Mecklenburg-Western Pomerania","","","",""
"Tenant","2004","Saxony","","","",""
"Tenant","2004","Saxony-Anhalt","","","",""
"Tenant","2004","Thuringia","","","",""
"Main Tenant","2005","Schleswig-Holstein","235","0.386554784309493","0.349233839036286","0.4238757295827"
"Main Tenant","2005","Hamburg","192","0.760193003027113","0.711220813164391","0.809165192889835"
"Main Tenant","2005","Lower Saxony","575","0.376109185886898","0.353706185273113","0.398512186500684"
"Main Tenant","2005","Bremen","76","0.516317043992387","0.435532543036578","0.597101544948195"
"Main Tenant","2005","North Rhine-Westphalia","2117","0.567844564313767","0.553172360715604","0.582516767911929"
"Main Tenant","2005","Hesse","600","0.492402427970221","0.465938809628437","0.518866046312005"
"Main Tenant","2005","Rhineland-Palatinate,Saarland","438","0.42221284348939","0.394744216298044","0.449681470680737"
"Main Tenant","2005","Baden-Württemberg","1101","0.479981586496415","0.460537161008557","0.499426011984274"
"Main Tenant","2005","Bavaria","1107","0.455672451461283","0.437596095906447","0.473748807016119"
"Main Tenant","2005","Berlin","585","0.847880987806323","0.822314404979782","0.873447570632864"
"Main Tenant","2005","Brandenburg","454","0.556970856795423","0.524317367639111","0.589624345951735"
"Main Tenant","2005","Mecklenburg-Western Pomerania","241","0.54350606914014","0.500062839398829","0.586949298881451"
"Main Tenant","2005","Saxony","778","0.593491664122596","0.568903899150513","0.61807942909468"
"Main Tenant","2005","Saxony-Anhalt","399","0.537297533590769","0.504704365538466","0.569890701643071"
"Main Tenant","2005","Thuringia","354","0.517398126020464","0.484642473202883","0.550153778838044"
"Sub-Tenant","2005","Schleswig-Holstein","7","","",""
"Sub-Tenant","2005","Hamburg","7","","",""
"Sub-Tenant","2005","Lower Saxony","42","0.0248047059126242","0.0176117439371507","0.0319976678880978"
"Sub-Tenant","2005","Bremen","2","","",""
"Sub-Tenant","2005","North Rhine-Westphalia","54","0.0161063506184284","0.0123778581374012","0.0198348430994555"
"Sub-Tenant","2005","Hesse","28","","",""
"Sub-Tenant","2005","Rhineland-Palatinate,Saarland","27","","",""
"Sub-Tenant","2005","Baden-Württemberg","40","0.021845162706973","0.0161559141006291","0.0275344113133169"
"Sub-Tenant","2005","Bavaria","64","0.0278943200463158","0.0219175167725071","0.0338711233201246"
"Sub-Tenant","2005","Berlin","20","","",""
"Sub-Tenant","2005","Brandenburg","21","","",""
"Sub-Tenant","2005","Mecklenburg-Western Pomerania","7","","",""
"Sub-Tenant","2005","Saxony","30","0.0213521988350369","0.0141159827280018","0.028588414942072"
"Sub-Tenant","2005","Saxony-Anhalt","13","","",""
"Sub-Tenant","2005","Thuringia","29","","",""
"Owner","2005","Schleswig-Holstein","410","0.599849182283536","0.562300724263379","0.637397640303694"
"Owner","2005","Hamburg","91","0.193974342905101","0.148621632885862","0.23932705292434"
"Owner","2005","Lower Saxony","1174","0.595624760279151","0.572927492878531","0.61832202767977"
"Owner","2005","Bremen","69","0.463916383332857","0.383299585039287","0.544533181626426"
"Owner","2005","North Rhine-Westphalia","2201","0.413089558102202","0.398505827099407","0.427673289104998"
"Owner","2005","Hesse","741","0.46503809949534","0.438636207038677","0.491439991952003"
"Owner","2005","Rhineland-Palatinate,Saarland","777","0.540654378632089","0.51293924698461","0.568369510279569"
"Owner","2005","Baden-Württemberg","1393","0.496433430081576","0.476973896722198","0.515892963440953"
"Owner","2005","Bavaria","1739","0.512223294918456","0.494080903948717","0.530365685888194"
"Owner","2005","Berlin","152","0.110447311204313","0.0881333383517482","0.132761284056878"
"Owner","2005","Brandenburg","412","0.40290135540923","0.370659530335397","0.435143180483063"
"Owner","2005","Mecklenburg-Western Pomerania","255","0.438906562940636","0.395624691187476","0.482188434693797"
"Owner","2005","Saxony","722","0.382814764182859","0.358482690814247","0.407146837551472"
"Owner","2005","Saxony-Anhalt","485","0.434893978300953","0.402488016938046","0.467299939663861"
"Owner","2005","Thuringia","508","0.434704228739202","0.40220940897484","0.467199048503563"
"Nursing Home/Retirement Community","2005","Schleswig-Holstein","2","","",""
"Nursing Home/Retirement Community","2005","Hamburg","2","","",""
"Nursing Home/Retirement Community","2005","Lower Saxony","5","","",""
"Nursing Home/Retirement Community","2005","Bremen","","","",""
"Nursing Home/Retirement Community","2005","North Rhine-Westphalia","7","","",""
"Nursing Home/Retirement Community","2005","Hesse","2","","",""
"Nursing Home/Retirement Community","2005","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","2005","Baden-Württemberg","2","","",""
"Nursing Home/Retirement Community","2005","Bavaria","6","","",""
"Nursing Home/Retirement Community","2005","Berlin","1","","",""
"Nursing Home/Retirement Community","2005","Brandenburg","2","","",""
"Nursing Home/Retirement Community","2005","Mecklenburg-Western Pomerania","2","","",""
"Nursing Home/Retirement Community","2005","Saxony","3","","",""
"Nursing Home/Retirement Community","2005","Saxony-Anhalt","2","","",""
"Nursing Home/Retirement Community","2005","Thuringia","3","","",""
"Tenant","2005","Schleswig-Holstein","","","",""
"Tenant","2005","Hamburg","","","",""
"Tenant","2005","Lower Saxony","","","",""
"Tenant","2005","Bremen","","","",""
"Tenant","2005","North Rhine-Westphalia","","","",""
"Tenant","2005","Hesse","","","",""
"Tenant","2005","Rhineland-Palatinate,Saarland","","","",""
"Tenant","2005","Baden-Württemberg","","","",""
"Tenant","2005","Bavaria","","","",""
"Tenant","2005","Berlin","","","",""
"Tenant","2005","Brandenburg","","","",""
"Tenant","2005","Mecklenburg-Western Pomerania","","","",""
"Tenant","2005","Saxony","","","",""
"Tenant","2005","Saxony-Anhalt","","","",""
"Tenant","2005","Thuringia","","","",""
"Main Tenant","2006","Schleswig-Holstein","250","0.400999554869658","0.364217039804512","0.437782069934805"
"Main Tenant","2006","Hamburg","218","0.795719952625768","0.751054779545201","0.840385125706335"
"Main Tenant","2006","Lower Saxony","678","0.408530299099405","0.386997799815109","0.430062798383701"
"Main Tenant","2006","Bremen","82","0.535555525440372","0.454656960903432","0.616454089977312"
"Main Tenant","2006","North Rhine-Westphalia","2176","0.561850645959165","0.547551379712906","0.576149912205425"
"Main Tenant","2006","Hesse","634","0.509339806808683","0.48408325465631","0.534596358961055"
"Main Tenant","2006","Rhineland-Palatinate,Saarland","484","0.432284286083182","0.405488536526926","0.459080035639439"
"Main Tenant","2006","Baden-Württemberg","1124","0.46952981482205","0.450934412085032","0.488125217559068"
"Main Tenant","2006","Bavaria","1190","0.458440663665394","0.441152483537027","0.475728843793762"
"Main Tenant","2006","Berlin","611","0.854718264641788","0.830253787860529","0.879182741423048"
"Main Tenant","2006","Brandenburg","480","0.552962236604538","0.521462134285618","0.584462338923458"
"Main Tenant","2006","Mecklenburg-Western Pomerania","254","0.489531607220413","0.448348920837293","0.530714293603533"
"Main Tenant","2006","Saxony","820","0.610062177817206","0.586260057914738","0.633864297719673"
"Main Tenant","2006","Saxony-Anhalt","433","0.575036549491317","0.543282671988116","0.606790426994517"
"Main Tenant","2006","Thuringia","372","0.484947374421289","0.453512510480292","0.516382238362287"
"Sub-Tenant","2006","Schleswig-Holstein","9","","",""
"Sub-Tenant","2006","Hamburg","1","","",""
"Sub-Tenant","2006","Lower Saxony","31","0.0216850265394321","0.0153048105116054","0.0280652425672587"
"Sub-Tenant","2006","Bremen","2","","",""
"Sub-Tenant","2006","North Rhine-Westphalia","45","0.0144262269737151","0.0109897521074097","0.0178627018400205"
"Sub-Tenant","2006","Hesse","29","","",""
"Sub-Tenant","2006","Rhineland-Palatinate,Saarland","18","","",""
"Sub-Tenant","2006","Baden-Württemberg","35","0.0176854802867006","0.0127743978700073","0.022596562703394"
"Sub-Tenant","2006","Bavaria","55","0.0210201813670734","0.0160429275549542","0.0259974351791927"
"Sub-Tenant","2006","Berlin","24","","",""
"Sub-Tenant","2006","Brandenburg","27","","",""
"Sub-Tenant","2006","Mecklenburg-Western Pomerania","14","","",""
"Sub-Tenant","2006","Saxony","40","0.0224039143061298","0.0151816631723856","0.0296261654398739"
"Sub-Tenant","2006","Saxony-Anhalt","8","","",""
"Sub-Tenant","2006","Thuringia","31","0.0387259175547515","0.0265902701174195","0.0508615649920835"
"Owner","2006","Schleswig-Holstein","421","0.574544937649629","0.537438885323725","0.611650989975534"
"Owner","2006","Hamburg","92","0.192220705785095","0.148566874626792","0.235874536943398"
"Owner","2006","Lower Saxony","1288","0.566835476497306","0.545129915928611","0.588541037066002"
"Owner","2006","Bremen","62","0.45594579931575","0.375157334319648","0.536734264311852"
"Owner","2006","North Rhine-Westphalia","2396","0.421136951269729","0.406907380147322","0.435366522392135"
"Owner","2006","Hesse","842","0.456963193696078","0.431795983009554","0.482130404382603"
"Owner","2006","Rhineland-Palatinate,Saarland","811","0.537282524291141","0.51031289130433","0.564252157277952"
"Owner","2006","Baden-Württemberg","1603","0.509203103030432","0.490576230766414","0.527829975294451"
"Owner","2006","Bavaria","1937","0.515695604919051","0.498355943655673","0.533035266182429"
"Owner","2006","Berlin","160","0.114186276402294","0.0921063771231173","0.136266175681471"
"Owner","2006","Brandenburg","447","0.392726810602147","0.361786159302364","0.423667461901929"
"Owner","2006","Mecklenburg-Western Pomerania","295","0.474210404413459","0.433073518846173","0.515347289980744"
"Owner","2006","Saxony","751","0.367177165742582","0.343653239411953","0.390701092073212"
"Owner","2006","Saxony-Anhalt","487","0.407911069927654","0.376342895546459","0.439479244308849"
"Owner","2006","Thuringia","564","0.468568716059596","0.437181797598422","0.499955634520771"
"Nursing Home/Retirement Community","2006","Schleswig-Holstein","2","","",""
"Nursing Home/Retirement Community","2006","Hamburg","2","","",""
"Nursing Home/Retirement Community","2006","Lower Saxony","5","","",""
"Nursing Home/Retirement Community","2006","Bremen","","","",""
"Nursing Home/Retirement Community","2006","North Rhine-Westphalia","8","","",""
"Nursing Home/Retirement Community","2006","Hesse","","","",""
"Nursing Home/Retirement Community","2006","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","2006","Baden-Württemberg","5","","",""
"Nursing Home/Retirement Community","2006","Bavaria","9","","",""
"Nursing Home/Retirement Community","2006","Berlin","2","","",""
"Nursing Home/Retirement Community","2006","Brandenburg","3","","",""
"Nursing Home/Retirement Community","2006","Mecklenburg-Western Pomerania","3","","",""
"Nursing Home/Retirement Community","2006","Saxony","2","","",""
"Nursing Home/Retirement Community","2006","Saxony-Anhalt","3","","",""
"Nursing Home/Retirement Community","2006","Thuringia","4","","",""
"Tenant","2006","Schleswig-Holstein","","","",""
"Tenant","2006","Hamburg","","","",""
"Tenant","2006","Lower Saxony","","","",""
"Tenant","2006","Bremen","","","",""
"Tenant","2006","North Rhine-Westphalia","","","",""
"Tenant","2006","Hesse","","","",""
"Tenant","2006","Rhineland-Palatinate,Saarland","","","",""
"Tenant","2006","Baden-Württemberg","","","",""
"Tenant","2006","Bavaria","","","",""
"Tenant","2006","Berlin","","","",""
"Tenant","2006","Brandenburg","","","",""
"Tenant","2006","Mecklenburg-Western Pomerania","","","",""
"Tenant","2006","Saxony","","","",""
"Tenant","2006","Saxony-Anhalt","","","",""
"Tenant","2006","Thuringia","","","",""
"Main Tenant","2007","Schleswig-Holstein","234","0.38618641424321","0.348198088314138","0.424174740172282"
"Main Tenant","2007","Hamburg","206","0.796204210601742","0.750621798616938","0.841786622586547"
"Main Tenant","2007","Lower Saxony","633","0.406244171648515","0.383990139466604","0.428498203830427"
"Main Tenant","2007","Bremen","82","0.505252416329767","0.424973593180898","0.585531239478635"
"Main Tenant","2007","North Rhine-Westphalia","2001","0.554427191808953","0.539559304951243","0.569295078666663"
"Main Tenant","2007","Hesse","618","0.497926471499281","0.471902339962483","0.523950603036079"
"Main Tenant","2007","Rhineland-Palatinate,Saarland","428","0.422049558222374","0.39409417021117","0.450004946233579"
"Main Tenant","2007","Baden-Württemberg","996","0.445973228819137","0.426684099184931","0.465262358453342"
"Main Tenant","2007","Bavaria","1130","0.453058230495476","0.435313207138329","0.470803253852622"
"Main Tenant","2007","Berlin","578","0.831304970520346","0.804802781880942","0.85780715915975"
"Main Tenant","2007","Brandenburg","456","0.568103038060486","0.53539430162808","0.600811774492892"
"Main Tenant","2007","Mecklenburg-Western Pomerania","240","0.518612567067981","0.475708533692702","0.56151660044326"
"Main Tenant","2007","Saxony","795","0.613757597563678","0.589424447258213","0.638090747869144"
"Main Tenant","2007","Saxony-Anhalt","394","0.536141721187705","0.503396969816802","0.568886472558608"
"Main Tenant","2007","Thuringia","366","0.451585710388382","0.419636170254269","0.483535250522494"
"Sub-Tenant","2007","Schleswig-Holstein","13","","",""
"Sub-Tenant","2007","Hamburg","4","","",""
"Sub-Tenant","2007","Lower Saxony","37","0.0278908790507897","0.0204298315070133","0.035351926594566"
"Sub-Tenant","2007","Bremen","1","","",""
"Sub-Tenant","2007","North Rhine-Westphalia","50","0.0178060260153774","0.0138500852392363","0.0217619667915186"
"Sub-Tenant","2007","Hesse","26","","",""
"Sub-Tenant","2007","Rhineland-Palatinate,Saarland","15","","",""
"Sub-Tenant","2007","Baden-Württemberg","45","0.0173508474733436","0.0122838294426876","0.0224178655039995"
"Sub-Tenant","2007","Bavaria","43","0.018265328112425","0.0134917963008651","0.023038859923985"
"Sub-Tenant","2007","Berlin","16","","",""
"Sub-Tenant","2007","Brandenburg","24","","",""
"Sub-Tenant","2007","Mecklenburg-Western Pomerania","5","","",""
"Sub-Tenant","2007","Saxony","29","","",""
"Sub-Tenant","2007","Saxony-Anhalt","17","","",""
"Sub-Tenant","2007","Thuringia","24","","",""
"Owner","2007","Schleswig-Holstein","382","0.572856069271353","0.534259981027059","0.611452157515647"
"Owner","2007","Hamburg","88","0.189198454393096","0.144878067823323","0.23351884096287"
"Owner","2007","Lower Saxony","1197","0.563890391435274","0.541420220710499","0.586360562160048"
"Owner","2007","Bremen","66","0.493640210639396","0.413363452362685","0.573916968916106"
"Owner","2007","North Rhine-Westphalia","2235","0.42515490978422","0.410366664023309","0.43994315554513"
"Owner","2007","Hesse","773","0.470527934790852","0.444548828453015","0.496507041128689"
"Owner","2007","Rhineland-Palatinate,Saarland","754","0.543917724806875","0.515725671852507","0.572109777761243"
"Owner","2007","Baden-Württemberg","1504","0.530684437163257","0.511318277165462","0.550050597161053"
"Owner","2007","Bavaria","1839","0.522722139842722","0.504916806473941","0.540527473211504"
"Owner","2007","Berlin","170","0.135217900476952","0.111017594950757","0.159418206003148"
"Owner","2007","Brandenburg","399","0.380802177208959","0.348737670829699","0.412866683588218"
"Owner","2007","Mecklenburg-Western Pomerania","274","0.46460803551078","0.42178193695438","0.507434134067181"
"Owner","2007","Saxony","712","0.360445063084881","0.33644964109803","0.384440485071733"
"Owner","2007","Saxony-Anhalt","477","0.434532166786139","0.401984178045405","0.467080155526872"
"Owner","2007","Thuringia","537","0.494768524005995","0.46266990366311","0.526867144348879"
"Nursing Home/Retirement Community","2007","Schleswig-Holstein","2","","",""
"Nursing Home/Retirement Community","2007","Hamburg","2","","",""
"Nursing Home/Retirement Community","2007","Lower Saxony","4","","",""
"Nursing Home/Retirement Community","2007","Bremen","","","",""
"Nursing Home/Retirement Community","2007","North Rhine-Westphalia","7","","",""
"Nursing Home/Retirement Community","2007","Hesse","1","","",""
"Nursing Home/Retirement Community","2007","Rhineland-Palatinate,Saarland","2","","",""
"Nursing Home/Retirement Community","2007","Baden-Württemberg","6","","",""
"Nursing Home/Retirement Community","2007","Bavaria","11","","",""
"Nursing Home/Retirement Community","2007","Berlin","3","","",""
"Nursing Home/Retirement Community","2007","Brandenburg","2","","",""
"Nursing Home/Retirement Community","2007","Mecklenburg-Western Pomerania","2","","",""
"Nursing Home/Retirement Community","2007","Saxony","2","","",""
"Nursing Home/Retirement Community","2007","Saxony-Anhalt","3","","",""
"Nursing Home/Retirement Community","2007","Thuringia","5","","",""
"Tenant","2007","Schleswig-Holstein","","","",""
"Tenant","2007","Hamburg","","","",""
"Tenant","2007","Lower Saxony","","","",""
"Tenant","2007","Bremen","","","",""
"Tenant","2007","North Rhine-Westphalia","","","",""
"Tenant","2007","Hesse","","","",""
