"hlf0001_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Sub-Tenant","1992","Part Time","direct migration background","7","","",""
"Sub-Tenant","1992","Part Time","indirect migration background","2","","",""
"Sub-Tenant","1992","Not Working","no migration background","60","0.022750338653167","0.0176699562319912","0.0278307210743427"
"Sub-Tenant","1992","Not Working","direct migration background","19","","",""
"Sub-Tenant","1992","Not Working","indirect migration background","","","",""
"Owner","1992","Full Time","no migration background","2091","0.432262252799064","0.418654259591283","0.445870246006845"
"Owner","1992","Full Time","direct migration background","249","0.259217842030521","0.235816433660649","0.282619250400394"
"Owner","1992","Full Time","indirect migration background","28","","",""
"Owner","1992","Part Time","no migration background","903","0.473533771829011","0.451689622222253","0.49537792143577"
"Owner","1992","Part Time","direct migration background","80","0.258094513575358","0.216095050224696","0.300093976926021"
"Owner","1992","Part Time","indirect migration background","11","","",""
"Owner","1992","Not Working","no migration background","1628","0.467532270158509","0.450532143783627","0.484532396533392"
"Owner","1992","Not Working","direct migration background","165","0.294533591140325","0.263083861983112","0.325983320297538"
"Owner","1992","Not Working","indirect migration background","39","0.297452034013983","0.226172310010748","0.368731758017219"
"Nursing Home/Retirement Community","1992","Full Time","no migration background","","","",""
"Nursing Home/Retirement Community","1992","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1992","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1992","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","1992","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1992","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1992","Not Working","no migration background","","","",""
"Nursing Home/Retirement Community","1992","Not Working","direct migration background","","","",""
"Nursing Home/Retirement Community","1992","Not Working","indirect migration background","","","",""
"Tenant","1992","Full Time","no migration background","2","","",""
"Tenant","1992","Full Time","direct migration background","","","",""
"Tenant","1992","Full Time","indirect migration background","","","",""
"Tenant","1992","Part Time","no migration background","1","","",""
"Tenant","1992","Part Time","direct migration background","1","","",""
"Tenant","1992","Part Time","indirect migration background","","","",""
"Tenant","1992","Not Working","no migration background","4","","",""
"Tenant","1992","Not Working","direct migration background","","","",""
"Tenant","1992","Not Working","indirect migration background","","","",""
"Main Tenant","1993","Full Time","no migration background","2667","0.526281490602149","0.512210350979621","0.540352630224677"
"Main Tenant","1993","Full Time","direct migration background","982","0.705972216918112","0.680735438399923","0.731208995436301"
"Main Tenant","1993","Full Time","indirect migration background","141","0.721837196993968","0.656376444337611","0.787297949650325"
"Main Tenant","1993","Part Time","no migration background","963","0.479142051019407","0.456738173000917","0.501545929037897"
"Main Tenant","1993","Part Time","direct migration background","325","0.678604144835024","0.634256385580324","0.722951904089725"
"Main Tenant","1993","Part Time","indirect migration background","104","0.778013472461929","0.706018864058923","0.850008080864934"
"Main Tenant","1993","Not Working","no migration background","1763","0.510212722990427","0.493541543926349","0.526883902054505"
"Main Tenant","1993","Not Working","direct migration background","624","0.641145033530094","0.608314436038052","0.673975631022136"
"Main Tenant","1993","Not Working","indirect migration background","124","0.615633254164098","0.542075681585647","0.689190826742549"
"Sub-Tenant","1993","Full Time","no migration background","135","0.0282160697605489","0.0235495494101991","0.0328825901108986"
"Sub-Tenant","1993","Full Time","direct migration background","34","0.0368403755637416","0.0264062253332377","0.0472745257942455"
"Sub-Tenant","1993","Full Time","indirect migration background","9","","",""
"Sub-Tenant","1993","Part Time","no migration background","60","0.033627905665279","0.0255433992900992","0.0417124120404588"
"Sub-Tenant","1993","Part Time","direct migration background","16","","",""
"Sub-Tenant","1993","Part Time","indirect migration background","1","","",""
"Sub-Tenant","1993","Not Working","no migration background","71","0.027618538576637","0.0221533442760062","0.0330837328772677"
"Sub-Tenant","1993","Not Working","direct migration background","26","","",""
"Sub-Tenant","1993","Not Working","indirect migration background","2","","",""
"Owner","1993","Full Time","no migration background","2035","0.445502439637302","0.431495769192299","0.459509110082306"
"Owner","1993","Full Time","direct migration background","236","0.257187407518146","0.232976536965891","0.281398278070402"
"Owner","1993","Full Time","indirect migration background","30","0.18523290810542","0.128480061351068","0.241985754859772"
"Owner","1993","Part Time","no migration background","887","0.487230043315314","0.464813960462425","0.509646126168203"
"Owner","1993","Part Time","direct migration background","85","0.265797994968616","0.2238484818288","0.307747508108432"
"Owner","1993","Part Time","indirect migration background","23","","",""
"Owner","1993","Not Working","no migration background","1620","0.462168738432936","0.445541878874673","0.478795597991199"
"Owner","1993","Not Working","direct migration background","170","0.314088667645241","0.28231983275394","0.345857502536541"
"Owner","1993","Not Working","indirect migration background","42","0.378087930516304","0.304762545893222","0.451413315139386"
"Nursing Home/Retirement Community","1993","Full Time","no migration background","","","",""
"Nursing Home/Retirement Community","1993","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1993","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1993","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","1993","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1993","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1993","Not Working","no migration background","","","",""
"Nursing Home/Retirement Community","1993","Not Working","direct migration background","","","",""
"Nursing Home/Retirement Community","1993","Not Working","indirect migration background","","","",""
"Tenant","1993","Full Time","no migration background","","","",""
"Tenant","1993","Full Time","direct migration background","","","",""
"Tenant","1993","Full Time","indirect migration background","","","",""
"Tenant","1993","Part Time","no migration background","","","",""
"Tenant","1993","Part Time","direct migration background","","","",""
"Tenant","1993","Part Time","indirect migration background","","","",""
"Tenant","1993","Not Working","no migration background","","","",""
"Tenant","1993","Not Working","direct migration background","","","",""
"Tenant","1993","Not Working","indirect migration background","","","",""
"Main Tenant","1994","Full Time","no migration background","2538","0.522757291336926","0.508417981792117","0.537096600881735"
"Main Tenant","1994","Full Time","direct migration background","863","0.708035731904842","0.681264358571804","0.73480710523788"
"Main Tenant","1994","Full Time","indirect migration background","171","0.782523669402126","0.727252844791638","0.837794494012614"
"Main Tenant","1994","Part Time","no migration background","919","0.490674762852613","0.46780791978594","0.513541605919287"
"Main Tenant","1994","Part Time","direct migration background","332","0.683260618751091","0.638980437522715","0.727540799979467"
"Main Tenant","1994","Part Time","indirect migration background","93","0.775273580949851","0.696914487997608","0.853632673902094"
"Main Tenant","1994","Not Working","no migration background","1806","0.501219760284918","0.484827474048173","0.517612046521664"
"Main Tenant","1994","Not Working","direct migration background","637","0.663955634887186","0.632012591804775","0.695898677969598"
"Main Tenant","1994","Not Working","indirect migration background","130","0.623960370497202","0.55177979320883","0.696140947785574"
"Sub-Tenant","1994","Full Time","no migration background","124","0.0284254014730497","0.023654505807618","0.0331962971384813"
"Sub-Tenant","1994","Full Time","direct migration background","28","","",""
"Sub-Tenant","1994","Full Time","indirect migration background","6","","",""
"Sub-Tenant","1994","Part Time","no migration background","60","0.0280602512288147","0.0205062473781567","0.0356142550794728"
"Sub-Tenant","1994","Part Time","direct migration background","14","","",""
"Sub-Tenant","1994","Part Time","indirect migration background","3","","",""
"Sub-Tenant","1994","Not Working","no migration background","75","0.0289581124670795","0.023460489851868","0.034455735082291"
"Sub-Tenant","1994","Not Working","direct migration background","26","","",""
"Sub-Tenant","1994","Not Working","indirect migration background","","","",""
"Owner","1994","Full Time","no migration background","1999","0.448817307190024","0.434538526490742","0.463096087889306"
"Owner","1994","Full Time","direct migration background","217","0.26458876001231","0.238615346011104","0.290562174013517"
"Owner","1994","Full Time","indirect migration background","37","0.188767583337688","0.136337860653889","0.241197306021487"
"Owner","1994","Part Time","no migration background","857","0.481264985918572","0.458410225800786","0.504119746036358"
"Owner","1994","Part Time","direct migration background","78","0.283175011005558","0.240290625233488","0.326059396777627"
"Owner","1994","Part Time","indirect migration background","13","","",""
"Owner","1994","Not Working","no migration background","1693","0.469822127248002","0.453459676604562","0.486184577891443"
"Owner","1994","Not Working","direct migration background","177","0.300230339671555","0.269233794459357","0.331226884883753"
"Owner","1994","Not Working","indirect migration background","43","0.376039629502798","0.303859052214426","0.44822020679117"
"Nursing Home/Retirement Community","1994","Full Time","no migration background","","","",""
"Nursing Home/Retirement Community","1994","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1994","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1994","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","1994","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1994","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1994","Not Working","no migration background","","","",""
"Nursing Home/Retirement Community","1994","Not Working","direct migration background","","","",""
"Nursing Home/Retirement Community","1994","Not Working","indirect migration background","","","",""
"Tenant","1994","Full Time","no migration background","","","",""
"Tenant","1994","Full Time","direct migration background","","","",""
"Tenant","1994","Full Time","indirect migration background","","","",""
"Tenant","1994","Part Time","no migration background","","","",""
"Tenant","1994","Part Time","direct migration background","","","",""
"Tenant","1994","Part Time","indirect migration background","","","",""
"Tenant","1994","Not Working","no migration background","","","",""
"Tenant","1994","Not Working","direct migration background","","","",""
"Tenant","1994","Not Working","indirect migration background","","","",""
"Main Tenant","1995","Full Time","no migration background","2412","0.501540563368546","0.487014008924145","0.516067117812947"
"Main Tenant","1995","Full Time","direct migration background","909","0.695015709943267","0.668544056276273","0.721487363610262"
"Main Tenant","1995","Full Time","indirect migration background","160","0.721986183972343","0.660656773025827","0.783315594918859"
"Main Tenant","1995","Part Time","no migration background","994","0.495847619091311","0.473553025635328","0.518142212547293"
"Main Tenant","1995","Part Time","direct migration background","421","0.687831309275909","0.648963737308628","0.726698881243189"
"Main Tenant","1995","Part Time","indirect migration background","111","0.624228184068551","0.542830429387707","0.705625938749394"
"Main Tenant","1995","Not Working","no migration background","1803","0.485405454524119","0.468987917385076","0.501822991663163"
"Main Tenant","1995","Not Working","direct migration background","866","0.686189157542774","0.658841103736958","0.713537211348591"
"Main Tenant","1995","Not Working","indirect migration background","124","0.533684019460518","0.459130849132884","0.608237189788153"
"Sub-Tenant","1995","Full Time","no migration background","138","0.0332038405223166","0.0279984143518515","0.0384092666927817"
"Sub-Tenant","1995","Full Time","direct migration background","31","0.0367770949893652","0.0259553539197141","0.0475988360590163"
"Sub-Tenant","1995","Full Time","indirect migration background","7","","",""
"Sub-Tenant","1995","Part Time","no migration background","46","0.0243895239885604","0.0175111716314197","0.0312678763457012"
"Sub-Tenant","1995","Part Time","direct migration background","22","","",""
"Sub-Tenant","1995","Part Time","indirect migration background","2","","",""
"Sub-Tenant","1995","Not Working","no migration background","88","0.0307916936357826","0.0251169212815989","0.0364664659899663"
"Sub-Tenant","1995","Not Working","direct migration background","42","0.0498092205471536","0.036987957625458","0.0626304834688492"
"Sub-Tenant","1995","Not Working","indirect migration background","6","","",""
"Owner","1995","Full Time","no migration background","2001","0.465255596109138","0.450764087464946","0.479747104753329"
"Owner","1995","Full Time","direct migration background","222","0.268207195067367","0.242734534605516","0.293679855529218"
"Owner","1995","Full Time","indirect migration background","38","0.189215936050478","0.135598922809026","0.24283294929193"
"Owner","1995","Part Time","no migration background","892","0.479762856920129","0.457485763863559","0.502039949976699"
"Owner","1995","Part Time","direct migration background","103","0.256419152945291","0.21979301745286","0.293045288437721"
"Owner","1995","Part Time","indirect migration background","23","","",""
"Owner","1995","Not Working","no migration background","1669","0.483802851840098","0.467386936470354","0.500218767209842"
"Owner","1995","Not Working","direct migration background","198","0.264001621910072","0.238023230634336","0.289980013185808"
"Owner","1995","Not Working","indirect migration background","42","0.389479463225029","0.316604845828522","0.462354080621537"
"Nursing Home/Retirement Community","1995","Full Time","no migration background","","","",""
"Nursing Home/Retirement Community","1995","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1995","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1995","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","1995","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1995","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1995","Not Working","no migration background","","","",""
"Nursing Home/Retirement Community","1995","Not Working","direct migration background","","","",""
"Nursing Home/Retirement Community","1995","Not Working","indirect migration background","","","",""
"Tenant","1995","Full Time","no migration background","","","",""
"Tenant","1995","Full Time","direct migration background","","","",""
"Tenant","1995","Full Time","indirect migration background","","","",""
"Tenant","1995","Part Time","no migration background","","","",""
"Tenant","1995","Part Time","direct migration background","","","",""
"Tenant","1995","Part Time","indirect migration background","","","",""
"Tenant","1995","Not Working","no migration background","","","",""
"Tenant","1995","Not Working","direct migration background","","","",""
"Tenant","1995","Not Working","indirect migration background","","","",""
"Main Tenant","1996","Full Time","no migration background","2365","0.505543741194685","0.490976339113482","0.520111143275889"
"Main Tenant","1996","Full Time","direct migration background","772","0.695455553248701","0.667045119974549","0.723865986522854"
"Main Tenant","1996","Full Time","indirect migration background","168","0.705714658096138","0.645495367502717","0.765933948689558"
"Main Tenant","1996","Part Time","no migration background","981","0.479219455912547","0.457136819056423","0.501302092768671"
"Main Tenant","1996","Part Time","direct migration background","452","0.74370265129058","0.708384272336896","0.779021030244265"
"Main Tenant","1996","Part Time","indirect migration background","115","0.731376896979478","0.659966814795868","0.802786979163089"
"Main Tenant","1996","Not Working","no migration background","1741","0.484134969203047","0.467492781331161","0.500777157074933"
"Main Tenant","1996","Not Working","direct migration background","790","0.684057147817378","0.655610907775749","0.712503387859007"
"Main Tenant","1996","Not Working","indirect migration background","132","0.581994482866445","0.510139110485674","0.653849855247216"
"Sub-Tenant","1996","Full Time","no migration background","123","0.0304991535740194","0.0254889336586409","0.0355093734893979"
"Sub-Tenant","1996","Full Time","direct migration background","50","0.0535959380074812","0.0396925046085172","0.0674993714064452"
"Sub-Tenant","1996","Full Time","indirect migration background","13","","",""
"Sub-Tenant","1996","Part Time","no migration background","58","0.0316193799742295","0.0238844559224668","0.0393543040259922"
"Sub-Tenant","1996","Part Time","direct migration background","18","","",""
"Sub-Tenant","1996","Part Time","indirect migration background","6","","",""
"Sub-Tenant","1996","Not Working","no migration background","77","0.0255131562025523","0.0202623107799855","0.030764001625119"
"Sub-Tenant","1996","Not Working","direct migration background","37","0.0398043690447514","0.0278419325439585","0.0517668055455444"
"Sub-Tenant","1996","Not Working","indirect migration background","6","","",""
"Owner","1996","Full Time","no migration background","2037","0.463957105231295","0.449426708032824","0.478487502429767"
"Owner","1996","Full Time","direct migration background","186","0.250948508743817","0.224183587421822","0.277713430065813"
"Owner","1996","Full Time","indirect migration background","39","0.204999463362572","0.151654082075159","0.258344844649985"
"Owner","1996","Part Time","no migration background","927","0.489161164113224","0.467064624228652","0.511257703997796"
"Owner","1996","Part Time","direct migration background","117","0.224952798144734","0.191174418188238","0.258731178101229"
"Owner","1996","Part Time","indirect migration background","27","","",""
"Owner","1996","Not Working","no migration background","1646","0.490351874594401","0.473704402910097","0.506999346278705"
"Owner","1996","Not Working","direct migration background","199","0.276138483137871","0.24878166254274","0.303495303733002"
"Owner","1996","Not Working","indirect migration background","43","0.376298682896408","0.305721635878657","0.446875729914159"
"Nursing Home/Retirement Community","1996","Full Time","no migration background","","","",""
"Nursing Home/Retirement Community","1996","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1996","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1996","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","1996","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1996","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1996","Not Working","no migration background","","","",""
"Nursing Home/Retirement Community","1996","Not Working","direct migration background","","","",""
"Nursing Home/Retirement Community","1996","Not Working","indirect migration background","","","",""
"Tenant","1996","Full Time","no migration background","","","",""
"Tenant","1996","Full Time","direct migration background","","","",""
"Tenant","1996","Full Time","indirect migration background","","","",""
"Tenant","1996","Part Time","no migration background","","","",""
"Tenant","1996","Part Time","direct migration background","","","",""
"Tenant","1996","Part Time","indirect migration background","","","",""
"Tenant","1996","Not Working","no migration background","","","",""
"Tenant","1996","Not Working","direct migration background","","","",""
"Tenant","1996","Not Working","indirect migration background","","","",""
"Main Tenant","1997","Full Time","no migration background","2253","0.496046686197581","0.481310158968222","0.51078321342694"
"Main Tenant","1997","Full Time","direct migration background","712","0.666123885160672","0.636213873384704","0.69603389693664"
"Main Tenant","1997","Full Time","indirect migration background","168","0.688518658613878","0.628538967484346","0.748498349743409"
"Main Tenant","1997","Part Time","no migration background","924","0.480608121274573","0.458107151637564","0.503109090911582"
"Main Tenant","1997","Part Time","direct migration background","396","0.732140842854022","0.694041719881106","0.770239965826938"
"Main Tenant","1997","Part Time","indirect migration background","113","0.72340253406445","0.650342317310323","0.796462750818577"
"Main Tenant","1997","Not Working","no migration background","1750","0.474199002632805","0.457731461213651","0.490666544051958"
"Main Tenant","1997","Not Working","direct migration background","779","0.720353088250055","0.692782125784069","0.747924050716042"
"Main Tenant","1997","Not Working","indirect migration background","146","0.585725178745336","0.517794864695979","0.653655492794693"
"Sub-Tenant","1997","Full Time","no migration background","121","0.02898749727551","0.0240426088902064","0.0339323856608136"
"Sub-Tenant","1997","Full Time","direct migration background","34","0.0443219363365765","0.0312688991053193","0.0573749735678336"
"Sub-Tenant","1997","Full Time","indirect migration background","10","","",""
"Sub-Tenant","1997","Part Time","no migration background","55","0.0263161271214203","0.0191070764203416","0.0335251778224989"
"Sub-Tenant","1997","Part Time","direct migration background","16","","",""
"Sub-Tenant","1997","Part Time","indirect migration background","3","","",""
"Sub-Tenant","1997","Not Working","no migration background","70","0.0288306414029222","0.0233122515112991","0.0343490312945452"
"Sub-Tenant","1997","Not Working","direct migration background","33","0.0316342094085586","0.0208826263576846","0.0423857924594326"
"Sub-Tenant","1997","Not Working","indirect migration background","3","","",""
"Owner","1997","Full Time","no migration background","2048","0.474965816526909","0.460247311887053","0.489684321166765"
"Owner","1997","Full Time","direct migration background","209","0.289554178502751","0.260788355384285","0.318320001621217"
"Owner","1997","Full Time","indirect migration background","51","0.262665136014103","0.20566656726123","0.319663704766975"
"Owner","1997","Part Time","no migration background","915","0.493075751604007","0.470559999455202","0.515591503752811"
"Owner","1997","Part Time","direct migration background","107","0.231002559583048","0.194741937105754","0.267263182060342"
"Owner","1997","Part Time","indirect migration background","28","","",""
"Owner","1997","Not Working","no migration background","1712","0.496970355964273","0.480481148767846","0.5134595631607"
"Owner","1997","Not Working","direct migration background","206","0.248012702341386","0.221483974973059","0.274541429709713"
"Owner","1997","Not Working","indirect migration background","53","0.39725387521106","0.329774090093792","0.464733660328328"
"Nursing Home/Retirement Community","1997","Full Time","no migration background","","","",""
"Nursing Home/Retirement Community","1997","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1997","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1997","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","1997","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1997","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1997","Not Working","no migration background","","","",""
"Nursing Home/Retirement Community","1997","Not Working","direct migration background","","","",""
"Nursing Home/Retirement Community","1997","Not Working","indirect migration background","","","",""
"Tenant","1997","Full Time","no migration background","","","",""
"Tenant","1997","Full Time","direct migration background","","","",""
"Tenant","1997","Full Time","indirect migration background","","","",""
"Tenant","1997","Part Time","no migration background","","","",""
"Tenant","1997","Part Time","direct migration background","","","",""
"Tenant","1997","Part Time","indirect migration background","","","",""
"Tenant","1997","Not Working","no migration background","","","",""
"Tenant","1997","Not Working","direct migration background","","","",""
"Tenant","1997","Not Working","indirect migration background","","","",""
"Main Tenant","1998","Full Time","no migration background","2417","0.490643091053775","0.476607075853341","0.504679106254209"
"Main Tenant","1998","Full Time","direct migration background","641","0.679022815156804","0.648334257608781","0.709711372704827"
"Main Tenant","1998","Full Time","indirect migration background","175","0.680028071938593","0.621618448221989","0.738437695655197"
"Main Tenant","1998","Part Time","no migration background","1073","0.466144304635371","0.445355588886258","0.486933020384485"
"Main Tenant","1998","Part Time","direct migration background","370","0.687328573137948","0.647406828884366","0.727250317391529"
"Main Tenant","1998","Part Time","indirect migration background","109","0.627914821306485","0.550818941297967","0.705010701315003"
"Main Tenant","1998","Not Working","no migration background","1991","0.457155872224126","0.442120436653191","0.472191307795061"
"Main Tenant","1998","Not Working","direct migration background","749","0.681768018669383","0.653098570260532","0.710437467078234"
"Main Tenant","1998","Not Working","indirect migration background","143","0.558444516903201","0.490960786748094","0.625928247058309"
"Sub-Tenant","1998","Full Time","no migration background","129","0.0284936223017461","0.0238222278034165","0.0331650168000758"
"Sub-Tenant","1998","Full Time","direct migration background","41","0.0514103386332304","0.0368938480641787","0.065926829202282"
"Sub-Tenant","1998","Full Time","indirect migration background","10","","",""
"Sub-Tenant","1998","Part Time","no migration background","67","0.0420419734489639","0.0336788151580082","0.0504051317399196"
"Sub-Tenant","1998","Part Time","direct migration background","24","","",""
"Sub-Tenant","1998","Part Time","indirect migration background","10","","",""
"Sub-Tenant","1998","Not Working","no migration background","97","0.0265246241033511","0.0216747172828155","0.0313745309238866"
"Sub-Tenant","1998","Not Working","direct migration background","34","0.0299603108191347","0.0194673748494157","0.0404532467888537"
"Sub-Tenant","1998","Not Working","indirect migration background","6","","",""
"Owner","1998","Full Time","no migration background","2327","0.480863286644479","0.46683509897677","0.494891474312188"
"Owner","1998","Full Time","direct migration background","207","0.269566846209966","0.240397903466036","0.298735788953896"
"Owner","1998","Full Time","indirect migration background","60","0.270100891203764","0.214502852169831","0.325698930237697"
"Owner","1998","Part Time","no migration background","1072","0.491813721915665","0.470979978190775","0.512647465640555"
"Owner","1998","Part Time","direct migration background","124","0.253991891123467","0.216506252762372","0.291477529484562"
"Owner","1998","Part Time","indirect migration background","32","0.322628927105124","0.248065717796209","0.397192136414038"
"Owner","1998","Not Working","no migration background","2115","0.511013558826707","0.495926280201921","0.526100837451493"
"Owner","1998","Not Working","direct migration background","227","0.276258956360242","0.248737025588516","0.303780887131968"
"Owner","1998","Not Working","indirect migration background","58","0.383009430282351","0.316946106496312","0.449072754068391"
"Nursing Home/Retirement Community","1998","Full Time","no migration background","","","",""
"Nursing Home/Retirement Community","1998","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1998","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1998","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","1998","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1998","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1998","Not Working","no migration background","","","",""
"Nursing Home/Retirement Community","1998","Not Working","direct migration background","","","",""
"Nursing Home/Retirement Community","1998","Not Working","indirect migration background","","","",""
"Tenant","1998","Full Time","no migration background","","","",""
"Tenant","1998","Full Time","direct migration background","","","",""
"Tenant","1998","Full Time","indirect migration background","","","",""
"Tenant","1998","Part Time","no migration background","","","",""
"Tenant","1998","Part Time","direct migration background","","","",""
"Tenant","1998","Part Time","indirect migration background","","","",""
"Tenant","1998","Not Working","no migration background","14","","",""
"Tenant","1998","Not Working","direct migration background","4","","",""
"Tenant","1998","Not Working","indirect migration background","1","","",""
"Main Tenant","1999","Full Time","no migration background","2351","0.492190733018952","0.477986844144374","0.506394621893529"
"Main Tenant","1999","Full Time","direct migration background","609","0.677786199346611","0.646332727169305","0.709239671523918"
"Main Tenant","1999","Full Time","indirect migration background","168","0.605479397614463","0.544154376455282","0.666804418773645"
"Main Tenant","1999","Part Time","no migration background","1099","0.461742853889088","0.441417266182513","0.482068441595663"
"Main Tenant","1999","Part Time","direct migration background","316","0.66003179676144","0.616883945348077","0.703179648174803"
"Main Tenant","1999","Part Time","indirect migration background","130","0.67888019096574","0.609703595650134","0.748056786281347"
"Main Tenant","1999","Not Working","no migration background","1849","0.469336030215409","0.453598467075168","0.485073593355651"
"Main Tenant","1999","Not Working","direct migration background","655","0.655003021902388","0.62415126013241","0.685854783672366"
"Main Tenant","1999","Not Working","indirect migration background","136","0.56063584821363","0.490615836635206","0.630655859792054"
"Sub-Tenant","1999","Full Time","no migration background","103","0.0247935778058589","0.0203757568010037","0.0292113988107141"
"Sub-Tenant","1999","Full Time","direct migration background","24","","",""
"Sub-Tenant","1999","Full Time","indirect migration background","10","","",""
"Sub-Tenant","1999","Part Time","no migration background","56","0.0286559492616065","0.0218538641725496","0.0354580343506634"
"Sub-Tenant","1999","Part Time","direct migration background","20","","",""
"Sub-Tenant","1999","Part Time","indirect migration background","6","","",""
"Sub-Tenant","1999","Not Working","no migration background","68","0.0204418828430458","0.0159795569114672","0.0249042087746244"
"Sub-Tenant","1999","Not Working","direct migration background","35","0.0431084884098534","0.0299270313195627","0.056289945500144"
"Sub-Tenant","1999","Not Working","indirect migration background","7","","",""
"Owner","1999","Full Time","no migration background","2305","0.483015689175189","0.468818265611569","0.49721311273881"
"Owner","1999","Full Time","direct migration background","215","0.298046430022575","0.267260922294025","0.328831937751125"
"Owner","1999","Full Time","indirect migration background","66","0.336667270632644","0.277372097691894","0.395962443573393"
"Owner","1999","Part Time","no migration background","1154","0.509306030656362","0.488924214128235","0.529687847184489"
"Owner","1999","Part Time","direct migration background","127","0.295550585219149","0.253988396149486","0.337112774288811"
"Owner","1999","Part Time","indirect migration background","39","0.288926207296944","0.221770972586764","0.356081442007124"
"Owner","1999","Not Working","no migration background","1927","0.502121444110233","0.486354343744422","0.517888544476043"
"Owner","1999","Not Working","direct migration background","218","0.288742360138688","0.2593307097443","0.318154010533076"
"Owner","1999","Not Working","indirect migration background","49","0.376138219482369","0.307796270654145","0.444480168310593"
"Nursing Home/Retirement Community","1999","Full Time","no migration background","","","",""
"Nursing Home/Retirement Community","1999","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1999","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1999","Part Time","no migration background","2","","",""
"Nursing Home/Retirement Community","1999","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","1999","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","1999","Not Working","no migration background","19","","",""
"Nursing Home/Retirement Community","1999","Not Working","direct migration background","4","","",""
"Nursing Home/Retirement Community","1999","Not Working","indirect migration background","1","","",""
"Tenant","1999","Full Time","no migration background","","","",""
"Tenant","1999","Full Time","direct migration background","","","",""
"Tenant","1999","Full Time","indirect migration background","","","",""
"Tenant","1999","Part Time","no migration background","","","",""
"Tenant","1999","Part Time","direct migration background","","","",""
"Tenant","1999","Part Time","indirect migration background","","","",""
"Tenant","1999","Not Working","no migration background","","","",""
"Tenant","1999","Not Working","direct migration background","","","",""
"Tenant","1999","Not Working","indirect migration background","","","",""
"Main Tenant","2000","Full Time","no migration background","3893","0.495103517857348","0.484478379835899","0.505728655878797"
"Main Tenant","2000","Full Time","direct migration background","867","0.685945238914734","0.660246017305478","0.71164446052399"
"Main Tenant","2000","Full Time","indirect migration background","233","0.686553862104341","0.637244725142747","0.735862999065935"
"Main Tenant","2000","Part Time","no migration background","1823","0.470680477687517","0.455453970374012","0.485906985001021"
"Main Tenant","2000","Part Time","direct migration background","520","0.765564937269729","0.734705989850265","0.796423884689193"
"Main Tenant","2000","Part Time","indirect migration background","173","0.674056819723486","0.615243948678417","0.732869690768554"
"Main Tenant","2000","Not Working","no migration background","3200","0.45774139752315","0.446432049002039","0.469050746044262"
"Main Tenant","2000","Not Working","direct migration background","975","0.695046871074073","0.670641386958193","0.719452355189954"
"Main Tenant","2000","Not Working","indirect migration background","149","0.517101218184977","0.4547829393973","0.579419496972654"
"Sub-Tenant","2000","Full Time","no migration background","121","0.0166014616209076","0.0138861270814636","0.0193167961603516"
"Sub-Tenant","2000","Full Time","direct migration background","26","","",""
"Sub-Tenant","2000","Full Time","indirect migration background","13","","",""
"Sub-Tenant","2000","Part Time","no migration background","67","0.0199766045381654","0.0157082812640157","0.0242449278123152"
