"hlf0001_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","2002","higher vocational","Male","12","","","","2"
"Sub-Tenant","2002","higher vocational","Female","12","","","","2"
"Sub-Tenant","2002","higher education","Male","26","","","","2"
"Sub-Tenant","2002","higher education","Female","21","","","","2"
"Tenant","2002","in school","Male","","","","","5"
"Tenant","2002","in school","Female","","","","","5"
"Tenant","2002","inadequately","Male","","","","","5"
"Tenant","2002","inadequately","Female","","","","","5"
"Tenant","2002","general elemantary","Male","","","","","5"
"Tenant","2002","general elemantary","Female","","","","","5"
"Tenant","2002","middle vocational","Male","","","","","5"
"Tenant","2002","middle vocational","Female","","","","","5"
"Tenant","2002","vocational + Abi","Male","","","","","5"
"Tenant","2002","vocational + Abi","Female","","","","","5"
"Tenant","2002","higher vocational","Male","","","","","5"
"Tenant","2002","higher vocational","Female","","","","","5"
"Tenant","2002","higher education","Male","","","","","5"
"Tenant","2002","higher education","Female","","","","","5"
"Main Tenant","2003","in school","Male","105","0.438847909007847","0.382879633066261","0.494816184949433","1"
"Main Tenant","2003","in school","Female","96","0.3470039900203","0.294519975401701","0.399488004638898","1"
"Main Tenant","2003","inadequately","Male","85","0.751363567068065","0.67059187181044","0.832135262325689","1"
"Main Tenant","2003","inadequately","Female","126","0.814645405477417","0.754621930171427","0.874668880783407","1"
"Main Tenant","2003","general elemantary","Male","517","0.59717460059327","0.565481606885473","0.628867594301067","1"
"Main Tenant","2003","general elemantary","Female","964","0.530520264577551","0.507760170248771","0.553280358906331","1"
"Main Tenant","2003","middle vocational","Male","2426","0.497894667830449","0.484494243643148","0.511295092017749","1"
"Main Tenant","2003","middle vocational","Female","2629","0.487431153687931","0.47459946518799","0.500262842187871","1"
"Main Tenant","2003","vocational + Abi","Male","258","0.598323910711575","0.554739003489622","0.641908817933527","1"
"Main Tenant","2003","vocational + Abi","Female","296","0.491257842483515","0.453627613930189","0.528888071036841","1"
"Main Tenant","2003","higher vocational","Male","346","0.396046333023891","0.365410368734165","0.426682297313616","1"
"Main Tenant","2003","higher vocational","Female","327","0.507592339480262","0.470947316357057","0.544237362603468","1"
"Main Tenant","2003","higher education","Male","871","0.445919329568897","0.42630478786093","0.465533871276863","1"
"Main Tenant","2003","higher education","Female","771","0.508291424262156","0.485824008743908","0.530758839780403","1"
"Nursing Home/Retirement Community","2003","higher education","Male","1","","","","4"
"Nursing Home/Retirement Community","2003","higher education","Female","2","","","","4"
"Nursing Home/Retirement Community","2003","general elemantary","Male","1","","","","4"
"Nursing Home/Retirement Community","2003","general elemantary","Female","9","","","","4"
"Nursing Home/Retirement Community","2003","middle vocational","Male","2","","","","4"
"Nursing Home/Retirement Community","2003","middle vocational","Female","16","","","","4"
"Nursing Home/Retirement Community","2003","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","2003","vocational + Abi","Female","1","","","","4"
"Nursing Home/Retirement Community","2003","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","2003","higher vocational","Female","2","","","","4"
"Nursing Home/Retirement Community","2003","in school","Female","","","","","4"
"Nursing Home/Retirement Community","2003","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","2003","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","2003","in school","Male","","","","","4"
"Owner","2003","in school","Male","194","0.55128804423421","0.495193874121525","0.607382214346895","3"
"Owner","2003","in school","Female","217","0.629443865984994","0.576195037682185","0.682692694287804","3"
"Owner","2003","inadequately","Male","19","","","","3"
"Owner","2003","inadequately","Female","32","0.162357617968403","0.105393574385469","0.219321661551337","3"
"Owner","2003","general elemantary","Male","377","0.364132755224207","0.333039422233068","0.395226088215347","3"
"Owner","2003","general elemantary","Female","834","0.428529048833349","0.405960592407099","0.451097505259599","3"
"Owner","2003","middle vocational","Male","2820","0.478910173971527","0.465521556904149","0.492298791038905","3"
"Owner","2003","middle vocational","Female","3078","0.488315897809854","0.475483658297696","0.501148137322013","3"
"Owner","2003","vocational + Abi","Male","212","0.368676608999945","0.325784372808742","0.411568845191148","3"
"Owner","2003","vocational + Abi","Female","363","0.476651501175235","0.439056576584313","0.514246425766157","3"
"Owner","2003","higher vocational","Male","624","0.59583748210637","0.565097849526124","0.626577114686616","3"
"Owner","2003","higher vocational","Female","376","0.454749684634026","0.418250830000996","0.491248539267056","3"
"Owner","2003","higher education","Male","1570","0.539823028075481","0.520155414772299","0.559490641378664","3"
"Owner","2003","higher education","Female","1106","0.472802446188087","0.450365208669379","0.495239683706795","3"
"Sub-Tenant","2003","in school","Male","3","","","","2"
"Sub-Tenant","2003","in school","Female","3","","","","2"
"Sub-Tenant","2003","inadequately","Male","6","","","","2"
"Sub-Tenant","2003","inadequately","Female","3","","","","2"
"Sub-Tenant","2003","general elemantary","Male","25","","","","2"
"Sub-Tenant","2003","general elemantary","Female","40","0.0344035476244514","0.0260913839124689","0.0427157113364339","2"
"Sub-Tenant","2003","middle vocational","Male","100","0.0226352757490328","0.0186489423662282","0.0266216091318374","2"
"Sub-Tenant","2003","middle vocational","Female","106","0.0193895696739075","0.0158497315455737","0.0229294078022414","2"
"Sub-Tenant","2003","vocational + Abi","Male","16","","","","2"
"Sub-Tenant","2003","vocational + Abi","Female","18","","","","2"
"Sub-Tenant","2003","higher vocational","Male","9","","","","2"
"Sub-Tenant","2003","higher vocational","Female","10","","","","2"
"Sub-Tenant","2003","higher education","Male","25","","","","2"
"Sub-Tenant","2003","higher education","Female","23","","","","2"
"Tenant","2003","in school","Male","","","","","5"
"Tenant","2003","in school","Female","","","","","5"
"Tenant","2003","inadequately","Male","","","","","5"
"Tenant","2003","inadequately","Female","","","","","5"
"Tenant","2003","general elemantary","Male","","","","","5"
"Tenant","2003","general elemantary","Female","","","","","5"
"Tenant","2003","middle vocational","Male","","","","","5"
"Tenant","2003","middle vocational","Female","","","","","5"
"Tenant","2003","vocational + Abi","Male","","","","","5"
"Tenant","2003","vocational + Abi","Female","","","","","5"
"Tenant","2003","higher vocational","Male","","","","","5"
"Tenant","2003","higher vocational","Female","","","","","5"
"Tenant","2003","higher education","Male","","","","","5"
"Tenant","2003","higher education","Female","","","","","5"
"Main Tenant","2004","in school","Male","101","0.405562148240519","0.350816350732342","0.460307945748695","1"
"Main Tenant","2004","in school","Female","101","0.378370203351983","0.326044449129914","0.430695957574053","1"
"Main Tenant","2004","inadequately","Male","82","0.815543094577706","0.740639890561308","0.890446298594105","1"
"Main Tenant","2004","inadequately","Female","115","0.739736389883497","0.670210334161433","0.809262445605561","1"
"Main Tenant","2004","general elemantary","Male","471","0.608565807737402","0.575638211994438","0.641493403480366","1"
"Main Tenant","2004","general elemantary","Female","930","0.552495635171605","0.529252124758312","0.575739145584898","1"
"Main Tenant","2004","middle vocational","Male","2372","0.507387766225855","0.493775765014869","0.520999767436841","1"
"Main Tenant","2004","middle vocational","Female","2560","0.48831108259112","0.475293277506292","0.501328887675949","1"
"Main Tenant","2004","vocational + Abi","Male","261","0.601748911023011","0.558270891529747","0.645226930516276","1"
"Main Tenant","2004","vocational + Abi","Female","307","0.516819811759699","0.479260487446167","0.554379136073232","1"
"Main Tenant","2004","higher vocational","Male","320","0.369882339805138","0.339003717256224","0.400760962354052","1"
"Main Tenant","2004","higher vocational","Female","312","0.49830815390438","0.46150436834757","0.53511193946119","1"
"Main Tenant","2004","higher education","Male","849","0.453967844533895","0.434160107658966","0.473775581408824","1"
"Main Tenant","2004","higher education","Female","754","0.511990484284346","0.489419383931117","0.534561584637575","1"
"Nursing Home/Retirement Community","2004","in school","Male","","","","","4"
"Nursing Home/Retirement Community","2004","in school","Female","","","","","4"
"Nursing Home/Retirement Community","2004","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","2004","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","2004","general elemantary","Male","1","","","","4"
"Nursing Home/Retirement Community","2004","general elemantary","Female","11","","","","4"
"Nursing Home/Retirement Community","2004","middle vocational","Male","4","","","","4"
"Nursing Home/Retirement Community","2004","middle vocational","Female","18","","","","4"
"Nursing Home/Retirement Community","2004","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","2004","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","2004","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","2004","higher vocational","Female","2","","","","4"
"Nursing Home/Retirement Community","2004","higher education","Male","1","","","","4"
"Nursing Home/Retirement Community","2004","higher education","Female","3","","","","4"
"Owner","2004","higher vocational","Male","604","0.612503368630165","0.581342934378433","0.643663802881897","3"
"Owner","2004","higher vocational","Female","388","0.481212815397555","0.444434808877623","0.517990821917488","3"
"Owner","2004","higher education","Male","1551","0.531636850434074","0.511784492356174","0.551489208511973","3"
"Owner","2004","higher education","Female","1103","0.466929315067319","0.444401160753238","0.489457469381401","3"
"Owner","2004","in school","Male","207","0.580230316660358","0.525203474001044","0.635257159319671","3"
"Owner","2004","in school","Female","227","0.616724399922016","0.564268749942262","0.669180049901771","3"
"Owner","2004","inadequately","Male","19","","","","3"
"Owner","2004","inadequately","Female","37","0.256703527116715","0.187488669542883","0.325918384690546","3"
"Owner","2004","general elemantary","Male","352","0.354928807944178","0.322647485589075","0.387210130299281","3"
"Owner","2004","general elemantary","Female","780","0.409363887114185","0.386378415543389","0.432349358684981","3"
"Owner","2004","middle vocational","Male","2715","0.471845868273434","0.458253979692986","0.485437756853883","3"
"Owner","2004","middle vocational","Female","2979","0.480805894274748","0.467794128500019","0.493817660049477","3"
"Owner","2004","vocational + Abi","Male","217","0.380054680463755","0.336944152077279","0.423165208850232","3"
"Owner","2004","vocational + Abi","Female","360","0.459731123454357","0.422272607908539","0.497189639000175","3"
"Sub-Tenant","2004","in school","Male","1","","","","2"
"Sub-Tenant","2004","in school","Female","2","","","","2"
"Sub-Tenant","2004","inadequately","Male","2","","","","2"
"Sub-Tenant","2004","inadequately","Female","1","","","","2"
"Sub-Tenant","2004","general elemantary","Male","20","","","","2"
"Sub-Tenant","2004","general elemantary","Female","37","0.028350927652994","0.0205924410828476","0.0361094142231404","2"
"Sub-Tenant","2004","middle vocational","Male","91","0.0198608815677505","0.0160621158599347","0.0236596472755663","2"
"Sub-Tenant","2004","middle vocational","Female","107","0.0250705730069781","0.0209990659827153","0.029142080031241","2"
"Sub-Tenant","2004","vocational + Abi","Male","9","","","","2"
"Sub-Tenant","2004","vocational + Abi","Female","13","","","","2"
"Sub-Tenant","2004","higher vocational","Male","15","","","","2"
"Sub-Tenant","2004","higher vocational","Female","7","","","","2"
"Sub-Tenant","2004","higher education","Male","26","","","","2"
"Sub-Tenant","2004","higher education","Female","24","","","","2"
"Tenant","2004","in school","Male","","","","","5"
"Tenant","2004","in school","Female","","","","","5"
"Tenant","2004","inadequately","Male","","","","","5"
"Tenant","2004","inadequately","Female","","","","","5"
"Tenant","2004","general elemantary","Male","","","","","5"
"Tenant","2004","general elemantary","Female","","","","","5"
"Tenant","2004","middle vocational","Male","","","","","5"
"Tenant","2004","middle vocational","Female","","","","","5"
"Tenant","2004","vocational + Abi","Male","","","","","5"
"Tenant","2004","vocational + Abi","Female","","","","","5"
"Tenant","2004","higher vocational","Male","","","","","5"
"Tenant","2004","higher vocational","Female","","","","","5"
"Tenant","2004","higher education","Male","","","","","5"
"Tenant","2004","higher education","Female","","","","","5"
"Main Tenant","2005","in school","Male","116","0.522398284681462","0.466884388793933","0.57791218056899","1"
"Main Tenant","2005","in school","Female","121","0.428581464371922","0.375979436549957","0.481183492193886","1"
"Main Tenant","2005","inadequately","Male","80","0.738404454158317","0.65352710547011","0.823281802846525","1"
"Main Tenant","2005","inadequately","Female","111","0.807452979921403","0.742827007048928","0.872078952793878","1"
"Main Tenant","2005","general elemantary","Male","422","0.602456398371141","0.568177851386647","0.636734945355635","1"
"Main Tenant","2005","general elemantary","Female","854","0.555793588917587","0.531694302889843","0.579892874945332","1"
"Main Tenant","2005","middle vocational","Male","2237","0.510688535218665","0.496701978464912","0.524675091972418","1"
"Main Tenant","2005","middle vocational","Female","2425","0.4968125078368","0.483476913059527","0.510148102614073","1"
"Main Tenant","2005","vocational + Abi","Male","249","0.604690179456517","0.56039459626284","0.648985762650194","1"
"Main Tenant","2005","vocational + Abi","Female","305","0.503544133941979","0.46565679301568","0.541431474868279","1"
"Main Tenant","2005","higher vocational","Male","312","0.393154329367291","0.361225065545001","0.425083593189581","1"
"Main Tenant","2005","higher vocational","Female","286","0.500263930000328","0.462375642519591","0.538152217481065","1"
"Main Tenant","2005","higher education","Male","815","0.460014104944503","0.43972037596483","0.480307833924176","1"
"Main Tenant","2005","higher education","Female","762","0.538668860206939","0.516032375544606","0.561305344869273","1"
"Nursing Home/Retirement Community","2005","higher vocational","Male","1","","","","4"
"Nursing Home/Retirement Community","2005","higher education","Female","4","","","","4"
"Nursing Home/Retirement Community","2005","higher vocational","Female","2","","","","4"
"Nursing Home/Retirement Community","2005","higher education","Male","2","","","","4"
"Nursing Home/Retirement Community","2005","in school","Male","","","","","4"
"Nursing Home/Retirement Community","2005","in school","Female","","","","","4"
"Nursing Home/Retirement Community","2005","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","2005","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","2005","general elemantary","Male","2","","","","4"
"Nursing Home/Retirement Community","2005","general elemantary","Female","11","","","","4"
"Nursing Home/Retirement Community","2005","middle vocational","Male","1","","","","4"
"Nursing Home/Retirement Community","2005","middle vocational","Female","15","","","","4"
"Nursing Home/Retirement Community","2005","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","2005","vocational + Abi","Female","1","","","","4"
"Owner","2005","general elemantary","Female","720","0.403370722112907","0.379577159952709","0.427164284273106","3"
"Owner","2005","middle vocational","Male","2587","0.465573630126004","0.451617076499664","0.479530183752343","3"
"Owner","2005","middle vocational","Female","2855","0.472222117613363","0.458906847944933","0.485537387281793","3"
"Owner","2005","higher vocational","Female","373","0.472912786727607","0.435080133400253","0.510745440054961","3"
"Owner","2005","higher education","Male","1471","0.521149659028733","0.500808944553824","0.541490373503642","3"
"Owner","2005","higher education","Female","1070","0.439567363802938","0.4170293265339","0.462105401071976","3"
"Owner","2005","vocational + Abi","Male","207","0.371832321025435","0.328046194595837","0.415618447455033","3"
"Owner","2005","vocational + Abi","Female","348","0.454773164087385","0.417040188157338","0.492506140017433","3"
"Owner","2005","higher vocational","Male","575","0.590939796788013","0.558800713930873","0.623078879645152","3"
"Owner","2005","in school","Male","191","0.474762860702298","0.419264011337219","0.530261710067377","3"
"Owner","2005","in school","Female","214","0.528494018150134","0.475433403812721","0.581554632487548","3"
"Owner","2005","inadequately","Male","19","","","","3"
"Owner","2005","inadequately","Female","29","","","","3"
"Owner","2005","general elemantary","Male","331","0.351733470934012","0.318286957035854","0.38517998483217","3"
"Sub-Tenant","2005","general elemantary","Female","48","0.0306344755458963","0.0222764439516527","0.0389925071401398","2"
"Sub-Tenant","2005","middle vocational","Male","82","0.0234722831553915","0.0192362435004086","0.0277083228103744","2"
"Sub-Tenant","2005","middle vocational","Female","105","0.0261997064055471","0.0219394633813471","0.0304599494297471","2"
"Sub-Tenant","2005","vocational + Abi","Male","12","","","","2"
"Sub-Tenant","2005","vocational + Abi","Female","15","","","","2"
"Sub-Tenant","2005","higher vocational","Male","11","","","","2"
"Sub-Tenant","2005","higher vocational","Female","8","","","","2"
"Sub-Tenant","2005","higher education","Male","29","","","","2"
"Sub-Tenant","2005","higher education","Female","27","","","","2"
"Sub-Tenant","2005","in school","Male","4","","","","2"
"Sub-Tenant","2005","in school","Female","5","","","","2"
"Sub-Tenant","2005","inadequately","Male","4","","","","2"
"Sub-Tenant","2005","inadequately","Female","3","","","","2"
"Sub-Tenant","2005","general elemantary","Male","28","","","","2"
"Tenant","2005","in school","Male","","","","","5"
"Tenant","2005","in school","Female","","","","","5"
"Tenant","2005","inadequately","Male","","","","","5"
"Tenant","2005","inadequately","Female","","","","","5"
"Tenant","2005","general elemantary","Male","","","","","5"
"Tenant","2005","general elemantary","Female","","","","","5"
"Tenant","2005","middle vocational","Male","","","","","5"
"Tenant","2005","middle vocational","Female","","","","","5"
"Tenant","2005","vocational + Abi","Male","","","","","5"
"Tenant","2005","vocational + Abi","Female","","","","","5"
"Tenant","2005","higher vocational","Male","","","","","5"
"Tenant","2005","higher vocational","Female","","","","","5"
"Tenant","2005","higher education","Male","","","","","5"
"Tenant","2005","higher education","Female","","","","","5"
"Main Tenant","2006","in school","Male","97","0.428805181599959","0.37491647900794","0.482693884191979","1"
"Main Tenant","2006","in school","Female","117","0.466899864918764","0.411805258547681","0.521994471289847","1"
"Main Tenant","2006","inadequately","Male","78","0.80478506037462","0.726707367472954","0.882862753276286","1"
"Main Tenant","2006","inadequately","Female","115","0.845001303845234","0.785891494717721","0.904111112972748","1"
"Main Tenant","2006","general elemantary","Male","433","0.58433862022869","0.550335916101451","0.618341324355928","1"
"Main Tenant","2006","general elemantary","Female","911","0.56411141716106","0.540885375021678","0.587337459300443","1"
"Main Tenant","2006","middle vocational","Male","2387","0.521694413899471","0.50823202515437","0.535156802644572","1"
"Main Tenant","2006","middle vocational","Female","2607","0.507936508548892","0.495128720984301","0.520744296113484","1"
"Main Tenant","2006","vocational + Abi","Male","248","0.594010610044101","0.550260429121489","0.637760790966714","1"
"Main Tenant","2006","vocational + Abi","Female","333","0.515261498455897","0.479155713770403","0.551367283141392","1"
"Main Tenant","2006","higher vocational","Male","328","0.409051322972191","0.37772089654226","0.440381749402122","1"
"Main Tenant","2006","higher vocational","Female","289","0.472628112842728","0.435982533757618","0.509273691927838","1"
"Main Tenant","2006","higher education","Male","864","0.438118825694223","0.418884105880602","0.457353545507844","1"
"Main Tenant","2006","higher education","Female","828","0.527776528887159","0.506080940258812","0.549472117515505","1"
"Nursing Home/Retirement Community","2006","in school","Male","","","","","4"
"Nursing Home/Retirement Community","2006","in school","Female","","","","","4"
"Nursing Home/Retirement Community","2006","inadequately","Male","1","","","","4"
"Nursing Home/Retirement Community","2006","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","2006","general elemantary","Male","2","","","","4"
"Nursing Home/Retirement Community","2006","general elemantary","Female","11","","","","4"
"Nursing Home/Retirement Community","2006","middle vocational","Male","3","","","","4"
"Nursing Home/Retirement Community","2006","middle vocational","Female","18","","","","4"
"Nursing Home/Retirement Community","2006","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","2006","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","2006","higher vocational","Male","1","","","","4"
"Nursing Home/Retirement Community","2006","higher vocational","Female","4","","","","4"
"Nursing Home/Retirement Community","2006","higher education","Male","3","","","","4"
"Nursing Home/Retirement Community","2006","higher education","Female","5","","","","4"
"Owner","2006","general elemantary","Female","786","0.394240686821654","0.371351214055718","0.41713015958759","3"
"Owner","2006","middle vocational","Male","2808","0.456737308596445","0.443312766158103","0.470161851034787","3"
"Owner","2006","middle vocational","Female","3128","0.463914549163371","0.451138551142956","0.476690547183787","3"
"Owner","2006","vocational + Abi","Male","223","0.385105020764925","0.341752388287493","0.428457653242357","3"
"Owner","2006","vocational + Abi","Female","390","0.462620916739923","0.426599383423175","0.49864245005667","3"
"Owner","2006","higher vocational","Male","606","0.579858649731571","0.548405705406274","0.611311594056868","3"
"Owner","2006","higher vocational","Female","410","0.492361558832499","0.455665227701965","0.529057889963032","3"
"Owner","2006","higher education","Male","1665","0.55084613730329","0.531562880279701","0.570129394326879","3"
"Owner","2006","higher education","Female","1177","0.454103501263607","0.432466095153961","0.475740907373254","3"
"Owner","2006","in school","Male","224","0.565285318323986","0.511307964135561","0.619262672512411","3"
"Owner","2006","in school","Female","195","0.476960258980125","0.421803180404054","0.532117337556196","3"
"Owner","2006","inadequately","Male","17","","","","3"
"Owner","2006","inadequately","Female","26","","","","3"
"Owner","2006","general elemantary","Male","354","0.377353199117694","0.343910122617075","0.410796275618313","3"
"Sub-Tenant","2006","general elemantary","Female","43","0.033508043247803","0.0250789924001253","0.0419370940954806","2"
"Sub-Tenant","2006","middle vocational","Male","91","0.0209102929589837","0.0170541545944272","0.0247664313235402","2"
"Sub-Tenant","2006","middle vocational","Female","100","0.0237302650392141","0.0198308897390097","0.0276296403394185","2"
"Sub-Tenant","2006","vocational + Abi","Male","13","","","","2"
"Sub-Tenant","2006","vocational + Abi","Female","13","","","","2"
"Sub-Tenant","2006","in school","Male","3","","","","2"
"Sub-Tenant","2006","in school","Female","3","","","","2"
"Sub-Tenant","2006","inadequately","Male","3","","","","2"
"Sub-Tenant","2006","inadequately","Female","3","","","","2"
"Sub-Tenant","2006","general elemantary","Male","18","","","","2"
"Sub-Tenant","2006","higher vocational","Male","11","","","","2"
"Sub-Tenant","2006","higher vocational","Female","10","","","","2"
"Sub-Tenant","2006","higher education","Male","24","","","","2"
"Sub-Tenant","2006","higher education","Female","24","","","","2"
"Tenant","2006","in school","Male","","","","","5"
"Tenant","2006","in school","Female","","","","","5"
"Tenant","2006","inadequately","Male","","","","","5"
"Tenant","2006","inadequately","Female","","","","","5"
"Tenant","2006","general elemantary","Male","","","","","5"
"Tenant","2006","general elemantary","Female","","","","","5"
"Tenant","2006","middle vocational","Male","","","","","5"
"Tenant","2006","middle vocational","Female","","","","","5"
"Tenant","2006","vocational + Abi","Male","","","","","5"
"Tenant","2006","vocational + Abi","Female","","","","","5"
"Tenant","2006","higher vocational","Male","","","","","5"
"Tenant","2006","higher vocational","Female","","","","","5"
"Tenant","2006","higher education","Male","","","","","5"
"Tenant","2006","higher education","Female","","","","","5"
"Main Tenant","2007","in school","Male","97","0.404543394934462","0.350170364573095","0.458916425295828","1"
"Main Tenant","2007","in school","Female","120","0.53153409233506","0.476515546484799","0.586552638185322","1"
"Main Tenant","2007","inadequately","Male","64","0.778394001328993","0.687946603263336","0.868841399394651","1"
"Main Tenant","2007","inadequately","Female","104","0.795731968638628","0.728466503040358","0.862997434236899","1"
"Main Tenant","2007","general elemantary","Male","393","0.615811698461813","0.5802831161325","0.651340280791127","1"
"Main Tenant","2007","general elemantary","Female","826","0.578851208403707","0.554342169284159","0.603360247523256","1"
"Main Tenant","2007","middle vocational","Male","2215","0.507266626037537","0.493305352956982","0.521227899118092","1"
"Main Tenant","2007","middle vocational","Female","2418","0.491160131486935","0.477898600536452","0.504421662437418","1"
"Main Tenant","2007","vocational + Abi","Male","242","0.576164373601571","0.531393342703271","0.62093540449987","1"
"Main Tenant","2007","vocational + Abi","Female","326","0.526303397475851","0.489498415801228","0.563108379150475","1"
"Main Tenant","2007","higher vocational","Male","294","0.378340493471431","0.346656162666755","0.410024824276106","1"
"Main Tenant","2007","higher vocational","Female","263","0.49326922704106","0.454505251331341","0.53203320275078","1"
"Main Tenant","2007","higher education","Male","819","0.435876987290385","0.416100078891634","0.455653895689137","1"
"Main Tenant","2007","higher education","Female","804","0.515055096109943","0.493080434215564","0.537029758004321","1"
"Nursing Home/Retirement Community","2007","in school","Male","","","","","4"
"Nursing Home/Retirement Community","2007","in school","Female","","","","","4"
"Nursing Home/Retirement Community","2007","inadequately","Male","1","","","","4"
"Nursing Home/Retirement Community","2007","inadequately","Female","1","","","","4"
"Nursing Home/Retirement Community","2007","general elemantary","Male","1","","","","4"
"Nursing Home/Retirement Community","2007","general elemantary","Female","13","","","","4"
"Nursing Home/Retirement Community","2007","middle vocational","Male","4","","","","4"
"Nursing Home/Retirement Community","2007","middle vocational","Female","19","","","","4"
"Nursing Home/Retirement Community","2007","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","2007","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","2007","higher vocational","Male","1","","","","4"
"Nursing Home/Retirement Community","2007","higher vocational","Female","2","","","","4"
"Nursing Home/Retirement Community","2007","higher education","Male","4","","","","4"
"Nursing Home/Retirement Community","2007","higher education","Female","6","","","","4"
"Owner","2007","general elemantary","Female","683","0.381599776318449","0.357486073285118","0.40571347935178","3"
"Owner","2007","middle vocational","Male","2616","0.465462015302846","0.451532618954582","0.47939141165111","3"
"Owner","2007","vocational + Abi","Female","368","0.454172328156804","0.417471446801042","0.490873209512566","3"
"Owner","2007","in school","Male","214","0.590040303335112","0.535554000157286","0.644526606512938","3"
"Owner","2007","in school","Female","195","0.468313750122356","0.413296267005955","0.523331233238756","3"
"Owner","2007","inadequately","Male","14","","","","3"
"Owner","2007","inadequately","Female","29","","","","3"
"Owner","2007","middle vocational","Female","2923","0.478333606400677","0.465082460953038","0.491584751848315","3"
"Owner","2007","vocational + Abi","Male","213","0.399088302959756","0.354720799388037","0.443455806531475","3"
"Owner","2007","higher vocational","Male","594","0.604657503966847","0.57271504763633","0.636599960297364","3"
"Owner","2007","higher vocational","Female","368","0.476906514538321","0.438180398261209","0.515632630815433","3"
"Owner","2007","higher education","Male","1573","0.549831897471319","0.529989604920045","0.569674190022594","3"
"Owner","2007","higher education","Female","1152","0.461049101412173","0.439131281834448","0.482966920989897","3"
"Owner","2007","general elemantary","Male","312","0.356371474497947","0.321388965731258","0.391353983264635","3"
"Sub-Tenant","2007","general elemantary","Female","37","0.0281552277870269","0.0199440962841696","0.0363663592898842","2"
"Sub-Tenant","2007","middle vocational","Male","91","0.0255523887703808","0.0211458673239563","0.0299589102168052","2"
"Sub-Tenant","2007","middle vocational","Female","99","0.0257816339079023","0.0215775156982842","0.0299857521175205","2"
"Sub-Tenant","2007","vocational + Abi","Male","13","","","","2"
"Sub-Tenant","2007","vocational + Abi","Female","13","","","","2"
"Sub-Tenant","2007","higher vocational","Male","11","","","","2"
"Sub-Tenant","2007","higher vocational","Female","6","","","","2"
"Sub-Tenant","2007","higher education","Male","19","","","","2"
"Sub-Tenant","2007","higher education","Female","25","","","","2"
"Sub-Tenant","2007","in school","Male","2","","","","2"
"Sub-Tenant","2007","in school","Female","1","","","","2"
"Sub-Tenant","2007","inadequately","Male","2","","","","2"
"Sub-Tenant","2007","inadequately","Female","4","","","","2"
"Sub-Tenant","2007","general elemantary","Male","14","","","","2"
"Tenant","2007","in school","Male","","","","","5"
"Tenant","2007","in school","Female","","","","","5"
"Tenant","2007","inadequately","Male","","","","","5"
"Tenant","2007","inadequately","Female","","","","","5"
"Tenant","2007","general elemantary","Male","","","","","5"
"Tenant","2007","general elemantary","Female","","","","","5"
"Tenant","2007","middle vocational","Male","","","","","5"
"Tenant","2007","middle vocational","Female","","","","","5"
"Tenant","2007","vocational + Abi","Male","","","","","5"
"Tenant","2007","vocational + Abi","Female","","","","","5"
"Tenant","2007","higher vocational","Male","","","","","5"
"Tenant","2007","higher vocational","Female","","","","","5"
"Tenant","2007","higher education","Male","","","","","5"
"Tenant","2007","higher education","Female","","","","","5"
"Main Tenant","2008","in school","Male","85","0.361032954659288","0.304775286348655","0.41729062296992","1"
"Main Tenant","2008","in school","Female","87","0.431677660096877","0.373030098442771","0.490325221750983","1"
"Main Tenant","2008","inadequately","Male","59","0.795937976344795","0.703487879842357","0.888388072847234","1"
"Main Tenant","2008","inadequately","Female","84","0.748956977652255","0.669359706613734","0.828554248690776","1"
"Main Tenant","2008","general elemantary","Male","367","0.632858364683801","0.596000048811174","0.669716680556428","1"
"Main Tenant","2008","general elemantary","Female","748","0.568905072215238","0.543273226824107","0.594536917606369","1"
"Main Tenant","2008","middle vocational","Male","2013","0.490407317699384","0.476007809549582","0.504806825849185","1"
"Main Tenant","2008","middle vocational","Female","2260","0.486430130172187","0.472788711833248","0.500071548511126","1"
"Main Tenant","2008","vocational + Abi","Male","224","0.569905839058618","0.523750676710126","0.61606100140711","1"
"Main Tenant","2008","vocational + Abi","Female","291","0.468146437788668","0.430020367696797","0.506272507880538","1"
"Main Tenant","2008","higher vocational","Male","279","0.399973178457539","0.366745069956898","0.433201286958181","1"
