"hlf0001_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Nursing Home/Retirement Community","2019","Full Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2019","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","2019","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2019","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","2019","Not Working","West Germany","41","0.0105255063140834","0.00839244492618408","0.0126585677019827"
"Nursing Home/Retirement Community","2019","Not Working","East Germany","19","","",""
"Tenant","2019","Full Time","West Germany","","","",""
"Tenant","2019","Full Time","East Germany","","","",""
"Tenant","2019","Part Time","West Germany","","","",""
"Tenant","2019","Part Time","East Germany","","","",""
"Tenant","2019","Not Working","West Germany","","","",""
"Tenant","2019","Not Working","East Germany","","","",""
